"","date","GABC"
"1","2007-01-03",9.313334
"2","2007-01-04",9.353333
"3","2007-01-05",9.3
"4","2007-01-08",9.253333
"5","2007-01-09",9.366667
"6","2007-01-10",9.393333
"7","2007-01-11",9.446667
"8","2007-01-12",9.553333
"9","2007-01-16",9.373333
"10","2007-01-17",9.273334
"11","2007-01-18",9.173333
"12","2007-01-19",9.26
"13","2007-01-22",9.293333
"14","2007-01-23",9.333333
"15","2007-01-24",9.26
"16","2007-01-25",9.313334
"17","2007-01-26",9.226666
"18","2007-01-29",9.233334
"19","2007-01-30",9.246667
"20","2007-01-31",9.273334
"21","2007-02-01",9.226666
"22","2007-02-02",9.266666
"23","2007-02-05",9.12
"24","2007-02-06",9.16
"25","2007-02-07",9.193334
"26","2007-02-08",9.18
"27","2007-02-09",9.04
"28","2007-02-12",9.046667
"29","2007-02-13",9.14
"30","2007-02-14",9.033334
"31","2007-02-15",9.2
"32","2007-02-16",9.2
"33","2007-02-20",9.266666
"34","2007-02-21",9.326667
"35","2007-02-22",9.273334
"36","2007-02-23",9.3
"37","2007-02-26",9.306666
"38","2007-02-27",9.34
"39","2007-02-28",9.34
"40","2007-03-01",9.38
"41","2007-03-02",9.38
"42","2007-03-05",9.36
"43","2007-03-06",9.186666
"44","2007-03-07",9.02
"45","2007-03-08",9.02
"46","2007-03-09",8.953333
"47","2007-03-12",8.906667
"48","2007-03-13",8.9
"49","2007-03-14",8.953333
"50","2007-03-15",9.133333
"51","2007-03-16",9.093333
"52","2007-03-19",9.226666
"53","2007-03-20",9.006667
"54","2007-03-21",9.133333
"55","2007-03-22",9.073334
"56","2007-03-23",8.993333
"57","2007-03-26",8.873333
"58","2007-03-27",8.88
"59","2007-03-28",8.933333
"60","2007-03-29",8.94
"61","2007-03-30",8.86
"62","2007-04-02",8.92
"63","2007-04-03",8.826667
"64","2007-04-04",8.84
"65","2007-04-05",8.88
"66","2007-04-09",8.84
"67","2007-04-10",8.813334
"68","2007-04-11",8.78
"69","2007-04-12",8.793333
"70","2007-04-13",8.8
"71","2007-04-16",8.92
"72","2007-04-17",8.98
"73","2007-04-18",9.026667
"74","2007-04-19",8.933333
"75","2007-04-20",9.013333
"76","2007-04-23",8.953333
"77","2007-04-24",9.033334
"78","2007-04-25",9.033334
"79","2007-04-26",8.966666
"80","2007-04-27",9.013333
"81","2007-04-30",8.933333
"82","2007-05-01",9.013333
"83","2007-05-02",9.053333
"84","2007-05-03",8.96
"85","2007-05-04",9.026667
"86","2007-05-07",8.973333
"87","2007-05-08",9.193334
"88","2007-05-09",9.113334
"89","2007-05-10",9
"90","2007-05-11",8.993333
"91","2007-05-14",9.02
"92","2007-05-15",9.033334
"93","2007-05-16",9.153334
"94","2007-05-17",9.106667
"95","2007-05-18",9.18
"96","2007-05-21",9.32
"97","2007-05-22",9.393333
"98","2007-05-23",9.46
"99","2007-05-24",9.493333
"100","2007-05-25",9.48
"101","2007-05-29",9.5
"102","2007-05-30",9.446667
"103","2007-05-31",9.213333
"104","2007-06-01",9.04
"105","2007-06-04",9.186666
"106","2007-06-05",9.2
"107","2007-06-06",9.16
"108","2007-06-07",9.18
"109","2007-06-08",9.233334
"110","2007-06-11",9.186666
"111","2007-06-12",9.173333
"112","2007-06-13",9.193334
"113","2007-06-14",9.04
"114","2007-06-15",9.133333
"115","2007-06-18",9.16
"116","2007-06-19",9.146667
"117","2007-06-20",9.2
"118","2007-06-21",9.113334
"119","2007-06-22",9.133333
"120","2007-06-25",9.126667
"121","2007-06-26",9.046667
"122","2007-06-27",9.073334
"123","2007-06-28",9.073334
"124","2007-06-29",9.166667
"125","2007-07-02",9.16
"126","2007-07-03",9.153334
"127","2007-07-05",9.133333
"128","2007-07-06",9.026667
"129","2007-07-09",9.113334
"130","2007-07-10",9
"131","2007-07-11",8.986667
"132","2007-07-12",8.933333
"133","2007-07-13",8.706667
"134","2007-07-16",9.073334
"135","2007-07-17",9.006667
"136","2007-07-18",8.92
"137","2007-07-19",8.86
"138","2007-07-20",8.706667
"139","2007-07-23",8.746667
"140","2007-07-24",8.666667
"141","2007-07-25",8.58
"142","2007-07-26",8.4
"143","2007-07-27",8.406667
"144","2007-07-30",8.546667
"145","2007-07-31",8.593333
"146","2007-08-01",8.546667
"147","2007-08-02",8.38
"148","2007-08-03",8.26
"149","2007-08-06",8.113334
"150","2007-08-07",8.18
"151","2007-08-08",8.886666
"152","2007-08-09",8.94
"153","2007-08-10",8.72
"154","2007-08-13",8.606667
"155","2007-08-14",8.34
"156","2007-08-15",8.226666
"157","2007-08-16",8.106667
"158","2007-08-17",8.34
"159","2007-08-20",8.34
"160","2007-08-21",8.746667
"161","2007-08-22",8.786667
"162","2007-08-23",8.693334
"163","2007-08-24",8.5
"164","2007-08-27",8.853333
"165","2007-08-28",8.806666
"166","2007-08-29",8.846666
"167","2007-08-30",8.973333
"168","2007-08-31",9.213333
"169","2007-09-04",9.173333
"170","2007-09-05",9.206667
"171","2007-09-06",9.273334
"172","2007-09-07",9.286667
"173","2007-09-10",9.333333
"174","2007-09-11",9.346666
"175","2007-09-12",9.173333
"176","2007-09-13",9.106667
"177","2007-09-14",9.073334
"178","2007-09-17",9.046667
"179","2007-09-18",9
"180","2007-09-19",8.92
"181","2007-09-20",8.7
"182","2007-09-21",8.8
"183","2007-09-24",8.68
"184","2007-09-25",8.566667
"185","2007-09-26",8.746667
"186","2007-09-27",8.933333
"187","2007-09-28",9.16
"188","2007-10-01",9.046667
"189","2007-10-02",8.886666
"190","2007-10-03",8.906667
"191","2007-10-04",8.853333
"192","2007-10-05",8.8
"193","2007-10-08",8.613334
"194","2007-10-09",8.58
"195","2007-10-10",8.526667
"196","2007-10-11",8.653334
"197","2007-10-12",8.76
"198","2007-10-15",8.8
"199","2007-10-16",8.806666
"200","2007-10-17",8.966666
"201","2007-10-18",8.726666
"202","2007-10-19",8.686666
"203","2007-10-22",8.666667
"204","2007-10-23",8.726666
"205","2007-10-24",8.84
"206","2007-10-25",9.166667
"207","2007-10-26",9.12
"208","2007-10-29",9.006667
"209","2007-10-30",8.853333
"210","2007-10-31",9.046667
"211","2007-11-01",9.046667
"212","2007-11-02",9.14
"213","2007-11-05",8.806666
"214","2007-11-06",8.753333
"215","2007-11-07",8.66
"216","2007-11-08",8.753333
"217","2007-11-09",8.653334
"218","2007-11-12",8.653334
"219","2007-11-13",8.86
"220","2007-11-14",8.82
"221","2007-11-15",8.86
"222","2007-11-16",8.906667
"223","2007-11-19",8.786667
"224","2007-11-20",9.16
"225","2007-11-21",9.153334
"226","2007-11-23",8.9
"227","2007-11-26",8.96
"228","2007-11-27",8.713333
"229","2007-11-28",8.64
"230","2007-11-29",8.72
"231","2007-11-30",8.826667
"232","2007-12-03",8.826667
"233","2007-12-04",8.786667
"234","2007-12-05",8.753333
"235","2007-12-06",8.753333
"236","2007-12-07",8.68
"237","2007-12-10",8.833333
"238","2007-12-11",8.693334
"239","2007-12-12",8.606667
"240","2007-12-13",8.766666
