"","date","MATX"
"1","2007-01-03",21.49119
"2","2007-01-04",21.582294
"3","2007-01-05",21.308981
"4","2007-01-08",21.452829
"5","2007-01-09",21.49119
"6","2007-01-10",21.390495
"7","2007-01-11",21.764505
"8","2007-01-12",22.253595
"9","2007-01-16",22.387856
"10","2007-01-17",22.35429
"11","2007-01-18",22.3447
"12","2007-01-19",22.71871
"13","2007-01-22",22.73789
"14","2007-01-23",23.006411
"15","2007-01-24",23.039974
"16","2007-01-25",22.97764
"17","2007-01-26",22.785839
"18","2007-01-29",23.135876
"19","2007-01-30",23.413984
"20","2007-01-31",23.70648
"21","2007-02-01",23.907869
"22","2007-02-02",23.80238
"23","2007-02-05",23.653734
"24","2007-02-06",23.47632
"25","2007-02-07",23.471525
"26","2007-02-08",23.36124
"27","2007-02-09",23.32288
"28","2007-02-12",23.385216
"29","2007-02-13",23.615376
"30","2007-02-14",23.95582
"31","2007-02-15",23.95582
"32","2007-02-16",24.109261
"33","2007-02-20",24.33942
"34","2007-02-21",24.516834
"35","2007-02-22",24.622326
"36","2007-02-23",24.617531
"37","2007-02-26",24.286674
"38","2007-02-27",23.912664
"39","2007-02-28",23.69689
"40","2007-03-01",23.6873
"41","2007-03-02",23.634556
"42","2007-03-05",23.36124
"43","2007-03-06",23.452345
"44","2007-03-07",23.533859
"45","2007-03-08",23.60099
"46","2007-03-09",23.543449
"47","2007-03-12",23.634556
"48","2007-03-13",23.212595
"49","2007-03-14",23.19821
"50","2007-03-15",23.19821
"51","2007-03-16",23.174234
"52","2007-03-19",23.054359
"53","2007-03-20",23.505091
"54","2007-03-21",23.859921
"55","2007-03-22",24.032539
"56","2007-03-23",24.377781
"57","2007-03-26",24.238726
"58","2007-03-27",24.056515
"59","2007-03-28",23.888691
"60","2007-03-29",23.874306
"61","2007-03-30",24.18598
"62","2007-04-02",24.4545
"63","2007-04-03",24.746996
"64","2007-04-04",24.91482
"65","2007-04-05",24.91482
"66","2007-04-09",25.207315
"67","2007-04-10",25.226496
"68","2007-04-11",24.742201
"69","2007-04-12",24.890844
"70","2007-04-13",25.121004
"71","2007-04-16",25.461451
"72","2007-04-17",25.52858
"73","2007-04-18",26.06562
"74","2007-04-19",25.91218
"75","2007-04-20",26.26701
"76","2007-04-23",26.290985
"77","2007-04-24",26.175905
"78","2007-04-25",26.26701
"79","2007-04-26",26.108774
"80","2007-04-27",25.979309
"81","2007-04-30",25.629274
"82","2007-05-01",25.893
"83","2007-05-02",26.04644
"84","2007-05-03",25.825871
"85","2007-05-04",25.90259
"86","2007-05-07",26.012875
"87","2007-05-08",26.444426
"88","2007-05-09",26.549915
"89","2007-05-10",25.93136
"90","2007-05-11",26.108774
"91","2007-05-14",25.725176
"92","2007-05-15",25.69161
"93","2007-05-16",25.988899
"94","2007-05-17",25.801895
"95","2007-05-18",25.51899
"96","2007-05-21",25.30801
"97","2007-05-22",25.125799
"98","2007-05-23",24.938795
"99","2007-05-24",24.545605
"100","2007-05-25",24.627119
"101","2007-05-29",25.178545
"102","2007-05-30",25.346371
"103","2007-05-31",25.648455
"104","2007-06-01",25.792305
"105","2007-06-04",25.67243
"106","2007-06-05",25.375139
"107","2007-06-06",24.991541
"108","2007-06-07",24.55999
"109","2007-06-08",24.80933
"110","2007-06-11",24.631914
"111","2007-06-12",24.512039
"112","2007-06-13",24.929205
"113","2007-06-14",25.144979
"114","2007-06-15",25.231291
"115","2007-06-18",25.197725
"116","2007-06-19",25.264854
"117","2007-06-20",25.30801
"118","2007-06-21",25.212111
"119","2007-06-22",25.073055
"120","2007-06-25",25.034695
"121","2007-06-26",25.005924
"122","2007-06-27",25.427885
"123","2007-06-28",25.65325
"124","2007-06-29",25.466246
"125","2007-07-02",25.888205
"126","2007-07-03",26.01767
"127","2007-07-05",26.032055
"128","2007-07-06",26.03685
"129","2007-07-09",26.032055
"130","2007-07-10",25.7971
"131","2007-07-11",26.29578
"132","2007-07-12",26.981464
"133","2007-07-13",27.249985
"134","2007-07-16",27.110929
"135","2007-07-17",27.40822
"136","2007-07-18",27.336294
"137","2007-07-19",27.902105
"138","2007-07-20",26.444426
"139","2007-07-23",26.454016
"140","2007-07-24",26.386885
"141","2007-07-25",26.50676
"142","2007-07-26",25.53817
"143","2007-07-27",25.101826
"144","2007-07-30",25.55735
"145","2007-07-31",25.998489
"146","2007-08-01",25.44227
"147","2007-08-02",25.64366
"148","2007-08-03",25.207315
"149","2007-08-06",25.801895
"150","2007-08-07",27.096544
"151","2007-08-08",27.719894
"152","2007-08-09",27.681536
"153","2007-08-10",26.372499
"154","2007-08-13",25.773125
"155","2007-08-14",25.092236
"156","2007-08-15",23.423574
"157","2007-08-16",23.375626
"158","2007-08-17",24.272289
"159","2007-08-20",24.488066
"160","2007-08-21",24.133236
"161","2007-08-22",24.627119
"162","2007-08-23",24.353806
"163","2007-08-24",24.770969
"164","2007-08-27",24.512039
"165","2007-08-28",23.903074
"166","2007-08-29",24.65589
"167","2007-08-30",24.272289
"168","2007-08-31",24.890844
"169","2007-09-04",25.514194
"170","2007-09-05",24.95318
"171","2007-09-06",24.977156
"172","2007-09-07",24.06131
"173","2007-09-10",24.032539
"174","2007-09-11",24.387369
"175","2007-09-12",24.1668
"176","2007-09-13",24.229136
"177","2007-09-14",24.190775
"178","2007-09-17",23.975
"179","2007-09-18",25.264854
"180","2007-09-19",24.881254
"181","2007-09-20",24.492861
"182","2007-09-21",23.73525
"183","2007-09-24",23.22698
"184","2007-09-25",23.481115
"185","2007-09-26",23.524269
"186","2007-09-27",23.682505
"187","2007-09-28",24.037334
"188","2007-10-01",24.42573
"189","2007-10-02",24.651094
"190","2007-10-03",24.679865
"191","2007-10-04",24.746996
"192","2007-10-05",25.64366
"193","2007-10-08",25.56694
"194","2007-10-09",25.88341
"195","2007-10-10",25.725176
"196","2007-10-11",25.39432
"197","2007-10-12",25.379934
"198","2007-10-15",24.756584
"199","2007-10-16",24.574375
"200","2007-10-17",24.636709
"201","2007-10-18",24.406549
"202","2007-10-19",23.442755
"203","2007-10-22",23.543449
"204","2007-10-23",24.804535
