"","date","PNR"
"1","2007-01-03",20.18133
"2","2007-01-04",20.597717
"3","2007-01-05",20.248489
"4","2007-01-08",20.201477
"5","2007-01-09",20.127602
"6","2007-01-10",20.315649
"7","2007-01-11",20.591002
"8","2007-01-12",20.248489
"9","2007-01-16",20.120886
"10","2007-01-17",20.087307
"11","2007-01-18",20.288784
"12","2007-01-19",20.342512
"13","2007-01-22",20.302216
"14","2007-01-23",20.409672
"15","2007-01-24",20.342512
"16","2007-01-25",20
"17","2007-01-26",20.100739
"18","2007-01-29",20.402954
"19","2007-01-30",20.611149
"20","2007-01-31",20.926796
"21","2007-02-01",20.973808
"22","2007-02-02",21.16857
"23","2007-02-05",21.081263
"24","2007-02-06",21.692411
"25","2007-02-07",21.537945
"26","2007-02-08",21.202148
"27","2007-02-09",20.953661
"28","2007-02-12",21.094694
"29","2007-02-13",21.128275
"30","2007-02-14",21.343184
"31","2007-02-15",22.169241
"32","2007-02-16",22.014774
"33","2007-02-20",22.115513
"34","2007-02-21",22.20282
"35","2007-02-22",22.055071
"36","2007-02-23",22.048355
"37","2007-02-26",21.981195
"38","2007-02-27",20.98724
"39","2007-02-28",20.960377
"40","2007-03-01",21.195433
"41","2007-03-02",20.826057
"42","2007-03-05",20.456682
"43","2007-03-06",20.147751
"44","2007-03-07",20.127602
"45","2007-03-08",20.302216
"46","2007-03-09",20.235058
"47","2007-03-12",20.228342
"48","2007-03-13",19.919409
"49","2007-03-14",19.899261
"50","2007-03-15",19.952988
"51","2007-03-16",19.811954
"52","2007-03-19",19.973137
"53","2007-03-20",19.939556
"54","2007-03-21",20.470114
"55","2007-03-22",20.543989
"56","2007-03-23",20.570852
"57","2007-03-26",20.631296
"58","2007-03-27",20.584284
"59","2007-03-28",20.685024
"60","2007-03-29",20.711887
"61","2007-03-30",20.926796
"62","2007-04-02",20.926796
"63","2007-04-03",21.007387
"64","2007-04-04",20.852921
"65","2007-04-05",20.765614
"66","2007-04-09",20.658159
"67","2007-04-10",20.483545
"68","2007-04-11",20.423103
"69","2007-04-12",20.416388
"70","2007-04-13",20.705172
"71","2007-04-16",21.087978
"72","2007-04-17",21.155138
"73","2007-04-18",20.859638
"74","2007-04-19",20.785763
"75","2007-04-20",20.980524
"76","2007-04-23",20.886501
"77","2007-04-24",22.02149
"78","2007-04-25",21.047684
"79","2007-04-26",21.544661
"80","2007-04-27",21.766287
"81","2007-04-30",21.584957
"82","2007-05-01",21.437206
"83","2007-05-02",22.048355
"84","2007-05-03",22.41773
"85","2007-05-04",22.350571
"86","2007-05-07",22.458025
"87","2007-05-08",22.592344
"88","2007-05-09",22.955004
"89","2007-05-10",22.59906
"90","2007-05-11",22.847549
"91","2007-05-14",22.860981
"92","2007-05-15",22.820684
"93","2007-05-16",22.934856
"94","2007-05-17",23.102753
"95","2007-05-18",23.498993
"96","2007-05-21",23.680323
"97","2007-05-22",23.854937
"98","2007-05-23",24.479517
"99","2007-05-24",23.928812
"100","2007-05-25",24.190733
"101","2007-05-29",24.459368
"102","2007-05-30",24.86904
"103","2007-05-31",24.842176
"104","2007-06-01",25.023506
"105","2007-06-04",25.171255
"106","2007-06-05",25.164539
"107","2007-06-06",24.701141
"108","2007-06-07",24.271322
"109","2007-06-08",24.513096
"110","2007-06-11",24.627266
"111","2007-06-12",24.43922
"112","2007-06-13",24.768301
"113","2007-06-14",25.486904
"114","2007-06-15",25.56078
"115","2007-06-18",25.392881
"116","2007-06-19",25.507051
