"","date","MNKD"
"1","2007-01-03",80.800003
"2","2007-01-04",80.699997
"3","2007-01-05",80.599998
"4","2007-01-08",79.949997
"5","2007-01-09",80.550003
"6","2007-01-10",81.300003
"7","2007-01-11",80.699997
"8","2007-01-12",81.849998
"9","2007-01-16",83.800003
"10","2007-01-17",84.449997
"11","2007-01-18",82.300003
"12","2007-01-19",82.349998
"13","2007-01-22",80.75
"14","2007-01-23",80.449997
"15","2007-01-24",81.400002
"16","2007-01-25",81.300003
"17","2007-01-26",81.949997
"18","2007-01-29",83.349998
"19","2007-01-30",84
"20","2007-01-31",82.800003
"21","2007-02-01",84.349998
"22","2007-02-02",80.650002
"23","2007-02-05",79.5
"24","2007-02-06",79.25
"25","2007-02-07",83.25
"26","2007-02-08",83.75
"27","2007-02-09",82.949997
"28","2007-02-12",82.300003
"29","2007-02-13",83.599998
"30","2007-02-14",83.400002
"31","2007-02-15",82.199997
"32","2007-02-16",83.25
"33","2007-02-20",84.449997
"34","2007-02-21",86.199997
"35","2007-02-22",85.949997
"36","2007-02-23",83.650002
"37","2007-02-26",82.449997
"38","2007-02-27",80.449997
"39","2007-02-28",79.550003
"40","2007-03-01",79.050003
"41","2007-03-02",79.400002
"42","2007-03-05",75.800003
"43","2007-03-06",76.199997
"44","2007-03-07",74.650002
"45","2007-03-08",77.900002
"46","2007-03-09",77.849998
"47","2007-03-12",79.099998
"48","2007-03-13",76.599998
"49","2007-03-14",73.949997
"50","2007-03-15",76.199997
"51","2007-03-16",73.349998
"52","2007-03-19",74.599998
"53","2007-03-20",76.25
"54","2007-03-21",75.5
"55","2007-03-22",75.099998
"56","2007-03-23",74.800003
"57","2007-03-26",73.5
"58","2007-03-27",74.300003
"59","2007-03-28",72.75
"60","2007-03-29",73.5
"61","2007-03-30",71.5
"62","2007-04-02",70.400002
"63","2007-04-03",70.800003
"64","2007-04-04",71.349998
"65","2007-04-05",70.550003
"66","2007-04-09",72.400002
"67","2007-04-10",73.550003
"68","2007-04-11",73.699997
"69","2007-04-12",75.050003
"70","2007-04-13",74.5
"71","2007-04-16",74.449997
"72","2007-04-17",72.699997
"73","2007-04-18",71.5
"74","2007-04-19",70.800003
"75","2007-04-20",71.550003
"76","2007-04-23",74.699997
"77","2007-04-24",76.25
"78","2007-04-25",77.349998
"79","2007-04-26",76.900002
"80","2007-04-27",74.75
"81","2007-04-30",72.699997
"82","2007-05-01",71.400002
"83","2007-05-02",73.199997
"84","2007-05-03",71.75
"85","2007-05-04",71.349998
"86","2007-05-07",70.5
"87","2007-05-08",69.5
"88","2007-05-09",69.099998
"89","2007-05-10",67.050003
"90","2007-05-11",66.599998
"91","2007-05-14",64.550003
"92","2007-05-15",62.099998
"93","2007-05-16",60.900002
"94","2007-05-17",61.349998
"95","2007-05-18",61.299999
"96","2007-05-21",63.099998
"97","2007-05-22",61.549999
"98","2007-05-23",61.599998
"99","2007-05-24",61.549999
"100","2007-05-25",61.099998
"101","2007-05-29",60.950001
"102","2007-05-30",59.599998
"103","2007-05-31",56.900002
"104","2007-06-01",57.299999
"105","2007-06-04",55.950001
"106","2007-06-05",54.299999
"107","2007-06-06",52.349998
"108","2007-06-07",55.650002
"109","2007-06-08",58.849998
"110","2007-06-11",68
"111","2007-06-12",67.199997
"112","2007-06-13",66.050003
"113","2007-06-14",69.050003
"114","2007-06-15",71.25
"115","2007-06-18",69.300003
"116","2007-06-19",68.449997
"117","2007-06-20",65.099998
"118","2007-06-21",64.349998
"119","2007-06-22",63
"120","2007-06-25",62.549999
"121","2007-06-26",60.900002
"122","2007-06-27",64.650002
"123","2007-06-28",62.799999
"124","2007-06-29",61.650002
"125","2007-07-02",64.400002
"126","2007-07-03",64.349998
"127","2007-07-05",64.25
"128","2007-07-06",65.449997
"129","2007-07-09",67.849998
"130","2007-07-10",66.449997
"131","2007-07-11",64.75
"132","2007-07-12",64.550003
"133","2007-07-13",63.900002
"134","2007-07-16",63.400002
"135","2007-07-17",63.75
"136","2007-07-18",61.950001
"137","2007-07-19",60.5
"138","2007-07-20",59.349998
"139","2007-07-23",59.900002
"140","2007-07-24",59.900002
"141","2007-07-25",60.400002
"142","2007-07-26",59.549999
"143","2007-07-27",56.049999
"144","2007-07-30",54
"145","2007-07-31",52.799999
"146","2007-08-01",54
"147","2007-08-02",53
"148","2007-08-03",44.349998
"149","2007-08-06",41.049999
"150","2007-08-07",43.099998
"151","2007-08-08",48.400002
"152","2007-08-09",50.400002
"153","2007-08-10",47.099998
"154","2007-08-13",46.25
"155","2007-08-14",44
"156","2007-08-15",46.099998
"157","2007-08-16",45.849998
"158","2007-08-17",47
"159","2007-08-20",46
"160","2007-08-21",45.5
"161","2007-08-22",45.049999
"162","2007-08-23",44.349998
"163","2007-08-24",46.099998
"164","2007-08-27",43.799999
"165","2007-08-28",43.400002
"166","2007-08-29",43.549999
"167","2007-08-30",44.900002
"168","2007-08-31",44.349998
"169","2007-09-04",45.450001
"170","2007-09-05",48.5
"171","2007-09-06",47.349998
"172","2007-09-07",46.650002
"173","2007-09-10",47.150002
"174","2007-09-11",48.450001
"175","2007-09-12",47.75
"176","2007-09-13",45.900002
"177","2007-09-14",46.75
"178","2007-09-17",45.450001
"179","2007-09-18",48.5
"180","2007-09-19",47.700001
"181","2007-09-20",46.849998
"182","2007-09-21",46.75
"183","2007-09-24",46.849998
"184","2007-09-25",46.75
"185","2007-09-26",47.099998
"186","2007-09-27",48.299999
"187","2007-09-28",48.400002
"188","2007-10-01",47.049999
"189","2007-10-02",50.5
"190","2007-10-03",54.25
"191","2007-10-04",54.849998
"192","2007-10-05",55.950001
"193","2007-10-08",59.450001
"194","2007-10-09",59.599998
"195","2007-10-10",59.650002
"196","2007-10-11",57.150002
"197","2007-10-12",54.549999
"198","2007-10-15",53.700001
"199","2007-10-16",52.799999
"200","2007-10-17",54
"201","2007-10-18",50
"202","2007-10-19",48.5
"203","2007-10-22",49.25
"204","2007-10-23",50.25
"205","2007-10-24",49.400002
"206","2007-10-25",48.099998
"207","2007-10-26",47.5
"208","2007-10-29",45.150002
"209","2007-10-30",45.25
"210","2007-10-31",45.650002
"211","2007-11-01",44.900002
"212","2007-11-02",44.799999
"213","2007-11-05",45.099998
"214","2007-11-06",46.049999
"215","2007-11-07",44.599998
"216","2007-11-08",45.049999
"217","2007-11-09",43.75
"218","2007-11-12",44.700001
"219","2007-11-13",46.700001
"220","2007-11-14",46.099998
"221","2007-11-15",43.299999
"222","2007-11-16",42.599998
"223","2007-11-19",41
"224","2007-11-20",39.75
"225","2007-11-21",37.900002
"226","2007-11-23",41.450001
"227","2007-11-26",39.25
"228","2007-11-27",41.900002
"229","2007-11-28",45.900002
"230","2007-11-29",47.25
"231","2007-11-30",47
"232","2007-12-03",47
"233","2007-12-04",44.849998
"234","2007-12-05",45
"235","2007-12-06",49.200001
"236","2007-12-07",48.950001
"237","2007-12-10",47.700001
"238","2007-12-11",45.799999
"239","2007-12-12",44.549999
"240","2007-12-13",46.099998
"241","2007-12-14",41.799999
"242","2007-12-17",38.900002
"243","2007-12-18",43
"244","2007-12-19",42.650002
"245","2007-12-20",40.900002
"246","2007-12-21",42.299999
"247","2007-12-24",42.950001
"248","2007-12-26",41.75
"249","2007-12-27",39.299999
"250","2007-12-28",40.049999
"251","2007-12-31",39.799999
"252","2008-01-02",39.299999
"253","2008-01-03",38.150002
"254","2008-01-04",36.400002
"255","2008-01-07",40.450001
"256","2008-01-08",40.150002
"257","2008-01-09",38.450001
"258","2008-01-10",39.650002
"259","2008-01-11",38.150002
"260","2008-01-14",39.75
"261","2008-01-15",38.549999
"262","2008-01-16",39.799999
"263","2008-01-17",37.400002
"264","2008-01-18",36.5
"265","2008-01-22",36.099998
"266","2008-01-23",36.549999
"267","2008-01-24",36
"268","2008-01-25",36.349998
"269","2008-01-28",36.799999
"270","2008-01-29",37.700001
"271","2008-01-30",38.200001
"272","2008-01-31",39.5
"273","2008-02-01",39.549999
"274","2008-02-04",39.549999
"275","2008-02-05",37.349998
"276","2008-02-06",37.200001
"277","2008-02-07",37.200001
"278","2008-02-08",37.25
"279","2008-02-11",36.700001
"280","2008-02-12",36.5
"281","2008-02-13",37.650002
"282","2008-02-14",38.950001
"283","2008-02-15",36.25
"284","2008-02-19",36
"285","2008-02-20",36
"286","2008-02-21",35.25
"287","2008-02-22",33.599998
"288","2008-02-25",35.049999
"289","2008-02-26",35.5
"290","2008-02-27",34.549999
"291","2008-02-28",35.450001
"292","2008-02-29",35.349998
"293","2008-03-03",32.849998
"294","2008-03-04",34.849998
"295","2008-03-05",32.75
"296","2008-03-06",28.950001
"297","2008-03-07",27.6
"298","2008-03-10",24.950001
"299","2008-03-11",25.75
"300","2008-03-12",25.15
"301","2008-03-13",25.25
"302","2008-03-14",25.35
"303","2008-03-17",23.950001
"304","2008-03-18",25
"305","2008-03-19",24.700001
"306","2008-03-20",25.700001
