"","date","PBCTP"
"1","2016-10-25",26.200001
"2","2016-10-26",26.26
"3","2016-10-27",26.309999
"4","2016-10-28",26.18
"5","2016-10-31",26.1
"6","2016-11-01",26
"7","2016-11-02",26.1
"8","2016-11-03",26.1
"9","2016-11-04",26.35
"10","2016-11-07",26.23
"11","2016-11-08",26.299999
"12","2016-11-09",26.15
"13","2016-11-10",25.9
"14","2016-11-11",25.25
"15","2016-11-14",24.6
"16","2016-11-15",25
"17","2016-11-16",25.49
"18","2016-11-17",25.1
"19","2016-11-18",25.4
"20","2016-11-21",25.700001
"21","2016-11-22",25.5
"22","2016-11-23",25
"23","2016-11-25",25.5
"24","2016-11-28",24.75
"25","2016-11-29",25.25
"26","2016-11-30",25.110001
"27","2016-12-01",24.84
"28","2016-12-02",24.860001
"29","2016-12-05",24.469999
"30","2016-12-06",24.65
"31","2016-12-07",25.25
"32","2016-12-08",25
"33","2016-12-09",24.950001
"34","2016-12-12",24.65
"35","2016-12-13",24.700001
"36","2016-12-14",24.98
"37","2016-12-15",24.92
"38","2016-12-16",24.940001
"39","2016-12-19",25.030001
"40","2016-12-20",25.030001
"41","2016-12-21",25.15
"42","2016-12-22",25.16
"43","2016-12-23",25.41
"44","2016-12-27",25.889999
"45","2016-12-28",25.98
"46","2016-12-29",26.040001
"47","2016-12-30",25.85
"48","2017-01-03",25.85
"49","2017-01-04",25.83
"50","2017-01-05",25.75
"51","2017-01-06",25.75
"52","2017-01-09",25.610001
"53","2017-01-10",25.9
"54","2017-01-11",25.9
"55","2017-01-12",25.9
"56","2017-01-13",26.040001
"57","2017-01-17",25.969999
"58","2017-01-18",25.9
"59","2017-01-19",25.77
"60","2017-01-20",25.66
"61","2017-01-23",25.790001
"62","2017-01-24",25.85
"63","2017-01-25",25.83
"64","2017-01-26",25.66
"65","2017-01-27",25.85
"66","2017-01-30",25.959999
"67","2017-01-31",26.129999
"68","2017-02-01",26.120001
"69","2017-02-02",26.18
"70","2017-02-03",26.23
"71","2017-02-06",26.440001
"72","2017-02-07",26.459999
"73","2017-02-08",26.49
"74","2017-02-09",26.5
"75","2017-02-10",26.620001
"76","2017-02-13",26.66
"77","2017-02-14",26.49
"78","2017-02-15",26.27
"79","2017-02-16",26.35
"80","2017-02-17",26.24
"81","2017-02-21",26.299999
"82","2017-02-22",26.379999
"83","2017-02-23",26.450001
"84","2017-02-24",26.540001
"85","2017-02-27",25.92
"86","2017-02-28",26.049999
"87","2017-03-01",26.15
"88","2017-03-02",26.059999
"89","2017-03-03",26.75
"90","2017-03-06",26.74
"91","2017-03-07",26.620001
"92","2017-03-08",26.07
"93","2017-03-09",25.879999
"94","2017-03-10",25.809999
"95","2017-03-13",25.67
"96","2017-03-14",25.51
"97","2017-03-15",25.68
"98","2017-03-16",26.120001
"99","2017-03-17",26
"100","2017-03-20",26.01
"101","2017-03-21",25.99
"102","2017-03-22",26.25
"103","2017-03-23",26.200001
"104","2017-03-24",26.26
"105","2017-03-27",25.947001
"106","2017-03-28",26.1
"107","2017-03-29",26.09
"108","2017-03-30",26
"109","2017-03-31",25.809999
"110","2017-04-03",25.959999
"111","2017-04-04",26.25
"112","2017-04-05",26.120001
"113","2017-04-06",26.5
"114","2017-04-07",26.5
"115","2017-04-10",26.66
"116","2017-04-11",26.639999
"117","2017-04-12",26.33
"118","2017-04-13",26.700001
"119","2017-04-17",26.76
"120","2017-04-18",26.799999
"121","2017-04-19",26.98
"122","2017-04-20",27.17
"123","2017-04-21",26.969999
"124","2017-04-24",26.870001
"125","2017-04-25",27.280001
"126","2017-04-26",26.940001
"127","2017-04-27",27.16
"128","2017-04-28",27.559999
"129","2017-05-01",27.65
"130","2017-05-02",28.440001
"131","2017-05-03",28.290001
"132","2017-05-04",28.01
"133","2017-05-05",28.01
"134","2017-05-08",28.24
"135","2017-05-09",27.42
"136","2017-05-10",27.83
"137","2017-05-11",27.745001
"138","2017-05-12",27.889999
"139","2017-05-15",28.290001
"140","2017-05-16",27.690001
"141","2017-05-17",27.889999
"142","2017-05-18",27.92
"143","2017-05-19",27.950001
"144","2017-05-22",27.93
"145","2017-05-23",27.719999
"146","2017-05-24",27.969999
"147","2017-05-25",28.24
"148","2017-05-26",28.09
"149","2017-05-30",27.309999
"150","2017-05-31",27.530001
"151","2017-06-01",27.4
"152","2017-06-02",27.809999
"153","2017-06-05",27.700001
"154","2017-06-06",27.5
"155","2017-06-07",27.440001
"156","2017-06-08",27.219999
"157","2017-06-09",27.200001
"158","2017-06-12",27.25
"159","2017-06-13",27.459999
"160","2017-06-14",27.406
"161","2017-06-15",27.566999
"162","2017-06-16",27.59
"163","2017-06-19",27.615
"164","2017-06-20",27.77
"165","2017-06-21",27.940001
"166","2017-06-22",28.35
"167","2017-06-23",28.73
"168","2017-06-26",28.379999
"169","2017-06-27",28.02
"170","2017-06-28",28.24
"171","2017-06-29",28.188
"172","2017-06-30",27.92
"173","2017-07-03",27.969999
"174","2017-07-05",27.98
"175","2017-07-06",27.26
"176","2017-07-07",27.389999
"177","2017-07-10",27.299999
"178","2017-07-11",27.01
"179","2017-07-12",27.08
"180","2017-07-13",27.039
"181","2017-07-14",27.165001
"182","2017-07-17",27.25
"183","2017-07-18",27.59
"184","2017-07-19",27.67
"185","2017-07-20",27.950001
"186","2017-07-21",28.15
"187","2017-07-24",28.1
"188","2017-07-25",28.08
"189","2017-07-26",28.115
"190","2017-07-27",28.139999
"191","2017-07-28",28.120001
"192","2017-07-31",28.190001
"193","2017-08-01",27.889999
"194","2017-08-02",27.559999
"195","2017-08-03",27.41
"196","2017-08-04",27.889999
"197","2017-08-07",27.540001
"198","2017-08-08",27.4
"199","2017-08-09",27.280001
"200","2017-08-10",27.120001
"201","2017-08-11",27.35
"202","2017-08-14",27.35
"203","2017-08-15",27.469999
"204","2017-08-16",27.049999
"205","2017-08-17",27.200001
"206","2017-08-18",27.219999
"207","2017-08-21",27.275
"208","2017-08-22",26.860001
"209","2017-08-23",27.200001
"210","2017-08-24",27.18
"211","2017-08-25",27.09
"212","2017-08-28",27.209999
"213","2017-08-29",27.5
"214","2017-08-30",26.93
"215","2017-08-31",26.860001
"216","2017-09-01",26.799999
"217","2017-09-05",26.870001
"218","2017-09-06",26.92
"219","2017-09-07",27
"220","2017-09-08",26.74
"221","2017-09-11",26.85
"222","2017-09-12",26.84
"223","2017-09-13",26.76
"224","2017-09-14",26.75
"225","2017-09-15",26.85
"226","2017-09-18",26.75
"227","2017-09-19",26.799999
"228","2017-09-20",26.799999
"229","2017-09-21",26.66
"230","2017-09-22",26.82
"231","2017-09-25",26.834999
"232","2017-09-26",26.860001
"233","2017-09-27",26.92
"234","2017-09-28",26.879999
"235","2017-09-29",26.85
"236","2017-10-02",26.879999
"237","2017-10-03",26.799999
"238","2017-10-04",26.879999
"239","2017-10-05",26.959999
"240","2017-10-06",26.6
"241","2017-10-09",26.65
"242","2017-10-10",26.959999
"243","2017-10-11",27
"244","2017-10-12",27.049999
"245","2017-10-13",26.9
"246","2017-10-16",26.950001
"247","2017-10-17",26.950001
"248","2017-10-18",26.950001
"249","2017-10-19",27.02
"250","2017-10-20",27.02
"251","2017-10-23",27.200001
"252","2017-10-24",27.049999
"253","2017-10-25",26.950001
"254","2017-10-26",26.875
"255","2017-10-27",26.85
"256","2017-10-30",26.4
"257","2017-10-31",26.959999
"258","2017-11-01",27.1
"259","2017-11-02",27
"260","2017-11-03",26.969999
"261","2017-11-06",26.959999
"262","2017-11-07",27.09
"263","2017-11-08",27.1
"264","2017-11-09",27.530001
"265","2017-11-10",27.450001
"266","2017-11-13",27.540001
"267","2017-11-14",27.6
"268","2017-11-15",27.549999
"269","2017-11-16",27.790001
"270","2017-11-17",27.91
"271","2017-11-20",28.02
"272","2017-11-21",27.98
"273","2017-11-22",27.92
"274","2017-11-24",27.879999
"275","2017-11-27",28.040001
"276","2017-11-28",28.110001
"277","2017-11-29",27.51
"278","2017-11-30",26.790001
"279","2017-12-01",26.959999
"280","2017-12-04",27.23
"281","2017-12-05",27.15
"282","2017-12-06",27.280001
"283","2017-12-07",27.43
"284","2017-12-08",27.639999
"285","2017-12-11",27.923
"286","2017-12-12",27.530001
"287","2017-12-13",27.32
"288","2017-12-14",27.4
"289","2017-12-15",27.15
"290","2017-12-18",27.66
"291","2017-12-19",27.83
"292","2017-12-20",27.790001
"293","2017-12-21",27.889999
"294","2017-12-22",27.91
"295","2017-12-26",27.93
"296","2017-12-27",27.855
"297","2017-12-28",27.969999
"298","2017-12-29",28.32
"299","2018-01-02",28.08
"300","2018-01-03",27.77
"301","2018-01-04",28.209999
"302","2018-01-05",27.969999
"303","2018-01-08",28.120001
"304","2018-01-09",28
"305","2018-01-10",27.9
"306","2018-01-11",28.17
"307","2018-01-12",27.889999
"308","2018-01-16",27.799999
"309","2018-01-17",27.65
"310","2018-01-18",27.530001
"311","2018-01-19",27.18
"312","2018-01-22",26.51
"313","2018-01-23",26.709999
"314","2018-01-24",26.889999
"315","2018-01-25",26.41
"316","2018-01-26",26.190001
"317","2018-01-29",25.76
"318","2018-01-30",25.719999
"319","2018-01-31",26
"320","2018-02-01",25.82
"321","2018-02-02",25.799999
"322","2018-02-05",25.735001
"323","2018-02-06",26.07
"324","2018-02-07",26.200001
"325","2018-02-08",25.74
"326","2018-02-09",26.34
"327","2018-02-12",26.02
"328","2018-02-13",26.01
"329","2018-02-14",25.85
"330","2018-02-15",25.92
"331","2018-02-16",25.921
"332","2018-02-20",25.92
"333","2018-02-21",26
"334","2018-02-22",26.35
"335","2018-02-23",26.52
"336","2018-02-26",26.860001
"337","2018-02-27",26.799999
"338","2018-02-28",26.629999
"339","2018-03-01",26.165001
"340","2018-03-02",26.15
"341","2018-03-05",26.33
"342","2018-03-06",26.389999
"343","2018-03-07",26.32
"344","2018-03-08",26.379999
"345","2018-03-09",26.129999
"346","2018-03-12",26.049999
"347","2018-03-13",26.09
"348","2018-03-14",26.110001
"349","2018-03-15",26.129999
"350","2018-03-16",26.17
"351","2018-03-19",26.16
"352","2018-03-20",26.15
"353","2018-03-21",26.209999
"354","2018-03-22",26.15
"355","2018-03-23",26.110001
"356","2018-03-26",26.18
"357","2018-03-27",26.040001
"358","2018-03-28",26
"359","2018-03-29",26.139999
"360","2018-04-02",26.129999
"361","2018-04-03",26.01
"362","2018-04-04",26.040001
"363","2018-04-05",25.98
"364","2018-04-06",25.99
"365","2018-04-09",25.99
"366","2018-04-10",26.040001
"367","2018-04-11",25.985001
"368","2018-04-12",25.91
"369","2018-04-13",25.9
"370","2018-04-16",25.92
"371","2018-04-17",25.879999
"372","2018-04-18",25.98
"373","2018-04-19",25.940001
"374","2018-04-20",25.959999
"375","2018-04-23",25.889999
"376","2018-04-24",25.690001
"377","2018-04-25",25.450001
"378","2018-04-26",25.51
"379","2018-04-27",25.549999
"380","2018-04-30",25.65
"381","2018-05-01",25.52
"382","2018-05-02",25.450001
"383","2018-05-03",25.43
"384","2018-05-04",25.620001
"385","2018-05-07",25.559999
"386","2018-05-08",25.559999
"387","2018-05-09",25.58
"388","2018-05-10",25.5
"389","2018-05-11",25.629999
"390","2018-05-14",25.48
"391","2018-05-15",25.34
"392","2018-05-16",25.360001
"393","2018-05-17",25.4
"394","2018-05-18",25.41
"395","2018-05-21",25.4
"396","2018-05-22",25.42
"397","2018-05-23",25.42
"398","2018-05-24",25.58
"399","2018-05-25",25.610001
"400","2018-05-29",25.68
"401","2018-05-30",25.66
"402","2018-05-31",25.33
"403","2018-06-01",25.360001
"404","2018-06-04",25.42
"405","2018-06-05",25.41
"406","2018-06-06",25.58
"407","2018-06-07",25.530001
"408","2018-06-08",25.58
"409","2018-06-11",25.51
"410","2018-06-12",25.530001
"411","2018-06-13",25.539
"412","2018-06-14",25.440001
"413","2018-06-15",25.59
"414","2018-06-18",25.530001
"415","2018-06-19",25.52
"416","2018-06-20",25.469999
"417","2018-06-21",25.5
"418","2018-06-22",25.59
"419","2018-06-25",25.51
"420","2018-06-26",25.459999
"421","2018-06-27",25.379999
"422","2018-06-28",25.450001
"423","2018-06-29",25.639999
"424","2018-07-02",26.030001
"425","2018-07-03",25.77
"426","2018-07-05",25.969999
"427","2018-07-06",25.9
"428","2018-07-09",25.950001
"429","2018-07-10",25.790001
"430","2018-07-11",25.76
"431","2018-07-12",25.9
"432","2018-07-13",25.75
"433","2018-07-16",25.75
"434","2018-07-17",25.719999
"435","2018-07-18",25.698999
"436","2018-07-19",25.77
"437","2018-07-20",25.860001
"438","2018-07-23",25.75
"439","2018-07-24",25.780001
"440","2018-07-25",25.93
"441","2018-07-26",26.02
"442","2018-07-27",25.899
"443","2018-07-30",25.959999
"444","2018-07-31",25.809999
"445","2018-08-01",25.75
"446","2018-08-02",25.959999
"447","2018-08-03",25.84
"448","2018-08-06",25.879999
"449","2018-08-07",25.941
"450","2018-08-08",25.9
"451","2018-08-09",25.868
"452","2018-08-10",25.77
"453","2018-08-13",25.9
"454","2018-08-14",25.799999
"455","2018-08-15",25.92
"456","2018-08-16",25.9
"457","2018-08-17",25.940001
"458","2018-08-20",25.959999
"459","2018-08-21",25.959999
"460","2018-08-22",26.16
"461","2018-08-23",26.120001
"462","2018-08-24",26.24
"463","2018-08-27",26.25
"464","2018-08-28",26.18
"465","2018-08-29",26.200001
"466","2018-08-30",26.059999
"467","2018-08-31",26.09
"468","2018-09-04",25.9
"469","2018-09-05",25.92
"470","2018-09-06",25.82
"471","2018-09-07",25.530001
"472","2018-09-10",25.66
"473","2018-09-11",25.790001
"474","2018-09-12",25.73
"475","2018-09-13",25.860001
"476","2018-09-14",25.75
"477","2018-09-17",25.77
"478","2018-09-18",25.74
"479","2018-09-19",25.74
"480","2018-09-20",25.73
"481","2018-09-21",25.75
"482","2018-09-24",25.753
"483","2018-09-25",25.700001
"484","2018-09-26",25.75
"485","2018-09-27",25.75
"486","2018-09-28",25.75
"487","2018-10-01",25.75
"488","2018-10-02",25.700001
"489","2018-10-03",25.42
"490","2018-10-04",25.17
"491","2018-10-05",25.15
"492","2018-10-08",25
"493","2018-10-09",25.01
"494","2018-10-10",24.841
"495","2018-10-11",24.832001
"496","2018-10-12",24.91
"497","2018-10-15",24.870001
"498","2018-10-16",24.83
"499","2018-10-17",24.875999
"500","2018-10-18",24.975
"501","2018-10-19",25.049999
"502","2018-10-22",25.031
"503","2018-10-23",25.077999
"504","2018-10-24",25.049
"505","2018-10-25",25.07
"506","2018-10-26",25.120001
"507","2018-10-29",25
"508","2018-10-30",25.047001
"509","2018-10-31",25.030001
"510","2018-11-01",25.049999
"511","2018-11-02",24.950001
"512","2018-11-05",24.879999
"513","2018-11-06",25.045
"514","2018-11-07",24.99
"515","2018-11-08",24.99
"516","2018-11-09",25.129999
"517","2018-11-12",25
"518","2018-11-13",24.997
"519","2018-11-14",24.964001
"520","2018-11-15",24.715
"521","2018-11-16",24.729
"522","2018-11-19",24.700001
"523","2018-11-20",24.25
"524","2018-11-21",24.42
"525","2018-11-23",24.610001
"526","2018-11-26",24.530001
"527","2018-11-27",24.35
"528","2018-11-28",24.4
"529","2018-11-29",24
"530","2018-11-30",23.959999
"531","2018-12-03",23.9
"532","2018-12-04",23.66
"533","2018-12-06",23.5
"534","2018-12-07",23.65
"535","2018-12-10",23.51
"536","2018-12-11",23.129999
"537","2018-12-12",23.129999
"538","2018-12-13",23.23
"539","2018-12-14",22.9
"540","2018-12-17",22.459999
"541","2018-12-18",22.1
"542","2018-12-19",22.15
"543","2018-12-20",22.1
"544","2018-12-21",21.450001
"545","2018-12-24",21.700001
"546","2018-12-26",21.73
"547","2018-12-27",21.33
"548","2018-12-28",21.75
"549","2018-12-31",22.209999
"550","2019-01-02",22.629999
"551","2019-01-03",22.84
"552","2019-01-04",23.110001
"553","2019-01-07",23.35
"554","2019-01-08",23.360001
"555","2019-01-09",23.34
"556","2019-01-10",23.389999
"557","2019-01-11",24.440001
"558","2019-01-14",24.82
"559","2019-01-15",24.700001
"560","2019-01-16",24.67
"561","2019-01-17",25.209999
"562","2019-01-18",24.99
"563","2019-01-22",25.66
"564","2019-01-23",24.924
"565","2019-01-24",25.1
"566","2019-01-25",25.1
"567","2019-01-28",25.5
"568","2019-01-29",25.49
"569","2019-01-30",25.93
"570","2019-01-31",26.700001
"571","2019-02-01",25.09
"572","2019-02-04",24.67
"573","2019-02-05",24.35
"574","2019-02-06",23.93
"575","2019-02-07",23.719999
"576","2019-02-08",24.040001
"577","2019-02-11",23.969999
"578","2019-02-12",24.299999
"579","2019-02-13",24.299999
"580","2019-02-14",24.18
"581","2019-02-15",24.190001
"582","2019-02-19",24.35
"583","2019-02-20",24.200001
"584","2019-02-21",24.08
"585","2019-02-22",24.1
"586","2019-02-25",24.110001
"587","2019-02-26",24.07
"588","2019-02-27",24.09
"589","2019-02-28",23.51
"590","2019-03-01",23.82
"591","2019-03-04",24.01
"592","2019-03-05",23.93
"593","2019-03-06",23.959999
"594","2019-03-07",23.879999
"595","2019-03-08",24.040001
