"","date","XEC"
"1","2007-01-03",36.66
"2","2007-01-04",36.209999
"3","2007-01-05",36.310001
"4","2007-01-08",36.549999
"5","2007-01-09",36.16
"6","2007-01-10",35.279999
"7","2007-01-11",34.990002
"8","2007-01-12",35.759998
"9","2007-01-16",35.669998
"10","2007-01-17",36.02
"11","2007-01-18",35.48
"12","2007-01-19",36.32
"13","2007-01-22",36.23
"14","2007-01-23",36.869999
"15","2007-01-24",37.080002
"16","2007-01-25",36.720001
"17","2007-01-26",36.700001
"18","2007-01-29",36.700001
"19","2007-01-30",37.689999
"20","2007-01-31",37.48
"21","2007-02-01",37.759998
"22","2007-02-02",37.580002
"23","2007-02-05",37.189999
"24","2007-02-06",37.080002
"25","2007-02-07",36.98
"26","2007-02-08",37.509998
"27","2007-02-09",37.360001
"28","2007-02-12",36.93
"29","2007-02-13",36.889999
"30","2007-02-14",37.060001
"31","2007-02-15",36.099998
"32","2007-02-16",36.049999
"33","2007-02-20",35.790001
"34","2007-02-21",35.57
"35","2007-02-22",35.490002
"36","2007-02-23",35.529999
"37","2007-02-26",35.5
"38","2007-02-27",34.580002
"39","2007-02-28",34.849998
"40","2007-03-01",35
"41","2007-03-02",34.560001
"42","2007-03-05",34.119999
"43","2007-03-06",34.5
"44","2007-03-07",34.869999
"45","2007-03-08",35.200001
"46","2007-03-09",35.18
"47","2007-03-12",34.970001
"48","2007-03-13",34.57
"49","2007-03-14",34.939999
"50","2007-03-15",34.919998
"51","2007-03-16",34.529999
"52","2007-03-19",35.25
"53","2007-03-20",35.549999
"54","2007-03-21",35.759998
"55","2007-03-22",36.41
"56","2007-03-23",36.400002
"57","2007-03-26",37.049999
"58","2007-03-27",37.099998
"59","2007-03-28",37.299999
"60","2007-03-29",37.369999
"61","2007-03-30",37.02
"62","2007-04-02",37.450001
"63","2007-04-03",37.32
"64","2007-04-04",37.25
"65","2007-04-05",37.25
"66","2007-04-09",37.110001
"67","2007-04-10",37.41
"68","2007-04-11",37.610001
"69","2007-04-12",38
"70","2007-04-13",37.880001
"71","2007-04-16",38.09
"72","2007-04-17",38.09
"73","2007-04-18",37.93
"74","2007-04-19",37.639999
"75","2007-04-20",38.029999
"76","2007-04-23",37.950001
"77","2007-04-24",38.669998
"78","2007-04-25",40.07
"79","2007-04-26",39.98
"80","2007-04-27",39.790001
"81","2007-04-30",39.400002
"82","2007-05-01",39.970001
"83","2007-05-02",40.349998
"84","2007-05-03",40.459999
"85","2007-05-04",40.48
"86","2007-05-07",40.669998
"87","2007-05-08",40.389999
"88","2007-05-09",39.52
"89","2007-05-10",38.68
"90","2007-05-11",39.209999
"91","2007-05-14",39.490002
"92","2007-05-15",38.810001
"93","2007-05-16",39.279999
"94","2007-05-17",40.049999
"95","2007-05-18",40.630001
"96","2007-05-21",40.849998
"97","2007-05-22",40.84
"98","2007-05-23",40.919998
"99","2007-05-24",40.349998
"100","2007-05-25",40.73
"101","2007-05-29",41
"102","2007-05-30",41.759998
"103","2007-05-31",42.029999
"104","2007-06-01",42.009998
"105","2007-06-04",42.860001
"106","2007-06-05",41.810001
"107","2007-06-06",40.880001
"108","2007-06-07",39.93
"109","2007-06-08",40.029999
"110","2007-06-11",40.189999
"111","2007-06-12",40.25
"112","2007-06-13",41.16
"113","2007-06-14",41.740002
"114","2007-06-15",42.130001
"115","2007-06-18",42.360001
"116","2007-06-19",41.959999
"117","2007-06-20",41.02
"118","2007-06-21",41.610001
"119","2007-06-22",40.98
"120","2007-06-25",40.59
"121","2007-06-26",39.110001
"122","2007-06-27",39.5
"123","2007-06-28",39.09
"124","2007-06-29",39.41
"125","2007-07-02",39.849998
"126","2007-07-03",40.459999
"127","2007-07-05",40.400002
"128","2007-07-06",40.459999
"129","2007-07-09",40.740002
"130","2007-07-10",40.43
"131","2007-07-11",40.220001
"132","2007-07-12",40.049999
"133","2007-07-13",40.459999
"134","2007-07-16",39.970001
"135","2007-07-17",39.849998
"136","2007-07-18",41.130001
"137","2007-07-19",41.860001
"138","2007-07-20",41.200001
"139","2007-07-23",40.400002
"140","2007-07-24",39.400002
"141","2007-07-25",39.310001
"142","2007-07-26",38.709999
"143","2007-07-27",38.049999
"144","2007-07-30",38.689999
"145","2007-07-31",37.849998
"146","2007-08-01",37.349998
"147","2007-08-02",36.400002
"148","2007-08-03",36.220001
"149","2007-08-06",36.490002
"150","2007-08-07",36.630001
"151","2007-08-08",37.48
"152","2007-08-09",37.18
"153","2007-08-10",37.16
"154","2007-08-13",36.849998
"155","2007-08-14",35.990002
"156","2007-08-15",35.139999
"157","2007-08-16",34.400002
"158","2007-08-17",35.610001
"159","2007-08-20",35.189999
"160","2007-08-21",34.610001
"161","2007-08-22",34.59
"162","2007-08-23",34.619999
"163","2007-08-24",35.150002
"164","2007-08-27",35.150002
"165","2007-08-28",34.810001
"166","2007-08-29",35.599998
"167","2007-08-30",35.27
"168","2007-08-31",35.810001
"169","2007-09-04",36.389999
"170","2007-09-05",36.990002
"171","2007-09-06",37.130001
"172","2007-09-07",36.830002
"173","2007-09-10",36.860001
"174","2007-09-11",37.360001
"175","2007-09-12",38.130001
"176","2007-09-13",37.880001
"177","2007-09-14",37.91
"178","2007-09-17",37.799999
"179","2007-09-18",38.07
"180","2007-09-19",37.619999
"181","2007-09-20",38.029999
"182","2007-09-21",38.52
"183","2007-09-24",37.59
"184","2007-09-25",36.610001
"185","2007-09-26",37.049999
"186","2007-09-27",37.25
"187","2007-09-28",37.25
"188","2007-10-01",37.240002
"189","2007-10-02",37.380001
"190","2007-10-03",37.52
"191","2007-10-04",37.84
"192","2007-10-05",38.099998
"193","2007-10-08",37.799999
"194","2007-10-09",38.240002
"195","2007-10-10",38.34
"196","2007-10-11",38.150002
"197","2007-10-12",38.41
"198","2007-10-15",38.889999
"199","2007-10-16",39.009998
"200","2007-10-17",39.029999
"201","2007-10-18",38.959999
"202","2007-10-19",37.959999
"203","2007-10-22",38.119999
"204","2007-10-23",38.369999
"205","2007-10-24",38.490002
"206","2007-10-25",38.669998
"207","2007-10-26",39.27
"208","2007-10-29",39.68
"209","2007-10-30",39.099998
"210","2007-10-31",40.509998
"211","2007-11-01",40.07
"212","2007-11-02",40.150002
"213","2007-11-05",39.900002
"214","2007-11-06",40.25
"215","2007-11-07",40.93
"216","2007-11-08",42.240002
"217","2007-11-09",41.509998
"218","2007-11-12",39.810001
"219","2007-11-13",40.220001
"220","2007-11-14",40.220001
"221","2007-11-15",39.27
"222","2007-11-16",39.709999
"223","2007-11-19",39.77
"224","2007-11-20",39.369999
"225","2007-11-21",38.450001
"226","2007-11-23",39.080002
"227","2007-11-26",38.490002
"228","2007-11-27",38.5
"229","2007-11-28",38.560001
"230","2007-11-29",38.82
"231","2007-11-30",38.630001
"232","2007-12-03",38.619999
"233","2007-12-04",38.779999
"234","2007-12-05",39.310001
"235","2007-12-06",40.290001
"236","2007-12-07",40.139999
"237","2007-12-10",40.299999
"238","2007-12-11",40.09
"239","2007-12-12",41.189999
"240","2007-12-13",41.419998
"241","2007-12-14",40.900002
"242","2007-12-17",40.91
"243","2007-12-18",41.5
"244","2007-12-19",41.900002
"245","2007-12-20",42.18
"246","2007-12-21",42.23
"247","2007-12-24",42.34
