"","date","LYFT"
"108","2019-08-30",48.970001
"109","2019-09-03",45.419998
"110","2019-09-04",46.349998
"111","2019-09-05",46.400002
"112","2019-09-06",44.5
"113","2019-09-09",44.380001
"114","2019-09-10",45.450001
"115","2019-09-11",46.529999
"116","2019-09-12",46.990002
"117","2019-09-13",46.099998
"118","2019-09-16",47.790001
"119","2019-09-17",48.060001
"120","2019-09-18",46.619999
"121","2019-09-19",47.279999
"122","2019-09-20",46.43
"123","2019-09-23",45.310001
"124","2019-09-24",41.880001
"125","2019-09-25",41.779999
"126","2019-09-26",41.900002
"127","2019-09-27",41.349998
"128","2019-09-30",40.84
"129","2019-10-01",39.57
"130","2019-10-02",38.389999
"131","2019-10-03",39.52
"132","2019-10-04",39.16
"133","2019-10-07",39.240002
"134","2019-10-08",38.66
"135","2019-10-09",38.200001
"136","2019-10-10",37.700001
"137","2019-10-11",39.485001
"138","2019-10-14",39.799999
"139","2019-10-15",41.080002
"140","2019-10-16",40.509998
"141","2019-10-17",41.669998
"142","2019-10-18",40.790001
"143","2019-10-21",40.880001
"144","2019-10-22",43.560001
"145","2019-10-23",43.080002
"146","2019-10-24",43.720001
"147","2019-10-25",44.540001
"148","2019-10-28",44.419998
"149","2019-10-29",43.68
"150","2019-10-30",44.110001
"151","2019-10-31",41.439999
"152","2019-11-01",42.98
"153","2019-11-04",42.830002
"154","2019-11-05",41.369999
"155","2019-11-06",42.919998
"156","2019-11-07",43.290001
"157","2019-11-08",43.23
"158","2019-11-11",42.970001
"159","2019-11-12",42.330002
"160","2019-11-13",43.299999
"161","2019-11-14",41.919998
"162","2019-11-15",43.040001
"163","2019-11-18",44.860001
"164","2019-11-19",44.150002
"165","2019-11-20",43.950001
"166","2019-11-21",46.759998
"167","2019-11-22",46.459999
"168","2019-11-25",48.939999
"169","2019-11-26",49
"170","2019-11-27",49.369999
"171","2019-11-29",48.98
"172","2019-12-02",47.389999
"173","2019-12-03",47.509998
"174","2019-12-04",47.314999
"175","2019-12-05",45.064999
"176","2019-12-06",45.200001
"177","2019-12-09",45.419998
"178","2019-12-10",45.259998
"179","2019-12-11",47.360001
"180","2019-12-12",46.599998
"181","2019-12-13",46.75
"182","2019-12-16",47.93
"183","2019-12-17",47.5
"184","2019-12-18",47.009998
"185","2019-12-19",46.279999
"186","2019-12-20",47.919998
"187","2019-12-23",45.540001
"188","2019-12-24",45.700001
"189","2019-12-26",45.73
"190","2019-12-27",45.84
"191","2019-12-30",43.5
"192","2019-12-31",43.02
"193","2020-01-02",43.580002
"194","2020-01-03",43.189999
"195","2020-01-06",43.099998
"196","2020-01-07",44.25
"197","2020-01-08",45.080002
"198","2020-01-09",45.59
"199","2020-01-10",46.060001
"200","2020-01-13",46.349998
"201","2020-01-14",47.68
"202","2020-01-15",47.080002
"203","2020-01-16",46.830002
"204","2020-01-17",46.52
"205","2020-01-21",47.98
"206","2020-01-22",47.470001
"207","2020-01-23",48.48
"208","2020-01-24",48.43
"209","2020-01-27",47.360001
"210","2020-01-28",48.209999
"211","2020-01-29",46.84
"212","2020-01-30",47.790001
"213","2020-01-31",47.48
"214","2020-02-03",47.959999
"215","2020-02-04",50
"216","2020-02-05",48.060001
"217","2020-02-06",47.419998
"218","2020-02-07",49.919998
"219","2020-02-10",53.720001
"220","2020-02-11",53.939999
"221","2020-02-12",48.459999
"222","2020-02-13",47.029999
"223","2020-02-14",44.689999
"224","2020-02-18",45.099998
"225","2020-02-19",46.240002
"226","2020-02-20",45.470001
"227","2020-02-21",44.700001
"228","2020-02-24",42.52
"229","2020-02-25",41.82
"230","2020-02-26",39.860001
"231","2020-02-27",37.779999
"232","2020-02-28",38.119999
"233","2020-03-02",36.91
"234","2020-03-03",36.970001
"235","2020-03-04",40.27
"236","2020-03-05",37.080002
"237","2020-03-06",36.02
"238","2020-03-09",32.810001
"239","2020-03-10",32.889999
"240","2020-03-11",29.01
"241","2020-03-12",23.879999
"242","2020-03-13",24.17
"243","2020-03-16",19.120001
"244","2020-03-17",18.66
"245","2020-03-18",16.049999
"246","2020-03-19",20.700001
"247","2020-03-20",21.27
"248","2020-03-23",22.610001
"249","2020-03-24",27.059999
"250","2020-03-25",27.950001
"251","2020-03-26",29.940001
"252","2020-03-27",27.6
"253","2020-03-30",26.92
"254","2020-03-31",26.85
"255","2020-04-01",23.5
"256","2020-04-02",22.450001
"257","2020-04-03",22
"258","2020-04-06",25.73
"259","2020-04-07",27.5
"260","2020-04-08",29.639999
"261","2020-04-09",30.33
"262","2020-04-13",30.66
"263","2020-04-14",30.5
"264","2020-04-15",28.389999
"265","2020-04-16",27.139999
"266","2020-04-17",29.07
"267","2020-04-20",30.1
"268","2020-04-21",29.25
"269","2020-04-22",30.700001
"270","2020-04-23",30.09
"271","2020-04-24",31.959999
"272","2020-04-27",34.32
"273","2020-04-28",32.740002
"274","2020-04-29",34.060001
"275","2020-04-30",32.830002
"276","2020-05-01",29.605
"277","2020-05-04",27.030001
"278","2020-05-05",26.68
"279","2020-05-06",26.120001
"280","2020-05-07",31.780001
"281","2020-05-08",32.73
"282","2020-05-11",31.360001
"283","2020-05-12",29.530001
"284","2020-05-13",28.370001
"285","2020-05-14",27.719999
"286","2020-05-15",28.15
"287","2020-05-18",30.43
"288","2020-05-19",30.690001
"289","2020-05-20",30.82
"290","2020-05-21",30.389999
"291","2020-05-22",31.26
"292","2020-05-26",32.470001
"293","2020-05-27",33.75
"294","2020-05-28",31.73
"295","2020-05-29",31.26
"296","2020-06-01",32.59
"297","2020-06-02",31.68
"298","2020-06-03",34.439999
"299","2020-06-04",36.075001
"300","2020-06-05",38.610001
"301","2020-06-08",40.98
"302","2020-06-09",39.209999
"303","2020-06-10",38.560001
"304","2020-06-11",35.32
"305","2020-06-12",36.889999
"306","2020-06-15",36.209999
"307","2020-06-16",36.709999
"308","2020-06-17",35.32
"309","2020-06-18",35.830002
"310","2020-06-19",34.82
"311","2020-06-22",34.25
"312","2020-06-23",35.599998
"313","2020-06-24",32.794998
"314","2020-06-25",33.189999
"315","2020-06-26",32.27
"316","2020-06-29",33.060001
"317","2020-06-30",33.009998
"318","2020-07-01",32
"319","2020-07-02",31.82
"320","2020-07-06",33.220001
"321","2020-07-07",30.940001
"322","2020-07-08",32.18
"323","2020-07-09",29.9
"324","2020-07-10",30.700001
"325","2020-07-13",28.809999
"326","2020-07-14",27.92
"327","2020-07-15",30.780001
"328","2020-07-16",29.58
"329","2020-07-17",29.73
"330","2020-07-20",30.57
"331","2020-07-21",30.49
"332","2020-07-22",30.84
"333","2020-07-23",30.860001
"334","2020-07-24",30.42
"335","2020-07-27",29.889999
"336","2020-07-28",29.49
"337","2020-07-29",29.889999
"338","2020-07-30",29.48
"339","2020-07-31",29.23
"340","2020-08-03",29.09
"341","2020-08-04",30.5
"342","2020-08-05",30.889999
"343","2020-08-06",32.34
"344","2020-08-07",30.190001
"345","2020-08-10",31.049999
"346","2020-08-11",30.65
"347","2020-08-12",30.52
"348","2020-08-13",28.879999
"349","2020-08-14",28.51
"350","2020-08-17",27.17
"351","2020-08-18",27.940001
"352","2020-08-19",28.139999
"353","2020-08-20",29.76
"354","2020-08-21",28.93
"355","2020-08-24",28.98
"356","2020-08-25",29.01
"357","2020-08-26",29.52
"358","2020-08-27",29.700001
"359","2020-08-28",30.77
"360","2020-08-31",29.67
"361","2020-09-01",29.43
"362","2020-09-02",28.610001
"363","2020-09-03",28.559999
"364","2020-09-04",28.969999
"365","2020-09-08",30.1
"366","2020-09-09",29.870001
"367","2020-09-10",29.51
"368","2020-09-11",30.76
"369","2020-09-14",31.969999
"370","2020-09-15",30.23
"371","2020-09-16",30.700001
"372","2020-09-17",31.24
"373","2020-09-18",30.59
"374","2020-09-21",28.9
"375","2020-09-22",28.309999
"376","2020-09-23",26.969999
"377","2020-09-24",26.77
"378","2020-09-25",27.530001
"379","2020-09-28",28.049999
"380","2020-09-29",27.139999
"381","2020-09-30",27.549999
"382","2020-10-01",27.809999
"383","2020-10-02",27.629999
"384","2020-10-05",26.690001
"385","2020-10-06",26.41
"386","2020-10-07",26.27
"387","2020-10-08",27.209999
"388","2020-10-09",27.799999
"389","2020-10-12",27.24
"390","2020-10-13",26.33
"391","2020-10-14",26.75
"392","2020-10-15",25.6
"393","2020-10-16",25.530001
"394","2020-10-19",24.629999
"395","2020-10-20",25.129999
"396","2020-10-21",24.66
"397","2020-10-22",25.58
"398","2020-10-23",26.02
"399","2020-10-26",24.84
"400","2020-10-27",22.940001
"401","2020-10-28",22.23
"402","2020-10-29",22.93
"403","2020-10-30",22.83
"404","2020-11-02",24.5
"405","2020-11-03",26.23
"406","2020-11-04",29.190001
"407","2020-11-05",29.030001
"408","2020-11-06",29.84
"409","2020-11-09",37.689999
"410","2020-11-10",36.049999
"411","2020-11-11",36.41
"412","2020-11-12",36.459999
"413","2020-11-13",37.540001
"414","2020-11-16",39.919998
"415","2020-11-17",39.419998
"416","2020-11-18",39.77
"417","2020-11-19",40.110001
"418","2020-11-20",38.099998
"419","2020-11-23",39.349998
"420","2020-11-24",39.490002
"421","2020-11-25",39.52
"422","2020-11-27",39.040001
