"","date","PRDO"
"1","2007-01-03",25.030001
"2","2007-01-04",25.040001
"3","2007-01-05",25.309999
"4","2007-01-08",25.110001
"5","2007-01-09",25.190001
"6","2007-01-10",25.35
"7","2007-01-11",25.34
"8","2007-01-12",25.559999
"9","2007-01-16",25.879999
"10","2007-01-17",25.57
"11","2007-01-18",25.360001
"12","2007-01-19",25.4
"13","2007-01-22",26.860001
"14","2007-01-23",26.030001
"15","2007-01-24",26.610001
"16","2007-01-25",27.440001
"17","2007-01-26",27.440001
"18","2007-01-29",28.559999
"19","2007-01-30",28.629999
"20","2007-01-31",28.67
"21","2007-02-01",28.59
"22","2007-02-02",28.77
"23","2007-02-05",28.92
"24","2007-02-06",28.98
"25","2007-02-07",29.01
"26","2007-02-08",29.049999
"27","2007-02-09",29.309999
"28","2007-02-12",29.299999
"29","2007-02-13",29.35
"30","2007-02-14",29.459999
"31","2007-02-15",29.639999
"32","2007-02-16",28.879999
"33","2007-02-20",28.66
"34","2007-02-21",29.309999
"35","2007-02-22",29.709999
"36","2007-02-23",30.08
"37","2007-02-26",29.860001
"38","2007-02-27",29.43
"39","2007-02-28",29.58
"40","2007-03-01",29.83
"41","2007-03-02",30.25
"42","2007-03-05",29.73
"43","2007-03-06",30.09
"44","2007-03-07",29.959999
"45","2007-03-08",29.68
"46","2007-03-09",29.709999
"47","2007-03-12",30
"48","2007-03-13",29.58
"49","2007-03-14",29.48
"50","2007-03-15",29.549999
"51","2007-03-16",29.440001
"52","2007-03-19",29.68
"53","2007-03-20",29.98
"54","2007-03-21",31.1
"55","2007-03-22",32.049999
"56","2007-03-23",32.23
"57","2007-03-26",31.82
"58","2007-03-27",31.26
"59","2007-03-28",31.02
"60","2007-03-29",30.6
"61","2007-03-30",30.5
"62","2007-04-02",30.65
"63","2007-04-03",30.75
"64","2007-04-04",30.620001
"65","2007-04-05",30.860001
"66","2007-04-09",30.52
"67","2007-04-10",30.18
"68","2007-04-11",29.91
"69","2007-04-12",29.99
"70","2007-04-13",30.23
"71","2007-04-16",30.879999
"72","2007-04-17",31
"73","2007-04-18",30.190001
"74","2007-04-19",29.959999
"75","2007-04-20",29.9
"76","2007-04-23",29.889999
"77","2007-04-24",29.9
"78","2007-04-25",29.9
"79","2007-04-26",30
"80","2007-04-27",29.879999
"81","2007-04-30",29.540001
"82","2007-05-01",29.98
"83","2007-05-02",30.059999
"84","2007-05-03",29.290001
"85","2007-05-04",35.529999
"86","2007-05-07",35
"87","2007-05-08",35.049999
"88","2007-05-09",34.959999
"89","2007-05-10",34.470001
"90","2007-05-11",34.529999
"91","2007-05-14",34.549999
"92","2007-05-15",34.259998
"93","2007-05-16",34.25
"94","2007-05-17",33.959999
"95","2007-05-18",34.27
"96","2007-05-21",35.110001
"97","2007-05-22",35.880001
"98","2007-05-23",35.540001
"99","2007-05-24",35.349998
"100","2007-05-25",35.130001
"101","2007-05-29",35.209999
"102","2007-05-30",35.009998
"103","2007-05-31",34.869999
"104","2007-06-01",35
"105","2007-06-04",35
"106","2007-06-05",34.73
"107","2007-06-06",34.330002
"108","2007-06-07",33.68
"109","2007-06-08",33.540001
"110","2007-06-11",33.759998
"111","2007-06-12",33.59
"112","2007-06-13",33.75
"113","2007-06-14",33.73
"114","2007-06-15",33.77
"115","2007-06-18",33.900002
"116","2007-06-19",33.540001
"117","2007-06-20",33.57
"118","2007-06-21",33.619999
"119","2007-06-22",33.279999
"120","2007-06-25",33.580002
"121","2007-06-26",33.599998
"122","2007-06-27",33.790001
"123","2007-06-28",33.73
"124","2007-06-29",33.77
"125","2007-07-02",34.299999
"126","2007-07-03",34.279999
"127","2007-07-05",33.34
"128","2007-07-06",33.779999
"129","2007-07-09",33.740002
"130","2007-07-10",32.919998
"131","2007-07-11",32.98
"132","2007-07-12",33.599998
"133","2007-07-13",33.360001
"134","2007-07-16",33
"135","2007-07-17",32.98
"136","2007-07-18",32.720001
"137","2007-07-19",32.82
"138","2007-07-20",32.490002
"139","2007-07-23",32.529999
"140","2007-07-24",31.540001
"141","2007-07-25",31.219999
"142","2007-07-26",31.23
"143","2007-07-27",29.940001
"144","2007-07-30",29.879999
"145","2007-07-31",29.68
"146","2007-08-01",29.52
"147","2007-08-02",30.360001
"148","2007-08-03",30.139999
"149","2007-08-06",30.540001
"150","2007-08-07",30.059999
"151","2007-08-08",29.370001
"152","2007-08-09",27.6
"153","2007-08-10",26.43
"154","2007-08-13",28.85
"155","2007-08-14",27.25
"156","2007-08-15",26.6
"157","2007-08-16",26.73
"158","2007-08-17",26.959999
"159","2007-08-20",26.959999
"160","2007-08-21",27.610001
"161","2007-08-22",30.43
"162","2007-08-23",29.549999
"163","2007-08-24",29.879999
"164","2007-08-27",29.76
"165","2007-08-28",29.59
"166","2007-08-29",29.190001
"167","2007-08-30",29.200001
"168","2007-08-31",29.700001
"169","2007-09-04",29.459999
"170","2007-09-05",29.379999
"171","2007-09-06",29.370001
"172","2007-09-07",29.01
"173","2007-09-10",27.98
"174","2007-09-11",28.01
"175","2007-09-12",27.790001
"176","2007-09-13",27.15
"177","2007-09-14",26.959999
"178","2007-09-17",26.17
"179","2007-09-18",26.620001
"180","2007-09-19",26.690001
"181","2007-09-20",26.68
"182","2007-09-21",27.299999
"183","2007-09-24",27.139999
"184","2007-09-25",26.99
"185","2007-09-26",26.91
"186","2007-09-27",27.75
"187","2007-09-28",27.99
"188","2007-10-01",28.02
"189","2007-10-02",28.83
"190","2007-10-03",29.5
"191","2007-10-04",29.889999
"192","2007-10-05",31.040001
"193","2007-10-08",30.860001
"194","2007-10-09",30.950001
"195","2007-10-10",30.860001
"196","2007-10-11",30.73
"197","2007-10-12",31.42
"198","2007-10-15",30.940001
"199","2007-10-16",31.41
"200","2007-10-17",30.639999
"201","2007-10-18",35.080002
"202","2007-10-19",33.66
"203","2007-10-22",33.330002
"204","2007-10-23",34.299999
"205","2007-10-24",33.630001
"206","2007-10-25",34.07
"207","2007-10-26",35.18
"208","2007-10-29",34.970001
"209","2007-10-30",34.32
"210","2007-10-31",35.740002
"211","2007-11-01",35.330002
"212","2007-11-02",34.790001
"213","2007-11-05",34.869999
"214","2007-11-06",32.400002
"215","2007-11-07",32.330002
"216","2007-11-08",33.330002
"217","2007-11-09",32.450001
"218","2007-11-12",31.959999
"219","2007-11-13",32.209999
"220","2007-11-14",31.82
"221","2007-11-15",30.790001
"222","2007-11-16",30.75
"223","2007-11-19",29.77
"224","2007-11-20",28.870001
"225","2007-11-21",27.540001
