"","date","ADMA"
"306","2015-01-05",11.11
"307","2015-01-06",11.22
"308","2015-01-07",11.02
"309","2015-01-08",11.02
"310","2015-01-09",11
"311","2015-01-12",10.57
"312","2015-01-13",10.75
"313","2015-01-14",10.56
"314","2015-01-15",10.73
"315","2015-01-16",10.85
"316","2015-01-20",10.99
"317","2015-01-21",11
"318","2015-01-22",10.99
"319","2015-01-23",11.03
"320","2015-01-26",11.1
"321","2015-01-27",11
"322","2015-01-28",10.82
"323","2015-01-29",10.8
"324","2015-01-30",10.8
"325","2015-02-02",10.85
"326","2015-02-03",10.99
"327","2015-02-04",10.99
"328","2015-02-05",10.98
"329","2015-02-06",10.56
"330","2015-02-09",10.56
"331","2015-02-10",10.5
"332","2015-02-11",10.7
"333","2015-02-12",10.57
"334","2015-02-13",10.43
"335","2015-02-17",10.63
"336","2015-02-18",10.52
"337","2015-02-19",10.39
"338","2015-02-20",10.48
"339","2015-02-23",10.4
"340","2015-02-24",10.05
"341","2015-02-25",10.05
"342","2015-02-26",9.58
"343","2015-02-27",9.54
"344","2015-03-02",9.5
"345","2015-03-03",9.35
"346","2015-03-04",9.37
"347","2015-03-05",9.6
"348","2015-03-06",9.21
"349","2015-03-09",9.18
"350","2015-03-10",9.36
"351","2015-03-11",8.6
"352","2015-03-12",8.22
"353","2015-03-13",7.75
"354","2015-03-16",7.99
"355","2015-03-17",7.9
"356","2015-03-18",8.195
"357","2015-03-19",8.92
"358","2015-03-20",9.07
"359","2015-03-23",9.46
"360","2015-03-24",9.845
"361","2015-03-25",9.16
"362","2015-03-26",9.23
"363","2015-03-27",9.15
"364","2015-03-30",9.17
"365","2015-03-31",9.8
"366","2015-04-01",9.33
"367","2015-04-02",9.26
"368","2015-04-06",9.26
"369","2015-04-07",9.33
"370","2015-04-08",9.18
"371","2015-04-09",9.39
"372","2015-04-10",9.13
"373","2015-04-13",9.03
"374","2015-04-14",9.01
"375","2015-04-15",8.94
"376","2015-04-16",9.13
"377","2015-04-17",9.15
"378","2015-04-20",9.03
"379","2015-04-21",9.01
"380","2015-04-22",8.978
"381","2015-04-23",9
"382","2015-04-24",9
"383","2015-04-27",8.63
"384","2015-04-28",8.51
"385","2015-04-29",8.365
"386","2015-04-30",8.41
"387","2015-05-01",8.308
"388","2015-05-04",8.21
"389","2015-05-05",8
"390","2015-05-06",7.87
"391","2015-05-07",7.81
"392","2015-05-08",7.91
"393","2015-05-11",7.788
"394","2015-05-12",7.76
"395","2015-05-13",8.24
"396","2015-05-14",8.25
"397","2015-05-15",8.06
"398","2015-05-18",8.54
"399","2015-05-19",9.19
"400","2015-05-20",8.65
"401","2015-05-21",8.44
"402","2015-05-22",8.46
"403","2015-05-26",8.62
"404","2015-05-27",8.56
"405","2015-05-28",8.859
"406","2015-05-29",8.56
"407","2015-06-01",8.61
"408","2015-06-02",8.67
"409","2015-06-03",8.53
"410","2015-06-04",8.37
"411","2015-06-05",8.58
"412","2015-06-08",8.578
"413","2015-06-09",8.57
"414","2015-06-10",8.529
"415","2015-06-11",8.51
"416","2015-06-12",8.57
"417","2015-06-15",8.51
"418","2015-06-16",8.39
"419","2015-06-17",8.44
"420","2015-06-18",8.54
"421","2015-06-19",8.39
"422","2015-06-22",8.54
"423","2015-06-23",8.41
"424","2015-06-24",8.75
"425","2015-06-25",8.95
"426","2015-06-26",8.9
"427","2015-06-29",9.1
"428","2015-06-30",9.26
"429","2015-07-01",9.5
"430","2015-07-02",9.45
"431","2015-07-06",9.505
"432","2015-07-07",9.72
"433","2015-07-08",9.81
"434","2015-07-09",9.35
"435","2015-07-10",9.62
"436","2015-07-13",9.625
"437","2015-07-14",9.71
"438","2015-07-15",9.66
"439","2015-07-16",9.665
"440","2015-07-17",9.66
"441","2015-07-20",9.47
"442","2015-07-21",9.09
"443","2015-07-22",9.22
"444","2015-07-23",9.09
"445","2015-07-24",9.13
"446","2015-07-27",8.95
"447","2015-07-28",8.937
"448","2015-07-29",9.1
"449","2015-07-30",8.98
"450","2015-07-31",9.32
"451","2015-08-03",9.68
"452","2015-08-04",9.65
"453","2015-08-05",9.49
"454","2015-08-06",9.33
"455","2015-08-07",9.27
"456","2015-08-10",9.05
"457","2015-08-11",9.1
"458","2015-08-12",9.01
"459","2015-08-13",9.3
"460","2015-08-14",9.31
"461","2015-08-17",9.45
"462","2015-08-18",9.546
"463","2015-08-19",9.44
"464","2015-08-20",9.27
"465","2015-08-21",9.132
"466","2015-08-24",9.1
"467","2015-08-25",9.156
"468","2015-08-26",9.02
"469","2015-08-27",9.25
"470","2015-08-28",9.37
"471","2015-08-31",9.23
"472","2015-09-01",9.02
"473","2015-09-02",8.82
"474","2015-09-03",8.8
"475","2015-09-04",8.75
"476","2015-09-08",8.9
"477","2015-09-09",8.95
"478","2015-09-10",8.99
"479","2015-09-11",9.35
"480","2015-09-14",9.58
"481","2015-09-15",9.44
"482","2015-09-16",9.49
"483","2015-09-17",9.52
"484","2015-09-18",9.05
"485","2015-09-21",9.24
"486","2015-09-22",8.94
"487","2015-09-23",9.18
"488","2015-09-24",9.14
"489","2015-09-25",9.03
"490","2015-09-28",8.79
"491","2015-09-29",8.03
"492","2015-09-30",8.36
"493","2015-10-01",8.89
"494","2015-10-02",8.5
"495","2015-10-05",9
"496","2015-10-06",9
"497","2015-10-07",9.01
"498","2015-10-08",9.25
"499","2015-10-09",9.37
"500","2015-10-12",9.36
"501","2015-10-13",9.52
"502","2015-10-14",9.65
"503","2015-10-15",9.85
"504","2015-10-16",9.82
"505","2015-10-19",9.85
"506","2015-10-20",9.84
"507","2015-10-21",9.56
"508","2015-10-22",9.56
"509","2015-10-23",9.26
"510","2015-10-26",9.36
"511","2015-10-27",9.19
"512","2015-10-28",8.8
"513","2015-10-29",8.6
"514","2015-10-30",9.18
"515","2015-11-02",9.15
"516","2015-11-03",8.76
"517","2015-11-04",8.884
"518","2015-11-05",8.89
"519","2015-11-06",8.86
"520","2015-11-09",9.02
"521","2015-11-10",9.07
"522","2015-11-11",9.05
"523","2015-11-12",9.05
"524","2015-11-13",8.84
"525","2015-11-16",8.81
"526","2015-11-17",8.89
"527","2015-11-18",9.16
"528","2015-11-19",9.11
"529","2015-11-20",9.4
"530","2015-11-23",9.22
"531","2015-11-24",9.155
"532","2015-11-25",9.179
"533","2015-11-27",9.06
"534","2015-11-30",9.18
"535","2015-12-01",9.19
"536","2015-12-02",9.3
"537","2015-12-03",9.26
"538","2015-12-04",9.09
"539","2015-12-07",9
"540","2015-12-08",8.94
"541","2015-12-09",8.96
"542","2015-12-10",8.872
"543","2015-12-11",8.78
"544","2015-12-14",8.63
"545","2015-12-15",8.55
"546","2015-12-16",8.41
"547","2015-12-17",8.46
"548","2015-12-18",8.49
"549","2015-12-21",8.49
"550","2015-12-22",8.45
"551","2015-12-23",8.484
"552","2015-12-24",8.61
"553","2015-12-28",8.41
"554","2015-12-29",8.26
"555","2015-12-30",8.11
"556","2015-12-31",8.07
"557","2016-01-04",7.88
"558","2016-01-05",7.925
"559","2016-01-06",7.65
"560","2016-01-07",7.62
"561","2016-01-08",7.15
"562","2016-01-11",6.69
"563","2016-01-12",6.71
"564","2016-01-13",6.37
"565","2016-01-14",6.05
"566","2016-01-15",6.07
"567","2016-01-19",5.91
"568","2016-01-20",6.025
"569","2016-01-21",6
"570","2016-01-22",6.09
"571","2016-01-25",6.15
"572","2016-01-26",6.37
"573","2016-01-27",6.04
"574","2016-01-28",5.96
"575","2016-01-29",6.035
"576","2016-02-01",6.01
"577","2016-02-02",5.79
"578","2016-02-03",5.6
"579","2016-02-04",5.585
"580","2016-02-05",5.54
"581","2016-02-08",5.01
"582","2016-02-09",4.44
"583","2016-02-10",4.65
"584","2016-02-11",4.34
"585","2016-02-12",4.41
"586","2016-02-16",4.399
"587","2016-02-17",4.5
"588","2016-02-18",4.26
"589","2016-02-19",4.36
"590","2016-02-22",4.5
"591","2016-02-23",4.42
"592","2016-02-24",4.44
"593","2016-02-25",4.39
"594","2016-02-26",4.15
"595","2016-02-29",4.75
"596","2016-03-01",4.89
"597","2016-03-02",4.94
"598","2016-03-03",5.02
"599","2016-03-04",5.07
"600","2016-03-07",4.95
"601","2016-03-08",4.91
"602","2016-03-09",5.01
"603","2016-03-10",5.05
"604","2016-03-11",4.94
"605","2016-03-14",5.05
"606","2016-03-15",5.12
"607","2016-03-16",5.02
"608","2016-03-17",5.13
"609","2016-03-18",5.79
"610","2016-03-21",5.98
"611","2016-03-22",6.18
"612","2016-03-23",6.21
"613","2016-03-24",7.29
"614","2016-03-28",7.73
"615","2016-03-29",7.88
"616","2016-03-30",7.89
"617","2016-03-31",8.09
"618","2016-04-01",8.42
"619","2016-04-04",8.6
"620","2016-04-05",8.11
"621","2016-04-06",8.09
"622","2016-04-07",6.9
"623","2016-04-08",7.32
"624","2016-04-11",7.07
"625","2016-04-12",7.28
"626","2016-04-13",7.31
"627","2016-04-14",7.44
"628","2016-04-15",7.44
"629","2016-04-18",7.53
"630","2016-04-19",7.52
"631","2016-04-20",7.589
"632","2016-04-21",7.65
"633","2016-04-22",7.58
"634","2016-04-25",7.49
"635","2016-04-26",7.31
"636","2016-04-27",7.63
"637","2016-04-28",6.97
"638","2016-04-29",6.84
"639","2016-05-02",6.99
"640","2016-05-03",6.82
"641","2016-05-04",6.59
"642","2016-05-05",6.32
"643","2016-05-06",6.12
"644","2016-05-09",6.06
"645","2016-05-10",6.12
"646","2016-05-11",6
"647","2016-05-12",5.85
"648","2016-05-13",5.93
"649","2016-05-16",6.1
"650","2016-05-17",6.02
"651","2016-05-18",6.16
"652","2016-05-19",5.99
"653","2016-05-20",6.38
"654","2016-05-23",6.41
"655","2016-05-24",6.47
"656","2016-05-25",6.67
"657","2016-05-26",7.19
"658","2016-05-27",7.38
"659","2016-05-31",7.75
"660","2016-06-01",7.83
"661","2016-06-02",7.6
"662","2016-06-03",7.48
"663","2016-06-06",7.43
"664","2016-06-07",7.56
"665","2016-06-08",7.45
"666","2016-06-09",7.45
"667","2016-06-10",7.24
"668","2016-06-13",7.12
"669","2016-06-14",6.84
"670","2016-06-15",6.91
"671","2016-06-16",7.04
"672","2016-06-17",6.97
"673","2016-06-20",7.02
"674","2016-06-21",7
"675","2016-06-22",7.06
"676","2016-06-23",7.1
"677","2016-06-24",6.93
"678","2016-06-27",6.48
"679","2016-06-28",6.31
"680","2016-06-29",6.07
"681","2016-06-30",5.95
"682","2016-07-01",6.35
"683","2016-07-05",6.26
"684","2016-07-06",6.34
"685","2016-07-07",6.73
"686","2016-07-08",6.76
"687","2016-07-11",6.8
"688","2016-07-12",7.46
"689","2016-07-13",7.32
"690","2016-07-14",6.98
"691","2016-07-15",6.79
"692","2016-07-18",6.5
"693","2016-07-19",6.39
"694","2016-07-20",6.34
"695","2016-07-21",6.38
"696","2016-07-22",6.7
"697","2016-07-25",6.835
"698","2016-07-26",6.79
"699","2016-07-27",7.25
"700","2016-07-28",7.31
"701","2016-07-29",7.85
"702","2016-08-01",6.49
"703","2016-08-02",6.36
"704","2016-08-03",6.55
"705","2016-08-04",6.26
"706","2016-08-05",6.32
"707","2016-08-08",6.25
"708","2016-08-09",6.25
"709","2016-08-10",6.1
"710","2016-08-11",6.1
"711","2016-08-12",6.49
"712","2016-08-15",6.15
"713","2016-08-16",5.88
"714","2016-08-17",5.54
"715","2016-08-18",5.47
"716","2016-08-19",5.61
"717","2016-08-22",5.68
"718","2016-08-23",5.61
"719","2016-08-24",5.5
"720","2016-08-25",5.38
"721","2016-08-26",5.25
"722","2016-08-29",5.34
"723","2016-08-30",5.75
"724","2016-08-31",5.71
"725","2016-09-01",5.77
"726","2016-09-02",5.79
"727","2016-09-06",5.72
"728","2016-09-07",5.71
"729","2016-09-08",5.8
"730","2016-09-09",5.66
"731","2016-09-12",5.44
"732","2016-09-13",5.29
"733","2016-09-14",5.52
"734","2016-09-15",5.65
"735","2016-09-16",5.8
"736","2016-09-19",6.68
"737","2016-09-20",7.12
"738","2016-09-21",7.08
"739","2016-09-22",7.25
"740","2016-09-23",7.35
"741","2016-09-26",7.4
"742","2016-09-27",7.28
"743","2016-09-28",7.17
"744","2016-09-29",7.32
"745","2016-09-30",7.24
"746","2016-10-03",7.23
"747","2016-10-04",7.12
"748","2016-10-05",6.93
"749","2016-10-06",6.7
"750","2016-10-07",6.68
"751","2016-10-10",6.71
"752","2016-10-11",6.66
"753","2016-10-12",6.79
"754","2016-10-13",6.68
"755","2016-10-14",6.39
"756","2016-10-17",6.328
"757","2016-10-18",6.285
"758","2016-10-19",6.24
"759","2016-10-20",6.2
"760","2016-10-21",6.25
"761","2016-10-24",6.189
"762","2016-10-25",6.07
"763","2016-10-26",5.99
"764","2016-10-27",5.81
"765","2016-10-28",5.87
"766","2016-10-31",5.58
"767","2016-11-01",5.64
"768","2016-11-02",5.09
"769","2016-11-03",5.07
"770","2016-11-04",5.01
"771","2016-11-07",5.06
"772","2016-11-08",5.2
"773","2016-11-09",5.41
"774","2016-11-10",5.63
"775","2016-11-11",6.38
"776","2016-11-14",6.35
"777","2016-11-15",6.33
"778","2016-11-16",6.14
"779","2016-11-17",5.76
"780","2016-11-18",5.66
"781","2016-11-21",5.69
"782","2016-11-22",5.62
"783","2016-11-23",5.57
"784","2016-11-25",5.96
"785","2016-11-28",6.1
"786","2016-11-29",5.71
"787","2016-11-30",5.54
"788","2016-12-01",5.41
"789","2016-12-02",5.4
"790","2016-12-05",5.53
"791","2016-12-06",5.52
"792","2016-12-07",5.57
"793","2016-12-08",5.35
"794","2016-12-09",5.23
"795","2016-12-12",5.28
"796","2016-12-13",5.26
"797","2016-12-14",5.31
"798","2016-12-15",5.18
"799","2016-12-16",5.18
"800","2016-12-19",5.16
"801","2016-12-20",5.07
"802","2016-12-21",4.79
"803","2016-12-22",4.6
"804","2016-12-23",4.5
"805","2016-12-27",4.485
"806","2016-12-28",4.8
"807","2016-12-29",5.29
"808","2016-12-30",5.12
"809","2017-01-03",4.98
"810","2017-01-04",5.06
"811","2017-01-05",5.05
"812","2017-01-06",5.14
"813","2017-01-09",5.19
"814","2017-01-10",5.25
"815","2017-01-11",5.14
"816","2017-01-12",5.13
"817","2017-01-13",5.17
"818","2017-01-17",5.22
"819","2017-01-18",5.11
"820","2017-01-19",5.03
"821","2017-01-20",5.06
"822","2017-01-23",5.46
"823","2017-01-24",5.1
"824","2017-01-25",5.28
"825","2017-01-26",5.25
"826","2017-01-27",5.28
"827","2017-01-30",5.11
"828","2017-01-31",5.11
"829","2017-02-01",5.01
"830","2017-02-02",5.01
"831","2017-02-03",4.97
"832","2017-02-06",4.971
"833","2017-02-07",5
"834","2017-02-08",4.953
"835","2017-02-09",5.01
"836","2017-02-10",4.92
"837","2017-02-13",4.825
"838","2017-02-14",5
"839","2017-02-15",4.98
"840","2017-02-16",4.97
"841","2017-02-17",4.94
"842","2017-02-21",4.95
"843","2017-02-22",4.95
"844","2017-02-23",4.78
"845","2017-02-24",4.75
"846","2017-02-27",4.75
"847","2017-02-28",4.67
"848","2017-03-01",4.54
"849","2017-03-02",4.58
"850","2017-03-03",4.77
"851","2017-03-06",4.56
"852","2017-03-07",4.7
"853","2017-03-08",4.62
"854","2017-03-09",4.52
"855","2017-03-10",4.49
"856","2017-03-13",4.68
"857","2017-03-14",4.69
"858","2017-03-15",4.77
"859","2017-03-16",4.92
"860","2017-03-17",4.93
"861","2017-03-20",4.87
"862","2017-03-21",4.69
"863","2017-03-22",4.64
"864","2017-03-23",4.89
"865","2017-03-24",4.82
"866","2017-03-27",5.01
"867","2017-03-28",4.88
"868","2017-03-29",4.87
"869","2017-03-30",4.95
"870","2017-03-31",4.88
"871","2017-04-03",4.98
"872","2017-04-04",4.86
"873","2017-04-05",4.85
"874","2017-04-06",4.69
"875","2017-04-07",4.69
"876","2017-04-10",4.62
"877","2017-04-11",4.58
"878","2017-04-12",4.59
"879","2017-04-13",4.6
"880","2017-04-17",4.6
"881","2017-04-18",4.51
"882","2017-04-19",4.56
"883","2017-04-20",4.61
"884","2017-04-21",4.56
"885","2017-04-24",4.44
"886","2017-04-25",4.53
"887","2017-04-26",4.51
"888","2017-04-27",4.505
"889","2017-04-28",4.51
"890","2017-05-01",4.36
"891","2017-05-02",4.21
"892","2017-05-03",4.39
"893","2017-05-04",4.51
"894","2017-05-05",4.51
"895","2017-05-08",4.45
"896","2017-05-09",4.4
"897","2017-05-10",4.1
"898","2017-05-11",4.23
"899","2017-05-12",4.34
"900","2017-05-15",4.26
"901","2017-05-16",4.159
"902","2017-05-17",3.88
"903","2017-05-18",3.85
"904","2017-05-19",3.74
"905","2017-05-22",3.68
"906","2017-05-23",3.68
"907","2017-05-24",3.56
"908","2017-05-25",3.53
"909","2017-05-26",3.991
"910","2017-05-30",3.8
"911","2017-05-31",3.7
"912","2017-06-01",3.82
"913","2017-06-02",3.75
"914","2017-06-05",3.69
"915","2017-06-06",3.66
"916","2017-06-07",3.62
"917","2017-06-08",3.53
"918","2017-06-09",3.45
"919","2017-06-12",3.45
"920","2017-06-13",3.37
"921","2017-06-14",3.18
"922","2017-06-15",3.18
"923","2017-06-16",3.045
"924","2017-06-19",3.034
"925","2017-06-20",3
"926","2017-06-21",3.04
"927","2017-06-22",2.96
"928","2017-06-23",3.15
"929","2017-06-26",3.6
"930","2017-06-27",4.06
"931","2017-06-28",3.85
"932","2017-06-29",3.75
"933","2017-06-30",3.7
"934","2017-07-03",3.74
"935","2017-07-05",3.48
"936","2017-07-06",3.589
"937","2017-07-07",3.5
"938","2017-07-10",3.45
"939","2017-07-11",3.23
"940","2017-07-12",3.25
"941","2017-07-13",3.3
"942","2017-07-14",3.5
"943","2017-07-17",3.72
"944","2017-07-18",3.69
"945","2017-07-19",3.71
"946","2017-07-20",3.61
"947","2017-07-21",3.56
"948","2017-07-24",3.69
"949","2017-07-25",3.64
"950","2017-07-26",3.68
"951","2017-07-27",3.63
"952","2017-07-28",3.37
"953","2017-07-31",3.45
"954","2017-08-01",3.171
"955","2017-08-02",3.47
"956","2017-08-03",3.3
"957","2017-08-04",3.35
"958","2017-08-07",3.2
"959","2017-08-08",3.16
"960","2017-08-09",3.04
"961","2017-08-10",2.91
"962","2017-08-11",2.94
"963","2017-08-14",2.96
"964","2017-08-15",3.07
"965","2017-08-16",3.05
"966","2017-08-17",3.07
"967","2017-08-18",3.04
"968","2017-08-21",2.76
"969","2017-08-22",2.89
"970","2017-08-23",2.99
"971","2017-08-24",3.11
"972","2017-08-25",3.05
"973","2017-08-28",2.96
"974","2017-08-29",3.3
"975","2017-08-30",3.49
"976","2017-08-31",3.45
"977","2017-09-01",3.46
"978","2017-09-05",3.56
"979","2017-09-06",3.6
"980","2017-09-07",3.62
"981","2017-09-08",3.43
"982","2017-09-11",3.55
"983","2017-09-12",3.71
"984","2017-09-13",3.55
"985","2017-09-14",3.29
"986","2017-09-15",3.28
"987","2017-09-18",3.35
"988","2017-09-19",3.09
"989","2017-09-20",3.29
"990","2017-09-21",3.25
"991","2017-09-22",3.32
"992","2017-09-25",3.32
"993","2017-09-26",3.3
"994","2017-09-27",3.27
"995","2017-09-28",2.92
"996","2017-09-29",3.08
"997","2017-10-02",3.24
"998","2017-10-03",3.13
"999","2017-10-04",3.08
"1000","2017-10-05",3.08
"1001","2017-10-06",3.19
"1002","2017-10-09",3.18
"1003","2017-10-10",3.11
"1004","2017-10-11",3.13
