"","date","RCON"
"1","2009-07-30",27.85
"2","2009-07-31",29.75
"3","2009-08-03",32.349998
"4","2009-08-04",37.049999
"5","2009-08-05",45.700001
"6","2009-08-06",40.549999
"7","2009-08-07",41.549999
"8","2009-08-10",40.150002
"9","2009-08-11",37.5
"10","2009-08-12",38.75
"11","2009-08-13",39
"12","2009-08-14",38.549999
"13","2009-08-17",34.599998
"14","2009-08-18",33.650002
"15","2009-08-19",35.25
"16","2009-08-20",34.650002
"17","2009-08-21",35.5
"18","2009-08-24",34.650002
"19","2009-08-25",33.049999
"20","2009-08-26",33
"21","2009-08-27",31.299999
"22","2009-08-28",33.150002
"23","2009-08-31",32.5
"24","2009-09-01",31.049999
"25","2009-09-02",32.150002
"26","2009-09-03",35
"27","2009-09-04",36
"28","2009-09-08",39.299999
"29","2009-09-09",40.200001
"30","2009-09-10",38.650002
"31","2009-09-11",44
"32","2009-09-14",45.75
"33","2009-09-15",45
"34","2009-09-16",48.25
"35","2009-09-17",47.849998
"36","2009-09-18",48.150002
"37","2009-09-21",47.450001
"38","2009-09-22",50.5
"39","2009-09-23",51.599998
"40","2009-09-24",51.299999
"41","2009-09-25",50.799999
"42","2009-09-28",49.5
"43","2009-09-29",40.25
"44","2009-09-30",36.950001
"45","2009-10-01",35.549999
"46","2009-10-02",35.950001
"47","2009-10-05",34.549999
"48","2009-10-06",33.049999
"49","2009-10-07",33.25
"50","2009-10-08",36.900002
"51","2009-10-09",40.75
"52","2009-10-12",38.900002
"53","2009-10-13",39.049999
"54","2009-10-14",39.150002
"55","2009-10-15",38.900002
"56","2009-10-16",36.75
"57","2009-10-19",36.700001
"58","2009-10-20",35.75
"59","2009-10-21",34.799999
"60","2009-10-22",34.900002
"61","2009-10-23",33.599998
"62","2009-10-26",32.299999
"63","2009-10-27",31.549999
"64","2009-10-28",32.549999
"65","2009-10-29",33.200001
"66","2009-10-30",29.35
"67","2009-11-02",27.6
"68","2009-11-03",29.049999
"69","2009-11-04",30.5
"70","2009-11-05",29.5
"71","2009-11-06",28.6
"72","2009-11-09",35.75
"73","2009-11-10",37.400002
"74","2009-11-11",36.5
"75","2009-11-12",35.650002
"76","2009-11-13",37.5
"77","2009-11-16",35
"78","2009-11-17",35
"79","2009-11-18",35.5
"80","2009-11-19",33.150002
"81","2009-11-20",32.950001
"82","2009-11-23",34.799999
"83","2009-11-24",33.900002
"84","2009-11-25",34
"85","2009-11-27",33.950001
"86","2009-11-30",36.75
"87","2009-12-01",37.049999
"88","2009-12-02",37.25
"89","2009-12-03",36.549999
"90","2009-12-04",34.5
"91","2009-12-07",36.799999
"92","2009-12-08",36.700001
"93","2009-12-09",37.349998
"94","2009-12-10",36.25
"95","2009-12-11",34.900002
"96","2009-12-14",34.450001
"97","2009-12-15",34.150002
"98","2009-12-16",34.950001
"99","2009-12-17",33.299999
"100","2009-12-18",33
"101","2009-12-21",32.75
"102","2009-12-22",31.5
"103","2009-12-23",31.4
"104","2009-12-24",31.85
"105","2009-12-28",31.65
"106","2009-12-29",31.450001
"107","2009-12-30",34
"108","2009-12-31",33.400002
"109","2010-01-04",32.450001
"110","2010-01-05",34.75
"111","2010-01-06",36.299999
"112","2010-01-07",37.25
"113","2010-01-08",36.650002
"114","2010-01-11",35.900002
"115","2010-01-12",34.450001
"116","2010-01-13",34.400002
"117","2010-01-14",35.200001
"118","2010-01-15",34.849998
"119","2010-01-19",33.25
"120","2010-01-20",32.299999
"121","2010-01-21",34.099998
"122","2010-01-22",32.75
"123","2010-01-25",30.25
"124","2010-01-26",30.799999
"125","2010-01-27",30.450001
"126","2010-01-28",29.5
"127","2010-01-29",28
"128","2010-02-01",28.25
"129","2010-02-02",30.299999
"130","2010-02-03",29.549999
"131","2010-02-04",28.85
"132","2010-02-05",29
"133","2010-02-08",28.9
"134","2010-02-09",30
"135","2010-02-10",32.25
"136","2010-02-11",33.400002
"137","2010-02-12",31.65
"138","2010-02-16",32.549999
"139","2010-02-17",32.5
"140","2010-02-18",32.099998
"141","2010-02-19",31.549999
"142","2010-02-22",32.200001
"143","2010-02-23",31.549999
"144","2010-02-24",30.549999
"145","2010-02-25",32.099998
"146","2010-02-26",31.5
"147","2010-03-01",31.549999
"148","2010-03-02",30.65
"149","2010-03-03",31.65
"150","2010-03-04",31.700001
"151","2010-03-05",33.25
"152","2010-03-08",33.799999
"153","2010-03-09",32.799999
"154","2010-03-10",32.849998
"155","2010-03-11",33.349998
"156","2010-03-12",34.049999
"157","2010-03-15",32.450001
"158","2010-03-16",32.400002
"159","2010-03-17",32.25
"160","2010-03-18",31.950001
"161","2010-03-19",31.6
"162","2010-03-22",31.200001
"163","2010-03-23",31.049999
"164","2010-03-24",30.4
"165","2010-03-25",30.950001
"166","2010-03-26",30.75
"167","2010-03-29",30.549999
"168","2010-03-30",30.549999
"169","2010-03-31",30.799999
"170","2010-04-01",30.549999
"171","2010-04-05",30.6
"172","2010-04-06",30.799999
"173","2010-04-07",30.35
"174","2010-04-08",30.75
"175","2010-04-09",30.5
"176","2010-04-12",31.85
"177","2010-04-13",31.5
"178","2010-04-14",31.200001
"179","2010-04-15",31.200001
"180","2010-04-16",30.700001
"181","2010-04-19",30.450001
"182","2010-04-20",30.25
"183","2010-04-21",30.299999
"184","2010-04-22",30
"185","2010-04-23",30.4
"186","2010-04-26",30.450001
"187","2010-04-27",29.549999
"188","2010-04-28",30.549999
"189","2010-04-29",30.75
"190","2010-04-30",31.6
"191","2010-05-03",30.799999
"192","2010-05-04",29.25
"193","2010-05-05",28
"194","2010-05-06",27.25
"195","2010-05-07",25.35
"196","2010-05-10",25.9
"197","2010-05-11",25.5
"198","2010-05-12",24.85
"199","2010-05-13",26.700001
"200","2010-05-14",25.15
"201","2010-05-17",24.35
"202","2010-05-18",25
"203","2010-05-19",23
"204","2010-05-20",21.75
"205","2010-05-21",22.200001
"206","2010-05-24",23.5
"207","2010-05-25",24.4
"208","2010-05-26",22.549999
"209","2010-05-27",23.25
"210","2010-05-28",23.1
"211","2010-06-01",25.15
"212","2010-06-02",26.5
"213","2010-06-03",27.65
"214","2010-06-04",27.799999
"215","2010-06-07",28.049999
"216","2010-06-08",28.25
"217","2010-06-09",30
"218","2010-06-10",29.450001
"219","2010-06-11",31.5
"220","2010-06-14",31
"221","2010-06-15",28.5
"222","2010-06-16",28.85
"223","2010-06-17",29.35
"224","2010-06-18",30
"225","2010-06-21",28.6
"226","2010-06-22",29.6
"227","2010-06-23",28.25
"228","2010-06-24",28
"229","2010-06-25",27.450001
"230","2010-06-28",25.25
"231","2010-06-29",24.299999
"232","2010-06-30",24.25
"233","2010-07-01",24.450001
"234","2010-07-02",24.9
"235","2010-07-06",23.549999
"236","2010-07-07",23.9
"237","2010-07-08",24.25
"238","2010-07-09",24.950001
"239","2010-07-12",25.85
"240","2010-07-13",26.299999
"241","2010-07-14",26.25
"242","2010-07-15",25.700001
"243","2010-07-16",26.299999
"244","2010-07-19",26.299999
"245","2010-07-20",25.200001
"246","2010-07-21",25.4
"247","2010-07-22",26.299999
"248","2010-07-23",25.25
"249","2010-07-26",25.200001
"250","2010-07-27",23.85
"251","2010-07-28",23.85
"252","2010-07-29",23.6
"253","2010-07-30",23.25
"254","2010-08-02",23.950001
"255","2010-08-03",24.049999
"256","2010-08-04",24.15
"257","2010-08-05",24.1
"258","2010-08-06",24.450001
"259","2010-08-09",25.5
"260","2010-08-10",24.65
"261","2010-08-11",25.299999
"262","2010-08-12",23.65
"263","2010-08-13",23.75
"264","2010-08-16",24.4
"265","2010-08-17",24.65
"266","2010-08-18",24.75
"267","2010-08-19",24.75
"268","2010-08-20",24.75
"269","2010-08-23",24.799999
"270","2010-08-24",25
"271","2010-08-25",24.65
"272","2010-08-26",24.700001
"273","2010-08-27",23.799999
"274","2010-08-30",23.200001
"275","2010-08-31",24.85
"276","2010-09-01",26.549999
"277","2010-09-02",28.75
"278","2010-09-03",30.15
"279","2010-09-07",29.299999
"280","2010-09-08",28.5
"281","2010-09-09",28.049999
"282","2010-09-10",28.75
"283","2010-09-13",28.75
"284","2010-09-14",26.85
"285","2010-09-15",26.5
"286","2010-09-16",26.25
"287","2010-09-17",26.75
"288","2010-09-20",27.450001
"289","2010-09-21",28.4
"290","2010-09-22",27.35
"291","2010-09-23",26.85
"292","2010-09-24",27.25
"293","2010-09-27",27.200001
"294","2010-09-28",26.6
"295","2010-09-29",26.299999
"296","2010-09-30",27
"297","2010-10-01",27.35
"298","2010-10-04",27.35
"299","2010-10-05",27.25
"300","2010-10-06",27.15
"301","2010-10-07",26.950001
"302","2010-10-08",28.299999
"303","2010-10-11",27.549999
"304","2010-10-12",28.5
"305","2010-10-13",27.9
"306","2010-10-14",29.200001
"307","2010-10-15",28.6
"308","2010-10-18",28.6
"309","2010-10-19",27.299999
"310","2010-10-20",28
"311","2010-10-21",29.950001
"312","2010-10-22",29
"313","2010-10-25",29.25
"314","2010-10-26",29
"315","2010-10-27",28.549999
"316","2010-10-28",29.6
"317","2010-10-29",29.35
"318","2010-11-01",28.9
"319","2010-11-02",28
"320","2010-11-03",30.25
"321","2010-11-04",30
"322","2010-11-05",29.950001
"323","2010-11-08",30.4
"324","2010-11-09",30
"325","2010-11-10",29.549999
"326","2010-11-11",29.700001
"327","2010-11-12",29.049999
"328","2010-11-15",28.15
"329","2010-11-16",28.299999
"330","2010-11-17",25.200001
"331","2010-11-18",26.5
"332","2010-11-19",26.5
"333","2010-11-22",25.5
"334","2010-11-23",24
"335","2010-11-24",24.950001
"336","2010-11-26",24.5
"337","2010-11-29",24.950001
"338","2010-11-30",28.5
"339","2010-12-01",27.4
"340","2010-12-02",28
"341","2010-12-03",26.75
"342","2010-12-06",25.1
"343","2010-12-07",24.4
"344","2010-12-08",24.450001
"345","2010-12-09",24.450001
"346","2010-12-10",24.35
"347","2010-12-13",23.799999
"348","2010-12-14",24.049999
"349","2010-12-15",24.75
"350","2010-12-16",23.200001
"351","2010-12-17",22.549999
"352","2010-12-20",20.799999
"353","2010-12-21",20.799999
"354","2010-12-22",20.049999
"355","2010-12-23",20.9
"356","2010-12-27",20.299999
"357","2010-12-28",22.1
"358","2010-12-29",21.85
"359","2010-12-30",22.549999
"360","2010-12-31",23.25
"361","2011-01-03",23.049999
"362","2011-01-04",22.75
"363","2011-01-05",23.5
"364","2011-01-06",23.85
"365","2011-01-07",23
"366","2011-01-10",23.200001
"367","2011-01-11",22.1
"368","2011-01-12",22.1
"369","2011-01-13",21.4
"370","2011-01-14",21.75
"371","2011-01-18",21.799999
"372","2011-01-19",21.75
"373","2011-01-20",21.6
"374","2011-01-21",21.25
"375","2011-01-24",21.049999
"376","2011-01-25",21.1
"377","2011-01-26",21.6
"378","2011-01-27",21.549999
"379","2011-01-28",21.799999
"380","2011-01-31",21.75
"381","2011-02-01",21.1
"382","2011-02-02",21.15
"383","2011-02-03",21.25
"384","2011-02-04",21.6
"385","2011-02-07",23.4
"386","2011-02-08",22.1
"387","2011-02-09",22.700001
"388","2011-02-10",22.65
"389","2011-02-11",23.15
"390","2011-02-14",24.1
"391","2011-02-15",23.5
"392","2011-02-16",23.5
"393","2011-02-17",22.049999
"394","2011-02-18",21.25
"395","2011-02-22",22.25
"396","2011-02-23",22.200001
"397","2011-02-24",22.299999
"398","2011-02-25",23.25
"399","2011-02-28",21.85
"400","2011-03-01",22.35
"401","2011-03-02",21
"402","2011-03-03",22.4
"403","2011-03-04",21.9
"404","2011-03-07",21.6
"405","2011-03-08",21.1
"406","2011-03-09",21.65
"407","2011-03-10",21.4
"408","2011-03-11",21
"409","2011-03-14",16.75
"410","2011-03-15",18
"411","2011-03-16",17.950001
"412","2011-03-17",18.65
"413","2011-03-18",17.75
"414","2011-03-21",18.5
"415","2011-03-22",19
"416","2011-03-23",18.35
"417","2011-03-24",18.049999
"418","2011-03-25",19.65
"419","2011-03-28",19
"420","2011-03-29",19.65
"421","2011-03-30",18.1
"422","2011-03-31",19.049999
"423","2011-04-01",18.049999
"424","2011-04-04",18.200001
"425","2011-04-05",17.25
"426","2011-04-06",17
"427","2011-04-07",16.049999
"428","2011-04-08",15.9
"429","2011-04-11",16.049999
"430","2011-04-12",15.5
"431","2011-04-13",16.450001
"432","2011-04-14",16
"433","2011-04-15",16.5
"434","2011-04-18",16.4
"435","2011-04-19",16.25
"436","2011-04-20",15.45
"437","2011-04-21",16.200001
"438","2011-04-25",15.85
"439","2011-04-26",15.85
"440","2011-04-27",15.15
"441","2011-04-28",15.15
"442","2011-04-29",15.75
"443","2011-05-02",15
"444","2011-05-03",15.65
"445","2011-05-04",14.5
"446","2011-05-05",14.75
"447","2011-05-06",13.25
"448","2011-05-09",12.65
"449","2011-05-10",10.35
"450","2011-05-11",9.25
"451","2011-05-12",9.7
"452","2011-05-13",9.3
"453","2011-05-16",9.4
