"","date","WSTL"
"184","2007-09-25",8.6
"185","2007-09-26",8.72
"186","2007-09-27",9.32
"187","2007-09-28",9.44
"188","2007-10-01",9.6
"189","2007-10-02",9.64
"190","2007-10-03",9.44
"191","2007-10-04",9.56
"192","2007-10-05",9.28
"193","2007-10-08",9.36
"194","2007-10-09",9.2
"195","2007-10-10",9.32
"196","2007-10-11",9.24
"197","2007-10-12",9.24
"198","2007-10-15",9.04
"199","2007-10-16",8.88
"200","2007-10-17",8.84
"201","2007-10-18",9
"202","2007-10-19",8.68
"203","2007-10-22",8.56
"204","2007-10-23",8.64
"205","2007-10-24",8.6
"206","2007-10-25",8
"207","2007-10-26",8
"208","2007-10-29",7.88
"209","2007-10-30",7.68
"210","2007-10-31",7.72
"211","2007-11-01",7.44
"212","2007-11-02",7.28
"213","2007-11-05",7.04
"214","2007-11-06",6.72
"215","2007-11-07",6.4
"216","2007-11-08",6.6
"217","2007-11-09",6.96
"218","2007-11-12",6.64
"219","2007-11-13",6.64
"220","2007-11-14",6.36
"221","2007-11-15",6.28
"222","2007-11-16",6
"223","2007-11-19",6.28
"224","2007-11-20",6.48
"225","2007-11-21",6.04
"226","2007-11-23",6.44
"227","2007-11-26",6.24
"228","2007-11-27",6.08
"229","2007-11-28",6.04
"230","2007-11-29",6.28
"231","2007-11-30",6.08
"232","2007-12-03",6.04
"233","2007-12-04",5.68
"234","2007-12-05",5.8
"235","2007-12-06",5.68
"236","2007-12-07",5.72
"237","2007-12-10",5.72
"238","2007-12-11",5.68
"239","2007-12-12",5.68
"240","2007-12-13",5.6
"241","2007-12-14",5.48
"242","2007-12-17",5.68
"243","2007-12-18",5.76
"244","2007-12-19",5.68
"245","2007-12-20",6.16
"246","2007-12-21",6.2
"247","2007-12-24",6.04
"248","2007-12-26",5.76
"249","2007-12-27",5.56
"250","2007-12-28",5.52
"251","2007-12-31",5.76
"252","2008-01-02",5.6
"253","2008-01-03",5.72
"254","2008-01-04",5.64
"255","2008-01-07",5.92
"256","2008-01-08",5.76
"257","2008-01-09",5.56
"258","2008-01-10",5.96
"259","2008-01-11",6.04
"260","2008-01-14",5.84
"261","2008-01-15",6.04
"262","2008-01-16",5.84
"263","2008-01-17",5.84
"264","2008-01-18",6.04
"265","2008-01-22",6.08
"266","2008-01-23",6.08
"267","2008-01-24",6.16
"268","2008-01-25",6.04
"269","2008-01-28",6.36
"270","2008-01-29",6.72
"271","2008-01-30",7.48
"272","2008-01-31",7.24
"273","2008-02-01",7.16
"274","2008-02-04",7.24
"275","2008-02-05",7.28
"276","2008-02-06",7.32
"277","2008-02-07",7.44
"278","2008-02-08",7.36
"279","2008-02-11",7.32
"280","2008-02-12",7.32
"281","2008-02-13",7.48
"282","2008-02-14",7.8
"283","2008-02-15",7.92
"284","2008-02-19",7.84
"285","2008-02-20",7.84
"286","2008-02-21",7.24
"287","2008-02-22",7.32
"288","2008-02-25",7.16
"289","2008-02-26",7.16
"290","2008-02-27",7.2
"291","2008-02-28",7.16
"292","2008-02-29",7.04
"293","2008-03-03",7.2
"294","2008-03-04",7.24
"295","2008-03-05",7.36
"296","2008-03-06",7.2
"297","2008-03-07",7.28
"298","2008-03-10",7.08
"299","2008-03-11",7.04
"300","2008-03-12",7
"301","2008-03-13",7.04
"302","2008-03-14",7
"303","2008-03-17",6.68
"304","2008-03-18",6.4
"305","2008-03-19",6.2
"306","2008-03-20",6.4
"307","2008-03-24",6.28
"308","2008-03-25",6.4
"309","2008-03-26",6.04
"310","2008-03-27",6.16
"311","2008-03-28",6.16
"312","2008-03-31",6
"313","2008-04-01",5.96
"314","2008-04-02",6.08
"315","2008-04-03",6.92
"316","2008-04-04",6.64
"317","2008-04-07",6.68
"318","2008-04-08",7.04
"319","2008-04-09",7.04
"320","2008-04-10",7.16
"321","2008-04-11",6.8
"322","2008-04-14",6.68
"323","2008-04-15",6.48
"324","2008-04-16",6.56
"325","2008-04-17",6.56
"326","2008-04-18",6.96
"327","2008-04-21",6.8
"328","2008-04-22",6.64
"329","2008-04-23",6.64
"330","2008-04-24",6.64
"331","2008-04-25",6.76
"332","2008-04-28",6.76
"333","2008-04-29",6.64
"334","2008-04-30",6.72
"335","2008-05-01",6.8
"336","2008-05-02",6.8
"337","2008-05-05",6.68
"338","2008-05-06",6.76
"339","2008-05-07",6.84
"340","2008-05-08",6.64
"341","2008-05-09",6.68
"342","2008-05-12",6.68
"343","2008-05-13",6.64
"344","2008-05-14",6.64
"345","2008-05-15",6.6
"346","2008-05-16",6.64
"347","2008-05-19",6.68
"348","2008-05-20",6.4
"349","2008-05-21",6.28
"350","2008-05-22",5.64
"351","2008-05-23",5.68
"352","2008-05-27",5.36
"353","2008-05-28",5.48
"354","2008-05-29",5.48
"355","2008-05-30",5.68
"356","2008-06-02",5.68
"357","2008-06-03",5.48
"358","2008-06-04",5.4
"359","2008-06-05",5.6
"360","2008-06-06",5.6
"361","2008-06-09",5.56
"362","2008-06-10",5.52
"363","2008-06-11",5.52
"364","2008-06-12",5.6
"365","2008-06-13",5.6
"366","2008-06-16",5.56
"367","2008-06-17",5.52
"368","2008-06-18",5.56
"369","2008-06-19",5.64
"370","2008-06-20",5.56
"371","2008-06-23",5.64
"372","2008-06-24",5.32
"373","2008-06-25",5.6
"374","2008-06-26",5.6
"375","2008-06-27",5.64
"376","2008-06-30",5.4
"377","2008-07-01",5.08
"378","2008-07-02",5.2
"379","2008-07-03",5.08
"380","2008-07-07",4.6
"381","2008-07-08",4.28
"382","2008-07-09",4.16
"383","2008-07-10",4.16
"384","2008-07-11",3.96
"385","2008-07-14",3.88
"386","2008-07-15",3.72
"387","2008-07-16",3.52
"388","2008-07-17",3.6
"389","2008-07-18",3.2
"390","2008-07-21",2.96
"391","2008-07-22",3
"392","2008-07-23",3.28
"393","2008-07-24",3.12
"394","2008-07-25",3.24
"395","2008-07-28",3.4
"396","2008-07-29",3.52
"397","2008-07-30",3.4
"398","2008-07-31",3.36
"399","2008-08-01",3.2
"400","2008-08-04",3.12
"401","2008-08-05",3.12
"402","2008-08-06",3.04
"403","2008-08-07",3
"404","2008-08-08",2.96
"405","2008-08-11",3.04
"406","2008-08-12",3.2
"407","2008-08-13",3.28
"408","2008-08-14",3.2
"409","2008-08-15",3.28
"410","2008-08-18",3.28
"411","2008-08-19",3.28
"412","2008-08-20",3.44
"413","2008-08-21",3.4
"414","2008-08-22",3.48
"415","2008-08-25",3.52
"416","2008-08-26",3.6
"417","2008-08-27",3.64
"418","2008-08-28",3.72
"419","2008-08-29",3.6
"420","2008-09-02",3.56
"421","2008-09-03",3.52
"422","2008-09-04",3.52
"423","2008-09-05",3.56
"424","2008-09-08",3.32
"425","2008-09-09",3.2
"426","2008-09-10",3.4
"427","2008-09-11",3
"428","2008-09-12",3
"429","2008-09-15",2.6
"430","2008-09-16",2.76
"431","2008-09-17",2.84
"432","2008-09-18",2.8
"433","2008-09-19",3
"434","2008-09-22",2.96
"435","2008-09-23",2.96
"436","2008-09-24",2.92
"437","2008-09-25",2.84
"438","2008-09-26",2.92
"439","2008-09-29",2.6
"440","2008-09-30",2.8
"441","2008-10-01",2.8
"442","2008-10-02",2.76
"443","2008-10-03",2.8
"444","2008-10-06",2.44
"445","2008-10-07",2.48
"446","2008-10-08",2.4
"447","2008-10-09",2.12
"448","2008-10-10",1.92
"449","2008-10-13",2
"450","2008-10-14",1.92
"451","2008-10-15",1.88
"452","2008-10-16",1.88
"453","2008-10-17",2.04
"454","2008-10-20",1.88
"455","2008-10-21",1.88
"456","2008-10-22",1.88
"457","2008-10-23",1.76
"458","2008-10-24",1.6
"459","2008-10-27",1.4
"460","2008-10-28",1.24
"461","2008-10-29",1.28
"462","2008-10-30",1.28
"463","2008-10-31",1.28
"464","2008-11-03",1.24
"465","2008-11-04",1.28
"466","2008-11-05",1.24
"467","2008-11-06",1.2
"468","2008-11-07",1.16
"469","2008-11-10",0.96
"470","2008-11-11",0.96
"471","2008-11-12",0.92
"472","2008-11-13",0.84
"473","2008-11-14",0.84
"474","2008-11-17",0.8
"475","2008-11-18",0.72
"476","2008-11-19",0.68
"477","2008-11-20",0.64
"478","2008-11-21",0.72
"479","2008-11-24",0.68
"480","2008-11-25",0.64
"481","2008-11-26",0.84
"482","2008-11-28",1.12
"483","2008-12-01",1.12
"484","2008-12-02",1
"485","2008-12-03",1.04
"486","2008-12-04",1
"487","2008-12-05",1
"488","2008-12-08",1.08
"489","2008-12-09",1.08
"490","2008-12-10",1.24
"491","2008-12-11",1.24
"492","2008-12-12",1.28
"493","2008-12-15",1.12
"494","2008-12-16",1.24
"495","2008-12-17",1.16
"496","2008-12-18",1.16
"497","2008-12-19",1.36
"498","2008-12-22",1.2
"499","2008-12-23",1.12
"500","2008-12-24",1.12
"501","2008-12-26",1.08
"502","2008-12-29",1
"503","2008-12-30",1.04
"504","2008-12-31",1.08
"505","2009-01-02",1.16
"506","2009-01-05",1.24
"507","2009-01-06",1.48
"508","2009-01-07",1.28
"509","2009-01-08",1.44
"510","2009-01-09",1.44
"511","2009-01-12",1.36
"512","2009-01-13",1.32
"513","2009-01-14",1.4
"514","2009-01-15",1.12
"515","2009-01-16",1.08
"516","2009-01-20",1.08
"517","2009-01-21",1.16
"518","2009-01-22",1.12
"519","2009-01-23",1.08
"520","2009-01-26",1.12
"521","2009-01-27",1.16
"522","2009-01-28",1.2
"523","2009-01-29",1.32
"524","2009-01-30",1.28
"525","2009-02-02",1.28
"526","2009-02-03",1.28
"527","2009-02-04",1.28
"528","2009-02-05",1.36
"529","2009-02-06",1.4
"530","2009-02-09",1.4
"531","2009-02-10",1.4
"532","2009-02-11",1.4
"533","2009-02-12",1.4
"534","2009-02-13",1.4
"535","2009-02-17",1.24
"536","2009-02-18",1.24
"537","2009-02-19",1.24
"538","2009-02-20",1.16
"539","2009-02-23",1.16
"540","2009-02-24",1.16
"541","2009-02-25",1.24
"542","2009-02-26",1.16
"543","2009-02-27",1.2
"544","2009-03-02",1.16
"545","2009-03-03",1.08
"546","2009-03-04",1.04
"547","2009-03-05",1
"548","2009-03-06",0.92
"549","2009-03-09",0.84
"550","2009-03-10",1.04
"551","2009-03-11",1
"552","2009-03-12",1.12
"553","2009-03-13",1.24
"554","2009-03-16",1.16
"555","2009-03-17",1.04
"556","2009-03-18",1.16
"557","2009-03-19",1.08
"558","2009-03-20",1.2
"559","2009-03-23",1.24
"560","2009-03-24",1
"561","2009-03-25",1.04
"562","2009-03-26",1.04
"563","2009-03-27",1.2
"564","2009-03-30",1.16
"565","2009-03-31",1.12
"566","2009-04-01",1.16
"567","2009-04-02",1.16
"568","2009-04-03",1.12
"569","2009-04-06",1.12
"570","2009-04-07",1.2
"571","2009-04-08",1.12
"572","2009-04-09",1.08
"573","2009-04-13",1.12
"574","2009-04-14",1.12
"575","2009-04-15",1.12
"576","2009-04-16",1.16
"577","2009-04-17",1.32
"578","2009-04-20",1.48
"579","2009-04-21",1.48
"580","2009-04-22",1.64
"581","2009-04-23",1.52
"582","2009-04-24",1.56
"583","2009-04-27",1.56
"584","2009-04-28",1.52
"585","2009-04-29",1.4
"586","2009-04-30",1.56
"587","2009-05-01",1.6
"588","2009-05-04",1.72
"589","2009-05-05",1.72
"590","2009-05-06",1.72
"591","2009-05-07",2
"592","2009-05-08",2.04
"593","2009-05-11",1.92
"594","2009-05-12",1.68
"595","2009-05-13",1.72
"596","2009-05-14",1.76
"597","2009-05-15",1.68
"598","2009-05-18",1.68
"599","2009-05-19",1.72
"600","2009-05-20",1.76
"601","2009-05-21",1.76
"602","2009-05-22",1.76
"603","2009-05-26",1.72
"604","2009-05-27",1.8
"605","2009-05-28",1.88
"606","2009-05-29",1.92
"607","2009-06-01",2
"608","2009-06-02",2.04
"609","2009-06-03",2.04
"610","2009-06-04",2.08
"611","2009-06-05",2.08
"612","2009-06-08",1.96
"613","2009-06-09",2.04
"614","2009-06-10",2.04
"615","2009-06-11",2.08
"616","2009-06-12",2.4
"617","2009-06-15",2.48
"618","2009-06-16",2.4
"619","2009-06-17",2.24
"620","2009-06-18",2.44
"621","2009-06-19",2.52
"622","2009-06-22",2.36
"623","2009-06-23",2.4
"624","2009-06-24",2.4
"625","2009-06-25",2.24
"626","2009-06-26",2.24
"627","2009-06-29",2.2
"628","2009-06-30",2.32
"629","2009-07-01",2.32
"630","2009-07-02",2.36
"631","2009-07-06",2.32
"632","2009-07-07",2.32
"633","2009-07-08",2.56
"634","2009-07-09",2.4
"635","2009-07-10",2.52
"636","2009-07-13",2.52
"637","2009-07-14",2.6
"638","2009-07-15",2.56
"639","2009-07-16",2.56
"640","2009-07-17",2.56
"641","2009-07-20",2.64
"642","2009-07-21",2.64
"643","2009-07-22",4.28
"644","2009-07-23",4.84
"645","2009-07-24",5.36
"646","2009-07-27",5.92
"647","2009-07-28",4.92
"648","2009-07-29",4.64
"649","2009-07-30",4.8
"650","2009-07-31",4.52
"651","2009-08-03",4.52
"652","2009-08-04",4.4
"653","2009-08-05",5.24
"654","2009-08-06",5.24
"655","2009-08-07",5.24
"656","2009-08-10",4.84
"657","2009-08-11",4.88
"658","2009-08-12",4.68
"659","2009-08-13",4.8
"660","2009-08-14",4.88
"661","2009-08-17",4.48
"662","2009-08-18",4.84
"663","2009-08-19",4.56
"664","2009-08-20",4.64
"665","2009-08-21",4.56
"666","2009-08-24",4.6
"667","2009-08-25",4.72
"668","2009-08-26",4.56
"669","2009-08-27",4.52
"670","2009-08-28",4.36
"671","2009-08-31",4.44
"672","2009-09-01",4.52
"673","2009-09-02",4.6
"674","2009-09-03",4.52
"675","2009-09-04",4.68
"676","2009-09-08",4.68
"677","2009-09-09",4.76
"678","2009-09-10",4.96
"679","2009-09-11",4.92
"680","2009-09-14",5
"681","2009-09-15",5.08
"682","2009-09-16",5.92
"683","2009-09-17",5.4
"684","2009-09-18",5.6
"685","2009-09-21",5.92
"686","2009-09-22",5.84
"687","2009-09-23",5.88
"688","2009-09-24",5.28
"689","2009-09-25",4.92
"690","2009-09-28",5.2
"691","2009-09-29",5.56
"692","2009-09-30",5.32
"693","2009-10-01",5.48
"694","2009-10-02",5.44
"695","2009-10-05",5.36
"696","2009-10-06",5.68
"697","2009-10-07",5.92
"698","2009-10-08",6.28
"699","2009-10-09",6.84
"700","2009-10-12",6.2
"701","2009-10-13",6.92
"702","2009-10-14",6.64
"703","2009-10-15",6.64
"704","2009-10-16",6.36
"705","2009-10-19",6.88
"706","2009-10-20",6.72
"707","2009-10-21",6.56
"708","2009-10-22",5.16
"709","2009-10-23",4.84
"710","2009-10-26",4.44
"711","2009-10-27",4.52
"712","2009-10-28",4.48
"713","2009-10-29",4.64
"714","2009-10-30",4.48
"715","2009-11-02",4.48
"716","2009-11-03",4.48
"717","2009-11-04",4.24
"718","2009-11-05",4.16
"719","2009-11-06",4.24
"720","2009-11-09",4.32
"721","2009-11-10",4.44
"722","2009-11-11",4.76
"723","2009-11-12",4.72
"724","2009-11-13",4.72
"725","2009-11-16",4.56
"726","2009-11-17",4.6
"727","2009-11-18",4.48
"728","2009-11-19",4.68
"729","2009-11-20",4.52
"730","2009-11-23",4.68
"731","2009-11-24",4.44
"732","2009-11-25",4.6
"733","2009-11-27",4.36
"734","2009-11-30",4.68
"735","2009-12-01",4.84
"736","2009-12-02",4.68
"737","2009-12-03",4.6
"738","2009-12-04",4.8
"739","2009-12-07",4.84
"740","2009-12-08",4.8
"741","2009-12-09",4.8
"742","2009-12-10",4.8
"743","2009-12-11",4.84
"744","2009-12-14",4.56
"745","2009-12-15",4.4
"746","2009-12-16",4.64
"747","2009-12-17",4.44
"748","2009-12-18",4.6
"749","2009-12-21",4.64
"750","2009-12-22",4.6
"751","2009-12-23",4.68
"752","2009-12-24",4.72
"753","2009-12-28",4.68
"754","2009-12-29",4.68
"755","2009-12-30",4.72
"756","2009-12-31",4.8
"757","2010-01-04",5.16
"758","2010-01-05",5.12
"759","2010-01-06",5.12
"760","2010-01-07",5
"761","2010-01-08",5.16
"762","2010-01-11",5.4
"763","2010-01-12",5.2
"764","2010-01-13",5.12
"765","2010-01-14",5.2
"766","2010-01-15",5.88
"767","2010-01-19",5.68
"768","2010-01-20",5.44
"769","2010-01-21",5.2
"770","2010-01-22",5.52
"771","2010-01-25",5.56
"772","2010-01-26",5.6
"773","2010-01-27",5.32
"774","2010-01-28",5.2
"775","2010-01-29",5.12
"776","2010-02-01",5.08
"777","2010-02-02",5.08
"778","2010-02-03",5.16
"779","2010-02-04",5
"780","2010-02-05",4.92
"781","2010-02-08",5.24
"782","2010-02-09",5.4
"783","2010-02-10",5.48
"784","2010-02-11",5.6
"785","2010-02-12",5.76
"786","2010-02-16",5.84
"787","2010-02-17",5.76
"788","2010-02-18",5.64
"789","2010-02-19",5.56
"790","2010-02-22",5.76
"791","2010-02-23",5.64
"792","2010-02-24",5.56
"793","2010-02-25",5.68
"794","2010-02-26",5.56
"795","2010-03-01",5.72
"796","2010-03-02",5.88
"797","2010-03-03",5.84
"798","2010-03-04",5.88
"799","2010-03-05",5.96
"800","2010-03-08",5.84
"801","2010-03-09",5.88
"802","2010-03-10",5.96
"803","2010-03-11",5.92
"804","2010-03-12",5.88
"805","2010-03-15",5.84
"806","2010-03-16",5.84
"807","2010-03-17",5.84
"808","2010-03-18",5.76
"809","2010-03-19",5.56
"810","2010-03-22",5.72
"811","2010-03-23",5.68
"812","2010-03-24",5.8
"813","2010-03-25",5.68
"814","2010-03-26",5.72
"815","2010-03-29",5.72
"816","2010-03-30",5.76
"817","2010-03-31",5.68
"818","2010-04-01",5.48
"819","2010-04-05",5.64
"820","2010-04-06",5.64
"821","2010-04-07",5.64
"822","2010-04-08",5.72
"823","2010-04-09",5.64
"824","2010-04-12",5.68
"825","2010-04-13",5.76
"826","2010-04-14",5.72
"827","2010-04-15",5.88
"828","2010-04-16",5.92
"829","2010-04-19",5.68
"830","2010-04-20",5.76
"831","2010-04-21",5.72
"832","2010-04-22",5.84
"833","2010-04-23",6.2
"834","2010-04-26",5.96
"835","2010-04-27",5.96
"836","2010-04-28",6.08
"837","2010-04-29",6.04
"838","2010-04-30",5.76
"839","2010-05-03",5.6
"840","2010-05-04",5.48
"841","2010-05-05",5.56
"842","2010-05-06",5.28
"843","2010-05-07",5.32
"844","2010-05-10",5.32
"845","2010-05-11",5.4
"846","2010-05-12",5.76
"847","2010-05-13",5.56
"848","2010-05-14",5.44
"849","2010-05-17",5.72
"850","2010-05-18",5.6
"851","2010-05-19",5.56
"852","2010-05-20",5.64
"853","2010-05-21",5.68
"854","2010-05-24",5.72
"855","2010-05-25",5.6
"856","2010-05-26",5.68
"857","2010-05-27",5.8
"858","2010-05-28",6.2
"859","2010-06-01",6.56
"860","2010-06-02",6.44
"861","2010-06-03",6.32
"862","2010-06-04",6.28
"863","2010-06-07",6
"864","2010-06-08",5.88
"865","2010-06-09",6
"866","2010-06-10",6.16
"867","2010-06-11",6.16
"868","2010-06-14",6.2
"869","2010-06-15",6.08
"870","2010-06-16",6.04
"871","2010-06-17",6
"872","2010-06-18",6.2
"873","2010-06-21",6.24
"874","2010-06-22",6.04
"875","2010-06-23",6.2
"876","2010-06-24",6.04
"877","2010-06-25",6.2
"878","2010-06-28",6.2
"879","2010-06-29",6.24
"880","2010-06-30",6.28
"881","2010-07-01",6.24
"882","2010-07-02",6.2
"883","2010-07-06",6.24
"884","2010-07-07",6.28
"885","2010-07-08",6.2
"886","2010-07-09",6.28
"887","2010-07-12",6.24
"888","2010-07-13",6.36
"889","2010-07-14",6.4
"890","2010-07-15",6.4
"891","2010-07-16",6.36
"892","2010-07-19",6.36
"893","2010-07-20",6.28
"894","2010-07-21",6.24
"895","2010-07-22",7
"896","2010-07-23",6.88
"897","2010-07-26",7.08
"898","2010-07-27",7.12
"899","2010-07-28",7.6
"900","2010-07-29",7.4
"901","2010-07-30",7.44
"902","2010-08-02",7.88
"903","2010-08-03",8.24
"904","2010-08-04",8.32
"905","2010-08-05",8.68
"906","2010-08-06",8.36
"907","2010-08-09",8.76
"908","2010-08-10",8.68
"909","2010-08-11",8.16
"910","2010-08-12",8.2
"911","2010-08-13",8.4
"912","2010-08-16",8.36
"913","2010-08-17",8.52
"914","2010-08-18",8.36
"915","2010-08-19",8.24
"916","2010-08-20",7.88
"917","2010-08-23",8.12
"918","2010-08-24",8
"919","2010-08-25",8.16
"920","2010-08-26",7.96
"921","2010-08-27",8.12
"922","2010-08-30",8.08
"923","2010-08-31",8
"924","2010-09-01",8
"925","2010-09-02",8.04
"926","2010-09-03",8.6
"927","2010-09-07",8.4
"928","2010-09-08",8.44
"929","2010-09-09",8.8
"930","2010-09-10",8.68
"931","2010-09-13",9.08
"932","2010-09-14",9.48
"933","2010-09-15",9.56
"934","2010-09-16",9.2
"935","2010-09-17",9.08
"936","2010-09-20",9.2
"937","2010-09-21",9.16
"938","2010-09-22",9.2
"939","2010-09-23",9.28
"940","2010-09-24",9.16
"941","2010-09-27",9.2
"942","2010-09-28",9.24
"943","2010-09-29",9.2
"944","2010-09-30",9.2
"945","2010-10-01",9.2
"946","2010-10-04",9.2
"947","2010-10-05",9.04
"948","2010-10-06",9.08
"949","2010-10-07",9.12
"950","2010-10-08",9.24
"951","2010-10-11",9.4
"952","2010-10-12",9.36
"953","2010-10-13",9.32
"954","2010-10-14",9.28
"955","2010-10-15",9.24
"956","2010-10-18",8.88
"957","2010-10-19",8.16
"958","2010-10-20",8.64
"959","2010-10-21",9.6
"960","2010-10-22",10.2
"961","2010-10-25",11.24
"962","2010-10-26",11.44
"963","2010-10-27",11.16
"964","2010-10-28",11.04
"965","2010-10-29",11.68
"966","2010-11-01",11.16
"967","2010-11-02",11.44
"968","2010-11-03",11.16
"969","2010-11-04",11.24
"970","2010-11-05",11.44
"971","2010-11-08",11.44
"972","2010-11-09",12.16
"973","2010-11-10",12.8
"974","2010-11-11",12.16
"975","2010-11-12",12.84
"976","2010-11-15",13.64
"977","2010-11-16",13.12
"978","2010-11-17",13
"979","2010-11-18",12.92
"980","2010-11-19",12.88
"981","2010-11-22",12.6
"982","2010-11-23",12.56
"983","2010-11-24",12.8
"984","2010-11-26",12.36
"985","2010-11-29",12.6
"986","2010-11-30",11.88
"987","2010-12-01",11.96
"988","2010-12-02",12.04
"989","2010-12-03",11.96
"990","2010-12-06",12.2
"991","2010-12-07",12.2
"992","2010-12-08",11.96
"993","2010-12-09",11.8
"994","2010-12-10",11.8
"995","2010-12-13",11.76
"996","2010-12-14",11.52
"997","2010-12-15",11.44
"998","2010-12-16",11.6
"999","2010-12-17",11.72
"1000","2010-12-20",12.24
"1001","2010-12-21",13.16
"1002","2010-12-22",13.32
"1003","2010-12-23",13.08
"1004","2010-12-27",12.92
