"","date","TTC"
"1","2007-01-03",11.84
"2","2007-01-04",11.98
"3","2007-01-05",11.945
"4","2007-01-08",11.9225
"5","2007-01-09",11.97
"6","2007-01-10",11.94
"7","2007-01-11",12.175
"8","2007-01-12",12.2725
"9","2007-01-16",12.4125
"10","2007-01-17",12.5125
"11","2007-01-18",12.525
"12","2007-01-19",12.5375
"13","2007-01-22",12.4075
"14","2007-01-23",12.5
"15","2007-01-24",12.4875
"16","2007-01-25",12.4175
"17","2007-01-26",12.5675
"18","2007-01-29",12.6075
"19","2007-01-30",12.6975
"20","2007-01-31",12.8175
"21","2007-02-01",12.9475
"22","2007-02-02",12.92
"23","2007-02-05",12.905
"24","2007-02-06",12.9675
"25","2007-02-07",13
"26","2007-02-08",13.05
"27","2007-02-09",13.03
"28","2007-02-12",12.9925
"29","2007-02-13",13.0725
"30","2007-02-14",13.25
"31","2007-02-15",13.3575
"32","2007-02-16",13.5
"33","2007-02-20",14.0175
"34","2007-02-21",14.1925
"35","2007-02-22",13.965
"36","2007-02-23",13.795
"37","2007-02-26",13.7575
"38","2007-02-27",13.1875
"39","2007-02-28",13.1375
"40","2007-03-01",13.1425
"41","2007-03-02",12.8375
"42","2007-03-05",12.64
"43","2007-03-06",12.6725
"44","2007-03-07",12.8675
"45","2007-03-08",13.025
"46","2007-03-09",13.0375
"47","2007-03-12",13.06
"48","2007-03-13",12.765
"49","2007-03-14",12.765
"50","2007-03-15",12.65
"51","2007-03-16",12.4525
"52","2007-03-19",12.67
"53","2007-03-20",12.6675
"54","2007-03-21",12.7425
"55","2007-03-22",12.8125
"56","2007-03-23",12.9275
"57","2007-03-26",12.835
"58","2007-03-27",12.7625
"59","2007-03-28",12.7625
"60","2007-03-29",12.7275
"61","2007-03-30",12.81
"62","2007-04-02",12.9425
"63","2007-04-03",12.935
"64","2007-04-04",12.895
"65","2007-04-05",12.965
"66","2007-04-09",13.0175
"67","2007-04-10",12.85
"68","2007-04-11",12.7125
"69","2007-04-12",12.98
"70","2007-04-13",13.0675
"71","2007-04-16",13.18
"72","2007-04-17",13.1025
"73","2007-04-18",13.0075
"74","2007-04-19",12.8
"75","2007-04-20",12.675
"76","2007-04-23",12.485
"77","2007-04-24",12.77
"78","2007-04-25",12.645
"79","2007-04-26",12.7125
"80","2007-04-27",12.74
"81","2007-04-30",12.5625
"82","2007-05-01",12.6575
"83","2007-05-02",12.905
"84","2007-05-03",12.93
"85","2007-05-04",12.865
"86","2007-05-07",12.8625
"87","2007-05-08",12.9575
"88","2007-05-09",13.035
"89","2007-05-10",13.0975
"90","2007-05-11",13.165
"91","2007-05-14",12.955
"92","2007-05-15",12.8875
"93","2007-05-16",13.09
"94","2007-05-17",13.165
"95","2007-05-18",13.345
"96","2007-05-21",13.8
"97","2007-05-22",13.83
"98","2007-05-23",13.605
"99","2007-05-24",14.4875
"100","2007-05-25",14.8
"101","2007-05-29",14.765
"102","2007-05-30",14.9175
"103","2007-05-31",14.9575
"104","2007-06-01",15.025
"105","2007-06-04",15.0575
"106","2007-06-05",15
"107","2007-06-06",14.885
"108","2007-06-07",14.565
"109","2007-06-08",14.6175
"110","2007-06-11",14.6425
"111","2007-06-12",14.5125
"112","2007-06-13",14.67
"113","2007-06-14",14.8675
"114","2007-06-15",14.82
"115","2007-06-18",14.53
"116","2007-06-19",14.55
"117","2007-06-20",14.565
"118","2007-06-21",14.5975
"119","2007-06-22",14.4175
"120","2007-06-25",14.47
"121","2007-06-26",14.42
"122","2007-06-27",14.605
"123","2007-06-28",14.685
"124","2007-06-29",14.7225
"125","2007-07-02",14.855
"126","2007-07-03",14.8825
"127","2007-07-05",14.795
"128","2007-07-06",14.9625
"129","2007-07-09",15.025
"130","2007-07-10",14.595
"131","2007-07-11",15.21
"132","2007-07-12",15.3225
"133","2007-07-13",15.3925
"134","2007-07-16",15.5525
"135","2007-07-17",15.465
"136","2007-07-18",15.31
"137","2007-07-19",15.415
"138","2007-07-20",15.01
"139","2007-07-23",15.1425
"140","2007-07-24",15.0525
"141","2007-07-25",14.625
"142","2007-07-26",14.175
"143","2007-07-27",13.89
"144","2007-07-30",13.92
"145","2007-07-31",14.055
"146","2007-08-01",14.2225
"147","2007-08-02",14.3325
"148","2007-08-03",14.1175
"149","2007-08-06",14.32
"150","2007-08-07",14.395
"151","2007-08-08",14.0625
"152","2007-08-09",13.1
"153","2007-08-10",14.22
"154","2007-08-13",14.2225
"155","2007-08-14",13.7425
"156","2007-08-15",13.3925
"157","2007-08-16",13.2075
"158","2007-08-17",13.39
"159","2007-08-20",13.57
"160","2007-08-21",13.9875
"161","2007-08-22",14.3775
"162","2007-08-23",13.375
"163","2007-08-24",14.02
"164","2007-08-27",13.9925
"165","2007-08-28",13.4475
"166","2007-08-29",14.105
"167","2007-08-30",14.625
"168","2007-08-31",14.7875
"169","2007-09-04",14.8375
"170","2007-09-05",15.0975
"171","2007-09-06",15.0425
"172","2007-09-07",14.98
"173","2007-09-10",14.675
"174","2007-09-11",14.7475
"175","2007-09-12",14.8675
"176","2007-09-13",14.9125
"177","2007-09-14",15
"178","2007-09-17",14.89
"179","2007-09-18",15.1975
"180","2007-09-19",15.2025
"181","2007-09-20",15.1625
"182","2007-09-21",14.9775
"183","2007-09-24",14.9025
"184","2007-09-25",14.205
"185","2007-09-26",14.39
"186","2007-09-27",14.655
"187","2007-09-28",14.7075
"188","2007-10-01",14.9725
"189","2007-10-02",14.9875
"190","2007-10-03",14.7725
"191","2007-10-04",14.615
"192","2007-10-05",14.7225
"193","2007-10-08",14.6375
"194","2007-10-09",14.83
"195","2007-10-10",14.815
"196","2007-10-11",14.615
"197","2007-10-12",14.61
"198","2007-10-15",14.48
"199","2007-10-16",14.125
"200","2007-10-17",14.24
"201","2007-10-18",14.0675
"202","2007-10-19",13.7425
"203","2007-10-22",13.75
"204","2007-10-23",13.8325
"205","2007-10-24",13.495
