"","date","WTM"
"89","2007-05-10",560.900024
"90","2007-05-11",560.52002
"91","2007-05-14",558.359985
"92","2007-05-15",555.5
"93","2007-05-16",551
"94","2007-05-17",565
"95","2007-05-18",562.900024
"96","2007-05-21",565.380005
"97","2007-05-22",559.700012
"98","2007-05-23",559.190002
"99","2007-05-24",567.880005
"100","2007-05-25",571
"101","2007-05-29",572.01001
"102","2007-05-30",580.900024
"103","2007-05-31",600.75
"104","2007-06-01",600
"105","2007-06-04",597.900024
"106","2007-06-05",594.890015
"107","2007-06-06",589.119995
"108","2007-06-07",586.909973
"109","2007-06-08",585.900024
"110","2007-06-11",588.5
"111","2007-06-12",604.48999
"112","2007-06-13",605
"113","2007-06-14",599.900024
"114","2007-06-15",599.960022
"115","2007-06-18",596
"116","2007-06-19",603
"117","2007-06-20",599
"118","2007-06-21",599.97998
"119","2007-06-22",600
"120","2007-06-25",599.5
"121","2007-06-26",592.049988
"122","2007-06-27",600
"123","2007-06-28",600
"124","2007-06-29",606.02002
"125","2007-07-02",606.400024
"126","2007-07-03",602.210022
"127","2007-07-05",596.77002
"128","2007-07-06",600.940002
"129","2007-07-09",606
"130","2007-07-10",598.799988
"131","2007-07-11",594.5
"132","2007-07-12",592.400024
"133","2007-07-13",586.059998
"134","2007-07-16",584.900024
"135","2007-07-17",575.200012
"136","2007-07-18",569.109985
"137","2007-07-19",574.5
"138","2007-07-20",575.5
"139","2007-07-23",583.359985
"140","2007-07-24",578.150024
"141","2007-07-25",572.299988
"142","2007-07-26",563.700012
"143","2007-07-27",554.460022
"144","2007-07-30",548.169983
"145","2007-07-31",549.5
"146","2007-08-01",539.099976
"147","2007-08-02",540
"148","2007-08-03",535.5
"149","2007-08-06",540.25
"150","2007-08-07",554
"151","2007-08-08",582
"152","2007-08-09",592.73999
"153","2007-08-10",540.5
"154","2007-08-13",544.280029
"155","2007-08-14",539
"156","2007-08-15",536
"157","2007-08-16",536
"158","2007-08-17",537
"159","2007-08-20",533
"160","2007-08-21",535.400024
"161","2007-08-22",519.150024
"162","2007-08-23",516.25
"163","2007-08-24",535
"164","2007-08-27",511.25
"165","2007-08-28",515.25
"166","2007-08-29",520
"167","2007-08-30",518.580017
"168","2007-08-31",522
"169","2007-09-04",537.039978
"170","2007-09-05",530.630005
"171","2007-09-06",530.280029
"172","2007-09-07",526.080017
"173","2007-09-10",533.900024
"174","2007-09-11",533
"175","2007-09-12",528.75
"176","2007-09-13",528.97998
"177","2007-09-14",532.950012
"178","2007-09-17",524.049988
"179","2007-09-18",528.140015
"180","2007-09-19",529.700012
"181","2007-09-20",525
"182","2007-09-21",526.5
"183","2007-09-24",527.900024
"184","2007-09-25",527
"185","2007-09-26",525.799988
"186","2007-09-27",522.900024
"187","2007-09-28",519.75
"188","2007-10-01",518
"189","2007-10-02",541.070007
"190","2007-10-03",552.01001
"191","2007-10-04",550.900024
"192","2007-10-05",566.5
"193","2007-10-08",556
"194","2007-10-09",560.650024
"195","2007-10-10",558.76001
"196","2007-10-11",555.5
"197","2007-10-12",557.25
"198","2007-10-15",559
"199","2007-10-16",554.5
"200","2007-10-17",548.900024
"201","2007-10-18",538.5
"202","2007-10-19",528.099976
"203","2007-10-22",524.130005
"204","2007-10-23",518.900024
"205","2007-10-24",520.5
"206","2007-10-25",510.01001
"207","2007-10-26",515.140015
"208","2007-10-29",523.940002
"209","2007-10-30",530.75
"210","2007-10-31",537.609985
"211","2007-11-01",530
"212","2007-11-02",529.429993
"213","2007-11-05",515.299988
"214","2007-11-06",512
"215","2007-11-07",500.01001
"216","2007-11-08",501
"217","2007-11-09",506.76001
"218","2007-11-12",508.640015
"219","2007-11-13",518
"220","2007-11-14",513
"221","2007-11-15",505.059998
"222","2007-11-16",513
"223","2007-11-19",506
"224","2007-11-20",505.5
"225","2007-11-21",500.679993
"226","2007-11-23",509
"227","2007-11-26",504
"228","2007-11-27",500.5
"229","2007-11-28",504.5
"230","2007-11-29",500.170013
"231","2007-11-30",515
"232","2007-12-03",527.700012
"233","2007-12-04",510
"234","2007-12-05",522
"235","2007-12-06",514.700012
"236","2007-12-07",511.970001
"237","2007-12-10",519.5
"238","2007-12-11",517.5
"239","2007-12-12",519.98999
"240","2007-12-13",523.469971
"241","2007-12-14",518.440002
"242","2007-12-17",510
"243","2007-12-18",510
"244","2007-12-19",511.470001
"245","2007-12-20",511.75
"246","2007-12-21",513
"247","2007-12-24",512.599976
"248","2007-12-26",509
"249","2007-12-27",500
"250","2007-12-28",508.350006
"251","2007-12-31",514.049988
"252","2008-01-02",509
"253","2008-01-03",508
"254","2008-01-04",508
"255","2008-01-07",500
"256","2008-01-08",500
"257","2008-01-09",498.51001
"258","2008-01-10",502.279999
"259","2008-01-11",485
"260","2008-01-14",481
"261","2008-01-15",473.299988
"262","2008-01-16",470
"263","2008-01-17",460.200012
"264","2008-01-18",461
"265","2008-01-22",463.440002
"266","2008-01-23",465.01001
"267","2008-01-24",460
"268","2008-01-25",462
"269","2008-01-28",480
"270","2008-01-29",474
"271","2008-01-30",469
"272","2008-01-31",485
"273","2008-02-01",495.5
"274","2008-02-04",488
"275","2008-02-05",481
"276","2008-02-06",480.380005
"277","2008-02-07",489.630005
"278","2008-02-08",470
"279","2008-02-11",471
"280","2008-02-12",482.399994
"281","2008-02-13",485
"282","2008-02-14",483
"283","2008-02-15",485
"284","2008-02-19",486
"285","2008-02-20",499.98999
"286","2008-02-21",497.5
"287","2008-02-22",499
"288","2008-02-25",494.98999
"289","2008-02-26",500
"290","2008-02-27",499.829987
"291","2008-02-28",495.01001
"292","2008-02-29",493.399994
"293","2008-03-03",482.209991
"294","2008-03-04",478
"295","2008-03-05",480.25
"296","2008-03-06",478
"297","2008-03-07",478
"298","2008-03-10",452.929993
"299","2008-03-11",480
"300","2008-03-12",463
"301","2008-03-13",476.459991
"302","2008-03-14",480.100006
"303","2008-03-17",460
"304","2008-03-18",467.5
"305","2008-03-19",461
"306","2008-03-20",480
"307","2008-03-24",472.100006
"308","2008-03-25",478.899994
"309","2008-03-26",475.019989
"310","2008-03-27",475
"311","2008-03-28",477.899994
"312","2008-03-31",480
"313","2008-04-01",481
"314","2008-04-02",470.049988
"315","2008-04-03",466.700012
"316","2008-04-04",461.5
"317","2008-04-07",459.75
"318","2008-04-08",460
"319","2008-04-09",472
"320","2008-04-10",477
"321","2008-04-11",476
"322","2008-04-14",469.5
"323","2008-04-15",472
"324","2008-04-16",479
"325","2008-04-17",480
"326","2008-04-18",475.5
"327","2008-04-21",469
"328","2008-04-22",466
"329","2008-04-23",461.450012
"330","2008-04-24",478.5
"331","2008-04-25",471
"332","2008-04-28",467.529999
"333","2008-04-29",477
"334","2008-04-30",476.100006
"335","2008-05-01",483.5
"336","2008-05-02",485
"337","2008-05-05",470
"338","2008-05-06",463.070007
"339","2008-05-07",455.5
"340","2008-05-08",460.029999
"341","2008-05-09",466.869995
"342","2008-05-12",464.5
"343","2008-05-13",473.339996
"344","2008-05-14",474.839996
"345","2008-05-15",473
"346","2008-05-16",467
"347","2008-05-19",470.220001
"348","2008-05-20",472.5
"349","2008-05-21",467
"350","2008-05-22",477.600006
"351","2008-05-23",467.959991
"352","2008-05-27",479
"353","2008-05-28",484.98999
"354","2008-05-29",484
"355","2008-05-30",477
"356","2008-06-02",463.799988
"357","2008-06-03",483.5
"358","2008-06-04",466.75
"359","2008-06-05",473.679993
"360","2008-06-06",460
"361","2008-06-09",457
"362","2008-06-10",460.600006
"363","2008-06-11",446.950012
"364","2008-06-12",451.170013
"365","2008-06-13",447.640015
"366","2008-06-16",448.25
"367","2008-06-17",447.799988
"368","2008-06-18",442
"369","2008-06-19",442
"370","2008-06-20",440.25
"371","2008-06-23",430.600006
"372","2008-06-24",435.75
"373","2008-06-25",440
"374","2008-06-26",431
"375","2008-06-27",434.799988
"376","2008-06-30",429
"377","2008-07-01",428.299988
"378","2008-07-02",431.01001
"379","2008-07-03",433.040009
"380","2008-07-07",430.01001
"381","2008-07-08",439.200012
"382","2008-07-09",440
"383","2008-07-10",432
"384","2008-07-11",416
"385","2008-07-14",420
"386","2008-07-15",404.01001
"387","2008-07-16",414.23999
"388","2008-07-17",427
"389","2008-07-18",420
"390","2008-07-21",409.899994
"391","2008-07-22",433.269989
"392","2008-07-23",435
"393","2008-07-24",422.100006
"394","2008-07-25",429.350006
"395","2008-07-28",427.049988
"396","2008-07-29",436.049988
"397","2008-07-30",441
"398","2008-07-31",436.5
"399","2008-08-01",441.799988
"400","2008-08-04",431.5
"401","2008-08-05",429.899994
"402","2008-08-06",425
"403","2008-08-07",417.5
"404","2008-08-08",443.429993
"405","2008-08-11",445.850006
"406","2008-08-12",442.549988
"407","2008-08-13",426.01001
"408","2008-08-14",443.899994
"409","2008-08-15",448.329987
"410","2008-08-18",436.5
"411","2008-08-19",436
"412","2008-08-20",434
"413","2008-08-21",445
"414","2008-08-22",453
"415","2008-08-25",451.350006
"416","2008-08-26",458.959991
"417","2008-08-27",466.130005
"418","2008-08-28",472.5
"419","2008-08-29",472.899994
"420","2008-09-02",475
"421","2008-09-03",476.5
"422","2008-09-04",461.130005
"423","2008-09-05",476.48999
"424","2008-09-08",481.5
"425","2008-09-09",468.5
"426","2008-09-10",476.25
"427","2008-09-11",464.910004
"428","2008-09-12",474.26001
"429","2008-09-15",463.799988
"430","2008-09-16",483
"431","2008-09-17",458
"432","2008-09-18",495
"433","2008-09-19",510
"434","2008-09-22",476
"435","2008-09-23",471.950012
"436","2008-09-24",480.380005
"437","2008-09-25",482
"438","2008-09-26",462
"439","2008-09-29",405
"440","2008-09-30",469.75
"441","2008-10-01",452
"442","2008-10-02",415.01001
"443","2008-10-03",415.100006
"444","2008-10-06",391
"445","2008-10-07",375.25
"446","2008-10-08",347
"447","2008-10-09",310
"448","2008-10-10",297
"449","2008-10-13",358
"450","2008-10-14",357.25
"451","2008-10-15",315
"452","2008-10-16",317.049988
"453","2008-10-17",334
"454","2008-10-20",340.100006
"455","2008-10-21",332.149994
"456","2008-10-22",303
"457","2008-10-23",306
"458","2008-10-24",304
"459","2008-10-27",288
"460","2008-10-28",312.630005
"461","2008-10-29",320.049988
"462","2008-10-30",331.5
"463","2008-10-31",344.5
"464","2008-11-03",345
"465","2008-11-04",354
"466","2008-11-05",347
"467","2008-11-06",330
"468","2008-11-07",335
"469","2008-11-10",323
"470","2008-11-11",321.299988
"471","2008-11-12",308
"472","2008-11-13",348
"473","2008-11-14",319
"474","2008-11-17",280
"475","2008-11-18",273.420013
"476","2008-11-19",243.899994
"477","2008-11-20",212.5
"478","2008-11-21",211.75
"479","2008-11-24",258
"480","2008-11-25",264.5
"481","2008-11-26",264.549988
"482","2008-11-28",270
"483","2008-12-01",237.050003
"484","2008-12-02",256
"485","2008-12-03",262
"486","2008-12-04",250.5
"487","2008-12-05",265
"488","2008-12-08",260
"489","2008-12-09",259.859985
"490","2008-12-10",250.100006
"491","2008-12-11",241
"492","2008-12-12",258.5
"493","2008-12-15",251
"494","2008-12-16",272
"495","2008-12-17",274.100006
"496","2008-12-18",260.5
"497","2008-12-19",269
"498","2008-12-22",253.399994
"499","2008-12-23",249
"500","2008-12-24",252
"501","2008-12-26",243.25
"502","2008-12-29",247.979996
"503","2008-12-30",260
"504","2008-12-31",267.109985
"505","2009-01-02",263.399994
"506","2009-01-05",275.640015
"507","2009-01-06",286
"508","2009-01-07",264.100006
"509","2009-01-08",274.940002
"510","2009-01-09",275
"511","2009-01-12",271.98999
"512","2009-01-13",285.450012
"513","2009-01-14",260
"514","2009-01-15",262
"515","2009-01-16",275.070007
"516","2009-01-20",246.100006
"517","2009-01-21",275
"518","2009-01-22",271
"519","2009-01-23",268.559998
"520","2009-01-26",265
"521","2009-01-27",273
"522","2009-01-28",277.700012
"523","2009-01-29",247
"524","2009-01-30",241.5
"525","2009-02-02",238.619995
"526","2009-02-03",231.410004
"527","2009-02-04",228.75
"528","2009-02-05",231
"529","2009-02-06",237.199997
"530","2009-02-09",230.25
"531","2009-02-10",222.360001
"532","2009-02-11",232.429993
"533","2009-02-12",228.25
"534","2009-02-13",224
"535","2009-02-17",214
"536","2009-02-18",218
"537","2009-02-19",209.5
"538","2009-02-20",208
"539","2009-02-23",200
"540","2009-02-24",204.669998
"541","2009-02-25",194.5
"542","2009-02-26",202.550003
"543","2009-02-27",198.009995
"544","2009-03-02",192.089996
"545","2009-03-03",186.600006
"546","2009-03-04",182.880005
"547","2009-03-05",163.800003
"548","2009-03-06",165
"549","2009-03-09",150
"550","2009-03-10",153.990005
"551","2009-03-11",154.660004
"552","2009-03-12",163.570007
"553","2009-03-13",171.399994
"554","2009-03-16",165.399994
"555","2009-03-17",176.369995
"556","2009-03-18",183.949997
"557","2009-03-19",177.940002
"558","2009-03-20",173.529999
"559","2009-03-23",185.419998
"560","2009-03-24",169.009995
"561","2009-03-25",181.660004
"562","2009-03-26",177.830002
"563","2009-03-27",174.490005
"564","2009-03-30",167.270004
"565","2009-03-31",171.910004
"566","2009-04-01",180.380005
"567","2009-04-02",181.399994
"568","2009-04-03",184.710007
"569","2009-04-06",179.059998
"570","2009-04-07",174.800003
"571","2009-04-08",177.5
"572","2009-04-09",190.050003
"573","2009-04-13",201.779999
"574","2009-04-14",180.710007
"575","2009-04-15",194.830002
"576","2009-04-16",197.429993
"577","2009-04-17",195.979996
"578","2009-04-20",188.050003
"579","2009-04-21",195.139999
"580","2009-04-22",187
"581","2009-04-23",190
"582","2009-04-24",186.889999
"583","2009-04-27",184.990005
"584","2009-04-28",188.800003
"585","2009-04-29",194.539993
"586","2009-04-30",191.320007
"587","2009-05-01",201.929993
"588","2009-05-04",208
"589","2009-05-05",207.100006
"590","2009-05-06",216.320007
"591","2009-05-07",208.100006
"592","2009-05-08",226.960007
"593","2009-05-11",214.100006
"594","2009-05-12",215.440002
"595","2009-05-13",210.380005
"596","2009-05-14",216.649994
"597","2009-05-15",212.240005
"598","2009-05-18",226.690002
"599","2009-05-19",219.429993
"600","2009-05-20",214.619995
"601","2009-05-21",217.449997
"602","2009-05-22",221.259995
"603","2009-05-26",224.059998
"604","2009-05-27",212.639999
"605","2009-05-28",219.330002
"606","2009-05-29",220
"607","2009-06-01",218.300003
"608","2009-06-02",216.779999
"609","2009-06-03",213.139999
"610","2009-06-04",214.619995
"611","2009-06-05",212.75
"612","2009-06-08",213.839996
"613","2009-06-09",209.919998
"614","2009-06-10",209.729996
"615","2009-06-11",211
"616","2009-06-12",210.539993
"617","2009-06-15",205.580002
"618","2009-06-16",203.080002
"619","2009-06-17",204.5
"620","2009-06-18",208.850006
"621","2009-06-19",213.339996
"622","2009-06-22",210.110001
"623","2009-06-23",210.300003
"624","2009-06-24",217.669998
"625","2009-06-25",220.210007
"626","2009-06-26",217
"627","2009-06-29",226.020004
"628","2009-06-30",228.910004
"629","2009-07-01",227.699997
"630","2009-07-02",220
"631","2009-07-06",227.25
"632","2009-07-07",223.509995
"633","2009-07-08",222.350006
"634","2009-07-09",226.399994
"635","2009-07-10",222.279999
"636","2009-07-13",229
"637","2009-07-14",226.470001
"638","2009-07-15",230
"639","2009-07-16",239
"640","2009-07-17",238.899994
"641","2009-07-20",238
"642","2009-07-21",237.509995
"643","2009-07-22",238
"644","2009-07-23",241.539993
"645","2009-07-24",243.449997
"646","2009-07-27",246.800003
"647","2009-07-28",242.399994
"648","2009-07-29",238.520004
"649","2009-07-30",239.5
"650","2009-07-31",258
"651","2009-08-03",273.190002
"652","2009-08-04",278.5
"653","2009-08-05",280.600006
"654","2009-08-06",280.619995
"655","2009-08-07",287.899994
"656","2009-08-10",288.049988
"657","2009-08-11",280.429993
"658","2009-08-12",290.25
"659","2009-08-13",303
"660","2009-08-14",301.01001
"661","2009-08-17",295.100006
"662","2009-08-18",306
"663","2009-08-19",308.049988
"664","2009-08-20",311.899994
"665","2009-08-21",314.5
"666","2009-08-24",307.869995
"667","2009-08-25",311.98999
"668","2009-08-26",312
"669","2009-08-27",308.790009
"670","2009-08-28",312
"671","2009-08-31",312
"672","2009-09-01",310
"673","2009-09-02",307
"674","2009-09-03",311.98999
"675","2009-09-04",312
"676","2009-09-08",309.329987
"677","2009-09-09",315
"678","2009-09-10",311.51001
"679","2009-09-11",314.589996
"680","2009-09-14",311.450012
"681","2009-09-15",312
"682","2009-09-16",312.380005
"683","2009-09-17",309.450012
"684","2009-09-18",300.549988
"685","2009-09-21",301.019989
"686","2009-09-22",301.5
"687","2009-09-23",294
"688","2009-09-24",291.51001
"689","2009-09-25",291
"690","2009-09-28",304.459991
"691","2009-09-29",307
"692","2009-09-30",307.01001
"693","2009-10-01",302.950012
"694","2009-10-02",298.079987
"695","2009-10-05",307.100006
"696","2009-10-06",310
"697","2009-10-07",311
"698","2009-10-08",318.899994
"699","2009-10-09",322
"700","2009-10-12",327.820007
"701","2009-10-13",318.899994
"702","2009-10-14",325.299988
"703","2009-10-15",325.299988
"704","2009-10-16",312
"705","2009-10-19",315.899994
"706","2009-10-20",312.299988
"707","2009-10-21",309
"708","2009-10-22",316
"709","2009-10-23",320
"710","2009-10-26",307.700012
"711","2009-10-27",302
"712","2009-10-28",300
"713","2009-10-29",307
"714","2009-10-30",309.410004
"715","2009-11-02",312
"716","2009-11-03",315.380005
"717","2009-11-04",315.149994
"718","2009-11-05",311.899994
"719","2009-11-06",318.399994
"720","2009-11-09",323.880005
"721","2009-11-10",318.390015
"722","2009-11-11",316.850006
"723","2009-11-12",323.5
"724","2009-11-13",314
"725","2009-11-16",318.899994
"726","2009-11-17",320.890015
"727","2009-11-18",316
"728","2009-11-19",319.429993
"729","2009-11-20",314.100006
"730","2009-11-23",315.549988
"731","2009-11-24",314.029999
"732","2009-11-25",313
"733","2009-11-27",296.25
"734","2009-11-30",325.829987
"735","2009-12-01",320
"736","2009-12-02",315.440002
"737","2009-12-03",310.5
"738","2009-12-04",315
"739","2009-12-07",316.019989
"740","2009-12-08",316.589996
"741","2009-12-09",318.350006
"742","2009-12-10",317.820007
"743","2009-12-11",329.089996
"744","2009-12-14",338.079987
"745","2009-12-15",326
"746","2009-12-16",326.5
"747","2009-12-17",324
"748","2009-12-18",331
"749","2009-12-21",330.5
"750","2009-12-22",334
"751","2009-12-23",332
"752","2009-12-24",333
"753","2009-12-28",332.980011
"754","2009-12-29",330.98999
"755","2009-12-30",330
"756","2009-12-31",332.660004
"757","2010-01-04",335.5
"758","2010-01-05",333.950012
"759","2010-01-06",336.170013
"760","2010-01-07",334.980011
"761","2010-01-08",329
"762","2010-01-11",330
"763","2010-01-12",328.149994
"764","2010-01-13",333.309998
"765","2010-01-14",330.149994
"766","2010-01-15",321
"767","2010-01-19",332
"768","2010-01-20",331.5
"769","2010-01-21",333.5
"770","2010-01-22",328.5
"771","2010-01-25",328
"772","2010-01-26",325.600006
"773","2010-01-27",331
"774","2010-01-28",325.899994
"775","2010-01-29",320.470001
"776","2010-02-01",320.26001
"777","2010-02-02",324.75
"778","2010-02-03",316.980011
"779","2010-02-04",321.040009
"780","2010-02-05",325
"781","2010-02-08",317.200012
"782","2010-02-09",324.100006
"783","2010-02-10",327.75
"784","2010-02-11",327.01001
"785","2010-02-12",330
"786","2010-02-16",334
"787","2010-02-17",333.25
"788","2010-02-18",331.600006
"789","2010-02-19",333
"790","2010-02-22",341.730011
"791","2010-02-23",338.5
"792","2010-02-24",340.600006
"793","2010-02-25",343.630005
"794","2010-02-26",346.640015
"795","2010-03-01",350.5
"796","2010-03-02",349.899994
"797","2010-03-03",349.600006
"798","2010-03-04",350.799988
"799","2010-03-05",349.570007
"800","2010-03-08",350.679993
"801","2010-03-09",348.570007
"802","2010-03-10",351.980011
"803","2010-03-11",352.5
"804","2010-03-12",353
"805","2010-03-15",351
"806","2010-03-16",355.190002
"807","2010-03-17",355.950012
"808","2010-03-18",354.5
"809","2010-03-19",356.950012
"810","2010-03-22",353.299988
"811","2010-03-23",354.600006
"812","2010-03-24",358.040009
"813","2010-03-25",355
"814","2010-03-26",352.25
"815","2010-03-29",353.25
"816","2010-03-30",353.579987
"817","2010-03-31",355
"818","2010-04-01",358.149994
"819","2010-04-05",360.660004
"820","2010-04-06",360.320007
"821","2010-04-07",361
"822","2010-04-08",358
"823","2010-04-09",356.679993
"824","2010-04-12",360
"825","2010-04-13",358.899994
"826","2010-04-14",360
"827","2010-04-15",362.899994
"828","2010-04-16",362.5
"829","2010-04-19",359.880005
"830","2010-04-20",359
"831","2010-04-21",358.829987
"832","2010-04-22",359.799988
"833","2010-04-23",360.119995
"834","2010-04-26",355.279999
"835","2010-04-27",354
"836","2010-04-28",356
"837","2010-04-29",347.540009
"838","2010-04-30",343.600006
"839","2010-05-03",345.709991
"840","2010-05-04",331.799988
"841","2010-05-05",327.440002
"842","2010-05-06",318
"843","2010-05-07",321.959991
"844","2010-05-10",331.350006
"845","2010-05-11",329.410004
"846","2010-05-12",338.98999
"847","2010-05-13",334.200012
"848","2010-05-14",325.549988
"849","2010-05-17",331.359985
"850","2010-05-18",325
"851","2010-05-19",327.140015
"852","2010-05-20",311
"853","2010-05-21",319.100006
"854","2010-05-24",312.5
"855","2010-05-25",312.809998
"856","2010-05-26",309.890015
"857","2010-05-27",327.890015
"858","2010-05-28",326.799988
"859","2010-06-01",326.700012
"860","2010-06-02",334.5
"861","2010-06-03",324.299988
"862","2010-06-04",319.5
"863","2010-06-07",320.410004
"864","2010-06-08",323.339996
"865","2010-06-09",318.100006
"866","2010-06-10",324.679993
"867","2010-06-11",322.399994
"868","2010-06-14",333.76001
"869","2010-06-15",339.799988
"870","2010-06-16",343.799988
"871","2010-06-17",339.119995
"872","2010-06-18",341.75
"873","2010-06-21",340.730011
"874","2010-06-22",338
"875","2010-06-23",332.730011
"876","2010-06-24",330.75
"877","2010-06-25",340
"878","2010-06-28",337.850006
"879","2010-06-29",330.380005
"880","2010-06-30",324.200012
"881","2010-07-01",325.5
"882","2010-07-02",323.399994
"883","2010-07-06",325
"884","2010-07-07",325.609985
"885","2010-07-08",328.410004
"886","2010-07-09",331.700012
"887","2010-07-12",328.179993
"888","2010-07-13",333
"889","2010-07-14",331.119995
"890","2010-07-15",327.769989
"891","2010-07-16",320.850006
"892","2010-07-19",326.809998
"893","2010-07-20",326.119995
"894","2010-07-21",318.380005
"895","2010-07-22",328.109985
"896","2010-07-23",329
"897","2010-07-26",331.799988
"898","2010-07-27",330.75
"899","2010-07-28",325.450012
"900","2010-07-29",325.899994
"901","2010-07-30",314.049988
"902","2010-08-02",320
"903","2010-08-03",318.5
"904","2010-08-04",320.700012
"905","2010-08-05",320
"906","2010-08-06",320.5
"907","2010-08-09",323.5
"908","2010-08-10",316.25
"909","2010-08-11",309
"910","2010-08-12",307.25
"911","2010-08-13",306.279999
"912","2010-08-16",306.899994
"913","2010-08-17",308.5
"914","2010-08-18",308.179993
"915","2010-08-19",306.450012
"916","2010-08-20",303.709991
"917","2010-08-23",303.190002
"918","2010-08-24",297.220001
"919","2010-08-25",301.959991
"920","2010-08-26",299.100006
"921","2010-08-27",305.920013
"922","2010-08-30",301.559998
"923","2010-08-31",303.579987
"924","2010-09-01",312.200012
"925","2010-09-02",312
"926","2010-09-03",316.549988
"927","2010-09-07",311.01001
"928","2010-09-08",312.170013
"929","2010-09-09",311.959991
"930","2010-09-10",310.630005
"931","2010-09-13",310.890015
"932","2010-09-14",308.220001
"933","2010-09-15",309.600006
"934","2010-09-16",309.369995
"935","2010-09-17",313.100006
"936","2010-09-20",315.899994
"937","2010-09-21",313.160004
"938","2010-09-22",310.059998
"939","2010-09-23",306.25
"940","2010-09-24",309
"941","2010-09-27",306.369995
"942","2010-09-28",311.839996
"943","2010-09-29",310.549988
"944","2010-09-30",308.459991
"945","2010-10-01",311.359985
"946","2010-10-04",309.029999
"947","2010-10-05",310.73999
"948","2010-10-06",307.559998
"949","2010-10-07",308.5
"950","2010-10-08",311.73999
"951","2010-10-11",311.01001
"952","2010-10-12",313.149994
"953","2010-10-13",311.470001
"954","2010-10-14",312.329987
"955","2010-10-15",318.299988
"956","2010-10-18",321.25
"957","2010-10-19",318.220001
"958","2010-10-20",319.600006
"959","2010-10-21",317.5
"960","2010-10-22",320
"961","2010-10-25",321.5
"962","2010-10-26",321.869995
"963","2010-10-27",319.880005
"964","2010-10-28",317.350006
"965","2010-10-29",319.200012
"966","2010-11-01",321.799988
"967","2010-11-02",324.100006
"968","2010-11-03",318.359985
"969","2010-11-04",325.890015
"970","2010-11-05",324.799988
"971","2010-11-08",318.26001
"972","2010-11-09",313.190002
"973","2010-11-10",320.329987
"974","2010-11-11",318.190002
"975","2010-11-12",320.059998
"976","2010-11-15",322.450012
"977","2010-11-16",318.320007
"978","2010-11-17",318.529999
"979","2010-11-18",319.200012
"980","2010-11-19",322
"981","2010-11-22",321
"982","2010-11-23",318.899994
"983","2010-11-24",322.380005
"984","2010-11-26",320.5
"985","2010-11-29",321.660004
"986","2010-11-30",317.5
"987","2010-12-01",315
"988","2010-12-02",320.149994
"989","2010-12-03",316.5
"990","2010-12-06",313.730011
"991","2010-12-07",314.98999
"992","2010-12-08",314.859985
"993","2010-12-09",315.559998
"994","2010-12-10",317.619995
"995","2010-12-13",320.51001
"996","2010-12-14",324.450012
"997","2010-12-15",323.26001
"998","2010-12-16",324
"999","2010-12-17",327
"1000","2010-12-20",329.700012
"1001","2010-12-21",331.440002
"1002","2010-12-22",336.160004
