"","date","NOC"
"1","2007-01-03",61.555454
"2","2007-01-04",60.489326
"3","2007-01-05",60.787479
"4","2007-01-08",61.139847
"5","2007-01-09",61.519314
"6","2007-01-10",62.034309
"7","2007-01-11",62.522202
"8","2007-01-12",62.865528
"9","2007-01-16",63.055264
"10","2007-01-17",62.99202
"11","2007-01-18",63.172722
"12","2007-01-19",63.507015
"13","2007-01-22",63.31728
"14","2007-01-23",64.681564
"15","2007-01-24",64.8713
"16","2007-01-25",64.419548
"17","2007-01-26",63.687714
"18","2007-01-29",63.913589
"19","2007-01-30",64.121391
"20","2007-01-31",64.094292
"21","2007-02-01",64.419548
"22","2007-02-02",65.440506
"23","2007-02-05",65.955498
"24","2007-02-06",66.181374
"25","2007-02-07",66.524704
"26","2007-02-08",67.211365
"27","2007-02-09",66.859001
"28","2007-02-12",67.220398
"29","2007-02-13",67.4011
"30","2007-02-14",67.292679
"31","2007-02-15",67.726357
"32","2007-02-16",67.771538
"33","2007-02-20",68.169075
"34","2007-02-21",68.024513
"35","2007-02-22",67.509521
"36","2007-02-23",67.238472
"37","2007-02-26",66.714439
"38","2007-02-27",64.970688
"39","2007-02-28",64.916473
"40","2007-03-01",65.259804
"41","2007-03-02",64.880333
"42","2007-03-05",64.717705
"43","2007-03-06",65.133316
"44","2007-03-07",65.151382
"45","2007-03-08",65.838043
"46","2007-03-09",66.000671
"47","2007-03-12",66.696373
"48","2007-03-13",65.720589
"49","2007-03-14",65.765762
"50","2007-03-15",66.018745
"51","2007-03-16",65.566994
"52","2007-03-19",66.795753
"53","2007-03-20",66.822861
"54","2007-03-21",67.771538
"55","2007-03-22",66.976456
"56","2007-03-23",68.413017
"57","2007-03-26",68.033546
"58","2007-03-27",67.617943
"59","2007-03-28",66.976456
"60","2007-03-29",67.581802
"61","2007-03-30",67.05777
"62","2007-04-02",67.663116
"63","2007-04-03",68.385918
"64","2007-04-04",68.169075
"65","2007-04-05",67.807678
"66","2007-04-09",68.422058
"67","2007-04-10",68.304604
"68","2007-04-11",66.840927
"69","2007-04-12",67.834778
"70","2007-04-13",67.536629
"71","2007-04-16",67.265572
"72","2007-04-17",67.825745
"73","2007-04-18",68.467232
"74","2007-04-19",68.602753
"75","2007-04-20",68.756348
"76","2007-04-23",69.226173
"77","2007-04-24",67.012596
"78","2007-04-25",67.446274
"79","2007-04-26",66.578918
"80","2007-04-27",67.446274
"81","2007-04-30",66.533737
"82","2007-05-01",66.091026
"83","2007-05-02",65.666382
"84","2007-05-03",66.660233
"85","2007-05-04",66.696373
"86","2007-05-07",67.690224
"87","2007-05-08",67.663116
"88","2007-05-09",68.196182
"89","2007-05-10",67.292679
"90","2007-05-11",67.645042
"91","2007-05-14",68.476265
"92","2007-05-15",68.548546
"93","2007-05-16",69.415909
"94","2007-05-17",69.343628
"95","2007-05-18",69.569504
"96","2007-05-21",69.443008
"97","2007-05-22",68.512405
"98","2007-05-23",68.340736
"99","2007-05-24",67.825745
"100","2007-05-25",67.798637
"101","2007-05-29",67.952232
"102","2007-05-30",68.449158
"103","2007-05-31",68.313637
"104","2007-06-01",68.837662
"105","2007-06-04",69.235207
"106","2007-06-05",69.226173
"107","2007-06-06",68.928017
"108","2007-06-07",67.970306
"109","2007-06-08",68.711174
"110","2007-06-11",68.602753
"111","2007-06-12",68.259422
"112","2007-06-13",69.144852
"113","2007-06-14",69.705025
"114","2007-06-15",69.930901
"115","2007-06-18",69.24424
"116","2007-06-19",69.605637
"117","2007-06-20",69.668884
"118","2007-06-21",69.759232
"119","2007-06-22",69.262306
"120","2007-06-25",69.388802
"121","2007-06-26",69.126785
"122","2007-06-27",70.120636
"123","2007-06-28",70.093529
"124","2007-06-29",70.355545
"125","2007-07-02",70.888611
"126","2007-07-03",70.888611
"127","2007-07-05",70.707909
"128","2007-07-06",70.870537
"129","2007-07-09",70.409752
"130","2007-07-10",68.684067
"131","2007-07-11",69.379768
"132","2007-07-12",69.695992
"133","2007-07-13",69.117752
"134","2007-07-16",69.569504
"135","2007-07-17",70.210983
"136","2007-07-18",69.994148
"137","2007-07-19",70.590454
"138","2007-07-20",70.20195
"139","2007-07-23",71.448776
"140","2007-07-24",69.840553
"141","2007-07-25",71.286148
"142","2007-07-26",70.951859
"143","2007-07-27",69.750198
"144","2007-07-30",69.677917
"145","2007-07-31",68.756348
"146","2007-08-01",69.840553
"147","2007-08-02",71.584305
"148","2007-08-03",70.500107
"149","2007-08-06",71.746933
"150","2007-08-07",70.409752
"151","2007-08-08",69.976074
"152","2007-08-09",67.464348
"153","2007-08-10",70.183884
"154","2007-08-13",70.924751
"155","2007-08-14",70.021248
"156","2007-08-15",68.304604
"157","2007-08-16",68.241356
"158","2007-08-17",70.220016
"159","2007-08-20",69.813446
"160","2007-08-21",69.334587
"161","2007-08-22",69.714058
"162","2007-08-23",69.099678
"163","2007-08-24",70.924751
"164","2007-08-27",70.978958
"165","2007-08-28",68.647926
"166","2007-08-29",69.506256
"167","2007-08-30",70.075462
"168","2007-08-31",71.231941
"169","2007-09-04",70.85247
"170","2007-09-05",69.89476
"171","2007-09-06",69.958008
"172","2007-09-07",70.229057
"173","2007-09-10",70.572388
"174","2007-09-11",71.367462
"175","2007-09-12",71.006065
"176","2007-09-13",71.132553
"177","2007-09-14",71.259048
"178","2007-09-17",70.771156
"179","2007-09-18",71.358429
"180","2007-09-19",72.153511
"181","2007-09-20",72.008949
"182","2007-09-21",71.873428
"183","2007-09-24",71.096413
"184","2007-09-25",71.936668
"185","2007-09-26",70.716942
"186","2007-09-27",70.725983
"187","2007-09-28",70.473
"188","2007-10-01",72.04509
"189","2007-10-02",70.644669
"190","2007-10-03",70.969925
"191","2007-10-04",71.566238
"192","2007-10-05",70.924751
"193","2007-10-08",71.186768
"194","2007-10-09",71.349396
"195","2007-10-10",70.978958
"196","2007-10-11",71.539131
"197","2007-10-12",71.602371
"198","2007-10-15",71.692726
"199","2007-10-16",72.551048
"200","2007-10-17",72.650436
"201","2007-10-18",72.758858
"202","2007-10-19",71.069313
"203","2007-10-22",71.268082
"204","2007-10-23",71.855354
"205","2007-10-24",74.312874
"206","2007-10-25",74.710419
"207","2007-10-26",74.032791
"208","2007-10-29",74.511642
"209","2007-10-30",74.692345
"210","2007-10-31",75.550667
"211","2007-11-01",74.114105
"212","2007-11-02",74.023758
"213","2007-11-05",74.611031
"214","2007-11-06",76.327682
"215","2007-11-07",75.893997
"216","2007-11-08",75.80365
"217","2007-11-09",74.511642
"218","2007-11-12",73.861122
"219","2007-11-13",75.677162
"220","2007-11-14",75.062782
"221","2007-11-15",73.870163
"222","2007-11-16",72.686577
"223","2007-11-19",71.575272
"224","2007-11-20",71.204834
"225","2007-11-21",70.671768
"226","2007-11-23",72.343246
"227","2007-11-26",70.960892
"228","2007-11-27",70.789223
"229","2007-11-28",70.933784
"230","2007-11-29",69.650818
"231","2007-11-30",71.186768
"232","2007-12-03",73.246742
"233","2007-12-04",73.282883
"234","2007-12-05",73.138329
"235","2007-12-06",74.665237
"236","2007-12-07",75.071815
"237","2007-12-10",74.403229
"238","2007-12-11",71.864388
"239","2007-12-12",72.993767
"240","2007-12-13",72.894379
"241","2007-12-14",72.279999
"242","2007-12-17",72.171577
"243","2007-12-18",71.602371
"244","2007-12-19",71.015099
"245","2007-12-20",72.153511
"246","2007-12-21",72.804031
"247","2007-12-24",73.626213
"248","2007-12-26",72.912453
"249","2007-12-27",72.017982
"250","2007-12-28",71.674652
"251","2007-12-31",71.051239
"252","2008-01-02",71.015099
"253","2008-01-03",71.629478
"254","2008-01-04",71.240974
"255","2008-01-07",70.554314
"256","2008-01-08",69.036438
"257","2008-01-09",72.180618
"258","2008-01-10",71.765007
"259","2008-01-11",72.162544
"260","2008-01-14",71.846321
"261","2008-01-15",73.273849
"262","2008-01-16",72.261932
"263","2008-01-17",70.969925
"264","2008-01-18",70.978958
"265","2008-01-22",70.653702
"266","2008-01-23",70.762123
"267","2008-01-24",69.967041
"268","2008-01-25",70.536247
"269","2008-01-28",70.744049
"270","2008-01-29",71.548164
"271","2008-01-30",73.057007
"272","2008-01-31",71.701759
"273","2008-02-01",72.713676
"274","2008-02-04",73.129288
"275","2008-02-05",71.213867
"276","2008-02-06",70.418793
"277","2008-02-07",71.475883
"278","2008-02-08",71.439743
"279","2008-02-11",71.837288
"280","2008-02-12",71.77404
"281","2008-02-13",72.415527
"282","2008-02-14",72.063164
"283","2008-02-15",72.207718
"284","2008-02-19",72.822098
"285","2008-02-20",73.183502
"286","2008-02-21",71.7379
"287","2008-02-22",71.457817
"288","2008-02-25",72.316139
"289","2008-02-26",71.846321
"290","2008-02-27",73.020866
"291","2008-02-28",72.252892
"292","2008-02-29",71.024132
"293","2008-03-03",74.601997
"294","2008-03-04",72.505875
"295","2008-03-05",72.578156
"296","2008-03-06",71.936668
"297","2008-03-07",71.385536
"298","2008-03-10",70.825363
"299","2008-03-11",71.990883
"300","2008-03-12",71.692726
"301","2008-03-13",71.195801
"302","2008-03-14",70.066422
"303","2008-03-17",71.647552
"304","2008-03-18",72.090263
"305","2008-03-19",70.689842
"306","2008-03-20",70.861504
"307","2008-03-24",70.807297
"308","2008-03-25",71.268082
"309","2008-03-26",70.798264
"310","2008-03-27",70.310371
"311","2008-03-28",70.409752
"312","2008-03-31",70.301338
"313","2008-04-01",70.698875
"314","2008-04-02",71.322289
"315","2008-04-03",71.484917
"316","2008-04-04",70.771156
"317","2008-04-07",70.879578
"318","2008-04-08",70.536247
"319","2008-04-09",70.436859
"320","2008-04-10",70.527206
"321","2008-04-11",69.090645
"322","2008-04-14",69.424942
"323","2008-04-15",64.663498
"324","2008-04-16",64.238853
"325","2008-04-17",64.211746
"326","2008-04-18",64.473763
"327","2008-04-21",64.220779
"328","2008-04-22",62.847462
"329","2008-04-23",62.775181
"330","2008-04-24",65.548927
"331","2008-04-25",66.849968
"332","2008-04-28",66.208481
"333","2008-04-29",67.021629
"334","2008-04-30",66.470497
"335","2008-05-01",67.554695
"336","2008-05-02",67.762497
"337","2008-05-05",67.256538
"338","2008-05-06",67.491447
"339","2008-05-07",67.102943
"340","2008-05-08",67.464348
"341","2008-05-09",67.202332
"342","2008-05-12",67.690224
"343","2008-05-13",68.087761
"344","2008-05-14",67.852852
"345","2008-05-15",67.879951
"346","2008-05-16",68.295563
"347","2008-05-19",69.578537
"348","2008-05-20",68.503372
"349","2008-05-21",67.301712
"350","2008-05-22",67.608902
"351","2008-05-23",66.795753
"352","2008-05-27",67.789604
"353","2008-05-28",67.527588
"354","2008-05-29",67.626976
"355","2008-05-30",68.178108
"356","2008-06-02",67.211365
"357","2008-06-03",66.732513
"358","2008-06-04",66.389183
"359","2008-06-05",67.383034
"360","2008-06-06",64.780952
"361","2008-06-09",65.042969
"362","2008-06-10",64.853233
"363","2008-06-11",64.56411
"364","2008-06-12",64.627357
"365","2008-06-13",65.323051
"366","2008-06-16",65.413399
"367","2008-06-17",64.229813
"368","2008-06-18",63.254036
"369","2008-06-19",64.464722
"370","2008-06-20",62.982986
"371","2008-06-23",63.199825
"372","2008-06-24",62.567375
"373","2008-06-25",63.579296
"374","2008-06-26",60.109856
"375","2008-06-27",60.660992
"376","2008-06-30",60.444149
"377","2008-07-01",60.272484
"378","2008-07-02",59.57679
"379","2008-07-03",59.658104
"380","2008-07-07",59.278633
"381","2008-07-08",59.784595
"382","2008-07-09",58.971443
"383","2008-07-10",59.359951
"384","2008-07-11",58.799782
"385","2008-07-14",58.863026
"386","2008-07-15",59.206356
"387","2008-07-16",60.290554
"388","2008-07-17",58.591976
"389","2008-07-18",59.314774
"390","2008-07-21",58.872059
"391","2008-07-22",60.272484
"392","2008-07-23",61.546421
"393","2008-07-24",60.371868
"394","2008-07-25",62.007206
"395","2008-07-28",62.043346
"396","2008-07-29",61.022388
"397","2008-07-30",61.663876
"398","2008-07-31",60.886864
"399","2008-08-01",60.308624
"400","2008-08-04",60.010471
"401","2008-08-05",60.82362
"402","2008-08-06",61.528351
"403","2008-08-07",61.817471
"404","2008-08-08",62.982986
"405","2008-08-11",63.208858
"406","2008-08-12",63.832275
