"","date","HIG"
"1","2007-01-03",93.879997
"2","2007-01-04",93.25
"3","2007-01-05",91.669998
"4","2007-01-08",92.129997
"5","2007-01-09",90.93
"6","2007-01-10",90.830002
"7","2007-01-11",90.769997
"8","2007-01-12",91.269997
"9","2007-01-16",92.989998
"10","2007-01-17",92.32
"11","2007-01-18",91.879997
"12","2007-01-19",92.269997
"13","2007-01-22",91.760002
"14","2007-01-23",92.5
"15","2007-01-24",93.459999
"16","2007-01-25",91.900002
"17","2007-01-26",93.309998
"18","2007-01-29",93.559998
"19","2007-01-30",94.57
"20","2007-01-31",94.910004
"21","2007-02-01",96.32
"22","2007-02-02",96.059998
"23","2007-02-05",96.120003
"24","2007-02-06",95.970001
"25","2007-02-07",95.900002
"26","2007-02-08",95.839996
"27","2007-02-09",95.269997
"28","2007-02-12",95.870003
"29","2007-02-13",97.230003
"30","2007-02-14",96.779999
"31","2007-02-15",97.160004
"32","2007-02-16",97.089996
"33","2007-02-20",97.379997
"34","2007-02-21",97.110001
"35","2007-02-22",96.599998
"36","2007-02-23",96.480003
"37","2007-02-26",97.230003
"38","2007-02-27",93.690002
"39","2007-02-28",94.559998
"40","2007-03-01",94.199997
"41","2007-03-02",94.230003
"42","2007-03-05",93.940002
"43","2007-03-06",95.629997
"44","2007-03-07",94.989998
"45","2007-03-08",96.230003
"46","2007-03-09",95.839996
"47","2007-03-12",95.239998
"48","2007-03-13",92.949997
"49","2007-03-14",93.389999
"50","2007-03-15",94.330002
"51","2007-03-16",94.160004
"52","2007-03-19",95.629997
"53","2007-03-20",96.07
"54","2007-03-21",97.75
"55","2007-03-22",97.459999
"56","2007-03-23",96.410004
"57","2007-03-26",96.220001
"58","2007-03-27",95.529999
"59","2007-03-28",94.550003
"60","2007-03-29",95.760002
"61","2007-03-30",95.580002
"62","2007-04-02",95.82
"63","2007-04-03",97.040001
"64","2007-04-04",97.120003
"65","2007-04-05",97.169998
"66","2007-04-09",97.330002
"67","2007-04-10",97.019997
"68","2007-04-11",96.25
"69","2007-04-12",96.82
"70","2007-04-13",96.82
"71","2007-04-16",97.309998
"72","2007-04-17",98.5
"73","2007-04-18",98.169998
"74","2007-04-19",98.120003
"75","2007-04-20",99.019997
"76","2007-04-23",99.449997
"77","2007-04-24",98.949997
"78","2007-04-25",101.370003
"79","2007-04-26",100.660004
"80","2007-04-27",103.32
"81","2007-04-30",101.199997
"82","2007-05-01",101.769997
"83","2007-05-02",102.5
"84","2007-05-03",103.639999
"85","2007-05-04",103.730003
"86","2007-05-07",104.32
"87","2007-05-08",104.029999
"88","2007-05-09",104.519997
"89","2007-05-10",103.879997
"90","2007-05-11",105.339996
"91","2007-05-14",104.730003
"92","2007-05-15",104.129997
"93","2007-05-16",105.129997
"94","2007-05-17",104.370003
"95","2007-05-18",104.449997
"96","2007-05-21",105.540001
"97","2007-05-22",106.019997
"98","2007-05-23",105.529999
"99","2007-05-24",103.419998
"100","2007-05-25",103.199997
"101","2007-05-29",103.099998
"102","2007-05-30",103.68
"103","2007-05-31",103.169998
"104","2007-06-01",103
"105","2007-06-04",103
"106","2007-06-05",101.529999
"107","2007-06-06",100.5
"108","2007-06-07",98.099998
"109","2007-06-08",99.660004
"110","2007-06-11",100.459999
"111","2007-06-12",99.510002
"112","2007-06-13",100.699997
"113","2007-06-14",101.099998
"114","2007-06-15",102.120003
"115","2007-06-18",102.099998
"116","2007-06-19",101.379997
"117","2007-06-20",98.739998
"118","2007-06-21",99.650002
"119","2007-06-22",98.300003
"120","2007-06-25",98.599998
"121","2007-06-26",98.779999
"122","2007-06-27",98.889999
"123","2007-06-28",98.510002
"124","2007-06-29",98.510002
"125","2007-07-02",99.809998
"126","2007-07-03",99.870003
"127","2007-07-05",98.889999
"128","2007-07-06",99.330002
"129","2007-07-09",99.830002
"130","2007-07-10",96.709999
"131","2007-07-11",96.900002
"132","2007-07-12",98.699997
"133","2007-07-13",98.400002
"134","2007-07-16",97.580002
"135","2007-07-17",97.959999
"136","2007-07-18",96.709999
"137","2007-07-19",96.739998
"138","2007-07-20",95.68
"139","2007-07-23",96.209999
"140","2007-07-24",94.809998
"141","2007-07-25",96.610001
"142","2007-07-26",95.650002
"143","2007-07-27",91.900002
"144","2007-07-30",92.690002
"145","2007-07-31",91.870003
"146","2007-08-01",93.160004
"147","2007-08-02",92.360001
"148","2007-08-03",88.25
"149","2007-08-06",91.900002
"150","2007-08-07",91.980003
"151","2007-08-08",91.279999
"152","2007-08-09",85.440002
"153","2007-08-10",87.870003
"154","2007-08-13",88.379997
"155","2007-08-14",86.639999
"156","2007-08-15",85.57
"157","2007-08-16",87.510002
"158","2007-08-17",90.150002
"159","2007-08-20",88.25
"160","2007-08-21",87.739998
"161","2007-08-22",91.099998
"162","2007-08-23",90.540001
"163","2007-08-24",91.720001
"164","2007-08-27",91.709999
"165","2007-08-28",87.870003
"166","2007-08-29",88.779999
"167","2007-08-30",87.769997
"168","2007-08-31",88.910004
"169","2007-09-04",89.540001
"170","2007-09-05",88.190002
"171","2007-09-06",88.349998
"172","2007-09-07",87.68
"173","2007-09-10",87.169998
"174","2007-09-11",87.699997
"175","2007-09-12",87.419998
"176","2007-09-13",88.449997
"177","2007-09-14",88.099998
"178","2007-09-17",87.279999
"179","2007-09-18",90.470001
"180","2007-09-19",92.059998
"181","2007-09-20",90.739998
"182","2007-09-21",91.690002
"183","2007-09-24",90.5
"184","2007-09-25",92.82
"185","2007-09-26",93.730003
"186","2007-09-27",93.150002
"187","2007-09-28",92.550003
"188","2007-10-01",94.400002
"189","2007-10-02",95.209999
"190","2007-10-03",95.970001
"191","2007-10-04",95.980003
"192","2007-10-05",98.019997
"193","2007-10-08",97.339996
"194","2007-10-09",97.739998
"195","2007-10-10",96.449997
"196","2007-10-11",96.93
"197","2007-10-12",97.220001
"198","2007-10-15",96.699997
"199","2007-10-16",94.949997
"200","2007-10-17",94.75
"201","2007-10-18",94.779999
"202","2007-10-19",91.660004
"203","2007-10-22",92.830002
"204","2007-10-23",92.660004
"205","2007-10-24",92.360001
"206","2007-10-25",91.540001
"207","2007-10-26",98.559998
"208","2007-10-29",96.059998
"209","2007-10-30",95.709999
"210","2007-10-31",97.029999
"211","2007-11-01",94.260002
"212","2007-11-02",94.190002
"213","2007-11-05",92.959999
"214","2007-11-06",94.769997
"215","2007-11-07",91.360001
"216","2007-11-08",92.279999
"217","2007-11-09",91.5
"218","2007-11-12",92.230003
"219","2007-11-13",95.660004
"220","2007-11-14",94.790001
"221","2007-11-15",93.519997
"222","2007-11-16",93
"223","2007-11-19",89.230003
"224","2007-11-20",88.459999
"225","2007-11-21",87.639999
"226","2007-11-23",90.779999
"227","2007-11-26",88.25
"228","2007-11-27",91.050003
"229","2007-11-28",94.720001
"230","2007-11-29",93.949997
"231","2007-11-30",95.32
"232","2007-12-03",94.75
"233","2007-12-04",93.129997
"234","2007-12-05",95.779999
"235","2007-12-06",97.18
"236","2007-12-07",94.18
"237","2007-12-10",93.300003
"238","2007-12-11",89.690002
"239","2007-12-12",90.25
"240","2007-12-13",89.93
"241","2007-12-14",88.550003
"242","2007-12-17",86.779999
"243","2007-12-18",87.260002
"244","2007-12-19",87.980003
"245","2007-12-20",87.489998
"246","2007-12-21",88.300003
"247","2007-12-24",90.419998
"248","2007-12-26",89.129997
"249","2007-12-27",87.709999
"250","2007-12-28",87.150002
"251","2007-12-31",87.190002
"252","2008-01-02",84.93
"253","2008-01-03",84.669998
"254","2008-01-04",82.949997
"255","2008-01-07",83.959999
"256","2008-01-08",81.449997
"257","2008-01-09",83.699997
"258","2008-01-10",84.43
"259","2008-01-11",83.669998
"260","2008-01-14",84.809998
"261","2008-01-15",82
"262","2008-01-16",84.050003
"263","2008-01-17",80.099998
"264","2008-01-18",76.849998
"265","2008-01-22",75.099998
"266","2008-01-23",79.230003
"267","2008-01-24",79.889999
"268","2008-01-25",75.129997
"269","2008-01-28",78.160004
"270","2008-01-29",79.419998
"271","2008-01-30",78.550003
"272","2008-01-31",80.5
"273","2008-02-01",81.5
"274","2008-02-04",80.68
"275","2008-02-05",77.489998
"276","2008-02-06",76.970001
"277","2008-02-07",76.309998
"278","2008-02-08",74.389999
"279","2008-02-11",70.989998
"280","2008-02-12",72.400002
"281","2008-02-13",71.790001
"282","2008-02-14",70.599998
"283","2008-02-15",72.480003
"284","2008-02-19",73.269997
"285","2008-02-20",72.510002
"286","2008-02-21",73.190002
"287","2008-02-22",74.370003
"288","2008-02-25",74.400002
"289","2008-02-26",74.879997
"290","2008-02-27",75.959999
"291","2008-02-28",72.629997
"292","2008-02-29",69.900002
"293","2008-03-03",68.959999
"294","2008-03-04",69.639999
"295","2008-03-05",68.610001
"296","2008-03-06",66.580002
"297","2008-03-07",67.010002
"298","2008-03-10",66.57
"299","2008-03-11",70.18
"300","2008-03-12",69.870003
"301","2008-03-13",69.300003
"302","2008-03-14",67
"303","2008-03-17",66.050003
"304","2008-03-18",71.279999
"305","2008-03-19",71.239998
"306","2008-03-20",74.400002
"307","2008-03-24",75.870003
"308","2008-03-25",74.989998
"309","2008-03-26",73.800003
"310","2008-03-27",74.080002
"311","2008-03-28",74.449997
"312","2008-03-31",75.769997
"313","2008-04-01",79
"314","2008-04-02",79.129997
"315","2008-04-03",78.510002
"316","2008-04-04",77.910004
"317","2008-04-07",76.07
"318","2008-04-08",75.139999
"319","2008-04-09",73.989998
"320","2008-04-10",74.360001
"321","2008-04-11",73.150002
"322","2008-04-14",71
"323","2008-04-15",71.529999
"324","2008-04-16",73.5
"325","2008-04-17",74.120003
"326","2008-04-18",75.709999
"327","2008-04-21",73.809998
"328","2008-04-22",72.980003
"329","2008-04-23",70.370003
"330","2008-04-24",71.480003
"331","2008-04-25",72.160004
"332","2008-04-28",71.809998
"333","2008-04-29",72.370003
"334","2008-04-30",71.269997
"335","2008-05-01",74.559998
"336","2008-05-02",75.419998
"337","2008-05-05",73.339996
