"","date","GOODM"
"1","2016-05-24",24.77
"2","2016-05-25",24.950001
"3","2016-05-26",24.9
"4","2016-05-27",25
"5","2016-05-31",24.950001
"6","2016-06-01",25.1
"7","2016-06-02",24.940001
"8","2016-06-03",25.1
"9","2016-06-06",25.450001
"10","2016-06-07",25.712
"11","2016-06-08",25.309999
"12","2016-06-09",25.5
"13","2016-06-10",25.4
"14","2016-06-13",25.360001
"15","2016-06-14",25.450001
"16","2016-06-15",25.513
"17","2016-06-16",25.85
"18","2016-06-17",25.85
"19","2016-06-20",25.51
"20","2016-06-21",25.67
"21","2016-06-22",25.65
"22","2016-06-23",25.5
"23","2016-06-24",25.4
"24","2016-06-27",25.469999
"25","2016-06-28",25.5
"26","2016-06-29",25.42
"27","2016-06-30",25.450001
"28","2016-07-01",26.25
"29","2016-07-05",25.549999
"30","2016-07-06",25.51
"31","2016-07-07",25.73
"32","2016-07-08",25.450001
"33","2016-07-11",25.450001
"34","2016-07-12",25.450001
"35","2016-07-13",25.299999
"36","2016-07-14",25.299999
"37","2016-07-15",25.15
"38","2016-07-18",25.209999
"39","2016-07-19",25.23
"40","2016-07-20",25.1
"41","2016-07-21",25.33
"42","2016-07-22",25.59
"43","2016-07-25",25.32
"44","2016-07-26",25.49
"45","2016-07-27",25.48
"46","2016-07-28",25.450001
"47","2016-07-29",25.489
"48","2016-08-01",25.51
"49","2016-08-02",25.492001
"50","2016-08-03",25.492001
"51","2016-08-04",25.48
"52","2016-08-05",25.450001
"53","2016-08-08",25.6
"54","2016-08-09",25.4
"55","2016-08-10",25.42
"56","2016-08-11",25.415001
"57","2016-08-12",25.4
"58","2016-08-15",25.41
"59","2016-08-16",25.5
"60","2016-08-17",25.780001
"61","2016-08-18",25.75
"62","2016-08-19",26.190001
"63","2016-08-22",26.139999
"64","2016-08-23",26.110001
"65","2016-08-24",26.24
"66","2016-08-25",26.504
"67","2016-08-26",26.396
"68","2016-08-29",26.51
"69","2016-08-30",26.219999
"70","2016-08-31",26.200001
"71","2016-09-01",26.23
"72","2016-09-02",26.660999
"73","2016-09-06",26.42
"74","2016-09-07",26.323999
"75","2016-09-08",26.200001
"76","2016-09-09",26.1
"77","2016-09-12",26.200001
"78","2016-09-13",25.66
"79","2016-09-14",25.459999
"80","2016-09-15",25.299999
"81","2016-09-16",25.299999
"82","2016-09-19",25.290001
"83","2016-09-20",25.389999
"84","2016-09-21",25.299999
"85","2016-09-22",25.280001
"86","2016-09-23",25.299999
"87","2016-09-26",25.32
"88","2016-09-27",25.333
"89","2016-09-28",25.280001
"90","2016-09-29",25.290001
"91","2016-09-30",25.389999
"92","2016-10-03",25.360001
"93","2016-10-04",25.299999
"94","2016-10-05",25.290001
"95","2016-10-06",25.219999
"96","2016-10-07",25.299999
"97","2016-10-10",25.299999
"98","2016-10-11",25.299
"99","2016-10-12",25.41
"100","2016-10-13",25.290001
"101","2016-10-14",25.316
"102","2016-10-17",25.379999
"103","2016-10-18",25.35
"104","2016-10-19",25.24
"105","2016-10-20",25.24
"106","2016-10-21",25.236
"107","2016-10-24",25.219999
"108","2016-10-25",25.23
"109","2016-10-26",25.35
"110","2016-10-27",25.4
"111","2016-10-28",25.49
"112","2016-10-31",25.6
"113","2016-11-01",25.43
"114","2016-11-02",25.690001
"115","2016-11-03",25.52
"116","2016-11-04",25.59
"117","2016-11-07",25.540001
"118","2016-11-08",25.51
"119","2016-11-09",25.23
"120","2016-11-10",24.66
"121","2016-11-11",24.809999
"122","2016-11-14",24.93
"123","2016-11-15",24.940001
"124","2016-11-16",25.200001
"125","2016-11-17",24.940001
"126","2016-11-18",24.950001
"127","2016-11-21",24.809999
"128","2016-11-22",24.940001
"129","2016-11-23",25.26
"130","2016-11-25",25.26
"131","2016-11-28",25.07
"132","2016-11-29",25.139999
"133","2016-11-30",24.879999
"134","2016-12-01",24.843
"135","2016-12-02",25.084
"136","2016-12-05",25.35
"137","2016-12-06",25.290001
"138","2016-12-07",25.290001
"139","2016-12-08",25.200001
"140","2016-12-09",25.18
"141","2016-12-12",25.17
"142","2016-12-13",25.15
"143","2016-12-14",25.280001
"144","2016-12-15",25.233
"145","2016-12-16",25.1
"146","2016-12-19",25.190001
"147","2016-12-20",25.173
"148","2016-12-21",25.181999
"149","2016-12-22",25.200001
"150","2016-12-23",25.200001
"151","2016-12-27",25.040001
"152","2016-12-28",25.254999
"153","2016-12-29",25.198
"154","2016-12-30",25.25
"155","2017-01-03",25.200001
"156","2017-01-04",25.08
"157","2017-01-05",25.087
"158","2017-01-06",25.1
"159","2017-01-09",25.1
"160","2017-01-10",25.179001
"161","2017-01-11",25.15
"162","2017-01-12",25.190001
"163","2017-01-13",25.139999
"164","2017-01-17",25.18
"165","2017-01-18",25.16
"166","2017-01-19",25.1
"167","2017-01-20",25.110001
"168","2017-01-23",25.15
"169","2017-01-24",25.09
"170","2017-01-25",25.112
"171","2017-01-26",25.139999
"172","2017-01-27",25.1
"173","2017-01-30",25.129999
"174","2017-01-31",25.120001
"175","2017-02-01",25.149
"176","2017-02-02",25.129999
"177","2017-02-03",25.17
"178","2017-02-06",25.110001
"179","2017-02-07",25.120001
"180","2017-02-08",25.25
"181","2017-02-09",25.280001
"182","2017-02-10",25.16
"183","2017-02-13",25.32
"184","2017-02-14",25.261
"185","2017-02-15",25.261
"186","2017-02-16",25.32
"187","2017-02-17",25.535
"188","2017-02-21",25.15
"189","2017-02-22",25.325001
"190","2017-02-23",25.23
"191","2017-02-24",25.370001
"192","2017-02-27",25.379999
"193","2017-02-28",25.465
"194","2017-03-01",25.200001
"195","2017-03-02",25.202999
"196","2017-03-03",25.17
"197","2017-03-06",25.264999
"198","2017-03-07",25.07
"199","2017-03-08",25.188999
"200","2017-03-09",25
"201","2017-03-10",24.969999
"202","2017-03-13",24.969999
"203","2017-03-14",25.190001
"204","2017-03-15",25.09
"205","2017-03-16",25.18
"206","2017-03-17",25.16
"207","2017-03-20",25.049999
"208","2017-03-21",24.969999
"209","2017-03-22",25.139999
"210","2017-03-23",25.110001
"211","2017-03-24",25.16
"212","2017-03-27",25.049999
"213","2017-03-28",25.15
"214","2017-03-29",25.18
"215","2017-03-30",25.177999
"216","2017-03-31",25.17
"217","2017-04-03",25.1
"218","2017-04-04",25.15
"219","2017-04-05",25.17
"220","2017-04-06",25.209999
"221","2017-04-07",25.309999
"222","2017-04-10",25.205
"223","2017-04-11",25.219999
"224","2017-04-12",25.309999
"225","2017-04-13",25.414
"226","2017-04-17",25.419001
"227","2017-04-18",25.48
"228","2017-04-19",25.549
"229","2017-04-20",25.476999
"230","2017-04-21",25.57
"231","2017-04-24",25.559999
"232","2017-04-25",25.599001
"233","2017-04-26",25.591
"234","2017-04-27",25.780001
"235","2017-04-28",25.700001
"236","2017-05-01",25.780001
"237","2017-05-02",25.85
"238","2017-05-03",25.85
"239","2017-05-04",25.75
"240","2017-05-05",25.381001
"241","2017-05-08",25.84
"242","2017-05-09",25.688999
"243","2017-05-10",25.620001
"244","2017-05-11",25.622
"245","2017-05-12",25.370001
"246","2017-05-15",25.52
"247","2017-05-16",25.6
"248","2017-05-17",25.450001
"249","2017-05-18",25.448999
"250","2017-05-19",25.59
"251","2017-05-22",25.6
"252","2017-05-23",25.780001
"253","2017-05-24",25.665001
"254","2017-05-25",25.74
"255","2017-05-26",25.74
"256","2017-05-30",25.75
"257","2017-05-31",25.6
"258","2017-06-01",25.790001
"259","2017-06-02",25.709999
"260","2017-06-05",25.67
"261","2017-06-06",25.709999
"262","2017-06-07",25.709999
"263","2017-06-08",25.74
"264","2017-06-09",26.030001
"265","2017-06-12",26.059999
"266","2017-06-13",26.181
"267","2017-06-14",26.24
"268","2017-06-15",26.030001
"269","2017-06-16",26.15
"270","2017-06-19",25.854
"271","2017-06-20",25.91
"272","2017-06-21",25.979
"273","2017-06-22",26.051001
"274","2017-06-23",25.91
"275","2017-06-26",25.860001
"276","2017-06-27",25.860001
"277","2017-06-28",26.08
"278","2017-06-29",25.719999
"279","2017-06-30",26.049999
"280","2017-07-03",26.049999
"281","2017-07-05",25.673
"282","2017-07-06",25.950001
"283","2017-07-07",26.09
"284","2017-07-10",25.84
"285","2017-07-11",25.775
"286","2017-07-12",25.799999
"287","2017-07-13",25.905001
"288","2017-07-14",25.75
"289","2017-07-17",25.910999
"290","2017-07-18",25.829
"291","2017-07-19",25.999001
"292","2017-07-20",25.700001
"293","2017-07-21",25.830999
"294","2017-07-24",25.5
"295","2017-07-25",25.905001
"296","2017-07-26",25.98
"297","2017-07-27",25.68
"298","2017-07-28",25.908001
"299","2017-07-31",25.879999
"300","2017-08-01",25.799999
"301","2017-08-02",25.99
"302","2017-08-03",25.620001
"303","2017-08-04",25.775
"304","2017-08-07",25.764999
"305","2017-08-08",25.767
"306","2017-08-09",25.73
"307","2017-08-10",25.870001
"308","2017-08-11",25.75
"309","2017-08-14",25.75
"310","2017-08-15",25.75
"311","2017-08-16",25.690001
"312","2017-08-17",25.535999
"313","2017-08-18",25.625999
"314","2017-08-21",25.59
"315","2017-08-22",25.67
"316","2017-08-23",25.513
"317","2017-08-24",25.73
"318","2017-08-25",25.799999
"319","2017-08-28",25.58
"320","2017-08-29",25.75
"321","2017-08-30",25.809999
"322","2017-08-31",25.799
"323","2017-09-01",25.799999
"324","2017-09-05",25.73
"325","2017-09-06",25.73
"326","2017-09-07",25.639999
"327","2017-09-08",25.725
"328","2017-09-11",25.73
"329","2017-09-12",25.700001
"330","2017-09-13",25.799
"331","2017-09-14",25.669001
"332","2017-09-15",25.768999
"333","2017-09-18",25.639999
"334","2017-09-19",25.629999
"335","2017-09-20",25.662001
"336","2017-09-21",25.9
"337","2017-09-22",26.190001
"338","2017-09-25",26.030001
"339","2017-09-26",25.951
"340","2017-09-27",26.014999
"341","2017-09-28",25.91
"342","2017-09-29",26
"343","2017-10-02",25.93
"344","2017-10-03",26
"345","2017-10-04",25.99
"346","2017-10-05",25.950001
"347","2017-10-06",26.01
"348","2017-10-09",25.99
"349","2017-10-10",25.99
"350","2017-10-11",25.91
"351","2017-10-12",25.950001
"352","2017-10-13",26.062
"353","2017-10-16",25.987
"354","2017-10-17",26
"355","2017-10-18",26
"356","2017-10-19",25.82
"357","2017-10-20",25.84
"358","2017-10-23",26.152
"359","2017-10-24",26
"360","2017-10-25",25.982
"361","2017-10-26",26
"362","2017-10-27",25.865
"363","2017-10-30",25.865
"364","2017-10-31",26
"365","2017-11-01",26.139
"366","2017-11-02",25.987
"367","2017-11-03",26
"368","2017-11-06",25.99
"369","2017-11-07",26.059999
"370","2017-11-08",26.049999
"371","2017-11-09",25.99
"372","2017-11-10",26
"373","2017-11-13",25.99
"374","2017-11-14",26
"375","2017-11-15",26
"376","2017-11-16",26
"377","2017-11-17",25.99
"378","2017-11-20",25.993999
"379","2017-11-21",25.966999
"380","2017-11-22",26
"381","2017-11-24",26
"382","2017-11-27",25.92
"383","2017-11-28",25.879999
"384","2017-11-29",25.860001
"385","2017-11-30",25.91
"386","2017-12-01",26
"387","2017-12-04",25.903
"388","2017-12-05",25.940001
"389","2017-12-06",26
"390","2017-12-07",26.040001
"391","2017-12-08",25.879999
"392","2017-12-11",25.950001
"393","2017-12-12",25.93
"394","2017-12-13",25.99
"395","2017-12-14",25.950001
"396","2017-12-15",25.999001
"397","2017-12-18",26
"398","2017-12-19",25.91
"399","2017-12-20",25.85
"400","2017-12-21",25.950001
"401","2017-12-22",25.796
"402","2017-12-26",25.950001
"403","2017-12-27",25.91
"404","2017-12-28",25.879999
"405","2017-12-29",25.9
"406","2018-01-02",25.860001
"407","2018-01-03",25.84
"408","2018-01-04",25.73
"409","2018-01-05",25.950001
"410","2018-01-08",25.809999
"411","2018-01-09",25.98
"412","2018-01-10",25.85
"413","2018-01-11",25.82
"414","2018-01-12",25.98
"415","2018-01-16",25.98
"416","2018-01-17",25.927999
"417","2018-01-18",25.969999
"418","2018-01-19",25.945999
"419","2018-01-22",26
"420","2018-01-23",26.09
"421","2018-01-24",25.945
"422","2018-01-25",25.947001
"423","2018-01-26",25.905001
"424","2018-01-29",25.76
"425","2018-01-30",25.572001
"426","2018-01-31",25.5
"427","2018-02-01",25.709999
"428","2018-02-02",25.77
"429","2018-02-05",25.51
"430","2018-02-06",25.320999
"431","2018-02-07",25.540001
"432","2018-02-08",25.322001
"433","2018-02-09",25.322001
"434","2018-02-12",25.360001
"435","2018-02-13",25.309999
"436","2018-02-14",25.25
"437","2018-02-15",25.18
"438","2018-02-16",25.153
"439","2018-02-20",25.25
"440","2018-02-21",25.23
"441","2018-02-22",25.200001
"442","2018-02-23",25.23
"443","2018-02-26",25.030001
"444","2018-02-27",25.104
"445","2018-02-28",25.129999
"446","2018-03-01",25.15
"447","2018-03-02",25.08
"448","2018-03-05",24.9
"449","2018-03-06",25.1
"450","2018-03-07",25.051001
"451","2018-03-08",25.049999
"452","2018-03-09",24.971001
"453","2018-03-12",24.987
"454","2018-03-13",24.959999
"455","2018-03-14",24.98
"456","2018-03-15",24.99
"457","2018-03-16",24.98
"458","2018-03-19",24.9
"459","2018-03-20",24.9
"460","2018-03-21",24.950001
"461","2018-03-22",24.950001
"462","2018-03-23",24.92
"463","2018-03-26",24.940001
"464","2018-03-27",24.85
"465","2018-03-28",24.85
"466","2018-03-29",24.826
"467","2018-04-02",24.799999
"468","2018-04-03",24.93
"469","2018-04-04",24.93
"470","2018-04-05",24.915001
"471","2018-04-06",24.944
"472","2018-04-09",24.98
"473","2018-04-10",24.9
"474","2018-04-11",25
"475","2018-04-12",25
