"","date","USFD"
"1","2016-05-26",24.91
"2","2016-05-27",25.030001
"3","2016-05-31",24.99
"4","2016-06-01",25.35
"5","2016-06-02",25.280001
"6","2016-06-03",25.290001
"7","2016-06-06",25.309999
"8","2016-06-07",25.4
"9","2016-06-08",25.219999
"10","2016-06-09",24.950001
"11","2016-06-10",24.719999
"12","2016-06-13",24.280001
"13","2016-06-14",23.67
"14","2016-06-15",23.99
"15","2016-06-16",23.74
"16","2016-06-17",23.959999
"17","2016-06-20",23.559999
"18","2016-06-21",23.889999
"19","2016-06-22",23.57
"20","2016-06-23",23.18
"21","2016-06-24",23.34
"22","2016-06-27",23.76
"23","2016-06-28",24.23
"24","2016-06-29",24.389999
"25","2016-06-30",24.24
"26","2016-07-01",24.48
"27","2016-07-05",24.209999
"28","2016-07-06",24.950001
"29","2016-07-07",25.02
"30","2016-07-08",25.08
"31","2016-07-11",25.4
"32","2016-07-12",25.43
"33","2016-07-13",25.5
"34","2016-07-14",25.41
"35","2016-07-15",24.92
"36","2016-07-18",25.299999
"37","2016-07-19",25.290001
"38","2016-07-20",25.440001
"39","2016-07-21",25.48
"40","2016-07-22",25.1
"41","2016-07-25",24.85
"42","2016-07-26",24.65
"43","2016-07-27",24.049999
"44","2016-07-28",24.26
"45","2016-07-29",24.16
"46","2016-08-01",24.02
"47","2016-08-02",24.030001
"48","2016-08-03",24.07
"49","2016-08-04",23.700001
"50","2016-08-05",23.709999
"51","2016-08-08",23.65
"52","2016-08-09",24.219999
"53","2016-08-10",23.99
"54","2016-08-11",23.799999
"55","2016-08-12",24.040001
"56","2016-08-15",24.540001
"57","2016-08-16",24.35
"58","2016-08-17",23.870001
"59","2016-08-18",24.040001
"60","2016-08-19",24.65
"61","2016-08-22",25
"62","2016-08-23",24.950001
"63","2016-08-24",24.51
"64","2016-08-25",24.76
"65","2016-08-26",24.76
"66","2016-08-29",24.35
"67","2016-08-30",24.190001
"68","2016-08-31",24.25
"69","2016-09-01",24.17
"70","2016-09-02",24.75
"71","2016-09-06",24.709999
"72","2016-09-07",24.530001
"73","2016-09-08",23.99
"74","2016-09-09",23.440001
"75","2016-09-12",23.51
"76","2016-09-13",23.26
"77","2016-09-14",23.58
"78","2016-09-15",23.43
"79","2016-09-16",22.99
"80","2016-09-19",23.120001
"81","2016-09-20",23.15
"82","2016-09-21",23.280001
"83","2016-09-22",23.52
"84","2016-09-23",23.77
"85","2016-09-26",23.469999
"86","2016-09-27",23.41
"87","2016-09-28",23.83
"88","2016-09-29",23.43
"89","2016-09-30",23.610001
"90","2016-10-03",23.57
"91","2016-10-04",23.49
"92","2016-10-05",23.32
"93","2016-10-06",23.24
"94","2016-10-07",23.34
"95","2016-10-10",23.32
"96","2016-10-11",23.030001
"97","2016-10-12",23.01
"98","2016-10-13",22.860001
"99","2016-10-14",22.93
"100","2016-10-17",22.92
"101","2016-10-18",22.92
"102","2016-10-19",23.02
"103","2016-10-20",23.049999
"104","2016-10-21",22.92
"105","2016-10-24",22.99
"106","2016-10-25",22.860001
"107","2016-10-26",22.719999
"108","2016-10-27",22.51
"109","2016-10-28",22.799999
"110","2016-10-31",22.6
"111","2016-11-01",22.469999
"112","2016-11-02",22.66
"113","2016-11-03",22.379999
"114","2016-11-04",22.440001
"115","2016-11-07",23.08
"116","2016-11-08",23.459999
"117","2016-11-09",23.33
"118","2016-11-10",23.049999
"119","2016-11-11",23.5
"120","2016-11-14",23.879999
"121","2016-11-15",23.85
"122","2016-11-16",24
"123","2016-11-17",23.6
"124","2016-11-18",23.129999
"125","2016-11-21",23.200001
"126","2016-11-22",23.58
"127","2016-11-23",23.459999
"128","2016-11-25",23.75
"129","2016-11-28",23.209999
"130","2016-11-29",23.299999
"131","2016-11-30",22.860001
"132","2016-12-01",22.629999
"133","2016-12-02",23.32
"134","2016-12-05",23.690001
"135","2016-12-06",24.120001
"136","2016-12-07",24.52
"137","2016-12-08",24.6
"138","2016-12-09",25.459999
"139","2016-12-12",25.370001
"140","2016-12-13",25.6
"141","2016-12-14",25.549999
"142","2016-12-15",26.110001
"143","2016-12-16",26.9
"144","2016-12-19",26.889999
"145","2016-12-20",26.73
"146","2016-12-21",26.76
"147","2016-12-22",26.940001
"148","2016-12-23",26.940001
"149","2016-12-27",27
"150","2016-12-28",26.950001
"151","2016-12-29",27.25
"152","2016-12-30",27.48
"153","2017-01-03",27.540001
"154","2017-01-04",27.49
"155","2017-01-05",27.360001
"156","2017-01-06",27.07
"157","2017-01-09",27.1
"158","2017-01-10",26.959999
"159","2017-01-11",27.01
"160","2017-01-12",26.65
"161","2017-01-13",26.5
"162","2017-01-17",26.17
"163","2017-01-18",26.379999
"164","2017-01-19",25.77
"165","2017-01-20",26.07
"166","2017-01-23",25.780001
"167","2017-01-24",25.940001
"168","2017-01-25",26.26
"169","2017-01-26",26.57
"170","2017-01-27",26.790001
"171","2017-01-30",27.16
"172","2017-01-31",27.200001
"173","2017-02-01",27.1
"174","2017-02-02",27.25
"175","2017-02-03",27.27
"176","2017-02-06",26.98
"177","2017-02-07",27.01
"178","2017-02-08",26.83
"179","2017-02-09",27.24
"180","2017-02-10",27.469999
"181","2017-02-13",27.5
"182","2017-02-14",27.190001
"183","2017-02-15",27.200001
"184","2017-02-16",26.950001
"185","2017-02-17",27.620001
"186","2017-02-21",27.629999
"187","2017-02-22",27.809999
"188","2017-02-23",27.629999
"189","2017-02-24",27.83
"190","2017-02-27",27.860001
"191","2017-02-28",27.549999
"192","2017-03-01",27.620001
"193","2017-03-02",27.559999
"194","2017-03-03",27.530001
"195","2017-03-06",27.49
"196","2017-03-07",27.309999
"197","2017-03-08",27.34
"198","2017-03-09",27.440001
"199","2017-03-10",27.26
