"","date","ADMP"
"1","2007-01-03",10.2
"2","2007-01-04",10.2
"3","2007-01-05",11.9
"4","2007-01-08",11.9
"5","2007-01-09",10.2
"6","2007-01-10",11.9
"7","2007-01-11",11.9
"8","2007-01-12",8.5
"9","2007-01-16",10.2
"10","2007-01-17",8.5
"11","2007-01-18",8.5
"12","2007-01-19",8.5
"13","2007-01-22",8.5
"14","2007-01-23",8.5
"15","2007-01-24",8.5
"16","2007-01-25",10.2
"17","2007-01-26",8.5
"18","2007-01-29",8.5
"19","2007-01-30",8.5
"20","2007-01-31",8.5
"21","2007-02-01",8.5
"22","2007-02-02",6.8
"23","2007-02-05",6.8
"24","2007-02-06",8.5
"25","2007-02-07",6.8
"26","2007-02-08",5.1
"27","2007-02-09",6.8
"28","2007-02-12",6.8
"29","2007-02-13",8.5
"30","2007-02-14",10.2
"31","2007-02-15",8.5
"32","2007-02-16",8.5
"33","2007-02-20",10.2
"34","2007-02-21",10.2
"35","2007-02-22",10.2
"36","2007-02-23",10.2
"37","2007-02-26",11.9
"38","2007-02-27",10.2
"39","2007-02-28",10.2
"40","2007-03-01",10.2
"41","2007-03-02",11.9
"42","2007-03-05",11.9
"43","2007-03-06",15.3
"44","2007-03-07",15.3
"45","2007-03-08",15.3
"46","2007-03-09",15.3
"47","2007-03-12",15.3
"48","2007-03-13",15.3
"49","2007-03-14",15.3
"50","2007-03-15",15.3
"51","2007-03-16",15.3
"52","2007-03-19",15.3
"53","2007-03-20",15.3
"54","2007-03-21",17
"55","2007-03-22",15.3
"56","2007-03-23",15.3
"57","2007-03-26",15.3
"58","2007-03-27",15.3
"59","2007-03-28",15.3
"60","2007-03-29",15.3
"61","2007-03-30",17
"62","2007-04-02",15.3
"63","2007-04-03",17
"64","2007-04-04",17
"65","2007-04-05",15.3
"66","2007-04-09",15.3
"67","2007-04-10",15.3
"68","2007-04-11",15.3
"69","2007-04-12",13.6
"70","2007-04-13",13.6
"71","2007-04-16",15.3
"72","2007-04-17",11.9
"73","2007-04-18",13.6
"74","2007-04-19",11.9
"75","2007-04-20",11.9
"76","2007-04-23",11.9
"77","2007-04-24",11.9
"78","2007-04-25",11.9
"79","2007-04-26",15.3
"80","2007-04-27",17
"81","2007-04-30",15.3
"82","2007-05-01",17
"83","2007-05-02",17
"84","2007-05-03",17
"85","2007-05-04",15.3
"86","2007-05-07",13.6
"87","2007-05-08",13.6
"88","2007-05-09",17
"89","2007-05-10",13.6
"90","2007-05-11",13.6
"91","2007-05-14",13.6
"92","2007-05-15",13.6
"93","2007-05-16",13.6
"94","2007-05-17",13.6
"95","2007-05-18",13.6
"96","2007-05-21",13.6
"97","2007-05-22",13.6
"98","2007-05-23",13.6
"99","2007-05-24",13.6
"100","2007-05-25",13.6
"101","2007-05-29",13.6
"102","2007-05-30",15.3
"103","2007-05-31",13.6
"104","2007-06-01",13.6
"105","2007-06-04",15.3
"106","2007-06-05",15.3
"107","2007-06-06",13.6
"108","2007-06-07",15.3
"109","2007-06-08",17
"110","2007-06-11",17
"111","2007-06-12",17
"112","2007-06-13",13.6
"113","2007-06-14",13.6
"114","2007-06-15",13.6
"115","2007-06-18",13.6
"116","2007-06-19",13.6
"117","2007-06-20",13.6
"118","2007-06-21",13.6
"119","2007-06-22",17
"120","2007-06-25",17
"121","2007-06-26",13.6
"122","2007-06-27",13.6
"123","2007-06-28",15.3
"124","2007-06-29",15.3
"125","2007-07-02",15.3
"126","2007-07-03",13.6
"127","2007-07-05",15.3
"128","2007-07-06",15.3
"129","2007-07-09",15.3
"130","2007-07-10",15.3
"131","2007-07-11",15.3
"132","2007-07-12",15.3
"133","2007-07-13",15.3
"134","2007-07-16",15.3
"135","2007-07-17",13.6
"136","2007-07-18",13.6
"137","2007-07-19",13.6
"138","2007-07-20",13.6
"139","2007-07-23",13.6
"140","2007-07-24",13.6
"141","2007-07-25",13.6
"142","2007-07-26",13.6
"143","2007-07-27",13.6
"144","2007-07-30",13.6
"145","2007-07-31",13.6
"146","2007-08-01",13.6
"147","2007-08-02",13.6
"148","2007-08-03",15.3
"149","2007-08-06",13.6
"150","2007-08-07",13.6
"151","2007-08-08",13.6
"152","2007-08-09",13.6
"153","2007-08-10",13.6
"154","2007-08-13",13.6
"155","2007-08-14",13.6
"156","2007-08-15",11.9
"157","2007-08-16",11.9
"158","2007-08-17",11.9
"159","2007-08-20",13.6
"160","2007-08-21",11.9
"161","2007-08-22",11.9
"162","2007-08-23",11.9
"163","2007-08-24",11.9
"164","2007-08-27",11.9
"165","2007-08-28",11.9
"166","2007-08-29",11.9
"167","2007-08-30",11.9
"168","2007-08-31",11.9
"169","2007-09-04",11.9
"170","2007-09-05",11.9
"171","2007-09-06",11.9
"172","2007-09-07",11.9
"173","2007-09-10",11.9
"174","2007-09-11",11.9
"175","2007-09-12",11.9
"176","2007-09-13",13.6
"177","2007-09-14",11.9
"178","2007-09-17",8.5
"179","2007-09-18",11.9
"180","2007-09-19",10.2
"181","2007-09-20",10.2
"182","2007-09-21",11.9
"183","2007-09-24",8.5
"184","2007-09-25",8.5
"185","2007-09-26",10.2
"186","2007-09-27",10.2
"187","2007-09-28",10.2
"188","2007-10-01",10.2
"189","2007-10-02",13.6
"190","2007-10-03",13.6
"191","2007-10-04",11.9
"192","2007-10-05",11.9
"193","2007-10-08",10.2
"194","2007-10-09",10.2
"195","2007-10-10",10.2
"196","2007-10-11",10.2
"197","2007-10-12",11.9
"198","2007-10-15",13.6
"199","2007-10-16",11.9
"200","2007-10-17",11.9
"201","2007-10-18",11.9
"202","2007-10-19",11.9
"203","2007-10-22",11.9
"204","2007-10-23",11.9
"205","2007-10-24",11.9
"206","2007-10-25",11.9
"207","2007-10-26",11.9
"208","2007-10-29",11.9
"209","2007-10-30",11.9
"210","2007-10-31",11.9
"211","2007-11-01",11.9
"212","2007-11-02",11.9
"213","2007-11-05",13.6
"214","2007-11-06",11.9
"215","2007-11-07",11.9
"216","2007-11-08",11.9
"217","2007-11-09",11.9
"218","2007-11-12",11.9
"219","2007-11-13",10.2
"220","2007-11-14",11.9
"221","2007-11-15",11.9
"222","2007-11-16",10.2
"223","2007-11-19",8.5
"224","2007-11-20",10.2
"225","2007-11-21",10.2
"226","2007-11-23",10.2
"227","2007-11-26",10.2
"228","2007-11-27",11.9
"229","2007-11-28",11.9
"230","2007-11-29",10.2
"231","2007-11-30",10.2
"232","2007-12-03",10.2
"233","2007-12-04",10.2
"234","2007-12-05",10.2
"235","2007-12-06",10.2
"236","2007-12-07",10.2
"237","2007-12-10",10.2
"238","2007-12-11",10.2
"239","2007-12-12",10.2
"240","2007-12-13",6.8
"241","2007-12-14",8.5
"242","2007-12-17",8.5
"243","2007-12-18",8.5
"244","2007-12-19",8.5
"245","2007-12-20",6.8
"246","2007-12-21",6.8
"247","2007-12-24",8.5
"248","2007-12-26",6.8
"249","2007-12-27",6.8
"250","2007-12-28",8.5
"251","2007-12-31",8.5
"252","2008-01-02",8.5
"253","2008-01-03",6.8
"254","2008-01-04",6.8
"255","2008-01-07",6.8
"256","2008-01-08",8.5
"257","2008-01-09",6.8
"258","2008-01-10",8.5
"259","2008-01-11",8.5
"260","2008-01-14",8.5
"261","2008-01-15",8.5
"262","2008-01-16",11.9
"263","2008-01-17",11.9
"264","2008-01-18",11.9
"265","2008-01-22",8.5
"266","2008-01-23",8.5
"267","2008-01-24",8.5
"268","2008-01-25",8.5
"269","2008-01-28",10.2
"270","2008-01-29",8.5
"271","2008-01-30",8.5
"272","2008-01-31",10.2
"273","2008-02-01",10.2
"274","2008-02-04",10.2
"275","2008-02-05",11.9
"276","2008-02-06",10.2
"277","2008-02-07",11.9
"278","2008-02-08",10.2
"279","2008-02-11",11.9
"280","2008-02-12",13.6
"281","2008-02-13",13.6
"282","2008-02-14",10.2
"283","2008-02-15",10.2
"284","2008-02-19",10.2
"285","2008-02-20",10.2
"286","2008-02-21",10.2
"287","2008-02-22",10.2
"288","2008-02-25",8.5
"289","2008-02-26",8.5
"290","2008-02-27",11.9
"291","2008-02-28",10.2
"292","2008-02-29",10.2
"293","2008-03-03",10.2
"294","2008-03-04",10.2
"295","2008-03-05",10.2
"296","2008-03-06",10.2
"297","2008-03-07",10.2
"298","2008-03-10",10.2
"299","2008-03-11",11.9
"300","2008-03-12",8.5
"301","2008-03-13",8.5
"302","2008-03-14",5.1
"303","2008-03-17",5.1
"304","2008-03-18",6.8
"305","2008-03-19",6.8
"306","2008-03-20",6.8
"307","2008-03-24",6.8
"308","2008-03-25",6.8
"309","2008-03-26",8.5
"310","2008-03-27",8.5
"311","2008-03-28",8.5
"312","2008-03-31",8.5
"313","2008-04-01",8.5
"314","2008-04-02",8.5
"315","2008-04-03",8.5
"316","2008-04-04",8.5
"317","2008-04-07",8.5
"318","2008-04-08",8.5
"319","2008-04-09",8.5
"320","2008-04-10",6.8
"321","2008-04-11",6.8
"322","2008-04-14",8.5
"323","2008-04-15",6.8
"324","2008-04-16",8.5
"325","2008-04-17",8.5
"326","2008-04-18",8.5
"327","2008-04-21",8.5
"328","2008-04-22",8.5
"329","2008-04-23",8.5
"330","2008-04-24",8.5
"331","2008-04-25",8.5
"332","2008-04-28",8.5
"333","2008-04-29",8.5
"334","2008-04-30",8.5
"335","2008-05-01",8.5
"336","2008-05-02",8.5
"337","2008-05-05",8.5
"338","2008-05-06",8.5
"339","2008-05-07",8.5
"340","2008-05-08",8.5
"341","2008-05-09",8.5
"342","2008-05-12",8.5
"343","2008-05-13",8.5
"344","2008-05-14",10.2
"345","2008-05-15",11.9
"346","2008-05-16",11.9
"347","2008-05-19",11.9
"348","2008-05-20",13.6
"349","2008-05-21",17
"350","2008-05-22",15.3
"351","2008-05-23",15.3
"352","2008-05-27",15.3
"353","2008-05-28",15.3
"354","2008-05-29",11.9
"355","2008-05-30",11.9
"356","2008-06-02",11.9
"357","2008-06-03",11.9
"358","2008-06-04",15.3
"359","2008-06-05",15.3
"360","2008-06-06",15.3
"361","2008-06-09",15.3
"362","2008-06-10",15.3
"363","2008-06-11",15.3
"364","2008-06-12",11.9
"365","2008-06-13",11.9
"366","2008-06-16",11.9
"367","2008-06-17",11.9
"368","2008-06-18",13.6
"369","2008-06-19",13.6
"370","2008-06-20",13.6
"371","2008-06-23",11.9
"372","2008-06-24",15.3
"373","2008-06-25",15.3
"374","2008-06-26",8.5
"375","2008-06-27",10.2
"376","2008-06-30",11.9
"377","2008-07-01",11.9
"378","2008-07-02",11.9
"379","2008-07-03",11.9
"380","2008-07-07",8.5
"381","2008-07-08",13.6
"382","2008-07-09",8.5
"383","2008-07-10",8.5
"384","2008-07-11",13.6
"385","2008-07-14",8.5
"386","2008-07-15",8.5
"387","2008-07-16",8.5
"388","2008-07-17",8.5
"389","2008-07-18",8.5
"390","2008-07-21",8.5
"391","2008-07-22",8.5
"392","2008-07-23",8.5
"393","2008-07-24",8.5
"394","2008-07-25",15.3
"395","2008-07-28",11.9
"396","2008-07-29",13.6
"397","2008-07-30",11.9
"398","2008-07-31",11.9
"399","2008-08-01",11.9
"400","2008-08-04",11.9
"401","2008-08-05",11.9
"402","2008-08-06",11.9
"403","2008-08-07",13.6
"404","2008-08-08",11.9
"405","2008-08-11",10.2
"406","2008-08-12",10.2
"407","2008-08-13",10.2
"408","2008-08-14",10.2
"409","2008-08-15",11.9
"410","2008-08-18",8.5
"411","2008-08-19",8.5
"412","2008-08-20",8.5
"413","2008-08-21",8.5
"414","2008-08-22",8.5
"415","2008-08-25",8.5
"416","2008-08-26",11.9
"417","2008-08-27",11.9
"418","2008-08-28",11.9
"419","2008-08-29",11.9
"420","2008-09-02",6.8
"421","2008-09-03",6.8
"422","2008-09-04",6.8
"423","2008-09-05",11.9
"424","2008-09-08",11.9
"425","2008-09-09",11.9
"426","2008-09-10",11.9
"427","2008-09-11",11.9
"428","2008-09-12",10.2
"429","2008-09-15",10.2
"430","2008-09-16",10.2
"431","2008-09-17",11.9
"432","2008-09-18",6.8
"433","2008-09-19",6.8
"434","2008-09-22",11.9
"435","2008-09-23",11.9
"436","2008-09-24",8.5
"437","2008-09-25",10.2
"438","2008-09-26",11.9
"439","2008-09-29",10.2
"440","2008-09-30",6.8
"441","2008-10-01",10.2
"442","2008-10-02",10.2
"443","2008-10-03",10.2
"444","2008-10-06",10.2
"445","2008-10-07",6.8
"446","2008-10-08",8.5
"447","2008-10-09",8.5
"448","2008-10-10",5.1
"449","2008-10-13",5.1
"450","2008-10-14",5.1
"451","2008-10-15",5.1
"452","2008-10-16",5.1
"453","2008-10-17",5.1
"454","2008-10-20",5.1
"455","2008-10-21",5.1
"456","2008-10-22",5.1
"457","2008-10-23",5.1
"458","2008-10-24",5.1
"459","2008-10-27",5.1
"460","2008-10-28",5.1
"461","2008-10-29",5.1
"462","2008-10-30",10.2
"463","2008-10-31",10.2
"464","2008-11-03",8.5
"465","2008-11-04",10.2
"466","2008-11-05",11.9
"467","2008-11-06",11.9
"468","2008-11-07",11.9
"469","2008-11-10",8.5
"470","2008-11-11",8.5
"471","2008-11-12",11.9
"472","2008-11-13",11.9
"473","2008-11-14",10.2
"474","2008-11-17",10.2
