"","date","HOG"
"1","2007-01-03",70.160004
"2","2007-01-04",70.660004
"3","2007-01-05",69.529999
"4","2007-01-08",70.300003
"5","2007-01-09",71.68
"6","2007-01-10",72.290001
"7","2007-01-11",73.849998
"8","2007-01-12",72.800003
"9","2007-01-16",72.449997
"10","2007-01-17",72.839996
"11","2007-01-18",70.949997
"12","2007-01-19",71.599998
"13","2007-01-22",71.620003
"14","2007-01-23",72.010002
"15","2007-01-24",72.370003
"16","2007-01-25",70.760002
"17","2007-01-26",70.889999
"18","2007-01-29",70.089996
"19","2007-01-30",69.550003
"20","2007-01-31",68.269997
"21","2007-02-01",68.760002
"22","2007-02-02",70.099998
"23","2007-02-05",69.160004
"24","2007-02-06",69.910004
"25","2007-02-07",70
"26","2007-02-08",69.360001
"27","2007-02-09",67.800003
"28","2007-02-12",68.269997
"29","2007-02-13",67.849998
"30","2007-02-14",68.910004
"31","2007-02-15",69.089996
"32","2007-02-16",68.040001
"33","2007-02-20",69.809998
"34","2007-02-21",70.239998
"35","2007-02-22",69.43
"36","2007-02-23",69.010002
"37","2007-02-26",68.699997
"38","2007-02-27",66.309998
"39","2007-02-28",65.860001
"40","2007-03-01",65.010002
"41","2007-03-02",63.77
"42","2007-03-05",64.269997
"43","2007-03-06",64.339996
"44","2007-03-07",63.299999
"45","2007-03-08",63.540001
"46","2007-03-09",63.369999
"47","2007-03-12",62.23
"48","2007-03-13",60.52
"49","2007-03-14",61
"50","2007-03-15",60.990002
"51","2007-03-16",60.779999
"52","2007-03-19",61.540001
"53","2007-03-20",61.450001
"54","2007-03-21",61.450001
"55","2007-03-22",61.110001
"56","2007-03-23",61.200001
"57","2007-03-26",60.75
"58","2007-03-27",59.529999
"59","2007-03-28",58.279999
"60","2007-03-29",58.349998
"61","2007-03-30",58.75
"62","2007-04-02",59.290001
"63","2007-04-03",59.580002
"64","2007-04-04",60.619999
"65","2007-04-05",61.560001
"66","2007-04-09",62.16
"67","2007-04-10",62.549999
"68","2007-04-11",61.299999
"69","2007-04-12",61.48
"70","2007-04-13",61.150002
"71","2007-04-16",61.32
"72","2007-04-17",61.82
"73","2007-04-18",61.259998
"74","2007-04-19",63.220001
"75","2007-04-20",64.82
"76","2007-04-23",65.169998
"77","2007-04-24",64.639999
"78","2007-04-25",65.550003
"79","2007-04-26",65.339996
"80","2007-04-27",64.260002
"81","2007-04-30",63.32
"82","2007-05-01",63.439999
"83","2007-05-02",63.950001
"84","2007-05-03",63.349998
"85","2007-05-04",63.290001
"86","2007-05-07",63.360001
"87","2007-05-08",63.630001
"88","2007-05-09",64.519997
"89","2007-05-10",63.860001
"90","2007-05-11",64.959999
"91","2007-05-14",64.809998
"92","2007-05-15",63.040001
"93","2007-05-16",62.330002
"94","2007-05-17",62.029999
"95","2007-05-18",62.900002
"96","2007-05-21",62.880001
"97","2007-05-22",63.490002
"98","2007-05-23",63.830002
"99","2007-05-24",62.610001
"100","2007-05-25",62.139999
"101","2007-05-29",61.790001
"102","2007-05-30",62.029999
"103","2007-05-31",61.09
"104","2007-06-01",62.220001
"105","2007-06-04",61.970001
"106","2007-06-05",61.43
"107","2007-06-06",60.740002
"108","2007-06-07",59.73
"109","2007-06-08",60.439999
"110","2007-06-11",59.650002
"111","2007-06-12",58.950001
"112","2007-06-13",60.689999
"113","2007-06-14",60.790001
"114","2007-06-15",60.810001
"115","2007-06-18",60.82
"116","2007-06-19",60.700001
"117","2007-06-20",59.580002
"118","2007-06-21",60.119999
"119","2007-06-22",62.549999
"120","2007-06-25",60.639999
"121","2007-06-26",59.849998
"122","2007-06-27",59.869999
"123","2007-06-28",59.790001
"124","2007-06-29",59.610001
"125","2007-07-02",60.52
"126","2007-07-03",60.709999
"127","2007-07-05",60.09
"128","2007-07-06",60.98
"129","2007-07-09",62.810001
"130","2007-07-10",60.779999
"131","2007-07-11",61.419998
"132","2007-07-12",62.189999
"133","2007-07-13",62.48
"134","2007-07-16",61.630001
"135","2007-07-17",60.98
"136","2007-07-18",61.150002
"137","2007-07-19",59.369999
"138","2007-07-20",58.209999
"139","2007-07-23",57.68
"140","2007-07-24",58.27
"141","2007-07-25",58.66
"142","2007-07-26",57.299999
"143","2007-07-27",56.400002
"144","2007-07-30",57.150002
"145","2007-07-31",57.32
"146","2007-08-01",57.810001
"147","2007-08-02",56.970001
"148","2007-08-03",55.200001
"149","2007-08-06",56.720001
"150","2007-08-07",56.619999
"151","2007-08-08",58.130001
"152","2007-08-09",57.919998
"153","2007-08-10",57.200001
"154","2007-08-13",55.34
"155","2007-08-14",54.990002
"156","2007-08-15",53.720001
"157","2007-08-16",54.57
"158","2007-08-17",55.619999
"159","2007-08-20",55.119999
"160","2007-08-21",56.709999
"161","2007-08-22",56.34
"162","2007-08-23",55.130001
"163","2007-08-24",54.32
"164","2007-08-27",54.040001
"165","2007-08-28",53.09
"166","2007-08-29",54.419998
"167","2007-08-30",54.040001
"168","2007-08-31",53.790001
"169","2007-09-04",55.060001
"170","2007-09-05",54.169998
"171","2007-09-06",54.09
"172","2007-09-07",49.09
"173","2007-09-10",47.459999
"174","2007-09-11",46.990002
"175","2007-09-12",47.349998
"176","2007-09-13",46.77
"177","2007-09-14",46.5
"178","2007-09-17",46.66
"179","2007-09-18",47.790001
"180","2007-09-19",48.59
"181","2007-09-20",48.150002
"182","2007-09-21",48.049999
"183","2007-09-24",47.18
"184","2007-09-25",46.509998
"185","2007-09-26",46.43
"186","2007-09-27",46.439999
"187","2007-09-28",46.209999
"188","2007-10-01",46.150002
"189","2007-10-02",46.700001
"190","2007-10-03",49.290001
"191","2007-10-04",48.240002
"192","2007-10-05",49.66
"193","2007-10-08",49.360001
"194","2007-10-09",51.119999
"195","2007-10-10",50.27
"196","2007-10-11",50.470001
"197","2007-10-12",50.09
"198","2007-10-15",49.18
"199","2007-10-16",48.220001
"200","2007-10-17",49.330002
"201","2007-10-18",48.950001
"202","2007-10-19",48.299999
"203","2007-10-22",48.610001
"204","2007-10-23",48.77
"205","2007-10-24",49.220001
"206","2007-10-25",49.889999
"207","2007-10-26",49.759998
"208","2007-10-29",51.25
"209","2007-10-30",50.77
"210","2007-10-31",51.5
"211","2007-11-01",49.450001
"212","2007-11-02",49.459999
"213","2007-11-05",48.459999
"214","2007-11-06",48.700001
"215","2007-11-07",48.119999
"216","2007-11-08",49.200001
"217","2007-11-09",48.16
"218","2007-11-12",48.240002
"219","2007-11-13",49.869999
"220","2007-11-14",48.669998
"221","2007-11-15",48.669998
"222","2007-11-16",47.880001
"223","2007-11-19",47.110001
"224","2007-11-20",45.09
"225","2007-11-21",46.450001
"226","2007-11-23",46.529999
"227","2007-11-26",46.450001
"228","2007-11-27",46.48
"229","2007-11-28",48.02
"230","2007-11-29",47.009998
"231","2007-11-30",48.02
"232","2007-12-03",46.869999
"233","2007-12-04",47.18
"234","2007-12-05",48.049999
"235","2007-12-06",49.049999
"236","2007-12-07",48.990002
"237","2007-12-10",48.369999
"238","2007-12-11",46.110001
"239","2007-12-12",45.720001
"240","2007-12-13",45.68
"241","2007-12-14",44.959999
"242","2007-12-17",45.619999
"243","2007-12-18",46.150002
"244","2007-12-19",46.299999
"245","2007-12-20",46.43
"246","2007-12-21",47.34
"247","2007-12-24",47.27
"248","2007-12-26",47.990002
"249","2007-12-27",47.18
"250","2007-12-28",47.150002
"251","2007-12-31",46.709999
"252","2008-01-02",45.610001
"253","2008-01-03",45.150002
"254","2008-01-04",42.380001
"255","2008-01-07",41.23
"256","2008-01-08",40.200001
"257","2008-01-09",41.150002
"258","2008-01-10",41.610001
"259","2008-01-11",39.84
"260","2008-01-14",40.490002
"261","2008-01-15",38.720001
"262","2008-01-16",39.630001
"263","2008-01-17",36.950001
"264","2008-01-18",37
"265","2008-01-22",36.849998
"266","2008-01-23",41.009998
"267","2008-01-24",40.119999
"268","2008-01-25",37.959999
"269","2008-01-28",39.130001
"270","2008-01-29",39.68
"271","2008-01-30",38.509998
"272","2008-01-31",40.639999
"273","2008-02-01",40.950001
"274","2008-02-04",40.080002
"275","2008-02-05",37.98
"276","2008-02-06",37.650002
"277","2008-02-07",38.029999
"278","2008-02-08",36.959999
"279","2008-02-11",37.34
"280","2008-02-12",38.959999
"281","2008-02-13",39.040001
"282","2008-02-14",37.759998
"283","2008-02-15",37.68
"284","2008-02-19",38.049999
"285","2008-02-20",38.09
"286","2008-02-21",37.529999
"287","2008-02-22",38.419998
"288","2008-02-25",39.310001
"289","2008-02-26",39.57
"290","2008-02-27",39.900002
"291","2008-02-28",39.349998
"292","2008-02-29",37.16
"293","2008-03-03",37.07
"294","2008-03-04",36.59
"295","2008-03-05",36.310001
"296","2008-03-06",35.810001
"297","2008-03-07",35.049999
"298","2008-03-10",34.68
"299","2008-03-11",36.669998
"300","2008-03-12",36.290001
"301","2008-03-13",36.799999
"302","2008-03-14",35.41
"303","2008-03-17",34.900002
"304","2008-03-18",36.830002
"305","2008-03-19",35.759998
"306","2008-03-20",38.23
"307","2008-03-24",40.650002
"308","2008-03-25",39.689999
"309","2008-03-26",38.970001
"310","2008-03-27",38.860001
"311","2008-03-28",37.93
"312","2008-03-31",37.5
"313","2008-04-01",39.110001
"314","2008-04-02",39.369999
"315","2008-04-03",39.389999
"316","2008-04-04",39.220001
"317","2008-04-07",39.419998
"318","2008-04-08",39.34
"319","2008-04-09",37.68
"320","2008-04-10",37.919998
"321","2008-04-11",37.060001
"322","2008-04-14",35.43
"323","2008-04-15",35.880001
"324","2008-04-16",36.790001
