"","date","MTDR"
"171","2012-10-04",10
"172","2012-10-05",9.79
"173","2012-10-08",9.54
"174","2012-10-09",9.58
"175","2012-10-10",9.52
"176","2012-10-11",9.64
"177","2012-10-12",9.44
"178","2012-10-15",9.34
"179","2012-10-16",9.4
"180","2012-10-17",9.33
"181","2012-10-18",9.35
"182","2012-10-19",9.31
"183","2012-10-22",9.09
"184","2012-10-23",8.92
"185","2012-10-24",8.84
"186","2012-10-25",8.93
"187","2012-10-26",8.77
"188","2012-10-31",8.83
"189","2012-11-01",9.08
"190","2012-11-02",8.87
"191","2012-11-05",8.97
"192","2012-11-06",9.07
"193","2012-11-07",8.63
"194","2012-11-08",8.43
"195","2012-11-09",8.49
"196","2012-11-12",8.34
"197","2012-11-13",8.36
"198","2012-11-14",8.51
"199","2012-11-15",8.5
"200","2012-11-16",8.5
"201","2012-11-19",8.6
"202","2012-11-20",8.5
"203","2012-11-21",8.75
"204","2012-11-23",8.84
"205","2012-11-26",8.97
"206","2012-11-27",8.64
"207","2012-11-28",8.92
"208","2012-11-29",8.95
"209","2012-11-30",8.89
"210","2012-12-03",8.8
"211","2012-12-04",8.4
"212","2012-12-05",8.44
"213","2012-12-06",8.24
"214","2012-12-07",8.3
"215","2012-12-10",8.26
"216","2012-12-11",8.28
"217","2012-12-12",8.17
"218","2012-12-13",7.88
"219","2012-12-14",8.11
"220","2012-12-17",8.06
"221","2012-12-18",8.16
"222","2012-12-19",8.4
"223","2012-12-20",8.43
"224","2012-12-21",8.31
"225","2012-12-24",8.03
"226","2012-12-26",8.02
"227","2012-12-27",8.01
"228","2012-12-28",7.88
"229","2012-12-31",8.2
"230","2013-01-02",8.05
"231","2013-01-03",8.4
"232","2013-01-04",8.36
"233","2013-01-07",8.33
"234","2013-01-08",8.42
"235","2013-01-09",8.26
"236","2013-01-10",8.29
"237","2013-01-11",8.2
"238","2013-01-14",7.99
"239","2013-01-15",8.18
"240","2013-01-16",8.1
"241","2013-01-17",8.25
"242","2013-01-18",8.07
"243","2013-01-22",8.05
"244","2013-01-23",7.92
"245","2013-01-24",8.04
"246","2013-01-25",8.02
"247","2013-01-28",8.01
"248","2013-01-29",7.96
"249","2013-01-30",7.86
"250","2013-01-31",7.9
"251","2013-02-01",7.8
"252","2013-02-04",7.72
"253","2013-02-05",7.94
"254","2013-02-06",8.01
"255","2013-02-07",7.94
"256","2013-02-08",8.17
"257","2013-02-11",7.99
"258","2013-02-12",8.05
"259","2013-02-13",7.99
"260","2013-02-14",8.06
"261","2013-02-15",8.03
"262","2013-02-19",8.06
"263","2013-02-20",7.78
"264","2013-02-21",8.02
"265","2013-02-22",8.06
"266","2013-02-25",7.77
"267","2013-02-26",7.89
"268","2013-02-27",8.03
"269","2013-02-28",7.81
"270","2013-03-01",7.76
"271","2013-03-04",7.74
"272","2013-03-05",7.78
"273","2013-03-06",7.82
"274","2013-03-07",8.13
"275","2013-03-08",8.21
"276","2013-03-11",8.2
"277","2013-03-12",8.18
"278","2013-03-13",8.02
"279","2013-03-14",8.8
"280","2013-03-15",8.86
"281","2013-03-18",8.81
"282","2013-03-19",8.83
"283","2013-03-20",8.86
"284","2013-03-21",8.8
"285","2013-03-22",8.84
"286","2013-03-25",8.87
"287","2013-03-26",8.9
"288","2013-03-27",8.92
"289","2013-03-28",8.86
"290","2013-04-01",8.81
"291","2013-04-02",8.65
"292","2013-04-03",8.55
"293","2013-04-04",8.58
"294","2013-04-05",8.49
"295","2013-04-08",8.66
"296","2013-04-09",8.64
"297","2013-04-10",8.8
"298","2013-04-11",8.83
"299","2013-04-12",8.79
"300","2013-04-15",8.52
"301","2013-04-16",8.95
"302","2013-04-17",8.85
"303","2013-04-18",9.37
"304","2013-04-19",9.33
"305","2013-04-22",9.63
"306","2013-04-23",9.67
"307","2013-04-24",9.98
"308","2013-04-25",9.79
"309","2013-04-26",9.88
"310","2013-04-29",9.97
"311","2013-04-30",9.87
"312","2013-05-01",9.41
"313","2013-05-02",9.46
"314","2013-05-03",9.55
"315","2013-05-06",9.57
"316","2013-05-07",9.64
"317","2013-05-08",9.73
"318","2013-05-09",9.47
"319","2013-05-10",9.53
"320","2013-05-13",9.47
"321","2013-05-14",9.62
"322","2013-05-15",9.65
"323","2013-05-16",9.56
"324","2013-05-17",9.6
"325","2013-05-20",9.6
"326","2013-05-21",9.53
"327","2013-05-22",9.52
"328","2013-05-23",9.68
"329","2013-05-24",9.6
"330","2013-05-28",9.9
"331","2013-05-29",9.92
"332","2013-05-30",9.87
"333","2013-05-31",9.98
"334","2013-06-03",9.96
"335","2013-06-04",9.9
"336","2013-06-05",9.9
"337","2013-06-06",10.03
"338","2013-06-07",10.14
"339","2013-06-10",10.24
"340","2013-06-11",10.22
"341","2013-06-12",10.31
"342","2013-06-13",10.8
"343","2013-06-14",10.82
"344","2013-06-17",11.44
"345","2013-06-18",11.52
"346","2013-06-19",11.5
"347","2013-06-20",11.17
"348","2013-06-21",11.53
"349","2013-06-24",12.02
"350","2013-06-25",12.08
"351","2013-06-26",11.96
"352","2013-06-27",11.89
"353","2013-06-28",11.98
"354","2013-07-01",12.04
"355","2013-07-02",11.94
"356","2013-07-03",12
"357","2013-07-05",12.17
"358","2013-07-08",11.7
"359","2013-07-09",11.72
"360","2013-07-10",11.7
"361","2013-07-11",11.69
"362","2013-07-12",11.76
"363","2013-07-15",11.52
"364","2013-07-16",11.68
"365","2013-07-17",11.78
"366","2013-07-18",12.45
"367","2013-07-19",12.53
"368","2013-07-22",12.78
"369","2013-07-23",13.01
"370","2013-07-24",12.83
"371","2013-07-25",12.89
"372","2013-07-26",13.03
"373","2013-07-29",13.02
"374","2013-07-30",13.05
"375","2013-07-31",13.1
"376","2013-08-01",13.17
"377","2013-08-02",13.26
"378","2013-08-05",13.41
"379","2013-08-06",13.5
"380","2013-08-07",13.55
"381","2013-08-08",15.49
"382","2013-08-09",14.5
"383","2013-08-12",15.88
"384","2013-08-13",15.98
"385","2013-08-14",15.9
"386","2013-08-15",15.96
"387","2013-08-16",17.030001
"388","2013-08-19",16.77
"389","2013-08-20",17.34
"390","2013-08-21",17.290001
"391","2013-08-22",17.48
"392","2013-08-23",17.469999
"393","2013-08-26",17.799999
"394","2013-08-27",17.49
"395","2013-08-28",17.42
"396","2013-08-29",17.190001
"397","2013-08-30",16.940001
"398","2013-09-03",17.1
"399","2013-09-04",15.79
"400","2013-09-05",15.35
"401","2013-09-06",15.7
"402","2013-09-09",15.95
"403","2013-09-10",15.99
"404","2013-09-11",16.309999
"405","2013-09-12",16.690001
"406","2013-09-13",16.93
"407","2013-09-16",16.59
"408","2013-09-17",16.950001
"409","2013-09-18",16.940001
"410","2013-09-19",16.57
"411","2013-09-20",16.51
"412","2013-09-23",16.93
"413","2013-09-24",16.940001
"414","2013-09-25",16.950001
"415","2013-09-26",16.82
"416","2013-09-27",16.73
"417","2013-09-30",16.33
"418","2013-10-01",16.85
"419","2013-10-02",16.540001
"420","2013-10-03",16.34
"421","2013-10-04",17.059999
"422","2013-10-07",16.33
"423","2013-10-08",16.16
"424","2013-10-09",16.030001
"425","2013-10-10",16.6
"426","2013-10-11",17.27
"427","2013-10-14",18.1
"428","2013-10-15",18.41
"429","2013-10-16",19.450001
"430","2013-10-17",20.16
"431","2013-10-18",21
"432","2013-10-21",21.08
"433","2013-10-22",20.280001
"434","2013-10-23",18.6
"435","2013-10-24",19.540001
"436","2013-10-25",19.41
"437","2013-10-28",19.059999
"438","2013-10-29",19.290001
"439","2013-10-30",18.940001
"440","2013-10-31",18.41
"441","2013-11-01",18.290001
"442","2013-11-04",18.700001
"443","2013-11-05",18.77
"444","2013-11-06",18.08
"445","2013-11-07",18.99
"446","2013-11-08",20.42
"447","2013-11-11",20.98
"448","2013-11-12",20.23
"449","2013-11-13",20.610001
"450","2013-11-14",21.76
"451","2013-11-15",22.25
"452","2013-11-18",20.85
"453","2013-11-19",20.879999
"454","2013-11-20",21.27
"455","2013-11-21",22.209999
"456","2013-11-22",22.889999
"457","2013-11-25",22.58
"458","2013-11-26",23.719999
"459","2013-11-27",22.799999
"460","2013-11-29",21.790001
"461","2013-12-02",21.65
"462","2013-12-03",22.18
"463","2013-12-04",22.309999
"464","2013-12-05",22.379999
"465","2013-12-06",20.870001
"466","2013-12-09",20.82
"467","2013-12-10",20.33
"468","2013-12-11",19.77
"469","2013-12-12",18.98
"470","2013-12-13",18.67
"471","2013-12-16",18.43
"472","2013-12-17",18.67
"473","2013-12-18",18.91
"474","2013-12-19",18.969999
"475","2013-12-20",19.83
"476","2013-12-23",19.16
"477","2013-12-24",19.4
"478","2013-12-26",19.18
"479","2013-12-27",19.59
"480","2013-12-30",19.049999
"481","2013-12-31",18.639999
"482","2014-01-02",18.65
"483","2014-01-03",18.889999
"484","2014-01-06",19.110001
"485","2014-01-07",19.030001
"486","2014-01-08",18.940001
"487","2014-01-09",19.389999
"488","2014-01-10",20.219999
"489","2014-01-13",18.98
"490","2014-01-14",19.59
"491","2014-01-15",19.41
"492","2014-01-16",19.709999
"493","2014-01-17",19.1
"494","2014-01-21",19.57
"495","2014-01-22",20.66
"496","2014-01-23",19.93
"497","2014-01-24",19.48
"498","2014-01-27",18.58
"499","2014-01-28",19.049999
"500","2014-01-29",19.209999
"501","2014-01-30",20.1
"502","2014-01-31",19.440001
"503","2014-02-03",18.58
"504","2014-02-04",19.139999
"505","2014-02-05",18.879999
"506","2014-02-06",19.41
"507","2014-02-07",20
"508","2014-02-10",19.440001
"509","2014-02-11",19.709999
"510","2014-02-12",21.129999
"511","2014-02-13",22.15
"512","2014-02-14",21.780001
"513","2014-02-18",22.51
"514","2014-02-19",22.360001
"515","2014-02-20",22.639999
"516","2014-02-21",22.9
"517","2014-02-24",23.74
"518","2014-02-25",23.709999
"519","2014-02-26",24.1
"520","2014-02-27",23.67
"521","2014-02-28",24.26
"522","2014-03-03",23.99
"523","2014-03-04",25.08
"524","2014-03-05",24.49
"525","2014-03-06",24.24
"526","2014-03-07",23.4
"527","2014-03-10",23.190001
"528","2014-03-11",21.719999
"529","2014-03-12",22.17
"530","2014-03-13",22.059999
"531","2014-03-14",22.610001
"532","2014-03-17",22.66
"533","2014-03-18",23.15
"534","2014-03-19",22.690001
"535","2014-03-20",23.23
"536","2014-03-21",23.709999
"537","2014-03-24",23.620001
"538","2014-03-25",24.219999
"539","2014-03-26",24.110001
"540","2014-03-27",25
"541","2014-03-28",24.879999
"542","2014-03-31",24.49
"543","2014-04-01",25.209999
"544","2014-04-02",25.57
"545","2014-04-03",26.120001
"546","2014-04-04",25.91
"547","2014-04-07",24.91
"548","2014-04-08",25.219999
"549","2014-04-09",26.17
"550","2014-04-10",25.49
"551","2014-04-11",25.309999
"552","2014-04-14",25.98
"553","2014-04-15",26.190001
"554","2014-04-16",26.030001
"555","2014-04-17",26.77
"556","2014-04-21",26.76
"557","2014-04-22",27.139999
"558","2014-04-23",28.01
"559","2014-04-24",28.469999
"560","2014-04-25",28.02
"561","2014-04-28",27.74
"562","2014-04-29",28.879999
"563","2014-04-30",28.719999
"564","2014-05-01",27.540001
"565","2014-05-02",28
"566","2014-05-05",27.5
"567","2014-05-06",27.309999
"568","2014-05-07",25.58
"569","2014-05-08",25.219999
"570","2014-05-09",24.57
"571","2014-05-12",25.1
"572","2014-05-13",25.309999
"573","2014-05-14",24.33
"574","2014-05-15",24.27
"575","2014-05-16",24.629999
"576","2014-05-19",24.99
"577","2014-05-20",25
"578","2014-05-21",26.129999
"579","2014-05-22",26.17
"580","2014-05-23",24.65
"581","2014-05-27",24.940001
"582","2014-05-28",24.73
"583","2014-05-29",24.84
"584","2014-05-30",24.879999
"585","2014-06-02",24.99
"586","2014-06-03",24.93
"587","2014-06-04",25.549999
"588","2014-06-05",25.59
"589","2014-06-06",26.120001
"590","2014-06-09",26.08
"591","2014-06-10",26.35
"592","2014-06-11",26.809999
"593","2014-06-12",27.1
"594","2014-06-13",27.52
"595","2014-06-16",27.889999
"596","2014-06-17",27.639999
"597","2014-06-18",27.91
"598","2014-06-19",27.889999
"599","2014-06-20",28
"600","2014-06-23",28.440001
"601","2014-06-24",26.75
"602","2014-06-25",28.219999
"603","2014-06-26",28.26
"604","2014-06-27",28.450001
"605","2014-06-30",29.280001
"606","2014-07-01",28.93
"607","2014-07-02",28.07
"608","2014-07-03",28.459999
"609","2014-07-07",27.299999
"610","2014-07-08",26.809999
"611","2014-07-09",27.07
"612","2014-07-10",26.610001
"613","2014-07-11",25.940001
"614","2014-07-14",26.889999
"615","2014-07-15",25.49
"616","2014-07-16",26.610001
"617","2014-07-17",26.049999
"618","2014-07-18",26.68
"619","2014-07-21",27.26
"620","2014-07-22",27.4
"621","2014-07-23",27.75
"622","2014-07-24",27.780001
"623","2014-07-25",27.32
"624","2014-07-28",27.040001
"625","2014-07-29",27.84
"626","2014-07-30",27.75
"627","2014-07-31",27.040001
"628","2014-08-01",25.85
"629","2014-08-04",27.09
"630","2014-08-05",26.200001
"631","2014-08-06",26.459999
"632","2014-08-07",25.93
"633","2014-08-08",26.5
"634","2014-08-11",26.91
"635","2014-08-12",25.15
"636","2014-08-13",25.559999
"637","2014-08-14",25.110001
"638","2014-08-15",25.74
"639","2014-08-18",26.209999
"640","2014-08-19",26.129999
"641","2014-08-20",25.969999
"642","2014-08-21",26.139999
"643","2014-08-22",25.879999
"644","2014-08-25",26.16
"645","2014-08-26",26.34
"646","2014-08-27",26.43
"647","2014-08-28",26.629999
"648","2014-08-29",27.360001
"649","2014-09-02",27.299999
"650","2014-09-03",27.129999
"651","2014-09-04",25.940001
"652","2014-09-05",26.27
"653","2014-09-08",25.110001
"654","2014-09-09",24.57
"655","2014-09-10",24.620001
"656","2014-09-11",24.49
"657","2014-09-12",24.67
"658","2014-09-15",25.34
"659","2014-09-16",26.309999
"660","2014-09-17",26.57
"661","2014-09-18",26.309999
"662","2014-09-19",25.969999
"663","2014-09-22",24.860001
"664","2014-09-23",24.99
"665","2014-09-24",25.799999
"666","2014-09-25",24.969999
"667","2014-09-26",25.43
"668","2014-09-29",25.99
"669","2014-09-30",25.85
"670","2014-10-01",24.370001
"671","2014-10-02",23.82
"672","2014-10-03",23.66
"673","2014-10-06",23.35
"674","2014-10-07",22.4
"675","2014-10-08",22.379999
"676","2014-10-09",20.549999
"677","2014-10-10",20.77
"678","2014-10-13",19.57
"679","2014-10-14",19.6
"680","2014-10-15",22.07
"681","2014-10-16",23.450001
"682","2014-10-17",22.450001
"683","2014-10-20",23.26
"684","2014-10-21",24.35
"685","2014-10-22",22.610001
"686","2014-10-23",23.309999
"687","2014-10-24",23.129999
"688","2014-10-27",22.42
"689","2014-10-28",24.32
"690","2014-10-29",24.66
"691","2014-10-30",23.65
"692","2014-10-31",24.27
"693","2014-11-03",23.290001
"694","2014-11-04",21.98
"695","2014-11-05",22.83
"696","2014-11-06",22.49
"697","2014-11-07",24.030001
"698","2014-11-10",22.6
"699","2014-11-11",23.35
"700","2014-11-12",23.34
"701","2014-11-13",22.309999
"702","2014-11-14",23.01
"703","2014-11-17",21.83
"704","2014-11-18",21.620001
"705","2014-11-19",21.719999
"706","2014-11-20",22.48
"707","2014-11-21",23.15
"708","2014-11-24",23
"709","2014-11-25",22.66
"710","2014-11-26",21.15
"711","2014-11-28",17.59
"712","2014-12-01",16.4
"713","2014-12-02",15.97
"714","2014-12-03",16.540001
"715","2014-12-04",15.99
"716","2014-12-05",15.47
"717","2014-12-08",14.44
"718","2014-12-09",15.92
"719","2014-12-10",15.43
"720","2014-12-11",15.2
"721","2014-12-12",15.24
"722","2014-12-15",15.07
"723","2014-12-16",15.21
"724","2014-12-17",17.040001
"725","2014-12-18",17.950001
"726","2014-12-19",19.02
"727","2014-12-22",18.879999
"728","2014-12-23",19.85
"729","2014-12-24",19.809999
"730","2014-12-26",19.4
"731","2014-12-29",19.719999
"732","2014-12-30",19.84
"733","2014-12-31",20.23
"734","2015-01-02",20.65
"735","2015-01-05",18.889999
"736","2015-01-06",18.299999
"737","2015-01-07",19.040001
"738","2015-01-08",20.110001
"739","2015-01-09",19.93
"740","2015-01-12",18.809999
"741","2015-01-13",19.389999
"742","2015-01-14",20.67
"743","2015-01-15",20
"744","2015-01-16",21.42
"745","2015-01-20",21.469999
"746","2015-01-21",22.01
"747","2015-01-22",22.25
"748","2015-01-23",22.1
"749","2015-01-26",22.639999
"750","2015-01-27",22.700001
"751","2015-01-28",21.07
"752","2015-01-29",21.309999
"753","2015-01-30",21.559999
"754","2015-02-02",23.43
"755","2015-02-03",24.32
"756","2015-02-04",22.9
"757","2015-02-05",22.4
"758","2015-02-06",22.280001
"759","2015-02-09",23.51
"760","2015-02-10",22.42
"761","2015-02-11",22.41
"762","2015-02-12",23.25
"763","2015-02-13",23.57
"764","2015-02-17",23.92
"765","2015-02-18",23.190001
"766","2015-02-19",23.719999
"767","2015-02-20",23.639999
"768","2015-02-23",23
"769","2015-02-24",22.959999
"770","2015-02-25",22.99
"771","2015-02-26",22.5
"772","2015-02-27",21.66
"773","2015-03-02",21.389999
"774","2015-03-03",22.440001
"775","2015-03-04",22.940001
"776","2015-03-05",22.620001
"777","2015-03-06",21.23
"778","2015-03-09",20.91
"779","2015-03-10",20.51
"780","2015-03-11",20.780001
"781","2015-03-12",20.84
"782","2015-03-13",20.879999
"783","2015-03-16",20.41
"784","2015-03-17",20.209999
"785","2015-03-18",20.790001
"786","2015-03-19",20.16
"787","2015-03-20",20.17
"788","2015-03-23",19.559999
"789","2015-03-24",20.139999
"790","2015-03-25",20.969999
"791","2015-03-26",21.42
"792","2015-03-27",21.1
"793","2015-03-30",21.73
"794","2015-03-31",21.92
"795","2015-04-01",22.379999
"796","2015-04-02",23.129999
"797","2015-04-06",25.540001
"798","2015-04-07",26.73
"799","2015-04-08",25.309999
"800","2015-04-09",26.459999
"801","2015-04-10",27.25
"802","2015-04-13",27.5
"803","2015-04-14",29.25
"804","2015-04-15",29.35
"805","2015-04-16",27.24
"806","2015-04-17",27.129999
"807","2015-04-20",27.25
"808","2015-04-21",26.43
"809","2015-04-22",26.959999
"810","2015-04-23",27.809999
"811","2015-04-24",27.41
"812","2015-04-27",27.02
"813","2015-04-28",27.389999
"814","2015-04-29",28.99
"815","2015-04-30",27.719999
"816","2015-05-01",27.5
"817","2015-05-04",27.33
"818","2015-05-05",26.74
"819","2015-05-06",26.67
"820","2015-05-07",25.639999
"821","2015-05-08",26.290001
"822","2015-05-11",26.09
"823","2015-05-12",26.82
"824","2015-05-13",26.33
"825","2015-05-14",25.959999
"826","2015-05-15",25.860001
"827","2015-05-18",26.370001
"828","2015-05-19",25.969999
"829","2015-05-20",26.459999
"830","2015-05-21",27.17
"831","2015-05-22",27.190001
"832","2015-05-26",26.360001
"833","2015-05-27",27.110001
"834","2015-05-28",27.110001
"835","2015-05-29",27.540001
"836","2015-06-01",27.450001
"837","2015-06-02",27.67
"838","2015-06-03",27.799999
"839","2015-06-04",27.719999
"840","2015-06-05",28.43
"841","2015-06-08",27.85
"842","2015-06-09",27.870001
"843","2015-06-10",28.01
"844","2015-06-11",28
"845","2015-06-12",27.32
"846","2015-06-15",27.68
"847","2015-06-16",28.110001
"848","2015-06-17",26.73
"849","2015-06-18",26.35
"850","2015-06-19",25.639999
"851","2015-06-22",26.27
"852","2015-06-23",26.440001
"853","2015-06-24",26.01
"854","2015-06-25",25.959999
"855","2015-06-26",25.35
"856","2015-06-29",24.58
"857","2015-06-30",25
"858","2015-07-01",23.42
"859","2015-07-02",23.17
"860","2015-07-06",22.209999
"861","2015-07-07",23.040001
"862","2015-07-08",22.59
"863","2015-07-09",23.43
"864","2015-07-10",23.91
"865","2015-07-13",23.93
"866","2015-07-14",25.879999
"867","2015-07-15",23.959999
"868","2015-07-16",23.5
"869","2015-07-17",22.219999
"870","2015-07-20",20.9
"871","2015-07-21",20.780001
"872","2015-07-22",20.66
"873","2015-07-23",21.48
"874","2015-07-24",20.9
"875","2015-07-27",20.5
"876","2015-07-28",21.059999
"877","2015-07-29",22.940001
"878","2015-07-30",22.74
"879","2015-07-31",22.030001
"880","2015-08-03",21.469999
"881","2015-08-04",21.67
"882","2015-08-05",21.26
"883","2015-08-06",22.280001
"884","2015-08-07",21.51
"885","2015-08-10",22.4
"886","2015-08-11",21.84
"887","2015-08-12",22.73
"888","2015-08-13",22.559999
"889","2015-08-14",22.82
"890","2015-08-17",22.620001
"891","2015-08-18",22.709999
"892","2015-08-19",21.549999
"893","2015-08-20",21.139999
"894","2015-08-21",21.24
"895","2015-08-24",19.459999
"896","2015-08-25",19.139999
"897","2015-08-26",20.01
"898","2015-08-27",22.110001
"899","2015-08-28",22.43
"900","2015-08-31",22.91
"901","2015-09-01",21.469999
"902","2015-09-02",21.58
"903","2015-09-03",21.33
"904","2015-09-04",20.99
"905","2015-09-08",21.35
"906","2015-09-09",20.379999
"907","2015-09-10",20.76
"908","2015-09-11",19.969999
"909","2015-09-14",19.530001
"910","2015-09-15",20.4
"911","2015-09-16",22.940001
"912","2015-09-17",23.030001
"913","2015-09-18",22.24
"914","2015-09-21",22.41
"915","2015-09-22",22.309999
"916","2015-09-23",21.32
"917","2015-09-24",21.48
"918","2015-09-25",20.780001
"919","2015-09-28",20.110001
"920","2015-09-29",20.299999
"921","2015-09-30",20.74
"922","2015-10-01",21.620001
"923","2015-10-02",23.049999
"924","2015-10-05",25.33
"925","2015-10-06",27.02
"926","2015-10-07",26.83
"927","2015-10-08",27.48
"928","2015-10-09",27.83
"929","2015-10-12",27.4
"930","2015-10-13",27.139999
"931","2015-10-14",27.02
"932","2015-10-15",27.370001
"933","2015-10-16",26.98
"934","2015-10-19",25.709999
"935","2015-10-20",25.610001
"936","2015-10-21",25.16
"937","2015-10-22",25.67
"938","2015-10-23",25.51
"939","2015-10-26",24.610001
"940","2015-10-27",24.389999
"941","2015-10-28",25.690001
"942","2015-10-29",25.51
"943","2015-10-30",25.709999
"944","2015-11-02",26.049999
"945","2015-11-03",26.92
"946","2015-11-04",26.450001
"947","2015-11-05",26.620001
"948","2015-11-06",26.07
"949","2015-11-09",26.700001
"950","2015-11-10",26.690001
"951","2015-11-11",25.66
"952","2015-11-12",24.950001
"953","2015-11-13",26.09
"954","2015-11-16",27.51
"955","2015-11-17",26.709999
"956","2015-11-18",27.120001
"957","2015-11-19",25.74
"958","2015-11-20",25.17
"959","2015-11-23",25.16
"960","2015-11-24",26.07
"961","2015-11-25",25.639999
"962","2015-11-27",25.18
"963","2015-11-30",25.700001
"964","2015-12-01",25.530001
"965","2015-12-02",23.969999
"966","2015-12-03",23.9
"967","2015-12-04",22.73
"968","2015-12-07",21.09
"969","2015-12-08",21.16
"970","2015-12-09",21.85
"971","2015-12-10",22.309999
"972","2015-12-11",21.219999
"973","2015-12-14",21.209999
"974","2015-12-15",21.610001
"975","2015-12-16",21
"976","2015-12-17",20.66
"977","2015-12-18",20.35
"978","2015-12-21",19.07
"979","2015-12-22",19.950001
"980","2015-12-23",21.52
"981","2015-12-24",21.24
"982","2015-12-28",20.16
