"","date","HELE"
"1","2007-01-03",25.120001
"2","2007-01-04",25.49
"3","2007-01-05",24.93
"4","2007-01-08",24.690001
"5","2007-01-09",22.190001
"6","2007-01-10",22.450001
"7","2007-01-11",22.59
"8","2007-01-12",22.93
"9","2007-01-16",23.68
"10","2007-01-17",23.030001
"11","2007-01-18",23.02
"12","2007-01-19",23.07
"13","2007-01-22",23.02
"14","2007-01-23",23.309999
"15","2007-01-24",23.9
"16","2007-01-25",24
"17","2007-01-26",24.059999
"18","2007-01-29",24
"19","2007-01-30",24.01
"20","2007-01-31",24.110001
"21","2007-02-01",24
"22","2007-02-02",23.940001
"23","2007-02-05",23.76
"24","2007-02-06",23.540001
"25","2007-02-07",23.379999
"26","2007-02-08",24.02
"27","2007-02-09",23.92
"28","2007-02-12",24.02
"29","2007-02-13",23.959999
"30","2007-02-14",23.889999
"31","2007-02-15",23.6
"32","2007-02-16",23.76
"33","2007-02-20",24.040001
"34","2007-02-21",23.809999
"35","2007-02-22",24
"36","2007-02-23",23.9
"37","2007-02-26",23.969999
"38","2007-02-27",23.84
"39","2007-02-28",23.16
"40","2007-03-01",23.059999
"41","2007-03-02",22.76
"42","2007-03-05",22.120001
"43","2007-03-06",22.790001
"44","2007-03-07",22.42
"45","2007-03-08",22.129999
"46","2007-03-09",22.290001
"47","2007-03-12",22.15
"48","2007-03-13",21.82
"49","2007-03-14",21.68
"50","2007-03-15",21.440001
"51","2007-03-16",21.99
"52","2007-03-19",22.049999
"53","2007-03-20",22.07
"54","2007-03-21",22.469999
"55","2007-03-22",22.24
"56","2007-03-23",22.4
"57","2007-03-26",22.450001
"58","2007-03-27",22.299999
"59","2007-03-28",22.32
"60","2007-03-29",22.360001
"61","2007-03-30",22.709999
"62","2007-04-02",22.9
"63","2007-04-03",23.5
"64","2007-04-04",23.02
"65","2007-04-05",23.440001
"66","2007-04-09",23
"67","2007-04-10",23
"68","2007-04-11",22.58
"69","2007-04-12",22.85
"70","2007-04-13",22.780001
"71","2007-04-16",22.790001
"72","2007-04-17",22.690001
"73","2007-04-18",23
"74","2007-04-19",22.91
"75","2007-04-20",23
"76","2007-04-23",22.639999
"77","2007-04-24",23.110001
"78","2007-04-25",23.459999
"79","2007-04-26",23.450001
"80","2007-04-27",23.76
"81","2007-04-30",22.700001
"82","2007-05-01",22.84
"83","2007-05-02",23.42
"84","2007-05-03",23.27
"85","2007-05-04",23.17
"86","2007-05-07",23.07
"87","2007-05-08",22.92
"88","2007-05-09",23.25
"89","2007-05-10",22.23
"90","2007-05-11",25.299999
"91","2007-05-14",25.450001
"92","2007-05-15",26.67
"93","2007-05-16",26.559999
"94","2007-05-17",25.99
"95","2007-05-18",26.02
"96","2007-05-21",26.809999
"97","2007-05-22",27.299999
"98","2007-05-23",26.959999
"99","2007-05-24",26.799999
"100","2007-05-25",27.09
"101","2007-05-29",27.5
"102","2007-05-30",26.940001
"103","2007-05-31",27.299999
"104","2007-06-01",27.5
"105","2007-06-04",27.040001
"106","2007-06-05",27.75
"107","2007-06-06",27.639999
"108","2007-06-07",27.610001
"109","2007-06-08",27.74
"110","2007-06-11",27.74
"111","2007-06-12",27.629999
"112","2007-06-13",28.01
"113","2007-06-14",28.1
"114","2007-06-15",28.5
"115","2007-06-18",28.870001
"116","2007-06-19",28.76
"117","2007-06-20",28.700001
"118","2007-06-21",28.26
"119","2007-06-22",28.120001
"120","2007-06-25",27.639999
"121","2007-06-26",28
"122","2007-06-27",28.4
"123","2007-06-28",28.34
"124","2007-06-29",27
"125","2007-07-02",27.18
"126","2007-07-03",27.09
"127","2007-07-05",27.74
"128","2007-07-06",28.379999
"129","2007-07-09",28.700001
"130","2007-07-10",28.52
"131","2007-07-11",27.01
"132","2007-07-12",27.27
"133","2007-07-13",27.77
"134","2007-07-16",28.030001
"135","2007-07-17",27.540001
"136","2007-07-18",27.370001
"137","2007-07-19",27.32
"138","2007-07-20",26.700001
"139","2007-07-23",27.049999
"140","2007-07-24",25.879999
"141","2007-07-25",25.09
"142","2007-07-26",23.92
"143","2007-07-27",23.139999
"144","2007-07-30",22.799999
"145","2007-07-31",22.209999
"146","2007-08-01",21.629999
"147","2007-08-02",21.790001
"148","2007-08-03",21.02
"149","2007-08-06",22.1
"150","2007-08-07",22.540001
"151","2007-08-08",22.559999
"152","2007-08-09",20.35
"153","2007-08-10",22.66
"154","2007-08-13",22.459999
"155","2007-08-14",21.23
"156","2007-08-15",21.93
"157","2007-08-16",22.68
"158","2007-08-17",22.540001
"159","2007-08-20",22.85
"160","2007-08-21",22.83
"161","2007-08-22",22.85
"162","2007-08-23",22.309999
"163","2007-08-24",22.969999
"164","2007-08-27",22.9
"165","2007-08-28",22.059999
"166","2007-08-29",22.620001
"167","2007-08-30",22.110001
"168","2007-08-31",22.65
"169","2007-09-04",22.790001
"170","2007-09-05",21.93
"171","2007-09-06",21.209999
"172","2007-09-07",20.690001
"173","2007-09-10",20.23
"174","2007-09-11",20.73
"175","2007-09-12",20.860001
"176","2007-09-13",20.41
"177","2007-09-14",19.790001
"178","2007-09-17",19.59
"179","2007-09-18",20.4
"180","2007-09-19",21.040001
"181","2007-09-20",20.889999
"182","2007-09-21",20.610001
"183","2007-09-24",20.6
"184","2007-09-25",19.98
"185","2007-09-26",19.549999
"186","2007-09-27",19.889999
"187","2007-09-28",19.309999
"188","2007-10-01",19.91
"189","2007-10-02",19.99
"190","2007-10-03",19.790001
"191","2007-10-04",19.43
"192","2007-10-05",19.719999
"193","2007-10-08",19.450001
"194","2007-10-09",19.700001
"195","2007-10-10",19.35
"196","2007-10-11",18.98
"197","2007-10-12",18.83
"198","2007-10-15",18.48
"199","2007-10-16",18.6
"200","2007-10-17",18.17
"201","2007-10-18",18.049999
"202","2007-10-19",17.719999
"203","2007-10-22",18.549999
"204","2007-10-23",17.99
"205","2007-10-24",17.889999
"206","2007-10-25",17.9
"207","2007-10-26",17.98
"208","2007-10-29",18.219999
"209","2007-10-30",17.969999
"210","2007-10-31",18
"211","2007-11-01",17.200001
"212","2007-11-02",17.700001
"213","2007-11-05",17.049999
"214","2007-11-06",17.59
"215","2007-11-07",16.950001
"216","2007-11-08",17.879999
"217","2007-11-09",17.610001
"218","2007-11-12",17.870001
"219","2007-11-13",18.51
"220","2007-11-14",18.23
"221","2007-11-15",18.18
"222","2007-11-16",18.190001
"223","2007-11-19",18.01
"224","2007-11-20",17.719999
"225","2007-11-21",17.389999
"226","2007-11-23",17.959999
"227","2007-11-26",17.09
"228","2007-11-27",17.51
"229","2007-11-28",18.17
"230","2007-11-29",17.860001
"231","2007-11-30",18.129999
"232","2007-12-03",17.870001
"233","2007-12-04",18.02
"234","2007-12-05",18.469999
"235","2007-12-06",19.290001
"236","2007-12-07",18.4
"237","2007-12-10",18.26
"238","2007-12-11",17.459999
"239","2007-12-12",17.389999
"240","2007-12-13",17.190001
"241","2007-12-14",16.5
"242","2007-12-17",16.530001
"243","2007-12-18",17.389999
"244","2007-12-19",17.52
"245","2007-12-20",17.860001
"246","2007-12-21",18.5
"247","2007-12-24",18.52
"248","2007-12-26",18.49
"249","2007-12-27",17.110001
"250","2007-12-28",17.790001
"251","2007-12-31",17.139999
"252","2008-01-02",16.450001
"253","2008-01-03",15.68
"254","2008-01-04",15.07
"255","2008-01-07",14.99
"256","2008-01-08",17.110001
"257","2008-01-09",14.64
"258","2008-01-10",15.46
"259","2008-01-11",14.74
"260","2008-01-14",15.67
"261","2008-01-15",15.2
"262","2008-01-16",16.43
"263","2008-01-17",16.200001
"264","2008-01-18",16.17
"265","2008-01-22",15.78
"266","2008-01-23",16.799999
"267","2008-01-24",16.870001
"268","2008-01-25",16.379999
