"","date","TITN"
"1","2007-12-13",10.08
"2","2007-12-14",10
"3","2007-12-17",10.25
"4","2007-12-18",10.25
"5","2007-12-19",10.25
"6","2007-12-20",10.95
"7","2007-12-21",11.35
"8","2007-12-24",14
"9","2007-12-26",13.08
"10","2007-12-27",12.45
"11","2007-12-28",12.69
"12","2007-12-31",13.1
"13","2008-01-02",13.6
"14","2008-01-03",14.3
"15","2008-01-04",14
"16","2008-01-07",12.75
"17","2008-01-08",12.5
"18","2008-01-09",12.08
"19","2008-01-10",12.82
"20","2008-01-11",17
"21","2008-01-14",17.4
"22","2008-01-15",16.99
"23","2008-01-16",15.5
"24","2008-01-17",14.45
"25","2008-01-18",14.95
"26","2008-01-22",15.89
"27","2008-01-23",15.22
"28","2008-01-24",14.9
"29","2008-01-25",15.5
"30","2008-01-28",15.31
"31","2008-01-29",15.35
"32","2008-01-30",15.78
"33","2008-01-31",16.48
"34","2008-02-01",16.4
"35","2008-02-04",16.200001
"36","2008-02-05",16
"37","2008-02-06",15.99
"38","2008-02-07",15.65
"39","2008-02-08",16.66
"40","2008-02-11",16.26
"41","2008-02-12",16.58
"42","2008-02-13",17.67
"43","2008-02-14",17.99
"44","2008-02-15",19.5
"45","2008-02-19",19.379999
"46","2008-02-20",18
"47","2008-02-21",19.200001
"48","2008-02-22",19.700001
"49","2008-02-25",19.290001
"50","2008-02-26",18.85
"51","2008-02-27",17.08
"52","2008-02-28",17.450001
"53","2008-02-29",18.01
"54","2008-03-03",18.65
"55","2008-03-04",18.4
"56","2008-03-05",19.379999
"57","2008-03-06",18.99
"58","2008-03-07",17.620001
"59","2008-03-10",15.95
"60","2008-03-11",17.860001
"61","2008-03-12",17.1
"62","2008-03-13",17.629999
"63","2008-03-14",17.559999
"64","2008-03-17",17.74
"65","2008-03-18",18.950001
"66","2008-03-19",18.52
"67","2008-03-20",18.129999
"68","2008-03-24",18.299999
"69","2008-03-25",20.41
"70","2008-03-26",19.67
"71","2008-03-27",18.35
"72","2008-03-28",18.889999
"73","2008-03-31",18.700001
"74","2008-04-01",17.75
"75","2008-04-02",18.07
"76","2008-04-03",18.32
"77","2008-04-04",18.639999
"78","2008-04-07",19.83
"79","2008-04-08",21.440001
"80","2008-04-09",21.25
"81","2008-04-10",22.110001
"82","2008-04-11",22.389999
"83","2008-04-14",21.32
"84","2008-04-15",21.23
"85","2008-04-16",21.370001
"86","2008-04-17",21.4
"87","2008-04-18",23.969999
"88","2008-04-21",24.4
"89","2008-04-22",22.34
"90","2008-04-23",22.790001
"91","2008-04-24",20.58
"92","2008-04-25",20.139999
"93","2008-04-28",22
"94","2008-04-29",20.07
"95","2008-04-30",18.209999
"96","2008-05-01",17.9
"97","2008-05-02",18.27
"98","2008-05-05",19.700001
"99","2008-05-06",20.719999
"100","2008-05-07",20.309999
"101","2008-05-08",20.139999
"102","2008-05-09",20.16
"103","2008-05-12",20.66
"104","2008-05-13",20.93
"105","2008-05-14",20.82
"106","2008-05-15",21.209999
"107","2008-05-16",23.52
"108","2008-05-19",24.879999
"109","2008-05-20",24.75
"110","2008-05-21",24.059999
"111","2008-05-22",25.110001
"112","2008-05-23",25.120001
"113","2008-05-27",26.15
"114","2008-05-28",25.98
"115","2008-05-29",25.639999
"116","2008-05-30",24.299999
"117","2008-06-02",24.58
"118","2008-06-03",24.98
"119","2008-06-04",23.860001
"120","2008-06-05",24.530001
"121","2008-06-06",25.25
"122","2008-06-09",25.77
"123","2008-06-10",26.030001
"124","2008-06-11",27.32
"125","2008-06-12",25.799999
"126","2008-06-13",27.9
"127","2008-06-16",30.959999
"128","2008-06-17",32.200001
"129","2008-06-18",31.379999
"130","2008-06-19",32.080002
"131","2008-06-20",32.290001
"132","2008-06-23",33.349998
"133","2008-06-24",33.650002
"134","2008-06-25",30.629999
"135","2008-06-26",29.98
"136","2008-06-27",30.549999
"137","2008-06-30",31.32
"138","2008-07-01",26.84
"139","2008-07-02",27.02
"140","2008-07-03",25.24
"141","2008-07-07",26.870001
"142","2008-07-08",24.6
"143","2008-07-09",26.07
"144","2008-07-10",27.129999
"145","2008-07-11",26.450001
"146","2008-07-14",26.309999
"147","2008-07-15",25.43
"148","2008-07-16",26.73
"149","2008-07-17",28.17
"150","2008-07-18",27.879999
"151","2008-07-21",28.77
"152","2008-07-22",28.08
"153","2008-07-23",29.110001
"154","2008-07-24",27.85
"155","2008-07-25",27.709999
"156","2008-07-28",25.9
"157","2008-07-29",27.51
"158","2008-07-30",28.85
"159","2008-07-31",27.42
"160","2008-08-01",26.76
"161","2008-08-04",24
"162","2008-08-05",21.68
"163","2008-08-06",22.870001
"164","2008-08-07",22.200001
"165","2008-08-08",20.92
"166","2008-08-11",21.49
"167","2008-08-12",21.549999
"168","2008-08-13",23.809999
"169","2008-08-14",23.67
"170","2008-08-15",22.540001
"171","2008-08-18",22.82
"172","2008-08-19",23.209999
"173","2008-08-20",22.9
"174","2008-08-21",22.799999
"175","2008-08-22",23.27
"176","2008-08-25",22.809999
"177","2008-08-26",22.860001
"178","2008-08-27",23.690001
"179","2008-08-28",25.290001
"180","2008-08-29",26.02
"181","2008-09-02",25.290001
"182","2008-09-03",23.35
"183","2008-09-04",23.34
"184","2008-09-05",23.280001
"185","2008-09-08",22.950001
"186","2008-09-09",22.73
"187","2008-09-10",23.34
"188","2008-09-11",24.09
"189","2008-09-12",25.219999
"190","2008-09-15",21.780001
"191","2008-09-16",22.440001
"192","2008-09-17",21.950001
"193","2008-09-18",22.4
"194","2008-09-19",23.27
"195","2008-09-22",22.209999
"196","2008-09-23",22.450001
"197","2008-09-24",22.52
"198","2008-09-25",22.07
"199","2008-09-26",21.559999
"200","2008-09-29",19.959999
"201","2008-09-30",20.809999
"202","2008-10-01",19.790001
"203","2008-10-02",16.27
"204","2008-10-03",15.99
"205","2008-10-06",15.49
"206","2008-10-07",14.04
"207","2008-10-08",13.72
"208","2008-10-09",12.55
"209","2008-10-10",14.32
"210","2008-10-13",15.99
"211","2008-10-14",14.21
"212","2008-10-15",12.53
"213","2008-10-16",13.43
"214","2008-10-17",12.82
"215","2008-10-20",13.12
"216","2008-10-21",13.74
"217","2008-10-22",11.55
"218","2008-10-23",11.57
"219","2008-10-24",10.76
"220","2008-10-27",10.17
"221","2008-10-28",10.81
"222","2008-10-29",11.37
"223","2008-10-30",12.6
"224","2008-10-31",12.38
"225","2008-11-03",12.35
"226","2008-11-04",12.95
"227","2008-11-05",11.86
"228","2008-11-06",11.12
"229","2008-11-07",11.15
"230","2008-11-10",11.16
"231","2008-11-11",11.49
"232","2008-11-12",10.07
"233","2008-11-13",11.11
"234","2008-11-14",10.85
"235","2008-11-17",10.88
"236","2008-11-18",10.71
"237","2008-11-19",9.99
"238","2008-11-20",8.8
"239","2008-11-21",8.69
"240","2008-11-24",10.48
"241","2008-11-25",11.48
"242","2008-11-26",11.32
"243","2008-11-28",11.69
"244","2008-12-01",10.2
"245","2008-12-02",10.37
"246","2008-12-03",10.37
"247","2008-12-04",10.08
"248","2008-12-05",10.59
"249","2008-12-08",11.9
"250","2008-12-09",12.5
"251","2008-12-10",13.46
"252","2008-12-11",13.9
"253","2008-12-12",14.99
"254","2008-12-15",14.1
"255","2008-12-16",13.85
"256","2008-12-17",13.55
"257","2008-12-18",12.93
"258","2008-12-19",12.93
"259","2008-12-22",12.62
"260","2008-12-23",12.73
"261","2008-12-24",12.71
"262","2008-12-26",13.08
"263","2008-12-29",13.49
"264","2008-12-30",14.33
"265","2008-12-31",14.06
"266","2009-01-02",14.46
