"","date","GNE"
"143","2012-05-21",6.98
"144","2012-05-22",7.03
"145","2012-05-23",6.87
"146","2012-05-24",6.98
"147","2012-05-25",7.01
"148","2012-05-29",7.07
"149","2012-05-30",6.78
"150","2012-05-31",6.69
"151","2012-06-01",6.58
"152","2012-06-04",6.79
"153","2012-06-05",6.69
"154","2012-06-06",6.88
"155","2012-06-07",6.99
"156","2012-06-08",7.19
"157","2012-06-11",7.4
"158","2012-06-12",7.58
"159","2012-06-13",7.71
"160","2012-06-14",8.01
"161","2012-06-15",8.05
"162","2012-06-18",8.14
"163","2012-06-19",7.93
"164","2012-06-20",7.6
"165","2012-06-21",7.52
"166","2012-06-22",8.05
"167","2012-06-25",7.81
"168","2012-06-26",7.92
"169","2012-06-27",7.97
"170","2012-06-28",7.78
"171","2012-06-29",7.77
"172","2012-07-02",7.99
"173","2012-07-03",8.02
"174","2012-07-05",7.92
"175","2012-07-06",7.76
"176","2012-07-09",7.73
"177","2012-07-10",8.18
"178","2012-07-11",8.56
"179","2012-07-12",8.41
"180","2012-07-13",8.5
"181","2012-07-16",8.38
"182","2012-07-17",8.31
"183","2012-07-18",8.25
"184","2012-07-19",7.9
"185","2012-07-20",7.71
"186","2012-07-23",7.48
"187","2012-07-24",7.32
"188","2012-07-25",7.04
"189","2012-07-26",7.05
"190","2012-07-27",7.26
"191","2012-07-30",7.25
"192","2012-07-31",7.06
"193","2012-08-01",6.77
"194","2012-08-02",6.85
"195","2012-08-03",7.22
"196","2012-08-06",7.31
"197","2012-08-07",7.42
"198","2012-08-08",7.17
"199","2012-08-09",7.22
"200","2012-08-10",7.21
"201","2012-08-13",7.25
"202","2012-08-14",7.16
"203","2012-08-15",7.25
"204","2012-08-16",7.25
"205","2012-08-17",7.6
"206","2012-08-20",7.63
"207","2012-08-21",7.5
"208","2012-08-22",7.73
"209","2012-08-23",7.8
"210","2012-08-24",7.74
"211","2012-08-27",7.6
"212","2012-08-28",7.45
"213","2012-08-29",7.34
"214","2012-08-30",7.09
"215","2012-08-31",7.1
"216","2012-09-04",7.22
"217","2012-09-05",7.23
"218","2012-09-06",7.5
"219","2012-09-07",7.49
"220","2012-09-10",7.26
"221","2012-09-11",7.19
"222","2012-09-12",7.09
"223","2012-09-13",7.26
"224","2012-09-14",7.05
"225","2012-09-17",7.03
"226","2012-09-18",6.89
"227","2012-09-19",7.01
"228","2012-09-20",6.85
"229","2012-09-21",7.22
"230","2012-09-24",7.28
"231","2012-09-25",7.02
"232","2012-09-26",7.3
"233","2012-09-27",7.4
"234","2012-09-28",7.17
"235","2012-10-01",7.13
"236","2012-10-02",7.16
"237","2012-10-03",7.27
"238","2012-10-04",7.39
"239","2012-10-05",7.39
"240","2012-10-08",7.25
"241","2012-10-09",7.15
"242","2012-10-10",7.32
"243","2012-10-11",7.3
"244","2012-10-12",7.34
"245","2012-10-15",7.37
"246","2012-10-16",7.47
"247","2012-10-17",7.47
"248","2012-10-18",7.3
"249","2012-10-19",7.08
"250","2012-10-22",7.02
"251","2012-10-23",6.96
"252","2012-10-24",6.85
"253","2012-10-25",6.94
"254","2012-10-26",6.91
"255","2012-10-31",7.01
"256","2012-11-01",6.77
"257","2012-11-02",6.54
"258","2012-11-05",6.58
"259","2012-11-06",6.67
"260","2012-11-07",6.59
"261","2012-11-08",6.55
"262","2012-11-09",6.42
"263","2012-11-12",6.2
"264","2012-11-13",6.03
"265","2012-11-14",5.75
"266","2012-11-15",5.87
"267","2012-11-16",5.9
"268","2012-11-19",5.94
"269","2012-11-20",6.5
"270","2012-11-21",6.54
"271","2012-11-23",6.64
"272","2012-11-26",6.48
"273","2012-11-27",6.5
"274","2012-11-28",6.65
"275","2012-11-29",6.65
"276","2012-11-30",6.83
"277","2012-12-03",6.79
"278","2012-12-04",6.72
"279","2012-12-05",6.72
"280","2012-12-06",6.76
"281","2012-12-07",6.77
"282","2012-12-10",6.85
"283","2012-12-11",6.9
"284","2012-12-12",6.63
"285","2012-12-13",6.84
"286","2012-12-14",6.85
"287","2012-12-17",7.09
"288","2012-12-18",7.23
"289","2012-12-19",7.18
"290","2012-12-20",7.2
"291","2012-12-21",7
"292","2012-12-24",6.95
"293","2012-12-26",6.92
"294","2012-12-27",6.91
"295","2012-12-28",6.85
"296","2012-12-31",7.1
"297","2013-01-02",7.17
"298","2013-01-03",7.14
"299","2013-01-04",7.11
"300","2013-01-07",7.04
"301","2013-01-08",7.23
"302","2013-01-09",7.34
"303","2013-01-10",7.38
"304","2013-01-11",7.43
"305","2013-01-14",7.46
"306","2013-01-15",7.42
"307","2013-01-16",7.4
"308","2013-01-17",7.41
"309","2013-01-18",7.49
"310","2013-01-22",7.23
"311","2013-01-23",7.22
"312","2013-01-24",7.2
"313","2013-01-25",7.2
"314","2013-01-28",7.11
"315","2013-01-29",7.18
"316","2013-01-30",7.09
"317","2013-01-31",7.14
"318","2013-02-01",7.13
"319","2013-02-04",7.07
"320","2013-02-05",7.12
"321","2013-02-06",7.1
"322","2013-02-07",6.84
"323","2013-02-08",6.86
"324","2013-02-11",6.9
"325","2013-02-12",6.96
"326","2013-02-13",6.98
"327","2013-02-14",6.94
"328","2013-02-15",6.78
"329","2013-02-19",6.9
"330","2013-02-20",6.57
"331","2013-02-21",7.05
"332","2013-02-22",7.08
"333","2013-02-25",7.07
"334","2013-02-26",7.07
"335","2013-02-27",7.15
"336","2013-02-28",7.02
"337","2013-03-01",6.99
"338","2013-03-04",6.89
"339","2013-03-05",7.02
"340","2013-03-06",6.97
"341","2013-03-07",7.41
"342","2013-03-08",7.54
"343","2013-03-11",7.71
"344","2013-03-12",7.72
"345","2013-03-13",7.69
"346","2013-03-14",7.67
"347","2013-03-15",7.92
"348","2013-03-18",7.79
"349","2013-03-19",7.73
"350","2013-03-20",7.87
"351","2013-03-21",7.83
"352","2013-03-22",8.22
"353","2013-03-25",8.61
"354","2013-03-26",8.57
"355","2013-03-27",9.02
"356","2013-03-28",9.26
"357","2013-04-01",10.44
"358","2013-04-02",10.68
"359","2013-04-03",12.11
"360","2013-04-04",10.52
"361","2013-04-05",10.33
"362","2013-04-08",10.74
"363","2013-04-09",10.24
"364","2013-04-10",11.27
"365","2013-04-11",11.38
"366","2013-04-12",11.19
"367","2013-04-15",10.69
"368","2013-04-16",10.48
"369","2013-04-17",10.33
"370","2013-04-18",10.14
"371","2013-04-19",10.37
"372","2013-04-22",10.25
"373","2013-04-23",10.61
"374","2013-04-24",10.55
"375","2013-04-25",10.37
"376","2013-04-26",10.34
"377","2013-04-29",10.7
"378","2013-04-30",10.78
"379","2013-05-01",10.14
"380","2013-05-02",10.19
"381","2013-05-03",10.35
"382","2013-05-06",10.38
"383","2013-05-07",8.86
"384","2013-05-08",8.64
"385","2013-05-09",8.79
"386","2013-05-10",8.9
"387","2013-05-13",9.15
"388","2013-05-14",9.28
"389","2013-05-15",9.58
"390","2013-05-16",9.06
"391","2013-05-17",9.13
"392","2013-05-20",9.05
"393","2013-05-21",9.15
"394","2013-05-22",9.01
"395","2013-05-23",9.01
"396","2013-05-24",8.83
"397","2013-05-28",8.95
"398","2013-05-29",8.8
"399","2013-05-30",8.73
"400","2013-05-31",8.59
"401","2013-06-03",8.67
"402","2013-06-04",8.6
"403","2013-06-05",8.58
"404","2013-06-06",8.82
"405","2013-06-07",8.74
"406","2013-06-10",9.15
"407","2013-06-11",9.04
"408","2013-06-12",8.94
"409","2013-06-13",9.79
"410","2013-06-14",9.91
"411","2013-06-17",9.88
"412","2013-06-18",9.8
"413","2013-06-19",9.63
"414","2013-06-20",8.79
"415","2013-06-21",9.07
"416","2013-06-24",9.02
"417","2013-06-25",9.56
"418","2013-06-26",9.43
"419","2013-06-27",9.45
"420","2013-06-28",9.15
"421","2013-07-01",9.06
"422","2013-07-02",9.38
"423","2013-07-03",9.38
"424","2013-07-05",9.57
"425","2013-07-08",9.72
"426","2013-07-09",9.69
"427","2013-07-10",9.91
"428","2013-07-11",10.39
"429","2013-07-12",10.11
"430","2013-07-15",10.83
"431","2013-07-16",10.6
"432","2013-07-17",10.85
"433","2013-07-18",11.17
"434","2013-07-19",10.87
"435","2013-07-22",11.37
"436","2013-07-23",11.41
"437","2013-07-24",11.3
"438","2013-07-25",11.75
"439","2013-07-26",11.31
"440","2013-07-29",10.43
"441","2013-07-30",10.75
"442","2013-07-31",10.31
"443","2013-08-01",10.36
"444","2013-08-02",10.35
"445","2013-08-05",10.22
"446","2013-08-06",10.02
"447","2013-08-07",10.05
"448","2013-08-08",9.96
"449","2013-08-09",9.37
"450","2013-08-12",9.32
"451","2013-08-13",9.41
"452","2013-08-14",9.36
"453","2013-08-15",9.08
"454","2013-08-16",8.95
"455","2013-08-19",8.89
"456","2013-08-20",8.88
"457","2013-08-21",8.73
"458","2013-08-22",8.99
"459","2013-08-23",9.14
"460","2013-08-26",9.06
"461","2013-08-27",8.82
"462","2013-08-28",8.81
"463","2013-08-29",9.07
"464","2013-08-30",8.52
"465","2013-09-03",8.51
"466","2013-09-04",8.6
"467","2013-09-05",8.69
"468","2013-09-06",8.45
"469","2013-09-09",8.83
"470","2013-09-10",8.93
"471","2013-09-11",9.75
"472","2013-09-12",10.1
"473","2013-09-13",10.17
"474","2013-09-16",10.18
"475","2013-09-17",9.97
"476","2013-09-18",10.21
"477","2013-09-19",9.84
"478","2013-09-20",9.88
"479","2013-09-23",9.75
"480","2013-09-24",9.87
"481","2013-09-25",9.84
"482","2013-09-26",9.99
"483","2013-09-27",9.91
"484","2013-09-30",9.8
"485","2013-10-01",9.23
"486","2013-10-02",9.87
"487","2013-10-03",9.35
"488","2013-10-04",9.42
"489","2013-10-07",9.48
"490","2013-10-08",9.46
"491","2013-10-09",9.18
"492","2013-10-10",9.21
"493","2013-10-11",9.05
"494","2013-10-14",8.68
"495","2013-10-15",8.64
"496","2013-10-16",8.9
"497","2013-10-17",9.19
"498","2013-10-18",9.56
"499","2013-10-21",9.74
"500","2013-10-22",9.88
"501","2013-10-23",10.28
"502","2013-10-24",10.37
"503","2013-10-25",10.67
"504","2013-10-28",10.84
"505","2013-10-29",11.13
"506","2013-10-30",11.02
"507","2013-10-31",10.33
"508","2013-11-01",10.27
"509","2013-11-04",11.14
"510","2013-11-05",11.08
"511","2013-11-06",11.01
"512","2013-11-07",10.69
"513","2013-11-08",11.41
"514","2013-11-11",11
"515","2013-11-12",10.93
"516","2013-11-13",11.06
"517","2013-11-14",11.48
"518","2013-11-15",12.02
"519","2013-11-18",12.28
"520","2013-11-19",11.89
"521","2013-11-20",11.99
"522","2013-11-21",12.04
"523","2013-11-22",12.61
"524","2013-11-25",13.91
"525","2013-11-26",14.48
"526","2013-11-27",17.360001
"527","2013-11-29",16.799999
"528","2013-12-02",16.25
"529","2013-12-03",16.09
"530","2013-12-04",17.200001
"531","2013-12-05",17.57
"532","2013-12-06",15.64
"533","2013-12-09",12.06
"534","2013-12-10",11.46
"535","2013-12-11",10.3
"536","2013-12-12",10.09
"537","2013-12-13",10.3
"538","2013-12-16",10.27
"539","2013-12-17",10.21
"540","2013-12-18",10.18
"541","2013-12-19",10.22
"542","2013-12-20",10.13
"543","2013-12-23",10.02
"544","2013-12-24",10.19
"545","2013-12-26",10.27
"546","2013-12-27",10.06
"547","2013-12-30",10.15
"548","2013-12-31",10.21
"549","2014-01-02",10.23
"550","2014-01-03",10.26
"551","2014-01-06",10.07
"552","2014-01-07",10.52
"553","2014-01-08",9.58
"554","2014-01-09",9.57
"555","2014-01-10",9.61
"556","2014-01-13",9.78
"557","2014-01-14",9.87
"558","2014-01-15",9.97
"559","2014-01-16",10.11
"560","2014-01-17",9.9
"561","2014-01-21",10.06
"562","2014-01-22",10.17
"563","2014-01-23",9.95
"564","2014-01-24",9.95
"565","2014-01-27",10.01
"566","2014-01-28",10.01
"567","2014-01-29",9.66
"568","2014-01-30",10.02
"569","2014-01-31",10
"570","2014-02-03",9.54
"571","2014-02-04",9.48
"572","2014-02-05",9.29
"573","2014-02-06",9.52
"574","2014-02-07",9.75
"575","2014-02-10",10.05
"576","2014-02-11",10.19
"577","2014-02-12",10.27
"578","2014-02-13",10.73
"579","2014-02-14",10.57
"580","2014-02-18",10.71
"581","2014-02-19",10.63
"582","2014-02-20",11.09
"583","2014-02-21",11.05
"584","2014-02-24",11.04
"585","2014-02-25",10.93
"586","2014-02-26",10.95
"587","2014-02-27",11.03
"588","2014-02-28",11.46
"589","2014-03-03",10.94
"590","2014-03-04",11.06
"591","2014-03-05",11.29
"592","2014-03-06",11.25
"593","2014-03-07",11.3
"594","2014-03-10",11.06
"595","2014-03-11",11.04
"596","2014-03-12",10.84
"597","2014-03-13",10.86
"598","2014-03-14",11.12
"599","2014-03-17",10.98
"600","2014-03-18",10.13
"601","2014-03-19",9.95
"602","2014-03-20",9.66
"603","2014-03-21",9.9
"604","2014-03-24",10
"605","2014-03-25",10.12
"606","2014-03-26",10.1
"607","2014-03-27",9.91
"608","2014-03-28",9.94
"609","2014-03-31",9.97
"610","2014-04-01",10.02
"611","2014-04-02",10.1
"612","2014-04-03",9.81
"613","2014-04-04",9.55
"614","2014-04-07",9.23
"615","2014-04-08",9.3
"616","2014-04-09",9.03
"617","2014-04-10",8.66
"618","2014-04-11",8.58
"619","2014-04-14",8.65
"620","2014-04-15",8.24
"621","2014-04-16",8.39
"622","2014-04-17",8.77
"623","2014-04-21",8.61
"624","2014-04-22",8.81
"625","2014-04-23",8.48
"626","2014-04-24",8.55
"627","2014-04-25",8.33
"628","2014-04-28",8.22
"629","2014-04-29",8.15
"630","2014-04-30",8.1
"631","2014-05-01",8.09
"632","2014-05-02",7.68
"633","2014-05-05",7.64
"634","2014-05-06",7.4
"635","2014-05-07",7.64
"636","2014-05-08",7.64
"637","2014-05-09",7.45
"638","2014-05-12",7.88
"639","2014-05-13",7.67
"640","2014-05-14",7.3
"641","2014-05-15",7.25
"642","2014-05-16",7.28
"643","2014-05-19",7.06
"644","2014-05-20",7.06
"645","2014-05-21",7.12
"646","2014-05-22",7.22
"647","2014-05-23",7.35
"648","2014-05-27",7.43
"649","2014-05-28",7.37
"650","2014-05-29",7.49
"651","2014-05-30",7.84
"652","2014-06-02",7.78
"653","2014-06-03",7.57
"654","2014-06-04",7.53
"655","2014-06-05",7.39
"656","2014-06-06",7.12
"657","2014-06-09",7.06
"658","2014-06-10",7.02
"659","2014-06-11",7.25
"660","2014-06-12",7.34
"661","2014-06-13",7.46
"662","2014-06-16",7.32
"663","2014-06-17",7.38
"664","2014-06-18",7.38
"665","2014-06-19",7.27
"666","2014-06-20",7.54
"667","2014-06-23",7.7
"668","2014-06-24",7.46
"669","2014-06-25",7.38
"670","2014-06-26",7.41
"671","2014-06-27",7.46
"672","2014-06-30",7.87
"673","2014-07-01",7.77
"674","2014-07-02",7.75
"675","2014-07-03",7.53
"676","2014-07-07",7.6
"677","2014-07-08",7.3
"678","2014-07-09",7.37
"679","2014-07-10",7.33
"680","2014-07-11",7.28
"681","2014-07-14",7.2
"682","2014-07-15",7.05
"683","2014-07-16",7.12
"684","2014-07-17",7.42
"685","2014-07-18",7.39
"686","2014-07-21",7.29
"687","2014-07-22",7.31
"688","2014-07-23",7.35
"689","2014-07-24",7.24
"690","2014-07-25",6.88
"691","2014-07-28",6.82
"692","2014-07-29",7
"693","2014-07-30",7
"694","2014-07-31",6.93
"695","2014-08-01",6.86
"696","2014-08-04",6.91
"697","2014-08-05",6.93
"698","2014-08-06",7
"699","2014-08-07",6.88
"700","2014-08-08",7.39
"701","2014-08-11",7.64
"702","2014-08-12",7.51
"703","2014-08-13",7.47
"704","2014-08-14",7.5
"705","2014-08-15",7.53
"706","2014-08-18",7.58
"707","2014-08-19",7.53
"708","2014-08-20",7.5
"709","2014-08-21",7.86
"710","2014-08-22",8.08
"711","2014-08-25",8.14
"712","2014-08-26",8
"713","2014-08-27",8.14
"714","2014-08-28",8.33
"715","2014-08-29",8.36
"716","2014-09-02",8.4
"717","2014-09-03",7.15
"718","2014-09-04",6.95
"719","2014-09-05",6.98
"720","2014-09-08",7.16
"721","2014-09-09",7.11
"722","2014-09-10",7
"723","2014-09-11",6.96
"724","2014-09-12",7
"725","2014-09-15",7
"726","2014-09-16",7.02
"727","2014-09-17",6.81
"728","2014-09-18",6.92
"729","2014-09-19",7.13
"730","2014-09-22",6.97
"731","2014-09-23",6.8
"732","2014-09-24",6.92
"733","2014-09-25",6.81
"734","2014-09-26",6.81
"735","2014-09-29",6.89
"736","2014-09-30",7.03
"737","2014-10-01",7.17
"738","2014-10-02",7.23
"739","2014-10-03",7.21
"740","2014-10-06",7.03
"741","2014-10-07",6.83
"742","2014-10-08",6.83
"743","2014-10-09",6.53
"744","2014-10-10",6.63
"745","2014-10-13",6.57
"746","2014-10-14",6.55
"747","2014-10-15",6.94
"748","2014-10-16",6.95
"749","2014-10-17",7.02
"750","2014-10-20",7.25
"751","2014-10-21",7.29
"752","2014-10-22",7.2
"753","2014-10-23",7.2
"754","2014-10-24",7.15
"755","2014-10-27",7.1
"756","2014-10-28",7.1
"757","2014-10-29",7.1
"758","2014-10-30",7.13
"759","2014-10-31",7.25
"760","2014-11-03",7.29
"761","2014-11-04",7.21
"762","2014-11-05",7.01
"763","2014-11-06",6.83
"764","2014-11-07",6.84
"765","2014-11-10",6.69
"766","2014-11-11",6.58
"767","2014-11-12",6.58
"768","2014-11-13",6.64
"769","2014-11-14",6.66
"770","2014-11-17",6.68
"771","2014-11-18",6.69
"772","2014-11-19",6.62
"773","2014-11-20",6.67
"774","2014-11-21",6.71
"775","2014-11-24",6.7
"776","2014-11-25",6.71
"777","2014-11-26",6.85
"778","2014-11-28",6.63
"779","2014-12-01",6.65
"780","2014-12-02",6.74
"781","2014-12-03",6.77
"782","2014-12-04",6.8
"783","2014-12-05",6.63
"784","2014-12-08",6.62
"785","2014-12-09",6.66
"786","2014-12-10",6.52
"787","2014-12-11",6.46
"788","2014-12-12",6.31
"789","2014-12-15",6.13
"790","2014-12-16",6.1
"791","2014-12-17",6.09
"792","2014-12-18",6.56
"793","2014-12-19",6.49
"794","2014-12-22",6.13
"795","2014-12-23",6.47
"796","2014-12-24",6.51
"797","2014-12-26",6.57
"798","2014-12-29",6.35
"799","2014-12-30",6.36
"800","2014-12-31",6.18
"801","2015-01-02",6.17
"802","2015-01-05",5.98
"803","2015-01-06",5.59
"804","2015-01-07",5.64
"805","2015-01-08",5.71
"806","2015-01-09",5.95
"807","2015-01-12",5.86
"808","2015-01-13",5.9
"809","2015-01-14",5.9
"810","2015-01-15",5.95
"811","2015-01-16",6.05
"812","2015-01-20",6.13
"813","2015-01-21",6.08
"814","2015-01-22",6.11
"815","2015-01-23",6.08
"816","2015-01-26",6.29
"817","2015-01-27",6.27
"818","2015-01-28",6.24
"819","2015-01-29",6.23
"820","2015-01-30",6.27
"821","2015-02-02",6.38
"822","2015-02-03",6.5
"823","2015-02-04",6.32
"824","2015-02-05",6.41
"825","2015-02-06",6.51
"826","2015-02-09",6.4
"827","2015-02-10",6.35
"828","2015-02-11",6.27
"829","2015-02-12",6.3
"830","2015-02-13",6.34
"831","2015-02-17",6.56
"832","2015-02-18",6.85
"833","2015-02-19",7.08
"834","2015-02-20",7.1
"835","2015-02-23",7.15
"836","2015-02-24",7.06
"837","2015-02-25",6.94
"838","2015-02-26",7.42
"839","2015-02-27",7.29
"840","2015-03-02",7.44
"841","2015-03-03",7.46
"842","2015-03-04",7.4
"843","2015-03-05",7.39
"844","2015-03-06",7.46
"845","2015-03-09",7.42
"846","2015-03-10",7.35
"847","2015-03-11",7.2
"848","2015-03-12",7.17
"849","2015-03-13",7.23
"850","2015-03-16",7.28
"851","2015-03-17",7.22
"852","2015-03-18",7.46
"853","2015-03-19",7.34
"854","2015-03-20",7.65
"855","2015-03-23",7.49
"856","2015-03-24",7.41
"857","2015-03-25",7.48
"858","2015-03-26",7.34
"859","2015-03-27",7.49
"860","2015-03-30",8.01
"861","2015-03-31",7.95
"862","2015-04-01",8.06
"863","2015-04-02",9.01
"864","2015-04-06",8.84
"865","2015-04-07",9.03
"866","2015-04-08",8.91
"867","2015-04-09",8.98
"868","2015-04-10",9.67
"869","2015-04-13",9.83
"870","2015-04-14",9
"871","2015-04-15",9.06
"872","2015-04-16",9.37
"873","2015-04-17",9.11
"874","2015-04-20",9.93
"875","2015-04-21",9.9
"876","2015-04-22",10.19
"877","2015-04-23",10.67
"878","2015-04-24",11.37
"879","2015-04-27",11.27
"880","2015-04-28",12.91
"881","2015-04-29",13.88
"882","2015-04-30",14.24
"883","2015-05-01",12.74
"884","2015-05-04",11.7
"885","2015-05-05",12.5
"886","2015-05-06",12.92
"887","2015-05-07",13.44
"888","2015-05-08",13.85
"889","2015-05-11",14.02
"890","2015-05-12",12.83
"891","2015-05-13",11.62
"892","2015-05-14",12.03
"893","2015-05-15",12.01
"894","2015-05-18",11.66
"895","2015-05-19",11.74
"896","2015-05-20",11.71
"897","2015-05-21",11.78
"898","2015-05-22",11.79
"899","2015-05-26",11.76
"900","2015-05-27",12.19
"901","2015-05-28",12.53
"902","2015-05-29",12.54
"903","2015-06-01",12.53
"904","2015-06-02",12.79
"905","2015-06-03",12.53
"906","2015-06-04",12.39
"907","2015-06-05",12.35
"908","2015-06-08",12.27
"909","2015-06-09",12.29
"910","2015-06-10",12.08
"911","2015-06-11",12.25
"912","2015-06-12",11.97
"913","2015-06-15",11.31
"914","2015-06-16",11.6
"915","2015-06-17",11.12
"916","2015-06-18",10.81
"917","2015-06-19",10.8
"918","2015-06-22",10.57
"919","2015-06-23",11.16
"920","2015-06-24",11.2
"921","2015-06-25",11.28
"922","2015-06-26",10.87
"923","2015-06-29",10.51
"924","2015-06-30",10.47
"925","2015-07-01",10.27
"926","2015-07-02",10.52
"927","2015-07-06",10.43
"928","2015-07-07",10.28
"929","2015-07-08",10.04
"930","2015-07-09",9.98
"931","2015-07-10",9.41
"932","2015-07-13",9.49
"933","2015-07-14",9.76
"934","2015-07-15",9.75
"935","2015-07-16",10.55
"936","2015-07-17",10.82
"937","2015-07-20",10.57
"938","2015-07-21",11.01
"939","2015-07-22",10.66
"940","2015-07-23",10.33
"941","2015-07-24",10.02
"942","2015-07-27",9.99
"943","2015-07-28",10.76
"944","2015-07-29",10.9
"945","2015-07-30",10.38
"946","2015-07-31",10.35
"947","2015-08-03",9.91
"948","2015-08-04",9.99
"949","2015-08-05",9.68
"950","2015-08-06",8.44
"951","2015-08-07",8.8
"952","2015-08-10",9.57
"953","2015-08-11",9.52
"954","2015-08-12",9.63
"955","2015-08-13",9.52
"956","2015-08-14",10.1
"957","2015-08-17",10.68
"958","2015-08-18",10.24
"959","2015-08-19",9.84
"960","2015-08-20",9.71
"961","2015-08-21",9.85
"962","2015-08-24",9.6
"963","2015-08-25",9.49
"964","2015-08-26",10.2
"965","2015-08-27",10.37
"966","2015-08-28",10.45
"967","2015-08-31",10.7
"968","2015-09-01",10.36
"969","2015-09-02",10.38
"970","2015-09-03",9.89
"971","2015-09-04",9.65
"972","2015-09-08",9.96
"973","2015-09-09",9.6
"974","2015-09-10",9.45
"975","2015-09-11",9.47
"976","2015-09-14",8.98
"977","2015-09-15",8.94
"978","2015-09-16",9.1
"979","2015-09-17",8.91
"980","2015-09-18",8.68
"981","2015-09-21",8.9
"982","2015-09-22",8.55
"983","2015-09-23",8.64
"984","2015-09-24",9.2
"985","2015-09-25",8.52
"986","2015-09-28",8.35
"987","2015-09-29",8.31
"988","2015-09-30",8.23
"989","2015-10-01",8.11
"990","2015-10-02",9.04
"991","2015-10-05",9.4
"992","2015-10-06",9.67
"993","2015-10-07",10.68
"994","2015-10-08",12.64
"995","2015-10-09",12.09
"996","2015-10-12",13.27
"997","2015-10-13",12.1
"998","2015-10-14",12.11
"999","2015-10-15",13.36
"1000","2015-10-16",13.27
