"","date","PIRS"
"196","2015-10-12",1.97
"197","2015-10-13",1.87
"198","2015-10-14",1.91
"199","2015-10-15",1.94
"200","2015-10-16",2
"201","2015-10-19",1.91
"202","2015-10-20",1.8
"203","2015-10-21",1.74
"204","2015-10-22",1.65
"205","2015-10-23",1.64
"206","2015-10-26",1.58
"207","2015-10-27",1.59
"208","2015-10-28",1.59
"209","2015-10-29",1.64
"210","2015-10-30",1.59
"211","2015-11-02",1.79
"212","2015-11-03",1.93
"213","2015-11-04",1.88
"214","2015-11-05",1.85
"215","2015-11-06",1.93
"216","2015-11-09",2
"217","2015-11-10",1.97
"218","2015-11-11",1.99
"219","2015-11-12",1.87
"220","2015-11-13",1.97
"221","2015-11-16",2
"222","2015-11-17",2.11
"223","2015-11-18",2.21
"224","2015-11-19",2.13
"225","2015-11-20",2.19
"226","2015-11-23",2.36
"227","2015-11-24",2.35
"228","2015-11-25",2.48
"229","2015-11-27",2.5
"230","2015-11-30",2.51
"231","2015-12-01",2.49
"232","2015-12-02",2.42
"233","2015-12-03",2.31
"234","2015-12-04",2.35
"235","2015-12-07",2.06
"236","2015-12-08",2.79
"237","2015-12-09",2.69
"238","2015-12-10",2.63
"239","2015-12-11",2.45
"240","2015-12-14",2.34
"241","2015-12-15",2.37
"242","2015-12-16",2.33
"243","2015-12-17",2.33
"244","2015-12-18",2.39
"245","2015-12-21",2.36
"246","2015-12-22",2.27
"247","2015-12-23",2.3
"248","2015-12-24",2.3
"249","2015-12-28",2.25
"250","2015-12-29",2.37
"251","2015-12-30",2.28
"252","2015-12-31",2.29
"253","2016-01-04",2.29
"254","2016-01-05",2.23
"255","2016-01-06",2.13
"256","2016-01-07",2
"257","2016-01-08",2.01
"258","2016-01-11",1.92
"259","2016-01-12",1.88
"260","2016-01-13",1.71
"261","2016-01-14",1.49
"262","2016-01-15",1.62
"263","2016-01-19",1.54
"264","2016-01-20",1.59
"265","2016-01-21",1.56
"266","2016-01-22",1.6
"267","2016-01-25",1.63
"268","2016-01-26",1.68
"269","2016-01-27",1.53
"270","2016-01-28",1.659
"271","2016-01-29",1.73
"272","2016-02-01",1.82
"273","2016-02-02",1.73
"274","2016-02-03",1.7
"275","2016-02-04",1.7
"276","2016-02-05",1.7
"277","2016-02-08",1.57
"278","2016-02-09",1.53
"279","2016-02-10",1.56
"280","2016-02-11",1.51
"281","2016-02-12",1.52
"282","2016-02-16",1.59
"283","2016-02-17",1.7
"284","2016-02-18",1.68
"285","2016-02-19",1.64
"286","2016-02-22",1.68
"287","2016-02-23",1.75
"288","2016-02-24",1.67
"289","2016-02-25",1.66
"290","2016-02-26",1.74
"291","2016-02-29",1.78
"292","2016-03-01",1.86
"293","2016-03-02",1.9
"294","2016-03-03",1.94
"295","2016-03-04",1.945
"296","2016-03-07",1.92
"297","2016-03-08",1.87
"298","2016-03-09",1.89
"299","2016-03-10",1.77
"300","2016-03-11",1.77
"301","2016-03-14",1.8
"302","2016-03-15",1.68
"303","2016-03-16",1.621
"304","2016-03-17",1.64
"305","2016-03-18",1.63
"306","2016-03-21",1.82
"307","2016-03-22",1.88
"308","2016-03-23",1.76
"309","2016-03-24",1.93
"310","2016-03-28",1.92
"311","2016-03-29",1.88
"312","2016-03-30",1.9
"313","2016-03-31",1.9
"314","2016-04-01",2.15
"315","2016-04-04",2.37
"316","2016-04-05",2.28
"317","2016-04-06",2.39
"318","2016-04-07",2.38
"319","2016-04-08",2.35
"320","2016-04-11",2.28
"321","2016-04-12",2.33
"322","2016-04-13",2.34
"323","2016-04-14",2.41
"324","2016-04-15",2.41
"325","2016-04-18",2.32
"326","2016-04-19",2.1
"327","2016-04-20",2.15
"328","2016-04-21",2.19
"329","2016-04-22",2.27
"330","2016-04-25",2.22
"331","2016-04-26",2.2
"332","2016-04-27",2.05
"333","2016-04-28",2.05
"334","2016-04-29",2.01
"335","2016-05-02",1.91
"336","2016-05-03",1.86
"337","2016-05-04",1.75
"338","2016-05-05",1.73
"339","2016-05-06",1.77
"340","2016-05-09",1.842
"341","2016-05-10",1.8
"342","2016-05-11",1.8
"343","2016-05-12",1.699
"344","2016-05-13",1.67
"345","2016-05-16",1.675
"346","2016-05-17",1.68
"347","2016-05-18",1.72
"348","2016-05-19",1.77
"349","2016-05-20",1.74
"350","2016-05-23",1.74
"351","2016-05-24",1.79
"352","2016-05-25",1.83
"353","2016-05-26",1.81
"354","2016-05-27",1.83
"355","2016-05-31",1.9
"356","2016-06-01",1.92
"357","2016-06-02",1.95
"358","2016-06-03",1.9
"359","2016-06-06",1.87
"360","2016-06-07",1.85
"361","2016-06-08",1.84
"362","2016-06-09",1.74
"363","2016-06-10",1.64
"364","2016-06-13",1.69
"365","2016-06-14",1.64
"366","2016-06-15",1.7
"367","2016-06-16",1.7
"368","2016-06-17",1.68
"369","2016-06-20",1.75
"370","2016-06-21",1.65
"371","2016-06-22",1.67
"372","2016-06-23",1.64
"373","2016-06-24",1.66
"374","2016-06-27",1.6
"375","2016-06-28",1.68
"376","2016-06-29",1.65
"377","2016-06-30",1.61
"378","2016-07-01",1.69
"379","2016-07-05",1.69
"380","2016-07-06",1.65
"381","2016-07-07",1.56
"382","2016-07-08",1.65
"383","2016-07-11",1.65
"384","2016-07-12",1.64
"385","2016-07-13",1.73
"386","2016-07-14",1.73
"387","2016-07-15",1.71
"388","2016-07-18",1.7
"389","2016-07-19",1.69
"390","2016-07-20",1.66
"391","2016-07-21",1.68
"392","2016-07-22",1.69
"393","2016-07-25",1.73
"394","2016-07-26",1.7
"395","2016-07-27",1.7
"396","2016-07-28",1.72
"397","2016-07-29",1.76
"398","2016-08-01",1.77
"399","2016-08-02",1.73
"400","2016-08-03",1.73
"401","2016-08-04",1.7
"402","2016-08-05",1.68
"403","2016-08-08",1.66
"404","2016-08-09",1.69
"405","2016-08-10",1.71
"406","2016-08-11",1.69
"407","2016-08-12",1.74
"408","2016-08-15",1.73
"409","2016-08-16",1.72
"410","2016-08-17",1.66
"411","2016-08-18",1.63
"412","2016-08-19",1.63
"413","2016-08-22",1.66
"414","2016-08-23",1.66
"415","2016-08-24",1.61
"416","2016-08-25",1.62
"417","2016-08-26",1.61
"418","2016-08-29",1.6
"419","2016-08-30",1.6
"420","2016-08-31",1.6
"421","2016-09-01",1.61
"422","2016-09-02",1.61
"423","2016-09-06",1.61
"424","2016-09-07",1.6
"425","2016-09-08",1.63
"426","2016-09-09",1.6
"427","2016-09-12",1.6
"428","2016-09-13",1.55
"429","2016-09-14",1.57
"430","2016-09-15",1.57
"431","2016-09-16",1.55
"432","2016-09-19",1.58
"433","2016-09-20",1.59
"434","2016-09-21",1.59
"435","2016-09-22",1.67
"436","2016-09-23",1.69
"437","2016-09-26",1.68
"438","2016-09-27",1.71
"439","2016-09-28",1.64
"440","2016-09-29",1.68
"441","2016-09-30",1.828
"442","2016-10-03",1.96
"443","2016-10-04",1.86
"444","2016-10-05",1.9
"445","2016-10-06",1.71
"446","2016-10-07",1.76
"447","2016-10-10",1.79
"448","2016-10-11",1.71
"449","2016-10-12",1.72
"450","2016-10-13",1.64
"451","2016-10-14",1.66
"452","2016-10-17",1.64
"453","2016-10-18",1.59
"454","2016-10-19",1.61
"455","2016-10-20",1.619
"456","2016-10-21",1.62
"457","2016-10-24",1.6
"458","2016-10-25",1.64
"459","2016-10-26",1.59
"460","2016-10-27",1.53
"461","2016-10-28",1.52
"462","2016-10-31",1.5
"463","2016-11-01",1.52
"464","2016-11-02",1.52
"465","2016-11-03",1.43
"466","2016-11-04",1.4
"467","2016-11-07",1.44
"468","2016-11-08",1.4
"469","2016-11-09",1.5
"470","2016-11-10",1.49
"471","2016-11-11",1.512
"472","2016-11-14",1.58
"473","2016-11-15",1.57
"474","2016-11-16",1.57
"475","2016-11-17",1.6
"476","2016-11-18",1.57
"477","2016-11-21",1.48
"478","2016-11-22",1.5
"479","2016-11-23",1.45
"480","2016-11-25",1.51
"481","2016-11-28",1.45
"482","2016-11-29",1.48
"483","2016-11-30",1.54
"484","2016-12-01",1.53
"485","2016-12-02",1.6
"486","2016-12-05",1.57
"487","2016-12-06",1.59
"488","2016-12-07",1.56
"489","2016-12-08",1.51
"490","2016-12-09",1.54
"491","2016-12-12",1.47
"492","2016-12-13",1.435
"493","2016-12-14",1.355
"494","2016-12-15",1.4
"495","2016-12-16",1.42
"496","2016-12-19",1.4
"497","2016-12-20",1.38
"498","2016-12-21",1.41
"499","2016-12-22",1.41
"500","2016-12-23",1.44
"501","2016-12-27",1.48
"502","2016-12-28",1.46
"503","2016-12-29",1.41
"504","2016-12-30",1.405
"505","2017-01-03",1.46
"506","2017-01-04",1.47
"507","2017-01-05",1.76
"508","2017-01-06",1.88
"509","2017-01-09",1.86
"510","2017-01-10",1.82
"511","2017-01-11",1.87
"512","2017-01-12",1.87
"513","2017-01-13",1.92
"514","2017-01-17",1.87
"515","2017-01-18",1.804
"516","2017-01-19",1.79
"517","2017-01-20",1.81
"518","2017-01-23",1.7
"519","2017-01-24",1.905
"520","2017-01-25",2.01
"521","2017-01-26",1.98
"522","2017-01-27",2.09
"523","2017-01-30",2.11
"524","2017-01-31",2.19
"525","2017-02-01",2.17
"526","2017-02-02",2.16
"527","2017-02-03",2.16
"528","2017-02-06",2.2
"529","2017-02-07",2.13
"530","2017-02-08",2.1
"531","2017-02-09",2.07
"532","2017-02-10",2.08
"533","2017-02-13",2.17
"534","2017-02-14",2.15
"535","2017-02-15",2.15
"536","2017-02-16",2.09
"537","2017-02-17",2.095
"538","2017-02-21",2.04
"539","2017-02-22",2.03
"540","2017-02-23",1.99
"541","2017-02-24",1.92
"542","2017-02-27",2.02
"543","2017-02-28",2.04
"544","2017-03-01",2.07
"545","2017-03-02",2.17
"546","2017-03-03",2.22
"547","2017-03-06",2.64
"548","2017-03-07",2.64
"549","2017-03-08",2.58
"550","2017-03-09",2.85
"551","2017-03-10",2.85
"552","2017-03-13",2.78
"553","2017-03-14",2.68
"554","2017-03-15",2.72
"555","2017-03-16",2.77
"556","2017-03-17",2.73
"557","2017-03-20",2.67
"558","2017-03-21",2.52
"559","2017-03-22",2.45
"560","2017-03-23",2.55
"561","2017-03-24",2.66
"562","2017-03-27",2.78
"563","2017-03-28",2.78
"564","2017-03-29",2.78
"565","2017-03-30",2.72
"566","2017-03-31",2.6
"567","2017-04-03",2.57
"568","2017-04-04",2.505
"569","2017-04-05",2.49
"570","2017-04-06",2.44
"571","2017-04-07",2.37
"572","2017-04-10",2.38
"573","2017-04-11",2.38
"574","2017-04-12",2.3
"575","2017-04-13",2.33
"576","2017-04-17",2.39
"577","2017-04-18",2.42
"578","2017-04-19",2.44
"579","2017-04-20",2.38
"580","2017-04-21",2.335
"581","2017-04-24",2.32
"582","2017-04-25",2.32
"583","2017-04-26",2.35
"584","2017-04-27",2.35
"585","2017-04-28",2.41
"586","2017-05-01",2.4
"587","2017-05-02",2.4
"588","2017-05-03",3.67
"589","2017-05-04",3.54
"590","2017-05-05",3.56
"591","2017-05-08",3.41
"592","2017-05-09",3.4
"593","2017-05-10",3.98
"594","2017-05-11",3.89
"595","2017-05-12",3.8
"596","2017-05-15",3.82
"597","2017-05-16",4.09
"598","2017-05-17",4.01
"599","2017-05-18",4.04
"600","2017-05-19",4.05
"601","2017-05-22",3.94
"602","2017-05-23",4.02
"603","2017-05-24",4.14
"604","2017-05-25",4.45
"605","2017-05-26",4.31
"606","2017-05-30",4.62
"607","2017-05-31",4.58
"608","2017-06-01",4.82
"609","2017-06-02",4.89
"610","2017-06-05",4.71
"611","2017-06-06",4.46
"612","2017-06-07",4.39
"613","2017-06-08",4.28
"614","2017-06-09",4.38
"615","2017-06-12",4.26
"616","2017-06-13",4.32
"617","2017-06-14",4.19
"618","2017-06-15",4.23
"619","2017-06-16",4.28
"620","2017-06-19",4.5
"621","2017-06-20",4.49
"622","2017-06-21",4.54
"623","2017-06-22",4.63
"624","2017-06-23",4.85
"625","2017-06-26",4.81
"626","2017-06-27",4.75
"627","2017-06-28",4.73
"628","2017-06-29",4.94
"629","2017-06-30",5.06
"630","2017-07-03",5.13
"631","2017-07-05",5.44
"632","2017-07-06",5.64
"633","2017-07-07",5.8
"634","2017-07-10",5.93
"635","2017-07-11",6.03
"636","2017-07-12",5.94
"637","2017-07-13",5.52
"638","2017-07-14",5.83
"639","2017-07-17",5.74
"640","2017-07-18",5.75
"641","2017-07-19",5.83
"642","2017-07-20",5.65
"643","2017-07-21",5.7
"644","2017-07-24",5.83
"645","2017-07-25",5.64
"646","2017-07-26",5.54
"647","2017-07-27",5.27
"648","2017-07-28",5.32
"649","2017-07-31",5.2
"650","2017-08-01",5.18
"651","2017-08-02",5.03
"652","2017-08-03",5.09
"653","2017-08-04",5.25
"654","2017-08-07",5.29
"655","2017-08-08",5.18
"656","2017-08-09",5
"657","2017-08-10",4.63
"658","2017-08-11",4.58
"659","2017-08-14",4.8
"660","2017-08-15",4.72
"661","2017-08-16",4.74
"662","2017-08-17",4.63
"663","2017-08-18",4.87
"664","2017-08-21",5.05
"665","2017-08-22",5
"666","2017-08-23",5.11
"667","2017-08-24",5.21
"668","2017-08-25",5.05
"669","2017-08-28",5.23
"670","2017-08-29",5.31
"671","2017-08-30",5.5
"672","2017-08-31",5.51
"673","2017-09-01",5.48
"674","2017-09-05",5.19
"675","2017-09-06",5.2
"676","2017-09-07",5.28
"677","2017-09-08",5.33
"678","2017-09-11",5.43
"679","2017-09-12",5.35
"680","2017-09-13",5.32
"681","2017-09-14",5.4
"682","2017-09-15",5.39
"683","2017-09-18",5.43
"684","2017-09-19",5.39
"685","2017-09-20",5.32
"686","2017-09-21",5.17
"687","2017-09-22",5.28
"688","2017-09-25",5.25
"689","2017-09-26",5.31
"690","2017-09-27",5.42
"691","2017-09-28",5.88
"692","2017-09-29",5.76
"693","2017-10-02",6.21
"694","2017-10-03",6.19
"695","2017-10-04",6.34
"696","2017-10-05",6.53
"697","2017-10-06",6.23
"698","2017-10-09",6.19
"699","2017-10-10",6.3
"700","2017-10-11",6.23
"701","2017-10-12",5.87
"702","2017-10-13",5.72
"703","2017-10-16",5.27
"704","2017-10-17",5.28
"705","2017-10-18",5.13
"706","2017-10-19",5.1
"707","2017-10-20",5
"708","2017-10-23",5.12
"709","2017-10-24",4.74
"710","2017-10-25",4.68
"711","2017-10-26",4.84
"712","2017-10-27",4.96
"713","2017-10-30",5.04
"714","2017-10-31",5.05
"715","2017-11-01",4.84
"716","2017-11-02",4.98
"717","2017-11-03",4.95
"718","2017-11-06",4.92
"719","2017-11-07",4.75
"720","2017-11-08",4.78
"721","2017-11-09",5.25
"722","2017-11-10",5.45
"723","2017-11-13",5.55
"724","2017-11-14",5.64
"725","2017-11-15",5.41
"726","2017-11-16",5.78
"727","2017-11-17",6.09
"728","2017-11-20",6.21
"729","2017-11-21",6.32
"730","2017-11-22",6.38
"731","2017-11-24",6.5
"732","2017-11-27",6.27
"733","2017-11-28",6.14
"734","2017-11-29",6.09
"735","2017-11-30",6.18
"736","2017-12-01",6.07
"737","2017-12-04",6.14
"738","2017-12-05",6.16
"739","2017-12-06",5.87
"740","2017-12-07",6.14
"741","2017-12-08",6.15
"742","2017-12-11",5.82
"743","2017-12-12",5.79
"744","2017-12-13",6
"745","2017-12-14",5.93
"746","2017-12-15",5.95
"747","2017-12-18",5.64
"748","2017-12-19",5.85
"749","2017-12-20",5.93
"750","2017-12-21",6.26
"751","2017-12-22",6.37
"752","2017-12-26",7.34
"753","2017-12-27",7.23
"754","2017-12-28",7.43
"755","2017-12-29",7.55
"756","2018-01-02",7.75
"757","2018-01-03",7.12
"758","2018-01-04",7.44
"759","2018-01-05",7.32
"760","2018-01-08",7.28
"761","2018-01-09",7.27
"762","2018-01-10",7.39
"763","2018-01-11",7.39
"764","2018-01-12",7.46
"765","2018-01-16",6.92
"766","2018-01-17",7.35
"767","2018-01-18",7.37
"768","2018-01-19",7.42
"769","2018-01-22",7.48
"770","2018-01-23",7.43
"771","2018-01-24",7.61
"772","2018-01-25",7.72
"773","2018-01-26",7.93
"774","2018-01-29",7.64
"775","2018-01-30",7.63
"776","2018-01-31",7.53
"777","2018-02-01",7.67
"778","2018-02-02",8.07
"779","2018-02-05",8.01
"780","2018-02-06",7.8
"781","2018-02-07",7.73
"782","2018-02-08",7.15
"783","2018-02-09",8.59
"784","2018-02-12",8.88
"785","2018-02-13",9.45
"786","2018-02-14",8.7
"787","2018-02-15",8.87
"788","2018-02-16",8.63
"789","2018-02-20",8.56
"790","2018-02-21",8.12
"791","2018-02-22",8.19
"792","2018-02-23",8.59
"793","2018-02-26",8.86
"794","2018-02-27",8.76
"795","2018-02-28",8.52
"796","2018-03-01",8.49
"797","2018-03-02",8.35
"798","2018-03-05",8.15
"799","2018-03-06",7.91
"800","2018-03-07",7.8
"801","2018-03-08",7.4
"802","2018-03-09",7.27
"803","2018-03-12",7.67
"804","2018-03-13",7.55
"805","2018-03-14",7.27
"806","2018-03-15",6.88
"807","2018-03-16",6.81
"808","2018-03-19",7.22
"809","2018-03-20",7.46
"810","2018-03-21",7.58
"811","2018-03-22",7.58
"812","2018-03-23",7.21
"813","2018-03-26",7.31
"814","2018-03-27",6.86
"815","2018-03-28",6.8
"816","2018-03-29",6.82
"817","2018-04-02",6.48
"818","2018-04-03",6.55
"819","2018-04-04",6.62
"820","2018-04-05",6.56
"821","2018-04-06",6.33
"822","2018-04-09",6.23
"823","2018-04-10",6.56
"824","2018-04-11",6.88
"825","2018-04-12",6.85
"826","2018-04-13",6.43
"827","2018-04-16",6.43
"828","2018-04-17",6.7
"829","2018-04-18",6.71
"830","2018-04-19",6.54
"831","2018-04-20",6.56
"832","2018-04-23",6.36
"833","2018-04-24",6.44
"834","2018-04-25",6.43
"835","2018-04-26",6.31
"836","2018-04-27",6.31
"837","2018-04-30",6.37
"838","2018-05-01",6.23
"839","2018-05-02",6.33
"840","2018-05-03",6.14
"841","2018-05-04",6.01
"842","2018-05-07",5.93
"843","2018-05-08",5.81
"844","2018-05-09",5.69
"845","2018-05-10",5.56
"846","2018-05-11",5.85
"847","2018-05-14",5.74
"848","2018-05-15",5.75
"849","2018-05-16",6.03
"850","2018-05-17",5.93
"851","2018-05-18",5.92
"852","2018-05-21",5.91
"853","2018-05-22",5.96
"854","2018-05-23",6.04
"855","2018-05-24",6.11
"856","2018-05-25",6.24
"857","2018-05-29",5.84
"858","2018-05-30",5.62
"859","2018-05-31",5.62
"860","2018-06-01",5.86
"861","2018-06-04",5.59
"862","2018-06-05",5.54
"863","2018-06-06",5.87
"864","2018-06-07",5.72
"865","2018-06-08",5.86
"866","2018-06-11",5.83
"867","2018-06-12",5.67
"868","2018-06-13",5.65
"869","2018-06-14",5.32
"870","2018-06-15",5.17
"871","2018-06-18",5.29
"872","2018-06-19",5.06
"873","2018-06-20",5.39
"874","2018-06-21",5.21
"875","2018-06-22",5.19
"876","2018-06-25",5.2
"877","2018-06-26",5.21
"878","2018-06-27",5.05
"879","2018-06-28",5.03
"880","2018-06-29",5.07
"881","2018-07-02",5.26
"882","2018-07-03",5.29
"883","2018-07-05",5.41
"884","2018-07-06",5.46
"885","2018-07-09",5.39
"886","2018-07-10",5.32
"887","2018-07-11",5.26
"888","2018-07-12",5.39
"889","2018-07-13",5.6
"890","2018-07-16",5.75
"891","2018-07-17",5.55
"892","2018-07-18",5.41
"893","2018-07-19",5.69
"894","2018-07-20",5.83
"895","2018-07-23",6.42
"896","2018-07-24",6.14
"897","2018-07-25",5.92
"898","2018-07-26",5.78
"899","2018-07-27",5.28
"900","2018-07-30",5.32
"901","2018-07-31",5.49
"902","2018-08-01",5.5
"903","2018-08-02",5.45
"904","2018-08-03",5.28
"905","2018-08-06",5.41
"906","2018-08-07",5.48
"907","2018-08-08",5.3
"908","2018-08-09",5.42
"909","2018-08-10",5.68
"910","2018-08-13",5.44
"911","2018-08-14",5.56
"912","2018-08-15",5.18
"913","2018-08-16",5.36
"914","2018-08-17",5.09
"915","2018-08-20",5.07
"916","2018-08-21",5.24
"917","2018-08-22",5.39
"918","2018-08-23",5.25
"919","2018-08-24",5.26
"920","2018-08-27",5.24
"921","2018-08-28",5.24
"922","2018-08-29",5.53
"923","2018-08-30",5.57
"924","2018-08-31",5.54
"925","2018-09-04",5.66
"926","2018-09-05",5.48
"927","2018-09-06",5.33
"928","2018-09-07",5.27
"929","2018-09-10",5.3
"930","2018-09-11",5.26
"931","2018-09-12",5.11
"932","2018-09-13",5.09
"933","2018-09-14",4.99
"934","2018-09-17",5.08
"935","2018-09-18",5.28
"936","2018-09-19",5.41
"937","2018-09-20",5.28
"938","2018-09-21",5.35
"939","2018-09-24",5.33
"940","2018-09-25",5.69
"941","2018-09-26",5.59
"942","2018-09-27",5.67
"943","2018-09-28",5.6
"944","2018-10-01",5.36
"945","2018-10-02",5.23
"946","2018-10-03",5.35
"947","2018-10-04",5.07
"948","2018-10-05",5.16
"949","2018-10-08",5.05
"950","2018-10-09",4.97
"951","2018-10-10",4.73
"952","2018-10-11",4.76
"953","2018-10-12",5.05
"954","2018-10-15",5.08
"955","2018-10-16",5.23
"956","2018-10-17",5.42
"957","2018-10-18",5.3
"958","2018-10-19",5.2
"959","2018-10-22",4.83
"960","2018-10-23",4.78
"961","2018-10-24",4.46
"962","2018-10-25",4.36
"963","2018-10-26",4.28
"964","2018-10-29",4.16
"965","2018-10-30",4
"966","2018-10-31",4.12
"967","2018-11-01",4.18
"968","2018-11-02",4.4
"969","2018-11-05",4.38
"970","2018-11-06",4.38
"971","2018-11-07",3.79
"972","2018-11-08",3.86
"973","2018-11-09",3.56
"974","2018-11-12",3.29
"975","2018-11-13",3.18
"976","2018-11-14",3.31
"977","2018-11-15",3.38
"978","2018-11-16",3.48
"979","2018-11-19",3.27
"980","2018-11-20",3.26
"981","2018-11-21",3.36
"982","2018-11-23",3.44
"983","2018-11-26",3.3
"984","2018-11-27",3.35
"985","2018-11-28",3.49
"986","2018-11-29",3.45
"987","2018-11-30",3.39
"988","2018-12-03",3.62
"989","2018-12-04",3.56
"990","2018-12-06",3.51
"991","2018-12-07",3.51
"992","2018-12-10",3.45
"993","2018-12-11",3.26
"994","2018-12-12",3.35
"995","2018-12-13",3.06
"996","2018-12-14",2.92
"997","2018-12-17",2.9
"998","2018-12-18",2.72
"999","2018-12-19",2.68
"1000","2018-12-20",2.57
"1001","2018-12-21",2.46
