"","date","TRNS"
"293","2008-03-03",6.83
"294","2008-03-04",7
"295","2008-03-05",6.61
"296","2008-03-06",6.11
"297","2008-03-07",6.75
"298","2008-03-10",6.95
"299","2008-03-11",6.9
"300","2008-03-12",6.78
"301","2008-03-13",6.41
"302","2008-03-14",6.37
"303","2008-03-17",6.01
"304","2008-03-18",6
"305","2008-03-19",5.51
"306","2008-03-20",5.51
"307","2008-03-24",5.55
"308","2008-03-25",5.5
"309","2008-03-26",5.5
"310","2008-03-27",5.5
"311","2008-03-28",5.5
"312","2008-03-31",6.75
"313","2008-04-01",6.57
"314","2008-04-02",5.75
"315","2008-04-03",5.5
"316","2008-04-04",5.5
"317","2008-04-07",6.29
"318","2008-04-08",6.42
"319","2008-04-09",6.26
"320","2008-04-10",6.84
"321","2008-04-11",6.45
"322","2008-04-14",6.06
"323","2008-04-15",6.31
"324","2008-04-16",6.21
"325","2008-04-17",6.21
"326","2008-04-18",5.56
"327","2008-04-21",5.6
"328","2008-04-22",6.58
"329","2008-04-23",6.29
"330","2008-04-24",6.95
"331","2008-04-25",6.95
"332","2008-04-28",6.97
"333","2008-04-29",6.9
"334","2008-04-30",6.65
"335","2008-05-01",6.9
"336","2008-05-02",6.75
"337","2008-05-05",6.75
"338","2008-05-06",6.75
"339","2008-05-07",6.9
"340","2008-05-08",6.88
"341","2008-05-09",6.96
"342","2008-05-12",6.95
"343","2008-05-13",6.95
"344","2008-05-14",6.95
"345","2008-05-15",6.92
"346","2008-05-16",6.5
"347","2008-05-19",6.92
"348","2008-05-20",6.92
"349","2008-05-21",6.95
"350","2008-05-22",6.95
"351","2008-05-23",6.09
"352","2008-05-27",6.1
"353","2008-05-28",6.74
"354","2008-05-29",6.52
"355","2008-05-30",6.7
"356","2008-06-02",5.77
"357","2008-06-03",6.72
"358","2008-06-04",6.61
"359","2008-06-05",6.6
"360","2008-06-06",6.75
"361","2008-06-09",6.56
"362","2008-06-10",6.56
"363","2008-06-11",6.44
"364","2008-06-12",6.44
"365","2008-06-13",6.15
"366","2008-06-16",6.45
"367","2008-06-17",6.45
"368","2008-06-18",6.99
"369","2008-06-19",7
"370","2008-06-20",6.39
"371","2008-06-23",6.39
"372","2008-06-24",6.39
"373","2008-06-25",6.11
"374","2008-06-26",6.1
"375","2008-06-27",6.8
"376","2008-06-30",6.98
"377","2008-07-01",6.98
"378","2008-07-02",6.25
"379","2008-07-03",6.14
"380","2008-07-07",6.1
"381","2008-07-08",6.1
"382","2008-07-09",6.62
"383","2008-07-10",6.62
"384","2008-07-11",6.5
"385","2008-07-14",6.52
"386","2008-07-15",6.53
"387","2008-07-16",6.6
"388","2008-07-17",6.5
"389","2008-07-18",6.94
"390","2008-07-21",6.57
"391","2008-07-22",6.21
"392","2008-07-23",6.25
"393","2008-07-24",6.25
"394","2008-07-25",7.81
"395","2008-07-28",8.35
"396","2008-07-29",7.33
"397","2008-07-30",7.33
"398","2008-07-31",8.35
"399","2008-08-01",8.7
"400","2008-08-04",6.51
"401","2008-08-05",7.7
"402","2008-08-06",7.7
"403","2008-08-07",6.91
"404","2008-08-08",6.95
"405","2008-08-11",6.86
"406","2008-08-12",6.86
"407","2008-08-13",7.42
"408","2008-08-14",7.75
"409","2008-08-15",8.35
"410","2008-08-18",7.95
"411","2008-08-19",7.99
"412","2008-08-20",7.99
"413","2008-08-21",7.3
"414","2008-08-22",7.3
"415","2008-08-25",6.94
"416","2008-08-26",7.25
"417","2008-08-27",7.25
"418","2008-08-28",7
"419","2008-08-29",7.06
"420","2008-09-02",7.01
"421","2008-09-03",7.01
"422","2008-09-04",7.01
"423","2008-09-05",7.29
"424","2008-09-08",7.29
"425","2008-09-09",7.29
"426","2008-09-10",7.29
"427","2008-09-11",7.29
"428","2008-09-12",7.29
"429","2008-09-15",7.29
"430","2008-09-16",7.29
"431","2008-09-17",7.29
"432","2008-09-18",7
"433","2008-09-19",7
"434","2008-09-22",7
"435","2008-09-23",7
"436","2008-09-24",6.75
"437","2008-09-25",6.75
"438","2008-09-26",7
"439","2008-09-29",6.45
"440","2008-09-30",8
"441","2008-10-01",7.8
"442","2008-10-02",7.29
"443","2008-10-03",7.13
"444","2008-10-06",6.9
"445","2008-10-07",6.63
"446","2008-10-08",6.7
"447","2008-10-09",6.85
"448","2008-10-10",6.85
"449","2008-10-13",7.08
"450","2008-10-14",7
"451","2008-10-15",7
"452","2008-10-16",7
"453","2008-10-17",7
"454","2008-10-20",7.54
"455","2008-10-21",7.94
"456","2008-10-22",7.94
"457","2008-10-23",7.84
"458","2008-10-24",7.82
"459","2008-10-27",7.75
"460","2008-10-28",7.55
"461","2008-10-29",6.91
"462","2008-10-30",7.49
"463","2008-10-31",8
"464","2008-11-03",8
"465","2008-11-04",7.5
"466","2008-11-05",7.5
"467","2008-11-06",7.5
"468","2008-11-07",7.5
"469","2008-11-10",7.5
"470","2008-11-11",6.99
"471","2008-11-12",6.61
"472","2008-11-13",7.5
"473","2008-11-14",6.74
"474","2008-11-17",7.4
"475","2008-11-18",7.45
"476","2008-11-19",6.8
"477","2008-11-20",6.5
"478","2008-11-21",6.5
"479","2008-11-24",7.37
"480","2008-11-25",6.85
"481","2008-11-26",6.95
"482","2008-11-28",6.99
"483","2008-12-01",6.7
"484","2008-12-02",6.7
"485","2008-12-03",6.5
"486","2008-12-04",6.48
"487","2008-12-05",6.48
"488","2008-12-08",6.6
"489","2008-12-09",7.22
"490","2008-12-10",7.22
"491","2008-12-11",7.22
"492","2008-12-12",7.11
"493","2008-12-15",7.11
"494","2008-12-16",7.75
"495","2008-12-17",7.75
"496","2008-12-18",7.75
"497","2008-12-19",7.1
"498","2008-12-22",7.67
"499","2008-12-23",7.8
"500","2008-12-24",7.8
"501","2008-12-26",7.8
"502","2008-12-29",7.9
"503","2008-12-30",7.49
"504","2008-12-31",7.8
"505","2009-01-02",7.8
"506","2009-01-05",7.5
"507","2009-01-06",7.47
"508","2009-01-07",6.81
"509","2009-01-08",6.81
"510","2009-01-09",6.6
"511","2009-01-12",4.75
"512","2009-01-13",5.14
"513","2009-01-14",5.18
"514","2009-01-15",5.25
"515","2009-01-16",5.08
"516","2009-01-20",5
"517","2009-01-21",5
"518","2009-01-22",4.21
"519","2009-01-23",4.26
"520","2009-01-26",4.4
"521","2009-01-27",4.67
"522","2009-01-28",4.56
"523","2009-01-29",5.2
"524","2009-01-30",5.25
"525","2009-02-02",5
"526","2009-02-03",4.96
"527","2009-02-04",4.92
"528","2009-02-05",4.92
"529","2009-02-06",4.94
"530","2009-02-09",4.92
"531","2009-02-10",4.9
"532","2009-02-11",4.9
"533","2009-02-12",4.9
"534","2009-02-13",4.56
"535","2009-02-17",4.56
"536","2009-02-18",4.56
"537","2009-02-19",4.95
"538","2009-02-20",4.95
"539","2009-02-23",4.95
"540","2009-02-24",4.95
"541","2009-02-25",5.25
"542","2009-02-26",4.95
"543","2009-02-27",4.06
"544","2009-03-02",4.46
"545","2009-03-03",4.46
"546","2009-03-04",4.38
"547","2009-03-05",4.5
"548","2009-03-06",4.5
"549","2009-03-09",4.59
"550","2009-03-10",4.5
"551","2009-03-11",4.5
"552","2009-03-12",4.57
"553","2009-03-13",4.57
"554","2009-03-16",4.5
"555","2009-03-17",4.5
"556","2009-03-18",4.5
"557","2009-03-19",4.5
"558","2009-03-20",4.5
"559","2009-03-23",5.45
"560","2009-03-24",4.9
"561","2009-03-25",4.9
"562","2009-03-26",5.04
"563","2009-03-27",4.9
"564","2009-03-30",5.15
"565","2009-03-31",5.25
"566","2009-04-01",5.66
"567","2009-04-02",5.05
"568","2009-04-03",5
"569","2009-04-06",5
"570","2009-04-07",5
"571","2009-04-08",4.63
"572","2009-04-09",4.95
"573","2009-04-13",5.03
"574","2009-04-14",4.95
"575","2009-04-15",4.95
"576","2009-04-16",5.02
"577","2009-04-17",5
"578","2009-04-20",4.95
"579","2009-04-21",4.95
"580","2009-04-22",4.95
"581","2009-04-23",4.95
"582","2009-04-24",5.12
"583","2009-04-27",4.95
"584","2009-04-28",4.95
"585","2009-04-29",4.99
"586","2009-04-30",5.25
"587","2009-05-01",5.25
"588","2009-05-04",5.25
"589","2009-05-05",5.25
"590","2009-05-06",5.25
"591","2009-05-07",5.25
"592","2009-05-08",5.25
"593","2009-05-11",5.25
"594","2009-05-12",5.25
"595","2009-05-13",5.25
"596","2009-05-14",4.99
"597","2009-05-15",4.99
"598","2009-05-18",5.03
"599","2009-05-19",5.03
"600","2009-05-20",5.03
"601","2009-05-21",5.03
"602","2009-05-22",5.1
"603","2009-05-26",5.25
"604","2009-05-27",5.25
"605","2009-05-28",5.5
"606","2009-05-29",6.2
"607","2009-06-01",6.2
"608","2009-06-02",6.2
"609","2009-06-03",6.2
"610","2009-06-04",6
"611","2009-06-05",6
"612","2009-06-08",6
"613","2009-06-09",6
"614","2009-06-10",6
"615","2009-06-11",6
"616","2009-06-12",5.5
"617","2009-06-15",5.5
"618","2009-06-16",5.5
"619","2009-06-17",5.5
"620","2009-06-18",5.5
"621","2009-06-19",5.5
"622","2009-06-22",5.5
"623","2009-06-23",5.5
"624","2009-06-24",5.5
"625","2009-06-25",5.5
"626","2009-06-26",5.79
"627","2009-06-29",5.79
"628","2009-06-30",5.21
"629","2009-07-01",5.21
"630","2009-07-02",5.21
"631","2009-07-06",5.01
"632","2009-07-07",5.01
"633","2009-07-08",5.98
"634","2009-07-09",5.5
"635","2009-07-10",4.87
"636","2009-07-13",4.87
"637","2009-07-14",4.87
"638","2009-07-15",4.87
"639","2009-07-16",4.87
"640","2009-07-17",4.4
"641","2009-07-20",4.4
"642","2009-07-21",5.48
"643","2009-07-22",5.48
"644","2009-07-23",5.48
"645","2009-07-24",5.48
"646","2009-07-27",5.48
"647","2009-07-28",5.48
"648","2009-07-29",5.48
"649","2009-07-30",6
"650","2009-07-31",6.25
"651","2009-08-03",6.25
"652","2009-08-04",6.25
"653","2009-08-05",6.25
"654","2009-08-06",6.25
"655","2009-08-07",6.25
"656","2009-08-10",6.25
"657","2009-08-11",6.25
"658","2009-08-12",6.25
"659","2009-08-13",6.25
"660","2009-08-14",5.36
"661","2009-08-17",5.36
"662","2009-08-18",5.36
"663","2009-08-19",6.43
"664","2009-08-20",6.45
"665","2009-08-21",6.45
"666","2009-08-24",6.45
"667","2009-08-25",6.45
"668","2009-08-26",6.45
"669","2009-08-27",6.45
"670","2009-08-28",6.43
"671","2009-08-31",7.3
"672","2009-09-01",7.3
"673","2009-09-02",7.3
"674","2009-09-03",7.3
"675","2009-09-04",6.75
"676","2009-09-08",7.28
"677","2009-09-09",6.01
"678","2009-09-10",5.87
"679","2009-09-11",5.87
"680","2009-09-14",5.87
"681","2009-09-15",5.87
"682","2009-09-16",5.87
"683","2009-09-17",5.87
"684","2009-09-18",5.87
"685","2009-09-21",5.87
"686","2009-09-22",5.87
"687","2009-09-23",5.81
"688","2009-09-24",5.86
"689","2009-09-25",5.86
"690","2009-09-28",5.86
"691","2009-09-29",5.78
"692","2009-09-30",5.35
"693","2009-10-01",5.35
"694","2009-10-02",5.35
"695","2009-10-05",5.37
"696","2009-10-06",5.37
"697","2009-10-07",5.37
"698","2009-10-08",5.37
"699","2009-10-09",5.16
"700","2009-10-12",5.16
"701","2009-10-13",5.16
"702","2009-10-14",5.2
"703","2009-10-15",5.2
"704","2009-10-16",5.2
"705","2009-10-19",5.2
"706","2009-10-20",5.96
"707","2009-10-21",6.23
"708","2009-10-22",6.23
"709","2009-10-23",6.25
"710","2009-10-26",6.25
"711","2009-10-27",6.44
"712","2009-10-28",6.44
"713","2009-10-29",6.49
"714","2009-10-30",7.21
"715","2009-11-02",6.5
"716","2009-11-03",6.25
"717","2009-11-04",6.25
"718","2009-11-05",6.74
"719","2009-11-06",5.41
"720","2009-11-09",5.49
"721","2009-11-10",6.2
"722","2009-11-11",6.2
"723","2009-11-12",6.25
"724","2009-11-13",6.15
"725","2009-11-16",6.15
"726","2009-11-17",5.98
"727","2009-11-18",5.95
"728","2009-11-19",5.95
"729","2009-11-20",6
"730","2009-11-23",5.66
"731","2009-11-24",6.58
"732","2009-11-25",6.58
"733","2009-11-27",6.58
"734","2009-11-30",6.98
"735","2009-12-01",6.03
"736","2009-12-02",6.03
"737","2009-12-03",6.1
"738","2009-12-04",6.1
"739","2009-12-07",6.1
"740","2009-12-08",6
"741","2009-12-09",6.01
"742","2009-12-10",6.4
"743","2009-12-11",6.45
"744","2009-12-14",6.34
"745","2009-12-15",6.88
"746","2009-12-16",6.66
"747","2009-12-17",5.87
"748","2009-12-18",5.12
"749","2009-12-21",6
"750","2009-12-22",6
"751","2009-12-23",6.25
"752","2009-12-24",6.25
"753","2009-12-28",6.25
"754","2009-12-29",6.59
"755","2009-12-30",6.9
"756","2009-12-31",7.75
"757","2010-01-04",7.45
"758","2010-01-05",6.62
"759","2010-01-06",7.06
"760","2010-01-07",7.12
"761","2010-01-08",7.15
"762","2010-01-11",6.61
"763","2010-01-12",6.68
"764","2010-01-13",6.68
"765","2010-01-14",6.6
"766","2010-01-15",6.8
"767","2010-01-19",6.75
"768","2010-01-20",6.79
"769","2010-01-21",6.35
"770","2010-01-22",6.55
"771","2010-01-25",6.55
"772","2010-01-26",6.55
"773","2010-01-27",6.75
"774","2010-01-28",6.87
"775","2010-01-29",7.15
"776","2010-02-01",6.85
"777","2010-02-02",6.85
"778","2010-02-03",7
"779","2010-02-04",7
"780","2010-02-05",7.25
"781","2010-02-08",7.26
"782","2010-02-09",7.35
"783","2010-02-10",7
"784","2010-02-11",7.1
"785","2010-02-12",7.1
"786","2010-02-16",7.1
"787","2010-02-17",7.2
"788","2010-02-18",6.96
"789","2010-02-19",7.15
"790","2010-02-22",7.15
"791","2010-02-23",7.15
"792","2010-02-24",6.92
"793","2010-02-25",7.16
"794","2010-02-26",7.4
"795","2010-03-01",7.3
"796","2010-03-02",7.15
"797","2010-03-03",7.11
"798","2010-03-04",7.2
"799","2010-03-05",7.2
"800","2010-03-08",7.1
"801","2010-03-09",7.1
"802","2010-03-10",7.13
"803","2010-03-11",7.13
"804","2010-03-12",7.1
"805","2010-03-15",7.1
"806","2010-03-16",7.26
"807","2010-03-17",7.19
"808","2010-03-18",7.49
"809","2010-03-19",7.4
"810","2010-03-22",7
"811","2010-03-23",7
"812","2010-03-24",7.08
"813","2010-03-25",7.01
"814","2010-03-26",7.14
"815","2010-03-29",7.14
"816","2010-03-30",7.17
"817","2010-03-31",7.45
"818","2010-04-01",7.45
"819","2010-04-05",7
"820","2010-04-06",7
"821","2010-04-07",7.1
"822","2010-04-08",7.11
"823","2010-04-09",7.11
"824","2010-04-12",7.1
"825","2010-04-13",7
"826","2010-04-14",7
"827","2010-04-15",7.04
"828","2010-04-16",7.25
"829","2010-04-19",7.05
"830","2010-04-20",7
"831","2010-04-21",7
"832","2010-04-22",7
"833","2010-04-23",7
"834","2010-04-26",7.25
"835","2010-04-27",7.25
"836","2010-04-28",7.45
"837","2010-04-29",7.45
"838","2010-04-30",7.5
"839","2010-05-03",6.95
"840","2010-05-04",7
"841","2010-05-05",7
"842","2010-05-06",7
"843","2010-05-07",6.95
"844","2010-05-10",6.95
"845","2010-05-11",6.95
"846","2010-05-12",6.95
"847","2010-05-13",6.95
"848","2010-05-14",6.93
"849","2010-05-17",6.54
"850","2010-05-18",6.63
"851","2010-05-19",6.95
"852","2010-05-20",7.23
"853","2010-05-21",7.28
"854","2010-05-24",7.01
"855","2010-05-25",7
"856","2010-05-26",7.05
"857","2010-05-27",7.28
"858","2010-05-28",7.25
"859","2010-06-01",7.25
"860","2010-06-02",7.3
"861","2010-06-03",7.13
"862","2010-06-04",7.05
"863","2010-06-07",6.95
"864","2010-06-08",6.95
"865","2010-06-09",6.95
"866","2010-06-10",7.05
"867","2010-06-11",7.1
"868","2010-06-14",6.95
"869","2010-06-15",6.95
"870","2010-06-16",6.95
"871","2010-06-17",7.4
"872","2010-06-18",7.4
"873","2010-06-21",7.4
"874","2010-06-22",7.19
"875","2010-06-23",7.19
"876","2010-06-24",7.19
"877","2010-06-25",7.19
"878","2010-06-28",7.33
"879","2010-06-29",7.4
"880","2010-06-30",7.5
"881","2010-07-01",7.5
"882","2010-07-02",7.35
"883","2010-07-06",7
"884","2010-07-07",7.3
"885","2010-07-08",7.3
"886","2010-07-09",7.3
"887","2010-07-12",7.27
"888","2010-07-13",7.27
"889","2010-07-14",7.27
"890","2010-07-15",6.62
"891","2010-07-16",6.25
"892","2010-07-19",7.29
"893","2010-07-20",7.29
"894","2010-07-21",7.25
"895","2010-07-22",7.25
"896","2010-07-23",7.29
"897","2010-07-26",7.47
"898","2010-07-27",7.4
"899","2010-07-28",7.75
"900","2010-07-29",7.8
"901","2010-07-30",7.89
"902","2010-08-02",7.88
"903","2010-08-03",7.5
"904","2010-08-04",7.65
"905","2010-08-05",7.82
"906","2010-08-06",7.79
"907","2010-08-09",7.28
"908","2010-08-10",6.87
"909","2010-08-11",7
"910","2010-08-12",7
"911","2010-08-13",7
"912","2010-08-16",7
"913","2010-08-17",7.45
"914","2010-08-18",7.7
"915","2010-08-19",7.02
"916","2010-08-20",7.02
"917","2010-08-23",7.02
"918","2010-08-24",7.29
"919","2010-08-25",7.01
"920","2010-08-26",7.02
"921","2010-08-27",7.25
"922","2010-08-30",7.25
"923","2010-08-31",7.49
"924","2010-09-01",7.49
"925","2010-09-02",7.49
"926","2010-09-03",7.49
"927","2010-09-07",7.05
"928","2010-09-08",7.25
"929","2010-09-09",7.25
"930","2010-09-10",6.76
"931","2010-09-13",6.72
"932","2010-09-14",6.64
"933","2010-09-15",6.89
"934","2010-09-16",6.89
"935","2010-09-17",6.86
"936","2010-09-20",6.95
"937","2010-09-21",7
"938","2010-09-22",7.02
"939","2010-09-23",7.02
"940","2010-09-24",7.03
"941","2010-09-27",7.03
"942","2010-09-28",6.96
"943","2010-09-29",6.65
"944","2010-09-30",7.39
"945","2010-10-01",7.39
"946","2010-10-04",7.39
"947","2010-10-05",7.39
"948","2010-10-06",7.42
"949","2010-10-07",7.42
"950","2010-10-08",6.88
"951","2010-10-11",6.88
"952","2010-10-12",6.84
"953","2010-10-13",7
"954","2010-10-14",6.87
"955","2010-10-15",6.87
"956","2010-10-18",6.99
"957","2010-10-19",6.75
"958","2010-10-20",6.75
"959","2010-10-21",6.75
"960","2010-10-22",6.75
"961","2010-10-25",6.38
"962","2010-10-26",6.88
"963","2010-10-27",6.45
"964","2010-10-28",6.75
"965","2010-10-29",7.05
"966","2010-11-01",7.05
"967","2010-11-02",7.05
"968","2010-11-03",7.05
"969","2010-11-04",7.05
"970","2010-11-05",7.05
"971","2010-11-08",6.61
"972","2010-11-09",6.65
"973","2010-11-10",6.65
"974","2010-11-11",6.85
"975","2010-11-12",7
"976","2010-11-15",7
"977","2010-11-16",7
"978","2010-11-17",6.84
"979","2010-11-18",6.84
"980","2010-11-19",6.84
"981","2010-11-22",6.99
"982","2010-11-23",6.99
"983","2010-11-24",7.85
"984","2010-11-26",7.84
"985","2010-11-29",7.8
"986","2010-11-30",7.9
"987","2010-12-01",7.85
"988","2010-12-02",7.85
"989","2010-12-03",7.85
"990","2010-12-06",7.5
"991","2010-12-07",7.5
"992","2010-12-08",7.26
"993","2010-12-09",7.86
"994","2010-12-10",7.81
"995","2010-12-13",7.8
"996","2010-12-14",7.8
"997","2010-12-15",7.8
"998","2010-12-16",7.31
"999","2010-12-17",7.87
"1000","2010-12-20",7.6
"1001","2010-12-21",7.89
"1002","2010-12-22",7.26
"1003","2010-12-23",7.19
"1004","2010-12-27",7.65
"1005","2010-12-28",7.65
"1006","2010-12-29",8
"1007","2010-12-30",8.25
"1008","2010-12-31",8.75
"1009","2011-01-03",8.63
