"","date","XSPA"
"116","2011-01-07",1296
"117","2011-01-10",1320
"118","2011-01-11",1236
"119","2011-01-12",1200
"120","2011-01-13",1140
"121","2011-01-14",1194
"122","2011-01-18",1092
"123","2011-01-19",1080
"124","2011-01-20",1080
"125","2011-01-21",1116
"126","2011-01-24",1080
"127","2011-01-25",1092
"128","2011-01-26",1098
"129","2011-01-27",1032
"130","2011-01-28",1014
"131","2011-01-31",1008
"132","2011-02-01",990
"133","2011-02-02",1020
"134","2011-02-03",1308
"135","2011-02-04",1164
"136","2011-02-07",1200
"137","2011-02-08",1152
"138","2011-02-09",1080
"139","2011-02-10",1110
"140","2011-02-11",1128
"141","2011-02-14",1188
"142","2011-02-15",1194
"143","2011-02-16",1176
"144","2011-02-17",1224
"145","2011-02-18",1182
"146","2011-02-22",1080
"147","2011-02-23",1086
"148","2011-02-24",1086
"149","2011-02-25",1086
"150","2011-02-28",1008
"151","2011-03-01",1176
"152","2011-03-02",1188
"153","2011-03-03",1212
"154","2011-03-04",1110
"155","2011-03-07",1182
"156","2011-03-08",1260
"157","2011-03-09",1098
"158","2011-03-10",1074
"159","2011-03-11",1098
"160","2011-03-14",1068
"161","2011-03-15",1014
"162","2011-03-16",1050
"163","2011-03-17",1038
"164","2011-03-18",1026
"165","2011-03-21",996
"166","2011-03-22",960
"167","2011-03-23",1014
"168","2011-03-24",1008
"169","2011-03-25",978
"170","2011-03-28",930
"171","2011-03-29",894
"172","2011-03-30",1038
"173","2011-03-31",1020
"174","2011-04-01",960
"175","2011-04-04",948
"176","2011-04-05",900
"177","2011-04-06",924
"178","2011-04-07",924
"179","2011-04-08",912
"180","2011-04-11",942
"181","2011-04-12",942
"182","2011-04-13",912
"183","2011-04-14",894
"184","2011-04-15",870
"185","2011-04-18",930
"186","2011-04-19",882
"187","2011-04-20",846
"188","2011-04-21",840
"189","2011-04-25",894
"190","2011-04-26",900
"191","2011-04-27",906
"192","2011-04-28",924
"193","2011-04-29",1002
"194","2011-05-02",1230
"195","2011-05-03",1182
"196","2011-05-04",1074
"197","2011-05-05",1116
"198","2011-05-06",1350
"199","2011-05-09",1470
"200","2011-05-10",1386
"201","2011-05-11",1344
"202","2011-05-12",1272
"203","2011-05-13",1260
"204","2011-05-16",1164
"205","2011-05-17",1134
"206","2011-05-18",1104
"207","2011-05-19",1224
"208","2011-05-20",1206
"209","2011-05-23",1182
"210","2011-05-24",1182
"211","2011-05-25",1230
"212","2011-05-26",1200
"213","2011-05-27",1128
"214","2011-05-31",1152
"215","2011-06-01",972
"216","2011-06-02",918
"217","2011-06-03",930
"218","2011-06-06",918
"219","2011-06-07",960
"220","2011-06-08",960
"221","2011-06-09",972
"222","2011-06-10",960
"223","2011-06-13",894
"224","2011-06-14",972
"225","2011-06-15",924
"226","2011-06-16",924
"227","2011-06-17",858
"228","2011-06-20",918
"229","2011-06-21",846
"230","2011-06-22",882
"231","2011-06-23",840
"232","2011-06-24",780
"233","2011-06-27",636
"234","2011-06-28",666
"235","2011-06-29",606
"236","2011-06-30",732
"237","2011-07-01",750
"238","2011-07-05",756
"239","2011-07-06",798
"240","2011-07-07",810
"241","2011-07-08",756
"242","2011-07-11",744
"243","2011-07-12",738
"244","2011-07-13",726
"245","2011-07-14",696
"246","2011-07-15",720
"247","2011-07-18",720
"248","2011-07-19",720
"249","2011-07-20",708
"250","2011-07-21",834
"251","2011-07-22",834
"252","2011-07-25",990
"253","2011-07-26",918
"254","2011-07-27",828
"255","2011-07-28",900
"256","2011-07-29",1008
"257","2011-08-01",1020
"258","2011-08-02",1206
"259","2011-08-03",1230
"260","2011-08-04",1080
"261","2011-08-05",978
"262","2011-08-08",960
"263","2011-08-09",1068
"264","2011-08-10",936
"265","2011-08-11",912
"266","2011-08-12",924
"267","2011-08-15",990
"268","2011-08-16",954
"269","2011-08-17",990
"270","2011-08-18",936
"271","2011-08-19",882
"272","2011-08-22",858
"273","2011-08-23",858
"274","2011-08-24",822
"275","2011-08-25",804
"276","2011-08-26",804
"277","2011-08-29",828
"278","2011-08-30",822
"279","2011-08-31",870
"280","2011-09-01",834
"281","2011-09-02",792
"282","2011-09-06",816
"283","2011-09-07",804
"284","2011-09-08",816
"285","2011-09-09",810
"286","2011-09-12",840
"287","2011-09-13",816
"288","2011-09-14",822
"289","2011-09-15",822
"290","2011-09-16",798
"291","2011-09-19",780
"292","2011-09-20",756
"293","2011-09-21",738
"294","2011-09-22",702
"295","2011-09-23",684
"296","2011-09-26",936
"297","2011-09-27",966
"298","2011-09-28",900
"299","2011-09-29",960
"300","2011-09-30",852
"301","2011-10-03",834
"302","2011-10-04",768
"303","2011-10-05",810
"304","2011-10-06",954
"305","2011-10-07",918
"306","2011-10-10",852
"307","2011-10-11",876
"308","2011-10-12",864
"309","2011-10-13",834
"310","2011-10-14",870
"311","2011-10-17",870
"312","2011-10-18",906
"313","2011-10-19",888
"314","2011-10-20",840
"315","2011-10-21",840
"316","2011-10-24",852
"317","2011-10-25",846
"318","2011-10-26",912
"319","2011-10-27",912
"320","2011-10-28",828
"321","2011-10-31",810
"322","2011-11-01",822
"323","2011-11-02",984
"324","2011-11-03",870
"325","2011-11-04",810
"326","2011-11-07",786
"327","2011-11-08",774
"328","2011-11-09",840
"329","2011-11-10",810
"330","2011-11-11",858
"331","2011-11-14",828
"332","2011-11-15",798
"333","2011-11-16",906
"334","2011-11-17",888
"335","2011-11-18",852
"336","2011-11-21",846
"337","2011-11-22",828
"338","2011-11-23",822
"339","2011-11-25",810
"340","2011-11-28",804
"341","2011-11-29",768
"342","2011-11-30",780
"343","2011-12-01",798
"344","2011-12-02",804
"345","2011-12-05",750
"346","2011-12-06",774
"347","2011-12-07",750
"348","2011-12-08",720
"349","2011-12-09",744
"350","2011-12-12",708
"351","2011-12-13",612
"352","2011-12-14",702
"353","2011-12-15",648
"354","2011-12-16",654
"355","2011-12-19",678
"356","2011-12-20",648
"357","2011-12-21",684
"358","2011-12-22",648
"359","2011-12-23",618
"360","2011-12-27",612
"361","2011-12-28",606
"362","2011-12-29",594
"363","2011-12-30",594
"364","2012-01-03",546
"365","2012-01-04",552
"366","2012-01-05",564
"367","2012-01-06",564
"368","2012-01-09",576
"369","2012-01-10",546
"370","2012-01-11",588
"371","2012-01-12",582
"372","2012-01-13",588
"373","2012-01-17",594
"374","2012-01-18",564
"375","2012-01-19",540
"376","2012-01-20",540
"377","2012-01-23",546
"378","2012-01-24",504
"379","2012-01-25",654
"380","2012-01-26",576
"381","2012-01-27",606
"382","2012-01-30",696
"383","2012-01-31",840
"384","2012-02-01",810
"385","2012-02-02",1020
"386","2012-02-03",1056
"387","2012-02-06",954
"388","2012-02-07",888
"389","2012-02-08",900
"390","2012-02-09",828
"391","2012-02-10",858
"392","2012-02-13",864
"393","2012-02-14",858
"394","2012-02-15",798
"395","2012-02-16",774
"396","2012-02-17",762
"397","2012-02-21",714
"398","2012-02-22",726
"399","2012-02-23",732
"400","2012-02-24",780
"401","2012-02-27",852
"402","2012-02-28",834
"403","2012-02-29",810
"404","2012-03-01",864
"405","2012-03-02",1032
"406","2012-03-05",966
"407","2012-03-06",966
"408","2012-03-07",1002
"409","2012-03-08",1038
"410","2012-03-09",1032
"411","2012-03-12",1044
"412","2012-03-13",990
"413","2012-03-14",1104
"414","2012-03-15",984
"415","2012-03-16",912
"416","2012-03-19",960
"417","2012-03-20",1020
"418","2012-03-21",966
"419","2012-03-22",990
"420","2012-03-23",996
"421","2012-03-26",1032
"422","2012-03-27",990
"423","2012-03-28",990
"424","2012-03-29",996
"425","2012-03-30",990
"426","2012-04-02",1860
"427","2012-04-03",1950
"428","2012-04-04",1548
"429","2012-04-05",1596
"430","2012-04-09",2016
"431","2012-04-10",1950
"432","2012-04-11",1830
"433","2012-04-12",1800
"434","2012-04-13",1824
"435","2012-04-16",2382
"436","2012-04-17",2304
"437","2012-04-18",2346
"438","2012-04-19",2358
"439","2012-04-20",2370
"440","2012-04-23",2322
"441","2012-04-24",2004
"442","2012-04-25",2112
"443","2012-04-26",1938
"444","2012-04-27",1944
"445","2012-04-30",2106
"446","2012-05-01",2010
"447","2012-05-02",1992
"448","2012-05-03",2028
"449","2012-05-04",2172
"450","2012-05-07",2280
"451","2012-05-08",2184
"452","2012-05-09",2106
"453","2012-05-10",2034
"454","2012-05-11",2034
"455","2012-05-14",1968
"456","2012-05-15",1998
"457","2012-05-16",1998
"458","2012-05-17",1998
"459","2012-05-18",1812
"460","2012-05-21",1710
"461","2012-05-22",1632
"462","2012-05-23",1632
"463","2012-05-24",2034
"464","2012-05-25",2034
"465","2012-05-29",2028
"466","2012-05-30",2100
"467","2012-05-31",2274
"468","2012-06-01",2460
"469","2012-06-04",2490
"470","2012-06-05",2220
"471","2012-06-06",2136
"472","2012-06-07",2220
"473","2012-06-08",2106
"474","2012-06-11",2010
"475","2012-06-12",1980
"476","2012-06-13",2040
"477","2012-06-14",2256
"478","2012-06-15",2202
"479","2012-06-18",2412
"480","2012-06-19",2616
"481","2012-06-20",2514
"482","2012-06-21",2286
"483","2012-06-22",2310
"484","2012-06-25",2322
"485","2012-06-26",2382
"486","2012-06-27",2388
"487","2012-06-28",2358
"488","2012-06-29",2316
"489","2012-07-02",2328
"490","2012-07-03",2310
"491","2012-07-05",2196
"492","2012-07-06",2262
"493","2012-07-09",2190
"494","2012-07-10",2322
"495","2012-07-11",2352
"496","2012-07-12",2400
"497","2012-07-13",2352
"498","2012-07-16",2376
"499","2012-07-17",2328
"500","2012-07-18",2160
"501","2012-07-19",2220
"502","2012-07-20",2142
"503","2012-07-23",2346
"504","2012-07-24",2358
"505","2012-07-25",2448
"506","2012-07-26",2232
"507","2012-07-27",2220
"508","2012-07-30",2142
"509","2012-07-31",1998
"510","2012-08-01",1710
"511","2012-08-02",1896
"512","2012-08-03",1872
"513","2012-08-06",2148
"514","2012-08-07",2340
"515","2012-08-08",2064
"516","2012-08-09",2004
"517","2012-08-10",2064
"518","2012-08-13",2040
"519","2012-08-14",2004
"520","2012-08-15",1848
"521","2012-08-16",1950
"522","2012-08-17",2010
"523","2012-08-20",2058
"524","2012-08-21",2250
"525","2012-08-22",2232
"526","2012-08-23",2196
"527","2012-08-24",2142
"528","2012-08-27",2046
"529","2012-08-28",1920
"530","2012-08-29",1962
"531","2012-08-30",1902
"532","2012-08-31",1890
"533","2012-09-04",1944
"534","2012-09-05",1920
"535","2012-09-06",1974
"536","2012-09-07",2118
"537","2012-09-10",2052
"538","2012-09-11",2082
"539","2012-09-12",2112
"540","2012-09-13",2100
"541","2012-09-14",2130
"542","2012-09-17",2034
"543","2012-09-18",2004
"544","2012-09-19",1890
"545","2012-09-20",1944
"546","2012-09-21",1980
"547","2012-09-24",1932
"548","2012-09-25",1938
"549","2012-09-26",1914
"550","2012-09-27",1770
"551","2012-09-28",1740
"552","2012-10-01",1782
"553","2012-10-02",1854
"554","2012-10-03",2580
"555","2012-10-04",3150
"556","2012-10-05",2724
"557","2012-10-08",3258
"558","2012-10-09",2670
"559","2012-10-10",2802
"560","2012-10-11",2862
"561","2012-10-12",2868
"562","2012-10-15",2796
"563","2012-10-16",2838
"564","2012-10-17",2532
"565","2012-10-18",2490
"566","2012-10-19",2358
"567","2012-10-22",2160
"568","2012-10-23",2262
"569","2012-10-24",2100
"570","2012-10-25",2292
"571","2012-10-26",2400
"572","2012-10-31",1536
"573","2012-11-01",1710
"574","2012-11-02",1662
"575","2012-11-05",2370
"576","2012-11-06",2142
"577","2012-11-07",1944
"578","2012-11-08",2100
"579","2012-11-09",2034
"580","2012-11-12",2190
"581","2012-11-13",2172
"582","2012-11-14",2202
"583","2012-11-15",2100
"584","2012-11-16",2124
"585","2012-11-19",2172
"586","2012-11-20",2166
"587","2012-11-21",2250
"588","2012-11-23",2322
"589","2012-11-26",2250
"590","2012-11-27",2112
"591","2012-11-28",2124
"592","2012-11-29",2070
"593","2012-11-30",2130
"594","2012-12-03",2028
"595","2012-12-04",2022
"596","2012-12-05",1890
"597","2012-12-06",1890
"598","2012-12-07",1848
"599","2012-12-10",1836
"600","2012-12-11",1896
"601","2012-12-12",1884
"602","2012-12-13",1800
"603","2012-12-14",1800
"604","2012-12-17",1794
"605","2012-12-18",1848
"606","2012-12-19",1914
"607","2012-12-20",1878
"608","2012-12-21",1842
"609","2012-12-24",1776
"610","2012-12-26",1734
"611","2012-12-27",1662
"612","2012-12-28",1596
"613","2012-12-31",1722
"614","2013-01-02",1752
"615","2013-01-03",2100
"616","2013-01-04",1992
"617","2013-01-07",2178
"618","2013-01-08",1980
"619","2013-01-09",1956
"620","2013-01-10",2004
"621","2013-01-11",2064
"622","2013-01-14",2004
"623","2013-01-15",1968
"624","2013-01-16",1914
"625","2013-01-17",1872
"626","2013-01-18",1908
"627","2013-01-22",1920
"628","2013-01-23",1944
"629","2013-01-24",1908
"630","2013-01-25",1974
"631","2013-01-28",1914
"632","2013-01-29",1938
"633","2013-01-30",1884
"634","2013-01-31",1944
"635","2013-02-01",1914
"636","2013-02-04",1890
"637","2013-02-05",1896
"638","2013-02-06",1926
"639","2013-02-07",1884
"640","2013-02-08",1920
"641","2013-02-11",1908
"642","2013-02-12",1920
"643","2013-02-13",1914
"644","2013-02-14",1932
"645","2013-02-15",1920
"646","2013-02-19",1902
"647","2013-02-20",1902
"648","2013-02-21",1836
"649","2013-02-22",1920
"650","2013-02-25",1848
"651","2013-02-26",1860
"652","2013-02-27",1854
"653","2013-02-28",1824
"654","2013-03-01",1830
"655","2013-03-04",1818
"656","2013-03-05",1788
"657","2013-03-06",1722
"658","2013-03-07",1812
"659","2013-03-08",1770
"660","2013-03-11",1740
"661","2013-03-12",1734
"662","2013-03-13",1824
"663","2013-03-14",1770
"664","2013-03-15",1788
"665","2013-03-18",1776
"666","2013-03-19",1734
"667","2013-03-20",1764
"668","2013-03-21",1704
"669","2013-03-22",1740
"670","2013-03-25",1680
"671","2013-03-26",1674
"672","2013-03-27",1650
"673","2013-03-28",1902
"674","2013-04-01",1890
"675","2013-04-02",1842
"676","2013-04-03",1980
"677","2013-04-04",1914
"678","2013-04-05",1890
"679","2013-04-08",1938
"680","2013-04-09",1908
"681","2013-04-10",1932
"682","2013-04-11",1914
"683","2013-04-12",1872
"684","2013-04-15",1848
"685","2013-04-16",1806
"686","2013-04-17",1698
"687","2013-04-18",1674
"688","2013-04-19",1728
"689","2013-04-22",1716
"690","2013-04-23",1704
"691","2013-04-24",1710
"692","2013-04-25",1698
"693","2013-04-26",1704
"694","2013-04-29",1716
"695","2013-04-30",1692
"696","2013-05-01",1758
"697","2013-05-02",1824
"698","2013-05-03",1770
"699","2013-05-06",1710
"700","2013-05-07",1770
"701","2013-05-08",1734
"702","2013-05-09",1722
"703","2013-05-10",1740
"704","2013-05-13",1728
"705","2013-05-14",1704
"706","2013-05-15",1662
"707","2013-05-16",1668
"708","2013-05-17",1692
"709","2013-05-20",1716
"710","2013-05-21",1746
"711","2013-05-22",1776
"712","2013-05-23",1782
"713","2013-05-24",1836
"714","2013-05-28",1884
"715","2013-05-29",1878
"716","2013-05-30",1926
"717","2013-05-31",1878
"718","2013-06-03",1902
"719","2013-06-04",1842
"720","2013-06-05",1806
"721","2013-06-06",1824
"722","2013-06-07",1800
"723","2013-06-10",1758
"724","2013-06-11",1764
"725","2013-06-12",1764
"726","2013-06-13",1782
"727","2013-06-14",1794
"728","2013-06-17",1794
"729","2013-06-18",1800
"730","2013-06-19",1794
"731","2013-06-20",1782
"732","2013-06-21",1794
"733","2013-06-24",1794
"734","2013-06-25",1794
"735","2013-06-26",1794
"736","2013-06-27",1866
"737","2013-06-28",1902
"738","2013-07-01",1860
"739","2013-07-02",1848
"740","2013-07-03",1818
"741","2013-07-05",1836
"742","2013-07-08",1854
"743","2013-07-09",1842
"744","2013-07-10",1812
"745","2013-07-11",1836
"746","2013-07-12",1836
"747","2013-07-15",1830
"748","2013-07-16",1842
"749","2013-07-17",1830
"750","2013-07-18",1812
"751","2013-07-19",1788
"752","2013-07-22",1758
"753","2013-07-23",1740
"754","2013-07-24",1842
"755","2013-07-25",1830
"756","2013-07-26",2052
"757","2013-07-29",1968
"758","2013-07-30",1884
"759","2013-07-31",1890
"760","2013-08-01",1926
"761","2013-08-02",2124
"762","2013-08-05",2172
"763","2013-08-06",2040
"764","2013-08-07",2058
"765","2013-08-08",2046
"766","2013-08-09",2028
"767","2013-08-12",1980
"768","2013-08-13",1986
"769","2013-08-14",1962
"770","2013-08-15",1956
"771","2013-08-16",2034
"772","2013-08-19",2034
"773","2013-08-20",1992
"774","2013-08-21",1968
"775","2013-08-22",1992
"776","2013-08-23",1998
"777","2013-08-26",1962
"778","2013-08-27",1950
"779","2013-08-28",1872
"780","2013-08-29",1854
"781","2013-08-30",1878
"782","2013-09-03",1872
"783","2013-09-04",1878
"784","2013-09-05",1842
"785","2013-09-06",1854
"786","2013-09-09",1836
"787","2013-09-10",1848
"788","2013-09-11",1836
"789","2013-09-12",1842
"790","2013-09-13",1830
"791","2013-09-16",1854
"792","2013-09-17",1884
"793","2013-09-18",1872
"794","2013-09-19",1872
"795","2013-09-20",1848
"796","2013-09-23",1836
"797","2013-09-24",1776
"798","2013-09-25",1758
"799","2013-09-26",1752
"800","2013-09-27",1770
"801","2013-09-30",1722
"802","2013-10-01",1704
"803","2013-10-02",1686
"804","2013-10-03",1632
"805","2013-10-04",1656
"806","2013-10-07",1698
"807","2013-10-08",1692
"808","2013-10-09",1638
"809","2013-10-10",1644
"810","2013-10-11",1638
"811","2013-10-14",1656
"812","2013-10-15",1620
"813","2013-10-16",1620
"814","2013-10-17",1662
"815","2013-10-18",1668
"816","2013-10-21",1668
"817","2013-10-22",1656
"818","2013-10-23",1644
"819","2013-10-24",1656
"820","2013-10-25",1626
"821","2013-10-28",1626
"822","2013-10-29",1656
"823","2013-10-30",1710
"824","2013-10-31",1686
"825","2013-11-01",1680
"826","2013-11-04",1668
"827","2013-11-05",1668
"828","2013-11-06",1776
"829","2013-11-07",1710
"830","2013-11-08",1764
"831","2013-11-11",1776
"832","2013-11-12",1818
"833","2013-11-13",1860
"834","2013-11-14",1860
"835","2013-11-15",1854
"836","2013-11-18",1800
"837","2013-11-19",1806
"838","2013-11-20",1860
"839","2013-11-21",1884
"840","2013-11-22",1914
"841","2013-11-25",1896
"842","2013-11-26",1920
"843","2013-11-27",1914
"844","2013-11-29",1914
"845","2013-12-02",1878
"846","2013-12-03",1860
"847","2013-12-04",1902
"848","2013-12-05",1878
"849","2013-12-06",1830
"850","2013-12-09",1794
"851","2013-12-10",1734
"852","2013-12-11",1728
"853","2013-12-12",1740
"854","2013-12-13",1812
"855","2013-12-16",1848
"856","2013-12-17",1818
"857","2013-12-18",1734
"858","2013-12-19",1728
"859","2013-12-20",1746
"860","2013-12-23",1788
"861","2013-12-24",1746
"862","2013-12-26",1776
"863","2013-12-27",1794
"864","2013-12-30",1782
"865","2013-12-31",1776
"866","2014-01-02",1746
"867","2014-01-03",1872
"868","2014-01-06",1914
"869","2014-01-07",1872
"870","2014-01-08",1884
"871","2014-01-09",1908
"872","2014-01-10",1902
"873","2014-01-13",1902
"874","2014-01-14",1920
"875","2014-01-15",1962
"876","2014-01-16",1950
"877","2014-01-17",1908
"878","2014-01-21",1878
"879","2014-01-22",2286
"880","2014-01-23",2238
"881","2014-01-24",2352
"882","2014-01-27",2370
"883","2014-01-28",2382
"884","2014-01-29",2874
"885","2014-01-30",2580
"886","2014-01-31",2574
"887","2014-02-03",2436
"888","2014-02-04",2448
"889","2014-02-05",2370
"890","2014-02-06",2394
"891","2014-02-07",2514
"892","2014-02-10",2532
"893","2014-02-11",2610
"894","2014-02-12",2622
"895","2014-02-13",2496
"896","2014-02-14",2436
"897","2014-02-18",2454
"898","2014-02-19",2472
"899","2014-02-20",2460
"900","2014-02-21",2436
"901","2014-02-24",2466
"902","2014-02-25",2442
"903","2014-02-26",2448
"904","2014-02-27",2442
"905","2014-02-28",2430
"906","2014-03-03",2400
"907","2014-03-04",2424
"908","2014-03-05",2388
"909","2014-03-06",2370
"910","2014-03-07",2376
"911","2014-03-10",2328
"912","2014-03-11",2196
"913","2014-03-12",2214
"914","2014-03-13",2154
"915","2014-03-14",2160
"916","2014-03-17",2268
"917","2014-03-18",2274
"918","2014-03-19",2178
"919","2014-03-20",2178
"920","2014-03-21",2232
"921","2014-03-24",2178
"922","2014-03-25",2166
"923","2014-03-26",2082
"924","2014-03-27",2034
"925","2014-03-28",2106
"926","2014-03-31",2082
"927","2014-04-01",2232
"928","2014-04-02",2286
"929","2014-04-03",2256
"930","2014-04-04",2292
"931","2014-04-07",2262
"932","2014-04-08",2352
"933","2014-04-09",2424
"934","2014-04-10",2340
"935","2014-04-11",2250
"936","2014-04-14",2256
"937","2014-04-15",2250
"938","2014-04-16",2274
"939","2014-04-17",2250
"940","2014-04-21",2250
"941","2014-04-22",2292
"942","2014-04-23",2286
"943","2014-04-24",2262
"944","2014-04-25",2256
"945","2014-04-28",2304
"946","2014-04-29",2400
"947","2014-04-30",2454
"948","2014-05-01",2460
"949","2014-05-02",2466
"950","2014-05-05",2448
"951","2014-05-06",2226
"952","2014-05-07",2148
"953","2014-05-08",2070
"954","2014-05-09",2058
"955","2014-05-12",2034
"956","2014-05-13",1878
"957","2014-05-14",1830
"958","2014-05-15",1764
"959","2014-05-16",1812
"960","2014-05-19",1872
"961","2014-05-20",1836
"962","2014-05-21",1842
"963","2014-05-22",1908
"964","2014-05-23",1962
"965","2014-05-27",2046
"966","2014-05-28",1968
"967","2014-05-29",2010
"968","2014-05-30",1974
"969","2014-06-02",1866
"970","2014-06-03",1836
"971","2014-06-04",1842
"972","2014-06-05",1836
"973","2014-06-06",1896
"974","2014-06-09",1872
"975","2014-06-10",1878
"976","2014-06-11",2004
"977","2014-06-12",2034
"978","2014-06-13",2124
"979","2014-06-16",2178
"980","2014-06-17",2130
"981","2014-06-18",2172
"982","2014-06-19",2106
"983","2014-06-20",1998
"984","2014-06-23",1992
"985","2014-06-24",1986
"986","2014-06-25",2028
"987","2014-06-26",1998
"988","2014-06-27",2040
"989","2014-06-30",2052
"990","2014-07-01",2052
"991","2014-07-02",2136
"992","2014-07-03",2184
"993","2014-07-07",2148
"994","2014-07-08",2094
"995","2014-07-09",2088
"996","2014-07-10",2064
"997","2014-07-11",2100
"998","2014-07-14",2100
"999","2014-07-15",1992
"1000","2014-07-16",1938
"1001","2014-07-17",1938
"1002","2014-07-18",1980
"1003","2014-07-21",1968
"1004","2014-07-22",1986
"1005","2014-07-23",1980
"1006","2014-07-24",1986
"1007","2014-07-25",1962
"1008","2014-07-28",1950
"1009","2014-07-29",1902
"1010","2014-07-30",2034
"1011","2014-07-31",1956
"1012","2014-08-01",1980
"1013","2014-08-04",1956
"1014","2014-08-05",1938
"1015","2014-08-06",1920
"1016","2014-08-07",1932
"1017","2014-08-08",1914
"1018","2014-08-11",1884
"1019","2014-08-12",1884
"1020","2014-08-13",1896
"1021","2014-08-14",1890
"1022","2014-08-15",528
"1023","2014-08-18",708
"1024","2014-08-19",840
"1025","2014-08-20",696
"1026","2014-08-21",726
"1027","2014-08-22",702
"1028","2014-08-25",684
"1029","2014-08-26",630
"1030","2014-08-27",636
"1031","2014-08-28",618
"1032","2014-08-29",606
"1033","2014-09-02",636
"1034","2014-09-03",612
"1035","2014-09-04",618
"1036","2014-09-05",618
"1037","2014-09-08",606
"1038","2014-09-09",600
"1039","2014-09-10",588
"1040","2014-09-11",576
"1041","2014-09-12",618
"1042","2014-09-15",606
"1043","2014-09-16",594
"1044","2014-09-17",612
"1045","2014-09-18",618
"1046","2014-09-19",624
"1047","2014-09-22",600
"1048","2014-09-23",600
"1049","2014-09-24",600
"1050","2014-09-25",594
"1051","2014-09-26",606
"1052","2014-09-29",594
"1053","2014-09-30",570
"1054","2014-10-01",570
"1055","2014-10-02",570
"1056","2014-10-03",552
"1057","2014-10-06",516
"1058","2014-10-07",492
"1059","2014-10-08",492
"1060","2014-10-09",450
"1061","2014-10-10",432
"1062","2014-10-13",450
"1063","2014-10-14",450
"1064","2014-10-15",528
"1065","2014-10-16",576
"1066","2014-10-17",558
"1067","2014-10-20",570
"1068","2014-10-21",582
"1069","2014-10-22",558
"1070","2014-10-23",576
"1071","2014-10-24",606
"1072","2014-10-27",660
"1073","2014-10-28",636
"1074","2014-10-29",618
"1075","2014-10-30",606
"1076","2014-10-31",618
"1077","2014-11-03",606
"1078","2014-11-04",570
"1079","2014-11-05",600
"1080","2014-11-06",582
"1081","2014-11-07",600
"1082","2014-11-10",588
"1083","2014-11-11",558
"1084","2014-11-12",570
"1085","2014-11-13",558
"1086","2014-11-14",546
"1087","2014-11-17",534
"1088","2014-11-18",540
"1089","2014-11-19",534
"1090","2014-11-20",546
"1091","2014-11-21",558
