"","date","GTES"
"255","2019-01-30",14.76
"256","2019-01-31",14.91
"257","2019-02-01",15.12
"258","2019-02-04",15.01
"259","2019-02-05",15.36
"260","2019-02-06",15.53
"261","2019-02-07",15.03
"262","2019-02-08",15.1
"263","2019-02-11",15.12
"264","2019-02-12",15.38
"265","2019-02-13",16.129999
"266","2019-02-14",15.53
"267","2019-02-15",15.88
"268","2019-02-19",16.09
"269","2019-02-20",15.93
"270","2019-02-21",16.09
"271","2019-02-22",16.459999
"272","2019-02-25",16.219999
"273","2019-02-26",16.1
"274","2019-02-27",16.07
"275","2019-02-28",16.1
"276","2019-03-01",16.129999
"277","2019-03-04",16.030001
"278","2019-03-05",15.96
"279","2019-03-06",15.61
"280","2019-03-07",15.35
"281","2019-03-08",15.14
"282","2019-03-11",15.48
"283","2019-03-12",15.34
"284","2019-03-13",15.42
"285","2019-03-14",15.32
"286","2019-03-15",15.6
"287","2019-03-18",15.59
"288","2019-03-19",15.29
"289","2019-03-20",15.37
"290","2019-03-21",15.46
"291","2019-03-22",14.71
"292","2019-03-25",14.38
"293","2019-03-26",14.4
"294","2019-03-27",14.25
"295","2019-03-28",14.52
"296","2019-03-29",14.34
"297","2019-04-01",15.76
"298","2019-04-02",15.53
"299","2019-04-03",15.29
"300","2019-04-04",15.68
"301","2019-04-05",15.76
"302","2019-04-08",16.030001
"303","2019-04-09",16
"304","2019-04-10",16.200001
"305","2019-04-11",16.440001
"306","2019-04-12",16.42
"307","2019-04-15",16.299999
"308","2019-04-16",16.450001
"309","2019-04-17",16.16
"310","2019-04-18",16.18
"311","2019-04-22",15.94
"312","2019-04-23",15.92
"313","2019-04-24",15.97
"314","2019-04-25",15.59
"315","2019-04-26",16.07
"316","2019-04-29",16.190001
"317","2019-04-30",16.08
"318","2019-05-01",16.07
"319","2019-05-02",15.97
"320","2019-05-03",16.030001
"321","2019-05-06",16.049999
"322","2019-05-07",15.76
"323","2019-05-08",13.48
"324","2019-05-09",13.45
"325","2019-05-10",13.26
"326","2019-05-13",13.14
"327","2019-05-14",12.91
"328","2019-05-15",12.95
"329","2019-05-16",12.81
"330","2019-05-17",12.22
"331","2019-05-20",11.93
"332","2019-05-21",12.09
"333","2019-05-22",11.89
"334","2019-05-23",11.69
"335","2019-05-24",11.67
"336","2019-05-28",11.66
"337","2019-05-29",11.57
"338","2019-05-30",11.39
"339","2019-05-31",11.28
"340","2019-06-03",11.27
"341","2019-06-04",11.62
"342","2019-06-05",11.52
"343","2019-06-06",11.23
"344","2019-06-07",11.11
"345","2019-06-10",11.24
"346","2019-06-11",11.34
"347","2019-06-12",10.91
"348","2019-06-13",11.09
"349","2019-06-14",10.87
"350","2019-06-17",10.7
"351","2019-06-18",10.64
"352","2019-06-19",10.59
"353","2019-06-20",10.57
"354","2019-06-21",11.01
"355","2019-06-24",10.8
"356","2019-06-25",11.07
"357","2019-06-26",10.95
"358","2019-06-27",11.34
"359","2019-06-28",11.41
"360","2019-07-01",11.48
"361","2019-07-02",11.38
"362","2019-07-03",11.5
"363","2019-07-05",11.23
"364","2019-07-08",11
"365","2019-07-09",10.79
"366","2019-07-10",10.63
"367","2019-07-11",10.69
"368","2019-07-12",11.22
"369","2019-07-15",11.01
"370","2019-07-16",11
"371","2019-07-17",10.65
"372","2019-07-18",10.47
"373","2019-07-19",10.5
"374","2019-07-22",10.64
"375","2019-07-23",10.93
"376","2019-07-24",11.35
"377","2019-07-25",10.95
"378","2019-07-26",10.78
"379","2019-07-29",10.69
"380","2019-07-30",11
"381","2019-07-31",10.98
"382","2019-08-01",10.33
"383","2019-08-02",10.25
"384","2019-08-05",9.78
"385","2019-08-06",10
"386","2019-08-07",7.89
"387","2019-08-08",7.83
"388","2019-08-09",7.91
"389","2019-08-12",7.85
"390","2019-08-13",8.03
"391","2019-08-14",7.8
"392","2019-08-15",7.93
"393","2019-08-16",8
"394","2019-08-19",8.2
"395","2019-08-20",8.15
"396","2019-08-21",8.4
"397","2019-08-22",8.6
"398","2019-08-23",8.29
"399","2019-08-26",8.14
"400","2019-08-27",8.24
"401","2019-08-28",8.35
"402","2019-08-29",8.59
"403","2019-08-30",8.7
"404","2019-09-03",8.54
"405","2019-09-04",8.95
"406","2019-09-05",9.51
"407","2019-09-06",9.55
"408","2019-09-09",9.84
"409","2019-09-10",10.27
"410","2019-09-11",10.38
"411","2019-09-12",10.35
"412","2019-09-13",10.37
"413","2019-09-16",10.38
"414","2019-09-17",10.27
"415","2019-09-18",10.28
"416","2019-09-19",10.45
"417","2019-09-20",10.2
"418","2019-09-23",10.25
"419","2019-09-24",9.89
"420","2019-09-25",10.3
"421","2019-09-26",9.99
"422","2019-09-27",9.99
"423","2019-09-30",10.07
"424","2019-10-01",9.74
"425","2019-10-02",9.63
"426","2019-10-03",9.69
"427","2019-10-04",9.7
"428","2019-10-07",9.59
"429","2019-10-08",9.49
"430","2019-10-09",8.79
"431","2019-10-10",8.53
"432","2019-10-11",9.24
"433","2019-10-14",9.68
"434","2019-10-15",9.73
"435","2019-10-16",9.94
"436","2019-10-17",9.86
"437","2019-10-18",9.77
"438","2019-10-21",9.93
"439","2019-10-22",10.26
"440","2019-10-23",10.2
"441","2019-10-24",10.11
"442","2019-10-25",10.1
"443","2019-10-28",10.17
"444","2019-10-29",10.25
"445","2019-10-30",10.13
"446","2019-10-31",10
"447","2019-11-01",10.74
"448","2019-11-04",11.15
"449","2019-11-05",11.16
"450","2019-11-06",12.04
"451","2019-11-07",11.98
"452","2019-11-08",12.05
"453","2019-11-11",12.02
"454","2019-11-12",12.05
"455","2019-11-13",11.8
"456","2019-11-14",11.71
"457","2019-11-15",11.92
"458","2019-11-18",11.7
"459","2019-11-19",11.78
"460","2019-11-20",11.4
"461","2019-11-21",11.37
"462","2019-11-22",11.44
"463","2019-11-25",11.88
"464","2019-11-26",11.85
"465","2019-11-27",11.81
"466","2019-11-29",11.89
"467","2019-12-02",11.81
"468","2019-12-03",11.64
"469","2019-12-04",11.79
"470","2019-12-05",11.84
"471","2019-12-06",12.54
"472","2019-12-09",12.65
"473","2019-12-10",12.49
"474","2019-12-11",12.65
"475","2019-12-12",13.14
"476","2019-12-13",12.8
"477","2019-12-16",12.95
"478","2019-12-17",12.9
"479","2019-12-18",13.07
"480","2019-12-19",13.17
"481","2019-12-20",13.29
"482","2019-12-23",13.37
"483","2019-12-24",13.46
"484","2019-12-26",13.75
"485","2019-12-27",13.71
"486","2019-12-30",13.73
"487","2019-12-31",13.76
"488","2020-01-02",13.84
"489","2020-01-03",13.79
"490","2020-01-06",13.6
"491","2020-01-07",13.36
"492","2020-01-08",13.03
"493","2020-01-09",12.87
"494","2020-01-10",12.65
"495","2020-01-13",13.06
"496","2020-01-14",13.14
"497","2020-01-15",12.99
"498","2020-01-16",13.3
"499","2020-01-17",13.24
"500","2020-01-21",13.01
"501","2020-01-22",12.93
"502","2020-01-23",13.05
"503","2020-01-24",12.91
"504","2020-01-27",12.62
"505","2020-01-28",12.79
"506","2020-01-29",12.73
"507","2020-01-30",12.83
"508","2020-01-31",12.47
"509","2020-02-03",12.65
"510","2020-02-04",12.64
"511","2020-02-05",13.62
"512","2020-02-06",13.24
"513","2020-02-07",12.82
"514","2020-02-10",12.94
"515","2020-02-11",13.01
"516","2020-02-12",13.21
"517","2020-02-13",13.25
"518","2020-02-14",13.29
"519","2020-02-18",12.76
"520","2020-02-19",12.76
"521","2020-02-20",12.88
"522","2020-02-21",12.6
"523","2020-02-24",11.76
"524","2020-02-25",11.31
"525","2020-02-26",11.05
"526","2020-02-27",10.64
"527","2020-02-28",10.46
"528","2020-03-02",10.81
"529","2020-03-03",10.36
"530","2020-03-04",10.5
"531","2020-03-05",9.79
"532","2020-03-06",9.46
"533","2020-03-09",8.96
"534","2020-03-10",9.44
"535","2020-03-11",8.78
"536","2020-03-12",8.01
"537","2020-03-13",7.96
"538","2020-03-16",6.23
"539","2020-03-17",6.05
"540","2020-03-18",6.33
"541","2020-03-19",7.12
"542","2020-03-20",6.76
"543","2020-03-23",6.13
"544","2020-03-24",6.71
"545","2020-03-25",7.22
"546","2020-03-26",7.69
"547","2020-03-27",7.45
"548","2020-03-30",7.5
"549","2020-03-31",7.38
"550","2020-04-01",7
"551","2020-04-02",6.55
"552","2020-04-03",6.16
"553","2020-04-06",6.94
"554","2020-04-07",7.2
"555","2020-04-08",7.79
"556","2020-04-09",7.95
"557","2020-04-13",7.8
"558","2020-04-14",7.68
"559","2020-04-15",6.92
"560","2020-04-16",6.8
"561","2020-04-17",7.85
"562","2020-04-20",7.18
"563","2020-04-21",7.21
"564","2020-04-22",6.94
"565","2020-04-23",7.37
"566","2020-04-24",7.6
"567","2020-04-27",7.94
"568","2020-04-28",8.26
"569","2020-04-29",9.23
"570","2020-04-30",8.59
"571","2020-05-01",8.33
"572","2020-05-04",8.08
"573","2020-05-05",8.08
"574","2020-05-06",8.23
"575","2020-05-07",8.15
"576","2020-05-08",8.93
"577","2020-05-11",8.93
"578","2020-05-12",8.69
"579","2020-05-13",8.71
"580","2020-05-14",8.54
"581","2020-05-15",8.59
"582","2020-05-18",9.67
"583","2020-05-19",9.14
"584","2020-05-20",9.56
"585","2020-05-21",9.75
"586","2020-05-22",9.54
"587","2020-05-26",10.12
"588","2020-05-27",10.49
"589","2020-05-28",10.06
"590","2020-05-29",10.05
"591","2020-06-01",10.14
"592","2020-06-02",10.22
"593","2020-06-03",10.62
"594","2020-06-04",10.84
"595","2020-06-05",11.37
"596","2020-06-08",11.86
"597","2020-06-09",11.41
"598","2020-06-10",11
"599","2020-06-11",10.28
"600","2020-06-12",10.5
"601","2020-06-15",10.62
"602","2020-06-16",10.98
"603","2020-06-17",10.71
"604","2020-06-18",10.67
"605","2020-06-19",10.66
"606","2020-06-22",10.45
"607","2020-06-23",10.35
"608","2020-06-24",9.93
"609","2020-06-25",10
"610","2020-06-26",9.86
"611","2020-06-29",10.14
"612","2020-06-30",10.28
"613","2020-07-01",9.87
"614","2020-07-02",9.87
"615","2020-07-06",9.98
"616","2020-07-07",9.9
"617","2020-07-08",9.94
"618","2020-07-09",9.73
"619","2020-07-10",9.94
"620","2020-07-13",9.87
"621","2020-07-14",10.24
"622","2020-07-15",10.6
"623","2020-07-16",10.59
"624","2020-07-17",10.68
"625","2020-07-20",10.65
"626","2020-07-21",10.85
"627","2020-07-22",10.9
"628","2020-07-23",11.22
"629","2020-07-24",10.85
"630","2020-07-27",11.1
"631","2020-07-28",10.81
"632","2020-07-29",11.12
"633","2020-07-30",10.84
"634","2020-07-31",10.54
"635","2020-08-03",10.87
"636","2020-08-04",11.14
"637","2020-08-05",11.8
"638","2020-08-06",11.5
"639","2020-08-07",11.75
"640","2020-08-10",12.13
"641","2020-08-11",12.16
"642","2020-08-12",12.38
"643","2020-08-13",12.23
"644","2020-08-14",12.19
"645","2020-08-17",11.76
"646","2020-08-18",11.56
"647","2020-08-19",11.59
"648","2020-08-20",11.49
"649","2020-08-21",11.47
"650","2020-08-24",11.72
"651","2020-08-25",11.91
"652","2020-08-26",11.76
"653","2020-08-27",11.62
"654","2020-08-28",11.78
"655","2020-08-31",11.29
"656","2020-09-01",11.72
"657","2020-09-02",11.97
"658","2020-09-03",11.31
"659","2020-09-04",11.46
"660","2020-09-08",11.12
"661","2020-09-09",11.37
"662","2020-09-10",11.01
"663","2020-09-11",11.23
"664","2020-09-14",11.4
"665","2020-09-15",12.08
"666","2020-09-16",11.96
"667","2020-09-17",11.91
"668","2020-09-18",11.83
"669","2020-09-21",10.97
"670","2020-09-22",11.05
"671","2020-09-23",10.86
"672","2020-09-24",10.72
"673","2020-09-25",10.82
"674","2020-09-28",11.08
"675","2020-09-29",11.13
"676","2020-09-30",11.12
"677","2020-10-01",10.98
"678","2020-10-02",11.22
"679","2020-10-05",11.71
"680","2020-10-06",11.53
"681","2020-10-07",11.94
"682","2020-10-08",12.05
"683","2020-10-09",11.81
"684","2020-10-12",11.97
"685","2020-10-13",12.21
"686","2020-10-14",11.99
"687","2020-10-15",12.06
"688","2020-10-16",12.13
"689","2020-10-19",11.8
"690","2020-10-20",12.06
"691","2020-10-21",11.78
"692","2020-10-22",11.87
"693","2020-10-23",11.93
"694","2020-10-26",11.56
"695","2020-10-27",11.51
"696","2020-10-28",11.2
"697","2020-10-29",11.24
"698","2020-10-30",11.1
"699","2020-11-02",11.8
"700","2020-11-03",12.07
"701","2020-11-04",11.88
"702","2020-11-05",12.24
"703","2020-11-06",12.04
"704","2020-11-09",12.58
"705","2020-11-10",12.87
"706","2020-11-11",12.85
"707","2020-11-12",12.57
"708","2020-11-13",12.75
"709","2020-11-16",13.02
"710","2020-11-17",12.89
"711","2020-11-18",13.22
"712","2020-11-19",12.91
"713","2020-11-20",12.89
"714","2020-11-23",13.04
"715","2020-11-24",13.4
"716","2020-11-25",13.41
"717","2020-11-27",13.36
