"","date","SILK"
"113","2019-09-13",36.200001
"114","2019-09-16",34.91
"115","2019-09-17",35.389999
"116","2019-09-18",35.349998
"117","2019-09-19",35.869999
"118","2019-09-20",35.330002
"119","2019-09-23",34.25
"120","2019-09-24",34.580002
"121","2019-09-25",33.360001
"122","2019-09-26",33.369999
"123","2019-09-27",31.65
"124","2019-09-30",32.529999
"125","2019-10-01",32.900002
"126","2019-10-02",32.040001
"127","2019-10-03",31.59
"128","2019-10-04",31.040001
"129","2019-10-07",29.25
"130","2019-10-08",27.969999
"131","2019-10-09",29.91
"132","2019-10-10",30.09
"133","2019-10-11",31.15
"134","2019-10-14",30.809999
"135","2019-10-15",32.849998
"136","2019-10-16",33.689999
"137","2019-10-17",34.150002
"138","2019-10-18",34.200001
"139","2019-10-21",34.889999
"140","2019-10-22",34.389999
"141","2019-10-23",34.360001
"142","2019-10-24",32.98
"143","2019-10-25",34.23
"144","2019-10-28",35.139999
"145","2019-10-29",34.75
"146","2019-10-30",32.57
"147","2019-10-31",33.119999
"148","2019-11-01",33.849998
"149","2019-11-04",33.779999
"150","2019-11-05",33.59
"151","2019-11-06",34.299999
"152","2019-11-07",35.599998
"153","2019-11-08",34.880001
"154","2019-11-11",34.900002
"155","2019-11-12",35.689999
"156","2019-11-13",36.470001
"157","2019-11-14",36.639999
"158","2019-11-15",37.68
"159","2019-11-18",37.529999
"160","2019-11-19",36.259998
"161","2019-11-20",36.369999
"162","2019-11-21",36.349998
"163","2019-11-22",36.450001
"164","2019-11-25",37.185001
"165","2019-11-26",36.369999
"166","2019-11-27",36.48
"167","2019-11-29",36.02
"168","2019-12-02",35.700001
"169","2019-12-03",34.799999
"170","2019-12-04",34.919998
"171","2019-12-05",34.93
"172","2019-12-06",35.18
"173","2019-12-09",34.34
"174","2019-12-10",34.599998
"175","2019-12-11",34.860001
"176","2019-12-12",34.509998
"177","2019-12-13",34.740002
"178","2019-12-16",36.52
"179","2019-12-17",36.02
"180","2019-12-18",38.32
"181","2019-12-19",37.459999
"182","2019-12-20",39.209999
"183","2019-12-23",40.029999
"184","2019-12-24",39.82
"185","2019-12-26",39.939999
"186","2019-12-27",40.119999
"187","2019-12-30",39.77
"188","2019-12-31",40.380001
"189","2020-01-02",40.259998
"190","2020-01-03",40.220001
"191","2020-01-06",40.5
"192","2020-01-07",40.560001
"193","2020-01-08",41.330002
"194","2020-01-09",41.450001
"195","2020-01-10",41.060001
"196","2020-01-13",40.66
"197","2020-01-14",40.799999
"198","2020-01-15",41.73
"199","2020-01-16",41.939999
"200","2020-01-17",42.82
"201","2020-01-21",43.599998
"202","2020-01-22",43.439999
"203","2020-01-23",43.66
"204","2020-01-24",42.77
"205","2020-01-27",42.32
"206","2020-01-28",43.16
"207","2020-01-29",44.799999
"208","2020-01-30",46
"209","2020-01-31",46.540001
"210","2020-02-03",46.450001
"211","2020-02-04",47.060001
"212","2020-02-05",46.93
"213","2020-02-06",47.029999
"214","2020-02-07",46.470001
"215","2020-02-10",47.02
"216","2020-02-11",47.799999
"217","2020-02-12",47.59
"218","2020-02-13",47.18
"219","2020-02-14",47.110001
"220","2020-02-18",46.990002
"221","2020-02-19",46.860001
"222","2020-02-20",47.200001
"223","2020-02-21",46.950001
"224","2020-02-24",46.790001
"225","2020-02-25",46.560001
"226","2020-02-26",45.240002
"227","2020-02-27",41.349998
"228","2020-02-28",39.849998
"229","2020-03-02",41.540001
"230","2020-03-03",39.869999
"231","2020-03-04",40.169998
"232","2020-03-05",38.959999
"233","2020-03-06",37.990002
"234","2020-03-09",36.41
"235","2020-03-10",38.810001
"236","2020-03-11",37.139999
"237","2020-03-12",32.360001
"238","2020-03-13",32.279999
"239","2020-03-16",27.51
"240","2020-03-17",27.389999
"241","2020-03-18",23.16
"242","2020-03-19",24.219999
"243","2020-03-20",24.5
"244","2020-03-23",23.83
"245","2020-03-24",27.940001
"246","2020-03-25",31.91
"247","2020-03-26",33.290001
"248","2020-03-27",30.93
"249","2020-03-30",32.450001
"250","2020-03-31",31.48
"251","2020-04-01",27.549999
"252","2020-04-02",29.700001
"253","2020-04-03",30.07
"254","2020-04-06",34.82
"255","2020-04-07",32.470001
"256","2020-04-08",35.869999
"257","2020-04-09",36.110001
"258","2020-04-13",34.66
"259","2020-04-14",34.360001
"260","2020-04-15",34.419998
"261","2020-04-16",37.110001
"262","2020-04-17",37.59
"263","2020-04-20",39.09
"264","2020-04-21",35.279999
"265","2020-04-22",37.790001
"266","2020-04-23",38.799999
"267","2020-04-24",40.02
"268","2020-04-27",40.57
"269","2020-04-28",40.720001
"270","2020-04-29",41.91
"271","2020-04-30",41.880001
"272","2020-05-01",41.860001
"273","2020-05-04",42.919998
"274","2020-05-05",43.279999
"275","2020-05-06",37.490002
"276","2020-05-07",38.900002
"277","2020-05-08",38.650002
"278","2020-05-11",37.799999
"279","2020-05-12",35.400002
"280","2020-05-13",37.189999
"281","2020-05-14",38.25
"282","2020-05-15",39.16
"283","2020-05-18",38.720001
"284","2020-05-19",37.459999
"285","2020-05-20",38.889999
"286","2020-05-21",38.349998
"287","2020-05-22",39.09
"288","2020-05-26",38.935001
"289","2020-05-27",39.549999
"290","2020-05-28",38.209999
"291","2020-05-29",38.27
"292","2020-06-01",38.950001
"293","2020-06-02",38.939999
"294","2020-06-03",38.790001
"295","2020-06-04",38.34
"296","2020-06-05",39.849998
"297","2020-06-08",42.07
"298","2020-06-09",40.900002
"299","2020-06-10",39.029999
"300","2020-06-11",36.220001
"301","2020-06-12",37.119999
"302","2020-06-15",37.700001
"303","2020-06-16",40.25
"304","2020-06-17",41.52
"305","2020-06-18",41.810001
"306","2020-06-19",40.450001
"307","2020-06-22",41.459999
"308","2020-06-23",42.18
"309","2020-06-24",42.189999
"310","2020-06-25",41.950001
"311","2020-06-26",38.369999
"312","2020-06-29",39.5
"313","2020-06-30",41.889999
"314","2020-07-01",42.189999
"315","2020-07-02",42.389999
"316","2020-07-06",42.599998
"317","2020-07-07",43
"318","2020-07-08",44.619999
"319","2020-07-09",45.700001
"320","2020-07-10",44.990002
"321","2020-07-13",43.59
"322","2020-07-14",44.41
"323","2020-07-15",47.139999
"324","2020-07-16",45.689999
"325","2020-07-17",46.099998
"326","2020-07-20",46.259998
"327","2020-07-21",46.939999
"328","2020-07-22",46.849998
"329","2020-07-23",47.970001
"330","2020-07-24",47.790001
"331","2020-07-27",48.02
"332","2020-07-28",46.939999
"333","2020-07-29",47.220001
"334","2020-07-30",47.41
"335","2020-07-31",46.459999
"336","2020-08-03",48.32
"337","2020-08-04",48.369999
"338","2020-08-05",50
"339","2020-08-06",50.029999
"340","2020-08-07",50.130001
"341","2020-08-10",51.549999
"342","2020-08-11",50.919998
"343","2020-08-12",51.080002
"344","2020-08-13",52.07
"345","2020-08-14",52.650002
"346","2020-08-17",54.669998
"347","2020-08-18",55.689999
"348","2020-08-19",55.709999
"349","2020-08-20",56.009998
"350","2020-08-21",54.16
"351","2020-08-24",54.57
"352","2020-08-25",56.18
"353","2020-08-26",56.48
"354","2020-08-27",58.509998
"355","2020-08-28",60.580002
"356","2020-08-31",60.98
"357","2020-09-01",60.68
"358","2020-09-02",62.419998
"359","2020-09-03",61.5
"360","2020-09-04",57.830002
"361","2020-09-08",57.990002
"362","2020-09-09",60.349998
"363","2020-09-10",61.32
"364","2020-09-11",61.310001
"365","2020-09-14",66.389999
"366","2020-09-15",68.120003
"367","2020-09-16",68.709999
"368","2020-09-17",68.349998
"369","2020-09-18",69.610001
"370","2020-09-21",67.169998
"371","2020-09-22",69.290001
"372","2020-09-23",65.949997
"373","2020-09-24",64.239998
"374","2020-09-25",67.080002
"375","2020-09-28",66.5
"376","2020-09-29",68.160004
"377","2020-09-30",67.209999
"378","2020-10-01",65.459999
"379","2020-10-02",65.449997
"380","2020-10-05",66.43
"381","2020-10-06",65.870003
"382","2020-10-07",68.199997
"383","2020-10-08",66.800003
"384","2020-10-09",66.440002
"385","2020-10-12",65.589996
"386","2020-10-13",66.519997
"387","2020-10-14",64.25
"388","2020-10-15",64.099998
"389","2020-10-16",65.43
"390","2020-10-19",64.669998
"391","2020-10-20",63.240002
"392","2020-10-21",61.07
"393","2020-10-22",62.25
"394","2020-10-23",61.889999
"395","2020-10-26",60.110001
"396","2020-10-27",62.080002
"397","2020-10-28",60.490002
"398","2020-10-29",62.169998
"399","2020-10-30",60.599998
"400","2020-11-02",62.470001
"401","2020-11-03",65
"402","2020-11-04",67.870003
"403","2020-11-05",69.779999
"404","2020-11-06",69.940002
"405","2020-11-09",68.190002
"406","2020-11-10",69.650002
"407","2020-11-11",62.119999
"408","2020-11-12",61.939999
"409","2020-11-13",61.82
"410","2020-11-16",59.560001
"411","2020-11-17",60.43
"412","2020-11-18",60.07
"413","2020-11-19",59.93
"414","2020-11-20",59.540001
"415","2020-11-23",60.98
"416","2020-11-24",59.07
"417","2020-11-25",56.02
"418","2020-11-27",57.5
