"","date","ATI"
"1","2007-01-03",88.449997
"2","2007-01-04",86.949997
"3","2007-01-05",85.970001
"4","2007-01-08",88.300003
"5","2007-01-09",87.610001
"6","2007-01-10",88.650002
"7","2007-01-11",90.410004
"8","2007-01-12",90.639999
"9","2007-01-16",90.5
"10","2007-01-17",91.540001
"11","2007-01-18",90.360001
"12","2007-01-19",91.559998
"13","2007-01-22",92.18
"14","2007-01-23",94.379997
"15","2007-01-24",99.629997
"16","2007-01-25",97.510002
"17","2007-01-26",100.510002
"18","2007-01-29",101.919998
"19","2007-01-30",102.260002
"20","2007-01-31",103.489998
"21","2007-02-01",103.900002
"22","2007-02-02",102.300003
"23","2007-02-05",101.339996
"24","2007-02-06",102.029999
"25","2007-02-07",102
"26","2007-02-08",101.419998
"27","2007-02-09",97.139999
"28","2007-02-12",97.040001
"29","2007-02-13",99.720001
"30","2007-02-14",100.690002
"31","2007-02-15",102.360001
"32","2007-02-16",102.589996
"33","2007-02-20",102.989998
"34","2007-02-21",107.620003
"35","2007-02-22",106.480003
"36","2007-02-23",107.809998
"37","2007-02-26",107.080002
"38","2007-02-27",98.669998
"39","2007-02-28",102.32
"40","2007-03-01",100.68
"41","2007-03-02",97.059998
"42","2007-03-05",94.440002
"43","2007-03-06",99.339996
"44","2007-03-07",99.050003
"45","2007-03-08",102.309998
"46","2007-03-09",102.809998
"47","2007-03-12",103.839996
"48","2007-03-13",100.349998
"49","2007-03-14",101.5
"50","2007-03-15",103.040001
"51","2007-03-16",102.300003
"52","2007-03-19",104.730003
"53","2007-03-20",105.989998
"54","2007-03-21",108.580002
"55","2007-03-22",108.400002
"56","2007-03-23",108.010002
"57","2007-03-26",108.620003
"58","2007-03-27",106.900002
"59","2007-03-28",105.099998
"60","2007-03-29",107.690002
"61","2007-03-30",106.690002
"62","2007-04-02",108.870003
"63","2007-04-03",109.910004
"64","2007-04-04",110.800003
"65","2007-04-05",110.860001
"66","2007-04-09",113.339996
"67","2007-04-10",112.209999
"68","2007-04-11",111.550003
"69","2007-04-12",113.110001
"70","2007-04-13",113.760002
"71","2007-04-16",116.129997
"72","2007-04-17",114.339996
"73","2007-04-18",114.099998
"74","2007-04-19",113.639999
"75","2007-04-20",117.040001
"76","2007-04-23",118.779999
"77","2007-04-24",117.760002
"78","2007-04-25",112.889999
"79","2007-04-26",114.589996
"80","2007-04-27",114
"81","2007-04-30",109.580002
"82","2007-05-01",106.769997
"83","2007-05-02",109.410004
"84","2007-05-03",108.379997
"85","2007-05-04",108.68
"86","2007-05-07",111.769997
"87","2007-05-08",113.449997
"88","2007-05-09",116.279999
"89","2007-05-10",112.510002
"90","2007-05-11",115.18
"91","2007-05-14",114.139999
"92","2007-05-15",114.279999
"93","2007-05-16",113.550003
"94","2007-05-17",112.75
"95","2007-05-18",114.279999
"96","2007-05-21",114.57
"97","2007-05-22",112.650002
"98","2007-05-23",112.839996
"99","2007-05-24",108.919998
"100","2007-05-25",111.059998
"101","2007-05-29",110.18
"102","2007-05-30",112.349998
"103","2007-05-31",115.589996
"104","2007-06-01",116.540001
"105","2007-06-04",115.169998
"106","2007-06-05",115.82
"107","2007-06-06",113.169998
"108","2007-06-07",109.660004
"109","2007-06-08",111.660004
"110","2007-06-11",109.699997
"111","2007-06-12",106.699997
"112","2007-06-13",107.529999
"113","2007-06-14",109.419998
"114","2007-06-15",110.199997
"115","2007-06-18",109.120003
"116","2007-06-19",111.099998
"117","2007-06-20",108.269997
"118","2007-06-21",109.25
"119","2007-06-22",106.769997
"120","2007-06-25",105.699997
"121","2007-06-26",103.010002
"122","2007-06-27",103.389999
"123","2007-06-28",105.349998
"124","2007-06-29",104.879997
"125","2007-07-02",108.349998
"126","2007-07-03",108.709999
"127","2007-07-05",108.739998
"128","2007-07-06",107.720001
"129","2007-07-09",107.559998
"130","2007-07-10",108.18
"131","2007-07-11",109.93
"132","2007-07-12",114.300003
"133","2007-07-13",114.970001
"134","2007-07-16",113.809998
"135","2007-07-17",113.440002
"136","2007-07-18",114.209999
"137","2007-07-19",116.040001
"138","2007-07-20",113.059998
"139","2007-07-23",113.730003
"140","2007-07-24",110.199997
"141","2007-07-25",107.910004
"142","2007-07-26",105.580002
"143","2007-07-27",102.410004
"144","2007-07-30",106.809998
"145","2007-07-31",104.93
"146","2007-08-01",104.529999
"147","2007-08-02",105.720001
"148","2007-08-03",102.400002
"149","2007-08-06",101.910004
"150","2007-08-07",101.739998
"151","2007-08-08",107.519997
"152","2007-08-09",104.709999
"153","2007-08-10",99.669998
"154","2007-08-13",97.209999
"155","2007-08-14",93.190002
"156","2007-08-15",90.160004
"157","2007-08-16",87.610001
"158","2007-08-17",92.199997
"159","2007-08-20",94.07
"160","2007-08-21",97.199997
"161","2007-08-22",97.279999
"162","2007-08-23",95.18
"163","2007-08-24",98.150002
"164","2007-08-27",97.5
"165","2007-08-28",92.5
"166","2007-08-29",96.400002
"167","2007-08-30",95.199997
"168","2007-08-31",99.389999
"169","2007-09-04",100.330002
"170","2007-09-05",97.169998
"171","2007-09-06",97.410004
"172","2007-09-07",94.660004
"173","2007-09-10",92.239998
"174","2007-09-11",93.169998
"175","2007-09-12",91.230003
"176","2007-09-13",91.949997
"177","2007-09-14",95.120003
"178","2007-09-17",94.730003
"179","2007-09-18",102.360001
"180","2007-09-19",103.139999
"181","2007-09-20",103.190002
"182","2007-09-21",106.830002
"183","2007-09-24",108.43
"184","2007-09-25",109
"185","2007-09-26",109.989998
"186","2007-09-27",111.459999
"187","2007-09-28",109.949997
"188","2007-10-01",113.279999
"189","2007-10-02",113.099998
"190","2007-10-03",109.790001
"191","2007-10-04",109.279999
"192","2007-10-05",110.610001
"193","2007-10-08",110.940002
"194","2007-10-09",115.459999
"195","2007-10-10",111.120003
"196","2007-10-11",106.650002
"197","2007-10-12",100.040001
"198","2007-10-15",94.959999
"199","2007-10-16",95.120003
"200","2007-10-17",95.419998
"201","2007-10-18",96.209999
"202","2007-10-19",93.739998
"203","2007-10-22",94.790001
