"","date","EWBC"
"1","2007-01-03",35.560001
"2","2007-01-04",35.830002
"3","2007-01-05",35.369999
"4","2007-01-08",35.380001
"5","2007-01-09",35.330002
"6","2007-01-10",35.259998
"7","2007-01-11",35.650002
"8","2007-01-12",35.799999
"9","2007-01-16",36.130001
"10","2007-01-17",36.259998
"11","2007-01-18",36.279999
"12","2007-01-19",36.349998
"13","2007-01-22",36.32
"14","2007-01-23",36.360001
"15","2007-01-24",36.66
"16","2007-01-25",38.27
"17","2007-01-26",37.91
"18","2007-01-29",38.240002
"19","2007-01-30",38.099998
"20","2007-01-31",38.400002
"21","2007-02-01",38.360001
"22","2007-02-02",38.299999
"23","2007-02-05",38.189999
"24","2007-02-06",38.240002
"25","2007-02-07",38.34
"26","2007-02-08",38.150002
"27","2007-02-09",38.130001
"28","2007-02-12",38.18
"29","2007-02-13",38.150002
"30","2007-02-14",38.509998
"31","2007-02-15",38.599998
"32","2007-02-16",38.759998
"33","2007-02-20",38.700001
"34","2007-02-21",38.939999
"35","2007-02-22",38.959999
"36","2007-02-23",38.84
"37","2007-02-26",38.810001
"38","2007-02-27",37.52
"39","2007-02-28",37.27
"40","2007-03-01",37.209999
"41","2007-03-02",37.040001
"42","2007-03-05",36.450001
"43","2007-03-06",37.330002
"44","2007-03-07",37.049999
"45","2007-03-08",37.09
"46","2007-03-09",36.990002
"47","2007-03-12",36.68
"48","2007-03-13",35.759998
"49","2007-03-14",35.330002
"50","2007-03-15",35.48
"51","2007-03-16",35.490002
"52","2007-03-19",35.470001
"53","2007-03-20",35.450001
"54","2007-03-21",36.32
"55","2007-03-22",36.52
"56","2007-03-23",36.970001
"57","2007-03-26",36.830002
"58","2007-03-27",36.700001
"59","2007-03-28",36.689999
"60","2007-03-29",37.029999
"61","2007-03-30",36.77
"62","2007-04-02",36.310001
"63","2007-04-03",36.689999
"64","2007-04-04",36.560001
"65","2007-04-05",36.41
"66","2007-04-09",36.470001
"67","2007-04-10",36.34
"68","2007-04-11",35.669998
"69","2007-04-12",35.349998
"70","2007-04-13",35.310001
"71","2007-04-16",35.860001
"72","2007-04-17",39.849998
"73","2007-04-18",40.419998
"74","2007-04-19",40.560001
"75","2007-04-20",39.709999
"76","2007-04-23",39.549999
"77","2007-04-24",39.950001
"78","2007-04-25",40.16
"79","2007-04-26",40.200001
"80","2007-04-27",40.16
"81","2007-04-30",39.860001
"82","2007-05-01",39.900002
"83","2007-05-02",39.98
"84","2007-05-03",40.150002
"85","2007-05-04",40.34
"86","2007-05-07",40.18
"87","2007-05-08",40.099998
"88","2007-05-09",40.060001
"89","2007-05-10",39.799999
"90","2007-05-11",40.16
"91","2007-05-14",39.91
"92","2007-05-15",40.139999
"93","2007-05-16",40.450001
"94","2007-05-17",39.939999
"95","2007-05-18",40.400002
"96","2007-05-21",40.389999
"97","2007-05-22",40.740002
"98","2007-05-23",40.75
"99","2007-05-24",40.650002
"100","2007-05-25",40.130001
"101","2007-05-29",40.380001
"102","2007-05-30",40.650002
"103","2007-05-31",40.540001
"104","2007-06-01",41.299999
"105","2007-06-04",41.860001
"106","2007-06-05",41.490002
"107","2007-06-06",41.060001
"108","2007-06-07",39.91
"109","2007-06-08",40.200001
"110","2007-06-11",40.18
"111","2007-06-12",39.799999
"112","2007-06-13",40.16
"113","2007-06-14",40.349998
"114","2007-06-15",40.349998
"115","2007-06-18",40.82
"116","2007-06-19",40.689999
"117","2007-06-20",40.349998
"118","2007-06-21",40.07
"119","2007-06-22",39.380001
"120","2007-06-25",39.16
"121","2007-06-26",38.939999
"122","2007-06-27",39.18
"123","2007-06-28",39.139999
"124","2007-06-29",38.880001
"125","2007-07-02",38.889999
"126","2007-07-03",38.900002
"127","2007-07-05",38.970001
"128","2007-07-06",38.830002
"129","2007-07-09",39.27
"130","2007-07-10",38.290001
"131","2007-07-11",38.450001
"132","2007-07-12",38.900002
"133","2007-07-13",39.5
"134","2007-07-16",39.330002
"135","2007-07-17",39.040001
"136","2007-07-18",38.200001
"137","2007-07-19",39.59
"138","2007-07-20",38.400002
"139","2007-07-23",38.049999
"140","2007-07-24",37.200001
"141","2007-07-25",37.02
"142","2007-07-26",36.560001
"143","2007-07-27",36.43
"144","2007-07-30",37.18
"145","2007-07-31",36.66
"146","2007-08-01",36.599998
"147","2007-08-02",37
"148","2007-08-03",35.43
"149","2007-08-06",36.549999
"150","2007-08-07",35.77
"151","2007-08-08",35.490002
"152","2007-08-09",35.099998
"153","2007-08-10",35.709999
"154","2007-08-13",35.720001
"155","2007-08-14",35.799999
"156","2007-08-15",35.009998
"157","2007-08-16",35.639999
"158","2007-08-17",37.080002
"159","2007-08-20",36.549999
"160","2007-08-21",37.369999
"161","2007-08-22",37.709999
"162","2007-08-23",37.43
"163","2007-08-24",37.459999
"164","2007-08-27",36.73
"165","2007-08-28",35.790001
"166","2007-08-29",35.93
"167","2007-08-30",35.689999
"168","2007-08-31",35.799999
"169","2007-09-04",35.43
"170","2007-09-05",35.490002
"171","2007-09-06",35.860001
"172","2007-09-07",35.25
"173","2007-09-10",35.02
"174","2007-09-11",35.27
"175","2007-09-12",34.950001
"176","2007-09-13",35.48
"177","2007-09-14",36.16
"178","2007-09-17",36.009998
"179","2007-09-18",36.93
"180","2007-09-19",36.66
"181","2007-09-20",36.380001
"182","2007-09-21",36.189999
"183","2007-09-24",35.299999
"184","2007-09-25",35.18
"185","2007-09-26",35.43
"186","2007-09-27",36.040001
"187","2007-09-28",35.959999
"188","2007-10-01",36.939999
"189","2007-10-02",37.450001
"190","2007-10-03",37.560001
"191","2007-10-04",37.470001
"192","2007-10-05",37.700001
"193","2007-10-08",38.27
"194","2007-10-09",38.25
"195","2007-10-10",37.639999
"196","2007-10-11",36.950001
"197","2007-10-12",36.779999
"198","2007-10-15",36.84
"199","2007-10-16",36.18
"200","2007-10-17",36.48
"201","2007-10-18",35.150002
"202","2007-10-19",34.599998
"203","2007-10-22",34.580002
"204","2007-10-23",34.59
"205","2007-10-24",34.080002
"206","2007-10-25",33.529999
"207","2007-10-26",34.200001
"208","2007-10-29",33.91
"209","2007-10-30",33.34
"210","2007-10-31",33.740002
"211","2007-11-01",32.459999
"212","2007-11-02",31.42
"213","2007-11-05",30.08
"214","2007-11-06",29.559999
"215","2007-11-07",28.309999
"216","2007-11-08",29.360001
"217","2007-11-09",29.83
"218","2007-11-12",29.73
"219","2007-11-13",30.790001
"220","2007-11-14",29.49
"221","2007-11-15",28.639999
"222","2007-11-16",27.74
"223","2007-11-19",27.75
"224","2007-11-20",26.82
"225","2007-11-21",25.860001
"226","2007-11-23",27.07
"227","2007-11-26",25.84
"228","2007-11-27",26.4
"229","2007-11-28",27.139999
"230","2007-11-29",26.17
"231","2007-11-30",26.950001
"232","2007-12-03",26.84
"233","2007-12-04",26.620001
"234","2007-12-05",26.440001
"235","2007-12-06",29.35
"236","2007-12-07",29.23
"237","2007-12-10",29.709999
"238","2007-12-11",28.08
"239","2007-12-12",27.030001
"240","2007-12-13",26.709999
"241","2007-12-14",26.110001
"242","2007-12-17",25.27
"243","2007-12-18",24.870001
"244","2007-12-19",25.200001
"245","2007-12-20",24.32
"246","2007-12-21",24.52
"247","2007-12-24",24.48
"248","2007-12-26",24.48
"249","2007-12-27",24.129999
"250","2007-12-28",24.219999
"251","2007-12-31",24.23
"252","2008-01-02",23.370001
"253","2008-01-03",23.01
"254","2008-01-04",22.51
"255","2008-01-07",21.77
"256","2008-01-08",20.950001
"257","2008-01-09",21.51
"258","2008-01-10",21.809999
"259","2008-01-11",21.280001
"260","2008-01-14",21.309999
"261","2008-01-15",21.35
"262","2008-01-16",22.02
"263","2008-01-17",21.309999
