"","date","OSW"
"152","2018-06-27",9.76
"153","2018-06-28",9.76
"154","2018-06-29",9.76
"155","2018-07-02",9.76
"156","2018-07-03",9.76
"157","2018-07-05",9.8
"158","2018-07-06",9.8
"159","2018-07-09",9.8
"160","2018-07-10",9.8
"161","2018-07-11",9.8
"162","2018-07-12",9.8
"163","2018-07-13",9.8
"164","2018-07-16",9.8
"165","2018-07-17",9.79
"166","2018-07-18",9.79
"167","2018-07-19",9.78
"168","2018-07-20",9.75
"169","2018-07-23",9.78
"170","2018-07-24",9.76
"171","2018-07-25",9.77
"172","2018-07-26",9.77
"173","2018-07-27",9.77
"174","2018-07-30",9.77
"175","2018-07-31",9.75
"176","2018-08-01",9.77
"177","2018-08-02",9.77
"178","2018-08-03",9.77
"179","2018-08-06",9.8
"180","2018-08-07",9.8
"181","2018-08-08",9.8
"182","2018-08-09",9.8
"183","2018-08-10",9.8
"184","2018-08-13",9.8
"185","2018-08-14",9.8
"186","2018-08-15",9.8
"187","2018-08-16",9.8
"188","2018-08-17",9.8
"189","2018-08-20",9.8
"190","2018-08-21",9.79
"191","2018-08-22",9.79
"192","2018-08-23",9.79
"193","2018-08-24",9.78
"194","2018-08-27",9.8
"195","2018-08-28",9.8
"196","2018-08-29",9.8
"197","2018-08-30",9.8
"198","2018-08-31",9.8
"199","2018-09-04",9.8
"200","2018-09-05",9.8
"201","2018-09-06",9.8
"202","2018-09-07",9.8
"203","2018-09-10",9.78
"204","2018-09-11",9.78
"205","2018-09-12",9.78
"206","2018-09-13",9.78
"207","2018-09-14",9.78
"208","2018-09-17",9.82
"209","2018-09-18",9.82
"210","2018-09-19",9.82
"211","2018-09-20",9.82
"212","2018-09-21",9.82
"213","2018-09-24",9.81
"214","2018-09-25",9.81
"215","2018-09-26",9.81
"216","2018-09-27",9.81
"217","2018-09-28",9.76
"218","2018-10-01",9.76
"219","2018-10-02",9.76
"220","2018-10-03",9.76
"221","2018-10-04",9.76
"222","2018-10-05",9.76
"223","2018-10-08",9.76
"224","2018-10-09",9.82
"225","2018-10-10",9.8
"226","2018-10-11",9.8
"227","2018-10-12",9.8
"228","2018-10-15",9.8
"229","2018-10-16",9.78
"230","2018-10-17",9.78
"231","2018-10-18",9.78
"232","2018-10-19",9.78
"233","2018-10-22",9.78
"234","2018-10-23",9.8
"235","2018-10-24",9.8
"236","2018-10-25",9.8
"237","2018-10-26",9.8
"238","2018-10-29",9.8
"239","2018-10-30",9.8
"240","2018-10-31",9.9
"241","2018-11-01",9.85
"242","2018-11-02",9.97
"243","2018-11-05",10
"244","2018-11-06",10
"245","2018-11-07",10.039
"246","2018-11-08",10.04
"247","2018-11-09",10.02
"248","2018-11-12",10.02
"249","2018-11-13",10.02
"250","2018-11-14",10.03
"251","2018-11-15",10.07
"252","2018-11-16",10.08
"253","2018-11-19",10.06
"254","2018-11-20",10.07
"255","2018-11-21",10.05
"256","2018-11-23",10.08
"257","2018-11-26",10.07
"258","2018-11-27",10.07
"259","2018-11-28",10.02
"260","2018-11-29",10.04
"261","2018-11-30",10.05
"262","2018-12-03",10.06
"263","2018-12-04",10.05
"264","2018-12-06",10.03
"265","2018-12-07",10.04
"266","2018-12-10",10.05
"267","2018-12-11",10.05
"268","2018-12-12",10
"269","2018-12-13",10.05
"270","2018-12-14",10.05
"271","2018-12-17",10.05
"272","2018-12-18",10.05
"273","2018-12-19",10.05
"274","2018-12-20",10.025
"275","2018-12-21",9.99
"276","2018-12-24",10.05
"277","2018-12-26",10.05
"278","2018-12-27",10.05
"279","2018-12-28",10.03
"280","2018-12-31",10.01
"281","2019-01-02",10.04
"282","2019-01-03",10.04
"283","2019-01-04",10
"284","2019-01-07",10.03
"285","2019-01-08",10.04
"286","2019-01-09",10.07
"287","2019-01-10",10.05
"288","2019-01-11",10.07
"289","2019-01-14",10.075
"290","2019-01-15",10.12
"291","2019-01-16",10.16
"292","2019-01-17",10.19
"293","2019-01-18",10.2
"294","2019-01-22",10.17
"295","2019-01-23",10.19
"296","2019-01-24",10.17
"297","2019-01-25",10.16
"298","2019-01-28",10.19
"299","2019-01-29",10.165
"300","2019-01-30",10.19
"301","2019-01-31",10.15
"302","2019-02-01",10.2
"303","2019-02-04",10.16
"304","2019-02-05",10.165
"305","2019-02-06",10.25
"306","2019-02-07",10.25
"307","2019-02-08",10.265
"308","2019-02-11",10.24
"309","2019-02-12",10.33
"310","2019-02-13",10.42
"311","2019-02-14",10.52
"312","2019-02-15",10.5
"313","2019-02-19",10.29
"314","2019-02-20",10.27
"315","2019-02-21",10.21
"316","2019-02-22",10.25
"317","2019-02-25",10.29
"318","2019-02-26",10.28
"319","2019-02-27",10.24
"320","2019-02-28",10.23
"321","2019-03-01",10.19
"322","2019-03-04",10.38
"323","2019-03-05",10.73
"324","2019-03-06",11.18
"325","2019-03-07",11.39
"326","2019-03-08",11.58
"327","2019-03-11",11.64
"328","2019-03-12",11.65
"329","2019-03-13",11.5
"330","2019-03-14",11.64
"331","2019-03-15",11.64
"332","2019-03-18",11.83
"333","2019-03-19",11.85
"334","2019-03-20",11.85
"335","2019-03-21",11.85
"336","2019-03-22",12.36
"337","2019-03-25",12.53
"338","2019-03-26",12.99
"339","2019-03-27",13.4
"340","2019-03-28",13.6
"341","2019-03-29",13.66
"342","2019-04-01",13.53
"343","2019-04-02",13.53
"344","2019-04-03",13.58
"345","2019-04-04",13.64
"346","2019-04-05",13.7
"347","2019-04-08",14.23
"348","2019-04-09",14.12
"349","2019-04-10",13.84
"350","2019-04-11",13.76
"351","2019-04-12",13.73
"352","2019-04-15",13.76
"353","2019-04-16",13.83
"354","2019-04-17",13.8
"355","2019-04-18",13.77
"356","2019-04-22",13.76
"357","2019-04-23",13.93
"358","2019-04-24",13.82
"359","2019-04-25",13.77
"360","2019-04-26",13.81
"361","2019-04-29",13.89
"362","2019-04-30",13.58
"363","2019-05-01",13.77
"364","2019-05-02",13.79
"365","2019-05-03",13.95
"366","2019-05-06",13.97
"367","2019-05-07",13.97
"368","2019-05-08",13.88
"369","2019-05-09",13.71
"370","2019-05-10",13.73
"371","2019-05-13",13.65
"372","2019-05-14",13.63
"373","2019-05-15",13.58
"374","2019-05-16",13.55
"375","2019-05-17",13.52
"376","2019-05-20",13.42
"377","2019-05-21",13.3
"378","2019-05-22",13.12
"379","2019-05-23",13
"380","2019-05-24",12.87
"381","2019-05-28",12.96
"382","2019-05-29",12.89
"383","2019-05-30",12.92
"384","2019-05-31",12.51
"385","2019-06-03",12.5
"386","2019-06-04",12.75
"387","2019-06-05",12.76
"388","2019-06-06",12.8
"389","2019-06-07",13.19
"390","2019-06-10",13.51
"391","2019-06-11",13.47
"392","2019-06-12",13.51
"393","2019-06-13",13.49
"394","2019-06-14",13.58
"395","2019-06-17",14.23
"396","2019-06-18",14.51
"397","2019-06-19",15.11
"398","2019-06-20",15.48
"399","2019-06-21",15.56
"400","2019-06-24",15.32
"401","2019-06-25",15.4
"402","2019-06-26",15.41
"403","2019-06-27",15.5
"404","2019-06-28",15.5
"405","2019-07-01",14.9
"406","2019-07-02",15.09
"407","2019-07-03",14.75
"408","2019-07-05",14.87
"409","2019-07-08",14.82
"410","2019-07-09",14.98
"411","2019-07-10",14.94
"412","2019-07-11",14.94
"413","2019-07-12",15.01
"414","2019-07-15",15.14
"415","2019-07-16",15.34
"416","2019-07-17",15.31
"417","2019-07-18",15.39
"418","2019-07-19",15.3
"419","2019-07-22",15.36
"420","2019-07-23",15.76
"421","2019-07-24",15.88
"422","2019-07-25",16.09
"423","2019-07-26",15.95
"424","2019-07-29",15.6
"425","2019-07-30",15.76
"426","2019-07-31",15.66
"427","2019-08-01",15.68
"428","2019-08-02",15.62
"429","2019-08-05",15.33
"430","2019-08-06",15.44
"431","2019-08-07",15.22
"432","2019-08-08",15.32
"433","2019-08-09",15.48
"434","2019-08-12",15.27
"435","2019-08-13",15.59
"436","2019-08-14",15.3
"437","2019-08-15",15.55
"438","2019-08-16",15.67
"439","2019-08-19",15.88
"440","2019-08-20",15.72
"441","2019-08-21",15.95
"442","2019-08-22",16.049999
"443","2019-08-23",16.040001
"444","2019-08-26",15.51
"445","2019-08-27",15.29
"446","2019-08-28",15.29
"447","2019-08-29",15.41
"448","2019-08-30",15.7
"449","2019-09-03",15.73
"450","2019-09-04",16.49
"451","2019-09-05",16.620001
"452","2019-09-06",16.25
"453","2019-09-09",16.09
"454","2019-09-10",16.09
"455","2019-09-11",16.66
"456","2019-09-12",16.58
"457","2019-09-13",16.879999
"458","2019-09-16",16.309999
"459","2019-09-17",16.139999
"460","2019-09-18",16.219999
"461","2019-09-19",16.15
"462","2019-09-20",16.209999
"463","2019-09-23",16.43
"464","2019-09-24",16.09
"465","2019-09-25",16.200001
"466","2019-09-26",15.83
"467","2019-09-27",15.55
"468","2019-09-30",15.53
"469","2019-10-01",15.29
"470","2019-10-02",15.085
"471","2019-10-03",15.03
"472","2019-10-04",15.02
"473","2019-10-07",15.25
"474","2019-10-08",15.2
"475","2019-10-09",15.42
"476","2019-10-10",15.4
"477","2019-10-11",15.36
"478","2019-10-14",15.68
"479","2019-10-15",15.18
"480","2019-10-16",15.06
"481","2019-10-17",15.14
"482","2019-10-18",15.06
"483","2019-10-21",15.12
"484","2019-10-22",15.435
"485","2019-10-23",15.83
"486","2019-10-24",16.190001
"487","2019-10-25",16.360001
"488","2019-10-28",16.1
"489","2019-10-29",15.87
"490","2019-10-30",15.515
"491","2019-10-31",15.55
"492","2019-11-01",15.38
"493","2019-11-04",15.39
"494","2019-11-05",15.48
"495","2019-11-06",15.48
"496","2019-11-07",15.55
"497","2019-11-08",15.54
"498","2019-11-11",15.76
"499","2019-11-12",16.110001
"500","2019-11-13",15.05
"501","2019-11-14",15
"502","2019-11-15",15.37
"503","2019-11-18",15.15
"504","2019-11-19",15.28
"505","2019-11-20",15.36
"506","2019-11-21",15.61
"507","2019-11-22",15.29
"508","2019-11-25",15.76
"509","2019-11-26",15.98
"510","2019-11-27",16.01
"511","2019-11-29",16.33
"512","2019-12-02",15.96
"513","2019-12-03",15.57
"514","2019-12-04",15.42
"515","2019-12-05",15.55
"516","2019-12-06",15.52
"517","2019-12-09",15.74
"518","2019-12-10",15.82
"519","2019-12-11",15.76
"520","2019-12-12",15.81
"521","2019-12-13",16.049999
"522","2019-12-16",16.08
"523","2019-12-17",16.32
"524","2019-12-18",16.549999
"525","2019-12-19",16.940001
"526","2019-12-20",17
"527","2019-12-23",16.889999
"528","2019-12-24",17.01
"529","2019-12-26",16.975
"530","2019-12-27",16.889999
"531","2019-12-30",16.9
"532","2019-12-31",16.84
"533","2020-01-02",16.77
"534","2020-01-03",16.809999
"535","2020-01-06",16.75
"536","2020-01-07",16.700001
"537","2020-01-08",16.84
"538","2020-01-09",16.719999
"539","2020-01-10",16.540001
"540","2020-01-13",16.389999
"541","2020-01-14",16.245001
"542","2020-01-15",16.23
"543","2020-01-16",16.09
"544","2020-01-17",16
"545","2020-01-21",15.67
"546","2020-01-22",15.71
"547","2020-01-23",15.93
"548","2020-01-24",15.46
"549","2020-01-27",15.14
"550","2020-01-28",15.38
"551","2020-01-29",15.05
"552","2020-01-30",14.835
"553","2020-01-31",15.01
"554","2020-02-03",14.75
"555","2020-02-04",15.07
"556","2020-02-05",15.31
"557","2020-02-06",15.4
"558","2020-02-07",14.98
"559","2020-02-10",14.94
"560","2020-02-11",15.15
"561","2020-02-12",15.74
"562","2020-02-13",15.69
"563","2020-02-14",15.26
"564","2020-02-18",14.88
"565","2020-02-19",15.01
"566","2020-02-20",14.77
"567","2020-02-21",14.8
"568","2020-02-24",13.77
"569","2020-02-25",12.73
"570","2020-02-26",12.72
"571","2020-02-27",12.56
"572","2020-02-28",12.22
"573","2020-03-02",12.55
"574","2020-03-03",12.44
"575","2020-03-04",12.42
"576","2020-03-05",10.98
"577","2020-03-06",10.48
"578","2020-03-09",7.14
"579","2020-03-10",6.97
"580","2020-03-11",6.01
"581","2020-03-12",4.89
"582","2020-03-13",4.81
"583","2020-03-16",4.01
"584","2020-03-17",3.98
"585","2020-03-18",2.79
"586","2020-03-19",2.57
"587","2020-03-20",3.04
"588","2020-03-23",3.1
"589","2020-03-24",4.2
"590","2020-03-25",4.55
"591","2020-03-26",4.56
"592","2020-03-27",4.24
"593","2020-03-30",4.08
"594","2020-03-31",4.06
"595","2020-04-01",3.73
"596","2020-04-02",2.54
"597","2020-04-03",2.6
"598","2020-04-06",3
"599","2020-04-07",3.09
"600","2020-04-08",3.59
"601","2020-04-09",4.06
"602","2020-04-13",4.21
"603","2020-04-14",4.14
"604","2020-04-15",4.01
"605","2020-04-16",3.81
"606","2020-04-17",4.08
"607","2020-04-20",3.75
"608","2020-04-21",3.85
"609","2020-04-22",3.85
"610","2020-04-23",4.23
"611","2020-04-24",4.26
"612","2020-04-27",4.86
"613","2020-04-28",4.64
"614","2020-04-29",4.88
"615","2020-04-30",6.51
"616","2020-05-01",5.96
"617","2020-05-04",6.1
"618","2020-05-05",5.8
"619","2020-05-06",5.42
"620","2020-05-07",5.79
"621","2020-05-08",6.27
"622","2020-05-11",5.93
"623","2020-05-12",5.61
"624","2020-05-13",5.37
"625","2020-05-14",5.35
"626","2020-05-15",5.14
"627","2020-05-18",6.195
"628","2020-05-19",6.08
"629","2020-05-20",6.25
"630","2020-05-21",6.23
"631","2020-05-22",6.29
"632","2020-05-26",6.3
"633","2020-05-27",6.95
"634","2020-05-28",6.81
"635","2020-05-29",6.54
"636","2020-06-01",6.6
"637","2020-06-02",6.92
"638","2020-06-03",6.88
"639","2020-06-04",6.875
"640","2020-06-05",7.465
"641","2020-06-08",7.88
"642","2020-06-09",7.61
"643","2020-06-10",7.41
"644","2020-06-11",6.38
"645","2020-06-12",6.5
"646","2020-06-15",6.61
"647","2020-06-16",6.7
"648","2020-06-17",6.03
"649","2020-06-18",5.865
"650","2020-06-19",5.7
"651","2020-06-22",5.525
"652","2020-06-23",5.85
"653","2020-06-24",5.57
"654","2020-06-25",5.06
"655","2020-06-26",4.78
"656","2020-06-29",4.87
"657","2020-06-30",4.77
"658","2020-07-01",4.805
"659","2020-07-02",4.92
"660","2020-07-06",5.105
"661","2020-07-07",4.76
"662","2020-07-08",4.825
"663","2020-07-09",4.69
"664","2020-07-10",5
"665","2020-07-13",5.02
"666","2020-07-14",5.2
"667","2020-07-15",5.6
"668","2020-07-16",5.55
"669","2020-07-17",5.5
"670","2020-07-20",5.31
"671","2020-07-21",5.51
"672","2020-07-22",5.43
"673","2020-07-23",5.535
"674","2020-07-24",5.8
"675","2020-07-27",5.82
"676","2020-07-28",5.91
"677","2020-07-29",5.95
"678","2020-07-30",5.86
"679","2020-07-31",5.56
"680","2020-08-03",5.25
"681","2020-08-04",5.28
"682","2020-08-05",5.6
"683","2020-08-06",5.8
"684","2020-08-07",5.86
"685","2020-08-10",6.05
"686","2020-08-11",6.2
"687","2020-08-12",5.88
"688","2020-08-13",5.62
"689","2020-08-14",5.68
"690","2020-08-17",5.65
"691","2020-08-18",5.65
"692","2020-08-19",5.67
"693","2020-08-20",5.68
"694","2020-08-21",5.78
"695","2020-08-24",6.06
"696","2020-08-25",6.24
"697","2020-08-26",6.37
"698","2020-08-27",6.76
"699","2020-08-28",7.2
"700","2020-08-31",6.93
"701","2020-09-01",7.04
"702","2020-09-02",7.03
"703","2020-09-03",7.18
"704","2020-09-04",7.49
"705","2020-09-08",7.39
"706","2020-09-09",7.36
"707","2020-09-10",7.27
"708","2020-09-11",7.245
"709","2020-09-14",7.38
"710","2020-09-15",7.16
"711","2020-09-16",7.25
"712","2020-09-17",7.07
"713","2020-09-18",7.03
"714","2020-09-21",6.7
"715","2020-09-22",6.66
"716","2020-09-23",6.3
"717","2020-09-24",6.06
"718","2020-09-25",6.75
"719","2020-09-28",7.12
"720","2020-09-29",6.27
"721","2020-09-30",6.5
"722","2020-10-01",6.47
"723","2020-10-02",6.59
"724","2020-10-05",7.11
"725","2020-10-06",7.2
"726","2020-10-07",7.36
"727","2020-10-08",7.33
"728","2020-10-09",7.54
"729","2020-10-12",7.18
"730","2020-10-13",6.99
"731","2020-10-14",6.72
"732","2020-10-15",6.97
"733","2020-10-16",7.04
"734","2020-10-19",6.75
"735","2020-10-20",6.86
"736","2020-10-21",6.88
"737","2020-10-22",7.1
"738","2020-10-23",6.79
"739","2020-10-26",6.42
"740","2020-10-27",6.25
"741","2020-10-28",5.94
"742","2020-10-29",6.12
"743","2020-10-30",6.21
"744","2020-11-02",5.96
"745","2020-11-03",6.19
"746","2020-11-04",6.01
"747","2020-11-05",6.49
"748","2020-11-06",6.34
"749","2020-11-09",8.5
"750","2020-11-10",8.23
"751","2020-11-11",7.59
"752","2020-11-12",7.94
"753","2020-11-13",8
"754","2020-11-16",8.25
"755","2020-11-17",8.19
"756","2020-11-18",8.44
"757","2020-11-19",8.48
"758","2020-11-20",8.22
"759","2020-11-23",8.27
"760","2020-11-24",9.07
"761","2020-11-25",8.63
"762","2020-11-27",8.68
