"","date","BDN"
"1","2007-01-03",32.650002
"2","2007-01-04",32.560001
"3","2007-01-05",32.080002
"4","2007-01-08",32.040001
"5","2007-01-09",32.43
"6","2007-01-10",32.950001
"7","2007-01-11",32.880001
"8","2007-01-12",33.02
"9","2007-01-16",33.299999
"10","2007-01-17",33.73
"11","2007-01-18",33.720001
"12","2007-01-19",33.93
"13","2007-01-22",33.82
"14","2007-01-23",33.950001
"15","2007-01-24",34
"16","2007-01-25",34.669998
"17","2007-01-26",34.509998
"18","2007-01-29",34.419998
"19","2007-01-30",34.389999
"20","2007-01-31",34.860001
"21","2007-02-01",34.970001
"22","2007-02-02",35.16
"23","2007-02-05",35.25
"24","2007-02-06",35.57
"25","2007-02-07",35.93
"26","2007-02-08",35.610001
"27","2007-02-09",35.189999
"28","2007-02-12",34.439999
"29","2007-02-13",34.919998
"30","2007-02-14",34.400002
"31","2007-02-15",34.490002
"32","2007-02-16",34.360001
"33","2007-02-20",34.82
"34","2007-02-21",34.919998
"35","2007-02-22",35.18
"36","2007-02-23",35.689999
"37","2007-02-26",36.139999
"38","2007-02-27",35.349998
"39","2007-02-28",35.619999
"40","2007-03-01",35.299999
"41","2007-03-02",34.560001
"42","2007-03-05",33.529999
"43","2007-03-06",34.360001
"44","2007-03-07",34.240002
"45","2007-03-08",34.73
"46","2007-03-09",35
"47","2007-03-12",35
"48","2007-03-13",34.130001
"49","2007-03-14",34.48
"50","2007-03-15",34.599998
"51","2007-03-16",34.049999
"52","2007-03-19",34.200001
"53","2007-03-20",34.209999
"54","2007-03-21",34.5
"55","2007-03-22",34.470001
"56","2007-03-23",34.77
"57","2007-03-26",33.970001
"58","2007-03-27",33.310001
"59","2007-03-28",33.110001
"60","2007-03-29",33.380001
"61","2007-03-30",33.41
"62","2007-04-02",32.939999
"63","2007-04-03",33.040001
"64","2007-04-04",33.189999
"65","2007-04-05",33.16
"66","2007-04-09",33.279999
"67","2007-04-10",33.279999
"68","2007-04-11",32.860001
"69","2007-04-12",32.66
"70","2007-04-13",32.830002
"71","2007-04-16",32.860001
"72","2007-04-17",33.540001
"73","2007-04-18",33.139999
"74","2007-04-19",32.919998
"75","2007-04-20",33.34
"76","2007-04-23",33.790001
"77","2007-04-24",33.630001
"78","2007-04-25",33.59
"79","2007-04-26",33.459999
"80","2007-04-27",33.290001
"81","2007-04-30",32.880001
"82","2007-05-01",32.59
"83","2007-05-02",32.75
"84","2007-05-03",33.110001
"85","2007-05-04",32.91
"86","2007-05-07",33.029999
"87","2007-05-08",32.880001
"88","2007-05-09",33.09
"89","2007-05-10",32.700001
"90","2007-05-11",33
"91","2007-05-14",32.82
"92","2007-05-15",32.299999
"93","2007-05-16",32.049999
"94","2007-05-17",31.52
"95","2007-05-18",31.35
"96","2007-05-21",31.639999
"97","2007-05-22",31.9
"98","2007-05-23",31.73
"99","2007-05-24",31.190001
"100","2007-05-25",31.200001
"101","2007-05-29",31.780001
"102","2007-05-30",31.85
"103","2007-05-31",31.809999
"104","2007-06-01",31.700001
"105","2007-06-04",31.76
"106","2007-06-05",31.23
"107","2007-06-06",31.01
"108","2007-06-07",29.68
"109","2007-06-08",29.959999
"110","2007-06-11",29.5
"111","2007-06-12",29.059999
"112","2007-06-13",29.469999
"113","2007-06-14",29.27
"114","2007-06-15",29.73
"115","2007-06-18",29.76
"116","2007-06-19",29.969999
"117","2007-06-20",29.459999
"118","2007-06-21",29.139999
"119","2007-06-22",29
"120","2007-06-25",28.870001
"121","2007-06-26",28.43
"122","2007-06-27",28.610001
"123","2007-06-28",28.57
"124","2007-06-29",28.58
"125","2007-07-02",28.49
"126","2007-07-03",28.379999
"127","2007-07-05",28.379999
"128","2007-07-06",28.58
"129","2007-07-09",28.57
"130","2007-07-10",28.200001
"131","2007-07-11",27.809999
"132","2007-07-12",28.190001
"133","2007-07-13",28.58
"134","2007-07-16",28.23
"135","2007-07-17",28.18
"136","2007-07-18",27.91
"137","2007-07-19",27.940001
"138","2007-07-20",27.34
"139","2007-07-23",26.77
"140","2007-07-24",26.629999
"141","2007-07-25",26.15
"142","2007-07-26",25.629999
"143","2007-07-27",24.969999
"144","2007-07-30",24.940001
"145","2007-07-31",24.120001
"146","2007-08-01",24.030001
"147","2007-08-02",24.370001
"148","2007-08-03",23.76
"149","2007-08-06",24.4
"150","2007-08-07",24.24
"151","2007-08-08",24.82
"152","2007-08-09",24.360001
"153","2007-08-10",23.84
"154","2007-08-13",24.129999
"155","2007-08-14",23.469999
"156","2007-08-15",23.35
"157","2007-08-16",23.889999
"158","2007-08-17",24.76
"159","2007-08-20",25.360001
"160","2007-08-21",25.639999
"161","2007-08-22",25.74
"162","2007-08-23",25.65
"163","2007-08-24",25.82
"164","2007-08-27",25.17
"165","2007-08-28",24.59
"166","2007-08-29",25.33
"167","2007-08-30",25.469999
"168","2007-08-31",25.780001
"169","2007-09-04",25.85
"170","2007-09-05",25.030001
"171","2007-09-06",25.030001
"172","2007-09-07",24.799999
"173","2007-09-10",24.559999
"174","2007-09-11",24.629999
"175","2007-09-12",24.610001
"176","2007-09-13",25.280001
"177","2007-09-14",25.629999
"178","2007-09-17",25.389999
"179","2007-09-18",26.23
"180","2007-09-19",26.389999
"181","2007-09-20",25.65
"182","2007-09-21",25.120001
"183","2007-09-24",25.32
"184","2007-09-25",25.18
"185","2007-09-26",25.290001
"186","2007-09-27",25.549999
"187","2007-09-28",25.309999
"188","2007-10-01",25.6
"189","2007-10-02",25.49
"190","2007-10-03",24.99
"191","2007-10-04",25.200001
"192","2007-10-05",26.16
"193","2007-10-08",26.26
"194","2007-10-09",26.280001
"195","2007-10-10",26.73
"196","2007-10-11",26.860001
"197","2007-10-12",26.459999
"198","2007-10-15",25.940001
"199","2007-10-16",25.76
"200","2007-10-17",25.620001
"201","2007-10-18",25.299999
"202","2007-10-19",24.5
"203","2007-10-22",24.959999
"204","2007-10-23",24.93
"205","2007-10-24",24.889999
"206","2007-10-25",25
"207","2007-10-26",25.139999
"208","2007-10-29",24.82
"209","2007-10-30",25.24
"210","2007-10-31",25.870001
"211","2007-11-01",24.66
"212","2007-11-02",23.950001
"213","2007-11-05",23.379999
"214","2007-11-06",23
"215","2007-11-07",22.139999
"216","2007-11-08",22.01
"217","2007-11-09",21.799999
"218","2007-11-12",21.66
"219","2007-11-13",22.290001
"220","2007-11-14",22.129999
"221","2007-11-15",22.07
"222","2007-11-16",21.389999
"223","2007-11-19",20.59
"224","2007-11-20",20.51
"225","2007-11-21",20.35
"226","2007-11-23",20.719999
"227","2007-11-26",19.969999
"228","2007-11-27",20.200001
"229","2007-11-28",20.85
"230","2007-11-29",20.74
"231","2007-11-30",20.5
"232","2007-12-03",20.290001
"233","2007-12-04",19.719999
"234","2007-12-05",20.059999
"235","2007-12-06",20.700001
"236","2007-12-07",20.540001
"237","2007-12-10",20.76
"238","2007-12-11",20.209999
"239","2007-12-12",19.77
"240","2007-12-13",19.280001
"241","2007-12-14",18.59
"242","2007-12-17",18.370001
"243","2007-12-18",18
"244","2007-12-19",18.26
"245","2007-12-20",18.07
"246","2007-12-21",18.18
"247","2007-12-24",18.809999
"248","2007-12-26",18.59
"249","2007-12-27",18.120001
"250","2007-12-28",17.780001
"251","2007-12-31",17.93
"252","2008-01-02",17.379999
"253","2008-01-03",16.82
"254","2008-01-04",16.389999
"255","2008-01-07",16.73
"256","2008-01-08",16.09
"257","2008-01-09",16.299999
"258","2008-01-10",16.51
"259","2008-01-11",16.49
"260","2008-01-14",16.73
"261","2008-01-15",16.459999
"262","2008-01-16",16.76
"263","2008-01-17",16.1
"264","2008-01-18",15.7
"265","2008-01-22",15.92
"266","2008-01-23",17.41
"267","2008-01-24",17.530001
"268","2008-01-25",17.74
"269","2008-01-28",18.51
"270","2008-01-29",18.639999
"271","2008-01-30",18.559999
"272","2008-01-31",18.82
"273","2008-02-01",19.389999
"274","2008-02-04",19.15
"275","2008-02-05",18.84
"276","2008-02-06",18.370001
"277","2008-02-07",18.940001
"278","2008-02-08",18.450001
"279","2008-02-11",17.870001
"280","2008-02-12",17.9
"281","2008-02-13",17.65
"282","2008-02-14",17
"283","2008-02-15",16.959999
"284","2008-02-19",16.73
"285","2008-02-20",16.530001
"286","2008-02-21",16.66
"287","2008-02-22",16.709999
"288","2008-02-25",16.98
"289","2008-02-26",17
"290","2008-02-27",17.1
"291","2008-02-28",16.73
"292","2008-02-29",16.74
"293","2008-03-03",16.950001
"294","2008-03-04",16.969999
"295","2008-03-05",17.15
"296","2008-03-06",16.08
"297","2008-03-07",16.26
"298","2008-03-10",15.94
"299","2008-03-11",17.139999
"300","2008-03-12",16.790001
"301","2008-03-13",17.129999
"302","2008-03-14",16.85
"303","2008-03-17",16.790001
"304","2008-03-18",17.129999
"305","2008-03-19",16.84
"306","2008-03-20",17.32
"307","2008-03-24",17.549999
"308","2008-03-25",17.65
"309","2008-03-26",17.290001
"310","2008-03-27",16.83
"311","2008-03-28",16.629999
"312","2008-03-31",16.959999
"313","2008-04-01",17.57
"314","2008-04-02",17.09
"315","2008-04-03",17.75
"316","2008-04-04",17.84
"317","2008-04-07",17.959999
"318","2008-04-08",17.610001
"319","2008-04-09",17
"320","2008-04-10",17.059999
"321","2008-04-11",16.940001
"322","2008-04-14",16.91
"323","2008-04-15",17.059999
"324","2008-04-16",17.73
"325","2008-04-17",17.799999
"326","2008-04-18",17.629999
"327","2008-04-21",17.26
"328","2008-04-22",17.309999
"329","2008-04-23",17.26
"330","2008-04-24",17.379999
"331","2008-04-25",17.68
"332","2008-04-28",17.73
"333","2008-04-29",17.52
"334","2008-04-30",17.450001
"335","2008-05-01",18.16
"336","2008-05-02",18.66
"337","2008-05-05",18.860001
"338","2008-05-06",19.08
"339","2008-05-07",18.540001
"340","2008-05-08",18.450001
"341","2008-05-09",18.200001
"342","2008-05-12",18.799999
"343","2008-05-13",18.76
"344","2008-05-14",18.9
"345","2008-05-15",19
"346","2008-05-16",18.82
"347","2008-05-19",19.24
"348","2008-05-20",19.110001
"349","2008-05-21",18.59
"350","2008-05-22",18.610001
"351","2008-05-23",18.690001
"352","2008-05-27",18.959999
"353","2008-05-28",18.719999
"354","2008-05-29",18.9
"355","2008-05-30",18.77
"356","2008-06-02",18.5
"357","2008-06-03",18.889999
"358","2008-06-04",19.41
"359","2008-06-05",19.860001
"360","2008-06-06",19
"361","2008-06-09",18.440001
"362","2008-06-10",18.26
"363","2008-06-11",18.030001
"364","2008-06-12",18.120001
"365","2008-06-13",18.059999
"366","2008-06-16",18.16
"367","2008-06-17",17.33
"368","2008-06-18",17.01
"369","2008-06-19",17.33
"370","2008-06-20",16.959999
"371","2008-06-23",16.52
"372","2008-06-24",16.41
"373","2008-06-25",16.530001
"374","2008-06-26",15.93
"375","2008-06-27",15.9
"376","2008-06-30",15.76
"377","2008-07-01",15.61
"378","2008-07-02",15.53
"379","2008-07-03",15.09
"380","2008-07-07",14.58
"381","2008-07-08",15.38
"382","2008-07-09",14.08
"383","2008-07-10",14.59
"384","2008-07-11",14.5
"385","2008-07-14",13.67
"386","2008-07-15",13.48
"387","2008-07-16",14.21
"388","2008-07-17",14.47
"389","2008-07-18",14.15
"390","2008-07-21",14.43
"391","2008-07-22",15.37
"392","2008-07-23",16.25
"393","2008-07-24",15.35
"394","2008-07-25",15.73
"395","2008-07-28",15.22
"396","2008-07-29",16.01
"397","2008-07-30",15.87
"398","2008-07-31",16.049999
"399","2008-08-01",16.34
"400","2008-08-04",16.1
"401","2008-08-05",16.82
