"","date","MOBL"
"265","2015-06-30",5.91
"266","2015-07-01",5.81
"267","2015-07-02",5.59
"268","2015-07-06",5.7
"269","2015-07-07",5.41
"270","2015-07-08",5.53
"271","2015-07-09",5.46
"272","2015-07-10",5.73
"273","2015-07-13",5.75
"274","2015-07-14",5.86
"275","2015-07-15",5.91
"276","2015-07-16",6
"277","2015-07-17",5.77
"278","2015-07-20",5.69
"279","2015-07-21",5.82
"280","2015-07-22",5.65
"281","2015-07-23",5.67
"282","2015-07-24",5.47
"283","2015-07-27",5.49
"284","2015-07-28",5.43
"285","2015-07-29",5.38
"286","2015-07-30",5.06
"287","2015-07-31",5.72
"288","2015-08-03",5.32
"289","2015-08-04",5.16
"290","2015-08-05",5.54
"291","2015-08-06",5.21
"292","2015-08-07",4.98
"293","2015-08-10",4.95
"294","2015-08-11",4.79
"295","2015-08-12",4.77
"296","2015-08-13",4.62
"297","2015-08-14",4.69
"298","2015-08-17",4.51
"299","2015-08-18",4.52
"300","2015-08-19",4.27
"301","2015-08-20",4.06
"302","2015-08-21",4.11
"303","2015-08-24",3.95
"304","2015-08-25",3.88
"305","2015-08-26",3.92
"306","2015-08-27",4.04
"307","2015-08-28",4.06
"308","2015-08-31",4.11
"309","2015-09-01",3.8
"310","2015-09-02",3.875
"311","2015-09-03",3.86
"312","2015-09-04",4
"313","2015-09-08",3.79
"314","2015-09-09",3.59
"315","2015-09-10",3.65
"316","2015-09-11",3.74
"317","2015-09-14",3.69
"318","2015-09-15",3.69
"319","2015-09-16",3.81
"320","2015-09-17",3.71
"321","2015-09-18",3.72
"322","2015-09-21",3.57
"323","2015-09-22",3.45
"324","2015-09-23",3.39
"325","2015-09-24",3.39
"326","2015-09-25",3.19
"327","2015-09-28",3.18
"328","2015-09-29",2.83
"329","2015-09-30",3.1
"330","2015-10-01",3.05
"331","2015-10-02",3.21
"332","2015-10-05",3.48
"333","2015-10-06",3.51
"334","2015-10-07",3.77
"335","2015-10-08",3.79
"336","2015-10-09",3.83
"337","2015-10-12",3.72
"338","2015-10-13",3.7
"339","2015-10-14",3.72
"340","2015-10-15",3.86
"341","2015-10-16",3.87
"342","2015-10-19",3.99
"343","2015-10-20",3.89
"344","2015-10-21",3.85
"345","2015-10-22",3.92
"346","2015-10-23",3.96
"347","2015-10-26",3.77
"348","2015-10-27",3.75
"349","2015-10-28",3.97
"350","2015-10-29",3.95
"351","2015-10-30",3.86
"352","2015-11-02",4.12
"353","2015-11-03",4.15
"354","2015-11-04",4.19
"355","2015-11-05",4.1
"356","2015-11-06",4.49
"357","2015-11-09",4.39
"358","2015-11-10",4.24
"359","2015-11-11",4.13
"360","2015-11-12",4.01
"361","2015-11-13",3.92
"362","2015-11-16",4.03
"363","2015-11-17",3.92
"364","2015-11-18",4.09
"365","2015-11-19",4.16
"366","2015-11-20",4.09
"367","2015-11-23",4.04
"368","2015-11-24",4.29
"369","2015-11-25",4.28
"370","2015-11-27",4.2
"371","2015-11-30",4.34
"372","2015-12-01",4.22
"373","2015-12-02",4.14
"374","2015-12-03",4.12
"375","2015-12-04",4.12
"376","2015-12-07",4
"377","2015-12-08",4.05
"378","2015-12-09",3.99
"379","2015-12-10",3.97
"380","2015-12-11",3.8
"381","2015-12-14",3.7
"382","2015-12-15",3.84
"383","2015-12-16",3.91
"384","2015-12-17",3.85
"385","2015-12-18",3.92
"386","2015-12-21",3.89
"387","2015-12-22",3.92
"388","2015-12-23",3.9
"389","2015-12-24",3.9
"390","2015-12-28",3.75
"391","2015-12-29",3.62
"392","2015-12-30",3.6
"393","2015-12-31",3.61
"394","2016-01-04",3.68
"395","2016-01-05",3.66
"396","2016-01-06",3.79
"397","2016-01-07",3.83
"398","2016-01-08",3.77
"399","2016-01-11",3.8
"400","2016-01-12",3.85
"401","2016-01-13",3.67
"402","2016-01-14",3.87
"403","2016-01-15",3.72
"404","2016-01-19",3.64
"405","2016-01-20",3.61
"406","2016-01-21",3.68
"407","2016-01-22",3.68
"408","2016-01-25",3.57
"409","2016-01-26",3.56
"410","2016-01-27",3.5
"411","2016-01-28",3.48
"412","2016-01-29",3.69
"413","2016-02-01",3.64
"414","2016-02-02",3.5
"415","2016-02-03",3.3
"416","2016-02-04",3.5
"417","2016-02-05",3.6
"418","2016-02-08",3.6
"419","2016-02-09",3.39
"420","2016-02-10",3.09
"421","2016-02-11",3.12
"422","2016-02-12",3.19
"423","2016-02-16",3.15
"424","2016-02-17",3.3
"425","2016-02-18",3.31
"426","2016-02-19",3.4
"427","2016-02-22",3.41
"428","2016-02-23",3.29
"429","2016-02-24",3.31
"430","2016-02-25",3.34
"431","2016-02-26",3.33
"432","2016-02-29",3.37
"433","2016-03-01",3.61
"434","2016-03-02",3.94
"435","2016-03-03",3.93
"436","2016-03-04",3.98
"437","2016-03-07",4.04
"438","2016-03-08",4.07
"439","2016-03-09",4.01
"440","2016-03-10",4.06
"441","2016-03-11",4.09
"442","2016-03-14",4.14
"443","2016-03-15",3.98
"444","2016-03-16",4.09
"445","2016-03-17",4.14
"446","2016-03-18",4.26
"447","2016-03-21",4.25
"448","2016-03-22",4.23
"449","2016-03-23",4.07
"450","2016-03-24",4.21
"451","2016-03-28",4.23
"452","2016-03-29",4.35
"453","2016-03-30",4.38
"454","2016-03-31",4.52
"455","2016-04-01",4.5
"456","2016-04-04",4.5
"457","2016-04-05",4.43
"458","2016-04-06",4.6
"459","2016-04-07",4.59
"460","2016-04-08",4.52
"461","2016-04-11",4.54
"462","2016-04-12",4.56
"463","2016-04-13",4.61
"464","2016-04-14",4.57
"465","2016-04-15",4.59
"466","2016-04-18",4.62
"467","2016-04-19",4.55
"468","2016-04-20",4.57
"469","2016-04-21",4.55
"470","2016-04-22",4.54
"471","2016-04-25",4.48
"472","2016-04-26",4.44
"473","2016-04-27",4.35
"474","2016-04-28",4.26
"475","2016-04-29",3.83
"476","2016-05-02",3.74
"477","2016-05-03",3.4
"478","2016-05-04",3.25
"479","2016-05-05",3.12
"480","2016-05-06",3.18
"481","2016-05-09",3.16
"482","2016-05-10",3.19
"483","2016-05-11",3.12
"484","2016-05-12",3.08
"485","2016-05-13",3.05
"486","2016-05-16",3.1
"487","2016-05-17",2.99
"488","2016-05-18",3.06
"489","2016-05-19",2.98
"490","2016-05-20",2.98
"491","2016-05-23",2.83
"492","2016-05-24",2.96
"493","2016-05-25",2.96
"494","2016-05-26",2.94
"495","2016-05-27",2.96
"496","2016-05-31",3.3
"497","2016-06-01",3.3
"498","2016-06-02",3.29
"499","2016-06-03",3.42
"500","2016-06-06",3.4
"501","2016-06-07",3.29
"502","2016-06-08",3.3
"503","2016-06-09",3.19
"504","2016-06-10",3.05
"505","2016-06-13",3.28
"506","2016-06-14",3.21
"507","2016-06-15",3.23
"508","2016-06-16",3.24
"509","2016-06-17",3.16
"510","2016-06-20",3.22
"511","2016-06-21",3.16
"512","2016-06-22",3.04
"513","2016-06-23",3.24
"514","2016-06-24",3.09
"515","2016-06-27",2.89
"516","2016-06-28",3.01
"517","2016-06-29",3.04
"518","2016-06-30",3.05
"519","2016-07-01",3.09
"520","2016-07-05",3.04
"521","2016-07-06",3.16
"522","2016-07-07",3.13
"523","2016-07-08",3.3
"524","2016-07-11",3.28
"525","2016-07-12",3.31
"526","2016-07-13",3.24
"527","2016-07-14",3.3
"528","2016-07-15",3.26
"529","2016-07-18",3.24
"530","2016-07-19",3.41
"531","2016-07-20",3.35
"532","2016-07-21",3.18
"533","2016-07-22",3.3
"534","2016-07-25",3.24
"535","2016-07-26",3.21
"536","2016-07-27",3.23
"537","2016-07-28",3.19
"538","2016-07-29",3.41
"539","2016-08-01",3.4
"540","2016-08-02",3.4
"541","2016-08-03",3.45
"542","2016-08-04",3.45
"543","2016-08-05",3.51
"544","2016-08-08",3.62
"545","2016-08-09",3.45
"546","2016-08-10",3.38
"547","2016-08-11",3.34
"548","2016-08-12",3.34
"549","2016-08-15",3.26
"550","2016-08-16",3.13
"551","2016-08-17",3.12
"552","2016-08-18",3.08
"553","2016-08-19",3.08
"554","2016-08-22",3.07
"555","2016-08-23",3
"556","2016-08-24",3.02
"557","2016-08-25",3.02
"558","2016-08-26",3.04
"559","2016-08-29",3.05
"560","2016-08-30",3.12
"561","2016-08-31",3.01
"562","2016-09-01",3.01
"563","2016-09-02",2.99
"564","2016-09-06",3.02
"565","2016-09-07",3
"566","2016-09-08",2.96
"567","2016-09-09",2.9
"568","2016-09-12",2.95
"569","2016-09-13",2.83
"570","2016-09-14",2.73
"571","2016-09-15",2.72
"572","2016-09-16",2.7
"573","2016-09-19",2.63
"574","2016-09-20",2.6
"575","2016-09-21",2.575
"576","2016-09-22",2.65
"577","2016-09-23",2.74
"578","2016-09-26",2.69
"579","2016-09-27",2.73
"580","2016-09-28",2.7
"581","2016-09-29",2.72
"582","2016-09-30",2.75
"583","2016-10-03",2.71
"584","2016-10-04",2.68
"585","2016-10-05",2.76
"586","2016-10-06",2.72
"587","2016-10-07",2.69
"588","2016-10-10",3.57
"589","2016-10-11",3.7
"590","2016-10-12",3.57
"591","2016-10-13",3.69
"592","2016-10-14",3.63
"593","2016-10-17",3.71
"594","2016-10-18",3.6
"595","2016-10-19",3.85
"596","2016-10-20",3.9
"597","2016-10-21",3.89
"598","2016-10-24",3.8
"599","2016-10-25",3.7
"600","2016-10-26",3.7
"601","2016-10-27",3.8
"602","2016-10-28",3.55
"603","2016-10-31",3.65
"604","2016-11-01",3.55
"605","2016-11-02",3.6
"606","2016-11-03",3.5
"607","2016-11-04",3.6
"608","2016-11-07",3.7
"609","2016-11-08",3.8
"610","2016-11-09",3.65
"611","2016-11-10",3.8
"612","2016-11-11",3.95
"613","2016-11-14",4.1
"614","2016-11-15",4.1
"615","2016-11-16",4.1
"616","2016-11-17",4.3
"617","2016-11-18",4.4
"618","2016-11-21",4.3
"619","2016-11-22",4.35
"620","2016-11-23",4.3
"621","2016-11-25",4.25
"622","2016-11-28",4.1
"623","2016-11-29",4.15
"624","2016-11-30",4.15
"625","2016-12-01",4.05
"626","2016-12-02",3.75
"627","2016-12-05",3.8
"628","2016-12-06",3.75
"629","2016-12-07",3.75
"630","2016-12-08",4.2
"631","2016-12-09",4.25
"632","2016-12-12",4.15
"633","2016-12-13",4.15
"634","2016-12-14",4.15
"635","2016-12-15",4.05
"636","2016-12-16",4.05
"637","2016-12-19",4.25
"638","2016-12-20",4.1
"639","2016-12-21",4.05
"640","2016-12-22",4
"641","2016-12-23",4
"642","2016-12-27",3.95
"643","2016-12-28",3.75
"644","2016-12-29",3.8
"645","2016-12-30",3.75
"646","2017-01-03",3.95
"647","2017-01-04",4.1
"648","2017-01-05",4.075
"649","2017-01-06",4
"650","2017-01-09",4
"651","2017-01-10",4.25
"652","2017-01-11",4.1
"653","2017-01-12",4.1
"654","2017-01-13",4.3
"655","2017-01-17",4.2
"656","2017-01-18",4.2
"657","2017-01-19",4.15
"658","2017-01-20",4.3
"659","2017-01-23",4.25
"660","2017-01-24",4.45
"661","2017-01-25",4.4
"662","2017-01-26",4.3
"663","2017-01-27",4.35
"664","2017-01-30",4.3
"665","2017-01-31",4.35
"666","2017-02-01",4.35
"667","2017-02-02",4.4
"668","2017-02-03",4.55
"669","2017-02-06",4.4
"670","2017-02-07",4.3
"671","2017-02-08",4.7
"672","2017-02-09",4.9
"673","2017-02-10",4.9
"674","2017-02-13",4.85
"675","2017-02-14",4.85
"676","2017-02-15",4.85
"677","2017-02-16",4.75
"678","2017-02-17",4.75
"679","2017-02-21",4.9
"680","2017-02-22",4.85
"681","2017-02-23",4.75
"682","2017-02-24",4.65
"683","2017-02-27",4.75
"684","2017-02-28",4.8
"685","2017-03-01",4.7
"686","2017-03-02",4.65
"687","2017-03-03",4.5
"688","2017-03-06",4.4
"689","2017-03-07",4.3
"690","2017-03-08",4.35
"691","2017-03-09",4.1
"692","2017-03-10",4.2
"693","2017-03-13",4.2
"694","2017-03-14",4.1
"695","2017-03-15",4.3
"696","2017-03-16",4.55
"697","2017-03-17",4.6
"698","2017-03-20",4.7
"699","2017-03-21",4.55
"700","2017-03-22",4.3
"701","2017-03-23",4.4
"702","2017-03-24",4.4
"703","2017-03-27",4.4
"704","2017-03-28",4.3
"705","2017-03-29",4.45
"706","2017-03-30",4.3
"707","2017-03-31",4.35
"708","2017-04-03",4.35
"709","2017-04-04",4.45
"710","2017-04-05",4.35
"711","2017-04-06",4.5
"712","2017-04-07",4.4
"713","2017-04-10",4.35
"714","2017-04-11",4.3
"715","2017-04-12",4.25
"716","2017-04-13",4.35
"717","2017-04-17",4.35
"718","2017-04-18",4.4
"719","2017-04-19",4.35
"720","2017-04-20",4.4
"721","2017-04-21",4.375
"722","2017-04-24",4.5
"723","2017-04-25",4.5
"724","2017-04-26",4.5
"725","2017-04-27",4.45
"726","2017-04-28",4.55
"727","2017-05-01",4.8
"728","2017-05-02",4.7
"729","2017-05-03",4.6
"730","2017-05-04",4.65
"731","2017-05-05",4.75
"732","2017-05-08",4.85
"733","2017-05-09",5.15
"734","2017-05-10",5.3
"735","2017-05-11",5.4
"736","2017-05-12",5.4
"737","2017-05-15",5.5
"738","2017-05-16",5.4
"739","2017-05-17",5.25
"740","2017-05-18",5.25
"741","2017-05-19",5.35
"742","2017-05-22",5.35
"743","2017-05-23",5.3
"744","2017-05-24",5.2
"745","2017-05-25",5.2
"746","2017-05-26",5.3
"747","2017-05-30",5.25
"748","2017-05-31",5.4
"749","2017-06-01",5.45
"750","2017-06-02",5.45
"751","2017-06-05",5.5
"752","2017-06-06",5.6
"753","2017-06-07",5.55
"754","2017-06-08",5.6
"755","2017-06-09",5.3
"756","2017-06-12",5.95
"757","2017-06-13",6.25
"758","2017-06-14",6.3
"759","2017-06-15",6.35
"760","2017-06-16",6.2
"761","2017-06-19",6.4
"762","2017-06-20",6.35
"763","2017-06-21",6.4
"764","2017-06-22",6.55
"765","2017-06-23",6.6
"766","2017-06-26",6.3
"767","2017-06-27",6.15
"768","2017-06-28",6.15
"769","2017-06-29",6
"770","2017-06-30",6.05
"771","2017-07-03",5.85
"772","2017-07-05",5.95
"773","2017-07-06",5.75
"774","2017-07-07",5.9
"775","2017-07-10",5.95
"776","2017-07-11",6
"777","2017-07-12",6
"778","2017-07-13",6.05
"779","2017-07-14",6.05
"780","2017-07-17",6.05
"781","2017-07-18",6.1
"782","2017-07-19",6.25
"783","2017-07-20",6.25
"784","2017-07-21",6.25
"785","2017-07-24",5.95
"786","2017-07-25",5.65
"787","2017-07-26",5.5
"788","2017-07-27",5.55
"789","2017-07-28",4.45
"790","2017-07-31",4.525
"791","2017-08-01",4.55
"792","2017-08-02",4.55
"793","2017-08-03",4.35
"794","2017-08-04",4.4
"795","2017-08-07",4.325
"796","2017-08-08",4.1
"797","2017-08-09",4.05
"798","2017-08-10",3.9
"799","2017-08-11",3.95
"800","2017-08-14",3.9
"801","2017-08-15",3.9
"802","2017-08-16",3.95
"803","2017-08-17",3.9
"804","2017-08-18",3.9
"805","2017-08-21",3.85
"806","2017-08-22",3.85
"807","2017-08-23",3.9
"808","2017-08-24",3.9
"809","2017-08-25",3.8
"810","2017-08-28",3.75
"811","2017-08-29",3.85
"812","2017-08-30",3.8
"813","2017-08-31",3.8
"814","2017-09-01",3.9
"815","2017-09-05",3.8
"816","2017-09-06",3.9
"817","2017-09-07",3.725
"818","2017-09-08",3.9
"819","2017-09-11",4
"820","2017-09-12",3.85
"821","2017-09-13",3.95
"822","2017-09-14",3.95
"823","2017-09-15",3.65
"824","2017-09-18",3.7
"825","2017-09-19",3.6
"826","2017-09-20",3.6
"827","2017-09-21",3.525
"828","2017-09-22",3.5
"829","2017-09-25",3.5
"830","2017-09-26",3.5
"831","2017-09-27",3.6
"832","2017-09-28",3.55
"833","2017-09-29",3.7
"834","2017-10-02",3.8
"835","2017-10-03",3.85
"836","2017-10-04",3.75
"837","2017-10-05",4.1
"838","2017-10-06",4.1
"839","2017-10-09",3.9
"840","2017-10-10",3.95
"841","2017-10-11",3.95
"842","2017-10-12",3.95
"843","2017-10-13",3.85
"844","2017-10-16",3.9
"845","2017-10-17",3.8
"846","2017-10-18",3.55
"847","2017-10-19",3.45
"848","2017-10-20",3.75
"849","2017-10-23",3.65
"850","2017-10-24",3.6
"851","2017-10-25",3.5
"852","2017-10-26",3.5
"853","2017-10-27",3.55
"854","2017-10-30",3.65
"855","2017-10-31",3.85
"856","2017-11-01",3.85
"857","2017-11-02",3.975
"858","2017-11-03",4.05
"859","2017-11-06",4
"860","2017-11-07",3.9
"861","2017-11-08",3.95
"862","2017-11-09",3.85
"863","2017-11-10",3.95
"864","2017-11-13",3.9
"865","2017-11-14",3.85
"866","2017-11-15",3.85
"867","2017-11-16",3.9
"868","2017-11-17",3.85
"869","2017-11-20",3.95
"870","2017-11-21",3.875
"871","2017-11-22",3.85
"872","2017-11-24",3.95
"873","2017-11-27",3.85
"874","2017-11-28",3.9
"875","2017-11-29",3.9
"876","2017-11-30",3.9
"877","2017-12-01",3.95
"878","2017-12-04",3.85
"879","2017-12-05",3.95
"880","2017-12-06",3.9
"881","2017-12-07",3.85
"882","2017-12-08",3.9
"883","2017-12-11",3.9
"884","2017-12-12",3.95
"885","2017-12-13",3.9
"886","2017-12-14",3.85
"887","2017-12-15",3.85
"888","2017-12-18",3.875
"889","2017-12-19",3.85
"890","2017-12-20",3.95
"891","2017-12-21",4.05
"892","2017-12-22",4
"893","2017-12-26",3.95
"894","2017-12-27",3.95
"895","2017-12-28",3.95
"896","2017-12-29",3.9
"897","2018-01-02",4
"898","2018-01-03",3.9
"899","2018-01-04",3.95
"900","2018-01-05",3.975
"901","2018-01-08",3.95
"902","2018-01-09",3.95
"903","2018-01-10",3.95
"904","2018-01-11",4.15
"905","2018-01-12",4.2
"906","2018-01-16",4.2
"907","2018-01-17",4.15
"908","2018-01-18",4.125
"909","2018-01-19",4.1
"910","2018-01-22",4.05
"911","2018-01-23",4.025
"912","2018-01-24",4
"913","2018-01-25",4.05
"914","2018-01-26",4.2
"915","2018-01-29",4.05
"916","2018-01-30",4.325
"917","2018-01-31",4.5
"918","2018-02-01",4.5
"919","2018-02-02",4.4
"920","2018-02-05",4.2
"921","2018-02-06",4.05
"922","2018-02-07",4.05
"923","2018-02-08",4
"924","2018-02-09",4.8
"925","2018-02-12",4.8
"926","2018-02-13",4.75
"927","2018-02-14",5.05
"928","2018-02-15",5.2
"929","2018-02-16",5.1
"930","2018-02-20",5.025
"931","2018-02-21",5
"932","2018-02-22",4.875
"933","2018-02-23",4.85
"934","2018-02-26",4.95
"935","2018-02-27",4.85
"936","2018-02-28",4.8
"937","2018-03-01",4.8
"938","2018-03-02",4.85
"939","2018-03-05",4.9
"940","2018-03-06",4.9
"941","2018-03-07",4.75
"942","2018-03-08",4.775
"943","2018-03-09",4.85
"944","2018-03-12",4.825
"945","2018-03-13",4.75
"946","2018-03-14",4.7
"947","2018-03-15",4.75
"948","2018-03-16",4.75
"949","2018-03-19",4.7
"950","2018-03-20",4.8
"951","2018-03-21",5.1
"952","2018-03-22",5.15
"953","2018-03-23",5.1
"954","2018-03-26",5.2
"955","2018-03-27",4.85
"956","2018-03-28",4.9
"957","2018-03-29",4.95
"958","2018-04-02",4.85
"959","2018-04-03",4.85
"960","2018-04-04",5
"961","2018-04-05",4.875
"962","2018-04-06",4.85
"963","2018-04-09",4.9
"964","2018-04-10",4.85
"965","2018-04-11",4.95
"966","2018-04-12",4.9
"967","2018-04-13",4.95
"968","2018-04-16",4.9
"969","2018-04-17",4.95
"970","2018-04-18",5
"971","2018-04-19",4.825
"972","2018-04-20",4.8
"973","2018-04-23",4.8
"974","2018-04-24",4.75
"975","2018-04-25",4.9
"976","2018-04-26",4.95
"977","2018-04-27",4.6
"978","2018-04-30",4.65
"979","2018-05-01",4.55
"980","2018-05-02",4.6
"981","2018-05-03",4.55
"982","2018-05-04",4.475
"983","2018-05-07",4.45
"984","2018-05-08",4.4
"985","2018-05-09",4.325
"986","2018-05-10",4.35
"987","2018-05-11",4.3
"988","2018-05-14",4.175
"989","2018-05-15",4.2
"990","2018-05-16",4.25
"991","2018-05-17",4.15
"992","2018-05-18",4.15
"993","2018-05-21",4.2
"994","2018-05-22",4.1
"995","2018-05-23",4.25
"996","2018-05-24",4.25
"997","2018-05-25",4.3
"998","2018-05-29",4.25
"999","2018-05-30",4.3
"1000","2018-05-31",4.3
"1001","2018-06-01",4.25
"1002","2018-06-04",4.3
