"","date","BCS"
"1","2007-01-03",54.774193
"2","2007-01-04",54.847927
"3","2007-01-05",53.686634
"4","2007-01-08",54.331799
"5","2007-01-09",55.13364
"6","2007-01-10",54.331799
"7","2007-01-11",54.940094
"8","2007-01-12",55.290321
"9","2007-01-16",55.05069
"10","2007-01-17",54.774193
"11","2007-01-18",54.506912
"12","2007-01-19",54.746544
"13","2007-01-22",54.506912
"14","2007-01-23",54.884792
"15","2007-01-24",55.493088
"16","2007-01-25",54.86636
"17","2007-01-26",54.479263
"18","2007-01-29",54.57143
"19","2007-01-30",54.976959
"20","2007-01-31",54.368664
"21","2007-02-01",55.124424
"22","2007-02-02",55.419353
"23","2007-02-05",54.847927
"24","2007-02-06",55.80645
"25","2007-02-07",55.824886
"26","2007-02-08",55.658985
"27","2007-02-09",55.594471
"28","2007-02-12",55.42857
"29","2007-02-13",56.18433
"30","2007-02-14",56.921658
"31","2007-02-15",56.774193
"32","2007-02-16",56.608295
"33","2007-02-20",57.105991
"34","2007-02-21",56.838711
"35","2007-02-22",56.995392
"36","2007-02-23",57.566822
"37","2007-02-26",57.32719
"38","2007-02-27",54.516129
"39","2007-02-28",53.972351
"40","2007-03-01",52.894009
"41","2007-03-02",51.419353
"42","2007-03-05",50.414745
"43","2007-03-06",52.626728
"44","2007-03-07",51.447006
"45","2007-03-08",52.156681
"46","2007-03-09",52.626728
"47","2007-03-12",52.276497
"48","2007-03-13",50.027649
"49","2007-03-14",49.520737
"50","2007-03-15",49.594471
"51","2007-03-16",49.308754
"52","2007-03-19",49.170506
"53","2007-03-20",50.875576
"54","2007-03-21",52.903225
"55","2007-03-22",53.465439
"56","2007-03-23",54.774193
"57","2007-03-26",54.230415
"58","2007-03-27",52.894009
"59","2007-03-28",52.221199
"60","2007-03-29",52.746544
"61","2007-03-30",52.479263
"62","2007-04-02",53.069126
"63","2007-04-03",53.382488
"64","2007-04-04",53.299538
"65","2007-04-05",53.62212
"66","2007-04-09",53.364056
"67","2007-04-10",53.778801
"68","2007-04-11",53.345623
"69","2007-04-12",54.009216
"70","2007-04-13",55.290321
"71","2007-04-16",55.640553
"72","2007-04-17",55.520737
"73","2007-04-18",55.207375
"74","2007-04-19",54.516129
"75","2007-04-20",55.299538
"76","2007-04-23",53.70507
"77","2007-04-24",52.396313
"78","2007-04-25",53.990784
"79","2007-04-26",52.700462
"80","2007-04-27",53.603687
"81","2007-04-30",53.493088
"82","2007-05-01",53.105991
"83","2007-05-02",53.152073
"84","2007-05-03",54.497696
"85","2007-05-04",53.861752
"86","2007-05-07",53.898617
"87","2007-05-08",53.410137
"88","2007-05-09",53.142857
"89","2007-05-10",51.566822
"90","2007-05-11",52.57143
"91","2007-05-14",52.350231
"92","2007-05-15",52.267281
"93","2007-05-16",52.230415
"94","2007-05-17",52.1106
"95","2007-05-18",53.317974
"96","2007-05-21",52.599079
"97","2007-05-22",52.239632
"98","2007-05-23",52.580647
"99","2007-05-24",52.055298
"100","2007-05-25",52.857143
"101","2007-05-29",53.382488
"102","2007-05-30",53.078342
"103","2007-05-31",52.746544
"104","2007-06-01",53.271889
"105","2007-06-04",54
"106","2007-06-05",54.101383
"107","2007-06-06",53.714287
"108","2007-06-07",52.387096
"109","2007-06-08",52.820278
"110","2007-06-11",53.419353
"111","2007-06-12",53.078342
"112","2007-06-13",53.778801
"113","2007-06-14",53.907833
"114","2007-06-15",54.48848
"115","2007-06-18",54.580647
"116","2007-06-19",54.847927
"117","2007-06-20",54.119816
"118","2007-06-21",53.640553
"119","2007-06-22",52.57143
"120","2007-06-25",52.350231
"121","2007-06-26",52.147465
"122","2007-06-27",52.082951
"123","2007-06-28",51.493088
"124","2007-06-29",51.419353
"125","2007-07-02",51.953918
"126","2007-07-03",51.898617
"127","2007-07-05",52.875576
"128","2007-07-06",53.271889
"129","2007-07-09",53.566822
"130","2007-07-10",52.709679
"131","2007-07-11",53.078342
"132","2007-07-12",54.331799
"133","2007-07-13",54.608295
"134","2007-07-16",54.599079
"135","2007-07-17",55.059906
"136","2007-07-18",55.391705
"137","2007-07-19",54.903225
"138","2007-07-20",54.036865
"139","2007-07-23",55.62212
"140","2007-07-24",55.188942
"141","2007-07-25",54.313366
"142","2007-07-26",51.668201
"143","2007-07-27",50.626728
"144","2007-07-30",51.502304
"145","2007-07-31",51.603687
"146","2007-08-01",51.42857
"147","2007-08-02",51.732719
"148","2007-08-03",50.414745
"149","2007-08-06",52.258064
"150","2007-08-07",52.147465
"151","2007-08-08",53.225807
"152","2007-08-09",50.009216
"153","2007-08-10",48.239632
"154","2007-08-13",48.516129
"155","2007-08-14",46.958527
"156","2007-08-15",45.529953
"157","2007-08-16",45.078342
"158","2007-08-17",46.682026
"159","2007-08-20",46.451614
"160","2007-08-21",45.852535
"161","2007-08-22",46.857143
"162","2007-08-23",46.57143
"163","2007-08-24",44.847927
"164","2007-08-27",45.105991
"165","2007-08-28",42.958527
"166","2007-08-29",45.253456
"167","2007-08-30",43.981567
"168","2007-08-31",45.714287
"169","2007-09-04",47.43779
"170","2007-09-05",46.19355
"171","2007-09-06",45.336407
"172","2007-09-07",43.917049
"173","2007-09-10",43.732719
"174","2007-09-11",45.548386
"175","2007-09-12",45.483871
"176","2007-09-13",45.990784
"177","2007-09-14",44.37788
"178","2007-09-17",43.410137
"179","2007-09-18",46.19355
"180","2007-09-19",46.774193
"181","2007-09-20",46.57143
"182","2007-09-21",47.32719
"183","2007-09-24",45.502304
"184","2007-09-25",44.682026
"185","2007-09-26",44.543777
"186","2007-09-27",45.373272
"187","2007-09-28",44.811058
"188","2007-10-01",45.686634
"189","2007-10-02",46.912441
"190","2007-10-03",47.944702
"191","2007-10-04",49.152073
"192","2007-10-05",49.80645
"193","2007-10-08",50.046082
"194","2007-10-09",50.211983
"195","2007-10-10",49.225807
"196","2007-10-11",48.479263
"197","2007-10-12",48.617512
"198","2007-10-15",47.483871
"199","2007-10-16",45.824886
"200","2007-10-17",46.589863
"201","2007-10-18",45.529953
"202","2007-10-19",44.1106
"203","2007-10-22",43.898617
"204","2007-10-23",45.013824
"205","2007-10-24",44.460831
"206","2007-10-25",43.594471
"207","2007-10-26",45.161289
"208","2007-10-29",45.382488
"209","2007-10-30",45.474655
"210","2007-10-31",46.86636
"211","2007-11-01",43.529953
"212","2007-11-02",41.317974
"213","2007-11-05",39.898617
"214","2007-11-06",40.718895
"215","2007-11-07",38.709679
"216","2007-11-08",38.101383
"217","2007-11-09",36.737328
"218","2007-11-12",38.239632
"219","2007-11-13",41.142857
"220","2007-11-14",40.442398
