"","date","HNI"
"1","2007-01-03",44.669998
"2","2007-01-04",45.029999
"3","2007-01-05",44.82
"4","2007-01-08",44.439999
"5","2007-01-09",44.57
"6","2007-01-10",43.990002
"7","2007-01-11",45.080002
"8","2007-01-12",45.169998
"9","2007-01-16",45.130001
"10","2007-01-17",45.25
"11","2007-01-18",44.959999
"12","2007-01-19",45.360001
"13","2007-01-22",45.5
"14","2007-01-23",46.25
"15","2007-01-24",46.919998
"16","2007-01-25",47.099998
"17","2007-01-26",47.07
"18","2007-01-29",47.540001
"19","2007-01-30",47.889999
"20","2007-01-31",48.540001
"21","2007-02-01",49.130001
"22","2007-02-02",49.669998
"23","2007-02-05",49.580002
"24","2007-02-06",50.209999
"25","2007-02-07",48.619999
"26","2007-02-08",49.029999
"27","2007-02-09",48.029999
"28","2007-02-12",48.07
"29","2007-02-13",48.360001
"30","2007-02-14",49.099998
"31","2007-02-15",49.240002
"32","2007-02-16",49.639999
"33","2007-02-20",50.439999
"34","2007-02-21",50.66
"35","2007-02-22",50.799999
"36","2007-02-23",51.360001
"37","2007-02-26",51.610001
"38","2007-02-27",50.619999
"39","2007-02-28",50.040001
"40","2007-03-01",50.400002
"41","2007-03-02",49.34
"42","2007-03-05",48.599998
"43","2007-03-06",48.119999
"44","2007-03-07",48.080002
"45","2007-03-08",48.290001
"46","2007-03-09",48.029999
"47","2007-03-12",48.060001
"48","2007-03-13",47.099998
"49","2007-03-14",46.02
"50","2007-03-15",46.23
"51","2007-03-16",45.939999
"52","2007-03-19",46.049999
"53","2007-03-20",46.25
"54","2007-03-21",46.639999
"55","2007-03-22",45.77
"56","2007-03-23",46.139999
"57","2007-03-26",46.25
"58","2007-03-27",45.68
"59","2007-03-28",45.040001
"60","2007-03-29",45.560001
"61","2007-03-30",45.93
"62","2007-04-02",45.810001
"63","2007-04-03",46.02
"64","2007-04-04",46.07
"65","2007-04-05",46.369999
"66","2007-04-09",46.48
"67","2007-04-10",46.310001
"68","2007-04-11",46.02
"69","2007-04-12",46.419998
"70","2007-04-13",46.810001
"71","2007-04-16",47.810001
"72","2007-04-17",47.599998
"73","2007-04-18",47.560001
"74","2007-04-19",46.209999
"75","2007-04-20",42.790001
"76","2007-04-23",42.049999
"77","2007-04-24",42.189999
"78","2007-04-25",42.470001
"79","2007-04-26",42.389999
"80","2007-04-27",42
"81","2007-04-30",41.740002
"82","2007-05-01",42.07
"83","2007-05-02",43.259998
"84","2007-05-03",43.32
"85","2007-05-04",43.240002
"86","2007-05-07",43.169998
"87","2007-05-08",43.619999
"88","2007-05-09",43.93
"89","2007-05-10",43.68
"90","2007-05-11",43.66
"91","2007-05-14",43.5
"92","2007-05-15",43.529999
"93","2007-05-16",43.810001
"94","2007-05-17",43.860001
"95","2007-05-18",43.93
"96","2007-05-21",43.490002
"97","2007-05-22",43.709999
"98","2007-05-23",43.540001
"99","2007-05-24",43.029999
"100","2007-05-25",42.84
"101","2007-05-29",43.310001
"102","2007-05-30",43.599998
"103","2007-05-31",44.060001
"104","2007-06-01",44.07
"105","2007-06-04",44.110001
"106","2007-06-05",43.790001
"107","2007-06-06",43.400002
"108","2007-06-07",42.330002
"109","2007-06-08",43.02
"110","2007-06-11",43.060001
"111","2007-06-12",42.18
"112","2007-06-13",42.630001
"113","2007-06-14",43.150002
"114","2007-06-15",43
"115","2007-06-18",42.900002
"116","2007-06-19",42.07
"117","2007-06-20",41.560001
"118","2007-06-21",41.540001
"119","2007-06-22",40.84
"120","2007-06-25",40.59
"121","2007-06-26",40.490002
"122","2007-06-27",40.560001
"123","2007-06-28",40.450001
"124","2007-06-29",41
"125","2007-07-02",41.560001
"126","2007-07-03",41.610001
"127","2007-07-05",41.68
"128","2007-07-06",41.900002
"129","2007-07-09",41.799999
"130","2007-07-10",41.509998
"131","2007-07-11",41.810001
"132","2007-07-12",42.169998
"133","2007-07-13",42.009998
"134","2007-07-16",41.919998
"135","2007-07-17",41.900002
"136","2007-07-18",41.439999
"137","2007-07-19",44.169998
"138","2007-07-20",44.049999
"139","2007-07-23",45.25
"140","2007-07-24",44.189999
"141","2007-07-25",44.52
"142","2007-07-26",43.330002
"143","2007-07-27",42.380001
"144","2007-07-30",42.279999
"145","2007-07-31",40.830002
"146","2007-08-01",40.290001
"147","2007-08-02",40.959999
"148","2007-08-03",41.32
"149","2007-08-06",40.75
"150","2007-08-07",40.32
"151","2007-08-08",40.389999
"152","2007-08-09",38.049999
"153","2007-08-10",40.029999
"154","2007-08-13",39.169998
"155","2007-08-14",38.459999
"156","2007-08-15",37.650002
"157","2007-08-16",39.139999
"158","2007-08-17",39.540001
"159","2007-08-20",39.810001
"160","2007-08-21",40.279999
"161","2007-08-22",40.509998
"162","2007-08-23",40.299999
"163","2007-08-24",41.060001
"164","2007-08-27",40.560001
"165","2007-08-28",39.029999
"166","2007-08-29",40
"167","2007-08-30",39.57
"168","2007-08-31",40.84
"169","2007-09-04",40.650002
"170","2007-09-05",40.110001
"171","2007-09-06",40.080002
"172","2007-09-07",38.970001
"173","2007-09-10",37.59
"174","2007-09-11",37.509998
"175","2007-09-12",37.330002
"176","2007-09-13",36.82
"177","2007-09-14",36.84
"178","2007-09-17",36.240002
"179","2007-09-18",37.209999
"180","2007-09-19",38.369999
"181","2007-09-20",37.07
"182","2007-09-21",37.369999
"183","2007-09-24",36.919998
"184","2007-09-25",36.610001
"185","2007-09-26",37.02
"186","2007-09-27",36.299999
"187","2007-09-28",36
"188","2007-10-01",36.43
"189","2007-10-02",36.310001
"190","2007-10-03",36.5
"191","2007-10-04",36.25
"192","2007-10-05",36.93
"193","2007-10-08",36.639999
"194","2007-10-09",36.779999
"195","2007-10-10",36.599998
"196","2007-10-11",36.75
"197","2007-10-12",36.740002
"198","2007-10-15",36.310001
"199","2007-10-16",35.57
"200","2007-10-17",35.880001
"201","2007-10-18",38.950001
"202","2007-10-19",39.34
"203","2007-10-22",41.900002
"204","2007-10-23",42.470001
"205","2007-10-24",41.470001
"206","2007-10-25",41.27
"207","2007-10-26",43
"208","2007-10-29",42.549999
"209","2007-10-30",43.369999
"210","2007-10-31",43.360001
"211","2007-11-01",41.779999
"212","2007-11-02",41.360001
"213","2007-11-05",40.5
"214","2007-11-06",40.939999
"215","2007-11-07",39.98
"216","2007-11-08",38.740002
"217","2007-11-09",39.790001
"218","2007-11-12",39.77
"219","2007-11-13",40.380001
"220","2007-11-14",40.540001
"221","2007-11-15",39.619999
"222","2007-11-16",39.299999
"223","2007-11-19",38.549999
"224","2007-11-20",36.75
"225","2007-11-21",36.57
"226","2007-11-23",36.639999
"227","2007-11-26",35.400002
"228","2007-11-27",34.869999
"229","2007-11-28",35.639999
"230","2007-11-29",35.400002
"231","2007-11-30",36.529999
"232","2007-12-03",36.880001
"233","2007-12-04",36.619999
"234","2007-12-05",37.5
"235","2007-12-06",39
"236","2007-12-07",38.48
"237","2007-12-10",37.720001
"238","2007-12-11",36.810001
"239","2007-12-12",36.790001
"240","2007-12-13",36.619999
"241","2007-12-14",35.700001
"242","2007-12-17",35.259998
"243","2007-12-18",35.639999
"244","2007-12-19",34.880001
"245","2007-12-20",35.450001
"246","2007-12-21",36.029999
"247","2007-12-24",36.720001
"248","2007-12-26",35.5
"249","2007-12-27",35.400002
"250","2007-12-28",35.560001
"251","2007-12-31",35.060001
"252","2008-01-02",32.939999
"253","2008-01-03",33.110001
"254","2008-01-04",32.119999
"255","2008-01-07",31.5
"256","2008-01-08",30
"257","2008-01-09",28.73
"258","2008-01-10",30.309999
"259","2008-01-11",30.1
"260","2008-01-14",30.450001
"261","2008-01-15",28.860001
"262","2008-01-16",29.379999
"263","2008-01-17",28.99
"264","2008-01-18",28.93
"265","2008-01-22",30.1
"266","2008-01-23",31.77
"267","2008-01-24",31.370001
"268","2008-01-25",30.120001
"269","2008-01-28",31.09
"270","2008-01-29",32.790001
"271","2008-01-30",33.130001
"272","2008-01-31",33.66
"273","2008-02-01",35.959999
"274","2008-02-04",34.470001
"275","2008-02-05",32.48
"276","2008-02-06",32.310001
"277","2008-02-07",31.84
"278","2008-02-08",30.959999
"279","2008-02-11",31.32
"280","2008-02-12",31.049999
"281","2008-02-13",31.690001
"282","2008-02-14",31.309999
"283","2008-02-15",30.48
"284","2008-02-19",30.15
"285","2008-02-20",30.129999
"286","2008-02-21",29.85
"287","2008-02-22",29.33
"288","2008-02-25",30.32
"289","2008-02-26",31.41
"290","2008-02-27",31.25
"291","2008-02-28",29.52
"292","2008-02-29",29.559999
"293","2008-03-03",29.76
"294","2008-03-04",29.370001
"295","2008-03-05",29.200001
"296","2008-03-06",29.01
"297","2008-03-07",28.75
"298","2008-03-10",28.35
"299","2008-03-11",29.23
"300","2008-03-12",29.200001
"301","2008-03-13",29.51
"302","2008-03-14",28.6
"303","2008-03-17",29.07
"304","2008-03-18",30.4
"305","2008-03-19",29.620001
"306","2008-03-20",29
"307","2008-03-24",28.73
"308","2008-03-25",28.799999
"309","2008-03-26",29.01
"310","2008-03-27",28.75
"311","2008-03-28",27.67
"312","2008-03-31",26.889999
"313","2008-04-01",27.35
"314","2008-04-02",27.76
"315","2008-04-03",24.82
"316","2008-04-04",25.110001
"317","2008-04-07",24.809999
"318","2008-04-08",24.76
"319","2008-04-09",24.299999
"320","2008-04-10",24.299999
"321","2008-04-11",23.559999
"322","2008-04-14",22.98
"323","2008-04-15",23.129999
"324","2008-04-16",23.379999
"325","2008-04-17",23.32
"326","2008-04-18",23.450001
"327","2008-04-21",22.43
"328","2008-04-22",22.02
"329","2008-04-23",21.309999
"330","2008-04-24",21.620001
"331","2008-04-25",22.139999
"332","2008-04-28",22.01
"333","2008-04-29",22.530001
"334","2008-04-30",21.77
"335","2008-05-01",22.57
"336","2008-05-02",23.18
"337","2008-05-05",22.620001
"338","2008-05-06",22.559999
"339","2008-05-07",22.059999
"340","2008-05-08",22.139999
"341","2008-05-09",22.23
"342","2008-05-12",22.559999
"343","2008-05-13",22.84
"344","2008-05-14",22.690001
"345","2008-05-15",22.559999
"346","2008-05-16",24.01
"347","2008-05-19",24.059999
"348","2008-05-20",23.440001
"349","2008-05-21",22.690001
"350","2008-05-22",23.530001
"351","2008-05-23",23.280001
"352","2008-05-27",23.620001
"353","2008-05-28",23.690001
"354","2008-05-29",24.440001
"355","2008-05-30",25.08
"356","2008-06-02",24.469999
"357","2008-06-03",23.98
"358","2008-06-04",23.709999
"359","2008-06-05",24.120001
"360","2008-06-06",23.27
"361","2008-06-09",22.25
"362","2008-06-10",22.290001
"363","2008-06-11",21.110001
"364","2008-06-12",20.860001
"365","2008-06-13",20.719999
"366","2008-06-16",20.690001
"367","2008-06-17",20.639999
"368","2008-06-18",20.35
"369","2008-06-19",20.52
"370","2008-06-20",20.120001
"371","2008-06-23",19.65
"372","2008-06-24",19.450001
"373","2008-06-25",19.700001
"374","2008-06-26",19.219999
"375","2008-06-27",18.43
"376","2008-06-30",17.66
"377","2008-07-01",17.5
"378","2008-07-02",16.91
"379","2008-07-03",17.440001
"380","2008-07-07",17.870001
"381","2008-07-08",18
"382","2008-07-09",17.209999
"383","2008-07-10",17.34
"384","2008-07-11",17.639999
"385","2008-07-14",17.219999
"386","2008-07-15",17.01
"387","2008-07-16",17.35
"388","2008-07-17",22.440001
"389","2008-07-18",23.790001
"390","2008-07-21",22.780001
"391","2008-07-22",23.08
"392","2008-07-23",23.58
"393","2008-07-24",21.809999
"394","2008-07-25",22.42
"395","2008-07-28",21.57
"396","2008-07-29",22.24
"397","2008-07-30",21.35
"398","2008-07-31",21.65
"399","2008-08-01",21.629999
"400","2008-08-04",21.280001
"401","2008-08-05",21.85
"402","2008-08-06",21.629999
"403","2008-08-07",21.01
"404","2008-08-08",22.280001
"405","2008-08-11",23.01
"406","2008-08-12",21.98
"407","2008-08-13",21.959999
"408","2008-08-14",22.540001
"409","2008-08-15",22.52
"410","2008-08-18",22.139999
"411","2008-08-19",21.780001
"412","2008-08-20",22.379999
"413","2008-08-21",21.68
"414","2008-08-22",22.719999
"415","2008-08-25",22.02
"416","2008-08-26",22.360001
"417","2008-08-27",23.459999
"418","2008-08-28",24.17
"419","2008-08-29",23.139999
"420","2008-09-02",24.01
"421","2008-09-03",24.049999
"422","2008-09-04",23.4
"423","2008-09-05",23.809999
"424","2008-09-08",25.15
"425","2008-09-09",24.129999
"426","2008-09-10",23.950001
"427","2008-09-11",23.42
"428","2008-09-12",23.93
"429","2008-09-15",21.959999
"430","2008-09-16",23.459999
"431","2008-09-17",23.780001
"432","2008-09-18",31
"433","2008-09-19",31.25
"434","2008-09-22",28.129999
"435","2008-09-23",27.459999
"436","2008-09-24",26.43
"437","2008-09-25",26.780001
"438","2008-09-26",25.559999
"439","2008-09-29",23.959999
"440","2008-09-30",25.34
"441","2008-10-01",25.07
"442","2008-10-02",23.889999
"443","2008-10-03",23.42
"444","2008-10-06",22.959999
"445","2008-10-07",22
"446","2008-10-08",20.559999
"447","2008-10-09",18.799999
"448","2008-10-10",19.6
"449","2008-10-13",22.43
"450","2008-10-14",21.02
"451","2008-10-15",18.58
"452","2008-10-16",19.98
"453","2008-10-17",18.77
