"","date","AP"
"1","2007-01-03",31.74
"2","2007-01-04",31.34
"3","2007-01-05",30.459999
"4","2007-01-08",30.33
"5","2007-01-09",31.440001
"6","2007-01-10",31.33
"7","2007-01-11",31.49
"8","2007-01-12",31.49
"9","2007-01-16",29.67
"10","2007-01-17",30.129999
"11","2007-01-18",30.16
"12","2007-01-19",29.9
"13","2007-01-22",29.700001
"14","2007-01-23",30.219999
"15","2007-01-24",30.370001
"16","2007-01-25",29.780001
"17","2007-01-26",30.41
"18","2007-01-29",28.57
"19","2007-01-30",29.389999
"20","2007-01-31",29.83
"21","2007-02-01",30.07
"22","2007-02-02",29.25
"23","2007-02-05",28.77
"24","2007-02-06",28.620001
"25","2007-02-07",29.18
"26","2007-02-08",29.200001
"27","2007-02-09",28.559999
"28","2007-02-12",28.809999
"29","2007-02-13",29.15
"30","2007-02-14",29.030001
"31","2007-02-15",28.610001
"32","2007-02-16",28.379999
"33","2007-02-20",28.35
"34","2007-02-21",27.709999
"35","2007-02-22",27.110001
"36","2007-02-23",26.549999
"37","2007-02-26",26.870001
"38","2007-02-27",25.15
"39","2007-02-28",25.25
"40","2007-03-01",24.49
"41","2007-03-02",23.68
"42","2007-03-05",23.059999
"43","2007-03-06",23.540001
"44","2007-03-07",23.370001
"45","2007-03-08",23.879999
"46","2007-03-09",24.49
"47","2007-03-12",24.360001
"48","2007-03-13",23.879999
"49","2007-03-14",24.290001
"50","2007-03-15",24.549999
"51","2007-03-16",24.33
"52","2007-03-19",25.66
"53","2007-03-20",25.040001
"54","2007-03-21",25.99
"55","2007-03-22",26.6
"56","2007-03-23",26.67
"57","2007-03-26",26.969999
"58","2007-03-27",27.719999
"59","2007-03-28",27.290001
"60","2007-03-29",28.24
"61","2007-03-30",28.889999
"62","2007-04-02",30.389999
"63","2007-04-03",30.5
"64","2007-04-04",31.02
"65","2007-04-05",30.74
"66","2007-04-09",31.57
"67","2007-04-10",31.92
"68","2007-04-11",31.030001
"69","2007-04-12",31.549999
"70","2007-04-13",32.259998
"71","2007-04-16",33.16
"72","2007-04-17",33.080002
"73","2007-04-18",34.16
"74","2007-04-19",35.049999
"75","2007-04-20",35.82
"76","2007-04-23",37.009998
"77","2007-04-24",36.049999
"78","2007-04-25",36.98
"79","2007-04-26",36.610001
"80","2007-04-27",36.360001
"81","2007-04-30",36.02
"82","2007-05-01",36.080002
"83","2007-05-02",36.57
"84","2007-05-03",36.75
"85","2007-05-04",37
"86","2007-05-07",36.990002
"87","2007-05-08",37.200001
"88","2007-05-09",38.389999
"89","2007-05-10",37.549999
"90","2007-05-11",37.560001
"91","2007-05-14",37.32
"92","2007-05-15",36.459999
"93","2007-05-16",36.880001
"94","2007-05-17",37.25
"95","2007-05-18",38.32
"96","2007-05-21",38.5
"97","2007-05-22",37.790001
"98","2007-05-23",37.049999
"99","2007-05-24",35.91
"100","2007-05-25",37.23
"101","2007-05-29",39.099998
"102","2007-05-30",38.220001
"103","2007-05-31",37.880001
"104","2007-06-01",37.349998
"105","2007-06-04",37.549999
"106","2007-06-05",37.950001
"107","2007-06-06",37.310001
"108","2007-06-07",36.450001
"109","2007-06-08",37.490002
"110","2007-06-11",37.119999
"111","2007-06-12",36.619999
"112","2007-06-13",37.68
"113","2007-06-14",37.830002
"114","2007-06-15",38.970001
"115","2007-06-18",38.540001
"116","2007-06-19",38.259998
"117","2007-06-20",37.75
"118","2007-06-21",38.200001
"119","2007-06-22",38.360001
"120","2007-06-25",38.57
"121","2007-06-26",38.209999
"122","2007-06-27",38.279999
"123","2007-06-28",37.939999
"124","2007-06-29",40.09
"125","2007-07-02",41.790001
"126","2007-07-03",41.709999
"127","2007-07-05",44.400002
"128","2007-07-06",45.450001
"129","2007-07-09",45.419998
"130","2007-07-10",44.52
"131","2007-07-11",45.07
"132","2007-07-12",46.169998
"133","2007-07-13",45.810001
"134","2007-07-16",44.900002
"135","2007-07-17",45.869999
"136","2007-07-18",51.68
"137","2007-07-19",53.650002
"138","2007-07-20",51.470001
"139","2007-07-23",52.040001
"140","2007-07-24",49.049999
"141","2007-07-25",47.459999
"142","2007-07-26",44.389999
"143","2007-07-27",42.869999
"144","2007-07-30",43.150002
"145","2007-07-31",42.220001
"146","2007-08-01",42.5
"147","2007-08-02",44.52
"148","2007-08-03",42.279999
"149","2007-08-06",42.740002
"150","2007-08-07",43.119999
"151","2007-08-08",46.470001
"152","2007-08-09",43.470001
"153","2007-08-10",40.25
"154","2007-08-13",42.41
"155","2007-08-14",40.27
"156","2007-08-15",39.639999
"157","2007-08-16",38.799999
"158","2007-08-17",39.279999
"159","2007-08-20",39.400002
"160","2007-08-21",40
"161","2007-08-22",42.93
"162","2007-08-23",43.25
"163","2007-08-24",45.889999
"164","2007-08-27",43.099998
"165","2007-08-28",42.799999
"166","2007-08-29",43.16
"167","2007-08-30",43.049999
"168","2007-08-31",42.529999
"169","2007-09-04",44.25
"170","2007-09-05",43.880001
"171","2007-09-06",44.740002
"172","2007-09-07",42.41
"173","2007-09-10",41.41
"174","2007-09-11",43.189999
"175","2007-09-12",42.580002
"176","2007-09-13",41.32
"177","2007-09-14",41.060001
"178","2007-09-17",41.599998
"179","2007-09-18",44.02
"180","2007-09-19",43.32
"181","2007-09-20",42.360001
"182","2007-09-21",41.400002
"183","2007-09-24",41.139999
"184","2007-09-25",41
"185","2007-09-26",41.02
"186","2007-09-27",39.669998
"187","2007-09-28",39.380001
"188","2007-10-01",39.209999
"189","2007-10-02",40.630001
"190","2007-10-03",41.150002
"191","2007-10-04",40.880001
"192","2007-10-05",42.650002
"193","2007-10-08",41.540001
"194","2007-10-09",42.200001
"195","2007-10-10",43.869999
"196","2007-10-11",44.349998
"197","2007-10-12",46.07
"198","2007-10-15",44.77
"199","2007-10-16",44.959999
"200","2007-10-17",46.060001
"201","2007-10-18",45.799999
"202","2007-10-19",42.880001
"203","2007-10-22",44.080002
"204","2007-10-23",42.889999
"205","2007-10-24",42.689999
"206","2007-10-25",42.040001
"207","2007-10-26",41.98
"208","2007-10-29",41.25
"209","2007-10-30",40.080002
"210","2007-10-31",40.080002
"211","2007-11-01",38.790001
"212","2007-11-02",38.610001
"213","2007-11-05",38.540001
"214","2007-11-06",40.130001
"215","2007-11-07",37.43
"216","2007-11-08",38.139999
"217","2007-11-09",38.029999
"218","2007-11-12",37.299999
"219","2007-11-13",37.84
"220","2007-11-14",37.200001
"221","2007-11-15",36.369999
"222","2007-11-16",37.080002
"223","2007-11-19",35.119999
"224","2007-11-20",35.639999
"225","2007-11-21",34.240002
"226","2007-11-23",35.220001
"227","2007-11-26",33.779999
"228","2007-11-27",35.279999
"229","2007-11-28",37.16
"230","2007-11-29",35.91
"231","2007-11-30",35.220001
"232","2007-12-03",34.290001
"233","2007-12-04",33.720001
"234","2007-12-05",35.57
"235","2007-12-06",38.349998
