"","date","RBCN"
"1","2007-11-16",175
"2","2007-11-19",183.5
"3","2007-11-20",193.600006
"4","2007-11-21",189.800003
"5","2007-11-23",189.899994
"6","2007-11-26",184.800003
"7","2007-11-27",176.199997
"8","2007-11-28",183.100006
"9","2007-11-29",184.399994
"10","2007-11-30",185
"11","2007-12-03",186.300003
"12","2007-12-04",180.899994
"13","2007-12-05",182.399994
"14","2007-12-06",181.5
"15","2007-12-07",176
"16","2007-12-10",184.100006
"17","2007-12-11",184.399994
"18","2007-12-12",184
"19","2007-12-13",184.899994
"20","2007-12-14",190.399994
"21","2007-12-17",194.5
"22","2007-12-18",196.300003
"23","2007-12-19",190.699997
"24","2007-12-20",183
"25","2007-12-21",176.300003
"26","2007-12-24",196.399994
"27","2007-12-26",219.600006
"28","2007-12-27",234.899994
"29","2007-12-28",242.300003
"30","2007-12-31",237.5
"31","2008-01-02",219.699997
"32","2008-01-03",218.300003
"33","2008-01-04",209.800003
"34","2008-01-07",206.600006
"35","2008-01-08",215
"36","2008-01-09",229.5
"37","2008-01-10",236.300003
"38","2008-01-11",225.5
"39","2008-01-14",225.699997
"40","2008-01-15",239.899994
"41","2008-01-16",228.600006
"42","2008-01-17",218.5
"43","2008-01-18",224
"44","2008-01-22",213.899994
"45","2008-01-23",210.600006
"46","2008-01-24",212.699997
"47","2008-01-25",225
"48","2008-01-28",232
"49","2008-01-29",247
"50","2008-01-30",245
"51","2008-01-31",236.5
"52","2008-02-01",242.800003
"53","2008-02-04",244.5
"54","2008-02-05",243.699997
"55","2008-02-06",238.100006
"56","2008-02-07",260.100006
"57","2008-02-08",263.200012
"58","2008-02-11",255
"59","2008-02-12",237.399994
"60","2008-02-13",238.600006
"61","2008-02-14",261
"62","2008-02-15",263.299988
"63","2008-02-19",279.899994
"64","2008-02-20",275.600006
"65","2008-02-21",274.299988
"66","2008-02-22",273.799988
"67","2008-02-25",275.399994
"68","2008-02-26",278.600006
"69","2008-02-27",285.399994
"70","2008-02-28",289.899994
"71","2008-02-29",294.100006
"72","2008-03-03",296.600006
"73","2008-03-04",292.399994
"74","2008-03-05",296
"75","2008-03-06",284.600006
"76","2008-03-07",281.299988
"77","2008-03-10",259.399994
"78","2008-03-11",290
"79","2008-03-12",279.700012
"80","2008-03-13",278.700012
"81","2008-03-14",278.100006
"82","2008-03-17",269
"83","2008-03-18",280.200012
"84","2008-03-19",272.100006
"85","2008-03-20",284.299988
"86","2008-03-24",294.299988
"87","2008-03-25",313.5
"88","2008-03-26",319.299988
"89","2008-03-27",326.5
"90","2008-03-28",301.600006
"91","2008-03-31",289.799988
"92","2008-04-01",301
"93","2008-04-02",298.899994
"94","2008-04-03",287.399994
"95","2008-04-04",281.700012
"96","2008-04-07",275.200012
"97","2008-04-08",274
"98","2008-04-09",256.399994
"99","2008-04-10",237.600006
"100","2008-04-11",240.699997
"101","2008-04-14",228.5
"102","2008-04-15",224.600006
"103","2008-04-16",241.699997
"104","2008-04-17",249.699997
"105","2008-04-18",250.399994
"106","2008-04-21",250.899994
"107","2008-04-22",248.699997
"108","2008-04-23",260.100006
"109","2008-04-24",223.300003
"110","2008-04-25",223.800003
"111","2008-04-28",229.800003
"112","2008-04-29",229.100006
"113","2008-04-30",220.600006
"114","2008-05-01",228.300003
"115","2008-05-02",225.600006
"116","2008-05-05",242.300003
"117","2008-05-06",248.699997
"118","2008-05-07",233.5
"119","2008-05-08",242.600006
"120","2008-05-09",233.100006
"121","2008-05-12",240.300003
"122","2008-05-13",234.300003
"123","2008-05-14",240.800003
"124","2008-05-15",236.399994
"125","2008-05-16",230.300003
"126","2008-05-19",222.300003
"127","2008-05-20",212.899994
"128","2008-05-21",205.300003
"129","2008-05-22",195.5
"130","2008-05-23",218.899994
"131","2008-05-27",224.800003
"132","2008-05-28",227.899994
"133","2008-05-29",226.399994
"134","2008-05-30",228.699997
"135","2008-06-02",236.199997
"136","2008-06-03",242
"137","2008-06-04",238.399994
"138","2008-06-05",240.800003
"139","2008-06-06",235.5
"140","2008-06-09",220
"141","2008-06-10",227.399994
"142","2008-06-11",214.600006
"143","2008-06-12",215
"144","2008-06-13",219.100006
"145","2008-06-16",224.399994
"146","2008-06-17",216.5
"147","2008-06-18",215.699997
"148","2008-06-19",211.899994
"149","2008-06-20",212.199997
"150","2008-06-23",218.5
"151","2008-06-24",219.399994
