"","date","HCFT"
"79","2013-07-15",12.51
"80","2013-07-16",12.42
"81","2013-07-17",12.53
"82","2013-07-18",12.65
"83","2013-07-19",12.65
"84","2013-07-22",12.38
"85","2013-07-23",12.32
"86","2013-07-24",12.41
"87","2013-07-25",12.72
"88","2013-07-26",12.7
"89","2013-07-29",12.56
"90","2013-07-30",12.95
"91","2013-07-31",12.87
"92","2013-08-01",12.74
"93","2013-08-02",12.95
"94","2013-08-05",13.19
"95","2013-08-06",12.8
"96","2013-08-07",11.88
"97","2013-08-08",12.17
"98","2013-08-09",12.36
"99","2013-08-12",12.2
"100","2013-08-13",11.6
"101","2013-08-14",11.17
"102","2013-08-15",11.8
"103","2013-08-16",11.07
"104","2013-08-19",10.15
"105","2013-08-20",9.9
"106","2013-08-21",9.79
"107","2013-08-22",9.84
"108","2013-08-23",10.23
"109","2013-08-26",10.37
"110","2013-08-27",10.34
"111","2013-08-28",10.2
"112","2013-08-29",10.33
"113","2013-08-30",10.38
"114","2013-09-03",10.22
"115","2013-09-04",10.3
"116","2013-09-05",10.12
"117","2013-09-06",10.2
"118","2013-09-09",10.29
"119","2013-09-10",10.31
"120","2013-09-11",10.27
"121","2013-09-12",10.3
"122","2013-09-13",10.3
"123","2013-09-16",10.42
"124","2013-09-17",10.46
"125","2013-09-18",11.01
"126","2013-09-19",11.34
"127","2013-09-20",11.56
"128","2013-09-23",11.51
"129","2013-09-24",11.39
"130","2013-09-25",11.47
"131","2013-09-26",11.25
"132","2013-09-27",11.15
"133","2013-09-30",11.37
"134","2013-10-01",11.54
"135","2013-10-02",11.79
"136","2013-10-03",11.9
"137","2013-10-04",12.03
"138","2013-10-07",12.28
"139","2013-10-08",12.28
"140","2013-10-09",11.92
"141","2013-10-10",11.99
"142","2013-10-11",12.15
"143","2013-10-14",12.01
"144","2013-10-15",11.67
"145","2013-10-16",11.99
"146","2013-10-17",12.23
"147","2013-10-18",12.06
"148","2013-10-21",12.19
"149","2013-10-22",12.07
"150","2013-10-23",12.18
"151","2013-10-24",12.18
"152","2013-10-25",12.18
"153","2013-10-28",12.21
"154","2013-10-29",11.86
"155","2013-10-30",11.91
"156","2013-10-31",11.88
"157","2013-11-01",11.86
"158","2013-11-04",11.86
"159","2013-11-05",11.55
"160","2013-11-06",11.21
"161","2013-11-07",11.05
"162","2013-11-08",10.92
"163","2013-11-11",10.66
"164","2013-11-12",10.86
"165","2013-11-13",10.82
"166","2013-11-14",10.58
"167","2013-11-15",10.75
"168","2013-11-18",10.75
"169","2013-11-19",10.69
"170","2013-11-20",10.61
"171","2013-11-21",10.59
"172","2013-11-22",10.58
"173","2013-11-25",10.53
"174","2013-11-26",10.53
"175","2013-11-27",10.52
"176","2013-11-29",10.65
"177","2013-12-02",10.54
"178","2013-12-03",10.42
"179","2013-12-04",10.4
"180","2013-12-05",10.38
"181","2013-12-06",10.32
"182","2013-12-09",10.54
"183","2013-12-10",10.49
"184","2013-12-11",10.5
"185","2013-12-12",10.23
"186","2013-12-13",9.84
"187","2013-12-16",9.63
"188","2013-12-17",9.49
"189","2013-12-18",9.48
"190","2013-12-19",9.48
"191","2013-12-20",9.25
"192","2013-12-23",9.86
"193","2013-12-24",9.94
"194","2013-12-26",10.24
"195","2013-12-27",10.31
"196","2013-12-30",10.19
"197","2013-12-31",10.42
"198","2014-01-02",10.75
"199","2014-01-03",11.05
"200","2014-01-06",11.35
"201","2014-01-07",11.51
"202","2014-01-08",11.57
"203","2014-01-09",11.54
"204","2014-01-10",11.7
"205","2014-01-13",11.61
"206","2014-01-14",11.6
"207","2014-01-15",11.38
"208","2014-01-16",10.86
"209","2014-01-17",10.9
"210","2014-01-21",11.37
"211","2014-01-22",11.51
"212","2014-01-23",11.44
"213","2014-01-24",11.38
"214","2014-01-27",11.21
"215","2014-01-28",11.15
"216","2014-01-29",11.1
"217","2014-01-30",11.18
"218","2014-01-31",11.37
"219","2014-02-03",11.34
"220","2014-02-04",11.42
"221","2014-02-05",11.54
"222","2014-02-06",11.58
"223","2014-02-07",11.89
"224","2014-02-10",11.93
"225","2014-02-11",11.96
"226","2014-02-12",11.84
"227","2014-02-13",11.87
"228","2014-02-14",11.81
"229","2014-02-18",11.74
"230","2014-02-19",11.15
"231","2014-02-20",11.1
"232","2014-02-21",11.1
"233","2014-02-24",11.11
"234","2014-02-25",11.19
"235","2014-02-26",11.23
"236","2014-02-27",11.22
"237","2014-02-28",11.3
"238","2014-03-03",11.31
"239","2014-03-04",11.3
"240","2014-03-05",11.34
"241","2014-03-06",11.28
"242","2014-03-07",11.14
"243","2014-03-10",11.21
"244","2014-03-11",11.3
"245","2014-03-12",11.36
"246","2014-03-13",11.26
"247","2014-03-14",11.24
"248","2014-03-17",11.22
"249","2014-03-18",11.21
"250","2014-03-19",11.09
"251","2014-03-20",10.99
"252","2014-03-21",11.23
"253","2014-03-24",11.17
"254","2014-03-25",11.06
"255","2014-03-26",10.98
"256","2014-03-27",11.04
"257","2014-03-28",11.04
"258","2014-03-31",11.15
"259","2014-04-01",11.22
"260","2014-04-02",11.32
"261","2014-04-03",11.36
"262","2014-04-04",11.39
"263","2014-04-07",11.51
"264","2014-04-08",11.63
"265","2014-04-09",11.51
"266","2014-04-10",11.38
"267","2014-04-11",11.42
"268","2014-04-14",11.52
"269","2014-04-15",11.55
"270","2014-04-16",11.48
"271","2014-04-17",11.53
"272","2014-04-21",11.58
"273","2014-04-22",11.55
"274","2014-04-23",11.53
"275","2014-04-24",11.52
"276","2014-04-25",11.54
"277","2014-04-28",11.61
"278","2014-04-29",11.54
"279","2014-04-30",11.61
"280","2014-05-01",11.78
"281","2014-05-02",11.77
"282","2014-05-05",11.77
"283","2014-05-06",11.69
"284","2014-05-07",11.9
"285","2014-05-08",11.74
"286","2014-05-09",11.81
"287","2014-05-12",11.73
"288","2014-05-13",11.67
"289","2014-05-14",11.7
"290","2014-05-15",11.7
"291","2014-05-16",11.79
"292","2014-05-19",11.87
"293","2014-05-20",11.86
"294","2014-05-21",11.76
"295","2014-05-22",11.86
"296","2014-05-23",11.98
"297","2014-05-27",12.01
"298","2014-05-28",12.02
"299","2014-05-29",12.03
"300","2014-05-30",12.03
"301","2014-06-02",12.07
"302","2014-06-03",11.97
"303","2014-06-04",11.99
"304","2014-06-05",12
"305","2014-06-06",12.09
"306","2014-06-09",12.18
"307","2014-06-10",12.21
"308","2014-06-11",12.18
"309","2014-06-12",12.05
"310","2014-06-13",12.03
"311","2014-06-16",12.06
"312","2014-06-17",12.02
"313","2014-06-18",11.89
"314","2014-06-19",11.26
"315","2014-06-20",11.27
"316","2014-06-23",11.31
"317","2014-06-24",11.3
"318","2014-06-25",11.28
"319","2014-06-26",11.29
"320","2014-06-27",11.24
"321","2014-06-30",11.29
"322","2014-07-01",11.23
"323","2014-07-02",11.26
"324","2014-07-03",11.25
"325","2014-07-07",11.24
"326","2014-07-08",11.3
"327","2014-07-09",11.37
"328","2014-07-10",11.26
"329","2014-07-11",11.2
"330","2014-07-14",11.26
"331","2014-07-15",11.3
"332","2014-07-16",11.27
"333","2014-07-17",11.2
"334","2014-07-18",11.25
"335","2014-07-21",11.23
"336","2014-07-22",11.26
"337","2014-07-23",11.22
"338","2014-07-24",11.22
"339","2014-07-25",11.2
"340","2014-07-28",11.23
"341","2014-07-29",11.23
"342","2014-07-30",11.14
"343","2014-07-31",11.06
"344","2014-08-01",11.17
"345","2014-08-04",11.19
"346","2014-08-05",11.2
"347","2014-08-06",11.24
"348","2014-08-07",11.21
"349","2014-08-08",11.18
"350","2014-08-11",11.31
"351","2014-08-12",11.3
"352","2014-08-13",11.2
"353","2014-08-14",11.23
"354","2014-08-15",11.28
"355","2014-08-18",11.26
"356","2014-08-19",11.27
"357","2014-08-20",11.27
"358","2014-08-21",11.3
"359","2014-08-22",11.31
"360","2014-08-25",11.33
"361","2014-08-26",11.31
"362","2014-08-27",11.35
"363","2014-08-28",11.34
"364","2014-08-29",11.38
"365","2014-09-02",11.37
"366","2014-09-03",11.42
"367","2014-09-04",11.4
"368","2014-09-05",11.41
"369","2014-09-08",11.38
"370","2014-09-09",11.34
"371","2014-09-10",11.29
"372","2014-09-11",11.15
"373","2014-09-12",10.93
"374","2014-09-15",10.55
"375","2014-09-16",10.83
"376","2014-09-17",10.76
"377","2014-09-18",10.78
"378","2014-09-19",10.77
"379","2014-09-22",10.84
"380","2014-09-23",10.76
"381","2014-09-24",10.77
"382","2014-09-25",10.78
"383","2014-09-26",10.79
"384","2014-09-29",10.77
"385","2014-09-30",10.5
"386","2014-10-01",10.72
"387","2014-10-02",10.63
"388","2014-10-03",10.75
"389","2014-10-06",10.77
"390","2014-10-07",10.86
"391","2014-10-08",11.03
"392","2014-10-09",10.99
"393","2014-10-10",10.9
"394","2014-10-13",10.86
"395","2014-10-14",10.86
"396","2014-10-15",10.89
"397","2014-10-16",11.01
"398","2014-10-17",11.06
"399","2014-10-20",11.15
"400","2014-10-21",11.27
"401","2014-10-22",11.11
"402","2014-10-23",11.12
"403","2014-10-24",11.1
"404","2014-10-27",11.16
"405","2014-10-28",11.11
"406","2014-10-29",11.01
"407","2014-10-30",11.18
"408","2014-10-31",11.13
"409","2014-11-03",11.1
"410","2014-11-04",11.07
"411","2014-11-05",11.13
"412","2014-11-06",11.05
"413","2014-11-07",11.16
"414","2014-11-10",11.16
"415","2014-11-11",11.23
"416","2014-11-12",11.2
"417","2014-11-13",10.82
"418","2014-11-14",10.96
"419","2014-11-17",11
"420","2014-11-18",10.99
"421","2014-11-19",11
"422","2014-11-20",11.07
"423","2014-11-21",11.05
"424","2014-11-24",11.09
"425","2014-11-25",11.09
"426","2014-11-26",11.17
"427","2014-11-28",11.19
"428","2014-12-01",11.04
"429","2014-12-02",11.06
"430","2014-12-03",11.13
"431","2014-12-04",11.11
"432","2014-12-05",11.01
"433","2014-12-08",10.81
"434","2014-12-09",10.95
"435","2014-12-10",10.87
"436","2014-12-11",10.84
"437","2014-12-12",10.73
"438","2014-12-15",10.48
"439","2014-12-16",10.6
"440","2014-12-17",10.79
"441","2014-12-18",10.84
"442","2014-12-19",10.93
"443","2014-12-22",11.03
"444","2014-12-23",11.02
"445","2014-12-24",10.79
"446","2014-12-26",10.88
"447","2014-12-29",10.87
"448","2014-12-30",10.79
"449","2014-12-31",10.8
"450","2015-01-02",10.9
"451","2015-01-05",11.01
"452","2015-01-06",11
"453","2015-01-07",11.06
"454","2015-01-08",11.06
"455","2015-01-09",11.07
"456","2015-01-12",11.05
"457","2015-01-13",11.05
"458","2015-01-14",10.95
"459","2015-01-15",10.97
"460","2015-01-16",11.08
"461","2015-01-20",11
"462","2015-01-21",10.93
"463","2015-01-22",11.09
"464","2015-01-23",10.98
"465","2015-01-26",11.03
"466","2015-01-27",11
"467","2015-01-28",11.01
"468","2015-01-29",10.94
"469","2015-01-30",10.94
"470","2015-02-02",10.88
"471","2015-02-03",10.96
"472","2015-02-04",10.94
"473","2015-02-05",10.97
"474","2015-02-06",10.92
"475","2015-02-09",11
"476","2015-02-10",10.96
"477","2015-02-11",10.99
"478","2015-02-12",10.98
"479","2015-02-13",10.89
"480","2015-02-17",10.96
"481","2015-02-18",10.93
"482","2015-02-19",10.95
"483","2015-02-20",10.89
"484","2015-02-23",10.95
"485","2015-02-24",11
"486","2015-02-25",11.08
"487","2015-02-26",11.04
"488","2015-02-27",11.05
"489","2015-03-02",11.08
"490","2015-03-03",11.09
"491","2015-03-04",11.09
"492","2015-03-05",11.18
"493","2015-03-06",11.02
"494","2015-03-09",11.05
"495","2015-03-10",11.07
"496","2015-03-11",11.03
"497","2015-03-12",11
"498","2015-03-13",10.98
"499","2015-03-16",11.04
"500","2015-03-17",10.23
"501","2015-03-18",10.62
"502","2015-03-19",10.6
"503","2015-03-20",10.75
"504","2015-03-23",10.75
"505","2015-03-24",10.72
"506","2015-03-25",10.68
"507","2015-03-26",10.63
"508","2015-03-27",10.62
"509","2015-03-30",10.68
"510","2015-03-31",10.65
"511","2015-04-01",10.61
"512","2015-04-02",10.62
"513","2015-04-06",10.68
"514","2015-04-07",10.8
"515","2015-04-08",10.86
"516","2015-04-09",10.81
"517","2015-04-10",10.85
"518","2015-04-13",10.73
"519","2015-04-14",10.76
"520","2015-04-15",10.87
"521","2015-04-16",10.83
"522","2015-04-17",10.77
"523","2015-04-20",10.82
"524","2015-04-21",10.75
"525","2015-04-22",10.85
"526","2015-04-23",10.84
"527","2015-04-24",10.88
"528","2015-04-27",10.85
"529","2015-04-28",10.82
"530","2015-04-29",10.78
"531","2015-04-30",10.6
"532","2015-05-01",10.61
"533","2015-05-04",10.68
"534","2015-05-05",10.6
"535","2015-05-06",10.49
"536","2015-05-07",10.46
"537","2015-05-08",10.5
"538","2015-05-11",10.67
"539","2015-05-12",10.46
"540","2015-05-13",10.25
"541","2015-05-14",10.32
"542","2015-05-15",10.16
"543","2015-05-18",10.2
"544","2015-05-19",10.16
"545","2015-05-20",10.13
"546","2015-05-21",10.12
"547","2015-05-22",10.07
"548","2015-05-26",9.71
"549","2015-05-27",9.88
"550","2015-05-28",10.03
"551","2015-05-29",9.98
"552","2015-06-01",10.06
"553","2015-06-02",10.06
"554","2015-06-03",9.97
"555","2015-06-04",9.96
"556","2015-06-05",9.87
"557","2015-06-08",9.74
"558","2015-06-09",9.67
"559","2015-06-10",9.65
"560","2015-06-11",9.56
"561","2015-06-12",9.31
"562","2015-06-15",9.01
"563","2015-06-16",8.86
"564","2015-06-17",8.99
"565","2015-06-18",9.05
"566","2015-06-19",9.37
"567","2015-06-22",9.07
"568","2015-06-23",8.94
"569","2015-06-24",8.9
"570","2015-06-25",8.76
"571","2015-06-26",8.62
"572","2015-06-29",8.39
"573","2015-06-30",8.35
"574","2015-07-01",8.48
"575","2015-07-02",8.64
"576","2015-07-06",8.69
"577","2015-07-07",8.85
"578","2015-07-08",8.83
"579","2015-07-09",8.67
"580","2015-07-10",8.6
"581","2015-07-13",8.2
"582","2015-07-14",7.93
"583","2015-07-15",7.83
"584","2015-07-16",7.6
"585","2015-07-17",7.62
"586","2015-07-20",7.45
"587","2015-07-21",7.47
"588","2015-07-22",7.52
"589","2015-07-23",7.48
"590","2015-07-24",7.32
"591","2015-07-27",7.35
"592","2015-07-28",7.27
"593","2015-07-29",7.36
"594","2015-07-30",7.43
"595","2015-07-31",7.58
"596","2015-08-03",7.45
"597","2015-08-04",7.3
"598","2015-08-05",7.01
"599","2015-08-06",6.84
"600","2015-08-07",6.98
"601","2015-08-10",6.81
"602","2015-08-11",6.5
"603","2015-08-12",6.54
"604","2015-08-13",6.82
"605","2015-08-14",6.71
"606","2015-08-17",6.6
"607","2015-08-18",6.64
"608","2015-08-19",6.76
"609","2015-08-20",6.82
"610","2015-08-21",6.76
"611","2015-08-24",6.32
"612","2015-08-25",6.15
"613","2015-08-26",6.16
"614","2015-08-27",6.25
"615","2015-08-28",6.33
"616","2015-08-31",6.31
"617","2015-09-01",6.23
"618","2015-09-02",6.27
"619","2015-09-03",6.32
"620","2015-09-04",6.34
"621","2015-09-08",6.62
"622","2015-09-09",6.53
"623","2015-09-10",6.52
"624","2015-09-11",6.42
"625","2015-09-14",6.41
"626","2015-09-15",6.35
"627","2015-09-16",6.35
"628","2015-09-17",6.45
"629","2015-09-18",7.09
"630","2015-09-21",6.98
"631","2015-09-22",6.99
"632","2015-09-23",6.99
"633","2015-09-24",7
"634","2015-09-25",6.81
"635","2015-09-28",6.58
"636","2015-09-29",6.35
"637","2015-09-30",6.32
"638","2015-10-01",6.28
"639","2015-10-02",6.26
"640","2015-10-05",6.79
"641","2015-10-06",7
"642","2015-10-07",7.06
"643","2015-10-08",7.2
"644","2015-10-09",7.18
"645","2015-10-12",7.1
"646","2015-10-13",6.92
"647","2015-10-14",6.95
"648","2015-10-15",6.97
"649","2015-10-16",7.01
"650","2015-10-19",6.95
"651","2015-10-20",6.96
"652","2015-10-21",6.9
"653","2015-10-22",6.91
"654","2015-10-23",6.91
"655","2015-10-26",6.79
"656","2015-10-27",6.62
"657","2015-10-28",6.79
"658","2015-10-29",6.71
"659","2015-10-30",6.66
"660","2015-11-02",6.73
"661","2015-11-03",7.07
"662","2015-11-04",6.86
"663","2015-11-05",6.83
"664","2015-11-06",6.74
"665","2015-11-09",6.7
"666","2015-11-10",6.75
"667","2015-11-11",6.77
"668","2015-11-12",6.62
"669","2015-11-13",6.5
"670","2015-11-16",6.4
"671","2015-11-17",6.33
"672","2015-11-18",6.33
"673","2015-11-19",6.49
"674","2015-11-20",6.71
"675","2015-11-23",6.73
"676","2015-11-24",6.68
"677","2015-11-25",6.77
"678","2015-11-27",6.82
"679","2015-11-30",6.83
"680","2015-12-01",6.72
"681","2015-12-02",6.44
"682","2015-12-03",6.44
"683","2015-12-04",6.33
"684","2015-12-07",6.27
"685","2015-12-08",6.16
"686","2015-12-09",6.2
"687","2015-12-10",6.13
"688","2015-12-11",5.78
"689","2015-12-14",4.84
"690","2015-12-15",5.07
"691","2015-12-16",5.15
"692","2015-12-17",5.16
"693","2015-12-18",5.11
"694","2015-12-21",5.15
"695","2015-12-22",5.22
"696","2015-12-23",5.4
"697","2015-12-24",5.48
"698","2015-12-28",5.42
"699","2015-12-29",5.21
"700","2015-12-30",5.25
"701","2015-12-31",5.46
"702","2016-01-04",5.65
"703","2016-01-05",5.74
"704","2016-01-06",5.87
"705","2016-01-07",5.59
"706","2016-01-08",5.71
"707","2016-01-11",5.58
"708","2016-01-12",5.4
"709","2016-01-13",4.86
"710","2016-01-14",4.65
"711","2016-01-15",4.62
"712","2016-01-19",4.23
"713","2016-01-20",4.13
"714","2016-01-21",4.27
"715","2016-01-22",4.42
"716","2016-01-25",4.23
"717","2016-01-26",4.53
"718","2016-01-27",4.37
"719","2016-01-28",4.48
"720","2016-01-29",4.66
"721","2016-02-01",4.66
"722","2016-02-02",4.55
"723","2016-02-03",4.69
"724","2016-02-04",4.74
"725","2016-02-05",4.68
"726","2016-02-08",4.51
"727","2016-02-09",4.27
"728","2016-02-10",4.2
"729","2016-02-11",3.96
"730","2016-02-12",4.13
"731","2016-02-16",4.17
"732","2016-02-17",4.31
"733","2016-02-18",4.46
"734","2016-02-19",4.41
"735","2016-02-22",4.54
"736","2016-02-23",4.59
"737","2016-02-24",4.56
"738","2016-02-25",4.57
"739","2016-02-26",4.82
"740","2016-02-29",4.82
"741","2016-03-01",4.99
"742","2016-03-02",5.31
"743","2016-03-03",5.49
"744","2016-03-04",5.47
"745","2016-03-07",5.47
"746","2016-03-08",5.33
"747","2016-03-09",5.29
"748","2016-03-10",5.25
"749","2016-03-11",5.27
"750","2016-03-14",5.15
"751","2016-03-15",5.18
"752","2016-03-16",5.11
"753","2016-03-17",5.22
"754","2016-03-18",5.45
"755","2016-03-21",5.42
"756","2016-03-22",5.48
"757","2016-03-23",5.33
"758","2016-03-24",5.51
"759","2016-03-28",5.25
"760","2016-03-29",5.43
"761","2016-03-30",5.47
"762","2016-03-31",5.6
"763","2016-04-01",5.55
"764","2016-04-04",5.6
"765","2016-04-05",5.56
"766","2016-04-06",5.59
"767","2016-04-07",5.65
"768","2016-04-08",5.77
"769","2016-04-11",5.95
"770","2016-04-12",6.05
"771","2016-04-13",6.15
"772","2016-04-14",6.08
"773","2016-04-15",6.08
"774","2016-04-18",6.05
"775","2016-04-19",6.15
"776","2016-04-20",6.14
"777","2016-04-21",6.03
"778","2016-04-22",6.06
"779","2016-04-25",6.09
"780","2016-04-26",6.14
"781","2016-04-27",6.17
"782","2016-04-28",6.03
"783","2016-04-29",6.05
"784","2016-05-02",6.02
"785","2016-05-03",5.9
"786","2016-05-04",6.02
"787","2016-05-05",6.05
"788","2016-05-06",6.04
"789","2016-05-09",6.1
"790","2016-05-10",6.16
"791","2016-05-11",5.43
"792","2016-05-12",5.07
"793","2016-05-13",5.09
"794","2016-05-16",5.11
"795","2016-05-17",5.09
"796","2016-05-18",4.94
"797","2016-05-19",4.89
"798","2016-05-20",4.99
"799","2016-05-23",4.99
"800","2016-05-24",5.03
"801","2016-05-25",5.05
"802","2016-05-26",5
"803","2016-05-27",5.01
"804","2016-05-31",5
"805","2016-06-01",5.07
"806","2016-06-02",5.18
"807","2016-06-03",5.31
"808","2016-06-06",5.56
"809","2016-06-07",5.56
"810","2016-06-08",5.47
"811","2016-06-09",5.43
"812","2016-06-10",5.45
"813","2016-06-13",5.32
"814","2016-06-14",5.22
"815","2016-06-15",5.33
"816","2016-06-16",5.36
"817","2016-06-17",5.39
"818","2016-06-20",5.41
"819","2016-06-21",5.44
"820","2016-06-22",5.4
"821","2016-06-23",5.45
"822","2016-06-24",5.43
"823","2016-06-27",5.26
"824","2016-06-28",5.31
"825","2016-06-29",5.44
"826","2016-06-30",5.48
"827","2016-07-01",5.6
"828","2016-07-05",5.62
"829","2016-07-06",5.83
"830","2016-07-07",5.74
"831","2016-07-08",5.89
"832","2016-07-11",5.97
"833","2016-07-12",5.96
"834","2016-07-13",5.81
"835","2016-07-14",5.86
"836","2016-07-15",5.81
"837","2016-07-18",5.87
"838","2016-07-19",5.92
"839","2016-07-20",5.96
"840","2016-07-21",5.94
"841","2016-07-22",5.95
"842","2016-07-25",5.87
"843","2016-07-26",5.84
"844","2016-07-27",5.84
"845","2016-07-28",5.88
"846","2016-07-29",5.85
"847","2016-08-01",5.93
"848","2016-08-02",5.86
"849","2016-08-03",5.93
"850","2016-08-04",5.92
"851","2016-08-05",5.89
"852","2016-08-08",5.91
"853","2016-08-09",5.95
"854","2016-08-10",5.99
"855","2016-08-11",5.96
"856","2016-08-12",5.98
"857","2016-08-15",5.97
"858","2016-08-16",5.93
"859","2016-08-17",5.91
"860","2016-08-18",5.91
"861","2016-08-19",5.87
"862","2016-08-22",5.87
"863","2016-08-23",5.9
"864","2016-08-24",5.88
"865","2016-08-25",5.9
"866","2016-08-26",5.84
"867","2016-08-29",5.82
"868","2016-08-30",5.8
"869","2016-08-31",5.74
"870","2016-09-01",5.68
"871","2016-09-02",5.85
"872","2016-09-06",5.94
"873","2016-09-07",5.9
"874","2016-09-08",5.98
"875","2016-09-09",5.72
"876","2016-09-12",5.81
"877","2016-09-13",5.66
"878","2016-09-14",5.55
"879","2016-09-15",5.59
"880","2016-09-16",5.53
"881","2016-09-19",5.63
"882","2016-09-20",5.61
"883","2016-09-21",5.66
"884","2016-09-22",5.73
"885","2016-09-23",5.69
"886","2016-09-26",5.68
"887","2016-09-27",5.55
"888","2016-09-28",5.63
"889","2016-09-29",5.58
"890","2016-09-30",5.68
"891","2016-10-03",5.6
"892","2016-10-04",5.52
"893","2016-10-05",5.46
"894","2016-10-06",5.46
"895","2016-10-07",5.46
"896","2016-10-10",5.49
"897","2016-10-11",5.51
"898","2016-10-12",5.54
"899","2016-10-13",5.46
"900","2016-10-14",5.33
"901","2016-10-17",5.27
"902","2016-10-18",5.24
"903","2016-10-19",5.26
"904","2016-10-20",5.26
"905","2016-10-21",5.24
"906","2016-10-24",5.25
"907","2016-10-25",5.27
"908","2016-10-26",5.24
"909","2016-10-27",5.25
"910","2016-10-28",5.22
"911","2016-10-31",5.22
"912","2016-11-01",5.14
"913","2016-11-02",5.18
"914","2016-11-03",5.11
"915","2016-11-04",5.12
"916","2016-11-07",5.16
"917","2016-11-08",5.18
"918","2016-11-09",5.35
"919","2016-11-10",5.38
"920","2016-11-11",5.34
"921","2016-11-14",5.82
"922","2016-11-15",5.94
"923","2016-11-16",6.04
"924","2016-11-17",5.1
"925","2016-11-18",5.12
"926","2016-11-21",5.02
"927","2016-11-22",5.05
"928","2016-11-23",5.08
"929","2016-11-25",5.13
"930","2016-11-28",5.18
"931","2016-11-29",5.17
"932","2016-11-30",5.08
"933","2016-12-01",5.12
"934","2016-12-02",5.15
"935","2016-12-05",5.21
"936","2016-12-06",5.35
"937","2016-12-07",5.31
"938","2016-12-08",5.36
"939","2016-12-09",5.5
"940","2016-12-12",5.48
"941","2016-12-13",5.31
"942","2016-12-14",5.15
"943","2016-12-15",5.09
"944","2016-12-16",5.16
"945","2016-12-19",5.25
"946","2016-12-20",5.32
"947","2016-12-21",5.32
"948","2016-12-22",5.24
"949","2016-12-23",5.21
"950","2016-12-27",5.19
"951","2016-12-28",4.93
"952","2016-12-29",4.95
"953","2016-12-30",4.97
"954","2017-01-03",5.13
"955","2017-01-04",5.21
"956","2017-01-05",5.19
"957","2017-01-06",5.2
"958","2017-01-09",5.24
"959","2017-01-10",5.25
"960","2017-01-11",5.26
"961","2017-01-12",5.17
"962","2017-01-13",5.16
"963","2017-01-17",5.22
"964","2017-01-18",5.18
"965","2017-01-19",5.16
"966","2017-01-20",5.2
"967","2017-01-23",5.24
"968","2017-01-24",5.23
"969","2017-01-25",5.27
"970","2017-01-26",5.24
"971","2017-01-27",5.22
"972","2017-01-30",5.23
"973","2017-01-31",5.2
"974","2017-02-01",5.21
"975","2017-02-02",5.22
"976","2017-02-03",5.25
"977","2017-02-06",5.28
"978","2017-02-07",5.25
"979","2017-02-08",5.26
"980","2017-02-09",5.25
"981","2017-02-10",5.35
"982","2017-02-13",5.33
"983","2017-02-14",5.27
"984","2017-02-15",5.26
"985","2017-02-16",5.23
"986","2017-02-17",5.22
"987","2017-02-21",5.18
"988","2017-02-22",5.15
"989","2017-02-23",5.13
"990","2017-02-24",5.18
"991","2017-02-27",5.22
"992","2017-02-28",5.22
"993","2017-03-01",5.2
"994","2017-03-02",5.15
"995","2017-03-03",5.16
"996","2017-03-06",5.12
"997","2017-03-07",5.12
"998","2017-03-08",5.09
"999","2017-03-09",4.99
"1000","2017-03-10",4.95
