"","date","CVLY"
"1","2007-01-03",14.313122
"2","2007-01-04",14.313122
"3","2007-01-05",14.313122
"4","2007-01-08",14.035956
"5","2007-01-09",13.858286
"6","2007-01-10",13.858286
"7","2007-01-11",14.035956
"8","2007-01-12",14.035956
"9","2007-01-16",13.979102
"10","2007-01-17",14.107024
"11","2007-01-18",14.107024
"12","2007-01-19",13.758791
"13","2007-01-22",13.844072
"14","2007-01-23",13.91514
"15","2007-01-24",13.91514
"16","2007-01-25",13.844072
"17","2007-01-26",13.844072
"18","2007-01-29",13.858286
"19","2007-01-30",14.192307
"20","2007-01-31",14.192307
"21","2007-02-01",13.886713
"22","2007-02-02",14.07149
"23","2007-02-05",14.000422
"24","2007-02-06",14.02885
"25","2007-02-07",13.964889
"26","2007-02-08",14.02885
"27","2007-02-09",14.035956
"28","2007-02-12",14.035956
"29","2007-02-13",14.035956
"30","2007-02-14",14.1852
"31","2007-02-15",14.1852
"32","2007-02-16",14.07149
"33","2007-02-20",14.107024
"34","2007-02-21",14.078597
"35","2007-02-22",14.121238
"36","2007-02-23",14.213627
"37","2007-02-26",14.469472
"38","2007-02-27",14.114131
"39","2007-02-28",14.114131
"40","2007-03-01",14.213627
"41","2007-03-02",14.213627
"42","2007-03-05",14.213627
"43","2007-03-06",14.249161
"44","2007-03-07",14.249161
"45","2007-03-08",14.249161
"46","2007-03-09",14.249161
"47","2007-03-12",14.348656
"48","2007-03-13",14.348656
"49","2007-03-14",14.213627
"50","2007-03-15",14.284695
"51","2007-03-16",14.284695
"52","2007-03-19",14.142558
"53","2007-03-20",13.89382
"54","2007-03-21",14.213627
"55","2007-03-22",14.213627
"56","2007-03-23",14.142558
"57","2007-03-26",14.213627
"58","2007-03-27",13.89382
"59","2007-03-28",13.89382
"60","2007-03-29",14.035956
"61","2007-03-30",13.524265
"62","2007-04-02",13.872499
"63","2007-04-03",13.851179
"64","2007-04-04",14.035956
"65","2007-04-05",13.858286
"66","2007-04-09",13.858286
"67","2007-04-10",13.716149
"68","2007-04-11",13.716149
"69","2007-04-12",13.716149
"70","2007-04-13",13.680615
"71","2007-04-16",13.858286
"72","2007-04-17",14.163878
"73","2007-04-18",14.178093
"74","2007-04-19",14.213627
"75","2007-04-20",14.103471
"76","2007-04-23",14.588511
"77","2007-04-24",14.5512
"78","2007-04-25",14.536276
"79","2007-04-26",14.334798
"80","2007-04-27",14.364646
"81","2007-04-30",14.364646
"82","2007-05-01",14.409419
"83","2007-05-02",14.692981
"84","2007-05-03",14.603436
"85","2007-05-04",14.513889
"86","2007-05-07",14.528813
"87","2007-05-08",14.498965
"88","2007-05-09",14.513889
"89","2007-05-10",14.34226
"90","2007-05-11",14.5512
"91","2007-05-14",14.439268
"92","2007-05-15",14.252714
"93","2007-05-16",14.439268
"94","2007-05-17",14.401958
"95","2007-05-18",14.401958
"96","2007-05-21",14.290025
"97","2007-05-22",14.648209
"98","2007-05-23",14.737754
"99","2007-05-24",14.424344
"100","2007-05-25",14.424344
"101","2007-05-29",14.364646
"102","2007-05-30",14.364646
"103","2007-05-31",14.595973
"104","2007-06-01",14.595973
"105","2007-06-04",14.260177
"106","2007-06-05",14.260177
"107","2007-06-06",14.260177
"108","2007-06-07",14.260177
"109","2007-06-08",14.595973
"110","2007-06-11",14.595973
"111","2007-06-12",14.185555
"112","2007-06-13",14.178093
"113","2007-06-14",14.469116
"114","2007-06-15",14.484041
"115","2007-06-18",14.484041
"116","2007-06-19",14.506428
"117","2007-06-20",14.200479
"118","2007-06-21",14.267638
"119","2007-06-22",14.222865
"120","2007-06-25",14.566125
"121","2007-06-26",14.566125
"122","2007-06-27",14.566125
"123","2007-06-28",14.312411
"124","2007-06-29",14.043774
"125","2007-07-02",14.543738
"126","2007-07-03",14.543738
"127","2007-07-05",14.543738
"128","2007-07-06",14.543738
"129","2007-07-09",14.103471
"130","2007-07-10",14.103471
"131","2007-07-11",14.536276
"132","2007-07-12",14.536276
"133","2007-07-13",14.536276
"134","2007-07-16",14.536276
"135","2007-07-17",14.409419
"136","2007-07-18",14.513889
"137","2007-07-19",14.536276
"138","2007-07-20",14.476579
"139","2007-07-23",14.476579
"140","2007-07-24",14.185555
"141","2007-07-25",13.804985
"142","2007-07-26",13.54381
"143","2007-07-27",13.54381
"144","2007-07-30",13.379642
"145","2007-07-31",13.491574
"146","2007-08-01",13.208013
"147","2007-08-02",13.208013
"148","2007-08-03",13.021459
"149","2007-08-06",13.625894
"150","2007-08-07",13.648279
"151","2007-08-08",13.118466
"152","2007-08-09",13.26771
"153","2007-08-10",12.999072
"154","2007-08-13",13.655742
"155","2007-08-14",13.073693
"156","2007-08-15",13.775136
"157","2007-08-16",13.424415
"158","2007-08-17",13.431877
"159","2007-08-20",13.804985
"160","2007-08-21",13.804985
"161","2007-08-22",13.804985
"162","2007-08-23",13.431877
"163","2007-08-24",13.431877
"164","2007-08-27",13.431877
"165","2007-08-28",13.797523
"166","2007-08-29",13.797523
"167","2007-08-30",13.797523
"168","2007-08-31",13.618431
"169","2007-09-04",13.618431
"170","2007-09-05",14.327335
"171","2007-09-06",14.13332
"172","2007-09-07",14.364646
"173","2007-09-10",14.178093
"174","2007-09-11",14.178093
"175","2007-09-12",14.17063
"176","2007-09-13",14.17063
"177","2007-09-14",14.17063
"178","2007-09-17",14.17063
"179","2007-09-18",14.140781
"180","2007-09-19",14.13332
"181","2007-09-20",14.140781
"182","2007-09-21",14.140781
"183","2007-09-24",13.551271
"184","2007-09-25",13.431877
"185","2007-09-26",13.431877
"186","2007-09-27",13.409491
"187","2007-09-28",13.431877
"188","2007-10-01",13.760212
"189","2007-10-02",13.760212
"190","2007-10-03",13.760212
"191","2007-10-04",13.804985
"192","2007-10-05",13.618431
"193","2007-10-08",13.804985
"194","2007-10-09",13.85722
"195","2007-10-10",13.431877
"196","2007-10-11",13.170702
"197","2007-10-12",13.424415
"198","2007-10-15",12.991611
"199","2007-10-16",13.178164
"200","2007-10-17",12.842367
