"","date","BBBY"
"1","2007-01-03",38.290001
"2","2007-01-04",38.779999
"3","2007-01-05",38.869999
"4","2007-01-08",39.709999
"5","2007-01-09",40.049999
"6","2007-01-10",40.290001
"7","2007-01-11",41.16
"8","2007-01-12",41.59
"9","2007-01-16",41.98
"10","2007-01-17",42.009998
"11","2007-01-18",42.16
"12","2007-01-19",41.93
"13","2007-01-22",41.459999
"14","2007-01-23",41.200001
"15","2007-01-24",41.540001
"16","2007-01-25",40.830002
"17","2007-01-26",40.700001
"18","2007-01-29",41.200001
"19","2007-01-30",41.040001
"20","2007-01-31",42.189999
"21","2007-02-01",41.91
"22","2007-02-02",41.82
"23","2007-02-05",41.279999
"24","2007-02-06",41.919998
"25","2007-02-07",41.93
"26","2007-02-08",42.209999
"27","2007-02-09",41.860001
"28","2007-02-12",41.869999
"29","2007-02-13",42.189999
"30","2007-02-14",42.959999
"31","2007-02-15",43
"32","2007-02-16",42.599998
"33","2007-02-20",42.98
"34","2007-02-21",42.650002
"35","2007-02-22",43.02
"36","2007-02-23",42.57
"37","2007-02-26",42.450001
"38","2007-02-27",40.599998
"39","2007-02-28",39.889999
"40","2007-03-01",39.759998
"41","2007-03-02",39.549999
"42","2007-03-05",39.130001
"43","2007-03-06",39.389999
"44","2007-03-07",39.470001
"45","2007-03-08",39.68
"46","2007-03-09",40.09
"47","2007-03-12",40.150002
"48","2007-03-13",38.830002
"49","2007-03-14",38.919998
"50","2007-03-15",38.950001
"51","2007-03-16",39.080002
"52","2007-03-19",39.650002
"53","2007-03-20",39.799999
"54","2007-03-21",40.740002
"55","2007-03-22",40.810001
"56","2007-03-23",41.200001
"57","2007-03-26",40.450001
"58","2007-03-27",40.150002
"59","2007-03-28",39.48
"60","2007-03-29",39.68
"61","2007-03-30",40.169998
"62","2007-04-02",40.400002
"63","2007-04-03",40.759998
"64","2007-04-04",40.849998
"65","2007-04-05",41.209999
"66","2007-04-09",41.389999
"67","2007-04-10",41.169998
"68","2007-04-11",40.73
"69","2007-04-12",40
"70","2007-04-13",40.73
"71","2007-04-16",41.669998
"72","2007-04-17",41.389999
"73","2007-04-18",41.450001
"74","2007-04-19",40.950001
"75","2007-04-20",41.650002
"76","2007-04-23",41.82
"77","2007-04-24",41.639999
"78","2007-04-25",41.630001
"79","2007-04-26",41.279999
"80","2007-04-27",41.330002
"81","2007-04-30",40.740002
"82","2007-05-01",40.549999
"83","2007-05-02",41.200001
"84","2007-05-03",40.689999
"85","2007-05-04",40.540001
"86","2007-05-07",40.790001
"87","2007-05-08",40.759998
"88","2007-05-09",41.639999
"89","2007-05-10",40.669998
"90","2007-05-11",41.150002
"91","2007-05-14",40.689999
"92","2007-05-15",39.950001
"93","2007-05-16",40.040001
"94","2007-05-17",39.810001
"95","2007-05-18",40.57
"96","2007-05-21",41.220001
"97","2007-05-22",40.869999
"98","2007-05-23",40.810001
"99","2007-05-24",40.450001
"100","2007-05-25",40.66
"101","2007-05-29",40.66
"102","2007-05-30",41.060001
"103","2007-05-31",40.66
"104","2007-06-01",40.5
"105","2007-06-04",40.470001
"106","2007-06-05",38.27
"107","2007-06-06",37.880001
"108","2007-06-07",37.34
"109","2007-06-08",37.619999
"110","2007-06-11",37.5
"111","2007-06-12",37.43
"112","2007-06-13",37.66
"113","2007-06-14",37.759998
"114","2007-06-15",37.959999
"115","2007-06-18",37.73
"116","2007-06-19",37.93
"117","2007-06-20",37.48
"118","2007-06-21",37.560001
"119","2007-06-22",37.139999
"120","2007-06-25",37.02
"121","2007-06-26",36.950001
"122","2007-06-27",37.560001
"123","2007-06-28",36.09
"124","2007-06-29",35.990002
"125","2007-07-02",36.09
"126","2007-07-03",36.049999
"127","2007-07-05",36.470001
"128","2007-07-06",36.720001
"129","2007-07-09",36.560001
"130","2007-07-10",35.549999
"131","2007-07-11",35.639999
"132","2007-07-12",36.279999
"133","2007-07-13",36.259998
"134","2007-07-16",35.990002
"135","2007-07-17",35.880001
"136","2007-07-18",35.990002
"137","2007-07-19",36.349998
"138","2007-07-20",36.830002
"139","2007-07-23",36.310001
"140","2007-07-24",35.650002
"141","2007-07-25",35.459999
"142","2007-07-26",35.049999
"143","2007-07-27",34.689999
"144","2007-07-30",35.599998
"145","2007-07-31",34.639999
"146","2007-08-01",35.389999
"147","2007-08-02",35.59
"148","2007-08-03",34.23
"149","2007-08-06",35.080002
"150","2007-08-07",35.139999
"151","2007-08-08",36.540001
"152","2007-08-09",35.73
"153","2007-08-10",35.360001
"154","2007-08-13",34.73
"155","2007-08-14",33.91
"156","2007-08-15",33.57
"157","2007-08-16",34.189999
"158","2007-08-17",34.25
"159","2007-08-20",33.849998
"160","2007-08-21",34.580002
"161","2007-08-22",34.52
"162","2007-08-23",34.369999
"163","2007-08-24",35.259998
"164","2007-08-27",34.630001
"165","2007-08-28",32.830002
"166","2007-08-29",34.57
"167","2007-08-30",34.040001
"168","2007-08-31",34.639999
"169","2007-09-04",34.330002
"170","2007-09-05",33.810001
