"","date","CREG"
"156","2007-08-15",22
"157","2007-08-16",22
"158","2007-08-17",22
"159","2007-08-20",23
"160","2007-08-21",23
"161","2007-08-22",25
"162","2007-08-23",26
"163","2007-08-24",26
"164","2007-08-27",26
"165","2007-08-28",26
"166","2007-08-29",26
"167","2007-08-30",30
"168","2007-08-31",30
"169","2007-09-04",30
"170","2007-09-05",30
"171","2007-09-06",30
"172","2007-09-07",30
"173","2007-09-10",30
"174","2007-09-11",30
"175","2007-09-12",27
"176","2007-09-13",27
"177","2007-09-14",27
"178","2007-09-17",27
"179","2007-09-18",30
"180","2007-09-19",27
"181","2007-09-20",27
"182","2007-09-21",45
"183","2007-09-24",81
"184","2007-09-25",101
"185","2007-09-26",82
"186","2007-09-27",69
"187","2007-09-28",66
"188","2007-10-01",70
"189","2007-10-02",69
"190","2007-10-03",79
"191","2007-10-04",122
"192","2007-10-05",112
"193","2007-10-08",100
"194","2007-10-09",83
"195","2007-10-10",76
"196","2007-10-11",74
"197","2007-10-12",75
"198","2007-10-15",76
"199","2007-10-16",77
"200","2007-10-17",76
"201","2007-10-18",75
"202","2007-10-19",72
"203","2007-10-22",72
"204","2007-10-23",80
"205","2007-10-24",106
"206","2007-10-25",114
"207","2007-10-26",121
"208","2007-10-29",137
"209","2007-10-30",127
"210","2007-10-31",127
"211","2007-11-01",121
"212","2007-11-02",125
"213","2007-11-05",121
"214","2007-11-06",161
"215","2007-11-07",159
"216","2007-11-08",164
"217","2007-11-09",167
"218","2007-11-12",166
"219","2007-11-13",180
"220","2007-11-14",250
"221","2007-11-15",260
"222","2007-11-16",302
"223","2007-11-19",280
"224","2007-11-20",271
"225","2007-11-21",224
"226","2007-11-23",220
"227","2007-11-26",210
"228","2007-11-27",224
"229","2007-11-28",224
"230","2007-11-29",249
"231","2007-11-30",250
"232","2007-12-03",250
"233","2007-12-04",255
"234","2007-12-05",250
"235","2007-12-06",245
"236","2007-12-07",245
"237","2007-12-10",244
"238","2007-12-11",240
"239","2007-12-12",225
"240","2007-12-13",223
"241","2007-12-14",225
"242","2007-12-17",220
"243","2007-12-18",215
"244","2007-12-19",225
"245","2007-12-20",230
"246","2007-12-21",225
"247","2007-12-24",230
"248","2007-12-26",220
"249","2007-12-27",216
"250","2007-12-28",215
"251","2007-12-31",215
"252","2008-01-02",220
"253","2008-01-03",207
"254","2008-01-04",215
"255","2008-01-07",215
"256","2008-01-08",215
"257","2008-01-09",205
"258","2008-01-10",206
"259","2008-01-11",210
"260","2008-01-14",225
"261","2008-01-15",225
"262","2008-01-16",225
"263","2008-01-17",225
"264","2008-01-18",221
"265","2008-01-22",224
"266","2008-01-23",224
"267","2008-01-24",229
"268","2008-01-25",227
"269","2008-01-28",230
"270","2008-01-29",230
"271","2008-01-30",240
"272","2008-01-31",243
"273","2008-02-01",238
"274","2008-02-04",250
"275","2008-02-05",250
"276","2008-02-06",250
"277","2008-02-07",250
"278","2008-02-08",248
"279","2008-02-11",250
"280","2008-02-12",252
"281","2008-02-13",265
"282","2008-02-14",272
"283","2008-02-15",270
"284","2008-02-19",265
"285","2008-02-20",240
"286","2008-02-21",253
"287","2008-02-22",226
"288","2008-02-25",208
"289","2008-02-26",206
"290","2008-02-27",220
"291","2008-02-28",208
"292","2008-02-29",205
"293","2008-03-03",205
"294","2008-03-04",204
"295","2008-03-05",200
"296","2008-03-06",200
"297","2008-03-07",180
"298","2008-03-10",150
"299","2008-03-11",155
"300","2008-03-12",156
"301","2008-03-13",151
"302","2008-03-14",150
"303","2008-03-17",150
"304","2008-03-18",159
"305","2008-03-19",150
"306","2008-03-20",150
"307","2008-03-24",140
"308","2008-03-25",130
"309","2008-03-26",125
"310","2008-03-27",135
"311","2008-03-28",145
"312","2008-03-31",145
"313","2008-04-01",125
"314","2008-04-02",135
"315","2008-04-03",135
"316","2008-04-04",128
"317","2008-04-07",116
"318","2008-04-08",116
"319","2008-04-09",113
"320","2008-04-10",113
"321","2008-04-11",110
"322","2008-04-14",116
"323","2008-04-15",112
"324","2008-04-16",110
"325","2008-04-17",110
"326","2008-04-18",107
"327","2008-04-21",107
"328","2008-04-22",107
"329","2008-04-23",116
"330","2008-04-24",125
"331","2008-04-25",130
"332","2008-04-28",187
"333","2008-04-29",188
"334","2008-04-30",187
"335","2008-05-01",177
"336","2008-05-02",175
"337","2008-05-05",160
"338","2008-05-06",150
"339","2008-05-07",105
"340","2008-05-08",150
"341","2008-05-09",150
"342","2008-05-12",150
"343","2008-05-13",149
"344","2008-05-14",140
"345","2008-05-15",140
"346","2008-05-16",135
"347","2008-05-19",135
"348","2008-05-20",135
"349","2008-05-21",133
"350","2008-05-22",133
"351","2008-05-23",130
"352","2008-05-27",128
"353","2008-05-28",123
"354","2008-05-29",126
"355","2008-05-30",116
"356","2008-06-02",112
"357","2008-06-03",110
"358","2008-06-04",134
"359","2008-06-05",134
"360","2008-06-06",134
"361","2008-06-09",130
"362","2008-06-10",118
"363","2008-06-11",118
"364","2008-06-12",125
"365","2008-06-13",125
"366","2008-06-16",130
"367","2008-06-17",140
"368","2008-06-18",130
"369","2008-06-19",140
"370","2008-06-20",140
"371","2008-06-23",138
"372","2008-06-24",136
"373","2008-06-25",110
"374","2008-06-26",121
"375","2008-06-27",124
"376","2008-06-30",124
"377","2008-07-01",127
"378","2008-07-02",126
"379","2008-07-03",125
"380","2008-07-07",124
"381","2008-07-08",124
"382","2008-07-09",124
"383","2008-07-10",115
"384","2008-07-11",125
"385","2008-07-14",125
"386","2008-07-15",125
"387","2008-07-16",114
"388","2008-07-17",110
"389","2008-07-18",111
"390","2008-07-21",115
"391","2008-07-22",125
"392","2008-07-23",134
"393","2008-07-24",133
"394","2008-07-25",133
"395","2008-07-28",134
"396","2008-07-29",134
"397","2008-07-30",134
"398","2008-07-31",120
"399","2008-08-01",130
"400","2008-08-04",80
"401","2008-08-05",100
"402","2008-08-06",110
"403","2008-08-07",103
"404","2008-08-08",109
"405","2008-08-11",108
"406","2008-08-12",121
"407","2008-08-13",123
"408","2008-08-14",129
"409","2008-08-15",123
"410","2008-08-18",124
"411","2008-08-19",125
"412","2008-08-20",125
"413","2008-08-21",125
"414","2008-08-22",125
"415","2008-08-25",125
"416","2008-08-26",125
"417","2008-08-27",125
"418","2008-08-28",125
"419","2008-08-29",125
"420","2008-09-02",125
"421","2008-09-03",125
"422","2008-09-04",125
"423","2008-09-05",105
"424","2008-09-08",105
"425","2008-09-09",104
"426","2008-09-10",104
"427","2008-09-11",120
"428","2008-09-12",120
"429","2008-09-15",120
"430","2008-09-16",105
"431","2008-09-17",109
"432","2008-09-18",109
"433","2008-09-19",117
"434","2008-09-22",109
"435","2008-09-23",109
"436","2008-09-24",109
"437","2008-09-25",109
"438","2008-09-26",109
"439","2008-09-29",109
"440","2008-09-30",110
"441","2008-10-01",109
"442","2008-10-02",109
"443","2008-10-03",109
"444","2008-10-06",108
"445","2008-10-07",108
"446","2008-10-08",108
"447","2008-10-09",85
"448","2008-10-10",75
"449","2008-10-13",85
"450","2008-10-14",85
"451","2008-10-15",85
"452","2008-10-16",85
"453","2008-10-17",85
"454","2008-10-20",100
"455","2008-10-21",100
"456","2008-10-22",100
"457","2008-10-23",100
"458","2008-10-24",100
"459","2008-10-27",75
"460","2008-10-28",67
"461","2008-10-29",67
"462","2008-10-30",67
"463","2008-10-31",99
"464","2008-11-03",99
"465","2008-11-04",99
"466","2008-11-05",99
"467","2008-11-06",99
"468","2008-11-07",99
"469","2008-11-10",99
"470","2008-11-11",99
"471","2008-11-12",99
"472","2008-11-13",99
"473","2008-11-14",99
"474","2008-11-17",67
"475","2008-11-18",67
"476","2008-11-19",65
"477","2008-11-20",65
"478","2008-11-21",65
"479","2008-11-24",41
"480","2008-11-25",51
"481","2008-11-26",51
"482","2008-11-28",55
"483","2008-12-01",55
"484","2008-12-02",55
"485","2008-12-03",55
"486","2008-12-04",55
"487","2008-12-05",55
"488","2008-12-08",55
"489","2008-12-09",53
"490","2008-12-10",53
"491","2008-12-11",53
"492","2008-12-12",53
"493","2008-12-15",53
"494","2008-12-16",53
"495","2008-12-17",53
"496","2008-12-18",40
"497","2008-12-19",40
"498","2008-12-22",40
"499","2008-12-23",40
"500","2008-12-24",40
"501","2008-12-26",30
"502","2008-12-29",27
"503","2008-12-30",51
"504","2008-12-31",51
"505","2009-01-02",32
"506","2009-01-05",51
"507","2009-01-06",49
"508","2009-01-07",49
"509","2009-01-08",51
"510","2009-01-09",51
"511","2009-01-12",45
"512","2009-01-13",45
"513","2009-01-14",45
"514","2009-01-15",45
"515","2009-01-16",51
"516","2009-01-20",40
"517","2009-01-21",75
"518","2009-01-22",75
"519","2009-01-23",75
"520","2009-01-26",35
"521","2009-01-27",35
"522","2009-01-28",75
"523","2009-01-29",75
"524","2009-01-30",75
"525","2009-02-02",75
"526","2009-02-03",75
"527","2009-02-04",75
"528","2009-02-05",75
"529","2009-02-06",75
"530","2009-02-09",40
"531","2009-02-10",59
"532","2009-02-11",59
"533","2009-02-12",59
"534","2009-02-13",50
"535","2009-02-17",50
"536","2009-02-18",50
"537","2009-02-19",37
"538","2009-02-20",37
"539","2009-02-23",50
"540","2009-02-24",50
"541","2009-02-25",50
"542","2009-02-26",50
"543","2009-02-27",50
"544","2009-03-02",35
"545","2009-03-03",35
"546","2009-03-04",35
"547","2009-03-05",35
"548","2009-03-06",35
"549","2009-03-09",51
"550","2009-03-10",51
"551","2009-03-11",51
"552","2009-03-12",40
"553","2009-03-13",40
"554","2009-03-16",40
"555","2009-03-17",40
"556","2009-03-18",22
"557","2009-03-19",23
"558","2009-03-20",22
"559","2009-03-23",22
"560","2009-03-24",40
"561","2009-03-25",39
"562","2009-03-26",50
"563","2009-03-27",48
"564","2009-03-30",44
"565","2009-03-31",44
"566","2009-04-01",44
"567","2009-04-02",43
"568","2009-04-03",47
"569","2009-04-06",30
"570","2009-04-07",30
"571","2009-04-08",31
"572","2009-04-09",33
"573","2009-04-13",47
"574","2009-04-14",35
"575","2009-04-15",47
"576","2009-04-16",50
"577","2009-04-17",48
"578","2009-04-20",35
"579","2009-04-21",47
"580","2009-04-22",47
"581","2009-04-23",47
"582","2009-04-24",47
"583","2009-04-27",47
"584","2009-04-28",47
"585","2009-04-29",47
"586","2009-04-30",47
"587","2009-05-01",47
"588","2009-05-04",47
"589","2009-05-05",34
"590","2009-05-06",45
"591","2009-05-07",45
"592","2009-05-08",36
"593","2009-05-11",47
"594","2009-05-12",47
"595","2009-05-13",47
"596","2009-05-14",40
"597","2009-05-15",47
"598","2009-05-18",47
"599","2009-05-19",47
"600","2009-05-20",47
"601","2009-05-21",47
"602","2009-05-22",47
"603","2009-05-26",47
"604","2009-05-27",47
"605","2009-05-28",47
"606","2009-05-29",47
"607","2009-06-01",55
"608","2009-06-02",100
"609","2009-06-03",99
"610","2009-06-04",99
"611","2009-06-05",99
"612","2009-06-08",99
"613","2009-06-09",99
"614","2009-06-10",99
"615","2009-06-11",99
"616","2009-06-12",99
"617","2009-06-15",98
"618","2009-06-16",98
"619","2009-06-17",98
"620","2009-06-18",95
"621","2009-06-19",95
"622","2009-06-22",95
"623","2009-06-23",95
"624","2009-06-24",90
"625","2009-06-25",99
"626","2009-06-26",99
"627","2009-06-29",99
"628","2009-06-30",99
"629","2009-07-01",98
"630","2009-07-02",81
"631","2009-07-06",94
"632","2009-07-07",93
"633","2009-07-08",101
"634","2009-07-09",87
"635","2009-07-10",96
"636","2009-07-13",95
"637","2009-07-14",65
"638","2009-07-15",75
"639","2009-07-16",70
"640","2009-07-17",70
"641","2009-07-20",70
"642","2009-07-21",80
"643","2009-07-22",80
"644","2009-07-23",85
"645","2009-07-24",85
"646","2009-07-27",85
"647","2009-07-28",85
"648","2009-07-29",85
"649","2009-07-30",95
"650","2009-07-31",130
"651","2009-08-03",130
"652","2009-08-04",125
"653","2009-08-05",115
"654","2009-08-06",115
"655","2009-08-07",115
"656","2009-08-10",115
"657","2009-08-11",115
"658","2009-08-12",115
"659","2009-08-13",115
"660","2009-08-14",115
"661","2009-08-17",115
"662","2009-08-18",107
"663","2009-08-19",119
"664","2009-08-20",119
"665","2009-08-21",130
"666","2009-08-24",130
"667","2009-08-25",130
"668","2009-08-26",130
"669","2009-08-27",130
"670","2009-08-28",140
"671","2009-08-31",130
"672","2009-09-01",120
"673","2009-09-02",149
"674","2009-09-03",140
"675","2009-09-04",133
"676","2009-09-08",139
"677","2009-09-09",148
"678","2009-09-10",178
"679","2009-09-11",174
"680","2009-09-14",172
"681","2009-09-15",175
"682","2009-09-16",175
"683","2009-09-17",175
"684","2009-09-18",175
"685","2009-09-21",175
"686","2009-09-22",175
"687","2009-09-23",175
"688","2009-09-24",172
"689","2009-09-25",169
"690","2009-09-28",173
"691","2009-09-29",173
"692","2009-09-30",173
"693","2009-10-01",175
"694","2009-10-02",175
"695","2009-10-05",176
"696","2009-10-06",175
"697","2009-10-07",175
"698","2009-10-08",175
"699","2009-10-09",188
"700","2009-10-12",200
"701","2009-10-13",200
"702","2009-10-14",219
"703","2009-10-15",252
"704","2009-10-16",252
"705","2009-10-19",275
"706","2009-10-20",265
"707","2009-10-21",260
"708","2009-10-22",252
"709","2009-10-23",250
"710","2009-10-26",220
"711","2009-10-27",200
"712","2009-10-28",192
"713","2009-10-29",184
"714","2009-10-30",185
"715","2009-11-02",231
"716","2009-11-03",225
"717","2009-11-04",235
"718","2009-11-05",235
"719","2009-11-06",216
"720","2009-11-09",230
"721","2009-11-10",235
"722","2009-11-11",235
"723","2009-11-12",245
"724","2009-11-13",270
"725","2009-11-16",275
"726","2009-11-17",270
"727","2009-11-18",285
"728","2009-11-19",283
"729","2009-11-20",283
"730","2009-11-23",268
"731","2009-11-24",265
"732","2009-11-25",270
"733","2009-11-27",241
"734","2009-11-30",280
"735","2009-12-01",275
"736","2009-12-02",265
"737","2009-12-03",274
"738","2009-12-04",278
"739","2009-12-07",278
"740","2009-12-08",280
"741","2009-12-09",288
"742","2009-12-10",310
"743","2009-12-11",345
"744","2009-12-14",351
"745","2009-12-15",330
"746","2009-12-16",337
"747","2009-12-17",340
"748","2009-12-18",335
"749","2009-12-21",333
"750","2009-12-22",365
"751","2009-12-23",369
"752","2009-12-24",369
"753","2009-12-28",373
"754","2009-12-29",386
"755","2009-12-30",415
"756","2009-12-31",412
"757","2010-01-04",410
"758","2010-01-05",405
"759","2010-01-06",402
"760","2010-01-07",395
"761","2010-01-08",391
"762","2010-01-11",465
"763","2010-01-12",473
"764","2010-01-13",435
"765","2010-01-14",475
"766","2010-01-15",460
"767","2010-01-19",484
"768","2010-01-20",468
"769","2010-01-21",475
"770","2010-01-22",468
"771","2010-01-25",390
"772","2010-01-26",363
"773","2010-01-27",325
"774","2010-01-28",380
"775","2010-01-29",385
"776","2010-02-01",388
"777","2010-02-02",400
"778","2010-02-03",365
"779","2010-02-04",385
"780","2010-02-05",355
"781","2010-02-08",355
"782","2010-02-09",375
"783","2010-02-10",356
"784","2010-02-11",385
"785","2010-02-12",385
"786","2010-02-16",392
"787","2010-02-17",390
"788","2010-02-18",395
"789","2010-02-19",380
"790","2010-02-22",394
"791","2010-02-23",400
"792","2010-02-24",390
"793","2010-02-25",390
"794","2010-02-26",415
"795","2010-03-01",473
"796","2010-03-02",480
"797","2010-03-03",476
"798","2010-03-04",480
"799","2010-03-05",500
"800","2010-03-08",515
"801","2010-03-09",518
"802","2010-03-10",508
"803","2010-03-11",520
"804","2010-03-12",515
"805","2010-03-15",471
"806","2010-03-16",454
"807","2010-03-17",515
"808","2010-03-18",525
"809","2010-03-19",573
"810","2010-03-22",545
"811","2010-03-23",518
"812","2010-03-24",565
"813","2010-03-25",590
"814","2010-03-26",570
"815","2010-03-29",543
"816","2010-03-30",509
"817","2010-03-31",500
"818","2010-04-01",499
"819","2010-04-05",509
"820","2010-04-06",495
"821","2010-04-07",450
"822","2010-04-08",413
"823","2010-04-09",452
"824","2010-04-12",430
"825","2010-04-13",415
"826","2010-04-14",421
"827","2010-04-15",419
"828","2010-04-16",406
"829","2010-04-19",413
"830","2010-04-20",400
"831","2010-04-21",402
"832","2010-04-22",385
"833","2010-04-23",394
"834","2010-04-26",404
"835","2010-04-27",387
"836","2010-04-28",393
"837","2010-04-29",362
"838","2010-04-30",316
"839","2010-05-03",325
"840","2010-05-04",323
"841","2010-05-05",323
"842","2010-05-06",305
"843","2010-05-07",291
"844","2010-05-10",341
"845","2010-05-11",365
"846","2010-05-12",400
"847","2010-05-13",360
"848","2010-05-14",362
"849","2010-05-17",331
"850","2010-05-18",341
"851","2010-05-19",316
"852","2010-05-20",295
"853","2010-05-21",320
"854","2010-05-24",335
"855","2010-05-25",335
"856","2010-05-26",345
"857","2010-05-27",353
"858","2010-05-28",342
"859","2010-06-01",325
"860","2010-06-02",312
"861","2010-06-03",325
"862","2010-06-04",311
"863","2010-06-07",311
"864","2010-06-08",312
"865","2010-06-09",312
"866","2010-06-10",300
"867","2010-06-11",300
"868","2010-06-14",302
"869","2010-06-15",300
"870","2010-06-16",297
"871","2010-06-17",308
"872","2010-06-18",318
"873","2010-06-21",323
"874","2010-06-22",310
"875","2010-06-23",310
"876","2010-06-24",320
"877","2010-06-25",315
"878","2010-06-28",360
"879","2010-06-29",363
"880","2010-06-30",375
"881","2010-07-01",330
"882","2010-07-02",329
"883","2010-07-06",330
"884","2010-07-07",306
"885","2010-07-08",310
"886","2010-07-09",316
"887","2010-07-12",320
"888","2010-07-13",329
"889","2010-07-14",329
"890","2010-07-15",327
"891","2010-07-16",325
"892","2010-07-19",315
"893","2010-07-20",316
"894","2010-07-21",315
"895","2010-07-22",319
"896","2010-07-23",359
"897","2010-07-26",360
"898","2010-07-27",360
"899","2010-07-28",360
"900","2010-07-29",357
"901","2010-07-30",360
"902","2010-08-02",360
"903","2010-08-03",362
"904","2010-08-04",361
"905","2010-08-05",343
"906","2010-08-06",349
"907","2010-08-09",335
"908","2010-08-10",328
"909","2010-08-11",334
"910","2010-08-12",314
"911","2010-08-13",305
"912","2010-08-16",325
"913","2010-08-17",318
"914","2010-08-18",309
"915","2010-08-19",324
"916","2010-08-20",320
"917","2010-08-23",335
"918","2010-08-24",337
"919","2010-08-25",328
"920","2010-08-26",329
"921","2010-08-27",320
"922","2010-08-30",335
"923","2010-08-31",329
"924","2010-09-01",323
"925","2010-09-02",316
"926","2010-09-03",322
"927","2010-09-07",313
"928","2010-09-08",318
"929","2010-09-09",298
"930","2010-09-10",310
"931","2010-09-13",319
"932","2010-09-14",305
"933","2010-09-15",290
"934","2010-09-16",290
"935","2010-09-17",317
"936","2010-09-20",301
"937","2010-09-21",290
"938","2010-09-22",296
"939","2010-09-23",304
"940","2010-09-24",301
"941","2010-09-27",295
"942","2010-09-28",295
"943","2010-09-29",300
"944","2010-09-30",313
"945","2010-10-01",312
"946","2010-10-04",308
"947","2010-10-05",303
"948","2010-10-06",300
"949","2010-10-07",298
"950","2010-10-08",305
"951","2010-10-11",324
"952","2010-10-12",315
"953","2010-10-13",335
"954","2010-10-14",321
"955","2010-10-15",314
"956","2010-10-18",327
"957","2010-10-19",318
"958","2010-10-20",312
"959","2010-10-21",315
"960","2010-10-22",315
"961","2010-10-25",315
"962","2010-10-26",314
"963","2010-10-27",320
"964","2010-10-28",320
"965","2010-10-29",315
"966","2010-11-01",316
"967","2010-11-02",325
"968","2010-11-03",320
"969","2010-11-04",324
"970","2010-11-05",328
"971","2010-11-08",333
"972","2010-11-09",350
"973","2010-11-10",343
"974","2010-11-11",329
"975","2010-11-12",321
"976","2010-11-15",328
"977","2010-11-16",318
"978","2010-11-17",312
"979","2010-11-18",312
"980","2010-11-19",310
"981","2010-11-22",310
"982","2010-11-23",308
"983","2010-11-24",305
"984","2010-11-26",300
"985","2010-11-29",296
"986","2010-11-30",298
"987","2010-12-01",288
"988","2010-12-02",285
"989","2010-12-03",285
"990","2010-12-06",264
"991","2010-12-07",265
"992","2010-12-08",291
"993","2010-12-09",298
"994","2010-12-10",295
"995","2010-12-13",300
"996","2010-12-14",297
"997","2010-12-15",298
"998","2010-12-16",300
"999","2010-12-17",300
"1000","2010-12-20",318
"1001","2010-12-21",303
"1002","2010-12-22",305
"1003","2010-12-23",297
"1004","2010-12-27",299
"1005","2010-12-28",301
"1006","2010-12-29",301
"1007","2010-12-30",315
"1008","2010-12-31",305
"1009","2011-01-03",304
"1010","2011-01-04",287
"1011","2011-01-05",295
"1012","2011-01-06",304
"1013","2011-01-07",305
"1014","2011-01-10",294
"1015","2011-01-11",304
"1016","2011-01-12",309
"1017","2011-01-13",315
"1018","2011-01-14",315
"1019","2011-01-18",322
"1020","2011-01-19",320
"1021","2011-01-20",317
"1022","2011-01-21",314
"1023","2011-01-24",308
"1024","2011-01-25",296
"1025","2011-01-26",292
"1026","2011-01-27",296
"1027","2011-01-28",299
"1028","2011-01-31",300
"1029","2011-02-01",309
"1030","2011-02-02",314
"1031","2011-02-03",305
"1032","2011-02-04",308
"1033","2011-02-07",313
"1034","2011-02-08",314
"1035","2011-02-09",313
"1036","2011-02-10",298
"1037","2011-02-11",297
"1038","2011-02-14",287
"1039","2011-02-15",282
"1040","2011-02-16",307
"1041","2011-02-17",298
"1042","2011-02-18",295
"1043","2011-02-22",296
"1044","2011-02-23",289
"1045","2011-02-24",289
"1046","2011-02-25",283
"1047","2011-02-28",280
"1048","2011-03-01",276
"1049","2011-03-02",269
"1050","2011-03-03",270
"1051","2011-03-04",259
"1052","2011-03-07",262
"1053","2011-03-08",261
"1054","2011-03-09",260
"1055","2011-03-10",265
"1056","2011-03-11",260
"1057","2011-03-14",260
"1058","2011-03-15",253
"1059","2011-03-16",230
"1060","2011-03-17",226
"1061","2011-03-18",241
"1062","2011-03-21",233
"1063","2011-03-22",252
"1064","2011-03-23",254
"1065","2011-03-24",253
"1066","2011-03-25",242
"1067","2011-03-28",258
"1068","2011-03-29",271
"1069","2011-03-30",263
"1070","2011-03-31",269
"1071","2011-04-01",281
"1072","2011-04-04",281
"1073","2011-04-05",253
"1074","2011-04-06",250
"1075","2011-04-07",245
"1076","2011-04-08",237
"1077","2011-04-11",245
"1078","2011-04-12",253
"1079","2011-04-13",241
"1080","2011-04-14",249
"1081","2011-04-15",242
"1082","2011-04-18",246
"1083","2011-04-19",240
"1084","2011-04-20",237
"1085","2011-04-21",244
"1086","2011-04-25",248
"1087","2011-04-26",235
"1088","2011-04-27",235
"1089","2011-04-28",244
"1090","2011-04-29",233
"1091","2011-05-02",232
"1092","2011-05-03",238
"1093","2011-05-04",235
"1094","2011-05-05",228
"1095","2011-05-06",225
"1096","2011-05-09",222
"1097","2011-05-10",229
"1098","2011-05-11",222
"1099","2011-05-12",216
"1100","2011-05-13",202
"1101","2011-05-16",248
"1102","2011-05-17",236
"1103","2011-05-18",233
"1104","2011-05-19",245
"1105","2011-05-20",228
"1106","2011-05-23",222
"1107","2011-05-24",210
"1108","2011-05-25",193
"1109","2011-05-26",177
"1110","2011-05-27",181
"1111","2011-05-31",198
"1112","2011-06-01",196
"1113","2011-06-02",190
"1114","2011-06-03",191
"1115","2011-06-06",193
"1116","2011-06-07",192
"1117","2011-06-08",190
"1118","2011-06-09",195
"1119","2011-06-10",190
"1120","2011-06-13",209
"1121","2011-06-14",222
"1122","2011-06-15",210
"1123","2011-06-16",214
"1124","2011-06-17",209
"1125","2011-06-20",209
"1126","2011-06-21",209
"1127","2011-06-22",217
"1128","2011-06-23",202
"1129","2011-06-24",215
"1130","2011-06-27",215
"1131","2011-06-28",212
"1132","2011-06-29",215
"1133","2011-06-30",202
"1134","2011-07-01",210
"1135","2011-07-05",210
"1136","2011-07-06",210
"1137","2011-07-07",206
"1138","2011-07-08",210
"1139","2011-07-11",208
"1140","2011-07-12",196
"1141","2011-07-13",191
"1142","2011-07-14",198
"1143","2011-07-15",187
"1144","2011-07-18",193
"1145","2011-07-19",188
"1146","2011-07-20",188
"1147","2011-07-21",191
"1148","2011-07-22",198
"1149","2011-07-25",192
"1150","2011-07-26",193
"1151","2011-07-27",191
"1152","2011-07-28",192
