"","date","TCP"
"1","2007-01-03",35.919998
"2","2007-01-04",36.189999
"3","2007-01-05",35.82
"4","2007-01-08",35.75
"5","2007-01-09",35.509998
"6","2007-01-10",35.990002
"7","2007-01-11",35.290001
"8","2007-01-12",35.599998
"9","2007-01-16",35.700001
"10","2007-01-17",35.82
"11","2007-01-18",35.849998
"12","2007-01-19",35.959999
"13","2007-01-22",36.27
"14","2007-01-23",36.950001
"15","2007-01-24",36.959999
"16","2007-01-25",36.560001
"17","2007-01-26",37.02
"18","2007-01-29",36.349998
"19","2007-01-30",36.029999
"20","2007-01-31",36.32
"21","2007-02-01",36.82
"22","2007-02-02",36.540001
"23","2007-02-05",36.740002
"24","2007-02-06",36.639999
"25","2007-02-07",36.779999
"26","2007-02-08",36.650002
"27","2007-02-09",36.029999
"28","2007-02-12",35.98
"29","2007-02-13",36.459999
"30","2007-02-14",36.639999
"31","2007-02-15",36.299999
"32","2007-02-16",36.599998
"33","2007-02-20",36.119999
"34","2007-02-21",37.360001
"35","2007-02-22",36.889999
"36","2007-02-23",36.830002
"37","2007-02-26",36.900002
"38","2007-02-27",36.700001
"39","2007-02-28",36.220001
"40","2007-03-01",36.700001
"41","2007-03-02",37.150002
"42","2007-03-05",36.849998
"43","2007-03-06",37.540001
"44","2007-03-07",37.290001
"45","2007-03-08",36.75
"46","2007-03-09",37
"47","2007-03-12",36.73
"48","2007-03-13",36.720001
"49","2007-03-14",36.77
"50","2007-03-15",37.080002
"51","2007-03-16",36.860001
"52","2007-03-19",37
"53","2007-03-20",36.939999
"54","2007-03-21",36.970001
"55","2007-03-22",37.110001
"56","2007-03-23",36.91
"57","2007-03-26",36.799999
"58","2007-03-27",36.650002
"59","2007-03-28",36.419998
"60","2007-03-29",36.490002
"61","2007-03-30",36.48
"62","2007-04-02",36.57
"63","2007-04-03",36.34
"64","2007-04-04",36.799999
"65","2007-04-05",37.580002
"66","2007-04-09",38.07
"67","2007-04-10",38.040001
"68","2007-04-11",37.830002
"69","2007-04-12",37.599998
"70","2007-04-13",37.75
"71","2007-04-16",37.790001
"72","2007-04-17",37.889999
"73","2007-04-18",38
"74","2007-04-19",39.599998
"75","2007-04-20",39.950001
"76","2007-04-23",41.049999
"77","2007-04-24",41.009998
"78","2007-04-25",41.619999
"79","2007-04-26",41.75
"80","2007-04-27",40.799999
"81","2007-04-30",41.5
"82","2007-05-01",41.869999
"83","2007-05-02",42.540001
"84","2007-05-03",42.439999
"85","2007-05-04",42.830002
"86","2007-05-07",42.23
"87","2007-05-08",42.400002
"88","2007-05-09",42.450001
"89","2007-05-10",42.16
"90","2007-05-11",42.209999
"91","2007-05-14",41.919998
"92","2007-05-15",41.779999
"93","2007-05-16",41.209999
"94","2007-05-17",41.279999
"95","2007-05-18",41
"96","2007-05-21",41.049999
"97","2007-05-22",40.82
"98","2007-05-23",40.509998
"99","2007-05-24",40.080002
"100","2007-05-25",40.48
"101","2007-05-29",40.5
"102","2007-05-30",40.75
"103","2007-05-31",40.75
"104","2007-06-01",41
"105","2007-06-04",40.889999
"106","2007-06-05",41.009998
"107","2007-06-06",40.650002
"108","2007-06-07",40.299999
"109","2007-06-08",40.400002
"110","2007-06-11",39.799999
"111","2007-06-12",39.48
"112","2007-06-13",39.779999
"113","2007-06-14",39.98
"114","2007-06-15",39.82
"115","2007-06-18",39.75
"116","2007-06-19",39.639999
"117","2007-06-20",39.75
"118","2007-06-21",39.93
"119","2007-06-22",39.419998
"120","2007-06-25",39.200001
"121","2007-06-26",39.23
"122","2007-06-27",38.919998
"123","2007-06-28",39.099998
"124","2007-06-29",39.5
"125","2007-07-02",39.77
"126","2007-07-03",39.82
"127","2007-07-05",39.98
"128","2007-07-06",39.759998
"129","2007-07-09",40.130001
"130","2007-07-10",39.98
"131","2007-07-11",39.990002
"132","2007-07-12",39.91
"133","2007-07-13",40.200001
"134","2007-07-16",39.889999
"135","2007-07-17",40.049999
