"","date","CPS"
"97","2010-10-13",38
"98","2010-10-14",37.75
"99","2010-10-15",37.75
"100","2010-10-18",38.5
"101","2010-10-19",38.150002
"102","2010-10-20",38.5
"103","2010-10-21",39
"104","2010-10-22",38.900002
"105","2010-10-25",40
"106","2010-10-26",39.990002
"107","2010-10-27",40
"108","2010-10-28",42.5
"109","2010-10-29",42.5
"110","2010-11-01",41
"111","2010-11-02",42
"112","2010-11-03",41.25
"113","2010-11-04",42
"114","2010-11-05",45
"115","2010-11-08",45
"116","2010-11-09",46
"117","2010-11-10",46
"118","2010-11-11",46
"119","2010-11-12",45
"120","2010-11-15",46
"121","2010-11-16",44.75
"122","2010-11-17",43.900002
"123","2010-11-18",43.900002
"124","2010-11-19",43.900002
"125","2010-11-22",44.25
"126","2010-11-23",44.75
"127","2010-11-24",43.970001
"128","2010-11-26",43.970001
"129","2010-11-29",43.5
"130","2010-11-30",42.5
"131","2010-12-01",43
"132","2010-12-02",42
"133","2010-12-03",42
"134","2010-12-06",42.5
"135","2010-12-07",42.75
"136","2010-12-08",42.75
"137","2010-12-09",42.75
"138","2010-12-10",42.200001
"139","2010-12-13",43.5
"140","2010-12-14",43.400002
"141","2010-12-15",43.5
"142","2010-12-16",43.5
"143","2010-12-17",44.5
"144","2010-12-20",44.5
"145","2010-12-21",45.25
"146","2010-12-22",46.5
"147","2010-12-23",46.5
"148","2010-12-27",46.5
"149","2010-12-28",46.5
"150","2010-12-29",46.5
"151","2010-12-30",46.25
"152","2010-12-31",45
"153","2011-01-03",48
"154","2011-01-04",46.5
"155","2011-01-05",47.25
"156","2011-01-06",47.25
"157","2011-01-07",48
"158","2011-01-10",47.27
"159","2011-01-11",49.75
"160","2011-01-12",50
"161","2011-01-13",50
"162","2011-01-14",51.5
"163","2011-01-18",51.75
"164","2011-01-19",51.25
"165","2011-01-20",51
"166","2011-01-21",50.549999
"167","2011-01-24",50.5
"168","2011-01-25",50.25
"169","2011-01-26",50.5
"170","2011-01-27",50.5
"171","2011-01-28",49.5
"172","2011-01-31",49.5
"173","2011-02-01",49.700001
"174","2011-02-02",49.900002
"175","2011-02-03",49.75
"176","2011-02-04",49.950001
"177","2011-02-07",50
"178","2011-02-08",50.5
"179","2011-02-09",50.200001
"180","2011-02-10",50.200001
"181","2011-02-11",50.25
"182","2011-02-14",50
"183","2011-02-15",50
"184","2011-02-16",50
"185","2011-02-17",49.799999
"186","2011-02-18",50
"187","2011-02-22",49.849998
"188","2011-02-23",49.799999
"189","2011-02-24",49.75
"190","2011-02-25",49.75
"191","2011-02-28",49.5
"192","2011-03-01",48.700001
"193","2011-03-02",48
"194","2011-03-03",48
"195","2011-03-04",47.75
"196","2011-03-07",47.25
"197","2011-03-08",47.25
"198","2011-03-09",47
"199","2011-03-10",47
"200","2011-03-11",46.849998
"201","2011-03-14",46.75
"202","2011-03-15",46.75
"203","2011-03-16",46.75
"204","2011-03-17",46.75
"205","2011-03-18",46.400002
"206","2011-03-21",46.75
"207","2011-03-22",46.25
"208","2011-03-23",45.75
"209","2011-03-24",44.5
"210","2011-03-25",44.5
"211","2011-03-28",46
"212","2011-03-29",45.099998
"213","2011-03-30",45.099998
"214","2011-03-31",45.099998
"215","2011-04-01",45
"216","2011-04-04",43.5
"217","2011-04-05",43.5
"218","2011-04-06",44
"219","2011-04-07",44.5
"220","2011-04-08",44.5
"221","2011-04-11",44.5
"222","2011-04-12",44
"223","2011-04-13",43
"224","2011-04-14",43
"225","2011-04-15",42.25
"226","2011-04-18",41.5
"227","2011-04-19",42.459999
"228","2011-04-20",42.5
"229","2011-04-21",42.5
"230","2011-04-25",42.5
"231","2011-04-26",43.5
"232","2011-04-27",43.5
"233","2011-04-28",44
"234","2011-04-29",44.75
"235","2011-05-02",46
"236","2011-05-03",46
"237","2011-05-04",46.450001
"238","2011-05-05",47
"239","2011-05-06",47
"240","2011-05-09",47
"241","2011-05-10",48.009998
"242","2011-05-11",50
"243","2011-05-12",50
"244","2011-05-13",48.75
"245","2011-05-16",48.5
"246","2011-05-17",48.25
"247","2011-05-18",48.25
"248","2011-05-19",48.349998
"249","2011-05-20",48.049999
"250","2011-05-23",47.75
"251","2011-05-24",47.75
"252","2011-05-25",48
"253","2011-05-26",47.799999
"254","2011-05-27",47.799999
"255","2011-05-31",47.950001
"256","2011-06-01",48.5
"257","2011-06-02",48.5
"258","2011-06-03",48.490002
"259","2011-06-06",48.490002
"260","2011-06-07",48
"261","2011-06-08",46.75
"262","2011-06-09",46.75
"263","2011-06-10",46.5
"264","2011-06-13",46.5
"265","2011-06-14",45
"266","2011-06-15",45.5
"267","2011-06-16",45.25
"268","2011-06-17",44.200001
"269","2011-06-20",44.099998
"270","2011-06-21",44
"271","2011-06-22",44.049999
"272","2011-06-23",44.049999
"273","2011-06-24",44.099998
"274","2011-06-27",44
"275","2011-06-28",44.099998
"276","2011-06-29",45
"277","2011-06-30",46
"278","2011-07-01",46.5
"279","2011-07-05",46.75
"280","2011-07-06",46.5
"281","2011-07-07",46.5
"282","2011-07-08",47
"283","2011-07-11",46.25
"284","2011-07-12",46.5
"285","2011-07-13",46.240002
"286","2011-07-14",46.490002
"287","2011-07-15",46.490002
"288","2011-07-18",46.75
"289","2011-07-19",46.25
"290","2011-07-20",46.299999
"291","2011-07-21",46.75
"292","2011-07-22",46.75
"293","2011-07-25",46.799999
"294","2011-07-26",47.25
"295","2011-07-27",47.189999
"296","2011-07-28",47.189999
"297","2011-07-29",47
"298","2011-08-01",47
"299","2011-08-02",46.5
"300","2011-08-03",45.900002
"301","2011-08-04",45
"302","2011-08-05",41.990002
"303","2011-08-08",40.25
"304","2011-08-09",40.5
"305","2011-08-10",40.5
"306","2011-08-11",43
"307","2011-08-12",43
"308","2011-08-15",43.5
"309","2011-08-16",43.5
"310","2011-08-17",43.5
"311","2011-08-18",43.5
"312","2011-08-19",43.5
"313","2011-08-22",43.5
"314","2011-08-23",43.5
"315","2011-08-24",42.740002
"316","2011-08-25",39.5
"317","2011-08-26",40.5
"318","2011-08-29",42.490002
"319","2011-08-30",42.490002
"320","2011-08-31",48.5
"321","2011-09-01",46.25
"322","2011-09-02",46.25
"323","2011-09-06",46
"324","2011-09-07",46
"325","2011-09-08",46
"326","2011-09-09",45
"327","2011-09-12",45.25
"328","2011-09-13",45.25
"329","2011-09-14",46
"330","2011-09-15",46
"331","2011-09-16",46
"332","2011-09-19",46
"333","2011-09-20",45.5
"334","2011-09-21",45.5
"335","2011-09-22",44
"336","2011-09-23",44
"337","2011-09-26",44
"338","2011-09-27",44
"339","2011-09-28",43
"340","2011-09-29",43
"341","2011-09-30",42
"342","2011-10-03",40
"343","2011-10-04",38.990002
"344","2011-10-05",39.599998
"345","2011-10-06",38.950001
"346","2011-10-07",38.5
"347","2011-10-10",39.75
"348","2011-10-11",39.75
"349","2011-10-12",39
"350","2011-10-13",38.25
"351","2011-10-14",39.5
"352","2011-10-17",39.5
"353","2011-10-18",40
"354","2011-10-19",39.799999
"355","2011-10-20",39.799999
"356","2011-10-21",39.900002
"357","2011-10-24",39
"358","2011-10-25",39
"359","2011-10-26",39
"360","2011-10-27",41.299999
"361","2011-10-28",41
"362","2011-10-31",41
"363","2011-11-01",41
"364","2011-11-02",41
"365","2011-11-03",40.75
"366","2011-11-04",40.5
"367","2011-11-07",40.5
"368","2011-11-08",40
"369","2011-11-09",39.990002
"370","2011-11-10",39.990002
"371","2011-11-11",40
"372","2011-11-14",40
"373","2011-11-15",39.799999
"374","2011-11-16",39
"375","2011-11-17",38.75
"376","2011-11-18",38.75
"377","2011-11-21",38.25
"378","2011-11-22",38.25
"379","2011-11-23",38
"380","2011-11-25",38
"381","2011-11-28",38.25
"382","2011-11-29",38.25
"383","2011-11-30",38.5
"384","2011-12-01",37.5
"385","2011-12-02",38.25
"386","2011-12-05",38.25
"387","2011-12-06",37.5
"388","2011-12-07",36.75
"389","2011-12-08",37.25
"390","2011-12-09",37
"391","2011-12-12",37
"392","2011-12-13",37
"393","2011-12-14",36.5
"394","2011-12-15",36.5
"395","2011-12-16",35
"396","2011-12-19",35.75
"397","2011-12-20",35
"398","2011-12-21",35.75
"399","2011-12-22",34.75
"400","2011-12-23",34.5
"401","2011-12-27",34.5
"402","2011-12-28",34.5
"403","2011-12-29",34.5
"404","2011-12-30",34.5
"405","2012-01-03",34.630001
"406","2012-01-04",35
"407","2012-01-05",35.5
"408","2012-01-06",35.5
"409","2012-01-09",35.5
"410","2012-01-10",35.950001
"411","2012-01-11",35.950001
"412","2012-01-12",35.970001
"413","2012-01-13",35.970001
"414","2012-01-17",35.970001
"415","2012-01-18",35.970001
"416","2012-01-19",38
"417","2012-01-20",37
"418","2012-01-23",37
"419","2012-01-24",36
"420","2012-01-25",35.5
"421","2012-01-26",36.5
"422","2012-01-27",37.439999
"423","2012-01-30",37.5
"424","2012-01-31",37.5
"425","2012-02-01",37.75
"426","2012-02-02",37.75
"427","2012-02-03",39.75
"428","2012-02-06",40
"429","2012-02-07",41
"430","2012-02-08",41.700001
"431","2012-02-09",42.900002
"432","2012-02-10",43
"433","2012-02-13",42.84
"434","2012-02-14",43.5
"435","2012-02-15",46.16
"436","2012-02-16",46.5
"437","2012-02-17",47
"438","2012-02-21",47.799999
"439","2012-02-22",47
"440","2012-02-23",46.900002
"441","2012-02-24",46.5
"442","2012-02-27",46.5
"443","2012-02-28",46.200001
"444","2012-02-29",45.75
"445","2012-03-01",46
"446","2012-03-02",46.25
"447","2012-03-05",46
"448","2012-03-06",45.099998
"449","2012-03-07",44.549999
"450","2012-03-08",44.25
"451","2012-03-09",45
"452","2012-03-12",44.5
"453","2012-03-13",43.950001
"454","2012-03-14",43.799999
"455","2012-03-15",42.5
"456","2012-03-16",42.650002
"457","2012-03-19",43.799999
"458","2012-03-20",43
"459","2012-03-21",43.099998
"460","2012-03-22",44.299999
"461","2012-03-23",44.299999
"462","2012-03-26",44.299999
"463","2012-03-27",44.299999
"464","2012-03-28",43.200001
"465","2012-03-29",43.200001
"466","2012-03-30",43.740002
"467","2012-04-02",42.810001
"468","2012-04-03",42.419998
"469","2012-04-04",42.919998
"470","2012-04-05",42.75
"471","2012-04-09",41.5
"472","2012-04-10",41
"473","2012-04-11",41.490002
"474","2012-04-12",41.5
"475","2012-04-13",41.119999
"476","2012-04-16",41.119999
"477","2012-04-17",40
"478","2012-04-18",39
"479","2012-04-19",38.75
"480","2012-04-20",38.75
"481","2012-04-23",39
"482","2012-04-24",39
"483","2012-04-25",38.849998
"484","2012-04-26",38.98
"485","2012-04-27",38.860001
"486","2012-04-30",39
"487","2012-05-01",39.509998
"488","2012-05-02",40.599998
"489","2012-05-03",41
"490","2012-05-04",41
"491","2012-05-07",41
"492","2012-05-08",40
"493","2012-05-09",40
"494","2012-05-10",38.799999
"495","2012-05-11",38.5
"496","2012-05-14",38.5
"497","2012-05-15",38.25
"498","2012-05-16",38.400002
"499","2012-05-17",37
"500","2012-05-18",36.549999
"501","2012-05-21",36.450001
"502","2012-05-22",36.450001
"503","2012-05-23",36
"504","2012-05-24",35.849998
"505","2012-05-25",36.099998
"506","2012-05-29",35.900002
"507","2012-05-30",36
"508","2012-05-31",36
"509","2012-06-01",35.990002
"510","2012-06-04",35.990002
"511","2012-06-05",35.900002
"512","2012-06-06",36.25
"513","2012-06-07",37.5
"514","2012-06-08",37.5
"515","2012-06-11",37.5
"516","2012-06-12",37.5
"517","2012-06-13",37.5
"518","2012-06-14",37.5
"519","2012-06-15",37.5
"520","2012-06-18",37.5
"521","2012-06-19",37.5
"522","2012-06-20",37.5
"523","2012-06-21",37.5
"524","2012-06-22",37.5
"525","2012-06-25",37.400002
"526","2012-06-26",37
"527","2012-06-27",37
"528","2012-06-28",37
"529","2012-06-29",37
"530","2012-07-02",36.549999
"531","2012-07-03",36.75
"532","2012-07-05",36.75
"533","2012-07-06",36.75
"534","2012-07-09",36.75
"535","2012-07-10",36.650002
"536","2012-07-11",36.75
"537","2012-07-12",36.75
"538","2012-07-13",36.650002
"539","2012-07-16",36.650002
"540","2012-07-17",36
"541","2012-07-18",36
"542","2012-07-19",36
"543","2012-07-20",36.5
"544","2012-07-23",35.5
"545","2012-07-24",35.25
"546","2012-07-25",35.25
"547","2012-07-26",35.25
"548","2012-07-27",35.5
"549","2012-07-30",35.5
"550","2012-07-31",35.5
"551","2012-08-01",35.5
"552","2012-08-02",34.099998
"553","2012-08-03",34.099998
"554","2012-08-06",34.099998
"555","2012-08-07",35.150002
"556","2012-08-08",35.25
"557","2012-08-09",35.25
"558","2012-08-10",35
"559","2012-08-13",35
"560","2012-08-14",35
"561","2012-08-15",34.299999
"562","2012-08-16",34.299999
"563","2012-08-17",35.25
"564","2012-08-20",34.5
"565","2012-08-21",34.650002
"566","2012-08-22",35.099998
"567","2012-08-23",34.900002
"568","2012-08-24",34.900002
"569","2012-08-27",34.91
"570","2012-08-28",35
"571","2012-08-29",35
"572","2012-08-30",35
"573","2012-08-31",35.25
"574","2012-09-04",35.25
"575","2012-09-05",35.25
"576","2012-09-06",35.200001
"577","2012-09-07",35.150002
"578","2012-09-10",35.119999
"579","2012-09-11",35.139999
"580","2012-09-12",35.139999
"581","2012-09-13",35.139999
"582","2012-09-14",37
"583","2012-09-17",37
"584","2012-09-18",37
"585","2012-09-19",37.5
"586","2012-09-20",37.25
"587","2012-09-21",37.25
"588","2012-09-24",37.25
"589","2012-09-25",37.25
"590","2012-09-26",37.650002
"591","2012-09-27",37.639999
"592","2012-09-28",37.5
"593","2012-10-01",37.5
"594","2012-10-02",37.5
"595","2012-10-03",37.650002
"596","2012-10-04",37.75
"597","2012-10-05",37.799999
"598","2012-10-08",37.700001
"599","2012-10-09",37.740002
"600","2012-10-10",37.75
"601","2012-10-11",37.299999
"602","2012-10-12",37.25
"603","2012-10-15",37.25
"604","2012-10-16",37.299999
"605","2012-10-17",37.5
"606","2012-10-18",37.5
"607","2012-10-19",37.25
"608","2012-10-22",36.700001
"609","2012-10-23",36.700001
"610","2012-10-24",35.900002
"611","2012-10-25",34.25
"612","2012-10-26",34.25
"613","2012-10-31",34.25
"614","2012-11-01",34.5
"615","2012-11-02",34.5
"616","2012-11-05",34
"617","2012-11-06",34
"618","2012-11-07",33.75
"619","2012-11-08",33.5
"620","2012-11-09",34.5
"621","2012-11-12",34.5
"622","2012-11-13",34.25
"623","2012-11-14",34.200001
"624","2012-11-15",33.5
"625","2012-11-16",35
"626","2012-11-19",35
"627","2012-11-20",34.990002
"628","2012-11-21",34.380001
"629","2012-11-23",34.950001
"630","2012-11-26",34.950001
"631","2012-11-27",35
"632","2012-11-28",34.5
"633","2012-11-29",34.66
"634","2012-11-30",34.900002
"635","2012-12-03",34.900002
"636","2012-12-04",34.5
"637","2012-12-05",34.990002
"638","2012-12-06",34.400002
"639","2012-12-07",34.400002
"640","2012-12-10",35
"641","2012-12-11",35.209999
"642","2012-12-12",35.200001
"643","2012-12-13",35.200001
"644","2012-12-14",35.200001
"645","2012-12-17",35.400002
"646","2012-12-18",35.299999
"647","2012-12-19",35.349998
"648","2012-12-20",35.349998
"649","2012-12-21",36
"650","2012-12-24",36
"651","2012-12-26",38.5
"652","2012-12-27",38.5
"653","2012-12-28",38
"654","2012-12-31",38
"655","2013-01-02",38
"656","2013-01-03",38
"657","2013-01-04",38
"658","2013-01-07",38.150002
"659","2013-01-08",38.150002
"660","2013-01-09",37.380001
"661","2013-01-10",37.5
"662","2013-01-11",37.490002
"663","2013-01-14",37.5
"664","2013-01-15",37.5
"665","2013-01-16",38.5
"666","2013-01-17",38.25
"667","2013-01-18",38.990002
"668","2013-01-22",39
"669","2013-01-23",37.75
"670","2013-01-24",38.25
"671","2013-01-25",38.25
"672","2013-01-28",38.25
"673","2013-01-29",38.25
"674","2013-01-30",38.200001
"675","2013-01-31",39
"676","2013-02-01",39
"677","2013-02-04",39
"678","2013-02-05",38.5
"679","2013-02-06",38.599998
"680","2013-02-07",38.75
"681","2013-02-08",38.5
"682","2013-02-11",38.5
"683","2013-02-12",38.5
"684","2013-02-13",38.75
"685","2013-02-14",38.740002
"686","2013-02-15",38.740002
"687","2013-02-19",38.689999
"688","2013-02-20",38.990002
"689","2013-02-21",38.98
"690","2013-02-22",38.990002
"691","2013-02-25",38.630001
"692","2013-02-26",38.66
"693","2013-02-27",38
"694","2013-02-28",37.75
"695","2013-03-01",37.75
"696","2013-03-04",36.200001
"697","2013-03-05",36.209999
"698","2013-03-06",36
"699","2013-03-07",36.5
"700","2013-03-08",37
"701","2013-03-11",36.900002
"702","2013-03-12",36.75
"703","2013-03-13",36.75
"704","2013-03-14",36.5
"705","2013-03-15",36.5
"706","2013-03-18",36
"707","2013-03-19",41
"708","2013-03-20",41.25
"709","2013-03-21",41.5
"710","2013-03-22",41.5
"711","2013-03-25",41.5
"712","2013-03-26",41.599998
"713","2013-03-27",41.639999
"714","2013-03-28",41.599998
"715","2013-04-01",41.599998
"716","2013-04-02",41.639999
"717","2013-04-03",41.599998
"718","2013-04-04",41.599998
"719","2013-04-05",41.900002
"720","2013-04-08",42
"721","2013-04-09",42
"722","2013-04-10",41.919998
"723","2013-04-11",41.939999
"724","2013-04-12",42.099998
"725","2013-04-15",41.400002
"726","2013-04-16",41.709999
"727","2013-04-17",41.709999
"728","2013-04-18",41.509998
"729","2013-04-19",41.799999
"730","2013-04-22",41.900002
"731","2013-04-23",42
"732","2013-04-24",42
"733","2013-04-25",42
"734","2013-04-26",41.959999
"735","2013-04-29",42.110001
"736","2013-04-30",42.110001
"737","2013-05-01",42
"738","2013-05-02",42.25
"739","2013-05-03",42.5
"740","2013-05-06",42.75
"741","2013-05-07",42.75
"742","2013-05-08",42.950001
"743","2013-05-09",42.950001
"744","2013-05-10",42.919998
"745","2013-05-13",42.900002
"746","2013-05-14",42.849998
"747","2013-05-15",44
"748","2013-05-16",44.299999
"749","2013-05-17",45.490002
"750","2013-05-20",45.419998
"751","2013-05-21",45.990002
"752","2013-05-22",45.889999
"753","2013-05-23",46.720001
"754","2013-05-24",46.959999
"755","2013-05-28",46.799999
"756","2013-05-29",46.98
"757","2013-05-30",47.25
"758","2013-05-31",47
"759","2013-06-03",46.889999
"760","2013-06-04",47
"761","2013-06-05",47
"762","2013-06-06",46.5
"763","2013-06-07",46.5
"764","2013-06-10",44.849998
"765","2013-06-11",45
"766","2013-06-12",45
"767","2013-06-13",46.889999
"768","2013-06-14",46
"769","2013-06-17",46.299999
"770","2013-06-18",46.5
"771","2013-06-19",46
"772","2013-06-20",46.200001
"773","2013-06-21",46.200001
"774","2013-06-24",46.200001
"775","2013-06-25",46.5
"776","2013-06-26",46.5
"777","2013-06-27",46.5
"778","2013-06-28",46.5
"779","2013-07-01",46.5
"780","2013-07-02",46.799999
"781","2013-07-03",46.720001
"782","2013-07-05",46.799999
"783","2013-07-08",46.799999
"784","2013-07-09",46.75
"785","2013-07-10",46.669998
"786","2013-07-11",46.669998
"787","2013-07-12",46.669998
"788","2013-07-15",46.799999
"789","2013-07-16",46.799999
"790","2013-07-17",46.25
"791","2013-07-18",46.799999
"792","2013-07-19",46.799999
"793","2013-07-22",46.799999
"794","2013-07-23",46.25
"795","2013-07-24",46.400002
"796","2013-07-25",46.75
"797","2013-07-26",47.5
"798","2013-07-29",47.25
"799","2013-07-30",47.75
"800","2013-07-31",49.25
"801","2013-08-01",49.5
"802","2013-08-02",50.5
"803","2013-08-05",50
"804","2013-08-06",51
"805","2013-08-07",50.599998
"806","2013-08-08",52
"807","2013-08-09",51.799999
"808","2013-08-12",51.799999
"809","2013-08-13",51.349998
"810","2013-08-14",52.25
"811","2013-08-15",51.5
"812","2013-08-16",52.5
"813","2013-08-19",52.25
"814","2013-08-20",52.02
"815","2013-08-21",49.150002
"816","2013-08-22",52
"817","2013-08-23",51.200001
"818","2013-08-26",51.25
"819","2013-08-27",51.5
"820","2013-08-28",51.400002
"821","2013-08-29",51.200001
"822","2013-08-30",51.299999
"823","2013-09-03",51.299999
"824","2013-09-04",51
"825","2013-09-05",51
"826","2013-09-06",50.990002
"827","2013-09-09",50.990002
"828","2013-09-10",51.5
"829","2013-09-11",51.5
"830","2013-09-12",50.75
"831","2013-09-13",49.630001
"832","2013-09-16",49.630001
"833","2013-09-17",50.009998
"834","2013-09-18",50.009998
"835","2013-09-19",50.009998
"836","2013-09-20",50
"837","2013-09-23",50.009998
"838","2013-09-24",50
"839","2013-09-25",50.009998
"840","2013-09-26",50.009998
"841","2013-09-27",50
"842","2013-09-30",50
"843","2013-10-01",50
"844","2013-10-02",50.5
"845","2013-10-03",50.5
"846","2013-10-04",50
"847","2013-10-07",50.009998
"848","2013-10-08",50.5
"849","2013-10-09",50
"850","2013-10-10",51
"851","2013-10-11",51.439999
"852","2013-10-14",53.5
"853","2013-10-15",54.5
"854","2013-10-16",54.16
"855","2013-10-17",55
"856","2013-10-18",54.950001
"857","2013-10-21",51.759998
"858","2013-10-22",52.5
"859","2013-10-23",52.5
"860","2013-10-24",54
"861","2013-10-25",54
"862","2013-10-28",54
"863","2013-10-29",54.48
"864","2013-10-30",54.48
"865","2013-10-31",54
"866","2013-11-01",54
"867","2013-11-04",53.75
"868","2013-11-05",53.75
"869","2013-11-06",53.75
"870","2013-11-07",53
"871","2013-11-08",52
"872","2013-11-11",52
"873","2013-11-12",51.450001
"874","2013-11-13",52.27
"875","2013-11-14",52.27
"876","2013-11-15",49.5
"877","2013-11-18",49.049999
"878","2013-11-19",49.049999
"879","2013-11-20",49.049999
"880","2013-11-21",49.939999
"881","2013-11-22",50.5
"882","2013-11-25",48.540001
"883","2013-11-26",48.540001
"884","2013-11-27",48.75
"885","2013-11-29",48.75
"886","2013-12-02",50
"887","2013-12-03",50
"888","2013-12-04",50
"889","2013-12-05",50
"890","2013-12-06",50
"891","2013-12-09",49.5
"892","2013-12-10",48
"893","2013-12-11",47
"894","2013-12-12",47
"895","2013-12-13",46.52
"896","2013-12-16",49.099998
"897","2013-12-17",49.240002
"898","2013-12-18",49.330002
"899","2013-12-19",48.869999
"900","2013-12-20",48.77
"901","2013-12-23",48.189999
"902","2013-12-24",48.48
"903","2013-12-26",48.52
"904","2013-12-27",48.950001
"905","2013-12-30",48.75
"906","2013-12-31",49.110001
"907","2014-01-02",48.470001
"908","2014-01-03",48.900002
"909","2014-01-06",48.299999
"910","2014-01-07",49.5
"911","2014-01-08",50.009998
"912","2014-01-09",49.450001
"913","2014-01-10",51.5
"914","2014-01-13",52.950001
"915","2014-01-14",53.66
"916","2014-01-15",54.779999
"917","2014-01-16",55.459999
"918","2014-01-17",56.91
"919","2014-01-21",58.099998
"920","2014-01-22",58.599998
"921","2014-01-23",58.700001
"922","2014-01-24",58.150002
"923","2014-01-27",57.75
"924","2014-01-28",57.25
"925","2014-01-29",56.73
"926","2014-01-30",57.150002
"927","2014-01-31",58
"928","2014-02-03",56.900002
"929","2014-02-04",58.299999
"930","2014-02-05",57.5
"931","2014-02-06",57.98
"932","2014-02-07",57.73
"933","2014-02-10",57.380001
"934","2014-02-11",56.400002
"935","2014-02-12",57.25
"936","2014-02-13",57.25
"937","2014-02-14",57.09
"938","2014-02-18",57.240002
"939","2014-02-19",57.439999
"940","2014-02-20",57.689999
"941","2014-02-21",57.490002
"942","2014-02-24",57.5
"943","2014-02-25",56.990002
"944","2014-02-26",62.009998
"945","2014-02-27",62.27
"946","2014-02-28",62.049999
"947","2014-03-03",61.900002
"948","2014-03-04",61.66
"949","2014-03-05",62
"950","2014-03-06",61.990002
"951","2014-03-07",61.950001
"952","2014-03-10",63.299999
"953","2014-03-11",65.800003
"954","2014-03-12",65.5
"955","2014-03-13",66
"956","2014-03-14",65.769997
"957","2014-03-17",66.129997
"958","2014-03-18",65.470001
"959","2014-03-19",66.080002
"960","2014-03-20",66.230003
"961","2014-03-21",66.330002
"962","2014-03-24",66.540001
"963","2014-03-25",66.980003
"964","2014-03-26",67
"965","2014-03-27",67.080002
"966","2014-03-28",69.68
"967","2014-03-31",70.650002
"968","2014-04-01",70.199997
"969","2014-04-02",69.959999
"970","2014-04-03",69.879997
"971","2014-04-04",69.43
"972","2014-04-07",68.989998
"973","2014-04-08",68.269997
"974","2014-04-09",68.139999
"975","2014-04-10",68.099998
"976","2014-04-11",66.959999
"977","2014-04-14",67.239998
"978","2014-04-15",66.510002
"979","2014-04-16",67.879997
"980","2014-04-17",67.959999
"981","2014-04-21",67.849998
"982","2014-04-22",67.970001
"983","2014-04-23",68.089996
"984","2014-04-24",68.050003
"985","2014-04-25",67.75
"986","2014-04-28",67.75
"987","2014-04-29",67.75
"988","2014-04-30",67.75
"989","2014-05-01",67.75
"990","2014-05-02",67.699997
"991","2014-05-05",67.480003
"992","2014-05-06",67.330002
"993","2014-05-07",67.129997
"994","2014-05-08",64.110001
"995","2014-05-09",66
"996","2014-05-12",63.41
"997","2014-05-13",63.48
"998","2014-05-14",62.439999
"999","2014-05-15",61.470001
"1000","2014-05-16",61.240002
"1001","2014-05-19",61.310001
"1002","2014-05-20",63.369999
"1003","2014-05-21",63.990002
"1004","2014-05-22",63.209999
"1005","2014-05-23",63.040001
"1006","2014-05-27",63.200001
"1007","2014-05-28",63.830002
