"","date","RELX"
"1","2007-01-03",11.005
"2","2007-01-04",11.025
"3","2007-01-05",11.175
"4","2007-01-08",11.11
"5","2007-01-09",11.15
"6","2007-01-10",11.2675
"7","2007-01-11",11.75
"8","2007-01-12",11.835
"9","2007-01-16",11.7125
"10","2007-01-17",11.785
"11","2007-01-18",11.99
"12","2007-01-19",12.06
"13","2007-01-22",11.885
"14","2007-01-23",11.8525
"15","2007-01-24",11.835
"16","2007-01-25",11.58
"17","2007-01-26",11.56
"18","2007-01-29",11.625
"19","2007-01-30",11.5925
"20","2007-01-31",11.46
"21","2007-02-01",11.6975
"22","2007-02-02",11.815
"23","2007-02-05",11.7175
"24","2007-02-06",11.83
"25","2007-02-07",11.795
"26","2007-02-08",11.7175
"27","2007-02-09",11.645
"28","2007-02-12",11.6525
"29","2007-02-13",11.83
"30","2007-02-14",11.87
"31","2007-02-15",12.61
"32","2007-02-16",12.425
"33","2007-02-20",12.25
"34","2007-02-21",12.275
"35","2007-02-22",12.1875
"36","2007-02-23",12.1325
"37","2007-02-26",12.1425
"38","2007-02-27",11.7975
"39","2007-02-28",11.6775
"40","2007-03-01",11.5925
"41","2007-03-02",11.3875
"42","2007-03-05",11.1175
"43","2007-03-06",11.4825
"44","2007-03-07",11.4425
"45","2007-03-08",11.445
"46","2007-03-09",11.4125
"47","2007-03-12",11.395
"48","2007-03-13",11.125
"49","2007-03-14",11.1975
"50","2007-03-15",11.4475
"51","2007-03-16",11.455
"52","2007-03-19",11.455
"53","2007-03-20",11.7925
"54","2007-03-21",11.99
"55","2007-03-22",11.7875
"56","2007-03-23",11.9
"57","2007-03-26",11.98
"58","2007-03-27",11.8625
"59","2007-03-28",11.875
"60","2007-03-29",11.9025
"61","2007-03-30",12.005
"62","2007-04-02",12.15
"63","2007-04-03",12.1875
"64","2007-04-04",12.255
"65","2007-04-05",12.2
"66","2007-04-09",12.1575
"67","2007-04-10",12.2525
"68","2007-04-11",12.25
"69","2007-04-12",12.265
"70","2007-04-13",12.375
"71","2007-04-16",12.3125
"72","2007-04-17",12.5725
"73","2007-04-18",12.4125
"74","2007-04-19",12.3325
"75","2007-04-20",12.4725
"76","2007-04-23",12.475
"77","2007-04-24",12.47
"78","2007-04-25",12.5375
"79","2007-04-26",12.5375
"80","2007-04-27",12.635
"81","2007-04-30",12.635
"82","2007-05-01",12.8425
"83","2007-05-02",12.74
"84","2007-05-03",12.5425
"85","2007-05-04",13.025
"86","2007-05-07",13.255
"87","2007-05-08",12.8975
"88","2007-05-09",12.96
"89","2007-05-10",12.655
"90","2007-05-11",13.175
"91","2007-05-14",13.1225
"92","2007-05-15",13.3875
"93","2007-05-16",13.45
"94","2007-05-17",13.3225
"95","2007-05-18",13.595
"96","2007-05-21",13.32
"97","2007-05-22",13.2575
"98","2007-05-23",13.2375
"99","2007-05-24",13.02
"100","2007-05-25",13.0875
"101","2007-05-29",13.3375
"102","2007-05-30",13.425
"103","2007-05-31",13.505
"104","2007-06-01",13.6025
"105","2007-06-04",13.5225
"106","2007-06-05",13.295
"107","2007-06-06",13.1225
"108","2007-06-07",12.75
"109","2007-06-08",12.9325
"110","2007-06-11",13
"111","2007-06-12",12.765
"112","2007-06-13",12.835
"113","2007-06-14",12.91
"114","2007-06-15",13.015
"115","2007-06-18",13
"116","2007-06-19",12.895
"117","2007-06-20",12.7675
"118","2007-06-21",12.8075
"119","2007-06-22",12.6425
"120","2007-06-25",12.7225
"121","2007-06-26",12.59
"122","2007-06-27",12.675
"123","2007-06-28",12.715
"124","2007-06-29",12.925
"125","2007-07-02",12.9375
"126","2007-07-03",12.9175
"127","2007-07-05",12.805
"128","2007-07-06",12.8125
"129","2007-07-09",12.8725
"130","2007-07-10",12.95
"131","2007-07-11",13.12
"132","2007-07-12",13.3975
"133","2007-07-13",13.53
"134","2007-07-16",13.7075
"135","2007-07-17",13.42
"136","2007-07-18",13.3625
"137","2007-07-19",13.2175
"138","2007-07-20",13.1125
"139","2007-07-23",13.1175
"140","2007-07-24",12.8125
"141","2007-07-25",12.86
"142","2007-07-26",12.2925
"143","2007-07-27",12.175
"144","2007-07-30",12.4275
"145","2007-07-31",12.3425
"146","2007-08-01",12.26
"147","2007-08-02",12.3625
"148","2007-08-03",12.025
"149","2007-08-06",12.26
"150","2007-08-07",12.2275
"151","2007-08-08",12.425
"152","2007-08-09",12.085
"153","2007-08-10",12.02
"154","2007-08-13",12.01
"155","2007-08-14",11.9425
"156","2007-08-15",11.7375
"157","2007-08-16",11.4275
"158","2007-08-17",11.8025
"159","2007-08-20",11.53
"160","2007-08-21",11.49
"161","2007-08-22",11.695
"162","2007-08-23",11.7375
"163","2007-08-24",12.0175
"164","2007-08-27",11.9225
"165","2007-08-28",11.605
"166","2007-08-29",11.9775
"167","2007-08-30",11.895
"168","2007-08-31",12.075
"169","2007-09-04",12.1475
"170","2007-09-05",11.97
"171","2007-09-06",12.1375
"172","2007-09-07",11.965
"173","2007-09-10",11.88
"174","2007-09-11",12.115
"175","2007-09-12",12.2325
"176","2007-09-13",12.1625
"177","2007-09-14",12.2475
"178","2007-09-17",12.1375
"179","2007-09-18",12.4225
"180","2007-09-19",12.5975
"181","2007-09-20",12.7375
"182","2007-09-21",12.7825
"183","2007-09-24",12.625
"184","2007-09-25",12.4925
"185","2007-09-26",12.475
"186","2007-09-27",12.5175
"187","2007-09-28",12.6125
"188","2007-10-01",12.78
"189","2007-10-02",12.6475
"190","2007-10-03",12.5325
"191","2007-10-04",12.5275
"192","2007-10-05",12.605
"193","2007-10-08",12.4075
"194","2007-10-09",12.5325
"195","2007-10-10",12.555
"196","2007-10-11",12.5275
"197","2007-10-12",12.6775
"198","2007-10-15",12.525
"199","2007-10-16",12.25
"200","2007-10-17",12.29
"201","2007-10-18",12.245
"202","2007-10-19",12.24
"203","2007-10-22",12.255
"204","2007-10-23",12.4975
"205","2007-10-24",12.55
"206","2007-10-25",12.5375
"207","2007-10-26",12.7
"208","2007-10-29",12.775
"209","2007-10-30",12.76
"210","2007-10-31",13.1675
"211","2007-11-01",12.8
"212","2007-11-02",12.9875
"213","2007-11-05",12.73
"214","2007-11-06",12.775
"215","2007-11-07",12.575
"216","2007-11-08",12.62
"217","2007-11-09",12.36
"218","2007-11-12",11.8875
"219","2007-11-13",12.4025
"220","2007-11-14",12.385
"221","2007-11-15",12.0625
"222","2007-11-16",12.1875
"223","2007-11-19",11.6425
"224","2007-11-20",11.9175
"225","2007-11-21",11.545
"226","2007-11-23",11.93
"227","2007-11-26",11.7525
"228","2007-11-27",11.8225
"229","2007-11-28",12.225
"230","2007-11-29",12.5375
"231","2007-11-30",12.5575
"232","2007-12-03",12.5
"233","2007-12-04",12.3275
"234","2007-12-05",12.5825
"235","2007-12-06",12.83
"236","2007-12-07",12.9275
"237","2007-12-10",13.075
"238","2007-12-11",12.5875
"239","2007-12-12",12.82
"240","2007-12-13",12.75
"241","2007-12-14",12.875
"242","2007-12-17",12.9625
"243","2007-12-18",12.8475
"244","2007-12-19",12.925
"245","2007-12-20",13.1225
"246","2007-12-21",13.2625
"247","2007-12-24",13.375
"248","2007-12-26",13.46
"249","2007-12-27",13.2275
"250","2007-12-28",13.5825
"251","2007-12-31",13.475
"252","2008-01-02",13.26
"253","2008-01-03",13.205
"254","2008-01-04",13.17
"255","2008-01-07",13
"256","2008-01-08",12.78
"257","2008-01-09",12.85
"258","2008-01-10",12.6
"259","2008-01-11",12.565
"260","2008-01-14",12.525
"261","2008-01-15",12.0575
"262","2008-01-16",11.745
"263","2008-01-17",11.7275
"264","2008-01-18",11.86
"265","2008-01-22",12.0675
"266","2008-01-23",11.705
"267","2008-01-24",12.075
"268","2008-01-25",11.8325
"269","2008-01-28",11.965
"270","2008-01-29",12.115
"271","2008-01-30",11.8125
"272","2008-01-31",12.11
"273","2008-02-01",12.1375
"274","2008-02-04",12.0075
"275","2008-02-05",11.505
"276","2008-02-06",11.4825
"277","2008-02-07",11.3875
"278","2008-02-08",11.3675
"279","2008-02-11",11.44
"280","2008-02-12",11.5
"281","2008-02-13",11.7325
"282","2008-02-14",11.525
"283","2008-02-15",11.4775
"284","2008-02-19",11.4325
"285","2008-02-20",11.4525
"286","2008-02-21",12.1675
"287","2008-02-22",12.3625
"288","2008-02-25",12.65
"289","2008-02-26",12.6325
"290","2008-02-27",12.85
"291","2008-02-28",12.6675
"292","2008-02-29",12.515
"293","2008-03-03",12.41
"294","2008-03-04",12.315
"295","2008-03-05",12.485
"296","2008-03-06",12.3775
"297","2008-03-07",12.69
"298","2008-03-10",12.4675
"299","2008-03-11",12.7775
"300","2008-03-12",12.8275
"301","2008-03-13",12.7475
"302","2008-03-14",12.775
"303","2008-03-17",12.6125
"304","2008-03-18",12.85
"305","2008-03-19",12.41
"306","2008-03-20",12.66
"307","2008-03-24",12.8375
"308","2008-03-25",12.7
"309","2008-03-26",12.7
"310","2008-03-27",12.4925
"311","2008-03-28",12.745
"312","2008-03-31",12.75
"313","2008-04-01",13.3725
"314","2008-04-02",13.1875
"315","2008-04-03",13.32
"316","2008-04-04",13.0425
"317","2008-04-07",13.12
"318","2008-04-08",12.995
"319","2008-04-09",12.86
"320","2008-04-10",12.9425
"321","2008-04-11",12.705
"322","2008-04-14",12.8
"323","2008-04-15",12.73
"324","2008-04-16",13.0575
"325","2008-04-17",12.775
"326","2008-04-18",12.9225
"327","2008-04-21",12.8825
"328","2008-04-22",12.65
"329","2008-04-23",12.7425
"330","2008-04-24",12.7125
"331","2008-04-25",12.8225
"332","2008-04-28",12.6325
"333","2008-04-29",12.635
"334","2008-04-30",12.65
"335","2008-05-01",12.6825
"336","2008-05-02",12.8025
"337","2008-05-05",12.7675
"338","2008-05-06",12.9075
"339","2008-05-07",12.7575
"340","2008-05-08",13.02
"341","2008-05-09",12.9375
"342","2008-05-12",12.96
"343","2008-05-13",12.87
"344","2008-05-14",12.6575
"345","2008-05-15",12.825
"346","2008-05-16",12.835
"347","2008-05-19",12.835
"348","2008-05-20",12.44
"349","2008-05-21",12.1575
"350","2008-05-22",12.335
"351","2008-05-23",12.2175
"352","2008-05-27",12.22
"353","2008-05-28",12.4125
"354","2008-05-29",12.315
"355","2008-05-30",12.5525
"356","2008-06-02",12.2325
"357","2008-06-03",12.53
"358","2008-06-04",12.5125
"359","2008-06-05",12.64
"360","2008-06-06",12.225
"361","2008-06-09",11.9775
"362","2008-06-10",12.105
"363","2008-06-11",11.8175
"364","2008-06-12",11.8625
"365","2008-06-13",11.9775
"366","2008-06-16",12.0125
"367","2008-06-17",11.5425
"368","2008-06-18",11.3575
"369","2008-06-19",11.6225
"370","2008-06-20",11.275
"371","2008-06-23",11.5675
"372","2008-06-24",11.39
"373","2008-06-25",11.6475
"374","2008-06-26",11.2075
"375","2008-06-27",11.255
"376","2008-06-30",11.3875
"377","2008-07-01",11.1125
"378","2008-07-02",11.0125
"379","2008-07-03",11.425
"380","2008-07-07",11.39
"381","2008-07-08",11.405
"382","2008-07-09",11.345
"383","2008-07-10",11.2525
"384","2008-07-11",10.8175
"385","2008-07-14",10.5975
"386","2008-07-15",10.54
"387","2008-07-16",10.9325
"388","2008-07-17",11.1625
"389","2008-07-18",11.25
"390","2008-07-21",10.995
"391","2008-07-22",10.9425
"392","2008-07-23",10.8775
"393","2008-07-24",10.91
"394","2008-07-25",10.8425
"395","2008-07-28",10.6275
"396","2008-07-29",10.7325
"397","2008-07-30",10.775
"398","2008-07-31",11.3375
"399","2008-08-01",11.2075
"400","2008-08-04",11.3775
"401","2008-08-05",11.8125
"402","2008-08-06",11.5775
"403","2008-08-07",11.265
"404","2008-08-08",11.6725
"405","2008-08-11",11.65
"406","2008-08-12",11.4025
"407","2008-08-13",11.295
"408","2008-08-14",11.2925
"409","2008-08-15",11.1875
"410","2008-08-18",11.0675
"411","2008-08-19",10.885
"412","2008-08-20",10.8775
"413","2008-08-21",11.085
"414","2008-08-22",11.205
"415","2008-08-25",11.0925
"416","2008-08-26",11.095
"417","2008-08-27",11.1475
"418","2008-08-28",11.41
"419","2008-08-29",11.4525
"420","2008-09-02",11.2475
"421","2008-09-03",11.0425
"422","2008-09-04",10.5175
"423","2008-09-05",10.4925
"424","2008-09-08",10.6725
"425","2008-09-09",10.47
"426","2008-09-10",10.58
"427","2008-09-11",10.59
"428","2008-09-12",10.74
"429","2008-09-15",10.625
"430","2008-09-16",10.2925
"431","2008-09-17",9.85
"432","2008-09-18",10.115
"433","2008-09-19",11.005
"434","2008-09-22",10.6
"435","2008-09-23",10.335
"436","2008-09-24",10.3225
"437","2008-09-25",10.51
"438","2008-09-26",10.52
"439","2008-09-29",9.3125
"440","2008-09-30",10.035
"441","2008-10-01",10.205
"442","2008-10-02",10.1275
"443","2008-10-03",10.0125
"444","2008-10-06",9.695
"445","2008-10-07",9.085
"446","2008-10-08",8.4
"447","2008-10-09",8.2025
"448","2008-10-10",7.91
"449","2008-10-13",8.875
"450","2008-10-14",8.685
"451","2008-10-15",8.185
"452","2008-10-16",8.505
"453","2008-10-17",8.5675
"454","2008-10-20",9.1525
"455","2008-10-21",8.905
"456","2008-10-22",8.31
"457","2008-10-23",8.2775
"458","2008-10-24",8.2675
"459","2008-10-27",7.8375
"460","2008-10-28",8.525
"461","2008-10-29",8.5675
"462","2008-10-30",8.9075
"463","2008-10-31",8.84
"464","2008-11-03",8.6625
"465","2008-11-04",8.995
"466","2008-11-05",8.375
"467","2008-11-06",7.945
"468","2008-11-07",8.4525
"469","2008-11-10",8.1775
"470","2008-11-11",7.875
"471","2008-11-12",7.2625
"472","2008-11-13",8.3525
"473","2008-11-14",7.8225
"474","2008-11-17",7.815
"475","2008-11-18",8.0075
"476","2008-11-19",7.7125
"477","2008-11-20",7.275
"478","2008-11-21",7.785
"479","2008-11-24",8.25
"480","2008-11-25",8.1325
"481","2008-11-26",8.135
"482","2008-11-28",8.3325
"483","2008-12-01",7.54
"484","2008-12-02",7.9525
"485","2008-12-03",8.125
"486","2008-12-04",7.4325
"487","2008-12-05",7.44
"488","2008-12-08",7.36
"489","2008-12-09",7.19
"490","2008-12-10",7.11
"491","2008-12-11",6.765
"492","2008-12-12",6.8475
"493","2008-12-15",7.1025
"494","2008-12-16",7.6325
"495","2008-12-17",7.5175
"496","2008-12-18",7.5025
"497","2008-12-19",7.575
"498","2008-12-22",7.3
"499","2008-12-23",7.35
"500","2008-12-24",7.1925
"501","2008-12-26",7.3125
"502","2008-12-29",7.235
"503","2008-12-30",7.335
"504","2008-12-31",7.46
"505","2009-01-02",7.7175
"506","2009-01-05",7.9275
"507","2009-01-06",7.99
"508","2009-01-07",7.97
"509","2009-01-08",8.09
"510","2009-01-09",8.0325
"511","2009-01-12",7.72
"512","2009-01-13",7.8075
"513","2009-01-14",7.785
"514","2009-01-15",8.01
"515","2009-01-16",7.96
"516","2009-01-20",7.595
"517","2009-01-21",7.545
"518","2009-01-22",7.565
"519","2009-01-23",7.45
"520","2009-01-26",7.5025
"521","2009-01-27",7.685
"522","2009-01-28",7.84
"523","2009-01-29",7.51
"524","2009-01-30",7.5325
"525","2009-02-02",7.4075
"526","2009-02-03",7.6675
"527","2009-02-04",7.7125
"528","2009-02-05",8.015
"529","2009-02-06",7.915
"530","2009-02-09",7.72
"531","2009-02-10",7.3325
"532","2009-02-11",7.5625
"533","2009-02-12",7.5275
"534","2009-02-13",7.4125
"535","2009-02-17",7.18
"536","2009-02-18",7.3825
"537","2009-02-19",7.6825
"538","2009-02-20",7.5825
"539","2009-02-23",7.2375
"540","2009-02-24",7.63
"541","2009-02-25",7.4075
"542","2009-02-26",7.2975
"543","2009-02-27",7.4525
"544","2009-03-02",6.94
"545","2009-03-03",6.885
"546","2009-03-04",7.105
"547","2009-03-05",6.885
"548","2009-03-06",6.725
"549","2009-03-09",6.55
"550","2009-03-10",6.875
"551","2009-03-11",6.955
"552","2009-03-12",7.1575
"553","2009-03-13",7.1225
"554","2009-03-16",7.185
"555","2009-03-17",7.265
"556","2009-03-18",7.375
"557","2009-03-19",7.2325
"558","2009-03-20",7.1675
"559","2009-03-23",7.4675
"560","2009-03-24",7.54
"561","2009-03-25",7.445
"562","2009-03-26",7.3275
"563","2009-03-27",7.025
"564","2009-03-30",6.975
"565","2009-03-31",7.125
"566","2009-04-01",7.14
"567","2009-04-02",7.27
"568","2009-04-03",7.3875
"569","2009-04-06",7.3125
"570","2009-04-07",7.265
"571","2009-04-08",7.1825
"572","2009-04-09",6.9975
"573","2009-04-13",7.1025
"574","2009-04-14",6.895
"575","2009-04-15",7.4175
"576","2009-04-16",7.3875
"577","2009-04-17",7.6125
"578","2009-04-20",7.2175
"579","2009-04-21",7.4
"580","2009-04-22",6.8875
"581","2009-04-23",7.1475
"582","2009-04-24",7.485
"583","2009-04-27",7.3825
"584","2009-04-28",7.2975
"585","2009-04-29",7.485
"586","2009-04-30",7.4
"587","2009-05-01",7.5275
"588","2009-05-04",7.8075
"589","2009-05-05",7.8425
"590","2009-05-06",8.0375
"591","2009-05-07",7.9425
"592","2009-05-08",8.39
"593","2009-05-11",8.125
"594","2009-05-12",8.1575
"595","2009-05-13",7.73
"596","2009-05-14",7.855
"597","2009-05-15",7.7525
"598","2009-05-18",8
"599","2009-05-19",8.2025
"600","2009-05-20",8.155
"601","2009-05-21",7.96
"602","2009-05-22",7.99
"603","2009-05-26",8.0675
"604","2009-05-27",8.0925
"605","2009-05-28",8.1375
"606","2009-05-29",8.1275
"607","2009-06-01",8.2875
"608","2009-06-02",8.125
"609","2009-06-03",7.8375
"610","2009-06-04",7.79
"611","2009-06-05",7.6825
"612","2009-06-08",7.6725
"613","2009-06-09",7.675
"614","2009-06-10",7.7375
"615","2009-06-11",7.8175
