"","date","PACK"
"211","2019-01-11",10.08
"212","2019-01-14",10.08
"213","2019-01-15",10.04
"214","2019-01-16",10.06
"215","2019-01-17",10.06
"216","2019-01-18",10.06
"217","2019-01-22",10.06
"218","2019-01-23",10.06
"219","2019-01-24",10.06
"220","2019-01-25",10.06
"221","2019-01-28",10.06
"222","2019-01-29",10.07
"223","2019-01-30",10.08
"224","2019-01-31",10.09
"225","2019-02-01",10.09
"226","2019-02-04",10.097
"227","2019-02-05",10.07
"228","2019-02-06",10.07
"229","2019-02-07",10.08
"230","2019-02-08",10.08
"231","2019-02-11",10.08
"232","2019-02-12",10.1
"233","2019-02-13",10.11
"234","2019-02-14",10.11
"235","2019-02-15",10.15
"236","2019-02-19",10.15
"237","2019-02-20",10.12
"238","2019-02-21",10.13
"239","2019-02-22",10.15
"240","2019-02-25",10.18
"241","2019-02-26",10.16
"242","2019-02-27",10.16
"243","2019-02-28",10.16
"244","2019-03-01",10.18
"245","2019-03-04",10.15
"246","2019-03-05",10.16
"247","2019-03-06",10.14
"248","2019-03-07",10.13
"249","2019-03-08",10.19
"250","2019-03-11",10.15
"251","2019-03-12",10.16
"252","2019-03-13",10.16
"253","2019-03-14",10.17
"254","2019-03-15",10.16
"255","2019-03-18",10.17
"256","2019-03-19",10.16
"257","2019-03-20",10.16
"258","2019-03-21",10.2
"259","2019-03-22",10.18
"260","2019-03-25",10.19
"261","2019-03-26",10.13
"262","2019-03-27",10.19
"263","2019-03-28",10.21
"264","2019-03-29",10.25
"265","2019-04-01",10.2
"266","2019-04-02",10.24
"267","2019-04-03",10.23
"268","2019-04-04",10.25
"269","2019-04-05",10.23
"270","2019-04-08",10.24
"271","2019-04-09",10.24
"272","2019-04-10",10.22
"273","2019-04-11",10.25
"274","2019-04-12",10.25
"275","2019-04-15",10.25
"276","2019-04-16",10.24
"277","2019-04-17",10.25
"278","2019-04-18",10.26
"279","2019-04-22",10.26
"280","2019-04-23",10.29
"281","2019-04-24",10.3
"282","2019-04-25",10.3
"283","2019-04-26",10.29
"284","2019-04-29",10.28
"285","2019-04-30",10.28
"286","2019-05-01",10.28
"287","2019-05-02",10.27
"288","2019-05-03",10.27
"289","2019-05-06",10.27
"290","2019-05-07",10.25
"291","2019-05-08",10.24
"292","2019-05-09",10.22
"293","2019-05-10",10.2
"294","2019-05-13",10.19
"295","2019-05-14",10.2
"296","2019-05-15",10.25
"297","2019-05-16",10.22
"298","2019-05-17",10.22
"299","2019-05-20",10.23
"300","2019-05-21",10.24
"301","2019-05-22",10.17
"302","2019-05-23",10.16
"303","2019-05-24",10.13
"304","2019-05-28",10.1
"305","2019-05-29",10.1
"306","2019-05-30",10
"307","2019-05-31",9.88
"308","2019-06-03",9.8
"309","2019-06-04",9.725
"310","2019-06-05",9.62
"311","2019-06-06",9.33
"312","2019-06-07",9.4
"313","2019-06-10",9.7
"314","2019-06-11",9.54
"315","2019-06-12",9.66
"316","2019-06-13",9.79
"317","2019-06-14",9.94
"318","2019-06-17",9.63
"319","2019-06-18",9.7
"320","2019-06-19",9.3
"321","2019-06-20",9.49
"322","2019-06-21",9.35
"323","2019-06-24",8.98
"324","2019-06-25",8.73
"325","2019-06-26",8.58
"326","2019-06-27",8.7
"327","2019-06-28",8.85
"328","2019-07-01",9.36
"329","2019-07-02",8.99
"330","2019-07-03",8.82
"331","2019-07-05",9.05
"332","2019-07-08",8.96
"333","2019-07-09",8.85
"334","2019-07-10",9.01
"335","2019-07-11",8.83
"336","2019-07-12",8.82
"337","2019-07-15",8.71
"338","2019-07-16",8.21
"339","2019-07-17",8.29
"340","2019-07-18",8.11
"341","2019-07-19",7.97
"342","2019-07-22",7.77
"343","2019-07-23",7.69
"344","2019-07-24",7.2
"345","2019-07-25",6.86
"346","2019-07-26",7.19
"347","2019-07-29",6.96
"348","2019-07-30",6.59
"349","2019-07-31",6.54
"350","2019-08-01",6.68
"351","2019-08-02",6.54
"352","2019-08-05",6.47
"353","2019-08-06",6.35
"354","2019-08-07",5.05
"355","2019-08-08",5.19
"356","2019-08-09",5.04
"357","2019-08-12",5.005
"358","2019-08-13",4.88
"359","2019-08-14",4.58
"360","2019-08-15",4.825
"361","2019-08-16",4.97
"362","2019-08-19",5.1
"363","2019-08-20",5.1
"364","2019-08-21",5.2
"365","2019-08-22",5.23
"366","2019-08-23",5.26
"367","2019-08-26",5.29
"368","2019-08-27",5.59
"369","2019-08-28",5.53
"370","2019-08-29",5.6
"371","2019-08-30",5.6
"372","2019-09-03",5.68
"373","2019-09-04",5.73
"374","2019-09-05",5.7
"375","2019-09-06",6.19
"376","2019-09-09",6.25
"377","2019-09-10",6.585
"378","2019-09-11",6.68
"379","2019-09-12",6.63
"380","2019-09-13",6.49
"381","2019-09-16",6.65
"382","2019-09-17",6.76
"383","2019-09-18",6.71
"384","2019-09-19",6.75
"385","2019-09-20",6.42
"386","2019-09-23",6.51
"387","2019-09-24",6.38
"388","2019-09-25",5.97
"389","2019-09-26",6
"390","2019-09-27",6.03
"391","2019-09-30",6.06
"392","2019-10-01",6.04
"393","2019-10-02",5.88
"394","2019-10-03",5.65
"395","2019-10-04",5.69
"396","2019-10-07",5.75
"397","2019-10-08",6.08
"398","2019-10-09",6.34
"399","2019-10-10",6.32
"400","2019-10-11",5.94
"401","2019-10-14",6.18
"402","2019-10-15",6.32
"403","2019-10-16",6.31
"404","2019-10-17",6.02
"405","2019-10-18",6
"406","2019-10-21",5.9
"407","2019-10-22",5.92
"408","2019-10-23",5.96
"409","2019-10-24",5.91
"410","2019-10-25",5.93
"411","2019-10-28",6.07
"412","2019-10-29",6.05
"413","2019-10-30",6.05
"414","2019-10-31",5.97
"415","2019-11-01",6
"416","2019-11-04",6.12
"417","2019-11-05",6.37
"418","2019-11-06",6.3
"419","2019-11-07",6.27
"420","2019-11-08",6.15
"421","2019-11-11",6.36
"422","2019-11-12",6.3
"423","2019-11-13",6.15
"424","2019-11-14",5.95
"425","2019-11-15",6.1
"426","2019-11-18",5.97
"427","2019-11-19",6.07
"428","2019-11-20",5.9
"429","2019-11-21",6
"430","2019-11-22",6.09
"431","2019-11-25",6.16
"432","2019-11-26",6.16
"433","2019-11-27",6.1
"434","2019-11-29",6.32
"435","2019-12-02",6.29
"436","2019-12-03",6.4
"437","2019-12-04",6.22
"438","2019-12-05",6.11
"439","2019-12-06",6.14
"440","2019-12-09",5.96
"441","2019-12-10",5.87
"442","2019-12-11",6.6
"443","2019-12-12",7.05
"444","2019-12-13",7.1
"445","2019-12-16",7.03
"446","2019-12-17",6.84
"447","2019-12-18",7.35
"448","2019-12-19",7.33
"449","2019-12-20",7.36
"450","2019-12-23",7.75
"451","2019-12-24",8.19
"452","2019-12-26",8.2
"453","2019-12-27",8.19
"454","2019-12-30",8.2
"455","2019-12-31",8.15
"456","2020-01-02",8.2
"457","2020-01-03",8.15
"458","2020-01-06",8.1
"459","2020-01-07",7.91
"460","2020-01-08",8
"461","2020-01-09",7.82
"462","2020-01-10",7.94
"463","2020-01-13",7.94
"464","2020-01-14",7.87
"465","2020-01-15",8.04
"466","2020-01-16",8.01
"467","2020-01-17",8.01
"468","2020-01-21",7.75
"469","2020-01-22",7.89
"470","2020-01-23",7.96
"471","2020-01-24",7.98
"472","2020-01-27",7.91
"473","2020-01-28",7.82
"474","2020-01-29",7.87
"475","2020-01-30",8.02
"476","2020-01-31",7.64
"477","2020-02-03",7.94
"478","2020-02-04",7.95
"479","2020-02-05",8.03
"480","2020-02-06",8.13
"481","2020-02-07",8.16
"482","2020-02-10",8.14
"483","2020-02-11",8.04
"484","2020-02-12",8.21
"485","2020-02-13",8.45
"486","2020-02-14",8.29
"487","2020-02-18",8.39
"488","2020-02-19",8.44
"489","2020-02-20",8.47
"490","2020-02-21",8.28
"491","2020-02-24",8.15
"492","2020-02-25",8.17
"493","2020-02-26",8.28
"494","2020-02-27",8.34
"495","2020-02-28",8.31
"496","2020-03-02",8.28
"497","2020-03-03",8.07
"498","2020-03-04",7.78
"499","2020-03-05",7.8
"500","2020-03-06",7.89
"501","2020-03-09",7.73
"502","2020-03-10",7.54
"503","2020-03-11",7.33
"504","2020-03-12",6.52
"505","2020-03-13",6.95
"506","2020-03-16",6.54
"507","2020-03-17",6.5
"508","2020-03-18",6
"509","2020-03-19",5.94
"510","2020-03-20",6.19
"511","2020-03-23",5.99
"512","2020-03-24",6.5
"513","2020-03-25",6.5
"514","2020-03-26",6.53
"515","2020-03-27",6.47
"516","2020-03-30",6.52
"517","2020-03-31",6.26
"518","2020-04-01",6.03
"519","2020-04-02",6.32
"520","2020-04-03",6.5
"521","2020-04-06",6.9
"522","2020-04-07",6.79
"523","2020-04-08",6.79
"524","2020-04-09",6.94
"525","2020-04-13",7.22
"526","2020-04-14",7.43
"527","2020-04-15",6.97
"528","2020-04-16",7.24
"529","2020-04-17",7.34
"530","2020-04-20",7.05
"531","2020-04-21",7.04
"532","2020-04-22",6.97
"533","2020-04-23",6.96
"534","2020-04-24",7.09
"535","2020-04-27",7.33
"536","2020-04-28",7.77
"537","2020-04-29",7.91
"538","2020-04-30",7.88
"539","2020-05-01",7.67
"540","2020-05-04",7.66
"541","2020-05-05",7.88
"542","2020-05-06",7.95
"543","2020-05-07",7.65
"544","2020-05-08",7.74
"545","2020-05-11",7.65
"546","2020-05-12",7.75
"547","2020-05-13",7.22
"548","2020-05-14",6.95
"549","2020-05-15",6.65
"550","2020-05-18",6.65
"551","2020-05-19",6.82
"552","2020-05-20",7.2
"553","2020-05-21",7.34
"554","2020-05-22",7.36
"555","2020-05-26",7.5
"556","2020-05-27",7.48
"557","2020-05-28",7.66
"558","2020-05-29",7.49
"559","2020-06-01",7.59
"560","2020-06-02",7.67
"561","2020-06-03",7.36
"562","2020-06-04",7.39
"563","2020-06-05",7.42
"564","2020-06-08",7.51
"565","2020-06-09",7.68
"566","2020-06-10",7.75
"567","2020-06-11",7.39
"568","2020-06-12",7.75
"569","2020-06-15",7.7
"570","2020-06-16",7.67
"571","2020-06-17",7.75
"572","2020-06-18",7.78
"573","2020-06-19",7.65
"574","2020-06-22",7.63
"575","2020-06-23",7.85
"576","2020-06-24",7.52
"577","2020-06-25",7.62
"578","2020-06-26",6.94
"579","2020-06-29",7.41
"580","2020-06-30",7.44
"581","2020-07-01",7.37
"582","2020-07-02",7.38
"583","2020-07-06",7.46
"584","2020-07-07",7.41
"585","2020-07-08",7.36
"586","2020-07-09",7.38
"587","2020-07-10",7.5
"588","2020-07-13",7.54
"589","2020-07-14",7.81
"590","2020-07-15",8.02
"591","2020-07-16",7.97
"592","2020-07-17",7.99
"593","2020-07-20",7.99
"594","2020-07-21",8.18
"595","2020-07-22",8.09
"596","2020-07-23",8.12
"597","2020-07-24",8.05
"598","2020-07-27",8.11
"599","2020-07-28",8.2
"600","2020-07-29",8.5
"601","2020-07-30",8.3
"602","2020-07-31",8.17
"603","2020-08-03",8.39
"604","2020-08-04",8.4
"605","2020-08-05",8.43
"606","2020-08-06",8.55
"607","2020-08-07",9
"608","2020-08-10",9.19
"609","2020-08-11",9.17
"610","2020-08-12",9.19
"611","2020-08-13",8.93
"612","2020-08-14",8.86
"613","2020-08-17",9.03
"614","2020-08-18",8.94
"615","2020-08-19",8.89
"616","2020-08-20",8.73
"617","2020-08-21",8.66
"618","2020-08-24",8.88
"619","2020-08-25",8.94
"620","2020-08-26",8.89
"621","2020-08-27",8.91
"622","2020-08-28",8.94
"623","2020-08-31",8.94
"624","2020-09-01",9.09
"625","2020-09-02",9.2
"626","2020-09-03",9.2
"627","2020-09-04",9.7
"628","2020-09-08",9.52
"629","2020-09-09",10.09
"630","2020-09-10",10.6
"631","2020-09-11",11.1
"632","2020-09-14",10.87
"633","2020-09-15",10.97
"634","2020-09-16",11.31
"635","2020-09-17",11.27
"636","2020-09-18",11.39
"637","2020-09-21",10.06
"638","2020-09-22",9.8
"639","2020-09-23",9.49
"640","2020-09-24",9.36
"641","2020-09-25",9.72
"642","2020-09-28",9.46
"643","2020-09-29",9.42
"644","2020-09-30",9.52
"645","2020-10-01",9.75
"646","2020-10-02",9.76
"647","2020-10-05",10.38
"648","2020-10-06",10.33
"649","2020-10-07",10.98
"650","2020-10-08",10.84
"651","2020-10-09",10.92
"652","2020-10-12",11.27
"653","2020-10-13",11.04
"654","2020-10-14",10.92
"655","2020-10-15",10.61
"656","2020-10-16",10.56
"657","2020-10-19",10.48
"658","2020-10-20",10.23
"659","2020-10-21",10.28
"660","2020-10-22",10.45
"661","2020-10-23",10.08
"662","2020-10-26",10.09
"663","2020-10-27",9.2
"664","2020-10-28",8.92
"665","2020-10-29",8.96
"666","2020-10-30",8.53
"667","2020-11-02",8.48
"668","2020-11-03",9
"669","2020-11-04",8.75
"670","2020-11-05",9.08
"671","2020-11-06",9.85
"672","2020-11-09",9.83
"673","2020-11-10",10.54
"674","2020-11-11",10.99
"675","2020-11-12",10.56
"676","2020-11-13",10.83
"677","2020-11-16",11.43
"678","2020-11-17",11.36
"679","2020-11-18",11.41
"680","2020-11-19",11.38
"681","2020-11-20",11.69
"682","2020-11-23",11.75
"683","2020-11-24",11.97
"684","2020-11-25",11.47
"685","2020-11-27",11.24
