"","date","TRN"
"1","2007-01-03",12.530598
"2","2007-01-04",12.480202
"3","2007-01-05",12.37941
"4","2007-01-08",12.627789
"5","2007-01-09",12.555796
"6","2007-01-10",12.332613
"7","2007-01-11",12.393808
"8","2007-01-12",12.667387
"9","2007-01-16",12.696184
"10","2007-01-17",12.580994
"11","2007-01-18",12.544996
"12","2007-01-19",12.74658
"13","2007-01-22",12.706984
"14","2007-01-23",13.185745
"15","2007-01-24",13.232541
"16","2007-01-25",13.023758
"17","2007-01-26",13.084953
"18","2007-01-29",12.966163
"19","2007-01-30",13.455724
"20","2007-01-31",13.768899
"21","2007-02-01",14.107271
"22","2007-02-02",14.071275
"23","2007-02-05",13.844493
"24","2007-02-06",14.182865
"25","2007-02-07",14.424047
"26","2007-02-08",14.38085
"27","2007-02-09",14.074874
"28","2007-02-12",14.143269
"29","2007-02-13",14.488841
"30","2007-02-14",14.974802
"31","2007-02-15",15.262779
"32","2007-02-16",15.406768
"33","2007-02-20",15.777537
"34","2007-02-21",15.835134
"35","2007-02-22",15.586753
"36","2007-02-23",16.090714
"37","2007-02-26",15.953923
"38","2007-02-27",15.478762
"39","2007-02-28",15.064795
"40","2007-03-01",15.093593
"41","2007-03-02",14.62923
"42","2007-03-05",14.258459
"43","2007-03-06",14.474442
"44","2007-03-07",14.571634
"45","2007-03-08",14.75882
"46","2007-03-09",14.856011
"47","2007-03-12",14.75882
"48","2007-03-13",14.348453
"49","2007-03-14",14.298057
"50","2007-03-15",14.604032
"51","2007-03-16",14.686825
"52","2007-03-19",14.859612
"53","2007-03-20",14.924406
"54","2007-03-21",14.974802
"55","2007-03-22",14.938805
"56","2007-03-23",15.093593
"57","2007-03-26",15.028798
"58","2007-03-27",14.856011
"59","2007-03-28",14.665227
"60","2007-03-29",15
"61","2007-03-30",15.089993
"62","2007-04-02",14.892009
"63","2007-04-03",14.949604
"64","2007-04-04",14.413247
"65","2007-04-05",14.773218
"66","2007-04-09",15.316774
"67","2007-04-10",15.586753
"68","2007-04-11",15.475162
"69","2007-04-12",15.817135
"70","2007-04-13",15.87113
"71","2007-04-16",15.950324
"72","2007-04-17",15.831533
"73","2007-04-18",15.590353
"74","2007-04-19",15.363571
"75","2007-04-20",15.881929
"76","2007-04-23",16.385889
"77","2007-04-24",16.86825
"78","2007-04-25",17.249821
"79","2007-04-26",16.839453
"80","2007-04-27",17.257019
"81","2007-04-30",16.702663
"82","2007-05-01",16.515478
"83","2007-05-02",16.810656
"84","2007-05-03",16.558676
"85","2007-05-04",15.993521
"86","2007-05-07",15.802735
"87","2007-05-08",16.144709
"88","2007-05-09",16.198704
"89","2007-05-10",16.267099
"90","2007-05-11",16.918646
"91","2007-05-14",16.940245
"92","2007-05-15",16.803455
"93","2007-05-16",16.789057
"94","2007-05-17",16.731461
"95","2007-05-18",16.677465
"96","2007-05-21",16.925846
"97","2007-05-22",17.188625
"98","2007-05-23",16.925846
"99","2007-05-24",16.533478
"100","2007-05-25",16.663067
"101","2007-05-29",16.619871
"102","2007-05-30",16.688265
"103","2007-05-31",16.619871
"104","2007-06-01",16.738661
"105","2007-06-04",16.810656
"106","2007-06-05",16.911448
"107","2007-06-06",16.335493
"108","2007-06-07",15.986321
"109","2007-06-08",16.126709
"110","2007-06-11",16.076313
"111","2007-06-12",15.716343
"112","2007-06-13",15.921526
"113","2007-06-14",16.234701
"114","2007-06-15",16.465082
"115","2007-06-18",16.457884
"116","2007-06-19",16.2383
"117","2007-06-20",16.105112
"118","2007-06-21",16.209503
"119","2007-06-22",15.935925
"120","2007-06-25",15.489561
"121","2007-06-26",14.845212
"122","2007-06-27",15.104392
"123","2007-06-28",15.838733
"124","2007-06-29",15.673146
"125","2007-07-02",16.108711
"126","2007-07-03",15.946724
"127","2007-07-05",16.162706
"128","2007-07-06",15.982721
"129","2007-07-09",16.565874
"130","2007-07-10",16.537077
"131","2007-07-11",16.569475
"132","2007-07-12",16.695465
"133","2007-07-13",16.684666
"134","2007-07-16",16.544277
"135","2007-07-17",16.49028
"136","2007-07-18",16.684666
"137","2007-07-19",16.879049
"138","2007-07-20",16.465082
"139","2007-07-23",16.2563
"140","2007-07-24",15.752339
"141","2007-07-25",15.417566
"142","2007-07-26",14.701224
"143","2007-07-27",13.966883
"144","2007-07-30",13.938085
"145","2007-07-31",13.761699
"146","2007-08-01",13.585313
"147","2007-08-02",13.009359
"148","2007-08-03",12.105831
"149","2007-08-06",12.703383
"150","2007-08-07",12.926566
"151","2007-08-08",13.102952
"152","2007-08-09",12.645788
"153","2007-08-10",13.264938
"154","2007-08-13",13.344132
"155","2007-08-14",12.966163
"156","2007-08-15",12.548596
"157","2007-08-16",11.915047
"158","2007-08-17",11.976242
"159","2007-08-20",12.095033
"160","2007-08-21",12.131029
"161","2007-08-22",12.75018
"162","2007-08-23",12.645788
"163","2007-08-24",13.012959
"164","2007-08-27",12.87617
"165","2007-08-28",12.627789
"166","2007-08-29",13.272139
"167","2007-08-30",13.131749
"168","2007-08-31",13.524118
"169","2007-09-04",13.567314
"170","2007-09-05",13.37653
"171","2007-09-06",13.455724
"172","2007-09-07",13.099352
"173","2007-09-10",12.566595
"174","2007-09-11",12.861771
"175","2007-09-12",12.822174
"176","2007-09-13",12.688985
"177","2007-09-14",12.735781
"178","2007-09-17",12.991361
"179","2007-09-18",13.556516
"180","2007-09-19",13.308135
"181","2007-09-20",12.969763
"182","2007-09-21",13.074154
"183","2007-09-24",12.912167
"184","2007-09-25",13.005759
"185","2007-09-26",13.308135
"186","2007-09-27",13.290136
"187","2007-09-28",13.513319
"188","2007-10-01",14.179266
"189","2007-10-02",13.930885
"190","2007-10-03",13.578114
"191","2007-10-04",13.822894
"192","2007-10-05",14.402448
"193","2007-10-08",14.11447
"194","2007-10-09",14.24046
"195","2007-10-10",14.071275
"196","2007-10-11",13.635709
"197","2007-10-12",13.902088
"198","2007-10-15",13.902088
"199","2007-10-16",13.36573
"200","2007-10-17",12.868971
"201","2007-10-18",13.059755
"202","2007-10-19",12.74658
"203","2007-10-22",12.717783
"204","2007-10-23",13.020159
"205","2007-10-24",12.829373
"206","2007-10-25",12.804175
"207","2007-10-26",12.760979
"208","2007-10-29",12.843773
"209","2007-10-30",12.692585
"210","2007-10-31",13.009359
"211","2007-11-01",11.655868
"212","2007-11-02",11.213103
"213","2007-11-05",11.022318
"214","2007-11-06",11.007919
"215","2007-11-07",10.687545
"216","2007-11-08",10.421166
"217","2007-11-09",9.87401
"218","2007-11-12",9.63283
"219","2007-11-13",9.766019
"220","2007-11-14",10.053996
"221","2007-11-15",9.719222
"222","2007-11-16",9.715623
"223","2007-11-19",9.272859
"224","2007-11-20",9.096473
"225","2007-11-21",8.754499
"226","2007-11-23",9.118071
"227","2007-11-26",8.776098
"228","2007-11-27",9.035277
"229","2007-11-28",9.478042
"230","2007-11-29",9.247661
"231","2007-11-30",9.110871
"232","2007-12-03",8.959683
"233","2007-12-04",9.00288
"234","2007-12-05",9.233261
"235","2007-12-06",9.694024
"236","2007-12-07",9.816415
"237","2007-12-10",10.057595
"238","2007-12-11",9.75162
"239","2007-12-12",9.863211
"240","2007-12-13",9.730021
"241","2007-12-14",9.856011
"242","2007-12-17",9.384449
"243","2007-12-18",9.395248
"244","2007-12-19",9.179266
"245","2007-12-20",9.690425
"246","2007-12-21",9.953204
"247","2007-12-24",10.111591
"248","2007-12-26",9.964003
"249","2007-12-27",9.9964
"250","2007-12-28",10.323974
"251","2007-12-31",9.992801
"252","2008-01-02",9.935205
"253","2008-01-03",10.007199
"254","2008-01-04",9.488841
"255","2008-01-07",9.348453
"256","2008-01-08",8.938085
"257","2008-01-09",9.11447
"258","2008-01-10",9.175666
"259","2008-01-11",8.894889
"260","2008-01-14",8.909287
"261","2008-01-15",8.635709
"262","2008-01-16",8.459323
"263","2008-01-17",8.041757
"264","2008-01-18",8.318934
"265","2008-01-22",8.372931
"266","2008-01-23",8.578114
"267","2008-01-24",8.534917
"268","2008-01-25",9.132469
"269","2008-01-28",9.812815
"270","2008-01-29",9.75882
"271","2008-01-30",9.798416
"272","2008-01-31",10.194385
"273","2008-02-01",10.730742
"274","2008-02-04",10.24118
"275","2008-02-05",9.938805
"276","2008-02-06",10.291576
"277","2008-02-07",10.662347
"278","2008-02-08",10.63355
"279","2008-02-11",10.611951
