"","date","PRU"
"1","2007-01-03",86.25
"2","2007-01-04",85.900002
"3","2007-01-05",85.690002
"4","2007-01-08",86.220001
"5","2007-01-09",85.879997
"6","2007-01-10",86.940002
"7","2007-01-11",87.779999
"8","2007-01-12",87.68
"9","2007-01-16",88.610001
"10","2007-01-17",87.980003
"11","2007-01-18",88.050003
"12","2007-01-19",88.559998
"13","2007-01-22",88.18
"14","2007-01-23",88.160004
"15","2007-01-24",88.669998
"16","2007-01-25",87.57
"17","2007-01-26",87.949997
"18","2007-01-29",88.160004
"19","2007-01-30",88.970001
"20","2007-01-31",89.129997
"21","2007-02-01",90.010002
"22","2007-02-02",90.330002
"23","2007-02-05",89.860001
"24","2007-02-06",89.730003
"25","2007-02-07",90.370003
"26","2007-02-08",92.139999
"27","2007-02-09",91.330002
"28","2007-02-12",91.050003
"29","2007-02-13",91.730003
"30","2007-02-14",92.550003
"31","2007-02-15",91.839996
"32","2007-02-16",92.510002
"33","2007-02-20",93.099998
"34","2007-02-21",92.629997
"35","2007-02-22",92.690002
"36","2007-02-23",92.449997
"37","2007-02-26",92.370003
"38","2007-02-27",90.209999
"39","2007-02-28",90.940002
"40","2007-03-01",90.379997
"41","2007-03-02",89.910004
"42","2007-03-05",89.279999
"43","2007-03-06",89.75
"44","2007-03-07",89.559998
"45","2007-03-08",90.290001
"46","2007-03-09",90.309998
"47","2007-03-12",90.169998
"48","2007-03-13",87.910004
"49","2007-03-14",88.660004
"50","2007-03-15",89.150002
"51","2007-03-16",88.650002
"52","2007-03-19",89.790001
"53","2007-03-20",90.209999
"54","2007-03-21",91.139999
"55","2007-03-22",91.040001
"56","2007-03-23",91.230003
"57","2007-03-26",91.050003
"58","2007-03-27",90.599998
"59","2007-03-28",89.970001
"60","2007-03-29",90.110001
"61","2007-03-30",90.260002
"62","2007-04-02",90.209999
"63","2007-04-03",91.410004
"64","2007-04-04",91.610001
"65","2007-04-05",91.660004
"66","2007-04-09",91.68
"67","2007-04-10",91.629997
"68","2007-04-11",91.349998
"69","2007-04-12",91.980003
"70","2007-04-13",92.07
"71","2007-04-16",93
"72","2007-04-17",93.230003
"73","2007-04-18",93.959999
"74","2007-04-19",93.650002
"75","2007-04-20",94.230003
"76","2007-04-23",93.879997
"77","2007-04-24",94.080002
"78","2007-04-25",95.739998
"79","2007-04-26",95.410004
"80","2007-04-27",95.449997
"81","2007-04-30",95
"82","2007-05-01",95.220001
"83","2007-05-02",96.800003
"84","2007-05-03",99.650002
"85","2007-05-04",100.610001
"86","2007-05-07",101.25
"87","2007-05-08",101.019997
"88","2007-05-09",101.610001
"89","2007-05-10",101.510002
"90","2007-05-11",102.279999
"91","2007-05-14",101.779999
"92","2007-05-15",101.440002
"93","2007-05-16",101.919998
"94","2007-05-17",102.300003
"95","2007-05-18",102.919998
"96","2007-05-21",103.169998
"97","2007-05-22",102.720001
"98","2007-05-23",101.349998
"99","2007-05-24",100.309998
"100","2007-05-25",100.370003
"101","2007-05-29",101.529999
"102","2007-05-30",101.730003
"103","2007-05-31",102.019997
"104","2007-06-01",101.629997
"105","2007-06-04",100.75
"106","2007-06-05",100.57
"107","2007-06-06",99.459999
"108","2007-06-07",97.489998
"109","2007-06-08",99.089996
"110","2007-06-11",99.489998
"111","2007-06-12",98.360001
"112","2007-06-13",100.809998
"113","2007-06-14",100.769997
"114","2007-06-15",101.690002
"115","2007-06-18",102.160004
"116","2007-06-19",102.809998
"117","2007-06-20",100.349998
"118","2007-06-21",99.510002
"119","2007-06-22",97.25
"120","2007-06-25",97.040001
"121","2007-06-26",96.860001
"122","2007-06-27",98.440002
"123","2007-06-28",97.910004
"124","2007-06-29",97.230003
"125","2007-07-02",98.589996
"126","2007-07-03",98.709999
"127","2007-07-05",97.610001
"128","2007-07-06",97.870003
"129","2007-07-09",97.360001
"130","2007-07-10",94.730003
"131","2007-07-11",95.980003
"132","2007-07-12",96.550003
"133","2007-07-13",97.050003
"134","2007-07-16",97.120003
"135","2007-07-17",96.220001
"136","2007-07-18",95.779999
"137","2007-07-19",96.57
"138","2007-07-20",94.629997
"139","2007-07-23",96.190002
"140","2007-07-24",94.160004
"141","2007-07-25",93.690002
"142","2007-07-26",91.610001
"143","2007-07-27",89.760002
"144","2007-07-30",89.519997
"145","2007-07-31",88.629997
"146","2007-08-01",88
"147","2007-08-02",89.449997
"148","2007-08-03",85.18
"149","2007-08-06",86.959999
"150","2007-08-07",86.529999
"151","2007-08-08",90.489998
"152","2007-08-09",86.720001
"153","2007-08-10",86.669998
"154","2007-08-13",87.580002
"155","2007-08-14",84.519997
"156","2007-08-15",84.279999
"157","2007-08-16",84.599998
"158","2007-08-17",90.150002
"159","2007-08-20",88.32
"160","2007-08-21",89.25
"161","2007-08-22",89.830002
"162","2007-08-23",88.18
"163","2007-08-24",90.690002
"164","2007-08-27",89.919998
"165","2007-08-28",86.209999
"166","2007-08-29",89.839996
"167","2007-08-30",88.489998
"168","2007-08-31",89.779999
"169","2007-09-04",90.029999
"170","2007-09-05",88.349998
"171","2007-09-06",87.459999
"172","2007-09-07",86.43
"173","2007-09-10",86.260002
"174","2007-09-11",87.559998
"175","2007-09-12",88.129997
"176","2007-09-13",91.07
"177","2007-09-14",91.739998
"178","2007-09-17",90.760002
"179","2007-09-18",95.199997
"180","2007-09-19",94.970001
"181","2007-09-20",93.599998
"182","2007-09-21",94.93
"183","2007-09-24",92.230003
"184","2007-09-25",92.010002
"185","2007-09-26",94.330002
"186","2007-09-27",96.800003
"187","2007-09-28",97.580002
"188","2007-10-01",100.129997
"189","2007-10-02",99.080002
"190","2007-10-03",98.209999
"191","2007-10-04",98.300003
"192","2007-10-05",99.599998
"193","2007-10-08",98.510002
"194","2007-10-09",99.580002
"195","2007-10-10",99.989998
"196","2007-10-11",100.779999
"197","2007-10-12",101.089996
"198","2007-10-15",98.699997
"199","2007-10-16",98.459999
"200","2007-10-17",98.050003
"201","2007-10-18",98.349998
"202","2007-10-19",95.879997
"203","2007-10-22",97.029999
"204","2007-10-23",97.220001
"205","2007-10-24",95.410004
"206","2007-10-25",95.610001
"207","2007-10-26",97.989998
"208","2007-10-29",96.279999
"209","2007-10-30",95.43
"210","2007-10-31",96.720001
"211","2007-11-01",98.040001
"212","2007-11-02",97.07
"213","2007-11-05",95.480003
"214","2007-11-06",96.019997
"215","2007-11-07",92.870003
"216","2007-11-08",94.610001
"217","2007-11-09",93.349998
"218","2007-11-12",94.639999
"219","2007-11-13",97.07
"220","2007-11-14",99.389999
"221","2007-11-15",97.330002
"222","2007-11-16",97.730003
"223","2007-11-19",95.220001
"224","2007-11-20",95.25
"225","2007-11-21",92.080002
"226","2007-11-23",93.870003
"227","2007-11-26",89.459999
"228","2007-11-27",91.760002
"229","2007-11-28",94.379997
"230","2007-11-29",93.300003
"231","2007-11-30",94.139999
"232","2007-12-03",93.269997
"233","2007-12-04",93.760002
"234","2007-12-05",97
"235","2007-12-06",98.07
"236","2007-12-07",96.510002
"237","2007-12-10",97.139999
"238","2007-12-11",93.419998
"239","2007-12-12",94.809998
"240","2007-12-13",95.07
"241","2007-12-14",93.760002
"242","2007-12-17",92.449997
"243","2007-12-18",93.110001
"244","2007-12-19",92.809998
"245","2007-12-20",91.889999
"246","2007-12-21",93.589996
"247","2007-12-24",95.309998
"248","2007-12-26",95.230003
"249","2007-12-27",92.699997
"250","2007-12-28",92.860001
"251","2007-12-31",93.040001
"252","2008-01-02",91.050003
"253","2008-01-03",91.300003
"254","2008-01-04",90.449997
"255","2008-01-07",90.68
"256","2008-01-08",87.360001
"257","2008-01-09",88.82
"258","2008-01-10",91.160004
"259","2008-01-11",91.360001
"260","2008-01-14",91.209999
"261","2008-01-15",89.25
"262","2008-01-16",87.139999
"263","2008-01-17",84.300003
"264","2008-01-18",80
"265","2008-01-22",80.300003
"266","2008-01-23",80.589996
"267","2008-01-24",81.059998
"268","2008-01-25",79.379997
"269","2008-01-28",82.760002
"270","2008-01-29",84.129997
"271","2008-01-30",82.099998
"272","2008-01-31",84.07
"273","2008-02-01",85.290001
