"","date","IMTE"
"1","2017-08-11",6
"2","2017-08-14",6.5
"3","2017-08-15",6.7
"4","2017-08-16",6.75
"5","2017-08-17",6.75
"6","2017-08-18",6.85
"7","2017-08-21",6.95
"8","2017-08-22",7
"9","2017-08-23",7
"10","2017-08-24",7
"11","2017-08-25",7.1
"12","2017-08-28",7.2
"13","2017-08-29",7.2
"14","2017-08-30",7.2
"15","2017-08-31",7.2
"16","2017-09-01",7.35
"17","2017-09-05",7.35
"18","2017-09-06",7.35
"19","2017-09-07",7.5
"20","2017-09-08",7.5
"21","2017-09-11",7.5
"22","2017-09-12",7.65
"23","2017-09-13",7.65
"24","2017-09-14",7.75
"25","2017-09-15",7.5
"26","2017-09-18",7.5
"27","2017-09-19",7.5
"28","2017-09-20",7.9
"29","2017-09-21",7.95
"30","2017-09-22",7.95
"31","2017-09-25",7.95
"32","2017-09-26",7.5
"33","2017-09-27",7.5
"34","2017-09-28",7.5
"35","2017-09-29",7.5
"36","2017-10-02",7.5
"37","2017-10-03",7.5
"38","2017-10-04",7.5
"39","2017-10-05",7.5
"40","2017-10-06",7.12
"41","2017-10-09",7.12
"42","2017-10-10",7.12
"43","2017-10-11",7.12
"44","2017-10-12",7.12
"45","2017-10-13",7.12
"46","2017-10-16",7.12
"47","2017-10-17",7.12
"48","2017-10-18",7.12
"49","2017-10-19",7.12
"50","2017-10-20",7.12
"51","2017-10-23",7.12
"52","2017-10-24",7.12
"53","2017-10-25",7.12
"54","2017-10-26",7.12
"55","2017-10-27",7.12
"56","2017-10-30",7.12
"57","2017-10-31",7.12
"58","2017-11-01",7.12
"59","2017-11-02",7.12
"60","2017-11-03",7.12
"61","2017-11-06",7.12
"62","2017-11-07",7.12
"63","2017-11-08",7.12
"64","2017-11-09",7.12
"65","2017-11-10",7.12
"66","2017-11-13",7.12
"67","2017-11-14",7.12
"68","2017-11-15",7.12
"69","2017-11-16",7.12
"70","2017-11-17",7.12
"71","2017-11-20",7.12
"72","2017-11-21",7.12
"73","2017-11-22",10
"74","2017-11-24",8.126
"75","2017-11-27",8.126
"76","2017-11-28",7
"77","2017-11-29",6
"78","2017-11-30",6
"79","2017-12-01",6.25
"80","2017-12-04",6.25
"81","2017-12-05",6.86
"82","2017-12-06",7
"83","2017-12-07",7
"84","2017-12-08",7
"85","2017-12-11",6.3
"86","2017-12-12",6.3
"87","2017-12-13",6.3
"88","2017-12-14",6.25
"89","2017-12-15",6.25
"90","2017-12-18",6.25
"91","2017-12-19",6.25
"92","2017-12-20",6.25
"93","2017-12-21",5.63
"94","2017-12-22",5.63
"95","2017-12-26",5.63
"96","2017-12-27",5.63
"97","2017-12-28",5.63
"98","2017-12-29",5.63
"99","2018-01-02",5.6
"100","2018-01-03",5.6
"101","2018-01-04",5.26
"102","2018-01-05",5.26
"103","2018-01-08",5.5
"104","2018-01-09",5.6
"105","2018-01-10",5.99
"106","2018-01-11",5.86
"107","2018-01-12",5.86
"108","2018-01-16",5.79
"109","2018-01-17",5.8
"110","2018-01-18",5.8
"111","2018-01-19",5.8
"112","2018-01-22",5.8
"113","2018-01-23",5.6
"114","2018-01-24",5.6
"115","2018-01-25",5.6
"116","2018-01-26",5.6
"117","2018-01-29",5.6
"118","2018-01-30",5.6
"119","2018-01-31",6
"120","2018-02-01",6
"121","2018-02-02",6
"122","2018-02-05",5.27
"123","2018-02-06",5.27
"124","2018-02-07",5.27
"125","2018-02-08",5
"126","2018-02-09",5
"127","2018-02-12",5
"128","2018-02-13",5
"129","2018-02-14",5
"130","2018-02-15",5
"131","2018-02-16",5
"132","2018-02-20",4.43
"133","2018-02-21",4.03
"134","2018-02-22",4.03
"135","2018-02-23",4.24
"136","2018-02-26",4.24
"137","2018-02-27",4.24
"138","2018-02-28",4.24
"139","2018-03-01",4.24
"140","2018-03-02",4
"141","2018-03-05",4.39
"142","2018-03-06",4.39
"143","2018-03-07",4.39
"144","2018-03-08",4.87
"145","2018-03-09",4.87
"146","2018-03-12",4.03
"147","2018-03-13",3.48
"148","2018-03-14",3.82
"149","2018-03-15",3.38
"150","2018-03-16",3.38
"151","2018-03-19",3.38
"152","2018-03-20",3.38
"153","2018-03-21",3.38
"154","2018-03-22",3.38
"155","2018-03-23",3.38
"156","2018-03-26",3.38
"157","2018-03-27",3.38
"158","2018-03-28",3.38
"159","2018-03-29",3.19
"160","2018-04-02",3.22
"161","2018-04-03",3.22
"162","2018-04-04",3.22
"163","2018-04-05",3.1
"164","2018-04-06",3
"165","2018-04-09",3
"166","2018-04-10",3
"167","2018-04-11",3
"168","2018-04-12",3
"169","2018-04-13",3
"170","2018-04-16",3
"171","2018-04-17",3
"172","2018-04-18",3
"173","2018-04-19",3
"174","2018-04-20",3
"175","2018-04-23",2.42
"176","2018-04-24",2.25
"177","2018-04-25",2.137
"178","2018-04-26",2
"179","2018-04-27",1.85
"180","2018-04-30",2
"181","2018-05-01",2
"182","2018-05-02",21.950001
"183","2018-05-03",32.110001
"184","2018-05-04",20.110001
"185","2018-05-07",16.82
"186","2018-05-08",18.503
"187","2018-05-09",16.65
"188","2018-05-10",11.18
"189","2018-05-11",11.58
"190","2018-05-14",18.950001
"191","2018-05-15",16.950001
"192","2018-05-16",16.299999
"193","2018-05-17",14.66
"194","2018-05-18",14.35
"195","2018-05-21",15.5
"196","2018-05-22",15.04
"197","2018-05-23",14.51
"198","2018-05-24",15.1
"199","2018-05-25",14.88
"200","2018-05-29",14.55
"201","2018-05-30",14.9
"202","2018-05-31",15.405
"203","2018-06-01",15.15
"204","2018-06-04",14.86
"205","2018-06-05",14.59
"206","2018-06-06",18.025
"207","2018-06-07",18.15
"208","2018-06-08",17.389999
"209","2018-06-11",17.98
"210","2018-06-12",17.795
"211","2018-06-13",18.205
"212","2018-06-14",18.860001
"213","2018-06-15",18.976999
"214","2018-06-18",18.9
"215","2018-06-19",19
"216","2018-06-20",19.193001
"217","2018-06-21",18.639999
"218","2018-06-22",18.790001
"219","2018-06-25",18.299999
"220","2018-06-26",16.82
"221","2018-06-27",17.5
"222","2018-06-28",17.349001
"223","2018-06-29",17.360001
"224","2018-07-02",17
"225","2018-07-03",16.6
"226","2018-07-05",15.6
"227","2018-07-06",15.512
"228","2018-07-09",14.74
"229","2018-07-10",14.94
"230","2018-07-11",15.107
"231","2018-07-12",15.478
"232","2018-07-13",14.59
"233","2018-07-16",13.64
"234","2018-07-17",14.479
"235","2018-07-18",13.8
"236","2018-07-19",13.81
"237","2018-07-20",13.607
"238","2018-07-23",13.61
"239","2018-07-24",12.01
"240","2018-07-25",12.385
"241","2018-07-26",12.482
"242","2018-07-27",11.51
"243","2018-07-30",10.75
"244","2018-07-31",11.032
"245","2018-08-01",10.141
"246","2018-08-02",11
"247","2018-08-03",11.585
"248","2018-08-06",13.18
"249","2018-08-07",13.56
"250","2018-08-08",13.51
"251","2018-08-09",12.54
"252","2018-08-10",11.574
"253","2018-08-13",11.209
"254","2018-08-14",12.774
"255","2018-08-15",12.81
"256","2018-08-16",12.26
"257","2018-08-17",12.26
"258","2018-08-20",12.45
"259","2018-08-21",12.45
"260","2018-08-22",12.029
"261","2018-08-23",12.176
"262","2018-08-24",12.34
"263","2018-08-27",11.95
"264","2018-08-28",11.508
"265","2018-08-29",12.727
"266","2018-08-30",11.9
