"","date","UMH"
"1","2007-01-03",15.51
"2","2007-01-04",15.51
"3","2007-01-05",15.5
"4","2007-01-08",15.45
"5","2007-01-09",15.7
"6","2007-01-10",15.67
"7","2007-01-11",15.73
"8","2007-01-12",15.69
"9","2007-01-16",15.69
"10","2007-01-17",15.76
"11","2007-01-18",15.9
"12","2007-01-19",15.83
"13","2007-01-22",15.83
"14","2007-01-23",16.09
"15","2007-01-24",16.26
"16","2007-01-25",16.219999
"17","2007-01-26",15.7
"18","2007-01-29",15.6
"19","2007-01-30",15.69
"20","2007-01-31",15.84
"21","2007-02-01",15.79
"22","2007-02-02",15.77
"23","2007-02-05",15.78
"24","2007-02-06",15.5
"25","2007-02-07",15.61
"26","2007-02-08",15.6
"27","2007-02-09",15.53
"28","2007-02-12",15.43
"29","2007-02-13",15.15
"30","2007-02-14",15.21
"31","2007-02-15",15.18
"32","2007-02-16",15.36
"33","2007-02-20",15.36
"34","2007-02-21",15.23
"35","2007-02-22",15.05
"36","2007-02-23",15.08
"37","2007-02-26",15.09
"38","2007-02-27",15.01
"39","2007-02-28",14.92
"40","2007-03-01",14.82
"41","2007-03-02",14.75
"42","2007-03-05",14.54
"43","2007-03-06",14.54
"44","2007-03-07",14.7
"45","2007-03-08",14.62
"46","2007-03-09",14.41
"47","2007-03-12",14.98
"48","2007-03-13",15.09
"49","2007-03-14",15.07
"50","2007-03-15",15.08
"51","2007-03-16",15.23
"52","2007-03-19",15.2
"53","2007-03-20",15.13
"54","2007-03-21",15.05
"55","2007-03-22",15.12
"56","2007-03-23",15.17
"57","2007-03-26",15.07
"58","2007-03-27",15.1
"59","2007-03-28",15.01
"60","2007-03-29",15.09
"61","2007-03-30",15.2
"62","2007-04-02",15.16
"63","2007-04-03",15.3
"64","2007-04-04",15.16
"65","2007-04-05",15.1
"66","2007-04-09",15.13
"67","2007-04-10",15.17
"68","2007-04-11",15.22
"69","2007-04-12",15.18
"70","2007-04-13",15
"71","2007-04-16",15.21
"72","2007-04-17",15.29
"73","2007-04-18",15.4
"74","2007-04-19",15.23
"75","2007-04-20",15.21
"76","2007-04-23",15.25
"77","2007-04-24",15.15
"78","2007-04-25",15.17
"79","2007-04-26",15.07
"80","2007-04-27",15.1
"81","2007-04-30",15.05
"82","2007-05-01",15.19
"83","2007-05-02",15.15
"84","2007-05-03",15.26
"85","2007-05-04",15.25
"86","2007-05-07",15.22
"87","2007-05-08",15.15
"88","2007-05-09",15.19
"89","2007-05-10",15.13
"90","2007-05-11",15.01
"91","2007-05-14",14.92
"92","2007-05-15",14.86
"93","2007-05-16",14.95
"94","2007-05-17",14.95
"95","2007-05-18",14.79
"96","2007-05-21",14.62
"97","2007-05-22",14.55
"98","2007-05-23",14.71
"99","2007-05-24",14.55
"100","2007-05-25",14.45
"101","2007-05-29",14.43
"102","2007-05-30",14.31
"103","2007-05-31",14.3
"104","2007-06-01",14.29
"105","2007-06-04",14.27
"106","2007-06-05",14.3
"107","2007-06-06",14.19
"108","2007-06-07",14.2
"109","2007-06-08",14.2
"110","2007-06-11",14.3
"111","2007-06-12",14.06
"112","2007-06-13",14.06
"113","2007-06-14",14.15
"114","2007-06-15",14.2
"115","2007-06-18",14.23
"116","2007-06-19",14.25
"117","2007-06-20",14.25
"118","2007-06-21",14.3
"119","2007-06-22",14.49
"120","2007-06-25",14.5
"121","2007-06-26",14.25
"122","2007-06-27",14.25
"123","2007-06-28",14.15
"124","2007-06-29",14.19
"125","2007-07-02",14.1
"126","2007-07-03",14.1
"127","2007-07-05",14.21
"128","2007-07-06",14.18
"129","2007-07-09",14.2
"130","2007-07-10",14.21
"131","2007-07-11",14.12
"132","2007-07-12",14.15
"133","2007-07-13",14.2
"134","2007-07-16",14.21
"135","2007-07-17",14.17
"136","2007-07-18",14.15
"137","2007-07-19",14.11
"138","2007-07-20",14.05
"139","2007-07-23",14.15
"140","2007-07-24",14.05
"141","2007-07-25",14
"142","2007-07-26",14.1
"143","2007-07-27",13.83
"144","2007-07-30",13.56
"145","2007-07-31",13.8
"146","2007-08-01",13.58
"147","2007-08-02",13.39
"148","2007-08-03",13.01
"149","2007-08-06",12.8
"150","2007-08-07",13.2
"151","2007-08-08",13.45
"152","2007-08-09",13.43
"153","2007-08-10",13.05
"154","2007-08-13",13.35
"155","2007-08-14",13.4
"156","2007-08-15",13.3
"157","2007-08-16",13.17
"158","2007-08-17",12.86
"159","2007-08-20",12.79
"160","2007-08-21",12.95
"161","2007-08-22",12.96
"162","2007-08-23",12.95
"163","2007-08-24",12.86
"164","2007-08-27",13
"165","2007-08-28",13.2
"166","2007-08-29",13.2
"167","2007-08-30",13.19
"168","2007-08-31",13.21
"169","2007-09-04",13.35
"170","2007-09-05",12.85
"171","2007-09-06",12.93
"172","2007-09-07",13.09
"173","2007-09-10",12.86
"174","2007-09-11",12.89
"175","2007-09-12",13
"176","2007-09-13",13.05
"177","2007-09-14",13.02
"178","2007-09-17",12.99
"179","2007-09-18",13
"180","2007-09-19",13.15
"181","2007-09-20",13.19
"182","2007-09-21",13.01
"183","2007-09-24",12.95
"184","2007-09-25",13.14
"185","2007-09-26",13.25
"186","2007-09-27",13.31
"187","2007-09-28",13.92
"188","2007-10-01",13.93
"189","2007-10-02",13.94
"190","2007-10-03",13.63
"191","2007-10-04",13.77
"192","2007-10-05",13.62
"193","2007-10-08",13.52
"194","2007-10-09",13.54
"195","2007-10-10",13.25
"196","2007-10-11",13.35
"197","2007-10-12",13.28
"198","2007-10-15",13.3
"199","2007-10-16",13.15
"200","2007-10-17",13.23
"201","2007-10-18",13.24
"202","2007-10-19",13.12
"203","2007-10-22",13.11
"204","2007-10-23",13.08
"205","2007-10-24",13.03
"206","2007-10-25",13
"207","2007-10-26",12.91
"208","2007-10-29",12.94
"209","2007-10-30",12.9
"210","2007-10-31",12.96
"211","2007-11-01",12.98
"212","2007-11-02",12.87
"213","2007-11-05",12.5
"214","2007-11-06",12.34
"215","2007-11-07",12.03
"216","2007-11-08",11.7
"217","2007-11-09",11
"218","2007-11-12",11.3
"219","2007-11-13",11.29
"220","2007-11-14",11.3
"221","2007-11-15",12.2
"222","2007-11-16",12.01
"223","2007-11-19",11.99
"224","2007-11-20",11.65
"225","2007-11-21",11.76
"226","2007-11-23",11.84
"227","2007-11-26",11.84
"228","2007-11-27",11.79
"229","2007-11-28",11.59
"230","2007-11-29",11.12
"231","2007-11-30",11.25
"232","2007-12-03",11.71
"233","2007-12-04",12.12
"234","2007-12-05",12.07
"235","2007-12-06",12.09
"236","2007-12-07",11.99
"237","2007-12-10",11.74
"238","2007-12-11",11.27
"239","2007-12-12",11.36
"240","2007-12-13",11.27
"241","2007-12-14",11.22
"242","2007-12-17",11.2
"243","2007-12-18",11.24
"244","2007-12-19",11.25
"245","2007-12-20",11.25
"246","2007-12-21",11.3
"247","2007-12-24",11.29
"248","2007-12-26",11.26
"249","2007-12-27",11.38
"250","2007-12-28",11.44
"251","2007-12-31",11.77
"252","2008-01-02",11.71
"253","2008-01-03",11.5
"254","2008-01-04",11.61
"255","2008-01-07",11.57
"256","2008-01-08",11.79
"257","2008-01-09",11.59
"258","2008-01-10",11.52
"259","2008-01-11",11.63
"260","2008-01-14",11.57
"261","2008-01-15",11.25
"262","2008-01-16",11.28
"263","2008-01-17",11.38
"264","2008-01-18",11.34
"265","2008-01-22",11.04
"266","2008-01-23",11.15
"267","2008-01-24",11.21
"268","2008-01-25",11.25
"269","2008-01-28",11.27
"270","2008-01-29",11.31
"271","2008-01-30",11.43
"272","2008-01-31",11.4
"273","2008-02-01",11.59
"274","2008-02-04",11.56
"275","2008-02-05",11.63
"276","2008-02-06",11.47
"277","2008-02-07",11.33
"278","2008-02-08",11.42
"279","2008-02-11",11.45
"280","2008-02-12",11.63
"281","2008-02-13",11.38
"282","2008-02-14",11.3
"283","2008-02-15",11.35
"284","2008-02-19",11.26
"285","2008-02-20",11.16
"286","2008-02-21",11.24
"287","2008-02-22",11.19
"288","2008-02-25",11.19
"289","2008-02-26",11.15
"290","2008-02-27",11.16
"291","2008-02-28",11.18
"292","2008-02-29",11.31
"293","2008-03-03",11.16
"294","2008-03-04",11.17
"295","2008-03-05",11.17
"296","2008-03-06",11.04
"297","2008-03-07",11.01
"298","2008-03-10",10.95
"299","2008-03-11",10.88
"300","2008-03-12",10.55
"301","2008-03-13",10.17
"302","2008-03-14",9.9
"303","2008-03-17",10.05
"304","2008-03-18",10.1
"305","2008-03-19",10.14
"306","2008-03-20",10.12
"307","2008-03-24",10.08
"308","2008-03-25",9.95
"309","2008-03-26",9.84
"310","2008-03-27",9.84
"311","2008-03-28",9.9
"312","2008-03-31",9.88
"313","2008-04-01",9.92
"314","2008-04-02",9.96
"315","2008-04-03",9.89
"316","2008-04-04",9.81
"317","2008-04-07",9.76
"318","2008-04-08",9.84
"319","2008-04-09",9.85
"320","2008-04-10",9.89
"321","2008-04-11",9.84
"322","2008-04-14",9.73
"323","2008-04-15",9.85
"324","2008-04-16",9.85
"325","2008-04-17",10.02
"326","2008-04-18",10.14
"327","2008-04-21",10
"328","2008-04-22",9.9
"329","2008-04-23",10.2
"330","2008-04-24",10.1
"331","2008-04-25",10.11
"332","2008-04-28",10.09
"333","2008-04-29",9.92
"334","2008-04-30",10.05
"335","2008-05-01",10.08
"336","2008-05-02",9.94
"337","2008-05-05",9.99
"338","2008-05-06",9.99
"339","2008-05-07",9.97
"340","2008-05-08",9.95
"341","2008-05-09",9.75
"342","2008-05-12",8.61
"343","2008-05-13",8.35
"344","2008-05-14",8.55
"345","2008-05-15",8.64
"346","2008-05-16",8.95
"347","2008-05-19",9.03
"348","2008-05-20",9.06
"349","2008-05-21",9.07
"350","2008-05-22",9.07
"351","2008-05-23",9.07
"352","2008-05-27",9.01
"353","2008-05-28",9.04
"354","2008-05-29",8.95
"355","2008-05-30",9.08
"356","2008-06-02",9.03
"357","2008-06-03",9.06
"358","2008-06-04",8.96
"359","2008-06-05",8.94
"360","2008-06-06",8.88
"361","2008-06-09",8.78
"362","2008-06-10",8.86
"363","2008-06-11",8.85
"364","2008-06-12",8.6
"365","2008-06-13",8.68
"366","2008-06-16",8.74
"367","2008-06-17",8.7
"368","2008-06-18",8.75
"369","2008-06-19",8.8
"370","2008-06-20",8.75
"371","2008-06-23",8.6
"372","2008-06-24",8.62
"373","2008-06-25",8.59
"374","2008-06-26",8.55
"375","2008-06-27",8.63
"376","2008-06-30",8.75
"377","2008-07-01",8.53
"378","2008-07-02",8.45
"379","2008-07-03",8.42
"380","2008-07-07",8.4
"381","2008-07-08",8.34
"382","2008-07-09",8.18
"383","2008-07-10",8.16
"384","2008-07-11",8.12
"385","2008-07-14",8.01
"386","2008-07-15",7.86
"387","2008-07-16",7.94
"388","2008-07-17",8
"389","2008-07-18",7.76
"390","2008-07-21",7.75
"391","2008-07-22",7.63
"392","2008-07-23",7.76
"393","2008-07-24",7.62
"394","2008-07-25",7.64
"395","2008-07-28",7.66
"396","2008-07-29",7.71
"397","2008-07-30",7.9
"398","2008-07-31",8.13
"399","2008-08-01",8.09
"400","2008-08-04",8.01
"401","2008-08-05",8.12
"402","2008-08-06",7.95
"403","2008-08-07",7.7
"404","2008-08-08",7.7
"405","2008-08-11",7.84
"406","2008-08-12",7.85
"407","2008-08-13",7.75
"408","2008-08-14",7.8
"409","2008-08-15",7.81
"410","2008-08-18",7.83
"411","2008-08-19",8.12
"412","2008-08-20",7.95
"413","2008-08-21",8
"414","2008-08-22",8.32
"415","2008-08-25",8.3
"416","2008-08-26",8.43
"417","2008-08-27",8.4
"418","2008-08-28",8.45
"419","2008-08-29",8.4
"420","2008-09-02",8.38
"421","2008-09-03",8.45
"422","2008-09-04",8.39
"423","2008-09-05",8.33
"424","2008-09-08",8.29
"425","2008-09-09",8.38
"426","2008-09-10",8.47
"427","2008-09-11",8.04
"428","2008-09-12",7.96
"429","2008-09-15",7.75
"430","2008-09-16",7.7
"431","2008-09-17",7.6
"432","2008-09-18",7.63
"433","2008-09-19",7.7
"434","2008-09-22",7.7
"435","2008-09-23",7.65
"436","2008-09-24",7.7
"437","2008-09-25",7.55
"438","2008-09-26",7.48
"439","2008-09-29",7.2
"440","2008-09-30",6.95
"441","2008-10-01",7.1
"442","2008-10-02",7.15
"443","2008-10-03",7.15
"444","2008-10-06",6.9
"445","2008-10-07",6.97
"446","2008-10-08",6.76
"447","2008-10-09",6.41
"448","2008-10-10",5.9
"449","2008-10-13",6.19
"450","2008-10-14",6.4
"451","2008-10-15",6.25
"452","2008-10-16",6.21
"453","2008-10-17",6.5
"454","2008-10-20",6.54
"455","2008-10-21",6.64
