"","date","UMH"
"456","2008-10-22",6.5
"457","2008-10-23",6.13
"458","2008-10-24",5.8
"459","2008-10-27",5.68
"460","2008-10-28",5.78
"461","2008-10-29",5.65
"462","2008-10-30",5.67
"463","2008-10-31",5.95
"464","2008-11-03",6.22
"465","2008-11-04",6.45
"466","2008-11-05",6.45
"467","2008-11-06",6.25
"468","2008-11-07",6.12
"469","2008-11-10",6.11
"470","2008-11-11",6.05
"471","2008-11-12",6.14
"472","2008-11-13",6.01
"473","2008-11-14",6
"474","2008-11-17",6
"475","2008-11-18",5.95
"476","2008-11-19",5.9
"477","2008-11-20",5.45
"478","2008-11-21",5.5
"479","2008-11-24",5.71
"480","2008-11-25",5.66
"481","2008-11-26",5.59
"482","2008-11-28",5.7
"483","2008-12-01",5.5
"484","2008-12-02",5.48
"485","2008-12-03",5.55
"486","2008-12-04",5.6
"487","2008-12-05",5.3
"488","2008-12-08",5.5
"489","2008-12-09",5.95
"490","2008-12-10",6
"491","2008-12-11",5.59
"492","2008-12-12",5.86
"493","2008-12-15",5.85
"494","2008-12-16",5.83
"495","2008-12-17",5.72
"496","2008-12-18",5.75
"497","2008-12-19",5.2
"498","2008-12-22",5.33
"499","2008-12-23",5.15
"500","2008-12-24",5.29
"501","2008-12-26",5.47
"502","2008-12-29",5.39
"503","2008-12-30",5.44
"504","2008-12-31",5.95
"505","2009-01-02",6.1
"506","2009-01-05",6.11
"507","2009-01-06",6.25
"508","2009-01-07",6.47
"509","2009-01-08",6.57
"510","2009-01-09",6.44
"511","2009-01-12",6.27
"512","2009-01-13",6.29
"513","2009-01-14",6.25
"514","2009-01-15",6.34
"515","2009-01-16",6.32
"516","2009-01-20",6.17
"517","2009-01-21",6.44
"518","2009-01-22",6.4
"519","2009-01-23",6.45
"520","2009-01-26",6.51
"521","2009-01-27",6.55
"522","2009-01-28",6.6
"523","2009-01-29",6.51
"524","2009-01-30",6.49
"525","2009-02-02",6.58
"526","2009-02-03",6.53
"527","2009-02-04",6.63
"528","2009-02-05",6.81
"529","2009-02-06",6.94
"530","2009-02-09",7.01
"531","2009-02-10",7
"532","2009-02-11",7.5
"533","2009-02-12",7.15
"534","2009-02-13",7.16
"535","2009-02-17",6.97
"536","2009-02-18",6.9
"537","2009-02-19",6.7
"538","2009-02-20",6.43
"539","2009-02-23",6
"540","2009-02-24",5.42
"541","2009-02-25",5.38
"542","2009-02-26",5.35
"543","2009-02-27",5.25
"544","2009-03-02",5.2
"545","2009-03-03",5.42
"546","2009-03-04",5.22
"547","2009-03-05",5.38
"548","2009-03-06",5.25
"549","2009-03-09",5.25
"550","2009-03-10",5.22
"551","2009-03-11",5.45
"552","2009-03-12",5.53
"553","2009-03-13",5.51
"554","2009-03-16",5.35
"555","2009-03-17",5.35
"556","2009-03-18",5.28
"557","2009-03-19",5.26
"558","2009-03-20",5.29
"559","2009-03-23",5.27
"560","2009-03-24",5.25
"561","2009-03-25",5.06
"562","2009-03-26",5.15
"563","2009-03-27",5.25
"564","2009-03-30",5.15
"565","2009-03-31",5.4
"566","2009-04-01",5.51
"567","2009-04-02",5.52
"568","2009-04-03",5.63
"569","2009-04-06",5.77
"570","2009-04-07",5.76
"571","2009-04-08",5.78
"572","2009-04-09",6.1
"573","2009-04-13",6.13
"574","2009-04-14",6.1
"575","2009-04-15",6.27
"576","2009-04-16",6.52
"577","2009-04-17",6.46
"578","2009-04-20",6.35
"579","2009-04-21",6.34
"580","2009-04-22",6.26
"581","2009-04-23",6.28
"582","2009-04-24",6.3
"583","2009-04-27",6.4
"584","2009-04-28",6.32
"585","2009-04-29",6.39
"586","2009-04-30",6.4
"587","2009-05-01",6.41
"588","2009-05-04",6.5
"589","2009-05-05",6.83
"590","2009-05-06",6.93
"591","2009-05-07",7
"592","2009-05-08",7.36
"593","2009-05-11",7.49
"594","2009-05-12",7.45
"595","2009-05-13",7.44
"596","2009-05-14",7.4
"597","2009-05-15",7.25
"598","2009-05-18",7.7
"599","2009-05-19",7.55
"600","2009-05-20",7.55
"601","2009-05-21",7.31
"602","2009-05-22",7.5
"603","2009-05-26",7.49
"604","2009-05-27",7.85
"605","2009-05-28",8.15
"606","2009-05-29",8
"607","2009-06-01",7.61
"608","2009-06-02",7.72
"609","2009-06-03",7.72
"610","2009-06-04",7.79
"611","2009-06-05",7.85
"612","2009-06-08",8
"613","2009-06-09",8.05
"614","2009-06-10",8.17
"615","2009-06-11",8.29
"616","2009-06-12",8.55
"617","2009-06-15",7.83
"618","2009-06-16",7.81
"619","2009-06-17",7.99
"620","2009-06-18",7.86
"621","2009-06-19",8
"622","2009-06-22",7.57
"623","2009-06-23",7.51
"624","2009-06-24",7.8
"625","2009-06-25",7.89
"626","2009-06-26",8.65
"627","2009-06-29",8.33
"628","2009-06-30",7.97
"629","2009-07-01",8.28
"630","2009-07-02",8.05
"631","2009-07-06",8.31
"632","2009-07-07",8.38
"633","2009-07-08",8.3
"634","2009-07-09",8.2
"635","2009-07-10",8.17
"636","2009-07-13",8.25
"637","2009-07-14",8.2
"638","2009-07-15",8.04
"639","2009-07-16",8.09
"640","2009-07-17",8.05
"641","2009-07-20",8.07
"642","2009-07-21",8.1
"643","2009-07-22",8.12
"644","2009-07-23",8.25
"645","2009-07-24",8.26
"646","2009-07-27",8.25
"647","2009-07-28",8.26
"648","2009-07-29",8.47
"649","2009-07-30",8.6
"650","2009-07-31",8.53
"651","2009-08-03",8.66
"652","2009-08-04",8.6
"653","2009-08-05",8.54
"654","2009-08-06",8.69
"655","2009-08-07",9.01
"656","2009-08-10",8.94
"657","2009-08-11",8.79
"658","2009-08-12",8.87
"659","2009-08-13",8.66
"660","2009-08-14",8.55
"661","2009-08-17",8.27
"662","2009-08-18",8.12
"663","2009-08-19",8.21
"664","2009-08-20",8.16
"665","2009-08-21",8.39
"666","2009-08-24",8.4
"667","2009-08-25",8.42
"668","2009-08-26",8.4
"669","2009-08-27",8.4
"670","2009-08-28",8.29
"671","2009-08-31",8.08
"672","2009-09-01",8
"673","2009-09-02",7.87
"674","2009-09-03",7.83
"675","2009-09-04",8.1
"676","2009-09-08",8.2
"677","2009-09-09",8.17
"678","2009-09-10",8.11
"679","2009-09-11",8.03
"680","2009-09-14",8.02
"681","2009-09-15",7.85
"682","2009-09-16",7.99
"683","2009-09-17",7.89
"684","2009-09-18",8
"685","2009-09-21",8
"686","2009-09-22",8.03
"687","2009-09-23",7.95
"688","2009-09-24",7.88
"689","2009-09-25",7.97
"690","2009-09-28",8.26
"691","2009-09-29",8.11
"692","2009-09-30",8.15
"693","2009-10-01",7.83
"694","2009-10-02",7.88
"695","2009-10-05",7.97
"696","2009-10-06",8.05
"697","2009-10-07",8.15
"698","2009-10-08",8.18
"699","2009-10-09",8.21
"700","2009-10-12",8.17
"701","2009-10-13",8.16
"702","2009-10-14",8.24
"703","2009-10-15",8.01
"704","2009-10-16",7.85
"705","2009-10-19",8
"706","2009-10-20",7.87
"707","2009-10-21",7.86
"708","2009-10-22",7.83
"709","2009-10-23",7.75
"710","2009-10-26",7.72
"711","2009-10-27",7.76
"712","2009-10-28",7.7
"713","2009-10-29",7.69
"714","2009-10-30",7.54
"715","2009-11-02",7.63
"716","2009-11-03",7.64
"717","2009-11-04",7.43
"718","2009-11-05",7.87
"719","2009-11-06",7.78
"720","2009-11-09",8
"721","2009-11-10",8.09
"722","2009-11-11",8.14
"723","2009-11-12",7.85
"724","2009-11-13",7.85
"725","2009-11-16",7.88
"726","2009-11-17",7.85
"727","2009-11-18",7.8
"728","2009-11-19",7.73
"729","2009-11-20",7.8
"730","2009-11-23",7.78
"731","2009-11-24",7.72
"732","2009-11-25",7.71
"733","2009-11-27",7.62
"734","2009-11-30",7.7
"735","2009-12-01",7.8
"736","2009-12-02",7.86
"737","2009-12-03",7.89
"738","2009-12-04",8
"739","2009-12-07",8.09
"740","2009-12-08",7.84
"741","2009-12-09",7.85
"742","2009-12-10",7.86
"743","2009-12-11",7.89
"744","2009-12-14",7.93
"745","2009-12-15",7.55
"746","2009-12-16",7.69
"747","2009-12-17",7.81
"748","2009-12-18",7.85
"749","2009-12-21",7.8
"750","2009-12-22",7.7
"751","2009-12-23",7.73
"752","2009-12-24",7.61
"753","2009-12-28",7.75
"754","2009-12-29",7.94
"755","2009-12-30",8.08
"756","2009-12-31",8.48
"757","2010-01-04",8.5
"758","2010-01-05",8.4
"759","2010-01-06",8.3
"760","2010-01-07",8.29
"761","2010-01-08",8.3
"762","2010-01-11",8.42
"763","2010-01-12",8.35
"764","2010-01-13",8.26
"765","2010-01-14",8.23
"766","2010-01-15",8.21
"767","2010-01-19",8.4
"768","2010-01-20",8.35
"769","2010-01-21",8.28
"770","2010-01-22",8.35
"771","2010-01-25",8.29
"772","2010-01-26",8.26
"773","2010-01-27",8.25
"774","2010-01-28",8.22
"775","2010-01-29",8.1
"776","2010-02-01",8.14
"777","2010-02-02",8.1
"778","2010-02-03",8.1
"779","2010-02-04",8.03
"780","2010-02-05",8.15
"781","2010-02-08",8.04
"782","2010-02-09",8.11
"783","2010-02-10",8.17
"784","2010-02-11",8.07
"785","2010-02-12",7.99
"786","2010-02-16",8
"787","2010-02-17",7.89
"788","2010-02-18",7.95
"789","2010-02-19",7.92
"790","2010-02-22",7.89
"791","2010-02-23",7.85
"792","2010-02-24",7.91
"793","2010-02-25",7.95
"794","2010-02-26",7.89
"795","2010-03-01",7.96
"796","2010-03-02",8
"797","2010-03-03",7.99
"798","2010-03-04",8.01
"799","2010-03-05",8.03
"800","2010-03-08",8.05
"801","2010-03-09",8.15
"802","2010-03-10",8.1
"803","2010-03-11",8.1
"804","2010-03-12",8.01
"805","2010-03-15",7.99
"806","2010-03-16",8
"807","2010-03-17",7.98
"808","2010-03-18",7.96
"809","2010-03-19",8.08
"810","2010-03-22",8.1
"811","2010-03-23",8.19
"812","2010-03-24",8.11
"813","2010-03-25",8.1
"814","2010-03-26",8.15
"815","2010-03-29",8.16
"816","2010-03-30",8.11
"817","2010-03-31",8.17
"818","2010-04-01",8.15
"819","2010-04-05",8.16
"820","2010-04-06",8.58
"821","2010-04-07",8.74
"822","2010-04-08",8.66
"823","2010-04-09",8.65
"824","2010-04-12",8.79
"825","2010-04-13",9.19
"826","2010-04-14",9.25
"827","2010-04-15",9.13
"828","2010-04-16",8.92
"829","2010-04-19",9.05
"830","2010-04-20",9.19
"831","2010-04-21",9.33
"832","2010-04-22",9.36
"833","2010-04-23",9.33
"834","2010-04-26",9.38
"835","2010-04-27",9.17
"836","2010-04-28",9.23
"837","2010-04-29",9.45
"838","2010-04-30",9.38
"839","2010-05-03",9.48
"840","2010-05-04",9.41
"841","2010-05-05",9.13
"842","2010-05-06",8.93
"843","2010-05-07",8.92
"844","2010-05-10",9.24
"845","2010-05-11",9.21
"846","2010-05-12",10.21
"847","2010-05-13",9.9
"848","2010-05-14",9.65
"849","2010-05-17",9.62
"850","2010-05-18",9.56
"851","2010-05-19",9.46
"852","2010-05-20",8.66
"853","2010-05-21",8.73
"854","2010-05-24",8.6
"855","2010-05-25",8.47
"856","2010-05-26",8.89
"857","2010-05-27",9.38
"858","2010-05-28",9.1
"859","2010-06-01",9.16
"860","2010-06-02",9.47
"861","2010-06-03",10.04
"862","2010-06-04",9.42
"863","2010-06-07",8.86
"864","2010-06-08",8.79
"865","2010-06-09",8.82
"866","2010-06-10",9.47
"867","2010-06-11",9.74
"868","2010-06-14",9.94
"869","2010-06-15",10.13
"870","2010-06-16",10.18
"871","2010-06-17",10.18
"872","2010-06-18",10.28
"873","2010-06-21",10.42
"874","2010-06-22",10.43
"875","2010-06-23",10.11
"876","2010-06-24",9.94
"877","2010-06-25",10.9
"878","2010-06-28",10.72
"879","2010-06-29",10.45
"880","2010-06-30",10.07
"881","2010-07-01",10.13
"882","2010-07-02",10.31
"883","2010-07-06",10.33
"884","2010-07-07",10.41
"885","2010-07-08",10.52
"886","2010-07-09",10.81
"887","2010-07-12",10.57
"888","2010-07-13",10.86
"889","2010-07-14",10.74
"890","2010-07-15",10.63
"891","2010-07-16",10.13
"892","2010-07-19",10.15
"893","2010-07-20",10.39
"894","2010-07-21",10.36
"895","2010-07-22",10.57
"896","2010-07-23",10.93
"897","2010-07-26",11.35
"898","2010-07-27",11.4
"899","2010-07-28",11.2
"900","2010-07-29",11.41
"901","2010-07-30",11.48
"902","2010-08-02",11.51
"903","2010-08-03",11.44
"904","2010-08-04",11.48
"905","2010-08-05",11.39
"906","2010-08-06",11.83
"907","2010-08-09",11.55
"908","2010-08-10",11.59
"909","2010-08-11",11.23
"910","2010-08-12",10.65
"911","2010-08-13",10.06
"912","2010-08-16",10.36
"913","2010-08-17",10.39
"914","2010-08-18",10.48
"915","2010-08-19",10.04
"916","2010-08-20",10.03
"917","2010-08-23",9.96
"918","2010-08-24",9.84
"919","2010-08-25",9.78
"920","2010-08-26",9.84
"921","2010-08-27",9.86
"922","2010-08-30",9.74
"923","2010-08-31",9.49
"924","2010-09-01",9.34
"925","2010-09-02",9.56
"926","2010-09-03",9.94
"927","2010-09-07",9.91
"928","2010-09-08",10.39
"929","2010-09-09",10.4
"930","2010-09-10",10.49
"931","2010-09-13",10.57
"932","2010-09-14",10.22
"933","2010-09-15",10.16
"934","2010-09-16",10.02
"935","2010-09-17",10.77
"936","2010-09-20",11.03
"937","2010-09-21",10.9
"938","2010-09-22",10.56
"939","2010-09-23",10.37
"940","2010-09-24",10.8
"941","2010-09-27",10.66
"942","2010-09-28",10.77
"943","2010-09-29",10.8
"944","2010-09-30",10.74
"945","2010-10-01",10.45
"946","2010-10-04",10.49
"947","2010-10-05",10.88
"948","2010-10-06",10.97
"949","2010-10-07",10.83
"950","2010-10-08",10.8
"951","2010-10-11",10.53
"952","2010-10-12",10.43
"953","2010-10-13",10.69
"954","2010-10-14",10.62
"955","2010-10-15",10.4
"956","2010-10-18",10.66
"957","2010-10-19",10.49
"958","2010-10-20",10.61
"959","2010-10-21",10.56
"960","2010-10-22",10.59
"961","2010-10-25",10.63
"962","2010-10-26",10.52
"963","2010-10-27",10.6
"964","2010-10-28",10.58
"965","2010-10-29",10.59
"966","2010-11-01",10.55
"967","2010-11-02",10.53
"968","2010-11-03",10.54
"969","2010-11-04",10.65
"970","2010-11-05",10.66
"971","2010-11-08",10.69
"972","2010-11-09",10.69
"973","2010-11-10",10.49
"974","2010-11-11",10.31
"975","2010-11-12",10.26
"976","2010-11-15",10.15
"977","2010-11-16",9.84
"978","2010-11-17",9.84
"979","2010-11-18",9.92
"980","2010-11-19",9.69
"981","2010-11-22",9.74
"982","2010-11-23",9.73
"983","2010-11-24",9.95
"984","2010-11-26",9.93
"985","2010-11-29",9.76
"986","2010-11-30",9.62
"987","2010-12-01",9.6
"988","2010-12-02",9.59
"989","2010-12-03",9.57
"990","2010-12-06",9.57
"991","2010-12-07",9.62
"992","2010-12-08",9.59
"993","2010-12-09",9.6
"994","2010-12-10",9.62
"995","2010-12-13",9.55
"996","2010-12-14",9.66
"997","2010-12-15",9.55
"998","2010-12-16",9.96
"999","2010-12-17",9.98
"1000","2010-12-20",10.07
"1001","2010-12-21",9.97
"1002","2010-12-22",10.14
