"","date","MTW"
"1","2007-01-03",25.499113
"2","2007-01-04",25.050726
"3","2007-01-05",25.286242
"4","2007-01-08",25.594225
"5","2007-01-09",26.006376
"6","2007-01-10",25.757275
"7","2007-01-11",26.337006
"8","2007-01-12",26.676691
"9","2007-01-16",26.350592
"10","2007-01-17",26.20113
"11","2007-01-18",25.662161
"12","2007-01-19",25.698395
"13","2007-01-22",25.222834
"14","2007-01-23",26.31436
"15","2007-01-24",26.450233
"16","2007-01-25",26.531759
"17","2007-01-26",26.436646
"18","2007-01-29",25.88409
"19","2007-01-30",26.382296
"20","2007-01-31",23.488171
"21","2007-02-01",24.461937
"22","2007-02-02",24.910322
"23","2007-02-05",24.960144
"24","2007-02-06",25.440233
"25","2007-02-07",25.693865
"26","2007-02-08",25.367767
"27","2007-02-09",25.159426
"28","2007-02-12",25.612341
"29","2007-02-13",26.087902
"30","2007-02-14",27.070726
"31","2007-02-15",27.700279
"32","2007-02-16",28.062611
"33","2007-02-20",28.488352
"34","2007-02-21",29.416826
"35","2007-02-22",28.737453
"36","2007-02-23",28.760099
"37","2007-02-26",28.021849
"38","2007-02-27",26.735571
"39","2007-02-28",26.563463
"40","2007-03-01",26.518171
"41","2007-03-02",25.779919
"42","2007-03-05",25.109606
"43","2007-03-06",25.480995
"44","2007-03-07",25.816153
"45","2007-03-08",25.893148
"46","2007-03-09",25.793507
"47","2007-03-12",25.716511
"48","2007-03-13",25.105076
"49","2007-03-14",24.620457
"50","2007-03-15",25.123194
"51","2007-03-16",27.016376
"52","2007-03-19",27.650459
"53","2007-03-20",27.836153
"54","2007-03-21",27.962969
"55","2007-03-22",27.944853
"56","2007-03-23",28.080727
"57","2007-03-26",28.008261
"58","2007-03-27",28.302656
"59","2007-03-28",28.778217
"60","2007-03-29",28.932207
"61","2007-03-30",28.773687
"62","2007-04-02",28.991087
"63","2007-04-03",29.145079
"64","2007-04-04",29.430414
"65","2007-04-05",29.185841
"66","2007-04-09",29.158665
"67","2007-04-10",29.240191
"68","2007-04-11",29.367006
"69","2007-04-12",30.005615
"70","2007-04-13",29.833508
"71","2007-04-16",30.617052
"72","2007-04-17",30.703106
"73","2007-04-18",30.150549
"74","2007-04-19",30.109787
"75","2007-04-20",30.422298
"76","2007-04-23",31.178665
"77","2007-04-24",31.119787
"78","2007-04-25",31.228487
"79","2007-04-26",30.7801
"80","2007-04-27",31.704048
"81","2007-04-30",30.902388
"82","2007-05-01",32.646111
"83","2007-05-02",33.162434
"84","2007-05-03",33.538353
"85","2007-05-04",33.579117
"86","2007-05-07",33.311893
"87","2007-05-08",33.352657
"88","2007-05-09",34.430595
"89","2007-05-10",33.936916
"90","2007-05-11",34.647995
"91","2007-05-14",34.878983
"92","2007-05-15",34.385303
"93","2007-05-16",34.104496
"94","2007-05-17",33.782928
"95","2007-05-18",33.900684
"96","2007-05-21",34.358128
"97","2007-05-22",34.217724
"98","2007-05-23",33.751225
"99","2007-05-24",33.017502
"100","2007-05-25",33.932388
"101","2007-05-29",34.045616
"102","2007-05-30",34.652523
"103","2007-05-31",34.321896
"104","2007-06-01",35.327366
"105","2007-06-04",35.205078
"106","2007-06-05",34.647995
"107","2007-06-06",33.900684
"108","2007-06-07",33.171494
"109","2007-06-08",33.447769
"110","2007-06-11",34.272076
"111","2007-06-12",34.811043
"112","2007-06-13",34.928802
"113","2007-06-14",35.766693
"114","2007-06-15",36.409832
"115","2007-06-18",37.478714
"116","2007-06-19",37.297546
"117","2007-06-20",36.876335
"118","2007-06-21",37.39719
"119","2007-06-22",37.650822
"120","2007-06-25",37.628174
