"","date","JBSS"
"247","2007-12-24",7.71
"248","2007-12-26",7.8
"249","2007-12-27",7.95
"250","2007-12-28",8.06
"251","2007-12-31",8.42
"252","2008-01-02",7.6
"253","2008-01-03",7.58
"254","2008-01-04",7.44
"255","2008-01-07",7.47
"256","2008-01-08",7.4
"257","2008-01-09",7.76
"258","2008-01-10",7.72
"259","2008-01-11",7.82
"260","2008-01-14",7.7
"261","2008-01-15",7.57
"262","2008-01-16",7.67
"263","2008-01-17",7.57
"264","2008-01-18",7.63
"265","2008-01-22",7.6
"266","2008-01-23",7.17
"267","2008-01-24",7.34
"268","2008-01-25",6.96
"269","2008-01-28",6.97
"270","2008-01-29",6.99
"271","2008-01-30",6.77
"272","2008-01-31",7
"273","2008-02-01",6.98
"274","2008-02-04",6.79
"275","2008-02-05",6.99
"276","2008-02-06",6.99
"277","2008-02-07",7
"278","2008-02-08",6.95
"279","2008-02-11",9.35
"280","2008-02-12",9.22
"281","2008-02-13",9.3
"282","2008-02-14",9.2
"283","2008-02-15",9.36
"284","2008-02-19",9.24
"285","2008-02-20",9.28
"286","2008-02-21",9.27
"287","2008-02-22",9.35
"288","2008-02-25",9.35
"289","2008-02-26",9.29
"290","2008-02-27",9.22
"291","2008-02-28",9.38
"292","2008-02-29",9.33
"293","2008-03-03",9.19
"294","2008-03-04",9.26
"295","2008-03-05",9.25
"296","2008-03-06",9.3
"297","2008-03-07",9.22
"298","2008-03-10",9.26
"299","2008-03-11",9.29
"300","2008-03-12",9.27
"301","2008-03-13",9.11
"302","2008-03-14",8.91
"303","2008-03-17",8.92
"304","2008-03-18",9
"305","2008-03-19",9
"306","2008-03-20",8.58
"307","2008-03-24",8.98
"308","2008-03-25",9.15
"309","2008-03-26",8.94
"310","2008-03-27",8.61
"311","2008-03-28",8.85
"312","2008-03-31",8.91
"313","2008-04-01",9.04
"314","2008-04-02",9.1
"315","2008-04-03",9.25
"316","2008-04-04",9.26
"317","2008-04-07",9.24
"318","2008-04-08",9.19
"319","2008-04-09",9.15
"320","2008-04-10",9.15
"321","2008-04-11",9.03
"322","2008-04-14",9.19
"323","2008-04-15",9.28
"324","2008-04-16",9.47
"325","2008-04-17",9.46
"326","2008-04-18",9.67
"327","2008-04-21",10.25
"328","2008-04-22",10.03
"329","2008-04-23",10.24
"330","2008-04-24",10.23
"331","2008-04-25",10.21
"332","2008-04-28",11.38
"333","2008-04-29",11.35
"334","2008-04-30",10.73
"335","2008-05-01",10.99
"336","2008-05-02",10.74
"337","2008-05-05",9.74
"338","2008-05-06",10.31
"339","2008-05-07",10.49
"340","2008-05-08",10.49
"341","2008-05-09",10.21
"342","2008-05-12",10.28
"343","2008-05-13",10.24
"344","2008-05-14",10.3
"345","2008-05-15",10.12
"346","2008-05-16",9.78
"347","2008-05-19",9.95
"348","2008-05-20",9.97
"349","2008-05-21",9.77
"350","2008-05-22",9.75
"351","2008-05-23",9.08
"352","2008-05-27",8.46
"353","2008-05-28",8.56
"354","2008-05-29",8.97
"355","2008-05-30",9.28
"356","2008-06-02",9.15
"357","2008-06-03",9.46
"358","2008-06-04",9.53
"359","2008-06-05",9.5
"360","2008-06-06",9.08
"361","2008-06-09",9.05
"362","2008-06-10",8.84
"363","2008-06-11",8.91
"364","2008-06-12",9.21
"365","2008-06-13",9.19
"366","2008-06-16",9.18
"367","2008-06-17",8.91
"368","2008-06-18",8.9
"369","2008-06-19",9.01
"370","2008-06-20",8.76
"371","2008-06-23",8.71
"372","2008-06-24",8.67
"373","2008-06-25",8.87
"374","2008-06-26",8.73
"375","2008-06-27",8.75
"376","2008-06-30",8.75
"377","2008-07-01",8.88
"378","2008-07-02",8.94
"379","2008-07-03",8.9
"380","2008-07-07",9.09
"381","2008-07-08",9.12
"382","2008-07-09",9.13
"383","2008-07-10",9.04
"384","2008-07-11",9.08
"385","2008-07-14",9.05
"386","2008-07-15",9.03
"387","2008-07-16",9.01
"388","2008-07-17",9
"389","2008-07-18",8.96
"390","2008-07-21",8.82
"391","2008-07-22",8.82
"392","2008-07-23",8.29
"393","2008-07-24",7.87
"394","2008-07-25",7.51
"395","2008-07-28",7.63
"396","2008-07-29",8.11
"397","2008-07-30",8.01
"398","2008-07-31",8.55
"399","2008-08-01",8.57
"400","2008-08-04",8.46
"401","2008-08-05",8.58
"402","2008-08-06",8.69
"403","2008-08-07",8.71
"404","2008-08-08",8.86
"405","2008-08-11",8.75
"406","2008-08-12",8.72
"407","2008-08-13",8.7
"408","2008-08-14",8.65
"409","2008-08-15",8.7
"410","2008-08-18",8.62
"411","2008-08-19",8.75
"412","2008-08-20",8.88
"413","2008-08-21",8.85
"414","2008-08-22",8.88
"415","2008-08-25",8.94
"416","2008-08-26",9.13
"417","2008-08-27",9.13
"418","2008-08-28",9.14
"419","2008-08-29",9.63
"420","2008-09-02",9.86
"421","2008-09-03",9.94
"422","2008-09-04",9.89
"423","2008-09-05",9.84
"424","2008-09-08",9.79
"425","2008-09-09",9.77
"426","2008-09-10",9.84
"427","2008-09-11",9.84
"428","2008-09-12",9.76
"429","2008-09-15",9.75
"430","2008-09-16",9.56
"431","2008-09-17",9.1
"432","2008-09-18",8.27
"433","2008-09-19",8.6
"434","2008-09-22",8.43
"435","2008-09-23",8.37
"436","2008-09-24",8.38
"437","2008-09-25",8.6
"438","2008-09-26",8.64
"439","2008-09-29",8.5
"440","2008-09-30",8.52
"441","2008-10-01",8.5
"442","2008-10-02",8.64
"443","2008-10-03",8.31
"444","2008-10-06",8
"445","2008-10-07",7.86
"446","2008-10-08",7.25
"447","2008-10-09",6.28
"448","2008-10-10",6.21
"449","2008-10-13",6.75
"450","2008-10-14",7.96
"451","2008-10-15",7.84
"452","2008-10-16",7.72
"453","2008-10-17",7.9
"454","2008-10-20",7.75
"455","2008-10-21",7.7
"456","2008-10-22",7.12
"457","2008-10-23",6.8
"458","2008-10-24",6.46
"459","2008-10-27",6.27
"460","2008-10-28",6.34
"461","2008-10-29",6.6
"462","2008-10-30",7.05
"463","2008-10-31",7.21
"464","2008-11-03",7.21
"465","2008-11-04",7.57
"466","2008-11-05",7.63
"467","2008-11-06",7.2
"468","2008-11-07",7.15
"469","2008-11-10",6.85
"470","2008-11-11",6.96
"471","2008-11-12",6.61
"472","2008-11-13",6.4
"473","2008-11-14",6.96
"474","2008-11-17",6.86
"475","2008-11-18",7.03
"476","2008-11-19",6.3
"477","2008-11-20",5.94
"478","2008-11-21",5.74
"479","2008-11-24",5.61
"480","2008-11-25",5.55
"481","2008-11-26",5.4
"482","2008-11-28",5.6
"483","2008-12-01",5.51
"484","2008-12-02",5.55
"485","2008-12-03",5.29
"486","2008-12-04",5.17
"487","2008-12-05",5
"488","2008-12-08",4.95
"489","2008-12-09",4.85
"490","2008-12-10",4.64
"491","2008-12-11",4.63
"492","2008-12-12",4.38
"493","2008-12-15",4.41
"494","2008-12-16",4.48
"495","2008-12-17",4.59
"496","2008-12-18",4.58
"497","2008-12-19",4.68
"498","2008-12-22",4.63
"499","2008-12-23",4.54
"500","2008-12-24",4.63
"501","2008-12-26",4.25
"502","2008-12-29",4.5
"503","2008-12-30",4.8
"504","2008-12-31",5.39
"505","2009-01-02",5.44
"506","2009-01-05",5.5
"507","2009-01-06",5.5
"508","2009-01-07",5.5
"509","2009-01-08",5.36
"510","2009-01-09",5.5
"511","2009-01-12",5.52
"512","2009-01-13",5.44
"513","2009-01-14",5.23
"514","2009-01-15",5.49
"515","2009-01-16",5.47
"516","2009-01-20",5.28
"517","2009-01-21",5.5
"518","2009-01-22",5.5
"519","2009-01-23",5.21
"520","2009-01-26",5.3
"521","2009-01-27",5.5
"522","2009-01-28",5.24
"523","2009-01-29",5.48
"524","2009-01-30",5.5
"525","2009-02-02",5.37
"526","2009-02-03",6.63
"527","2009-02-04",6.95
"528","2009-02-05",6.4
"529","2009-02-06",6.5
"530","2009-02-09",6.43
"531","2009-02-10",6.3
"532","2009-02-11",6.35
"533","2009-02-12",6.83
"534","2009-02-13",6.69
"535","2009-02-17",6.3
"536","2009-02-18",6.27
"537","2009-02-19",6.3
"538","2009-02-20",6.23
"539","2009-02-23",6.2
"540","2009-02-24",6.23
"541","2009-02-25",6
"542","2009-02-26",5.78
"543","2009-02-27",6
"544","2009-03-02",6
"545","2009-03-03",5.99
"546","2009-03-04",5.95
"547","2009-03-05",5.74
"548","2009-03-06",5.58
"549","2009-03-09",4.97
"550","2009-03-10",5.02
"551","2009-03-11",5
"552","2009-03-12",5.1
"553","2009-03-13",5.05
"554","2009-03-16",5.1
"555","2009-03-17",5.56
"556","2009-03-18",5.29
"557","2009-03-19",5.25
"558","2009-03-20",5.18
"559","2009-03-23",5
"560","2009-03-24",5.98
"561","2009-03-25",5.5
"562","2009-03-26",5.5
"563","2009-03-27",5.25
"564","2009-03-30",5.25
"565","2009-03-31",5.41
"566","2009-04-01",5.15
"567","2009-04-02",5.43
"568","2009-04-03",5.65
"569","2009-04-06",5.21
"570","2009-04-07",5.17
"571","2009-04-08",5.1
"572","2009-04-09",5.14
"573","2009-04-13",5.03
"574","2009-04-14",5.09
"575","2009-04-15",5.02
"576","2009-04-16",5.2
"577","2009-04-17",5.2
"578","2009-04-20",5
"579","2009-04-21",4.97
"580","2009-04-22",4.99
"581","2009-04-23",4.93
"582","2009-04-24",5
"583","2009-04-27",5.11
"584","2009-04-28",5.04
"585","2009-04-29",5.21
"586","2009-04-30",5.7
"587","2009-05-01",5.9
"588","2009-05-04",5.9
"589","2009-05-05",5.8
"590","2009-05-06",5.79
"591","2009-05-07",5.74
"592","2009-05-08",6.03
"593","2009-05-11",5.81
"594","2009-05-12",5.9
"595","2009-05-13",5.75
"596","2009-05-14",5.75
"597","2009-05-15",5.86
"598","2009-05-18",5.75
"599","2009-05-19",5.78
"600","2009-05-20",5.84
"601","2009-05-21",6.04
"602","2009-05-22",6.26
"603","2009-05-26",6.32
"604","2009-05-27",6.45
"605","2009-05-28",7.52
"606","2009-05-29",6.69
"607","2009-06-01",7.17
"608","2009-06-02",7.23
"609","2009-06-03",7.15
"610","2009-06-04",7
"611","2009-06-05",7.28
"612","2009-06-08",7.01
"613","2009-06-09",7.27
"614","2009-06-10",7.35
"615","2009-06-11",7.55
"616","2009-06-12",7.58
"617","2009-06-15",7.1
"618","2009-06-16",7.28
"619","2009-06-17",7.13
"620","2009-06-18",7.27
"621","2009-06-19",7.15
"622","2009-06-22",7.15
"623","2009-06-23",7.16
"624","2009-06-24",7.23
"625","2009-06-25",7.37
"626","2009-06-26",7.39
"627","2009-06-29",7.48
"628","2009-06-30",7.15
"629","2009-07-01",7.36
"630","2009-07-02",7.39
"631","2009-07-06",7.3
"632","2009-07-07",7.16
"633","2009-07-08",7.27
"634","2009-07-09",7.21
"635","2009-07-10",7.24
"636","2009-07-13",7.11
"637","2009-07-14",7.25
"638","2009-07-15",7.17
"639","2009-07-16",7.17
"640","2009-07-17",7.3
"641","2009-07-20",7.38
"642","2009-07-21",7.26
"643","2009-07-22",7.84
"644","2009-07-23",7.68
"645","2009-07-24",7.67
"646","2009-07-27",8.31
"647","2009-07-28",8.03
"648","2009-07-29",8.32
"649","2009-07-30",8.57
"650","2009-07-31",8.7
"651","2009-08-03",8.61
"652","2009-08-04",8.67
"653","2009-08-05",8.42
"654","2009-08-06",8.58
"655","2009-08-07",8.5
"656","2009-08-10",8.63
"657","2009-08-11",8.5
"658","2009-08-12",8.75
"659","2009-08-13",8.81
"660","2009-08-14",8.9
"661","2009-08-17",8.89
"662","2009-08-18",9.37
"663","2009-08-19",10.06
"664","2009-08-20",10.48
"665","2009-08-21",10.38
"666","2009-08-24",10.3
"667","2009-08-25",10.03
"668","2009-08-26",10.26
"669","2009-08-27",10.3
"670","2009-08-28",10.22
"671","2009-08-31",10.25
"672","2009-09-01",9.8
"673","2009-09-02",10.22
"674","2009-09-03",9.99
"675","2009-09-04",10.48
"676","2009-09-08",10.79
"677","2009-09-09",11.22
"678","2009-09-10",12.01
"679","2009-09-11",11.44
"680","2009-09-14",11.65
"681","2009-09-15",11.96
"682","2009-09-16",11.79
"683","2009-09-17",11.68
"684","2009-09-18",11.31
"685","2009-09-21",11.36
"686","2009-09-22",11.51
"687","2009-09-23",11.26
"688","2009-09-24",11.45
"689","2009-09-25",11.29
"690","2009-09-28",11.59
"691","2009-09-29",11.92
"692","2009-09-30",11.62
"693","2009-10-01",11.56
"694","2009-10-02",11.9
"695","2009-10-05",11.86
"696","2009-10-06",11.75
"697","2009-10-07",12.12
"698","2009-10-08",12.71
"699","2009-10-09",12.72
"700","2009-10-12",12.85
"701","2009-10-13",12.71
"702","2009-10-14",12.66
"703","2009-10-15",12.75
"704","2009-10-16",12.32
"705","2009-10-19",12.56
"706","2009-10-20",12.75
"707","2009-10-21",12.74
"708","2009-10-22",12.75
"709","2009-10-23",13.94
"710","2009-10-26",13.77
"711","2009-10-27",13.86
"712","2009-10-28",13.79
"713","2009-10-29",13.6
"714","2009-10-30",13.72
"715","2009-11-02",13.7
"716","2009-11-03",13.69
"717","2009-11-04",13.82
"718","2009-11-05",13.66
"719","2009-11-06",13.63
"720","2009-11-09",13.75
"721","2009-11-10",13.68
"722","2009-11-11",13.57
"723","2009-11-12",13.7
"724","2009-11-13",13.8
"725","2009-11-16",13.8
"726","2009-11-17",13.8
"727","2009-11-18",13.8
"728","2009-11-19",13.78
"729","2009-11-20",13.93
"730","2009-11-23",15.5
"731","2009-11-24",15.38
"732","2009-11-25",15.83
"733","2009-11-27",15.41
"734","2009-11-30",15.71
"735","2009-12-01",16.32
"736","2009-12-02",17.299999
"737","2009-12-03",17
"738","2009-12-04",16.540001
"739","2009-12-07",16.68
"740","2009-12-08",16.860001
"741","2009-12-09",16.620001
"742","2009-12-10",16.1
"743","2009-12-11",15.61
"744","2009-12-14",16.219999
"745","2009-12-15",15.6
"746","2009-12-16",15.59
"747","2009-12-17",14.81
"748","2009-12-18",15.25
"749","2009-12-21",15.16
"750","2009-12-22",15.15
"751","2009-12-23",15.01
"752","2009-12-24",15.3
"753","2009-12-28",15.12
"754","2009-12-29",15.64
"755","2009-12-30",15.47
"756","2009-12-31",15.6
"757","2010-01-04",15.76
"758","2010-01-05",15.75
"759","2010-01-06",15.12
"760","2010-01-07",14.95
"761","2010-01-08",14.84
"762","2010-01-11",14.95
"763","2010-01-12",15.62
"764","2010-01-13",15.32
"765","2010-01-14",15.64
"766","2010-01-15",15.78
"767","2010-01-19",15.78
"768","2010-01-20",15.98
"769","2010-01-21",15.91
"770","2010-01-22",15.63
"771","2010-01-25",16
"772","2010-01-26",16
"773","2010-01-27",15.9
"774","2010-01-28",17.440001
"775","2010-01-29",15.25
"776","2010-02-01",15.93
"777","2010-02-02",15.75
"778","2010-02-03",15.84
"779","2010-02-04",15.38
"780","2010-02-05",15.39
"781","2010-02-08",15.37
"782","2010-02-09",15.44
"783","2010-02-10",15.11
"784","2010-02-11",15.13
"785","2010-02-12",15.37
"786","2010-02-16",16.01
"787","2010-02-17",15.93
"788","2010-02-18",16.01
"789","2010-02-19",16
"790","2010-02-22",15.78
"791","2010-02-23",16.01
"792","2010-02-24",15.72
"793","2010-02-25",15.68
"794","2010-02-26",15.82
"795","2010-03-01",15.88
"796","2010-03-02",16.120001
"797","2010-03-03",15.96
"798","2010-03-04",16.200001
"799","2010-03-05",16.25
"800","2010-03-08",16.540001
"801","2010-03-09",16.389999
"802","2010-03-10",16.530001
"803","2010-03-11",16.5
"804","2010-03-12",16.49
"805","2010-03-15",16.4
"806","2010-03-16",16.49
"807","2010-03-17",16.219999
"808","2010-03-18",16
"809","2010-03-19",15.52
"810","2010-03-22",15.67
"811","2010-03-23",15.73
"812","2010-03-24",15.7
"813","2010-03-25",15.5
"814","2010-03-26",15.38
"815","2010-03-29",15.32
"816","2010-03-30",15.1
"817","2010-03-31",14.82
"818","2010-04-01",15.76
"819","2010-04-05",15.67
"820","2010-04-06",15.62
"821","2010-04-07",15.71
"822","2010-04-08",15.75
"823","2010-04-09",15.7
"824","2010-04-12",15.71
"825","2010-04-13",15.74
"826","2010-04-14",15.75
"827","2010-04-15",15.9
"828","2010-04-16",15.9
"829","2010-04-19",15.86
"830","2010-04-20",15.68
"831","2010-04-21",15.74
"832","2010-04-22",15.59
"833","2010-04-23",15.5
"834","2010-04-26",15.5
"835","2010-04-27",15.46
"836","2010-04-28",15.43
"837","2010-04-29",15.78
"838","2010-04-30",15.03
"839","2010-05-03",15.05
"840","2010-05-04",14.92
"841","2010-05-05",14.5
"842","2010-05-06",14.28
"843","2010-05-07",14.22
"844","2010-05-10",15.16
"845","2010-05-11",15.4
"846","2010-05-12",15.59
"847","2010-05-13",15.74
"848","2010-05-14",15.64
"849","2010-05-17",15.67
"850","2010-05-18",15.74
"851","2010-05-19",15.47
"852","2010-05-20",14.79
"853","2010-05-21",15.18
"854","2010-05-24",14.83
"855","2010-05-25",14.54
"856","2010-05-26",14.48
"857","2010-05-27",14.86
"858","2010-05-28",14.6
"859","2010-06-01",14.68
"860","2010-06-02",14.72
"861","2010-06-03",14.56
"862","2010-06-04",14.3
"863","2010-06-07",14.28
"864","2010-06-08",14.03
"865","2010-06-09",14.22
"866","2010-06-10",14.58
"867","2010-06-11",14.69
"868","2010-06-14",14.62
"869","2010-06-15",14.91
"870","2010-06-16",14.47
"871","2010-06-17",14.6
"872","2010-06-18",14.71
"873","2010-06-21",14.59
"874","2010-06-22",14.38
"875","2010-06-23",14.44
"876","2010-06-24",15.15
"877","2010-06-25",14.83
"878","2010-06-28",14.73
"879","2010-06-29",14.51
"880","2010-06-30",14.47
"881","2010-07-01",13.99
"882","2010-07-02",13.86
"883","2010-07-06",14.14
"884","2010-07-07",14.93
"885","2010-07-08",15.12
"886","2010-07-09",15.42
"887","2010-07-12",15.26
"888","2010-07-13",15.97
"889","2010-07-14",16.18
"890","2010-07-15",15.76
"891","2010-07-16",14.87
"892","2010-07-19",14.54
"893","2010-07-20",14.72
"894","2010-07-21",14.36
"895","2010-07-22",14.68
"896","2010-07-23",14.66
"897","2010-07-26",14.55
"898","2010-07-27",14.32
"899","2010-07-28",14.11
"900","2010-07-29",14.12
"901","2010-07-30",14.04
"902","2010-08-02",14.07
"903","2010-08-03",13.79
"904","2010-08-04",13.83
"905","2010-08-05",13.52
"906","2010-08-06",13.21
"907","2010-08-09",13.48
"908","2010-08-10",13.26
"909","2010-08-11",13.21
"910","2010-08-12",12.94
"911","2010-08-13",12.8
"912","2010-08-16",13.27
"913","2010-08-17",13.32
"914","2010-08-18",13.18
"915","2010-08-19",12.6
"916","2010-08-20",12.4
"917","2010-08-23",12.25
"918","2010-08-24",12.28
"919","2010-08-25",12.4
"920","2010-08-26",12.27
"921","2010-08-27",12.51
"922","2010-08-30",12.36
"923","2010-08-31",12.8
"924","2010-09-01",13.21
"925","2010-09-02",13.28
"926","2010-09-03",13.32
"927","2010-09-07",12.92
"928","2010-09-08",12.89
"929","2010-09-09",13
"930","2010-09-10",13.16
"931","2010-09-13",13.38
"932","2010-09-14",13.5
"933","2010-09-15",13.36
"934","2010-09-16",13.36
"935","2010-09-17",13.33
"936","2010-09-20",13.44
"937","2010-09-21",13.33
"938","2010-09-22",13.04
"939","2010-09-23",12.98
"940","2010-09-24",13.17
"941","2010-09-27",13.18
"942","2010-09-28",13.4
"943","2010-09-29",13.02
"944","2010-09-30",13.2
"945","2010-10-01",13.51
"946","2010-10-04",13.95
"947","2010-10-05",13.99
"948","2010-10-06",13.76
"949","2010-10-07",13.82
"950","2010-10-08",13.77
"951","2010-10-11",13.74
"952","2010-10-12",13.73
"953","2010-10-13",14.07
"954","2010-10-14",14.08
"955","2010-10-15",14.07
"956","2010-10-18",14.09
"957","2010-10-19",14.19
"958","2010-10-20",14.87
"959","2010-10-21",14.87
"960","2010-10-22",14.87
"961","2010-10-25",14.9
"962","2010-10-26",14.84
"963","2010-10-27",14.58
"964","2010-10-28",13.01
"965","2010-10-29",13.42
"966","2010-11-01",12.96
"967","2010-11-02",13.05
"968","2010-11-03",13
"969","2010-11-04",13
"970","2010-11-05",12.92
"971","2010-11-08",12.78
"972","2010-11-09",12.73
"973","2010-11-10",12.75
"974","2010-11-11",12.85
"975","2010-11-12",12.56
"976","2010-11-15",12.77
"977","2010-11-16",12.3
"978","2010-11-17",12.2
"979","2010-11-18",12.22
"980","2010-11-19",12.19
"981","2010-11-22",12.27
"982","2010-11-23",12.07
"983","2010-11-24",12.25
"984","2010-11-26",12.28
"985","2010-11-29",12.21
"986","2010-11-30",11.91
"987","2010-12-01",12.01
"988","2010-12-02",11.81
"989","2010-12-03",11.99
"990","2010-12-06",12.09
"991","2010-12-07",12.2
"992","2010-12-08",11.97
"993","2010-12-09",12.18
"994","2010-12-10",12.48
"995","2010-12-13",12.26
"996","2010-12-14",12.28
"997","2010-12-15",12.17
"998","2010-12-16",12.34
"999","2010-12-17",13.08
"1000","2010-12-20",12.96
"1001","2010-12-21",13.15
