"","date","CENTA"
"400","2008-09-05",5.41
"401","2008-09-08",5.85
"402","2008-09-09",5.74
"403","2008-09-10",6
"404","2008-09-11",6.08
"405","2008-09-12",6.14
"406","2008-09-15",5.83
"407","2008-09-16",5.8
"408","2008-09-17",5.47
"409","2008-09-18",5.45
"410","2008-09-19",5.2
"411","2008-09-22",5.2
"412","2008-09-23",5.31
"413","2008-09-24",5.26
"414","2008-09-25",5.4
"415","2008-09-26",5.84
"416","2008-09-29",5.53
"417","2008-09-30",5.95
"418","2008-10-01",6.01
"419","2008-10-02",5.88
"420","2008-10-03",5.29
"421","2008-10-06",4.68
"422","2008-10-07",4.71
"423","2008-10-08",4.43
"424","2008-10-09",4.04
"425","2008-10-10",3.66
"426","2008-10-13",4.43
"427","2008-10-14",4.31
"428","2008-10-15",3.41
"429","2008-10-16",3.91
"430","2008-10-17",3.87
"431","2008-10-20",3.6
"432","2008-10-21",3.44
"433","2008-10-22",3.17
"434","2008-10-23",3.02
"435","2008-10-24",2.52
"436","2008-10-27",2.27
"437","2008-10-28",2.24
"438","2008-10-29",2.5
"439","2008-10-30",2.96
"440","2008-10-31",3.18
"441","2008-11-03",3.02
"442","2008-11-04",3.03
"443","2008-11-05",3.03
"444","2008-11-06",3.11
"445","2008-11-07",3.18
"446","2008-11-10",3.1
"447","2008-11-11",2.85
"448","2008-11-12",2.72
"449","2008-11-13",3.27
"450","2008-11-14",2.91
"451","2008-11-17",2.73
"452","2008-11-18",2.6
"453","2008-11-19",2.82
"454","2008-11-20",2.52
"455","2008-11-21",2.48
"456","2008-11-24",2.89
"457","2008-11-25",3.31
"458","2008-11-26",3.75
"459","2008-11-28",4.18
"460","2008-12-01",3.08
"461","2008-12-02",3.75
"462","2008-12-03",4.07
"463","2008-12-04",4.29
"464","2008-12-05",4.31
"465","2008-12-08",4.43
"466","2008-12-09",4.3
"467","2008-12-10",5.08
"468","2008-12-11",4.35
"469","2008-12-12",5.1
"470","2008-12-15",4.59
"471","2008-12-16",4.92
"472","2008-12-17",5.05
"473","2008-12-18",5.35
"474","2008-12-19",5.5
"475","2008-12-22",5.34
"476","2008-12-23",5.9
"477","2008-12-24",5.46
"478","2008-12-26",5.79
"479","2008-12-29",5.69
"480","2008-12-30",5.93
"481","2008-12-31",5.9
"482","2009-01-02",5.94
"483","2009-01-05",5.76
"484","2009-01-06",6.38
"485","2009-01-07",5.8
"486","2009-01-08",6.07
"487","2009-01-09",6.01
"488","2009-01-12",5.96
"489","2009-01-13",6.4
"490","2009-01-14",5.79
"491","2009-01-15",6.2
"492","2009-01-16",6.24
"493","2009-01-20",5.7
"494","2009-01-21",6.48
"495","2009-01-22",6
"496","2009-01-23",6.09
"497","2009-01-26",6.55
"498","2009-01-27",6.15
"499","2009-01-28",6.35
"500","2009-01-29",6.15
"501","2009-01-30",6
"502","2009-02-02",6.06
"503","2009-02-03",6.07
"504","2009-02-04",5.9
"505","2009-02-05",5.98
"506","2009-02-06",6.27
"507","2009-02-09",6.54
"508","2009-02-10",6.5
"509","2009-02-11",6.56
"510","2009-02-12",6.91
"511","2009-02-13",7.41
"512","2009-02-17",7.2
"513","2009-02-18",7.19
"514","2009-02-19",7.24
"515","2009-02-20",7.02
"516","2009-02-23",7
"517","2009-02-24",7.58
"518","2009-02-25",7.5
"519","2009-02-26",7.67
"520","2009-02-27",7.47
"521","2009-03-02",7.06
"522","2009-03-03",6.64
"523","2009-03-04",6.66
"524","2009-03-05",6.15
"525","2009-03-06",6.43
"526","2009-03-09",6.11
"527","2009-03-10",7.15
"528","2009-03-11",6.82
"529","2009-03-12",6.93
"530","2009-03-13",7.12
"531","2009-03-16",7.2
"532","2009-03-17",7.61
"533","2009-03-18",7.59
"534","2009-03-19",7.56
"535","2009-03-20",6.95
"536","2009-03-23",7.61
"537","2009-03-24",7.28
"538","2009-03-25",7.39
"539","2009-03-26",7.76
"540","2009-03-27",7.74
"541","2009-03-30",7.31
"542","2009-03-31",7.52
"543","2009-04-01",7.6
"544","2009-04-02",8.42
"545","2009-04-03",8.12
"546","2009-04-06",8.08
"547","2009-04-07",7.89
"548","2009-04-08",8.17
"549","2009-04-09",8.49
"550","2009-04-13",8.51
"551","2009-04-14",8
"552","2009-04-15",8.2
"553","2009-04-16",8.76
"554","2009-04-17",8.92
"555","2009-04-20",8.2
"556","2009-04-21",8.6
"557","2009-04-22",8.97
"558","2009-04-23",8.6
"559","2009-04-24",9.01
"560","2009-04-27",8.86
"561","2009-04-28",8.85
"562","2009-04-29",9.32
"563","2009-04-30",9.07
"564","2009-05-01",8.74
"565","2009-05-04",8.98
"566","2009-05-05",9.03
"567","2009-05-06",8.93
"568","2009-05-07",8.67
"569","2009-05-08",9.07
"570","2009-05-11",9.25
"571","2009-05-12",9
"572","2009-05-13",8.57
"573","2009-05-14",8.46
"574","2009-05-15",8.42
"575","2009-05-18",9.38
"576","2009-05-19",9.55
"577","2009-05-20",10.03
"578","2009-05-21",9.78
"579","2009-05-22",9.79
"580","2009-05-26",10.53
"581","2009-05-27",10.22
"582","2009-05-28",10.11
"583","2009-05-29",9.84
"584","2009-06-01",10.45
"585","2009-06-02",10.7
"586","2009-06-03",10.01
"587","2009-06-04",10.02
"588","2009-06-05",9.92
"589","2009-06-08",10
"590","2009-06-09",9.98
"591","2009-06-10",10.14
"592","2009-06-11",10.05
"593","2009-06-12",9.79
"594","2009-06-15",9.12
"595","2009-06-16",8.95
"596","2009-06-17",9.89
"597","2009-06-18",9.64
"598","2009-06-19",9.7
"599","2009-06-22",9.16
"600","2009-06-23",9.1
"601","2009-06-24",9.46
"602","2009-06-25",10.21
"603","2009-06-26",10.01
"604","2009-06-29",9.99
"605","2009-06-30",9.85
"606","2009-07-01",10.43
"607","2009-07-02",9.67
"608","2009-07-06",9.09
"609","2009-07-07",9.25
"610","2009-07-08",8.97
"611","2009-07-09",9.03
"612","2009-07-10",9.15
"613","2009-07-13",9.29
"614","2009-07-14",9.86
"615","2009-07-15",10.71
"616","2009-07-16",11.25
"617","2009-07-17",11.04
"618","2009-07-20",11.75
"619","2009-07-21",11.52
"620","2009-07-22",11.01
"621","2009-07-23",11.51
"622","2009-07-24",11.22
"623","2009-07-27",11.31
"624","2009-07-28",11.33
"625","2009-07-29",11.19
"626","2009-07-30",11.78
"627","2009-07-31",11.29
"628","2009-08-03",11.27
"629","2009-08-04",11.32
"630","2009-08-05",11.51
"631","2009-08-06",11.73
"632","2009-08-07",12.14
"633","2009-08-10",11.55
"634","2009-08-11",11.31
"635","2009-08-12",11.75
"636","2009-08-13",11.83
"637","2009-08-14",11.7
"638","2009-08-17",11.24
"639","2009-08-18",11.31
"640","2009-08-19",11.7
"641","2009-08-20",12
"642","2009-08-21",11.98
"643","2009-08-24",11.97
"644","2009-08-25",11.89
"645","2009-08-26",11.9
"646","2009-08-27",11.82
"647","2009-08-28",11.39
"648","2009-08-31",11
"649","2009-09-01",10.44
"650","2009-09-02",10.73
"651","2009-09-03",10.9
"652","2009-09-04",10.96
"653","2009-09-08",10.92
"654","2009-09-09",11.11
"655","2009-09-10",11.03
"656","2009-09-11",10.95
"657","2009-09-14",10.97
"658","2009-09-15",11.16
"659","2009-09-16",11.31
"660","2009-09-17",11.72
"661","2009-09-18",11.66
"662","2009-09-21",11.54
"663","2009-09-22",11.43
"664","2009-09-23",10.75
"665","2009-09-24",10.83
"666","2009-09-25",10.86
"667","2009-09-28",11.05
"668","2009-09-29",11.12
"669","2009-09-30",10.93
"670","2009-10-01",10.63
"671","2009-10-02",10.67
"672","2009-10-05",10.94
"673","2009-10-06",11.22
"674","2009-10-07",10.93
"675","2009-10-08",11
"676","2009-10-09",11.17
"677","2009-10-12",11
"678","2009-10-13",10.62
"679","2009-10-14",11.03
"680","2009-10-15",11.11
"681","2009-10-16",10.55
"682","2009-10-19",10.56
"683","2009-10-20",10.28
"684","2009-10-21",10.51
"685","2009-10-22",10.73
"686","2009-10-23",10.62
"687","2009-10-26",10.4
"688","2009-10-27",10.13
"689","2009-10-28",9.76
"690","2009-10-29",9.88
"691","2009-10-30",9.46
"692","2009-11-02",9.57
"693","2009-11-03",9.75
"694","2009-11-04",9.5
"695","2009-11-05",9.94
"696","2009-11-06",9.42
"697","2009-11-09",9.43
"698","2009-11-10",9.28
"699","2009-11-11",9.34
"700","2009-11-12",9.03
"701","2009-11-13",9.05
"702","2009-11-16",9.39
"703","2009-11-17",9.2
"704","2009-11-18",9.33
"705","2009-11-19",9.06
"706","2009-11-20",8.77
"707","2009-11-23",8.41
"708","2009-11-24",8.26
"709","2009-11-25",8.49
"710","2009-11-27",8.14
"711","2009-11-30",8.25
"712","2009-12-01",8.62
"713","2009-12-02",8.78
"714","2009-12-03",8.82
"715","2009-12-04",9.41
"716","2009-12-07",9.67
"717","2009-12-08",9.67
"718","2009-12-09",9.79
"719","2009-12-10",9.81
"720","2009-12-11",9.94
"721","2009-12-14",10.16
"722","2009-12-15",10.08
"723","2009-12-16",10.1
"724","2009-12-17",9.88
"725","2009-12-18",9.65
"726","2009-12-21",10.4
"727","2009-12-22",10.36
"728","2009-12-23",10.47
"729","2009-12-24",10.53
"730","2009-12-28",10.49
"731","2009-12-29",10.13
"732","2009-12-30",10.13
"733","2009-12-31",9.94
"734","2010-01-04",9.93
"735","2010-01-05",9.34
"736","2010-01-06",9.16
"737","2010-01-07",9.41
"738","2010-01-08",9.52
"739","2010-01-11",9.62
"740","2010-01-12",9.44
"741","2010-01-13",9.51
"742","2010-01-14",9.53
"743","2010-01-15",9.41
"744","2010-01-19",9.5
"745","2010-01-20",9.11
"746","2010-01-21",8.99
"747","2010-01-22",8.99
"748","2010-01-25",8.93
"749","2010-01-26",8.69
"750","2010-01-27",9.1
"751","2010-01-28",8.77
"752","2010-01-29",8.79
"753","2010-02-01",8.99
"754","2010-02-02",8.78
"755","2010-02-03",8.92
"756","2010-02-04",8.65
"757","2010-02-05",8.85
"758","2010-02-08",9.06
"759","2010-02-09",9.23
"760","2010-02-10",9.04
"761","2010-02-11",9.14
"762","2010-02-12",8.91
"763","2010-02-16",8.99
"764","2010-02-17",9.15
"765","2010-02-18",9.17
"766","2010-02-19",9.19
"767","2010-02-22",9.27
"768","2010-02-23",9.32
"769","2010-02-24",9.4
"770","2010-02-25",9.61
"771","2010-02-26",9.55
"772","2010-03-01",10.02
"773","2010-03-02",9.94
"774","2010-03-03",9.94
"775","2010-03-04",9.97
"776","2010-03-05",10.04
"777","2010-03-08",9.95
"778","2010-03-09",10.12
"779","2010-03-10",10.07
"780","2010-03-11",9.94
"781","2010-03-12",9.78
"782","2010-03-15",9.93
"783","2010-03-16",9.91
"784","2010-03-17",10.2
"785","2010-03-18",10.25
"786","2010-03-19",10.02
"787","2010-03-22",10.35
"788","2010-03-23",10.41
"789","2010-03-24",10.01
"790","2010-03-25",9.78
"791","2010-03-26",9.37
"792","2010-03-29",9.51
"793","2010-03-30",9.36
"794","2010-03-31",9.16
"795","2010-04-01",9.2
"796","2010-04-05",9.34
"797","2010-04-06",9.35
"798","2010-04-07",9.43
"799","2010-04-08",9.39
"800","2010-04-09",9.4
"801","2010-04-12",9.38
"802","2010-04-13",9.41
"803","2010-04-14",9.74
"804","2010-04-15",9.99
"805","2010-04-16",9.98
"806","2010-04-19",10.06
"807","2010-04-20",10.54
"808","2010-04-21",10.51
"809","2010-04-22",10.66
"810","2010-04-23",10.95
"811","2010-04-26",10.79
"812","2010-04-27",10.62
"813","2010-04-28",10.76
"814","2010-04-29",11
"815","2010-04-30",10.34
"816","2010-05-03",10.84
"817","2010-05-04",10.12
"818","2010-05-05",10.04
"819","2010-05-06",9.56
"820","2010-05-07",8.81
"821","2010-05-10",9.37
"822","2010-05-11",9.41
"823","2010-05-12",9.66
"824","2010-05-13",9.74
"825","2010-05-14",9.71
"826","2010-05-17",10
"827","2010-05-18",9.94
"828","2010-05-19",9.54
"829","2010-05-20",8.9
"830","2010-05-21",9.24
"831","2010-05-24",8.99
"832","2010-05-25",9.1
"833","2010-05-26",9.12
"834","2010-05-27",9.69
"835","2010-05-28",9.46
"836","2010-06-01",9.09
"837","2010-06-02",9.5
"838","2010-06-03",9.64
"839","2010-06-04",8.99
"840","2010-06-07",8.89
"841","2010-06-08",8.51
"842","2010-06-09",8.75
"843","2010-06-10",8.9
"844","2010-06-11",9
"845","2010-06-14",9.32
"846","2010-06-15",9.58
"847","2010-06-16",9.5
"848","2010-06-17",9.64
"849","2010-06-18",9.55
"850","2010-06-21",9.53
"851","2010-06-22",9.24
"852","2010-06-23",9.27
"853","2010-06-24",9.25
"854","2010-06-25",9.45
"855","2010-06-28",9.3
"856","2010-06-29",9.15
"857","2010-06-30",8.97
"858","2010-07-01",8.92
"859","2010-07-02",9.25
"860","2010-07-06",8.86
"861","2010-07-07",9.41
"862","2010-07-08",9.35
"863","2010-07-09",9.64
"864","2010-07-12",9.53
"865","2010-07-13",9.81
"866","2010-07-14",9.73
"867","2010-07-15",9.78
"868","2010-07-16",9.33
"869","2010-07-19",9.42
"870","2010-07-20",9.48
"871","2010-07-21",9.35
"872","2010-07-22",9.81
"873","2010-07-23",10.17
"874","2010-07-26",10.14
"875","2010-07-27",10.32
"876","2010-07-28",10.29
"877","2010-07-29",10.19
"878","2010-07-30",10.11
"879","2010-08-02",10.01
"880","2010-08-03",9.85
"881","2010-08-04",10.28
"882","2010-08-05",9.6
"883","2010-08-06",9.36
"884","2010-08-09",10.04
"885","2010-08-10",9.9
"886","2010-08-11",9.59
"887","2010-08-12",9.59
"888","2010-08-13",9.33
"889","2010-08-16",9.45
"890","2010-08-17",9.51
"891","2010-08-18",9.55
"892","2010-08-19",9.41
"893","2010-08-20",9.38
"894","2010-08-23",9.19
"895","2010-08-24",9.16
"896","2010-08-25",9.53
"897","2010-08-26",9.51
"898","2010-08-27",9.61
"899","2010-08-30",9.25
"900","2010-08-31",9.34
"901","2010-09-01",9.7
"902","2010-09-02",9.63
"903","2010-09-03",9.77
"904","2010-09-07",9.63
"905","2010-09-08",9.64
"906","2010-09-09",9.6
"907","2010-09-10",9.58
"908","2010-09-13",9.87
"909","2010-09-14",9.7
"910","2010-09-15",9.6
"911","2010-09-16",9.53
"912","2010-09-17",9.46
"913","2010-09-20",10.15
"914","2010-09-21",9.97
"915","2010-09-22",9.91
"916","2010-09-23",9.69
"917","2010-09-24",10.16
"918","2010-09-27",10.13
"919","2010-09-28",10.29
"920","2010-09-29",10.4
"921","2010-09-30",10.36
"922","2010-10-01",10.45
"923","2010-10-04",10.05
"924","2010-10-05",10.6
"925","2010-10-06",10.62
"926","2010-10-07",10.68
"927","2010-10-08",10.77
"928","2010-10-11",10.7
"929","2010-10-12",10.91
"930","2010-10-13",10.91
"931","2010-10-14",10.95
"932","2010-10-15",10.92
"933","2010-10-18",11.08
"934","2010-10-19",10.92
"935","2010-10-20",10.93
"936","2010-10-21",10.81
"937","2010-10-22",10.88
"938","2010-10-25",10.96
"939","2010-10-26",10.65
"940","2010-10-27",10.36
"941","2010-10-28",10.48
"942","2010-10-29",10.45
"943","2010-11-01",10.5
"944","2010-11-02",10.98
"945","2010-11-03",10.78
"946","2010-11-04",11
"947","2010-11-05",10.97
"948","2010-11-08",10.96
"949","2010-11-09",10.79
"950","2010-11-10",10.82
"951","2010-11-11",10.79
"952","2010-11-12",10.57
"953","2010-11-15",10.58
"954","2010-11-16",10.21
"955","2010-11-17",10.09
"956","2010-11-18",10.2
"957","2010-11-19",9.01
"958","2010-11-22",9.01
"959","2010-11-23",9.05
"960","2010-11-24",9.06
"961","2010-11-26",9.06
"962","2010-11-29",9.3
"963","2010-11-30",9.34
"964","2010-12-01",9.45
"965","2010-12-02",9.37
"966","2010-12-03",9.56
"967","2010-12-06",9.26
"968","2010-12-07",9.44
"969","2010-12-08",9.43
"970","2010-12-09",9.5
"971","2010-12-10",10.07
"972","2010-12-13",9.86
"973","2010-12-14",9.93
"974","2010-12-15",9.91
"975","2010-12-16",9.73
"976","2010-12-17",9.72
"977","2010-12-20",9.67
"978","2010-12-21",9.87
"979","2010-12-22",10.2
"980","2010-12-23",9.98
"981","2010-12-27",10
"982","2010-12-28",9.98
"983","2010-12-29",9.99
"984","2010-12-30",9.95
"985","2010-12-31",9.88
"986","2011-01-03",10.39
"987","2011-01-04",10.29
"988","2011-01-05",10.28
"989","2011-01-06",10.27
"990","2011-01-07",10.17
"991","2011-01-10",9.9
"992","2011-01-11",10.01
"993","2011-01-12",10.21
"994","2011-01-13",10.02
"995","2011-01-14",10.17
"996","2011-01-18",10.09
"997","2011-01-19",9.8
"998","2011-01-20",9.82
"999","2011-01-21",9.77
"1000","2011-01-24",9.91
"1001","2011-01-25",9.85
