"","date","SLB"
"1","2007-01-03",60.82
"2","2007-01-04",59.299999
"3","2007-01-05",59.200001
"4","2007-01-08",58.669998
"5","2007-01-09",58.189999
"6","2007-01-10",57.029999
"7","2007-01-11",56.52
"8","2007-01-12",57.889999
"9","2007-01-16",57.790001
"10","2007-01-17",58.48
"11","2007-01-18",57.900002
"12","2007-01-19",61
"13","2007-01-22",61
"14","2007-01-23",63.619999
"15","2007-01-24",64.010002
"16","2007-01-25",62.619999
"17","2007-01-26",62.650002
"18","2007-01-29",62.02
"19","2007-01-30",63.459999
"20","2007-01-31",63.490002
"21","2007-02-01",64.389999
"22","2007-02-02",65.120003
"23","2007-02-05",65.120003
"24","2007-02-06",64.870003
"25","2007-02-07",64.449997
"26","2007-02-08",64.949997
"27","2007-02-09",64.459999
"28","2007-02-12",63.599998
"29","2007-02-13",64.599998
"30","2007-02-14",64.660004
"31","2007-02-15",63.790001
"32","2007-02-16",63.330002
"33","2007-02-20",62.34
"34","2007-02-21",63.549999
"35","2007-02-22",64.970001
"36","2007-02-23",64.580002
"37","2007-02-26",65.199997
"38","2007-02-27",62.799999
"39","2007-02-28",62.799999
"40","2007-03-01",63.419998
"41","2007-03-02",62.25
"42","2007-03-05",61.669998
"43","2007-03-06",63.279999
"44","2007-03-07",65.059998
"45","2007-03-08",65.68
"46","2007-03-09",65.099998
"47","2007-03-12",65
"48","2007-03-13",64.110001
"49","2007-03-14",64.93
"50","2007-03-15",64.400002
"51","2007-03-16",64.480003
"52","2007-03-19",66.239998
"53","2007-03-20",65.800003
"54","2007-03-21",67.919998
"55","2007-03-22",68.989998
"56","2007-03-23",69.099998
"57","2007-03-26",69.580002
"58","2007-03-27",69.860001
"59","2007-03-28",69.32
"60","2007-03-29",70.669998
"61","2007-03-30",69.099998
"62","2007-04-02",70.82
"63","2007-04-03",70.949997
"64","2007-04-04",71.389999
"65","2007-04-05",71.839996
"66","2007-04-09",71.57
"67","2007-04-10",73.129997
"68","2007-04-11",72.989998
"69","2007-04-12",75.309998
"70","2007-04-13",76
"71","2007-04-16",77.57
"72","2007-04-17",77.5
"73","2007-04-18",74.910004
"74","2007-04-19",74.32
"75","2007-04-20",75.230003
"76","2007-04-23",74.550003
"77","2007-04-24",74.800003
"78","2007-04-25",75.870003
"79","2007-04-26",75.540001
"80","2007-04-27",75.639999
"81","2007-04-30",73.830002
"82","2007-05-01",73.830002
"83","2007-05-02",73.959999
"84","2007-05-03",74.769997
"85","2007-05-04",74.610001
"86","2007-05-07",75
"87","2007-05-08",74.629997
"88","2007-05-09",74.349998
"89","2007-05-10",72.919998
"90","2007-05-11",74.379997
"91","2007-05-14",74.739998
"92","2007-05-15",75.510002
"93","2007-05-16",76.5
"94","2007-05-17",78.709999
"95","2007-05-18",79.400002
"96","2007-05-21",80.139999
"97","2007-05-22",79.110001
"98","2007-05-23",80.599998
"99","2007-05-24",78.849998
"100","2007-05-25",79.239998
"101","2007-05-29",77.879997
"102","2007-05-30",79.910004
"103","2007-05-31",77.870003
"104","2007-06-01",78.190002
"105","2007-06-04",80.059998
"106","2007-06-05",79.199997
"107","2007-06-06",79.779999
"108","2007-06-07",77.779999
"109","2007-06-08",78.760002
"110","2007-06-11",80.18
"111","2007-06-12",78.739998
"112","2007-06-13",81.959999
"113","2007-06-14",84.230003
"114","2007-06-15",84.599998
"115","2007-06-18",85.449997
"116","2007-06-19",85.769997
"117","2007-06-20",84.760002
"118","2007-06-21",85.760002
"119","2007-06-22",89.199997
"120","2007-06-25",87.160004
"121","2007-06-26",86.290001
"122","2007-06-27",86.970001
"123","2007-06-28",85.550003
"124","2007-06-29",84.940002
"125","2007-07-02",86.739998
"126","2007-07-03",87.889999
"127","2007-07-05",87.980003
"128","2007-07-06",88.330002
"129","2007-07-09",88.339996
"130","2007-07-10",87.269997
"131","2007-07-11",87
"132","2007-07-12",88.510002
"133","2007-07-13",89.639999
"134","2007-07-16",90.540001
"135","2007-07-17",89.870003
"136","2007-07-18",91.199997
"137","2007-07-19",93.449997
"138","2007-07-20",96.68
"139","2007-07-23",96.32
"140","2007-07-24",94.800003
"141","2007-07-25",96.910004
"142","2007-07-26",94.639999
"143","2007-07-27",93.019997
"144","2007-07-30",95.349998
"145","2007-07-31",94.720001
"146","2007-08-01",94.620003
"147","2007-08-02",92
"148","2007-08-03",87.739998
"149","2007-08-06",87.25
"150","2007-08-07",88.760002
"151","2007-08-08",93.720001
"152","2007-08-09",92.199997
"153","2007-08-10",92.099998
"154","2007-08-13",90.68
"155","2007-08-14",89.169998
"156","2007-08-15",87.239998
"157","2007-08-16",85.839996
"158","2007-08-17",88.559998
"159","2007-08-20",90.699997
"160","2007-08-21",89.25
"161","2007-08-22",91.040001
"162","2007-08-23",92.419998
"163","2007-08-24",94.230003
"164","2007-08-27",93.139999
"165","2007-08-28",91.309998
"166","2007-08-29",95.720001
"167","2007-08-30",95
"168","2007-08-31",96.5
"169","2007-09-04",100.139999
"170","2007-09-05",99.110001
"171","2007-09-06",97.610001
"172","2007-09-07",97.470001
"173","2007-09-10",99.029999
"174","2007-09-11",100.18
"175","2007-09-12",99.82
"176","2007-09-13",100.550003
"177","2007-09-14",100.370003
"178","2007-09-17",99.629997
"179","2007-09-18",104.790001
"180","2007-09-19",106.970001
"181","2007-09-20",107.269997
"182","2007-09-21",106.199997
"183","2007-09-24",104.919998
"184","2007-09-25",104.620003
"185","2007-09-26",103
"186","2007-09-27",105.029999
"187","2007-09-28",105
"188","2007-10-01",106.589996
"189","2007-10-02",106.470001
"190","2007-10-03",105.760002
"191","2007-10-04",106.190002
"192","2007-10-05",104.93
"193","2007-10-08",103.949997
"194","2007-10-09",104.629997
"195","2007-10-10",108.260002
"196","2007-10-11",108.580002
"197","2007-10-12",109.839996
"198","2007-10-15",111.389999
"199","2007-10-16",112.089996
"200","2007-10-17",111.029999
"201","2007-10-18",111.620003
"202","2007-10-19",99.32
"203","2007-10-22",95.339996
"204","2007-10-23",99.919998
"205","2007-10-24",100.860001
"206","2007-10-25",98.099998
"207","2007-10-26",99.510002
"208","2007-10-29",99.790001
"209","2007-10-30",95.989998
"210","2007-10-31",96.57
"211","2007-11-01",96.150002
"212","2007-11-02",98.82
"213","2007-11-05",97.68
"214","2007-11-06",98.150002
"215","2007-11-07",94.760002
"216","2007-11-08",96.330002
"217","2007-11-09",94.760002
"218","2007-11-12",91.040001
"219","2007-11-13",92.940002
"220","2007-11-14",93.290001
"221","2007-11-15",90.839996
"222","2007-11-16",93.459999
"223","2007-11-19",91.519997
"224","2007-11-20",93.260002
"225","2007-11-21",91.779999
"226","2007-11-23",94.110001
"227","2007-11-26",90.559998
"228","2007-11-27",89.169998
"229","2007-11-28",90.629997
"230","2007-11-29",92.160004
"231","2007-11-30",93.449997
"232","2007-12-03",93.839996
"233","2007-12-04",93.839996
"234","2007-12-05",95.800003
"235","2007-12-06",98.889999
"236","2007-12-07",97.190002
"237","2007-12-10",98.449997
"238","2007-12-11",95.5
"239","2007-12-12",97.650002
"240","2007-12-13",96.620003
"241","2007-12-14",94.57
"242","2007-12-17",90.279999
"243","2007-12-18",90.389999
"244","2007-12-19",91.110001
"245","2007-12-20",90.779999
"246","2007-12-21",94.639999
"247","2007-12-24",95.830002
"248","2007-12-26",98.550003
"249","2007-12-27",97.349998
"250","2007-12-28",98.800003
"251","2007-12-31",98.370003
"252","2008-01-02",100.580002
"253","2008-01-03",102.309998
"254","2008-01-04",98
"255","2008-01-07",96.809998
"256","2008-01-08",96.709999
"257","2008-01-09",98.610001
"258","2008-01-10",97.089996
"259","2008-01-11",94.010002
"260","2008-01-14",95.529999
"261","2008-01-15",88.93
"262","2008-01-16",85.900002
"263","2008-01-17",82.510002
"264","2008-01-18",79.519997
"265","2008-01-22",77.089996
"266","2008-01-23",80.339996
"267","2008-01-24",80.32
"268","2008-01-25",77.699997
"269","2008-01-28",79.230003
"270","2008-01-29",78.690002
"271","2008-01-30",75.75
"272","2008-01-31",75.400002
"273","2008-02-01",78.279999
"274","2008-02-04",79.089996
"275","2008-02-05",76.93
"276","2008-02-06",74.860001
"277","2008-02-07",75.760002
"278","2008-02-08",77.370003
"279","2008-02-11",80.489998
"280","2008-02-12",81.489998
"281","2008-02-13",84.889999
"282","2008-02-14",84.110001
"283","2008-02-15",84.080002
"284","2008-02-19",86.720001
"285","2008-02-20",86.059998
"286","2008-02-21",83.910004
"287","2008-02-22",85.449997
"288","2008-02-25",87.540001
"289","2008-02-26",89.099998
"290","2008-02-27",88.25
"291","2008-02-28",89.690002
"292","2008-02-29",86.449997
"293","2008-03-03",86.980003
"294","2008-03-04",84.550003
"295","2008-03-05",87.849998
"296","2008-03-06",87.660004
"297","2008-03-07",85.610001
"298","2008-03-10",82.800003
"299","2008-03-11",86.610001
"300","2008-03-12",84.339996
"301","2008-03-13",85.160004
"302","2008-03-14",83.900002
"303","2008-03-17",81.230003
"304","2008-03-18",84.370003
"305","2008-03-19",80.169998
"306","2008-03-20",80.639999
"307","2008-03-24",81.269997
"308","2008-03-25",82.639999
"309","2008-03-26",86.519997
"310","2008-03-27",85.379997
"311","2008-03-28",85.660004
"312","2008-03-31",87
"313","2008-04-01",89.239998
"314","2008-04-02",90.800003
"315","2008-04-03",91.300003
"316","2008-04-04",91.370003
"317","2008-04-07",90.580002
