"","date","CRH"
"1","2007-01-03",41.57
"2","2007-01-04",41.5
"3","2007-01-05",40.400002
"4","2007-01-08",40.169998
"5","2007-01-09",40.470001
"6","2007-01-10",41.18
"7","2007-01-11",39.91
"8","2007-01-12",39.849998
"9","2007-01-16",39.5
"10","2007-01-17",39.490002
"11","2007-01-18",39.34
"12","2007-01-19",40.259998
"13","2007-01-22",40.279999
"14","2007-01-23",40.330002
"15","2007-01-24",40.700001
"16","2007-01-25",40.549999
"17","2007-01-26",40.529999
"18","2007-01-29",40.540001
"19","2007-01-30",39.77
"20","2007-01-31",39.869999
"21","2007-02-01",40.790001
"22","2007-02-02",41.299999
"23","2007-02-05",42.09
"24","2007-02-06",41.68
"25","2007-02-07",41.639999
"26","2007-02-08",41.84
"27","2007-02-09",42.450001
"28","2007-02-12",42.150002
"29","2007-02-13",42.43
"30","2007-02-14",44.150002
"31","2007-02-15",44.5
"32","2007-02-16",44.810001
"33","2007-02-20",45.650002
"34","2007-02-21",45
"35","2007-02-22",44.349998
"36","2007-02-23",44.200001
"37","2007-02-26",44.220001
"38","2007-02-27",42.470001
"39","2007-02-28",42.439999
"40","2007-03-01",42.389999
"41","2007-03-02",42.09
"42","2007-03-05",40.82
"43","2007-03-06",42.18
"44","2007-03-07",42.82
"45","2007-03-08",43.049999
"46","2007-03-09",42.799999
"47","2007-03-12",42.27
"48","2007-03-13",41.25
"49","2007-03-14",39.799999
"50","2007-03-15",40.34
"51","2007-03-16",40.32
"52","2007-03-19",40.830002
"53","2007-03-20",40.900002
"54","2007-03-21",42.25
"55","2007-03-22",42.799999
"56","2007-03-23",43.09
"57","2007-03-26",42.849998
"58","2007-03-27",42.450001
"59","2007-03-28",42.450001
"60","2007-03-29",43.07
"61","2007-03-30",43.490002
"62","2007-04-02",43.630001
"63","2007-04-03",44.110001
"64","2007-04-04",44.25
"65","2007-04-05",44.66
"66","2007-04-09",44.830002
"67","2007-04-10",45.450001
"68","2007-04-11",45.299999
"69","2007-04-12",45.66
"70","2007-04-13",45.34
"71","2007-04-16",45.439999
"72","2007-04-17",44.68
"73","2007-04-18",44.41
"74","2007-04-19",44.48
"75","2007-04-20",44.84
"76","2007-04-23",44.299999
"77","2007-04-24",44
"78","2007-04-25",44.07
"79","2007-04-26",44.59
"80","2007-04-27",44.25
"81","2007-04-30",44.68
"82","2007-05-01",44.470001
"83","2007-05-02",46.040001
"84","2007-05-03",48.759998
"85","2007-05-04",49
"86","2007-05-07",49.700001
"87","2007-05-08",48.040001
"88","2007-05-09",47.290001
"89","2007-05-10",46
"90","2007-05-11",46.68
"91","2007-05-14",47.099998
"92","2007-05-15",47.82
"93","2007-05-16",47.400002
"94","2007-05-17",47.259998
"95","2007-05-18",47.459999
"96","2007-05-21",47.290001
"97","2007-05-22",48.849998
"98","2007-05-23",48.91
"99","2007-05-24",49.860001
"100","2007-05-25",49.27
"101","2007-05-29",48.939999
"102","2007-05-30",48.540001
"103","2007-05-31",49.41
"104","2007-06-01",50.939999
"105","2007-06-04",51.57
"106","2007-06-05",49.580002
"107","2007-06-06",49.130001
"108","2007-06-07",47.93
"109","2007-06-08",48.98
"110","2007-06-11",48.77
"111","2007-06-12",47.419998
"112","2007-06-13",48.439999
"113","2007-06-14",49.049999
"114","2007-06-15",49.709999
"115","2007-06-18",49.900002
"116","2007-06-19",49.779999
"117","2007-06-20",51.130001
"118","2007-06-21",50.139999
"119","2007-06-22",49.939999
"120","2007-06-25",50
"121","2007-06-26",49.82
"122","2007-06-27",49.549999
"123","2007-06-28",49.869999
"124","2007-06-29",49.830002
"125","2007-07-02",51.77
"126","2007-07-03",51.09
"127","2007-07-05",51.75
"128","2007-07-06",52.169998
"129","2007-07-09",52.790001
"130","2007-07-10",51.18
"131","2007-07-11",51.060001
"132","2007-07-12",51.98
"133","2007-07-13",51.240002
"134","2007-07-16",51.389999
"135","2007-07-17",51.450001
"136","2007-07-18",50.82
"137","2007-07-19",50
"138","2007-07-20",48.84
"139","2007-07-23",48.220001
"140","2007-07-24",47.07
"141","2007-07-25",47.189999
"142","2007-07-26",45.32
"143","2007-07-27",44.099998
"144","2007-07-30",44.48
"145","2007-07-31",44.869999
"146","2007-08-01",45.400002
"147","2007-08-02",45.869999
"148","2007-08-03",45.849998
"149","2007-08-06",45.02
"150","2007-08-07",44.830002
"151","2007-08-08",46.360001
"152","2007-08-09",44.98
"153","2007-08-10",44.279999
"154","2007-08-13",43.650002
"155","2007-08-14",42.880001
"156","2007-08-15",41.759998
"157","2007-08-16",41.110001
"158","2007-08-17",41.720001
"159","2007-08-20",41.189999
"160","2007-08-21",41.240002
"161","2007-08-22",42.939999
"162","2007-08-23",41.990002
"163","2007-08-24",42.700001
"164","2007-08-27",43.310001
"165","2007-08-28",42.259998
"166","2007-08-29",44.310001
"167","2007-08-30",43.580002
"168","2007-08-31",43.700001
"169","2007-09-04",44.689999
"170","2007-09-05",43.599998
"171","2007-09-06",43.060001
"172","2007-09-07",42.110001
"173","2007-09-10",40.799999
"174","2007-09-11",41.299999
"175","2007-09-12",41.790001
"176","2007-09-13",40.790001
"177","2007-09-14",39.27
"178","2007-09-17",37.689999
"179","2007-09-18",40.689999
"180","2007-09-19",41.060001
"181","2007-09-20",40.52
"182","2007-09-21",40.73
"183","2007-09-24",39.93
"184","2007-09-25",38.900002
"185","2007-09-26",38.790001
"186","2007-09-27",40.310001
"187","2007-09-28",40.02
"188","2007-10-01",40.990002
"189","2007-10-02",42.150002
"190","2007-10-03",42.939999
"191","2007-10-04",43.709999
"192","2007-10-05",44.099998
"193","2007-10-08",44.09
"194","2007-10-09",43.150002
"195","2007-10-10",42.720001
"196","2007-10-11",40.790001
"197","2007-10-12",39.889999
"198","2007-10-15",39.540001
"199","2007-10-16",38.529999
"200","2007-10-17",39.450001
"201","2007-10-18",38.049999
"202","2007-10-19",37.490002
"203","2007-10-22",36.98
"204","2007-10-23",37.98
"205","2007-10-24",38.110001
"206","2007-10-25",39.080002
"207","2007-10-26",39.82
"208","2007-10-29",39.709999
"209","2007-10-30",39
"210","2007-10-31",39.610001
"211","2007-11-01",37
"212","2007-11-02",38
"213","2007-11-05",36.66
"214","2007-11-06",36.970001
"215","2007-11-07",35.77
"216","2007-11-08",35.25
"217","2007-11-09",36.080002
"218","2007-11-12",35.650002
"219","2007-11-13",36.540001
"220","2007-11-14",36.490002
"221","2007-11-15",35.639999
"222","2007-11-16",36.240002
"223","2007-11-19",34.060001
"224","2007-11-20",34.400002
"225","2007-11-21",33.939999
"226","2007-11-23",34.240002
"227","2007-11-26",34.549999
"228","2007-11-27",35.41
"229","2007-11-28",36.700001
"230","2007-11-29",36.799999
"231","2007-11-30",37.970001
"232","2007-12-03",36.27
"233","2007-12-04",35.77
"234","2007-12-05",35.549999
"235","2007-12-06",37.200001
"236","2007-12-07",37.93
"237","2007-12-10",39.84
"238","2007-12-11",39.02
"239","2007-12-12",38.32
"240","2007-12-13",37.330002
"241","2007-12-14",37.299999
"242","2007-12-17",35
"243","2007-12-18",35.25
"244","2007-12-19",34.790001
"245","2007-12-20",33.700001
"246","2007-12-21",34.82
"247","2007-12-24",35.450001
"248","2007-12-26",34.93
"249","2007-12-27",34.400002
"250","2007-12-28",35.110001
"251","2007-12-31",34.880001
"252","2008-01-02",35.830002
"253","2008-01-03",37.200001
"254","2008-01-04",37.349998
"255","2008-01-07",37.080002
"256","2008-01-08",35.220001
"257","2008-01-09",34.09
"258","2008-01-10",34.060001
"259","2008-01-11",34.439999
"260","2008-01-14",35.720001
"261","2008-01-15",34.299999
"262","2008-01-16",33.939999
"263","2008-01-17",34.060001
"264","2008-01-18",34.93
"265","2008-01-22",36.290001
"266","2008-01-23",37.220001
"267","2008-01-24",38.459999
"268","2008-01-25",37.400002
"269","2008-01-28",39.09
"270","2008-01-29",39.27
"271","2008-01-30",38.860001
"272","2008-01-31",38.68
"273","2008-02-01",40.5
"274","2008-02-04",40.919998
"275","2008-02-05",36.099998
"276","2008-02-06",35.23
"277","2008-02-07",35.07
"278","2008-02-08",34.889999
"279","2008-02-11",35.720001
"280","2008-02-12",36.27
"281","2008-02-13",37.959999
"282","2008-02-14",37.099998
"283","2008-02-15",38.169998
"284","2008-02-19",38.540001
"285","2008-02-20",38.580002
"286","2008-02-21",38.689999
"287","2008-02-22",38.849998
"288","2008-02-25",39.509998
"289","2008-02-26",40.16
"290","2008-02-27",40.16
"291","2008-02-28",39.759998
"292","2008-02-29",37.599998
"293","2008-03-03",36.740002
"294","2008-03-04",37.400002
"295","2008-03-05",38.790001
"296","2008-03-06",37.799999
"297","2008-03-07",37.25
"298","2008-03-10",37.049999
"299","2008-03-11",38.419998
"300","2008-03-12",37.990002
"301","2008-03-13",37.639999
"302","2008-03-14",36.799999
"303","2008-03-17",36.25
"304","2008-03-18",39.25
"305","2008-03-19",37
"306","2008-03-20",38.240002
"307","2008-03-24",38.419998
"308","2008-03-25",38.080002
"309","2008-03-26",37.860001
"310","2008-03-27",38.200001
"311","2008-03-28",37.029999
"312","2008-03-31",38.349998
"313","2008-04-01",39.130001
"314","2008-04-02",39.77
"315","2008-04-03",39.970001
"316","2008-04-04",39.450001
"317","2008-04-07",39.740002
"318","2008-04-08",38.84
"319","2008-04-09",38.700001
"320","2008-04-10",38.27
"321","2008-04-11",38.099998
"322","2008-04-14",37.919998
"323","2008-04-15",37.68
"324","2008-04-16",38.860001
"325","2008-04-17",38.869999
"326","2008-04-18",38.580002
"327","2008-04-21",38.25
"328","2008-04-22",37.779999
