"","date","BA"
"1","2007-01-03",89.169998
"2","2007-01-04",89.529999
"3","2007-01-05",89.150002
"4","2007-01-08",88.940002
"5","2007-01-09",88
"6","2007-01-10",89.269997
"7","2007-01-11",88.839996
"8","2007-01-12",88.129997
"9","2007-01-16",88
"10","2007-01-17",88.830002
"11","2007-01-18",88
"12","2007-01-19",88.629997
"13","2007-01-22",85.599998
"14","2007-01-23",87.360001
"15","2007-01-24",87.599998
"16","2007-01-25",86.160004
"17","2007-01-26",85.43
"18","2007-01-29",85.5
"19","2007-01-30",86
"20","2007-01-31",89.559998
"21","2007-02-01",91.050003
"22","2007-02-02",90.050003
"23","2007-02-05",90.720001
"24","2007-02-06",90.980003
"25","2007-02-07",90.349998
"26","2007-02-08",89.519997
"27","2007-02-09",90
"28","2007-02-12",89.199997
"29","2007-02-13",89.290001
"30","2007-02-14",89.940002
"31","2007-02-15",91.709999
"32","2007-02-16",90.940002
"33","2007-02-20",91.029999
"34","2007-02-21",90.959999
"35","2007-02-22",90.580002
"36","2007-02-23",90.279999
"37","2007-02-26",88.93
"38","2007-02-27",87.199997
"39","2007-02-28",87.260002
"40","2007-03-01",87.849998
"41","2007-03-02",87.029999
"42","2007-03-05",87.019997
"43","2007-03-06",87.82
"44","2007-03-07",88.709999
"45","2007-03-08",88.889999
"46","2007-03-09",89.510002
"47","2007-03-12",91.199997
"48","2007-03-13",89.449997
"49","2007-03-14",89.980003
"50","2007-03-15",91.040001
"51","2007-03-16",90
"52","2007-03-19",90.32
"53","2007-03-20",90.160004
"54","2007-03-21",90.800003
"55","2007-03-22",90.57
"56","2007-03-23",90.980003
"57","2007-03-26",90.830002
"58","2007-03-27",90.519997
"59","2007-03-28",89.449997
"60","2007-03-29",89.760002
"61","2007-03-30",88.910004
"62","2007-04-02",88.830002
"63","2007-04-03",89.900002
"64","2007-04-04",90.269997
"65","2007-04-05",90.5
"66","2007-04-09",90.029999
"67","2007-04-10",90.839996
"68","2007-04-11",89.970001
"69","2007-04-12",90.849998
"70","2007-04-13",91.029999
"71","2007-04-16",90.309998
"72","2007-04-17",90.449997
"73","2007-04-18",93.879997
"74","2007-04-19",92.989998
"75","2007-04-20",93.290001
"76","2007-04-23",93.639999
"77","2007-04-24",93.669998
"78","2007-04-25",94.690002
"79","2007-04-26",94.260002
"80","2007-04-27",94.019997
"81","2007-04-30",93
"82","2007-05-01",93.230003
"83","2007-05-02",93.830002
"84","2007-05-03",93.849998
"85","2007-05-04",93.610001
"86","2007-05-07",94.559998
"87","2007-05-08",94.209999
"88","2007-05-09",94.080002
"89","2007-05-10",92.800003
"90","2007-05-11",93.400002
"91","2007-05-14",93.559998
"92","2007-05-15",94.339996
"93","2007-05-16",95.339996
"94","2007-05-17",96.790001
"95","2007-05-18",96.629997
"96","2007-05-21",96.900002
"97","2007-05-22",96.480003
"98","2007-05-23",95.57
"99","2007-05-24",97.419998
"100","2007-05-25",98.25
"101","2007-05-29",98.5
"102","2007-05-30",100.550003
"103","2007-05-31",100.589996
"104","2007-06-01",99.830002
"105","2007-06-04",99.980003
"106","2007-06-05",99.5
"107","2007-06-06",98.290001
"108","2007-06-07",96.839996
"109","2007-06-08",98.190002
"110","2007-06-11",97.550003
"111","2007-06-12",96.480003
"112","2007-06-13",98.470001
"113","2007-06-14",98.970001
"114","2007-06-15",98.150002
"115","2007-06-18",97.400002
"116","2007-06-19",96.919998
"117","2007-06-20",96.080002
"118","2007-06-21",97.199997
"119","2007-06-22",95.919998
"120","2007-06-25",95.57
"121","2007-06-26",94.980003
"122","2007-06-27",94.650002
"123","2007-06-28",95.160004
"124","2007-06-29",96.160004
"125","2007-07-02",96.769997
"126","2007-07-03",97.650002
"127","2007-07-05",98.360001
"128","2007-07-06",98.879997
"129","2007-07-09",99.900002
"130","2007-07-10",100.25
"131","2007-07-11",100.120003
"132","2007-07-12",100.779999
"133","2007-07-13",101.879997
"134","2007-07-16",102.07
"135","2007-07-17",102.050003
"136","2007-07-18",101.82
"137","2007-07-19",102.480003
"138","2007-07-20",103.860001
"139","2007-07-23",104.040001
"140","2007-07-24",103.800003
"141","2007-07-25",107.230003
"142","2007-07-26",103.699997
"143","2007-07-27",103.709999
"144","2007-07-30",105.540001
"145","2007-07-31",103.43
"146","2007-08-01",104.529999
"147","2007-08-02",105.93
"148","2007-08-03",104.239998
"149","2007-08-06",104.339996
"150","2007-08-07",103.220001
"151","2007-08-08",102.720001
"152","2007-08-09",98.300003
"153","2007-08-10",98.440002
"154","2007-08-13",100.050003
"155","2007-08-14",97.629997
"156","2007-08-15",95.510002
"157","2007-08-16",92.739998
"158","2007-08-17",95.93
"159","2007-08-20",97.209999
"160","2007-08-21",96.949997
"161","2007-08-22",97.989998
"162","2007-08-23",96.739998
"163","2007-08-24",98.470001
"164","2007-08-27",98.540001
"165","2007-08-28",95.650002
"166","2007-08-29",96.900002
"167","2007-08-30",96.849998
"168","2007-08-31",96.699997
"169","2007-09-04",95.919998
"170","2007-09-05",95.839996
"171","2007-09-06",96.199997
"172","2007-09-07",94.839996
"173","2007-09-10",95.330002
"174","2007-09-11",97.440002
"175","2007-09-12",98.32
"176","2007-09-13",98.949997
"177","2007-09-14",99.349998
"178","2007-09-17",98.639999
"179","2007-09-18",98.470001
"180","2007-09-19",100.019997
"181","2007-09-20",101.25
"182","2007-09-21",102.589996
"183","2007-09-24",103.050003
"184","2007-09-25",104.93
"185","2007-09-26",104.449997
"186","2007-09-27",105.459999
"187","2007-09-28",104.989998
"188","2007-10-01",106.650002
"189","2007-10-02",105.93
"190","2007-10-03",104.720001
"191","2007-10-04",104.5
"192","2007-10-05",102.25
"193","2007-10-08",101.07
"194","2007-10-09",101.449997
"195","2007-10-10",98.68
"196","2007-10-11",96.260002
"197","2007-10-12",96.690002
"198","2007-10-15",94.830002
"199","2007-10-16",95.940002
"200","2007-10-17",95.589996
"201","2007-10-18",96.940002
"202","2007-10-19",93.900002
"203","2007-10-22",94.93
"204","2007-10-23",94.949997
"205","2007-10-24",94.260002
"206","2007-10-25",96
"207","2007-10-26",96.019997
"208","2007-10-29",96.989998
"209","2007-10-30",97.330002
"210","2007-10-31",98.589996
"211","2007-11-01",96.599998
"212","2007-11-02",97.760002
"213","2007-11-05",97.970001
"214","2007-11-06",97.699997
"215","2007-11-07",96.889999
"216","2007-11-08",96.279999
"217","2007-11-09",94.209999
"218","2007-11-12",92.860001
"219","2007-11-13",93.699997
"220","2007-11-14",92.790001
"221","2007-11-15",91.339996
"222","2007-11-16",89.989998
"223","2007-11-19",88.269997
"224","2007-11-20",87.860001
"225","2007-11-21",87.410004
"226","2007-11-23",89.540001
"227","2007-11-26",89.93
"228","2007-11-27",91.730003
"229","2007-11-28",93.610001
"230","2007-11-29",93.209999
"231","2007-11-30",92.540001
"232","2007-12-03",91.790001
"233","2007-12-04",89.989998
"234","2007-12-05",90.699997
"235","2007-12-06",91.779999
"236","2007-12-07",93.160004
"237","2007-12-10",92.639999
"238","2007-12-11",88.699997
"239","2007-12-12",86.919998
"240","2007-12-13",88.550003
"241","2007-12-14",88.419998
"242","2007-12-17",87.400002
"243","2007-12-18",87.169998
"244","2007-12-19",86.620003
"245","2007-12-20",87.190002
"246","2007-12-21",89.07
"247","2007-12-24",90.019997
"248","2007-12-26",90
"249","2007-12-27",88.879997
"250","2007-12-28",88.25
"251","2007-12-31",87.459999
"252","2008-01-02",86.620003
"253","2008-01-03",86.980003
"254","2008-01-04",85.82
"255","2008-01-07",82.870003
"256","2008-01-08",79.910004
"257","2008-01-09",80.300003
"258","2008-01-10",82.360001
"259","2008-01-11",80.519997
"260","2008-01-14",81.669998
"261","2008-01-15",77.860001
"262","2008-01-16",79.870003
"263","2008-01-17",79.519997
"264","2008-01-18",78.400002
"265","2008-01-22",77.599998
"266","2008-01-23",76.57
"267","2008-01-24",77.620003
"268","2008-01-25",77.029999
"269","2008-01-28",77.599998
"270","2008-01-29",80.959999
"271","2008-01-30",82.870003
"272","2008-01-31",83.18
"273","2008-02-01",82.760002
"274","2008-02-04",82.900002
"275","2008-02-05",81.690002
"276","2008-02-06",79.910004
"277","2008-02-07",79.75
"278","2008-02-08",79.330002
"279","2008-02-11",81.129997
"280","2008-02-12",83.559998
"281","2008-02-13",85.480003
"282","2008-02-14",85.220001
"283","2008-02-15",85.18
"284","2008-02-19",85.370003
"285","2008-02-20",84
"286","2008-02-21",82.010002
"287","2008-02-22",83.040001
"288","2008-02-25",84.660004
"289","2008-02-26",84.57
"290","2008-02-27",83.949997
"291","2008-02-28",84.800003
"292","2008-02-29",82.790001
"293","2008-03-03",80.669998
"294","2008-03-04",79.620003
"295","2008-03-05",80.709999
"296","2008-03-06",79.510002
"297","2008-03-07",76.599998
"298","2008-03-10",74.379997
"299","2008-03-11",73.400002
"300","2008-03-12",72.449997
"301","2008-03-13",74.18
"302","2008-03-14",76.230003
"303","2008-03-17",75.489998
"304","2008-03-18",76.529999
"305","2008-03-19",73.449997
"306","2008-03-20",74.800003
"307","2008-03-24",76.290001
"308","2008-03-25",75.900002
"309","2008-03-26",76.300003
"310","2008-03-27",74.220001
"311","2008-03-28",73.470001
"312","2008-03-31",74.370003
"313","2008-04-01",75.879997
"314","2008-04-02",76.849998
"315","2008-04-03",76.139999
"316","2008-04-04",75.650002
"317","2008-04-07",74.980003
"318","2008-04-08",75.019997
"319","2008-04-09",78.599998
"320","2008-04-10",78.43
"321","2008-04-11",76.860001
"322","2008-04-14",77.220001
"323","2008-04-15",75.699997
"324","2008-04-16",76.669998
"325","2008-04-17",76.910004
"326","2008-04-18",78.660004
"327","2008-04-21",79.089996
"328","2008-04-22",78.559998
"329","2008-04-23",82.089996
"330","2008-04-24",83
"331","2008-04-25",84.839996
"332","2008-04-28",84.980003
"333","2008-04-29",85.529999
"334","2008-04-30",84.860001
"335","2008-05-01",85.410004
"336","2008-05-02",85.690002
"337","2008-05-05",85.919998
"338","2008-05-06",86.150002
"339","2008-05-07",84.550003
"340","2008-05-08",84.760002
"341","2008-05-09",84.059998
"342","2008-05-12",84.800003
"343","2008-05-13",85.080002
"344","2008-05-14",85.690002
"345","2008-05-15",85.550003
"346","2008-05-16",85.169998
"347","2008-05-19",87.07
"348","2008-05-20",85.139999
"349","2008-05-21",81.190002
"350","2008-05-22",81.410004
"351","2008-05-23",81.480003
"352","2008-05-27",82.870003
"353","2008-05-28",82.129997
"354","2008-05-29",82.110001
"355","2008-05-30",82.769997
"356","2008-06-02",81.150002
"357","2008-06-03",78.120003
"358","2008-06-04",78.019997
"359","2008-06-05",77.309998
"360","2008-06-06",73.160004
"361","2008-06-09",73.949997
"362","2008-06-10",73.669998
"363","2008-06-11",73.309998
"364","2008-06-12",74.120003
"365","2008-06-13",75.120003
"366","2008-06-16",75.019997
"367","2008-06-17",74.379997
"368","2008-06-18",74.650002
"369","2008-06-19",76.949997
"370","2008-06-20",75.830002
"371","2008-06-23",75.589996
"372","2008-06-24",74.790001
"373","2008-06-25",69.639999
"374","2008-06-26",68.209999
"375","2008-06-27",66.919998
"376","2008-06-30",65.720001
"377","2008-07-01",65.449997
"378","2008-07-02",63.900002
"379","2008-07-03",64.470001
"380","2008-07-07",64.290001
"381","2008-07-08",65.919998
"382","2008-07-09",65.589996
"383","2008-07-10",65.989998
"384","2008-07-11",63.279999
"385","2008-07-14",63.189999
"386","2008-07-15",63.880001
"387","2008-07-16",65.580002
"388","2008-07-17",66.919998
"389","2008-07-18",68.139999
"390","2008-07-21",68.239998
"391","2008-07-22",69.260002
"392","2008-07-23",66.720001
"393","2008-07-24",62.529999
"394","2008-07-25",63.830002
"395","2008-07-28",62.34
"396","2008-07-29",63.209999
"397","2008-07-30",63.82
"398","2008-07-31",61.110001
"399","2008-08-01",62.009998
"400","2008-08-04",61.360001
"401","2008-08-05",65.199997
"402","2008-08-06",65.400002
"403","2008-08-07",64.690002
"404","2008-08-08",67.860001
"405","2008-08-11",66.620003
"406","2008-08-12",65.93
"407","2008-08-13",64.260002
"408","2008-08-14",64.769997
"409","2008-08-15",64.449997
"410","2008-08-18",63.639999
"411","2008-08-19",62.950001
"412","2008-08-20",63.209999
"413","2008-08-21",63.549999
"414","2008-08-22",65.550003
"415","2008-08-25",64.07
"416","2008-08-26",63.459999
"417","2008-08-27",64.519997
"418","2008-08-28",66.339996
"419","2008-08-29",65.559998
"420","2008-09-02",65.870003
"421","2008-09-03",66.07
"422","2008-09-04",63.029999
"423","2008-09-05",62.889999
"424","2008-09-08",63.91
"425","2008-09-09",64.019997
"426","2008-09-10",61.709999
"427","2008-09-11",62.57
"428","2008-09-12",63.299999
"429","2008-09-15",62.25
"430","2008-09-16",61.720001
"431","2008-09-17",57
"432","2008-09-18",58.110001
"433","2008-09-19",59.759998
"434","2008-09-22",58.810001
"435","2008-09-23",57.310001
"436","2008-09-24",57.360001
"437","2008-09-25",57.419998
"438","2008-09-26",58.32
"439","2008-09-29",55.470001
"440","2008-09-30",57.349998
"441","2008-10-01",56.619999
"442","2008-10-02",53.580002
"443","2008-10-03",53.830002
"444","2008-10-06",51.290001
"445","2008-10-07",49.279999
"446","2008-10-08",47.700001
"447","2008-10-09",44.41
"448","2008-10-10",41.799999
"449","2008-10-13",47.080002
"450","2008-10-14",45.07
"451","2008-10-15",42.330002
"452","2008-10-16",44.790001
"453","2008-10-17",44.549999
"454","2008-10-20",46.709999
"455","2008-10-21",46.400002
"456","2008-10-22",42.91
"457","2008-10-23",46.52
"458","2008-10-24",45.240002
"459","2008-10-27",42.360001
"460","2008-10-28",48.91
"461","2008-10-29",49.799999
"462","2008-10-30",50.700001
"463","2008-10-31",52.419998
"464","2008-11-03",52.849998
"465","2008-11-04",53.619999
"466","2008-11-05",49.549999
"467","2008-11-06",45.720001
"468","2008-11-07",46.580002
