"","date","DEO"
"1","2007-01-03",79.529999
"2","2007-01-04",79.050003
"3","2007-01-05",77.279999
"4","2007-01-08",77.169998
"5","2007-01-09",77.309998
"6","2007-01-10",76.779999
"7","2007-01-11",77.699997
"8","2007-01-12",79.300003
"9","2007-01-16",78.779999
"10","2007-01-17",78.809998
"11","2007-01-18",78.529999
"12","2007-01-19",78.32
"13","2007-01-22",77.919998
"14","2007-01-23",78.349998
"15","2007-01-24",78.900002
"16","2007-01-25",78.540001
"17","2007-01-26",78.480003
"18","2007-01-29",78.660004
"19","2007-01-30",78.839996
"20","2007-01-31",78.730003
"21","2007-02-01",79.470001
"22","2007-02-02",79.160004
"23","2007-02-05",78.980003
"24","2007-02-06",79.910004
"25","2007-02-07",79.5
"26","2007-02-08",79.190002
"27","2007-02-09",79.150002
"28","2007-02-12",78.769997
"29","2007-02-13",79.790001
"30","2007-02-14",81.040001
"31","2007-02-15",82.230003
"32","2007-02-16",81.379997
"33","2007-02-20",81.989998
"34","2007-02-21",81.440002
"35","2007-02-22",81.419998
"36","2007-02-23",82.059998
"37","2007-02-26",82.019997
"38","2007-02-27",79.709999
"39","2007-02-28",79.43
"40","2007-03-01",78
"41","2007-03-02",77.010002
"42","2007-03-05",75.580002
"43","2007-03-06",77.199997
"44","2007-03-07",76.220001
"45","2007-03-08",76.370003
"46","2007-03-09",76.900002
"47","2007-03-12",76.699997
"48","2007-03-13",75.860001
"49","2007-03-14",75.389999
"50","2007-03-15",75.93
"51","2007-03-16",75.790001
"52","2007-03-19",76.690002
"53","2007-03-20",77.239998
"54","2007-03-21",78.529999
"55","2007-03-22",78.75
"56","2007-03-23",79.190002
"57","2007-03-26",79.410004
"58","2007-03-27",79.559998
"59","2007-03-28",79.239998
"60","2007-03-29",80.120003
"61","2007-03-30",80.949997
"62","2007-04-02",81.610001
"63","2007-04-03",81.849998
"64","2007-04-04",82.25
"65","2007-04-05",81.949997
"66","2007-04-09",81.940002
"67","2007-04-10",82.139999
"68","2007-04-11",82.309998
"69","2007-04-12",82.400002
"70","2007-04-13",82.209999
"71","2007-04-16",82.730003
"72","2007-04-17",83.160004
"73","2007-04-18",83.25
"74","2007-04-19",83.220001
"75","2007-04-20",83.190002
"76","2007-04-23",83.190002
"77","2007-04-24",83.199997
"78","2007-04-25",83.839996
"79","2007-04-26",83.650002
"80","2007-04-27",84.199997
"81","2007-04-30",84.400002
"82","2007-05-01",84.720001
"83","2007-05-02",85.220001
"84","2007-05-03",85.129997
"85","2007-05-04",85.040001
"86","2007-05-07",85.360001
"87","2007-05-08",85.120003
"88","2007-05-09",84.949997
"89","2007-05-10",83.790001
"90","2007-05-11",84.080002
"91","2007-05-14",84.129997
"92","2007-05-15",84.809998
"93","2007-05-16",84.589996
"94","2007-05-17",84.199997
"95","2007-05-18",84.980003
"96","2007-05-21",84.040001
"97","2007-05-22",84.639999
"98","2007-05-23",85.389999
"99","2007-05-24",85.160004
"100","2007-05-25",84.900002
"101","2007-05-29",85.5
"102","2007-05-30",85.080002
"103","2007-05-31",85.389999
"104","2007-06-01",86.019997
"105","2007-06-04",86.32
"106","2007-06-05",85.690002
"107","2007-06-06",84.830002
"108","2007-06-07",82.760002
"109","2007-06-08",82.860001
"110","2007-06-11",83.690002
"111","2007-06-12",84.029999
"112","2007-06-13",84.410004
"113","2007-06-14",85.010002
"114","2007-06-15",85.769997
"115","2007-06-18",86.790001
"116","2007-06-19",85.760002
"117","2007-06-20",85
"118","2007-06-21",84.209999
"119","2007-06-22",84.040001
"120","2007-06-25",84.190002
"121","2007-06-26",84.889999
"122","2007-06-27",85.120003
"123","2007-06-28",83.199997
"124","2007-06-29",83.309998
"125","2007-07-02",84.279999
"126","2007-07-03",83.650002
"127","2007-07-05",83.400002
"128","2007-07-06",83.120003
"129","2007-07-09",84.25
"130","2007-07-10",83.769997
"131","2007-07-11",84.120003
"132","2007-07-12",84.919998
"133","2007-07-13",85.730003
"134","2007-07-16",85.669998
"135","2007-07-17",85.540001
"136","2007-07-18",85.019997
"137","2007-07-19",84.769997
"138","2007-07-20",85.18
"139","2007-07-23",85.650002
"140","2007-07-24",84.410004
"141","2007-07-25",84.07
"142","2007-07-26",80.959999
"143","2007-07-27",80.739998
"144","2007-07-30",81.309998
"145","2007-07-31",81.68
"146","2007-08-01",81.830002
"147","2007-08-02",81.830002
"148","2007-08-03",81.459999
"149","2007-08-06",82.010002
"150","2007-08-07",82.370003
"151","2007-08-08",84.480003
"152","2007-08-09",82.379997
"153","2007-08-10",82.989998
"154","2007-08-13",82.32
"155","2007-08-14",81.089996
"156","2007-08-15",81.050003
"157","2007-08-16",78.989998
"158","2007-08-17",78.93
"159","2007-08-20",79.519997
"160","2007-08-21",79.099998
"161","2007-08-22",80.050003
"162","2007-08-23",81.769997
"163","2007-08-24",83.169998
"164","2007-08-27",82.860001
"165","2007-08-28",81.25
"166","2007-08-29",82.699997
"167","2007-08-30",83.650002
"168","2007-08-31",85.419998
"169","2007-09-04",85.529999
"170","2007-09-05",85.150002
"171","2007-09-06",85.82
"172","2007-09-07",85.650002
"173","2007-09-10",84.519997
"174","2007-09-11",85.879997
"175","2007-09-12",85.529999
"176","2007-09-13",85.690002
"177","2007-09-14",84.07
"178","2007-09-17",83.830002
"179","2007-09-18",86.480003
"180","2007-09-19",85.779999
"181","2007-09-20",85.93
"182","2007-09-21",86.730003
"183","2007-09-24",86.18
"184","2007-09-25",87.410004
"185","2007-09-26",87.82
"186","2007-09-27",87.800003
"187","2007-09-28",87.730003
"188","2007-10-01",89.139999
"189","2007-10-02",89.370003
"190","2007-10-03",89
"191","2007-10-04",90.610001
"192","2007-10-05",90.440002
"193","2007-10-08",89.480003
"194","2007-10-09",89.790001
"195","2007-10-10",89
"196","2007-10-11",89.739998
"197","2007-10-12",89.93
"198","2007-10-15",89.940002
"199","2007-10-16",89.150002
"200","2007-10-17",91.120003
"201","2007-10-18",91.82
"202","2007-10-19",90.300003
"203","2007-10-22",89.739998
"204","2007-10-23",90.660004
"205","2007-10-24",90.949997
"206","2007-10-25",90.440002
"207","2007-10-26",90.620003
"208","2007-10-29",90.959999
"209","2007-10-30",90.660004
"210","2007-10-31",91.75
"211","2007-11-01",90.300003
"212","2007-11-02",91.75
"213","2007-11-05",91.339996
"214","2007-11-06",92.550003
"215","2007-11-07",91.5
"216","2007-11-08",91.370003
"217","2007-11-09",89.190002
"218","2007-11-12",88.029999
"219","2007-11-13",90.599998
"220","2007-11-14",89.440002
"221","2007-11-15",88.93
"222","2007-11-16",89.300003
"223","2007-11-19",87.449997
"224","2007-11-20",89.580002
"225","2007-11-21",87.989998
"226","2007-11-23",89.32
"227","2007-11-26",88.269997
"228","2007-11-27",88.5
"229","2007-11-28",92.230003
"230","2007-11-29",91.949997
"231","2007-11-30",90.580002
"232","2007-12-03",89.309998
"233","2007-12-04",87.5
"234","2007-12-05",87.800003
"235","2007-12-06",87.309998
"236","2007-12-07",86.910004
"237","2007-12-10",87.440002
"238","2007-12-11",86.050003
"239","2007-12-12",88.010002
"240","2007-12-13",86.510002
"241","2007-12-14",85.529999
"242","2007-12-17",85.57
"243","2007-12-18",85.720001
"244","2007-12-19",84.900002
"245","2007-12-20",85.480003
"246","2007-12-21",86.330002
"247","2007-12-24",86.57
"248","2007-12-26",86.769997
"249","2007-12-27",86.370003
"250","2007-12-28",86.209999
"251","2007-12-31",85.830002
"252","2008-01-02",85.059998
"253","2008-01-03",85.309998
"254","2008-01-04",83.68
"255","2008-01-07",85.010002
"256","2008-01-08",84.940002
"257","2008-01-09",84.080002
"258","2008-01-10",83.25
"259","2008-01-11",79.989998
"260","2008-01-14",80.790001
"261","2008-01-15",78.75
"262","2008-01-16",80.370003
"263","2008-01-17",77.459999
"264","2008-01-18",77.620003
"265","2008-01-22",76.730003
"266","2008-01-23",76.32
"267","2008-01-24",79.82
"268","2008-01-25",78.849998
"269","2008-01-28",79.120003
"270","2008-01-29",79.400002
"271","2008-01-30",78.800003
"272","2008-01-31",80.769997
"273","2008-02-01",82.010002
"274","2008-02-04",81.559998
"275","2008-02-05",79.779999
"276","2008-02-06",80.07
"277","2008-02-07",79.370003
"278","2008-02-08",79.68
"279","2008-02-11",80.730003
"280","2008-02-12",83.029999
"281","2008-02-13",81.620003
"282","2008-02-14",85
"283","2008-02-15",83.550003
"284","2008-02-19",82.190002
"285","2008-02-20",81.599998
"286","2008-02-21",81.739998
"287","2008-02-22",82.580002
"288","2008-02-25",83.389999
"289","2008-02-26",84.349998
"290","2008-02-27",84.839996
"291","2008-02-28",84.620003
"292","2008-02-29",82.099998
"293","2008-03-03",82.410004
"294","2008-03-04",82.290001
"295","2008-03-05",82.110001
"296","2008-03-06",81.360001
"297","2008-03-07",80.68
"298","2008-03-10",80.370003
"299","2008-03-11",81.709999
"300","2008-03-12",81.900002
"301","2008-03-13",82.540001
"302","2008-03-14",80.720001
"303","2008-03-17",79.120003
"304","2008-03-18",82.099998
"305","2008-03-19",79.360001
"306","2008-03-20",80.360001
"307","2008-03-24",81.57
"308","2008-03-25",82.75
"309","2008-03-26",84.050003
"310","2008-03-27",83.300003
"311","2008-03-28",82.120003
"312","2008-03-31",81.32
"313","2008-04-01",84.510002
"314","2008-04-02",84.010002
"315","2008-04-03",84.879997
"316","2008-04-04",85.989998
"317","2008-04-07",84.93
"318","2008-04-08",84.860001
"319","2008-04-09",83.949997
"320","2008-04-10",84.690002
"321","2008-04-11",82.779999
"322","2008-04-14",84
"323","2008-04-15",83.470001
"324","2008-04-16",83.620003
"325","2008-04-17",83.519997
"326","2008-04-18",83.110001
"327","2008-04-21",83.260002
"328","2008-04-22",82.669998
"329","2008-04-23",81.949997
"330","2008-04-24",82.419998
"331","2008-04-25",81.93
"332","2008-04-28",81.5
"333","2008-04-29",79.860001
"334","2008-04-30",81.900002
"335","2008-05-01",82.800003
"336","2008-05-02",82.370003
"337","2008-05-05",82.730003
"338","2008-05-06",82.07
"339","2008-05-07",81.050003
"340","2008-05-08",80.849998
"341","2008-05-09",81.349998
"342","2008-05-12",82.519997
"343","2008-05-13",80.779999
"344","2008-05-14",79.830002
"345","2008-05-15",79.839996
"346","2008-05-16",81
"347","2008-05-19",79.970001
"348","2008-05-20",79.980003
"349","2008-05-21",78.830002
"350","2008-05-22",78.400002
"351","2008-05-23",78.459999
"352","2008-05-27",77.400002
"353","2008-05-28",78.339996
"354","2008-05-29",78.68
"355","2008-05-30",78.620003
"356","2008-06-02",77.029999
"357","2008-06-03",77.239998
"358","2008-06-04",77.550003
"359","2008-06-05",79.599998
"360","2008-06-06",77.459999
"361","2008-06-09",78
"362","2008-06-10",77.559998
"363","2008-06-11",76.629997
"364","2008-06-12",75.019997
"365","2008-06-13",76.269997
"366","2008-06-16",75.739998
"367","2008-06-17",75.190002
"368","2008-06-18",74.540001
"369","2008-06-19",73.309998
"370","2008-06-20",73.199997
"371","2008-06-23",74.209999
"372","2008-06-24",73.019997
"373","2008-06-25",73.870003
"374","2008-06-26",73.809998
"375","2008-06-27",72.699997
"376","2008-06-30",73.870003
"377","2008-07-01",72.379997
"378","2008-07-02",70.559998
"379","2008-07-03",71.489998
"380","2008-07-07",70.099998
"381","2008-07-08",70.809998
"382","2008-07-09",71.290001
"383","2008-07-10",70.730003
"384","2008-07-11",69.019997
"385","2008-07-14",69.870003
"386","2008-07-15",70.330002
"387","2008-07-16",72.410004
"388","2008-07-17",74.209999
"389","2008-07-18",73.559998
"390","2008-07-21",72.589996
"391","2008-07-22",72.769997
"392","2008-07-23",73.169998
"393","2008-07-24",71.940002
"394","2008-07-25",71.080002
"395","2008-07-28",70.43
"396","2008-07-29",70.440002
"397","2008-07-30",70.779999
"398","2008-07-31",70.379997
"399","2008-08-01",69.669998
"400","2008-08-04",71.25
"401","2008-08-05",73.459999
"402","2008-08-06",74.010002
"403","2008-08-07",73.25
