"","date","ZYME"
"310","2018-07-20",13.19
"311","2018-07-23",13.08
"312","2018-07-24",12.82
"313","2018-07-25",12.72
"314","2018-07-26",12.78
"315","2018-07-27",12.46
"316","2018-07-30",12.21
"317","2018-07-31",12.39
"318","2018-08-01",12.4
"319","2018-08-02",13.39
"320","2018-08-03",13.46
"321","2018-08-06",14.07
"322","2018-08-07",14.6
"323","2018-08-08",14.32
"324","2018-08-09",14.5
"325","2018-08-10",14.17
"326","2018-08-13",14.24
"327","2018-08-14",14.17
"328","2018-08-15",14
"329","2018-08-16",14.14
"330","2018-08-17",14.18
"331","2018-08-20",13.67
"332","2018-08-21",14.11
"333","2018-08-22",13.89
"334","2018-08-23",13.9
"335","2018-08-24",13.79
"336","2018-08-27",13.97
"337","2018-08-28",14.1
"338","2018-08-29",14.25
"339","2018-08-30",14.16
"340","2018-08-31",14.05
"341","2018-09-04",13.49
"342","2018-09-05",13.8
"343","2018-09-06",13.81
"344","2018-09-07",14.43
"345","2018-09-10",14.54
"346","2018-09-11",15.24
"347","2018-09-12",14.39
"348","2018-09-13",14.34
"349","2018-09-14",14.66
"350","2018-09-17",14.35
"351","2018-09-18",14.48
"352","2018-09-19",15.33
"353","2018-09-20",16.610001
"354","2018-09-21",16.549999
"355","2018-09-24",15.67
"356","2018-09-25",16.040001
"357","2018-09-26",16.040001
"358","2018-09-27",15.79
"359","2018-09-28",15.7
"360","2018-10-01",15.44
"361","2018-10-02",14.97
"362","2018-10-03",14.95
"363","2018-10-04",14.34
"364","2018-10-05",13.81
"365","2018-10-08",13.27
"366","2018-10-09",13.68
"367","2018-10-10",13
"368","2018-10-11",12.58
"369","2018-10-12",13.24
"370","2018-10-15",13.42
"371","2018-10-16",13.84
"372","2018-10-17",13.49
"373","2018-10-18",13.22
"374","2018-10-19",12.75
"375","2018-10-22",12.55
"376","2018-10-23",12.85
"377","2018-10-24",12.54
"378","2018-10-25",12.63
"379","2018-10-26",13.02
"380","2018-10-29",12.49
"381","2018-10-30",12.51
"382","2018-10-31",12.77
"383","2018-11-01",12.85
"384","2018-11-02",13.7
"385","2018-11-05",13.85
"386","2018-11-06",14.08
"387","2018-11-07",14.1
"388","2018-11-08",14.17
"389","2018-11-09",13.81
"390","2018-11-12",13.42
"391","2018-11-13",13.06
"392","2018-11-14",12.79
"393","2018-11-15",12.89
"394","2018-11-16",12.82
"395","2018-11-19",12.6
"396","2018-11-20",12
"397","2018-11-21",11.85
"398","2018-11-23",11.55
"399","2018-11-26",11.48
"400","2018-11-27",12
"401","2018-11-28",13.5
"402","2018-11-29",13.01
"403","2018-11-30",12.87
"404","2018-12-03",12.82
"405","2018-12-04",12.81
"406","2018-12-06",13.13
"407","2018-12-07",13.14
"408","2018-12-10",13.88
"409","2018-12-11",14.46
"410","2018-12-12",15
"411","2018-12-13",14.93
"412","2018-12-14",14.1
"413","2018-12-17",12.77
"414","2018-12-18",12.8
"415","2018-12-19",11.7
"416","2018-12-20",11.32
"417","2018-12-21",10.95
"418","2018-12-24",11.08
"419","2018-12-26",11.99
"420","2018-12-27",11.7
"421","2018-12-28",13.65
"422","2018-12-31",14.68
"423","2019-01-02",14.69
"424","2019-01-03",14.02
"425","2019-01-04",14.92
"426","2019-01-07",15.5
"427","2019-01-08",15.53
"428","2019-01-09",15.57
"429","2019-01-10",15.8
"430","2019-01-11",15.87
"431","2019-01-14",15.93
"432","2019-01-15",16.16
"433","2019-01-16",16.290001
"434","2019-01-17",16.129999
"435","2019-01-18",15.9
"436","2019-01-22",15.79
"437","2019-01-23",15.79
"438","2019-01-24",15.81
"439","2019-01-25",15.84
"440","2019-01-28",15.44
"441","2019-01-29",15.08
"442","2019-01-30",15.48
"443","2019-01-31",15.93
"444","2019-02-01",15.82
"445","2019-02-04",15.7
"446","2019-02-05",15.85
"447","2019-02-06",15.57
"448","2019-02-07",15.6
"449","2019-02-08",15.56
"450","2019-02-11",15.57
"451","2019-02-12",15.45
"452","2019-02-13",15.75
"453","2019-02-14",15.51
"454","2019-02-15",15.71
"455","2019-02-19",15.48
"456","2019-02-20",15.06
"457","2019-02-21",15.06
"458","2019-02-22",14.94
"459","2019-02-25",14.97
"460","2019-02-26",15.21
"461","2019-02-27",15.19
"462","2019-02-28",15.12
"463","2019-03-01",14.88
"464","2019-03-04",15.01
"465","2019-03-05",14.7
"466","2019-03-06",14.26
"467","2019-03-07",15.81
"468","2019-03-08",15.85
"469","2019-03-11",16.719999
"470","2019-03-12",16.65
"471","2019-03-13",16.74
"472","2019-03-14",15.75
"473","2019-03-15",15.33
"474","2019-03-18",15.53
"475","2019-03-19",15.25
"476","2019-03-20",15.46
"477","2019-03-21",15.19
"478","2019-03-22",14.75
"479","2019-03-25",15.03
"480","2019-03-26",15.46
"481","2019-03-27",15.23
"482","2019-03-28",15.48
"483","2019-03-29",16.18
"484","2019-04-01",16.129999
"485","2019-04-02",15.65
"486","2019-04-03",15.04
"487","2019-04-04",15.34
"488","2019-04-05",15.97
"489","2019-04-08",15.84
"490","2019-04-09",15.66
"491","2019-04-10",15.74
"492","2019-04-11",15.2
"493","2019-04-12",15
"494","2019-04-15",15.19
"495","2019-04-16",15.89
"496","2019-04-17",15.5
"497","2019-04-18",16.049999
"498","2019-04-22",16.51
"499","2019-04-23",16.799999
"500","2019-04-24",16.860001
"501","2019-04-25",16.959999
"502","2019-04-26",17.110001
"503","2019-04-29",18.280001
"504","2019-04-30",19.059999
"505","2019-05-01",18.780001
"506","2019-05-02",18.799999
"507","2019-05-03",19.24
"508","2019-05-06",19.110001
"509","2019-05-07",18.190001
"510","2019-05-08",18.690001
"511","2019-05-09",18.15
"512","2019-05-10",18.18
"513","2019-05-13",17.73
"514","2019-05-14",18.59
"515","2019-05-15",18.139999
"516","2019-05-16",18
"517","2019-05-17",18.02
"518","2019-05-20",18.440001
"519","2019-05-21",18.27
"520","2019-05-22",17.66
"521","2019-05-23",17.68
"522","2019-05-24",17.639999
"523","2019-05-28",17.530001
"524","2019-05-29",18.24
"525","2019-05-30",18.780001
"526","2019-05-31",19.01
"527","2019-06-03",19.200001
"528","2019-06-04",19.08
"529","2019-06-05",19.610001
"530","2019-06-06",19.99
"531","2019-06-07",20.93
"532","2019-06-10",20.68
"533","2019-06-11",20.82
"534","2019-06-12",20.75
"535","2019-06-13",20.620001
"536","2019-06-14",20.5
"537","2019-06-17",20.639999
"538","2019-06-18",20.17
"539","2019-06-19",18.309999
"540","2019-06-20",20.049999
"541","2019-06-21",21.469999
"542","2019-06-24",21.99
"543","2019-06-25",22.4
"544","2019-06-26",22.49
"545","2019-06-27",22.08
"546","2019-06-28",22
"547","2019-07-01",22.98
"548","2019-07-02",23.540001
"549","2019-07-03",23.16
"550","2019-07-05",23.6
"551","2019-07-08",24.51
"552","2019-07-09",24.75
"553","2019-07-10",24.02
"554","2019-07-11",24.07
"555","2019-07-12",24
"556","2019-07-15",23.879999
"557","2019-07-16",24
"558","2019-07-17",24
"559","2019-07-18",24.5
"560","2019-07-19",24.290001
"561","2019-07-22",24.309999
"562","2019-07-23",24.309999
"563","2019-07-24",24.299999
"564","2019-07-25",24.25
"565","2019-07-26",24.23
"566","2019-07-29",24.16
"567","2019-07-30",23.190001
"568","2019-07-31",22.85
"569","2019-08-01",23.41
"570","2019-08-02",23.4
"571","2019-08-05",22.780001
"572","2019-08-06",23.35
"573","2019-08-07",23.889999
"574","2019-08-08",23.74
"575","2019-08-09",24.57
"576","2019-08-12",24.09
"577","2019-08-13",23.610001
"578","2019-08-14",24.120001
"579","2019-08-15",25
"580","2019-08-16",26.389999
"581","2019-08-19",25.25
"582","2019-08-20",26.15
"583","2019-08-21",25.5
"584","2019-08-22",24.700001
"585","2019-08-23",24.99
"586","2019-08-26",24.870001
"587","2019-08-27",25.02
"588","2019-08-28",26.5
"589","2019-08-29",26.059999
"590","2019-08-30",26.639999
"591","2019-09-03",25.91
"592","2019-09-04",26.85
"593","2019-09-05",28.33
"594","2019-09-06",29.08
"595","2019-09-09",28.879999
"596","2019-09-10",26.98
"597","2019-09-11",26.459999
"598","2019-09-12",26.040001
"599","2019-09-13",25.620001
"600","2019-09-16",25.83
"601","2019-09-17",25.58
"602","2019-09-18",25.84
"603","2019-09-19",26.27
"604","2019-09-20",27.440001
"605","2019-09-23",27.120001
"606","2019-09-24",27.15
"607","2019-09-25",27
"608","2019-09-26",25.49
"609","2019-09-27",25.879999
"610","2019-09-30",24.799999
"611","2019-10-01",25.09
"612","2019-10-02",24.84
"613","2019-10-03",24.959999
"614","2019-10-04",25.59
"615","2019-10-07",26.469999
"616","2019-10-08",26.48
"617","2019-10-09",26.059999
"618","2019-10-10",26.799999
"619","2019-10-11",27.389999
"620","2019-10-14",28
"621","2019-10-15",28.120001
"622","2019-10-16",28.700001
"623","2019-10-17",29.92
"624","2019-10-18",29.620001
"625","2019-10-21",30.459999
"626","2019-10-22",30.51
"627","2019-10-23",30.16
"628","2019-10-24",31.219999
"629","2019-10-25",31.07
"630","2019-10-28",31.549999
"631","2019-10-29",32.529999
"632","2019-10-30",33.099998
"633","2019-10-31",34.529999
"634","2019-11-01",35.009998
"635","2019-11-04",35.389999
"636","2019-11-05",36.189999
"637","2019-11-06",35.009998
"638","2019-11-07",33.200001
"639","2019-11-08",34.240002
"640","2019-11-11",34.75
"641","2019-11-12",35.349998
"642","2019-11-13",35.189999
"643","2019-11-14",35.98
"644","2019-11-15",36.139999
"645","2019-11-18",37.200001
"646","2019-11-19",38.290001
"647","2019-11-20",38.759998
"648","2019-11-21",38.290001
"649","2019-11-22",42
"650","2019-11-25",43.009998
"651","2019-11-26",41.549999
"652","2019-11-27",42.950001
"653","2019-11-29",43.59
"654","2019-12-02",42.009998
"655","2019-12-03",43.040001
"656","2019-12-04",44.09
"657","2019-12-05",41.919998
"658","2019-12-06",41.830002
"659","2019-12-09",39.66
"660","2019-12-10",42.200001
"661","2019-12-11",42.23
"662","2019-12-12",42.860001
"663","2019-12-13",42
"664","2019-12-16",41.209999
"665","2019-12-17",42.16
"666","2019-12-18",44.41
"667","2019-12-19",45.400002
"668","2019-12-20",45.259998
"669","2019-12-23",45.029999
"670","2019-12-24",45
"671","2019-12-26",45.040001
"672","2019-12-27",44.650002
"673","2019-12-30",44.849998
"674","2019-12-31",45.459999
"675","2020-01-02",47.59
"676","2020-01-03",45.860001
"677","2020-01-06",45.060001
"678","2020-01-07",46.5
"679","2020-01-08",46.139999
"680","2020-01-09",46.209999
"681","2020-01-10",44.919998
"682","2020-01-13",46.68
"683","2020-01-14",43.41
"684","2020-01-15",43.970001
"685","2020-01-16",44.110001
"686","2020-01-17",49.119999
"687","2020-01-21",47.720001
"688","2020-01-22",49.799999
"689","2020-01-23",45.099998
"690","2020-01-24",47.419998
"691","2020-01-27",44.099998
"692","2020-01-28",43.540001
"693","2020-01-29",47.259998
"694","2020-01-30",44.27
"695","2020-01-31",43.639999
"696","2020-02-03",45.830002
"697","2020-02-04",46.009998
"698","2020-02-05",45.439999
"699","2020-02-06",45.299999
"700","2020-02-07",45.75
"701","2020-02-10",48.630001
"702","2020-02-11",48.450001
"703","2020-02-12",48.490002
"704","2020-02-13",48.259998
"705","2020-02-14",47.970001
"706","2020-02-18",48.25
"707","2020-02-19",46.990002
"708","2020-02-20",46.439999
"709","2020-02-21",44.630001
"710","2020-02-24",41.48
"711","2020-02-25",40.419998
"712","2020-02-26",40.450001
"713","2020-02-27",39.700001
"714","2020-02-28",40.93
"715","2020-03-02",41.34
"716","2020-03-03",38.549999
"717","2020-03-04",39.040001
"718","2020-03-05",39.049999
"719","2020-03-06",38.119999
"720","2020-03-09",36.41
"721","2020-03-10",35.200001
"722","2020-03-11",32.259998
"723","2020-03-12",28.74
"724","2020-03-13",28.969999
"725","2020-03-16",24.280001
"726","2020-03-17",27.58
"727","2020-03-18",24.76
"728","2020-03-19",26.309999
"729","2020-03-20",26.879999
"730","2020-03-23",28.26
"731","2020-03-24",31.77
"732","2020-03-25",31.68
"733","2020-03-26",32.759998
"734","2020-03-27",32.290001
"735","2020-03-30",35.880001
"736","2020-03-31",35.470001
"737","2020-04-01",33.779999
"738","2020-04-02",34.330002
"739","2020-04-03",33.669998
"740","2020-04-06",36.169998
"741","2020-04-07",35.73
"742","2020-04-08",36.450001
"743","2020-04-09",37.779999
"744","2020-04-13",37.650002
"745","2020-04-14",37.619999
"746","2020-04-15",35.830002
"747","2020-04-16",36.41
"748","2020-04-17",36.650002
"749","2020-04-20",39.580002
"750","2020-04-21",37.84
"751","2020-04-22",37.880001
"752","2020-04-23",37.380001
"753","2020-04-24",38.66
"754","2020-04-27",38.290001
"755","2020-04-28",37.290001
"756","2020-04-29",36.560001
"757","2020-04-30",36.529999
"758","2020-05-01",35.099998
"759","2020-05-04",35.59
"760","2020-05-05",36.990002
"761","2020-05-06",36.799999
"762","2020-05-07",38.290001
"763","2020-05-08",35.490002
"764","2020-05-11",34.919998
"765","2020-05-12",34.610001
"766","2020-05-13",35.130001
"767","2020-05-14",36.73
"768","2020-05-15",37.490002
"769","2020-05-18",37.990002
"770","2020-05-19",37
"771","2020-05-20",37.57
"772","2020-05-21",37.16
"773","2020-05-22",36.16
"774","2020-05-26",38.189999
"775","2020-05-27",39.009998
"776","2020-05-28",37.380001
"777","2020-05-29",38.119999
"778","2020-06-01",37.150002
"779","2020-06-02",38.869999
"780","2020-06-03",38.419998
"781","2020-06-04",36.18
"782","2020-06-05",36.599998
"783","2020-06-08",36.599998
"784","2020-06-09",37.630001
"785","2020-06-10",37.16
"786","2020-06-11",34.439999
"787","2020-06-12",34.18
"788","2020-06-15",35.619999
"789","2020-06-16",36.5
"790","2020-06-17",36.169998
"791","2020-06-18",36.93
"792","2020-06-19",37.52
"793","2020-06-22",37.130001
"794","2020-06-23",40
"795","2020-06-24",38.459999
"796","2020-06-25",38.560001
"797","2020-06-26",36.02
"798","2020-06-29",36.290001
"799","2020-06-30",36.07
"800","2020-07-01",36.369999
"801","2020-07-02",35.98
"802","2020-07-06",37.119999
"803","2020-07-07",38.619999
"804","2020-07-08",37.279999
"805","2020-07-09",35.09
"806","2020-07-10",33.189999
"807","2020-07-13",31.32
"808","2020-07-14",30.799999
"809","2020-07-15",30.709999
"810","2020-07-16",31.15
"811","2020-07-17",33.029999
"812","2020-07-20",32.110001
"813","2020-07-21",30.65
"814","2020-07-22",31.700001
"815","2020-07-23",30.530001
"816","2020-07-24",30.219999
"817","2020-07-27",30.65
"818","2020-07-28",29.809999
"819","2020-07-29",29.209999
"820","2020-07-30",30.219999
"821","2020-07-31",30.530001
"822","2020-08-03",32.459999
"823","2020-08-04",31.370001
"824","2020-08-05",31.27
"825","2020-08-06",31.43
"826","2020-08-07",30.91
"827","2020-08-10",30.860001
"828","2020-08-11",30.219999
"829","2020-08-12",30.290001
"830","2020-08-13",29.98
"831","2020-08-14",29.5
"832","2020-08-17",30.07
"833","2020-08-18",29.76
"834","2020-08-19",29.799999
"835","2020-08-20",30.52
"836","2020-08-21",30.110001
"837","2020-08-24",31.09
"838","2020-08-25",33.59
"839","2020-08-26",31.27
"840","2020-08-27",30.940001
"841","2020-08-28",31.75
"842","2020-08-31",32.419998
"843","2020-09-01",32.400002
"844","2020-09-02",32.029999
"845","2020-09-03",32
"846","2020-09-04",31.700001
"847","2020-09-08",31.290001
"848","2020-09-09",31.43
"849","2020-09-10",32.52
"850","2020-09-11",38.27
"851","2020-09-14",41.73
"852","2020-09-15",40.970001
"853","2020-09-16",41.5
"854","2020-09-17",43.349998
"855","2020-09-18",45.34
"856","2020-09-21",43.860001
"857","2020-09-22",43.990002
"858","2020-09-23",43.470001
"859","2020-09-24",43.959999
"860","2020-09-25",45.169998
"861","2020-09-28",44.98
"862","2020-09-29",45.080002
"863","2020-09-30",46.580002
"864","2020-10-01",46.09
"865","2020-10-02",43.34
"866","2020-10-05",44.66
"867","2020-10-06",43.57
"868","2020-10-07",45.060001
"869","2020-10-08",45.610001
"870","2020-10-09",47.099998
"871","2020-10-12",46
"872","2020-10-13",46.650002
"873","2020-10-14",44.360001
"874","2020-10-15",45.029999
"875","2020-10-16",45.959999
"876","2020-10-19",45.349998
"877","2020-10-20",43.27
"878","2020-10-21",40.66
"879","2020-10-22",40.099998
"880","2020-10-23",40.98
"881","2020-10-26",40.799999
"882","2020-10-27",41.32
"883","2020-10-28",39.880001
"884","2020-10-29",39.98
"885","2020-10-30",39.119999
"886","2020-11-02",39.650002
"887","2020-11-03",40.150002
"888","2020-11-04",42.209999
"889","2020-11-05",43.490002
"890","2020-11-06",41.549999
"891","2020-11-09",41.91
"892","2020-11-10",40.830002
"893","2020-11-11",40.880001
"894","2020-11-12",42.549999
"895","2020-11-13",41.57
"896","2020-11-16",41.610001
"897","2020-11-17",43.34
"898","2020-11-18",42.18
"899","2020-11-19",41.5
"900","2020-11-20",47.16
"901","2020-11-23",46.599998
"902","2020-11-24",47.759998
"903","2020-11-25",48.549999
"904","2020-11-27",49.860001
