"","date","TMUS"
"1","2007-04-19",54.799999
"2","2007-04-20",57.099998
"3","2007-04-23",57.5
"4","2007-04-24",58.400002
"5","2007-04-25",57.220001
"6","2007-04-26",56.400002
"7","2007-04-27",56.799999
"8","2007-04-30",56.099998
"9","2007-05-01",55.799999
"10","2007-05-02",56.32
"11","2007-05-03",57.299999
"12","2007-05-04",57.599998
"13","2007-05-07",58.139999
"14","2007-05-08",58.599998
"15","2007-05-09",61.700001
"16","2007-05-10",60.82
"17","2007-05-11",61.82
"18","2007-05-14",63.84
"19","2007-05-15",68.419998
"20","2007-05-16",68.720001
"21","2007-05-17",72.800003
"22","2007-05-18",73.160004
"23","2007-05-21",69.080002
"24","2007-05-22",67.419998
"25","2007-05-23",67.160004
"26","2007-05-24",67.860001
"27","2007-05-25",70.019997
"28","2007-05-29",67.800003
"29","2007-05-30",71.639999
"30","2007-05-31",71.32
"31","2007-06-01",73.18
"32","2007-06-04",73.360001
"33","2007-06-05",70.519997
"34","2007-06-06",67.779999
"35","2007-06-07",65.059998
"36","2007-06-08",65.099998
"37","2007-06-11",67.540001
"38","2007-06-12",66.239998
"39","2007-06-13",67.580002
"40","2007-06-14",65.860001
"41","2007-06-15",71.199997
"42","2007-06-18",71.239998
"43","2007-06-19",67.980003
"44","2007-06-20",65.279999
"45","2007-06-21",67.239998
"46","2007-06-22",67.660004
"47","2007-06-25",70
"48","2007-06-26",69.519997
"49","2007-06-27",69.699997
"50","2007-06-28",67.300003
"51","2007-06-29",66.080002
"52","2007-07-02",66.059998
"53","2007-07-03",68.68
"54","2007-07-05",68.379997
"55","2007-07-06",70.339996
"56","2007-07-09",70.360001
"57","2007-07-10",71.220001
"58","2007-07-11",72.339996
"59","2007-07-12",74.32
"60","2007-07-13",74.419998
"61","2007-07-16",76.720001
"62","2007-07-17",80.660004
"63","2007-07-18",78.639999
"64","2007-07-19",79.099998
"65","2007-07-20",78.739998
"66","2007-07-23",78.019997
"67","2007-07-24",75.5
"68","2007-07-25",71.279999
"69","2007-07-26",70.900002
"70","2007-07-27",70.400002
"71","2007-07-30",74.580002
"72","2007-07-31",73.239998
"73","2007-08-01",73.699997
"74","2007-08-02",78.040001
"75","2007-08-03",62.32
"76","2007-08-06",61.18
"77","2007-08-07",64
"78","2007-08-08",63.52
"79","2007-08-09",55.98
"80","2007-08-10",55
"81","2007-08-13",57.66
"82","2007-08-14",55.48
"83","2007-08-15",51.580002
"84","2007-08-16",48.299999
"85","2007-08-17",52.360001
"86","2007-08-20",51.400002
"87","2007-08-21",51.18
"88","2007-08-22",51.080002
"89","2007-08-23",51.060001
"90","2007-08-24",56.700001
"91","2007-08-27",61.34
"92","2007-08-28",59.860001
"93","2007-08-29",56.599998
"94","2007-08-30",53.860001
"95","2007-08-31",54.580002
"96","2007-09-04",57.299999
"97","2007-09-05",57.779999
"98","2007-09-06",56.18
"99","2007-09-07",54.439999
"100","2007-09-10",53.5
"101","2007-09-11",53.299999
"102","2007-09-12",52.040001
"103","2007-09-13",49.580002
"104","2007-09-14",50.200001
"105","2007-09-17",50.380001
"106","2007-09-18",50.919998
"107","2007-09-19",51.299999
"108","2007-09-20",52.880001
"109","2007-09-21",53
"110","2007-09-24",53.419998
"111","2007-09-25",54.360001
"112","2007-09-26",53.98
"113","2007-09-27",55.060001
"114","2007-09-28",54.560001
"115","2007-10-01",54.48
"116","2007-10-02",55.700001
"117","2007-10-03",55.34
"118","2007-10-04",55.200001
"119","2007-10-05",49.580002
"120","2007-10-08",48.400002
"121","2007-10-09",50.419998
"122","2007-10-10",49.619999
"123","2007-10-11",49.860001
"124","2007-10-12",49.700001
"125","2007-10-15",48.040001
"126","2007-10-16",45.599998
"127","2007-10-17",45
"128","2007-10-18",44.200001
"129","2007-10-19",43.84
"130","2007-10-22",41.200001
"131","2007-10-23",39.279999
"132","2007-10-24",39.259998
"133","2007-10-25",39.720001
"134","2007-10-26",42.799999
"135","2007-10-29",43.68
"136","2007-10-30",43.200001
"137","2007-10-31",45
"138","2007-11-01",40.279999
"139","2007-11-02",43.720001
"140","2007-11-05",43.279999
"141","2007-11-06",44.040001
"142","2007-11-07",42.959999
"143","2007-11-08",41.599998
"144","2007-11-09",32.200001
"145","2007-11-12",31.219999
"146","2007-11-13",32.900002
"147","2007-11-14",36.259998
"148","2007-11-15",36.720001
"149","2007-11-16",37.299999
"150","2007-11-19",35.200001
"151","2007-11-20",32
"152","2007-11-21",30.48
"153","2007-11-23",31.1
"154","2007-11-26",30.879999
"155","2007-11-27",30.200001
"156","2007-11-28",32.459999
"157","2007-11-29",33.240002
"158","2007-11-30",34.200001
"159","2007-12-03",32.34
"160","2007-12-04",34.02
"161","2007-12-05",34.619999
"162","2007-12-06",33.599998
"163","2007-12-07",35.220001
"164","2007-12-10",35.299999
"165","2007-12-11",34.459999
"166","2007-12-12",34.099998
"167","2007-12-13",34.34
"168","2007-12-14",36.040001
"169","2007-12-17",35.66
"170","2007-12-18",34.860001
"171","2007-12-19",36.639999
"172","2007-12-20",40.279999
"173","2007-12-21",41.02
"174","2007-12-24",40.080002
"175","2007-12-26",40.080002
"176","2007-12-27",39.419998
"177","2007-12-28",39
"178","2007-12-31",38.900002
"179","2008-01-02",37.299999
"180","2008-01-03",37
"181","2008-01-04",34.52
"182","2008-01-07",32.939999
"183","2008-01-08",35.060001
"184","2008-01-09",34.66
"185","2008-01-10",35.119999
"186","2008-01-11",34.439999
"187","2008-01-14",36.02
"188","2008-01-15",36.400002
"189","2008-01-16",36.759998
"190","2008-01-17",36.439999
"191","2008-01-18",34.66
"192","2008-01-22",33.139999
"193","2008-01-23",32.740002
"194","2008-01-24",33
"195","2008-01-25",33.5
"196","2008-01-28",33.080002
"197","2008-01-29",33.119999
"198","2008-01-30",34.18
"199","2008-01-31",36.360001
"200","2008-02-01",37.02
"201","2008-02-04",37.439999
"202","2008-02-05",35.119999
"203","2008-02-06",34.139999
"204","2008-02-07",34.16
"205","2008-02-08",33.439999
"206","2008-02-11",32.639999
"207","2008-02-12",33.119999
"208","2008-02-13",33.16
"209","2008-02-14",31.200001
"210","2008-02-15",32.220001
"211","2008-02-19",31.08
"212","2008-02-20",30.68
"213","2008-02-21",30.440001
"214","2008-02-22",29.66
"215","2008-02-25",29.98
"216","2008-02-26",30.4
"217","2008-02-27",30
"218","2008-02-28",31.799999
"219","2008-02-29",31.9
"220","2008-03-03",30.879999
"221","2008-03-04",31.200001
"222","2008-03-05",33.299999
"223","2008-03-06",32.419998
"224","2008-03-07",32.400002
"225","2008-03-10",31.4
"226","2008-03-11",32.700001
"227","2008-03-12",32.060001
"228","2008-03-13",31.540001
"229","2008-03-14",30.4
"230","2008-03-17",29
"231","2008-03-18",30.280001
"232","2008-03-19",30
"233","2008-03-20",31.200001
"234","2008-03-24",32.32
"235","2008-03-25",35.52
"236","2008-03-26",34.700001
"237","2008-03-27",34.080002
"238","2008-03-28",33.299999
"239","2008-03-31",34
"240","2008-04-01",34.68
"241","2008-04-02",36.240002
"242","2008-04-03",38.299999
"243","2008-04-04",37.200001
"244","2008-04-07",37.779999
"245","2008-04-08",40
"246","2008-04-09",38.799999
"247","2008-04-10",37.82
"248","2008-04-11",36.720001
"249","2008-04-14",37.259998
"250","2008-04-15",37.900002
"251","2008-04-16",38.279999
"252","2008-04-17",38
"253","2008-04-18",38.939999
"254","2008-04-21",38.959999
"255","2008-04-22",38.959999
"256","2008-04-23",39.299999
"257","2008-04-24",39.540001
"258","2008-04-25",39.959999
"259","2008-04-28",39.860001
"260","2008-04-29",40
"261","2008-04-30",39.279999
"262","2008-05-01",39.799999
"263","2008-05-02",39.880001
"264","2008-05-05",40.040001
"265","2008-05-06",38.279999
"266","2008-05-07",37.720001
"267","2008-05-08",38
"268","2008-05-09",39.240002
"269","2008-05-12",39.400002
"270","2008-05-13",39.900002
"271","2008-05-14",40
"272","2008-05-15",42.200001
"273","2008-05-16",43.459999
"274","2008-05-19",43.66
"275","2008-05-20",43.139999
"276","2008-05-21",42
"277","2008-05-22",41.880001
"278","2008-05-23",42.779999
"279","2008-05-27",42.299999
"280","2008-05-28",42.299999
"281","2008-05-29",42.060001
"282","2008-05-30",42.48
"283","2008-06-02",41
"284","2008-06-03",40.880001
"285","2008-06-04",41.560001
"286","2008-06-05",42.580002
"287","2008-06-06",41.360001
"288","2008-06-09",40.360001
"289","2008-06-10",40
"290","2008-06-11",38.380001
"291","2008-06-12",39.599998
"292","2008-06-13",38.759998
"293","2008-06-16",40.18
"294","2008-06-17",40.619999
"295","2008-06-18",41.279999
"296","2008-06-19",39.759998
"297","2008-06-20",37.759998
"298","2008-06-23",38.48
"299","2008-06-24",37.119999
"300","2008-06-25",35.759998
"301","2008-06-26",34.16
"302","2008-06-27",34.52
"303","2008-06-30",35.419998
"304","2008-07-01",35.080002
"305","2008-07-02",34.360001
"306","2008-07-03",30.219999
"307","2008-07-07",30.379999
"308","2008-07-08",31.860001
"309","2008-07-09",31.18
"310","2008-07-10",31.48
"311","2008-07-11",30.9
"312","2008-07-14",31.52
"313","2008-07-15",31.24
"314","2008-07-16",30.98
"315","2008-07-17",31.74
"316","2008-07-18",30.4
"317","2008-07-21",31.440001
"318","2008-07-22",31.26
"319","2008-07-23",31.74
"320","2008-07-24",31.34
"321","2008-07-25",31.959999
"322","2008-07-28",31.02
"323","2008-07-29",32.48
"324","2008-07-30",33.720001
"325","2008-07-31",33.259998
"326","2008-08-01",33.259998
"327","2008-08-04",33.619999
"328","2008-08-05",34.900002
"329","2008-08-06",35.400002
"330","2008-08-07",34.799999
"331","2008-08-08",34.5
"332","2008-08-11",35.84
"333","2008-08-12",35
"334","2008-08-13",34.540001
"335","2008-08-14",34.48
"336","2008-08-15",34.98
"337","2008-08-18",35.099998
"338","2008-08-19",32.799999
"339","2008-08-20",33.419998
"340","2008-08-21",34.799999
"341","2008-08-22",34.700001
"342","2008-08-25",33.240002
"343","2008-08-26",33.419998
"344","2008-08-27",33.919998
"345","2008-08-28",34.740002
"346","2008-08-29",33.740002
"347","2008-09-02",35.439999
"348","2008-09-03",35.119999
"349","2008-09-04",34.580002
"350","2008-09-05",33.5
"351","2008-09-08",34.34
"352","2008-09-09",34.599998
"353","2008-09-10",34.860001
"354","2008-09-11",34.66
"355","2008-09-12",35.779999
"356","2008-09-15",33.02
"357","2008-09-16",33.16
"358","2008-09-17",30.74
"359","2008-09-18",32.380001
"360","2008-09-19",33.860001
"361","2008-09-22",31.18
"362","2008-09-23",30.120001
"363","2008-09-24",29.82
"364","2008-09-25",29.4
"365","2008-09-26",27.799999
"366","2008-09-29",25.959999
"367","2008-09-30",27.98
"368","2008-10-01",30.5
"369","2008-10-02",28.559999
"370","2008-10-03",29.24
"371","2008-10-06",30.719999
"372","2008-10-07",31.959999
"373","2008-10-08",30.379999
"374","2008-10-09",26.98
"375","2008-10-10",26.059999
"376","2008-10-13",28.16
"377","2008-10-14",28.5
"378","2008-10-15",26.08
"379","2008-10-16",26.620001
"380","2008-10-17",27.16
"381","2008-10-20",29.92
"382","2008-10-21",28.52
"383","2008-10-22",27.92
"384","2008-10-23",26.68
"385","2008-10-24",25.459999
"386","2008-10-27",25.74
"387","2008-10-28",27.559999
"388","2008-10-29",27.74
"389","2008-10-30",28.58
"390","2008-10-31",27.48
"391","2008-11-03",28.08
"392","2008-11-04",29.280001
"393","2008-11-05",28.040001
"394","2008-11-06",27.120001
"395","2008-11-07",27
"396","2008-11-10",26.02
"397","2008-11-11",25.540001
"398","2008-11-12",22.040001
"399","2008-11-13",23.18
"400","2008-11-14",23.540001
"401","2008-11-17",23.16
"402","2008-11-18",24
"403","2008-11-19",22.959999
"404","2008-11-20",21.42
"405","2008-11-21",22.200001
"406","2008-11-24",24.120001
"407","2008-11-25",24.24
"408","2008-11-26",27.940001
"409","2008-11-28",29.280001
"410","2008-12-01",27.24
"411","2008-12-02",27.66
"412","2008-12-03",29.639999
"413","2008-12-04",29.120001
"414","2008-12-05",30.780001
"415","2008-12-08",31.5
"416","2008-12-09",30.26
"417","2008-12-10",30.58
"418","2008-12-11",30.059999
"419","2008-12-12",29.66
"420","2008-12-15",29.18
"421","2008-12-16",31.32
"422","2008-12-17",31.52
"423","2008-12-18",31.440001
"424","2008-12-19",31.360001
"425","2008-12-22",29.620001
"426","2008-12-23",29.26
"427","2008-12-24",28.48
"428","2008-12-26",28.66
"429","2008-12-29",28.620001
"430","2008-12-30",28.48
"431","2008-12-31",29.700001
"432","2009-01-02",29.719999
"433","2009-01-05",31.08
"434","2009-01-06",33.919998
"435","2009-01-07",35.119999
"436","2009-01-08",35.5
"437","2009-01-09",34.5
"438","2009-01-12",32.02
"439","2009-01-13",32.380001
"440","2009-01-14",31.940001
"441","2009-01-15",27.74
"442","2009-01-16",27.08
"443","2009-01-20",25.24
"444","2009-01-21",26.84
"445","2009-01-22",26.84
"446","2009-01-23",25.559999
"447","2009-01-26",26.58
"448","2009-01-27",26.940001
"449","2009-01-28",28.16
"450","2009-01-29",27.559999
"451","2009-01-30",27.18
"452","2009-02-02",27.82
"453","2009-02-03",28.5
"454","2009-02-04",29.1
"455","2009-02-05",29.959999
"456","2009-02-06",29.860001
"457","2009-02-09",30.799999
"458","2009-02-10",28.82
"459","2009-02-11",28.48
"460","2009-02-12",28.620001
"461","2009-02-13",29.299999
"462","2009-02-17",27.66
"463","2009-02-18",26.559999
"464","2009-02-19",25.1
"465","2009-02-20",25
"466","2009-02-23",24.139999
"467","2009-02-24",25.139999
"468","2009-02-25",25.32
"469","2009-02-26",26.719999
"470","2009-02-27",29
"471","2009-03-02",26.959999
"472","2009-03-03",26.639999
"473","2009-03-04",28.860001
"474","2009-03-05",28.32
"475","2009-03-06",28.719999
"476","2009-03-09",29.120001
"477","2009-03-10",30.440001
"478","2009-03-11",31.299999
"479","2009-03-12",31.84
"480","2009-03-13",33.700001
"481","2009-03-16",32.32
"482","2009-03-17",33.759998
"483","2009-03-18",34.439999
"484","2009-03-19",34.560001
"485","2009-03-20",33.259998
"486","2009-03-23",35.220001
"487","2009-03-24",34.599998
"488","2009-03-25",34.98
"489","2009-03-26",35.98
"490","2009-03-27",35.040001
"491","2009-03-30",34.040001
"492","2009-03-31",34.16
"493","2009-04-01",35.439999
"494","2009-04-02",37.5
"495","2009-04-03",36.66
"496","2009-04-06",35.900002
"497","2009-04-07",33.82
"498","2009-04-08",33.68
"499","2009-04-09",34.439999
"500","2009-04-13",34.16
"501","2009-04-14",33.599998
"502","2009-04-15",33.439999
"503","2009-04-16",34.32
"504","2009-04-17",33.16
"505","2009-04-20",31.860001
"506","2009-04-21",32.459999
"507","2009-04-22",32.419998
"508","2009-04-23",32.18
"509","2009-04-24",32.200001
"510","2009-04-27",32.860001
"511","2009-04-28",32.040001
"512","2009-04-29",33.080002
"513","2009-04-30",34.18
"514","2009-05-01",34.099998
"515","2009-05-04",36
"516","2009-05-05",35.439999
"517","2009-05-06",36.880001
"518","2009-05-07",33.900002
"519","2009-05-08",34.740002
"520","2009-05-11",34.919998
"521","2009-05-12",34.259998
"522","2009-05-13",33.259998
"523","2009-05-14",33.48
"524","2009-05-15",33.459999
"525","2009-05-18",35.040001
"526","2009-05-19",35.299999
"527","2009-05-20",34.5
"528","2009-05-21",33.48
"529","2009-05-22",33.439999
"530","2009-05-26",33.900002
"531","2009-05-27",34
"532","2009-05-28",34.299999
"533","2009-05-29",34.259998
"534","2009-06-01",34.439999
"535","2009-06-02",32.900002
"536","2009-06-03",30.76
"537","2009-06-04",30.08
"538","2009-06-05",28.32
"539","2009-06-08",28.719999
"540","2009-06-09",30.040001
"541","2009-06-10",29.32
"542","2009-06-11",28.799999
"543","2009-06-12",29.620001
"544","2009-06-15",29.059999
"545","2009-06-16",27.940001
"546","2009-06-17",27.940001
"547","2009-06-18",27.6
"548","2009-06-19",27.719999
"549","2009-06-22",27.24
"550","2009-06-23",28.66
"551","2009-06-24",29.26
"552","2009-06-25",29.32
"553","2009-06-26",29.34
"554","2009-06-29",28.52
"555","2009-06-30",26.620001
"556","2009-07-01",25.26
"557","2009-07-02",24.360001
"558","2009-07-06",23.540001
