"","date","LCAHU"
"1","2016-05-26",10
"2","2016-05-27",10
"3","2016-05-31",10.0001
"4","2016-06-01",10.01
"5","2016-06-02",10.01
"6","2016-06-03",10.07
"7","2016-06-06",10.04
"8","2016-06-07",10.01
"9","2016-06-08",10.01
"10","2016-06-09",10.04
"11","2016-06-10",10.072
"12","2016-06-13",10.04
"13","2016-06-14",10.0599
"14","2016-06-15",10.06
"15","2016-06-16",10.05
"16","2016-06-17",10.0599
"17","2016-06-20",10
"18","2016-06-21",10.01
"19","2016-06-22",10.0489
"20","2016-06-23",10.0389
"21","2016-06-24",10
"22","2016-06-27",10
"23","2016-06-28",10
"24","2016-06-29",10.04
"25","2016-06-30",10.04
"26","2016-07-01",10.04
"27","2016-07-05",10.0499
"28","2016-07-06",10.03
"29","2016-07-07",10.01
"30","2016-07-08",10.01
"31","2016-07-11",10.05
"32","2016-07-12",10.05
"33","2016-07-13",10.05
"34","2016-07-14",10.0799
"35","2016-07-15",10.06
"36","2016-07-18",10.1
"37","2016-07-19",9.99
"38","2016-07-20",10.04
"39","2016-07-21",10.04
"40","2016-07-22",10.07
"41","2016-07-25",10.05
"42","2016-07-26",10.05
"43","2016-07-27",10.13
"44","2016-07-28",10.15
"45","2016-07-29",10.15
"46","2016-08-01",10.16
"47","2016-08-02",10.16
"48","2016-08-03",10.16
"49","2016-08-04",10.16
"50","2016-08-05",10.038
"51","2016-08-08",10.038
"52","2016-08-09",10.03
"53","2016-08-10",10.0163
"54","2016-08-11",10.05
"55","2016-08-12",10
"56","2016-08-15",10
"57","2016-08-16",10.15
"58","2016-08-17",10.15
"59","2016-08-18",10.15
"60","2016-08-19",10.35
"61","2016-08-22",10.35
"62","2016-08-23",10.35
"63","2016-08-24",10.35
"64","2016-08-25",10.35
"65","2016-08-26",10.35
"66","2016-08-29",10.35
"67","2016-08-30",10.35
"68","2016-08-31",10.09
"69","2016-09-01",10.09
"70","2016-09-02",10.01
"71","2016-09-06",10.09
"72","2016-09-07",10.25
"73","2016-09-08",10.09
"74","2016-09-09",10.09
"75","2016-09-12",10.09
"76","2016-09-13",10.19
"77","2016-09-14",10.19
"78","2016-09-15",10.19
"79","2016-09-16",10.21
"80","2016-09-19",10.23
"81","2016-09-20",10.28
"82","2016-09-21",10.28
"83","2016-09-22",10.28
"84","2016-09-23",10.27
"85","2016-09-26",10.27
"86","2016-09-27",10.27
"87","2016-09-28",10.25
"88","2016-09-29",10.25
"89","2016-09-30",10.25
"90","2016-10-03",10.24
"91","2016-10-04",10.25
"92","2016-10-05",10.21
"93","2016-10-06",10.21
"94","2016-10-07",10.21
"95","2016-10-10",10.2892
"96","2016-10-11",10.2892
"97","2016-10-12",10.2892
"98","2016-10-13",10.32
"99","2016-10-14",10.32
"100","2016-10-17",10.42
"101","2016-10-18",10.28
"102","2016-10-19",10.28
"103","2016-10-20",10.2992
"104","2016-10-21",10.34
"105","2016-10-24",10.39
"106","2016-10-25",10.39
"107","2016-10-26",10.22
"108","2016-10-27",10.3
"109","2016-10-28",10.3
"110","2016-10-31",10.25
"111","2016-11-01",10.25
"112","2016-11-02",10.25
"113","2016-11-03",10.25
"114","2016-11-04",10.25
"115","2016-11-07",10.25
"116","2016-11-08",10.4999
"117","2016-11-09",10.4999
"118","2016-11-10",10.4999
"119","2016-11-11",10.37
"120","2016-11-14",10.37
"121","2016-11-15",10.37
"122","2016-11-16",10.37
"123","2016-11-17",10.37
"124","2016-11-18",10.37
"125","2016-11-21",10.37
"126","2016-11-22",10.37
"127","2016-11-23",10.37
"128","2016-11-25",10.37
"129","2016-11-28",10.37
"130","2016-11-29",10.37
"131","2016-11-30",10.38
"132","2016-12-01",10.38
"133","2016-12-02",10.38
"134","2016-12-05",10.35
"135","2016-12-06",10.35
"136","2016-12-07",10.35
"137","2016-12-08",10.35
"138","2016-12-09",10.35
"139","2016-12-12",10.35
"140","2016-12-13",10.39
"141","2016-12-14",10.3908
"142","2016-12-15",10.36
"143","2016-12-16",10.36
"144","2016-12-19",10.36
"145","2016-12-20",10.36
"146","2016-12-21",10.36
"147","2016-12-22",10.2
"148","2016-12-23",10.35
"149","2016-12-27",10.35
"150","2016-12-28",10.35
"151","2016-12-29",10.3858
"152","2016-12-30",10.3858
"153","2017-01-03",10.3858
"154","2017-01-04",10.48
"155","2017-01-05",10.36
"156","2017-01-06",10.32
"157","2017-01-09",10.32
"158","2017-01-10",10.32
"159","2017-01-11",10.32
"160","2017-01-12",10.5
"161","2017-01-13",10.45
"162","2017-01-17",10.4792
"163","2017-01-18",10.48
"164","2017-01-19",10.48
"165","2017-01-20",10.49
"166","2017-01-23",10.55
"167","2017-01-24",10.47
"168","2017-01-25",10.475
"169","2017-01-26",10.48
"170","2017-01-27",10.4797
"171","2017-01-30",10.48
"172","2017-01-31",10.5
"173","2017-02-01",10.48
"174","2017-02-02",10.48
"175","2017-02-03",10.57
"176","2017-02-06",10.57
"177","2017-02-07",10.579
"178","2017-02-08",10.55
"179","2017-02-09",10.55
"180","2017-02-10",10.68
"181","2017-02-13",10.69
"182","2017-02-14",10.67
"183","2017-02-15",10.7
"184","2017-02-16",10.675
"185","2017-02-17",10.7
"186","2017-02-21",10.95
"187","2017-02-22",10.75
"188","2017-02-23",10.75
"189","2017-02-24",10.7799
"190","2017-02-27",10.79
"191","2017-02-28",10.79
"192","2017-03-01",10.79
"193","2017-03-02",10.7178
"194","2017-03-03",10.7178
"195","2017-03-06",10.7
"196","2017-03-07",10.6
"197","2017-03-08",10.6
"198","2017-03-09",10.6944
"199","2017-03-10",10.7
"200","2017-03-13",10.72
"201","2017-03-14",10.7
"202","2017-03-15",10.7
"203","2017-03-16",10.7
"204","2017-03-17",10.7
"205","2017-03-20",10.74
"206","2017-03-21",10.75
"207","2017-03-22",10.75
"208","2017-03-23",10.6999
"209","2017-03-24",10.68
"210","2017-03-27",10.68
"211","2017-03-28",10.68
"212","2017-03-29",10.64
"213","2017-03-30",10.65
"214","2017-03-31",10.7
"215","2017-04-03",10.7
"216","2017-04-04",10.69
"217","2017-04-05",10.66
"218","2017-04-06",10.66
"219","2017-04-07",10.68
"220","2017-04-10",10.61
"221","2017-04-11",10.62
"222","2017-04-12",10.63
"223","2017-04-13",10.66
"224","2017-04-17",10.65
"225","2017-04-18",10.65
"226","2017-04-19",10.68
"227","2017-04-20",10.7
"228","2017-04-21",10.73
"229","2017-04-24",10.74
"230","2017-04-25",10.73
"231","2017-04-26",10.7
"232","2017-04-27",10.69
"233","2017-04-28",10.69
"234","2017-05-01",10.67
"235","2017-05-02",10.6399
"236","2017-05-03",10.6892
"237","2017-05-04",10.6916
"238","2017-05-05",10.63
"239","2017-05-08",10.67
"240","2017-05-09",10.67
"241","2017-05-10",10.7
"242","2017-05-11",10.75
"243","2017-05-12",10.75
"244","2017-05-15",10.75
"245","2017-05-16",10.78
"246","2017-05-17",10.78
"247","2017-05-18",10.78
"248","2017-05-19",10.78
"249","2017-05-22",10.8
"250","2017-05-23",10.71
"251","2017-05-24",10.71
"252","2017-05-25",10.71
"253","2017-05-26",10.6992
"254","2017-05-30",10.7
"255","2017-05-31",10.7
"256","2017-06-01",10.68
"257","2017-06-02",10.71
"258","2017-06-05",10.7
"259","2017-06-06",10.6899
"260","2017-06-07",10.68
"261","2017-06-08",10.74
"262","2017-06-09",10.77
"263","2017-06-12",10.8
"264","2017-06-13",10.8
"265","2017-06-14",10.8
"266","2017-06-15",10.7192
"267","2017-06-16",10.7192
"268","2017-06-19",10.7192
"269","2017-06-20",10.7192
"270","2017-06-21",10.7762
"271","2017-06-22",10.7762
"272","2017-06-23",10.78
"273","2017-06-26",10.79
"274","2017-06-27",10.79
"275","2017-06-28",10.8
"276","2017-06-29",10.8
"277","2017-06-30",10.8
"278","2017-07-03",10.86
"279","2017-07-05",10.86
"280","2017-07-06",10.86
"281","2017-07-07",10.86
"282","2017-07-10",10.86
"283","2017-07-11",10.86
"284","2017-07-12",10.7992
"285","2017-07-13",10.7992
"286","2017-07-14",10.75
"287","2017-07-17",10.74
"288","2017-07-18",10.74
"289","2017-07-19",10.8
"290","2017-07-20",10.8
"291","2017-07-21",10.79
"292","2017-07-24",10.8
"293","2017-07-25",10.78
"294","2017-07-26",10.7992
"295","2017-07-27",10.78
"296","2017-07-28",10.7992
"297","2017-07-31",10.78
"298","2017-08-01",10.78
"299","2017-08-02",10.75
"300","2017-08-03",10.7413
"301","2017-08-04",10.7413
"302","2017-08-07",10.7413
"303","2017-08-08",10.7392
"304","2017-08-09",10.7392
"305","2017-08-10",10.7392
"306","2017-08-11",10.73
"307","2017-08-14",10.69
"308","2017-08-15",10.73
"309","2017-08-16",10.75
"310","2017-08-17",10.7
"311","2017-08-18",10.6979
"312","2017-08-21",10.6979
"313","2017-08-22",10.6979
"314","2017-08-23",10.6979
"315","2017-08-24",10.7099
"316","2017-08-25",10.7099
"317","2017-08-28",10.7099
"318","2017-08-29",10.69
"319","2017-08-30",10.69
"320","2017-08-31",10.729
"321","2017-09-01",10.6992
"322","2017-09-05",10.7299
"323","2017-09-06",10.75
"324","2017-09-07",10.74
"325","2017-09-08",10.74
"326","2017-09-11",10.7379
"327","2017-09-12",10.7314
"328","2017-09-13",10.7314
"329","2017-09-14",10.7108
"330","2017-09-15",10.71
"331","2017-09-18",10.71
"332","2017-09-19",10.76
"333","2017-09-20",10.76
"334","2017-09-21",10.74
"335","2017-09-22",10.74
"336","2017-09-25",10.74
"337","2017-09-26",10.7592
"338","2017-09-27",10.743
"339","2017-09-28",10.743
"340","2017-09-29",10.74
"341","2017-10-02",10.75
"342","2017-10-03",10.75
"343","2017-10-04",10.6492
"344","2017-10-05",10.72
"345","2017-10-06",10.72
"346","2017-10-09",10.7808
"347","2017-10-10",10.73
"348","2017-10-11",10.7
"349","2017-10-12",10.7392
"350","2017-10-13",10.72
"351","2017-10-16",10.6792
"352","2017-10-17",10.73
"353","2017-10-18",10.739
"354","2017-10-19",10.8
"355","2017-10-20",10.75
"356","2017-10-23",10.74
"357","2017-10-24",10.8056
"358","2017-10-25",10.7458
"359","2017-10-26",10.7393
"360","2017-10-27",10.7393
"361","2017-10-30",10.75
"362","2017-10-31",10.75
"363","2017-11-01",10.75
"364","2017-11-02",10.73
"365","2017-11-03",10.68
"366","2017-11-06",10.68
"367","2017-11-07",10.73
"368","2017-11-08",10.72
"369","2017-11-09",10.72
"370","2017-11-10",10.72
"371","2017-11-13",10.72
"372","2017-11-14",10.7926
"373","2017-11-15",10.7926
"374","2017-11-16",10.73
"375","2017-11-17",10.73
"376","2017-11-20",10.7301
"377","2017-11-21",10.74
"378","2017-11-22",10.73
"379","2017-11-24",10.73
"380","2017-11-27",10.6492
"381","2017-11-28",10.67
"382","2017-11-29",10.67
"383","2017-11-30",10.6
"384","2017-12-01",10.6
"385","2017-12-04",10.5989
"386","2017-12-05",10.5989
"387","2017-12-06",10.5989
"388","2017-12-07",10.5989
"389","2017-12-08",10.64
"390","2017-12-11",10.62
"391","2017-12-12",10.62
"392","2017-12-13",10.62
"393","2017-12-14",10.6
"394","2017-12-15",10.6
"395","2017-12-18",10.6
"396","2017-12-19",10.6
"397","2017-12-20",10.6
"398","2017-12-21",10.6
"399","2017-12-22",10.6
"400","2017-12-26",10.6511
"401","2017-12-27",10.6511
"402","2017-12-28",10.61
"403","2017-12-29",10.52
"404","2018-01-02",10.55
"405","2018-01-03",10.55
"406","2018-01-04",10.56
"407","2018-01-05",10.56
"408","2018-01-08",10.56
"409","2018-01-09",10.56
"410","2018-01-10",10.595
"411","2018-01-11",10.6201
"412","2018-01-12",10.6201
"413","2018-01-16",10.63
"414","2018-01-17",10.63
"415","2018-01-18",10.6
"416","2018-01-19",10.6
"417","2018-01-22",10.53
"418","2018-01-23",10.53
"419","2018-01-24",10.55
"420","2018-01-25",10.58
"421","2018-01-26",10.58
"422","2018-01-29",10.58
"423","2018-01-30",10.58
"424","2018-01-31",10.58
"425","2018-02-01",10.61
"426","2018-02-02",10.61
"427","2018-02-05",10.62
"428","2018-02-06",10.63
"429","2018-02-07",10.62
"430","2018-02-08",10.61
"431","2018-02-09",10.61
"432","2018-02-12",10.6688
"433","2018-02-13",10.6688
"434","2018-02-14",10.68
"435","2018-02-15",10.68
"436","2018-02-16",10.68
"437","2018-02-20",10.67
"438","2018-02-21",10.67
"439","2018-02-22",10.6899
"440","2018-02-23",10.6899
"441","2018-02-26",10.7
"442","2018-02-27",10.68
"443","2018-02-28",10.67
"444","2018-03-01",10.68
"445","2018-03-02",10.7
"446","2018-03-05",10.71
"447","2018-03-06",10.71
"448","2018-03-07",10.71
"449","2018-03-08",10.82
"450","2018-03-09",10.8
"451","2018-03-12",10.75
"452","2018-03-13",10.75
"453","2018-03-14",10.75
"454","2018-03-15",10.75
"455","2018-03-16",10.75
"456","2018-03-19",10.7499
"457","2018-03-20",10.78
"458","2018-03-21",10.74
"459","2018-03-22",10.7
"460","2018-03-23",10.7
"461","2018-03-26",10.8
"462","2018-03-27",10.79
"463","2018-03-28",10.79
"464","2018-03-29",10.77
"465","2018-04-02",10.77
"466","2018-04-03",10.76
"467","2018-04-04",10.74
"468","2018-04-05",10.7
"469","2018-04-06",10.71
"470","2018-04-09",10.76
"471","2018-04-10",10.79
"472","2018-04-11",10.76
"473","2018-04-12",10.76
"474","2018-04-13",10.68
"475","2018-04-16",10.68
"476","2018-04-17",10.68
"477","2018-04-18",10.71
"478","2018-04-19",10.71
"479","2018-04-20",10.68
"480","2018-04-23",10.68
"481","2018-04-24",10.61
"482","2018-04-25",10.62
"483","2018-04-26",10.63
"484","2018-04-27",10.68
"485","2018-04-30",10.61
"486","2018-05-01",10.61
"487","2018-05-02",10.6
"488","2018-05-03",10.59
"489","2018-05-04",10.59
"490","2018-05-07",10.65
"491","2018-05-08",10.65
"492","2018-05-09",10.65
"493","2018-05-10",10.66
"494","2018-05-11",10.66
"495","2018-05-14",10.62
"496","2018-05-15",10.62
"497","2018-05-16",10.62
"498","2018-05-17",10.602
"499","2018-05-18",10.989
"500","2018-05-21",10.9248
"501","2018-05-22",11.022
"502","2018-05-23",11.39
"503","2018-05-24",11
"504","2018-05-25",11.09
"505","2018-05-29",11.94
"506","2018-05-30",10.9
"507","2018-05-31",11
"508","2018-06-01",11
"509","2018-06-04",11
"510","2018-06-05",11.05
"511","2018-06-06",11.05
"512","2018-06-07",11.46
"513","2018-06-08",11.46
"514","2018-06-11",10.9499
"515","2018-06-12",11.5
"516","2018-06-13",11.7
"517","2018-06-14",10.93
"518","2018-06-15",11.9
"519","2018-06-18",10.82
"520","2018-06-19",11.18
"521","2018-06-20",11.4
"522","2018-06-21",10.14
"523","2018-06-22",10.14
"524","2018-06-25",11.7
