"","date","MSGS"
"1","2015-09-17",128.388016
"2","2015-09-18",119.258202
"3","2015-09-21",118.480743
"4","2015-09-22",115.766762
"5","2015-09-23",115.770325
"6","2015-09-24",115.770325
"7","2015-09-25",109.286736
"8","2015-09-28",106.476463
"9","2015-09-29",106.476463
"10","2015-09-30",107.703278
"11","2015-10-01",113.758919
"12","2015-10-02",122.325249
"13","2015-10-05",123.865906
"14","2015-10-06",123.801712
"15","2015-10-07",121.875893
"16","2015-10-08",121.576317
"17","2015-10-09",122.689018
"18","2015-10-12",123.045647
"19","2015-10-13",125.848785
"20","2015-10-14",124.843079
"21","2015-10-15",130.306702
"22","2015-10-16",126.305275
"23","2015-10-19",123.480743
"24","2015-10-20",125.121254
"25","2015-10-21",124.550644
"26","2015-10-22",125.313835
"27","2015-10-23",128.352356
"28","2015-10-26",129.686157
"29","2015-10-27",129.664764
"30","2015-10-28",129.942932
"31","2015-10-29",129.714691
"32","2015-10-30",127.318115
"33","2015-11-02",126.754639
"34","2015-11-03",124.079887
"35","2015-11-04",123.102707
"36","2015-11-05",121.055634
"37","2015-11-06",121.362343
"38","2015-11-09",123.651924
"39","2015-11-10",123.659058
"40","2015-11-11",123.737518
"41","2015-11-12",121.362343
"42","2015-11-13",121.219688
"43","2015-11-16",122.48217
"44","2015-11-17",122.104134
"45","2015-11-18",120.998573
"46","2015-11-19",119.00856
"47","2015-11-20",118.231102
"48","2015-11-23",119.40799
"49","2015-11-24",118.195435
"50","2015-11-25",117.674751
"51","2015-11-27",118.259628
"52","2015-11-30",115.877319
"53","2015-12-01",117.475037
"54","2015-12-02",116.704704
"55","2015-12-03",115.470757
"56","2015-12-04",115.549217
"57","2015-12-07",114.022827
"58","2015-12-08",112.346649
"59","2015-12-09",112.895866
"60","2015-12-10",112.696152
"61","2015-12-11",113.024254
"62","2015-12-14",114.443649
"63","2015-12-15",117.253922
"64","2015-12-16",118.059914
"65","2015-12-17",117.303848
"66","2015-12-18",114.864479
"67","2015-12-21",112.881599
"68","2015-12-22",114.336662
"69","2015-12-23",115.335236
"70","2015-12-24",114.921539
"71","2015-12-28",114.236801
"72","2015-12-29",115.527817
"73","2015-12-30",114.265335
"74","2015-12-31",115.406563
"75","2016-01-04",109.878746
"76","2016-01-05",110.199715
"77","2016-01-06",111.333809
"78","2016-01-07",110.213982
"79","2016-01-08",109.728958
"80","2016-01-11",110.11412
"81","2016-01-12",109.607704
"82","2016-01-13",107.025681
"83","2016-01-14",106.005707
"84","2016-01-15",105.128387
"85","2016-01-19",105.385162
"86","2016-01-20",104.629105
"87","2016-01-21",104.96434
"88","2016-01-22",108.074181
"89","2016-01-25",108.067047
"90","2016-01-26",108.609131
"91","2016-01-27",107.696152
"92","2016-01-28",108.031387
"93","2016-01-29",109.900139
"94","2016-02-01",109.621971
"95","2016-02-02",106.726105
"96","2016-02-03",106.990013
"97","2016-02-04",107.111267
"98","2016-02-05",105.684738
"99","2016-02-08",100.57061
"100","2016-02-09",104.087021
"101","2016-02-10",104.686165
"102","2016-02-11",108.373749
"103","2016-02-12",108.116974
"104","2016-02-16",107.268188
"105","2016-02-17",106.911552
"106","2016-02-18",107.667618
"107","2016-02-19",107.660484
"108","2016-02-22",108.195435
"109","2016-02-23",109.415123
"110","2016-02-24",109.96434
"111","2016-02-25",109.950073
"112","2016-02-26",110.156921
"113","2016-02-29",110.556351
"114","2016-03-01",114.479317
"115","2016-03-02",115.313835
"116","2016-03-03",115.59201
"117","2016-03-04",115.03566
"118","2016-03-07",118.580597
"119","2016-03-08",118.031387
"120","2016-03-09",119.293869
"121","2016-03-10",119.400856
"122","2016-03-11",120.59201
"123","2016-03-14",118.580597
"124","2016-03-15",119.136948
"125","2016-03-16",118.815979
"126","2016-03-17",118.281029
"127","2016-03-18",116.726105
"128","2016-03-21",117.710411
"129","2016-03-22",116.861626
"130","2016-03-23",115.492157
"131","2016-03-24",114.835945
"132","2016-03-28",117.118401
"133","2016-03-29",118.887306
"134","2016-03-30",118.837372
"135","2016-03-31",118.659058
"136","2016-04-01",117.261055
"137","2016-04-04",115.413696
"138","2016-04-05",116.440796
"139","2016-04-06",115.756065
"140","2016-04-07",113.252495
"141","2016-04-08",115.392296
"142","2016-04-11",115.699005
"143","2016-04-12",115.328102
"144","2016-04-13",117.125534
"145","2016-04-14",116.355209
"146","2016-04-15",115.049927
"147","2016-04-18",115.677605
"148","2016-04-19",117.296722
"149","2016-04-20",113.937233
"150","2016-04-21",112.389442
"151","2016-04-22",114.928673
"152","2016-04-25",114.400856
"153","2016-04-26",113.124107
"154","2016-04-27",113.730385
"155","2016-04-28",113.009987
"156","2016-04-29",111.968613
"157","2016-05-02",116.027107
"158","2016-05-03",115.584877
"159","2016-05-04",114.087021
"160","2016-05-05",115.920113
"161","2016-05-06",115.263908
"162","2016-05-09",115.927246
"163","2016-05-10",114.793152
"164","2016-05-11",114.06562
"165","2016-05-12",113.723251
"166","2016-05-13",114.272469
"167","2016-05-16",115.427963
"168","2016-05-17",114.222542
"169","2016-05-18",115.649071
"170","2016-05-19",115.656204
"171","2016-05-20",116.462196
"172","2016-05-23",117.888733
"173","2016-05-24",119.129814
"174","2016-05-25",118.644791
"175","2016-05-26",118.352356
"176","2016-05-27",118.751785
"177","2016-05-31",119.493584
"178","2016-06-01",120.51355
"179","2016-06-02",120.392296
"180","2016-06-03",119.315262
"181","2016-06-06",119.479317
"182","2016-06-07",119.828819
"183","2016-06-08",120.221115
"184","2016-06-09",120.213982
"185","2016-06-10",121.255348
"186","2016-06-13",120.606277
"187","2016-06-14",120.905846
"188","2016-06-15",121.355209
"189","2016-06-16",120.977173
"190","2016-06-17",121.255348
"191","2016-06-20",122.410843
"192","2016-06-21",121.968613
"193","2016-06-22",121.398003
"194","2016-06-23",124.022827
"195","2016-06-24",121.718971
"196","2016-06-27",119.329529
"197","2016-06-28",117.724678
"198","2016-06-29",123.166901
"199","2016-06-30",123.045647
"200","2016-07-01",124.151215
"201","2016-07-05",122.318115
"202","2016-07-06",121.904419
"203","2016-07-07",121.576317
"204","2016-07-08",122.696152
"205","2016-07-11",123.53067
"206","2016-07-12",126.248215
"207","2016-07-13",125.855919
"208","2016-07-14",125.599144
"209","2016-07-15",125.121254
"210","2016-07-18",127.282455
"211","2016-07-19",127.268188
"212","2016-07-20",128.20256
"213","2016-07-21",128.523544
"214","2016-07-22",130.342361
"215","2016-07-25",129.15834
"216","2016-07-26",129.436523
"217","2016-07-27",129.700424
"218","2016-07-28",130.36377
"219","2016-07-29",130.378036
"220","2016-08-01",130.706131
"221","2016-08-02",129.151215
"222","2016-08-03",129.229675
"223","2016-08-04",129.778885
"224","2016-08-05",131.012833
"225","2016-08-08",131.019974
"226","2016-08-09",131.184021
"227","2016-08-10",131.426529
"228","2016-08-11",131.526398
"229","2016-08-12",130.520691
"230","2016-08-15",131.512131
"231","2016-08-16",132.881592
"232","2016-08-17",133.930099
"233","2016-08-18",134.179749
"234","2016-08-19",131.376602
"235","2016-08-22",129.921539
"236","2016-08-23",129.457916
"237","2016-08-24",128.295288
"238","2016-08-25",128.480743
"239","2016-08-26",128.159775
"240","2016-08-29",128.766052
"241","2016-08-30",130.078461
"242","2016-08-31",128.851639
"243","2016-09-01",128.737518
"244","2016-09-02",129.022827
"245","2016-09-06",127.567757
"246","2016-09-07",129.386597
"247","2016-09-08",126.968613
"248","2016-09-09",124.864479
"249","2016-09-12",123.523537
"250","2016-09-13",123.623398
"251","2016-09-14",125.228249
"252","2016-09-15",124.04422
"253","2016-09-16",122.218262
"254","2016-09-19",123.124107
"255","2016-09-20",122.567757
"256","2016-09-21",124.04422
"257","2016-09-22",123.323822
"258","2016-09-23",122.382309
"259","2016-09-26",121.697578
"260","2016-09-27",121.255348
"261","2016-09-28",120.171181
