"","date","CDEV"
"148","2016-11-11",14.5
"149","2016-11-14",14.51
"150","2016-11-15",14.63
"151","2016-11-16",14.33
"152","2016-11-17",13.49
"153","2016-11-18",14.08
"154","2016-11-21",14.75
"155","2016-11-22",14.81
"156","2016-11-23",15.25
"157","2016-11-25",15.31
"158","2016-11-28",16.4
"159","2016-11-29",16.34
"160","2016-11-30",18.200001
"161","2016-12-01",17.98
"162","2016-12-02",18.059999
"163","2016-12-05",18.629999
"164","2016-12-06",18.65
"165","2016-12-07",18.610001
"166","2016-12-08",18.290001
"167","2016-12-09",18.450001
"168","2016-12-12",19.030001
"169","2016-12-13",19.16
"170","2016-12-14",18.92
"171","2016-12-15",20.030001
"172","2016-12-16",19.5
"173","2016-12-19",19.610001
"174","2016-12-20",19.84
"175","2016-12-21",20.059999
"176","2016-12-22",19.530001
"177","2016-12-23",19.09
"178","2016-12-27",19.24
"179","2016-12-28",20.01
"180","2016-12-29",19.73
"181","2016-12-30",19.719999
"182","2017-01-03",19.49
"183","2017-01-04",19.799999
"184","2017-01-05",19.24
"185","2017-01-06",19.049999
"186","2017-01-09",18.77
"187","2017-01-10",18.860001
"188","2017-01-11",18.6
"189","2017-01-12",18.48
"190","2017-01-13",18.34
"191","2017-01-17",18.610001
"192","2017-01-18",18.870001
"193","2017-01-19",18.610001
"194","2017-01-20",17.98
"195","2017-01-23",18.01
"196","2017-01-24",18.530001
"197","2017-01-25",18.540001
"198","2017-01-26",18.459999
"199","2017-01-27",18.6
"200","2017-01-30",18.33
"201","2017-01-31",18.27
"202","2017-02-01",18.110001
"203","2017-02-02",18.51
"204","2017-02-03",18.549999
"205","2017-02-06",18.48
"206","2017-02-07",18.1
"207","2017-02-08",18.030001
"208","2017-02-09",18.280001
"209","2017-02-10",18.139999
"210","2017-02-13",17.940001
"211","2017-02-14",18.41
"212","2017-02-15",18.549999
"213","2017-02-16",18.190001
"214","2017-02-17",18.299999
"215","2017-02-21",18.6
"216","2017-02-22",18.540001
"217","2017-02-23",18.84
"218","2017-02-24",18.91
"219","2017-02-27",19.540001
"220","2017-02-28",18.809999
"221","2017-03-01",18.65
"222","2017-03-02",18.209999
"223","2017-03-03",18.299999
"224","2017-03-06",18.860001
"225","2017-03-07",18.610001
"226","2017-03-08",18.200001
"227","2017-03-09",17.809999
"228","2017-03-10",17.35
"229","2017-03-13",17.99
"230","2017-03-14",17.98
"231","2017-03-15",18.18
"232","2017-03-16",18.209999
"233","2017-03-17",18.629999
"234","2017-03-20",18.860001
"235","2017-03-21",18.370001
"236","2017-03-22",18.24
"237","2017-03-23",17.08
"238","2017-03-24",17.17
"239","2017-03-27",17.41
"240","2017-03-28",18.15
"241","2017-03-29",18.200001
"242","2017-03-30",18.059999
"243","2017-03-31",18.23
"244","2017-04-03",18.290001
"245","2017-04-04",18.98
"246","2017-04-05",18.690001
"247","2017-04-06",19.25
"248","2017-04-07",19.02
"249","2017-04-10",19.530001
"250","2017-04-11",20.190001
"251","2017-04-12",20.059999
"252","2017-04-13",19.790001
"253","2017-04-17",19.700001
"254","2017-04-18",19.209999
"255","2017-04-19",18.360001
"256","2017-04-20",17.620001
"257","2017-04-21",16.969999
"258","2017-04-24",16.799999
"259","2017-04-25",17.389999
"260","2017-04-26",17.02
"261","2017-04-27",16.700001
"262","2017-04-28",16.49
"263","2017-05-01",15.91
"264","2017-05-02",15.76
"265","2017-05-03",16.040001
"266","2017-05-04",15.93
"267","2017-05-05",16.09
"268","2017-05-08",16.1
"269","2017-05-09",15.8
"270","2017-05-10",16.309999
"271","2017-05-11",16.129999
"272","2017-05-12",16.57
"273","2017-05-15",16.639999
"274","2017-05-16",16.73
"275","2017-05-17",16.559999
"276","2017-05-18",16.48
"277","2017-05-19",16.73
"278","2017-05-22",16.379999
"279","2017-05-23",16.17
"280","2017-05-24",15.86
"281","2017-05-25",15.58
"282","2017-05-26",15.86
"283","2017-05-30",15.48
"284","2017-05-31",15.59
"285","2017-06-01",15.78
"286","2017-06-02",15.25
"287","2017-06-05",14.97
"288","2017-06-06",15.55
"289","2017-06-07",14.46
"290","2017-06-08",14.69
"291","2017-06-09",15.05
"292","2017-06-12",15.09
"293","2017-06-13",15.34
"294","2017-06-14",15.03
"295","2017-06-15",14.49
"296","2017-06-16",14.49
"297","2017-06-19",14.62
"298","2017-06-20",14.62
"299","2017-06-21",14.7
"300","2017-06-22",14.68
"301","2017-06-23",15.13
"302","2017-06-26",14.82
"303","2017-06-27",14.81
"304","2017-06-28",15.46
"305","2017-06-29",15.48
"306","2017-06-30",15.82
"307","2017-07-03",16.459999
"308","2017-07-05",15.69
"309","2017-07-06",15.06
"310","2017-07-07",14.35
"311","2017-07-10",14.91
"312","2017-07-11",15.14
"313","2017-07-12",15.41
"314","2017-07-13",15.54
"315","2017-07-14",16.120001
"316","2017-07-17",16.24
"317","2017-07-18",16.27
"318","2017-07-19",16.469999
"319","2017-07-20",16.120001
"320","2017-07-21",15.77
"321","2017-07-24",15.93
"322","2017-07-25",16.57
"323","2017-07-26",16.91
"324","2017-07-27",17.120001
"325","2017-07-28",16.969999
"326","2017-07-31",16.780001
"327","2017-08-01",16.559999
"328","2017-08-02",16.24
"329","2017-08-03",15.48
"330","2017-08-04",15.75
"331","2017-08-07",15.88
"332","2017-08-08",16.59
"333","2017-08-09",16.389999
"334","2017-08-10",16.15
"335","2017-08-11",16.73
"336","2017-08-14",16.370001
"337","2017-08-15",16.469999
"338","2017-08-16",16.370001
"339","2017-08-17",15.99
"340","2017-08-18",16.209999
"341","2017-08-21",15.94
"342","2017-08-22",16.34
"343","2017-08-23",16.940001
"344","2017-08-24",16.84
"345","2017-08-25",17.08
"346","2017-08-28",16.84
"347","2017-08-29",17.040001
"348","2017-08-30",16.700001
"349","2017-08-31",17.290001
"350","2017-09-01",17.459999
"351","2017-09-05",17.48
"352","2017-09-06",17.674999
"353","2017-09-07",17.200001
"354","2017-09-08",16.73
"355","2017-09-11",17.02
"356","2017-09-12",17.469999
"357","2017-09-13",17.799999
"358","2017-09-14",17.780001
"359","2017-09-15",17.280001
"360","2017-09-18",17.91
"361","2017-09-19",17.58
"362","2017-09-20",17.9
"363","2017-09-21",18
"364","2017-09-22",18.059999
"365","2017-09-25",18.91
"366","2017-09-26",19.02
"367","2017-09-27",19.190001
"368","2017-09-28",18.66
"369","2017-09-29",17.969999
"370","2017-10-02",18.280001
"371","2017-10-03",18.370001
"372","2017-10-04",18.620001
"373","2017-10-05",18.57
"374","2017-10-06",18.34
"375","2017-10-09",18.33
"376","2017-10-10",18.379999
"377","2017-10-11",18.790001
"378","2017-10-12",18.799999
"379","2017-10-13",18.68
"380","2017-10-16",18.73
"381","2017-10-17",18.34
"382","2017-10-18",18.549999
"383","2017-10-19",18.48
"384","2017-10-20",18.549999
"385","2017-10-23",18.59
"386","2017-10-24",18.950001
"387","2017-10-25",18.620001
"388","2017-10-26",18.52
"389","2017-10-27",19.049999
"390","2017-10-30",19.299999
"391","2017-10-31",19.43
"392","2017-11-01",19.450001
"393","2017-11-02",19.24
"394","2017-11-03",20.290001
"395","2017-11-06",20.74
"396","2017-11-07",21.02
"397","2017-11-08",20.030001
"398","2017-11-09",20.26
"399","2017-11-10",20.200001
"400","2017-11-13",20.09
"401","2017-11-14",19.780001
"402","2017-11-15",19.4
"403","2017-11-16",19.690001
"404","2017-11-17",20.08
"405","2017-11-20",20.059999
"406","2017-11-21",20.34
"407","2017-11-22",20.780001
"408","2017-11-24",20.76
"409","2017-11-27",20.030001
"410","2017-11-28",19.83
"411","2017-11-29",19.799999
"412","2017-11-30",20.290001
"413","2017-12-01",20.610001
"414","2017-12-04",19.940001
"415","2017-12-05",19.459999
"416","2017-12-06",18.870001
"417","2017-12-07",18.879999
"418","2017-12-08",18.93
"419","2017-12-11",19.41
"420","2017-12-12",19.290001
"421","2017-12-13",19.35
"422","2017-12-14",19.27
"423","2017-12-15",18.83
"424","2017-12-18",19.02
"425","2017-12-19",18.99
"426","2017-12-20",19.290001
"427","2017-12-21",19.84
"428","2017-12-22",20.139999
"429","2017-12-26",20.68
"430","2017-12-27",20.219999
"431","2017-12-28",20.17
"432","2017-12-29",19.799999
"433","2018-01-02",20
"434","2018-01-03",20.33
"435","2018-01-04",20.370001
"436","2018-01-05",20.120001
"437","2018-01-08",20.219999
"438","2018-01-09",20.07
"439","2018-01-10",19.809999
"440","2018-01-11",20.290001
"441","2018-01-12",20.290001
"442","2018-01-16",19.92
"443","2018-01-17",20.440001
"444","2018-01-18",20.309999
"445","2018-01-19",20.780001
"446","2018-01-22",21.49
"447","2018-01-23",21.725
"448","2018-01-24",21.35
"449","2018-01-25",20.450001
"450","2018-01-26",20.540001
"451","2018-01-29",21.120001
"452","2018-01-30",20.92
"453","2018-01-31",20.41
"454","2018-02-01",20.379999
"455","2018-02-02",19.65
"456","2018-02-05",19.200001
"457","2018-02-06",19.610001
"458","2018-02-07",19.030001
"459","2018-02-08",18.33
"460","2018-02-09",18.1
"461","2018-02-12",18.67
"462","2018-02-13",17.92
"463","2018-02-14",18.950001
"464","2018-02-15",18.76
"465","2018-02-16",18.77
"466","2018-02-20",18.610001
"467","2018-02-21",17.9
"468","2018-02-22",18.459999
"469","2018-02-23",18.950001
"470","2018-02-26",19.26
"471","2018-02-27",19.299999
"472","2018-02-28",19.08
"473","2018-03-01",19.5
"474","2018-03-02",19.93
"475","2018-03-05",20.059999
"476","2018-03-06",19.4
"477","2018-03-07",18.360001
"478","2018-03-08",18.059999
"479","2018-03-09",18.059999
"480","2018-03-12",18.07
"481","2018-03-13",18.34
"482","2018-03-14",18.629999
"483","2018-03-15",18.049999
"484","2018-03-16",18.219999
"485","2018-03-19",17.91
"486","2018-03-20",18.459999
"487","2018-03-21",18.940001
"488","2018-03-22",18.15
"489","2018-03-23",18.190001
"490","2018-03-26",18.49
"491","2018-03-27",17.51
"492","2018-03-28",17.610001
"493","2018-03-29",18.35
"494","2018-04-02",17.73
"495","2018-04-03",17.51
"496","2018-04-04",17.09
"497","2018-04-05",17.530001
"498","2018-04-06",16.75
"499","2018-04-09",16.57
"500","2018-04-10",17.02
"501","2018-04-11",17.33
"502","2018-04-12",17.07
"503","2018-04-13",17.360001
"504","2018-04-16",17.43
"505","2018-04-17",17.450001
"506","2018-04-18",18.620001
"507","2018-04-19",18.73
"508","2018-04-20",18.92
"509","2018-04-23",19.200001
"510","2018-04-24",18.469999
"511","2018-04-25",18.48
"512","2018-04-26",18.18
"513","2018-04-27",17.809999
"514","2018-04-30",18.5
"515","2018-05-01",18.549999
"516","2018-05-02",18.610001
"517","2018-05-03",18.23
"518","2018-05-04",18.48
"519","2018-05-07",18.969999
"520","2018-05-08",19.49
"521","2018-05-09",20.440001
"522","2018-05-10",20.440001
"523","2018-05-11",19.540001
"524","2018-05-14",19.559999
"525","2018-05-15",19.719999
"526","2018-05-16",19.120001
"527","2018-05-17",19.74
"528","2018-05-18",19.690001
"529","2018-05-21",20.35
"530","2018-05-22",19.780001
"531","2018-05-23",19.360001
"532","2018-05-24",18.860001
"533","2018-05-25",17.940001
"534","2018-05-29",17.690001
"535","2018-05-30",18.58
"536","2018-05-31",17.6
"537","2018-06-01",16.92
"538","2018-06-04",16.34
"539","2018-06-05",16.440001
"540","2018-06-06",16.41
"541","2018-06-07",17.16
"542","2018-06-08",16.93
"543","2018-06-11",17
"544","2018-06-12",17.379999
"545","2018-06-13",17.51
"546","2018-06-14",16.780001
"547","2018-06-15",16.290001
"548","2018-06-18",16.48
"549","2018-06-19",17.299999
"550","2018-06-20",17.65
"551","2018-06-21",17.280001
"552","2018-06-22",17.959999
"553","2018-06-25",17.73
"554","2018-06-26",18.379999
"555","2018-06-27",18.85
"556","2018-06-28",18.51
"557","2018-06-29",18.059999
"558","2018-07-02",17.219999
"559","2018-07-03",17.559999
"560","2018-07-05",17.16
"561","2018-07-06",17.84
"562","2018-07-09",18.469999
"563","2018-07-10",18.32
"564","2018-07-11",18.08
"565","2018-07-12",17.99
"566","2018-07-13",17.889999
"567","2018-07-16",17.49
"568","2018-07-17",17.360001
"569","2018-07-18",17.389999
"570","2018-07-19",17.73
"571","2018-07-20",17.469999
"572","2018-07-23",17.25
"573","2018-07-24",17.440001
"574","2018-07-25",17.719999
"575","2018-07-26",17.549999
"576","2018-07-27",17.440001
"577","2018-07-30",18.049999
"578","2018-07-31",17.959999
"579","2018-08-01",18.26
"580","2018-08-02",18.51
"581","2018-08-03",17.66
"582","2018-08-06",17.799999
"583","2018-08-07",18.4
"584","2018-08-08",18.389999
"585","2018-08-09",18.43
"586","2018-08-10",18.51
"587","2018-08-13",17.99
"588","2018-08-14",18.32
"589","2018-08-15",17.360001
"590","2018-08-16",17.52
"591","2018-08-17",17.77
"592","2018-08-20",17.559999
"593","2018-08-21",18.09
"594","2018-08-22",18.209999
"595","2018-08-23",18.4
"596","2018-08-24",18.799999
"597","2018-08-27",18.9
"598","2018-08-28",18.780001
"599","2018-08-29",19.049999
"600","2018-08-30",19.4
"601","2018-08-31",19.27
"602","2018-09-04",19.110001
"603","2018-09-05",19.129999
"604","2018-09-06",18.940001
"605","2018-09-07",19.219999
"606","2018-09-10",19.65
"607","2018-09-11",20.23
"608","2018-09-12",21.02
"609","2018-09-13",21.049999
"610","2018-09-14",21.120001
"611","2018-09-17",21.049999
"612","2018-09-18",21.02
"613","2018-09-19",21.23
"614","2018-09-20",20.48
"615","2018-09-21",20.83
"616","2018-09-24",21.469999
"617","2018-09-25",21.59
"618","2018-09-26",21.4
"619","2018-09-27",21.719999
"620","2018-09-28",21.85
"621","2018-10-01",21.879999
"622","2018-10-02",21.950001
"623","2018-10-03",22.75
"624","2018-10-04",22.34
"625","2018-10-05",22.200001
"626","2018-10-08",21.74
"627","2018-10-09",22.23
"628","2018-10-10",21.26
"629","2018-10-11",20.700001
"630","2018-10-12",20.92
"631","2018-10-15",21.02
"632","2018-10-16",21.450001
"633","2018-10-17",21.049999
"634","2018-10-18",20.76
"635","2018-10-19",20.41
"636","2018-10-22",20.530001
"637","2018-10-23",19.6
"638","2018-10-24",18.469999
"639","2018-10-25",18.65
"640","2018-10-26",18.68
"641","2018-10-29",18.09
"642","2018-10-30",18.73
"643","2018-10-31",19.16
"644","2018-11-01",19.51
"645","2018-11-02",19.549999
"646","2018-11-05",20.18
"647","2018-11-06",19.93
"648","2018-11-07",19.82
"649","2018-11-08",18.450001
"650","2018-11-09",18.540001
"651","2018-11-12",17.09
"652","2018-11-13",16.290001
"653","2018-11-14",16.379999
"654","2018-11-15",17.120001
"655","2018-11-16",17.610001
"656","2018-11-19",17.41
"657","2018-11-20",16.309999
"658","2018-11-21",16.57
"659","2018-11-23",16.030001
"660","2018-11-26",16.110001
"661","2018-11-27",15.51
"662","2018-11-28",15.78
"663","2018-11-29",16.02
"664","2018-11-30",15.52
"665","2018-12-03",16.309999
"666","2018-12-04",15.97
"667","2018-12-06",15.04
"668","2018-12-07",15.22
"669","2018-12-10",14.61
"670","2018-12-11",13.96
"671","2018-12-12",13.87
"672","2018-12-13",13.67
"673","2018-12-14",12.72
"674","2018-12-17",12.2
"675","2018-12-18",11.4
"676","2018-12-19",11.14
"677","2018-12-20",10.49
"678","2018-12-21",10.22
"679","2018-12-24",10.04
"680","2018-12-26",11.02
"681","2018-12-27",11.02
"682","2018-12-28",10.84
"683","2018-12-31",11.02
"684","2019-01-02",11.3
"685","2019-01-03",11.28
"686","2019-01-04",11.81
"687","2019-01-07",12.68
"688","2019-01-08",12.89
"689","2019-01-09",13.22
"690","2019-01-10",13.21
"691","2019-01-11",13.03
"692","2019-01-14",13.3
"693","2019-01-15",13.5
"694","2019-01-16",13.76
"695","2019-01-17",13.91
"696","2019-01-18",14.2
"697","2019-01-22",13.19
"698","2019-01-23",12.94
"699","2019-01-24",12.79
"700","2019-01-25",13.07
"701","2019-01-28",12.92
"702","2019-01-29",13
"703","2019-01-30",13.46
"704","2019-01-31",13.17
"705","2019-02-01",13.32
"706","2019-02-04",13.33
"707","2019-02-05",12.9
"708","2019-02-06",12.86
"709","2019-02-07",12.46
"710","2019-02-08",12.26
"711","2019-02-11",12.33
"712","2019-02-12",12.33
"713","2019-02-13",12.3
"714","2019-02-14",12.55
"715","2019-02-15",12.98
"716","2019-02-19",12.9
"717","2019-02-20",13.1
"718","2019-02-21",12.35
"719","2019-02-22",12.55
"720","2019-02-25",12.71
"721","2019-02-26",9.84
"722","2019-02-27",9.66
"723","2019-02-28",9.07
"724","2019-03-01",9.27
"725","2019-03-04",9.3
"726","2019-03-05",9.11
"727","2019-03-06",8.7
"728","2019-03-07",8.69
"729","2019-03-08",8.68
"730","2019-03-11",8.7
"731","2019-03-12",9.06
"732","2019-03-13",9.08
"733","2019-03-14",8.93
"734","2019-03-15",9.18
"735","2019-03-18",9.27
"736","2019-03-19",9.03
"737","2019-03-20",9.1
"738","2019-03-21",9.26
"739","2019-03-22",8.71
"740","2019-03-25",8.78
"741","2019-03-26",8.92
"742","2019-03-27",8.99
"743","2019-03-28",9
"744","2019-03-29",8.79
"745","2019-04-01",8.84
"746","2019-04-02",8.85
"747","2019-04-03",8.44
"748","2019-04-04",8.68
"749","2019-04-05",9.14
"750","2019-04-08",9.56
"751","2019-04-09",9.21
"752","2019-04-10",9.44
"753","2019-04-11",9.01
"754","2019-04-12",9.63
"755","2019-04-15",10.03
"756","2019-04-16",10.05
"757","2019-04-17",10.26
"758","2019-04-18",10.31
"759","2019-04-22",10.8
"760","2019-04-23",10.86
"761","2019-04-24",10.73
"762","2019-04-25",10.71
"763","2019-04-26",10.7
"764","2019-04-29",10.56
"765","2019-04-30",10.53
"766","2019-05-01",9.94
"767","2019-05-02",9.84
"768","2019-05-03",10.24
"769","2019-05-06",10.05
"770","2019-05-07",9.58
"771","2019-05-08",9.69
"772","2019-05-09",10.1
"773","2019-05-10",9.98
"774","2019-05-13",9.55
"775","2019-05-14",9.76
"776","2019-05-15",10.08
"777","2019-05-16",10.32
"778","2019-05-17",10.04
"779","2019-05-20",9.96
"780","2019-05-21",10.11
"781","2019-05-22",9.51
"782","2019-05-23",8.81
"783","2019-05-24",8.71
"784","2019-05-28",8.44
"785","2019-05-29",8.44
"786","2019-05-30",8.09
"787","2019-05-31",7.9
"788","2019-06-03",7.85
"789","2019-06-04",8
"790","2019-06-05",7.55
"791","2019-06-06",7.46
"792","2019-06-07",7.34
"793","2019-06-10",7.3
"794","2019-06-11",7.08
"795","2019-06-12",6.69
"796","2019-06-13",6.89
"797","2019-06-14",6.4
"798","2019-06-17",6.91
"799","2019-06-18",6.95
"800","2019-06-19",6.98
"801","2019-06-20",7.4
"802","2019-06-21",7.27
"803","2019-06-24",7.27
"804","2019-06-25",7.21
"805","2019-06-26",7.32
"806","2019-06-27",7.31
"807","2019-06-28",7.59
"808","2019-07-01",7.58
"809","2019-07-02",7.45
"810","2019-07-03",7.34
"811","2019-07-05",7.52
"812","2019-07-08",7.18
"813","2019-07-09",6.91
"814","2019-07-10",7.54
"815","2019-07-11",7.4
"816","2019-07-12",7.63
"817","2019-07-15",6.89
"818","2019-07-16",6.59
"819","2019-07-17",6.13
"820","2019-07-18",6.1
"821","2019-07-19",6.24
"822","2019-07-22",6.09
"823","2019-07-23",6.25
"824","2019-07-24",6.22
"825","2019-07-25",5.81
"826","2019-07-26",5.69
"827","2019-07-29",5.48
"828","2019-07-30",5.94
"829","2019-07-31",5.95
"830","2019-08-01",5.36
"831","2019-08-02",5.32
"832","2019-08-05",5.24
"833","2019-08-06",4.73
"834","2019-08-07",4.69
"835","2019-08-08",4.7
"836","2019-08-09",4.6
"837","2019-08-12",4.53
"838","2019-08-13",4.52
"839","2019-08-14",4.1
"840","2019-08-15",3.96
"841","2019-08-16",4.28
"842","2019-08-19",4.65
"843","2019-08-20",4.82
"844","2019-08-21",4.7
"845","2019-08-22",4.56
"846","2019-08-23",4.3
"847","2019-08-26",4.45
"848","2019-08-27",4.36
"849","2019-08-28",4.58
"850","2019-08-29",4.86
"851","2019-08-30",4.82
"852","2019-09-03",4.8
"853","2019-09-04",5.1
"854","2019-09-05",4.81
"855","2019-09-06",4.57
"856","2019-09-09",4.71
"857","2019-09-10",4.78
"858","2019-09-11",4.6
"859","2019-09-12",4.52
"860","2019-09-13",4.41
"861","2019-09-16",5.8
"862","2019-09-17",4.84
"863","2019-09-18",4.76
"864","2019-09-19",4.72
"865","2019-09-20",5.02
"866","2019-09-23",4.97
"867","2019-09-24",4.71
"868","2019-09-25",4.61
"869","2019-09-26",4.47
"870","2019-09-27",4.515
"871","2019-09-30",4.515
"872","2019-10-01",4.08
"873","2019-10-02",3.95
"874","2019-10-03",4.005
"875","2019-10-04",3.795
"876","2019-10-07",3.83
"877","2019-10-08",3.64
"878","2019-10-09",3.62
"879","2019-10-10",3.71
"880","2019-10-11",3.7
"881","2019-10-14",3.28
"882","2019-10-15",3.335
"883","2019-10-16",3.415
"884","2019-10-17",3.44
"885","2019-10-18",3.19
"886","2019-10-21",3.16
"887","2019-10-22",3.51
"888","2019-10-23",3.67
"889","2019-10-24",3.64
"890","2019-10-25",3.825
"891","2019-10-28",3.71
"892","2019-10-29",3.7
"893","2019-10-30",3.46
"894","2019-10-31",3.4
"895","2019-11-01",3.47
"896","2019-11-04",3.77
"897","2019-11-05",3.55
"898","2019-11-06",3.51
"899","2019-11-07",3.5
"900","2019-11-08",3.56
"901","2019-11-11",3.45
"902","2019-11-12",3.415
"903","2019-11-13",3.27
"904","2019-11-14",3.16
"905","2019-11-15",3.33
"906","2019-11-18",3.15
"907","2019-11-19",2.96
"908","2019-11-20",3.185
"909","2019-11-21",3.29
"910","2019-11-22",3.39
"911","2019-11-25",3.29
"912","2019-11-26",3.085
"913","2019-11-27",3.21
"914","2019-11-29",3.09
"915","2019-12-02",3.035
"916","2019-12-03",3.005
"917","2019-12-04",3.36
"918","2019-12-05",3.41
"919","2019-12-06",3.61
"920","2019-12-09",3.86
"921","2019-12-10",3.85
"922","2019-12-11",3.76
"923","2019-12-12",4.05
"924","2019-12-13",3.83
"925","2019-12-16",4.115
"926","2019-12-17",4.32
"927","2019-12-18",4.35
"928","2019-12-19",4.38
"929","2019-12-20",4.37
"930","2019-12-23",4.535
"931","2019-12-24",4.51
"932","2019-12-26",4.49
"933","2019-12-27",4.33
"934","2019-12-30",4.44
"935","2019-12-31",4.62
"936","2020-01-02",4.69
"937","2020-01-03",4.79
"938","2020-01-06",5.01
"939","2020-01-07",5
"940","2020-01-08",4.61
"941","2020-01-09",4.63
"942","2020-01-10",4.42
"943","2020-01-13",4.4
"944","2020-01-14",4.48
"945","2020-01-15",4.415
"946","2020-01-16",4.51
"947","2020-01-17",4.42
"948","2020-01-21",4.28
"949","2020-01-22",4.145
"950","2020-01-23",3.9
"951","2020-01-24",3.61
"952","2020-01-27",3.37
"953","2020-01-28",3.44
"954","2020-01-29",3.28
"955","2020-01-30",3.31
"956","2020-01-31",3.26
"957","2020-02-03",3.09
"958","2020-02-04",2.93
"959","2020-02-05",3.18
"960","2020-02-06",3.12
"961","2020-02-07",2.97
"962","2020-02-10",2.81
"963","2020-02-11",2.75
"964","2020-02-12",2.78
"965","2020-02-13",2.66
"966","2020-02-14",2.64
"967","2020-02-18",2.73
"968","2020-02-19",2.98
"969","2020-02-20",3.04
"970","2020-02-21",2.92
"971","2020-02-24",2.67
"972","2020-02-25",2.29
"973","2020-02-26",2.3
"974","2020-02-27",2.13
"975","2020-02-28",2.37
"976","2020-03-02",2.17
"977","2020-03-03",1.92
"978","2020-03-04",1.97
"979","2020-03-05",1.86
"980","2020-03-06",1.52
"981","2020-03-09",0.56
"982","2020-03-10",0.621
"983","2020-03-11",0.492
"984","2020-03-12",0.615
"985","2020-03-13",0.558
