"","date","GKOS"
"1","2015-06-25",31.219999
"2","2015-06-26",28
"3","2015-06-29",28
"4","2015-06-30",28.98
"5","2015-07-01",28
"6","2015-07-02",28.09
"7","2015-07-06",30.01
"8","2015-07-07",29
"9","2015-07-08",29
"10","2015-07-09",30.24
"11","2015-07-10",30.75
"12","2015-07-13",30
"13","2015-07-14",29.75
"14","2015-07-15",29.18
"15","2015-07-16",28.639999
"16","2015-07-17",31.950001
"17","2015-07-20",31.01
"18","2015-07-21",31.98
"19","2015-07-22",30.719999
"20","2015-07-23",32
"21","2015-07-24",32.119999
"22","2015-07-27",30.610001
"23","2015-07-28",30.77
"24","2015-07-29",32
"25","2015-07-30",32.32
"26","2015-07-31",31.790001
"27","2015-08-03",31.690001
"28","2015-08-04",32.259998
"29","2015-08-05",32.299999
"30","2015-08-06",30.200001
"31","2015-08-07",30.6
"32","2015-08-10",31.48
"33","2015-08-11",32.740002
"34","2015-08-12",31.870001
"35","2015-08-13",32.73
"36","2015-08-14",31.799999
"37","2015-08-17",31.870001
"38","2015-08-18",32.91
"39","2015-08-19",32.849998
"40","2015-08-20",32.009998
"41","2015-08-21",32.639999
"42","2015-08-24",28.799999
"43","2015-08-25",27.84
"44","2015-08-26",28.110001
"45","2015-08-27",27.85
"46","2015-08-28",28.74
"47","2015-08-31",29.370001
"48","2015-09-01",29.51
"49","2015-09-02",29.85
"50","2015-09-03",29.9
"51","2015-09-04",30.26
"52","2015-09-08",32.189999
"53","2015-09-09",31.290001
"54","2015-09-10",31.74
"55","2015-09-11",31.700001
"56","2015-09-14",30.9
"57","2015-09-15",31.450001
"58","2015-09-16",31.389999
"59","2015-09-17",31.700001
"60","2015-09-18",30.549999
"61","2015-09-21",27.280001
"62","2015-09-22",27.51
"63","2015-09-23",26.9
"64","2015-09-24",25.639999
"65","2015-09-25",24.719999
"66","2015-09-28",22.690001
"67","2015-09-29",23.5
"68","2015-09-30",24.190001
"69","2015-10-01",22.450001
"70","2015-10-02",22.01
"71","2015-10-05",21
"72","2015-10-06",20.43
"73","2015-10-07",21.43
"74","2015-10-08",20.85
"75","2015-10-09",20.68
"76","2015-10-12",20.85
"77","2015-10-13",21.93
"78","2015-10-14",21.700001
"79","2015-10-15",22.34
"80","2015-10-16",22.879999
"81","2015-10-19",23.01
"82","2015-10-20",22.43
"83","2015-10-21",21.93
"84","2015-10-22",21.27
"85","2015-10-23",21.959999
"86","2015-10-26",21.709999
"87","2015-10-27",21
"88","2015-10-28",20.32
"89","2015-10-29",20.290001
"90","2015-10-30",20.040001
"91","2015-11-02",19.559999
"92","2015-11-03",20.34
"93","2015-11-04",20.85
"94","2015-11-05",19.459999
"95","2015-11-06",19.540001
"96","2015-11-09",19.07
"97","2015-11-10",18.76
"98","2015-11-11",21.99
"99","2015-11-12",21.99
"100","2015-11-13",24.110001
"101","2015-11-16",24.27
"102","2015-11-17",24.540001
"103","2015-11-18",25.620001
"104","2015-11-19",25.610001
"105","2015-11-20",25.91
"106","2015-11-23",25.33
"107","2015-11-24",26.34
"108","2015-11-25",26.870001
"109","2015-11-27",26.26
"110","2015-11-30",25.9
"111","2015-12-01",24.809999
"112","2015-12-02",24.620001
"113","2015-12-03",23.33
"114","2015-12-04",23.67
"115","2015-12-07",23.450001
"116","2015-12-08",23.530001
"117","2015-12-09",23.82
"118","2015-12-10",23.74
"119","2015-12-11",22.209999
"120","2015-12-14",21.969999
"121","2015-12-15",23.15
"122","2015-12-16",24.780001
"123","2015-12-17",24.82
"124","2015-12-18",24.360001
"125","2015-12-21",24.43
"126","2015-12-22",25.209999
"127","2015-12-23",25.91
"128","2015-12-24",25.98
"129","2015-12-28",25.58
"130","2015-12-29",25.030001
"131","2015-12-30",24.860001
"132","2015-12-31",24.690001
"133","2016-01-04",23.85
"134","2016-01-05",24.870001
"135","2016-01-06",24.84
"136","2016-01-07",25
"137","2016-01-08",24.940001
"138","2016-01-11",25.02
"139","2016-01-12",25.120001
"140","2016-01-13",18.59
"141","2016-01-14",19.530001
"142","2016-01-15",19.120001
"143","2016-01-19",16.23
"144","2016-01-20",16.24
"145","2016-01-21",16.190001
"146","2016-01-22",16.34
"147","2016-01-25",15.74
"148","2016-01-26",15.4
"149","2016-01-27",14.92
"150","2016-01-28",15
"151","2016-01-29",16.32
"152","2016-02-01",16.459999
"153","2016-02-02",16.85
"154","2016-02-03",16.690001
"155","2016-02-04",16.75
"156","2016-02-05",15.82
"157","2016-02-08",14.81
"158","2016-02-09",14.91
"159","2016-02-10",15.6
"160","2016-02-11",15.49
"161","2016-02-12",15.36
"162","2016-02-16",15.48
"163","2016-02-17",16.299999
"164","2016-02-18",16.18
"165","2016-02-19",16.57
"166","2016-02-22",16.73
"167","2016-02-23",16.51
"168","2016-02-24",16.440001
"169","2016-02-25",16.1
"170","2016-02-26",16.58
"171","2016-02-29",16.459999
"172","2016-03-01",16.870001
"173","2016-03-02",15.99
"174","2016-03-03",15.91
"175","2016-03-04",16.4
"176","2016-03-07",17.190001
"177","2016-03-08",17.16
"178","2016-03-09",17.120001
"179","2016-03-10",16.49
"180","2016-03-11",17.139999
"181","2016-03-14",16.950001
"182","2016-03-15",15.75
"183","2016-03-16",15.66
"184","2016-03-17",16.35
"185","2016-03-18",16.67
"186","2016-03-21",16.280001
"187","2016-03-22",16.27
"188","2016-03-23",16.360001
"189","2016-03-24",16.01
"190","2016-03-28",15.93
"191","2016-03-29",15.8
"192","2016-03-30",17.1
"193","2016-03-31",16.860001
"194","2016-04-01",17.139999
"195","2016-04-04",17.27
"196","2016-04-05",16.49
"197","2016-04-06",17.190001
"198","2016-04-07",17.1
"199","2016-04-08",16.559999
"200","2016-04-11",16.5
"201","2016-04-12",16.99
"202","2016-04-13",17.42
"203","2016-04-14",18.23
"204","2016-04-15",18.549999
"205","2016-04-18",19.110001
"206","2016-04-19",18.83
"207","2016-04-20",18.18
"208","2016-04-21",17.99
"209","2016-04-22",18.450001
"210","2016-04-25",18.74
"211","2016-04-26",18.84
"212","2016-04-27",18.82
"213","2016-04-28",18.75
"214","2016-04-29",18.84
"215","2016-05-02",19.780001
"216","2016-05-03",19.870001
"217","2016-05-04",24.77
"218","2016-05-05",23.5
"219","2016-05-06",23.030001
"220","2016-05-09",24.08
"221","2016-05-10",24.25
"222","2016-05-11",23.629999
"223","2016-05-12",24
"224","2016-05-13",24.23
"225","2016-05-16",24.440001
"226","2016-05-17",24.440001
"227","2016-05-18",24.200001
"228","2016-05-19",23.91
"229","2016-05-20",24.200001
"230","2016-05-23",23.959999
"231","2016-05-24",24.549999
"232","2016-05-25",24.790001
"233","2016-05-26",24.469999
"234","2016-05-27",24.360001
"235","2016-05-31",24.35
"236","2016-06-01",24.32
"237","2016-06-02",24.690001
"238","2016-06-03",24.809999
"239","2016-06-06",26.200001
"240","2016-06-07",26.950001
"241","2016-06-08",26.9
"242","2016-06-09",26.959999
"243","2016-06-10",27.290001
"244","2016-06-13",26.459999
"245","2016-06-14",27.209999
"246","2016-06-15",28.75
"247","2016-06-16",29.08
"248","2016-06-17",28.879999
"249","2016-06-20",29.530001
"250","2016-06-21",29.280001
"251","2016-06-22",29.32
"252","2016-06-23",28.75
"253","2016-06-24",28.17
"254","2016-06-27",27.299999
"255","2016-06-28",27.860001
"256","2016-06-29",28.780001
"257","2016-06-30",29.16
"258","2016-07-01",29.309999
"259","2016-07-05",28.879999
"260","2016-07-06",28.950001
"261","2016-07-07",28.959999
"262","2016-07-08",29.24
"263","2016-07-11",29.16
"264","2016-07-12",29.709999
"265","2016-07-13",30.040001
"266","2016-07-14",30.85
"267","2016-07-15",31.450001
"268","2016-07-18",32.869999
"269","2016-07-19",32.779999
"270","2016-07-20",32.849998
"271","2016-07-21",33.799999
"272","2016-07-22",34.110001
"273","2016-07-25",34.259998
"274","2016-07-26",35
"275","2016-07-27",35.080002
"276","2016-07-28",34.75
"277","2016-07-29",34.959999
"278","2016-08-01",33.93
"279","2016-08-02",34.209999
"280","2016-08-03",32.900002
"281","2016-08-04",33.23
"282","2016-08-05",33.040001
"283","2016-08-08",33.630001
"284","2016-08-09",33.59
"285","2016-08-10",33.66
"286","2016-08-11",33.43
"287","2016-08-12",33.720001
"288","2016-08-15",33.68
"289","2016-08-16",31.370001
"290","2016-08-17",31.49
"291","2016-08-18",31.639999
"292","2016-08-19",30.35
"293","2016-08-22",30.9
"294","2016-08-23",30.969999
"295","2016-08-24",29.809999
"296","2016-08-25",29.02
"297","2016-08-26",29.76
"298","2016-08-29",30.02
"299","2016-08-30",30
"300","2016-08-31",29.84
"301","2016-09-01",30.07
"302","2016-09-02",30.690001
"303","2016-09-06",31.26
"304","2016-09-07",30.99
"305","2016-09-08",31.690001
"306","2016-09-09",32.049999
"307","2016-09-12",33.68
"308","2016-09-13",34.139999
"309","2016-09-14",35.119999
"310","2016-09-15",37.419998
"311","2016-09-16",37.299999
"312","2016-09-19",36.990002
"313","2016-09-20",37.169998
"314","2016-09-21",37.84
"315","2016-09-22",38.950001
"316","2016-09-23",39.150002
"317","2016-09-26",38.240002
"318","2016-09-27",39.259998
"319","2016-09-28",39.25
"320","2016-09-29",37.57
"321","2016-09-30",37.740002
"322","2016-10-03",38.48
"323","2016-10-04",38.330002
"324","2016-10-05",38.73
"325","2016-10-06",38.68
"326","2016-10-07",38.169998
"327","2016-10-10",37.950001
"328","2016-10-11",36.16
"329","2016-10-12",35.779999
"330","2016-10-13",35.73
"331","2016-10-14",35.619999
"332","2016-10-17",35.5
"333","2016-10-18",35.27
"334","2016-10-19",34.52
"335","2016-10-20",34.68
"336","2016-10-21",34.880001
"337","2016-10-24",36.080002
"338","2016-10-25",35.630001
"339","2016-10-26",34.52
"340","2016-10-27",33.700001
"341","2016-10-28",32.650002
"342","2016-10-31",33.400002
"343","2016-11-01",33.18
"344","2016-11-02",33.130001
"345","2016-11-03",31.540001
"346","2016-11-04",32.139999
"347","2016-11-07",33.639999
"348","2016-11-08",33.59
"349","2016-11-09",35.169998
"350","2016-11-10",34.779999
"351","2016-11-11",34.009998
"352","2016-11-14",33.779999
"353","2016-11-15",33.900002
"354","2016-11-16",33.240002
"355","2016-11-17",33.650002
"356","2016-11-18",33.189999
"357","2016-11-21",32.59
"358","2016-11-22",32.720001
"359","2016-11-23",32.990002
"360","2016-11-25",32.700001
"361","2016-11-28",31.35
"362","2016-11-29",31.209999
"363","2016-11-30",31.209999
"364","2016-12-01",30.610001
"365","2016-12-02",32.040001
"366","2016-12-05",32.150002
"367","2016-12-06",32.990002
"368","2016-12-07",34.27
"369","2016-12-08",33.560001
"370","2016-12-09",33.150002
"371","2016-12-12",33.009998
"372","2016-12-13",34.099998
"373","2016-12-14",33.810001
"374","2016-12-15",34.02
"375","2016-12-16",34
"376","2016-12-19",34.119999
"377","2016-12-20",34.189999
"378","2016-12-21",33.779999
"379","2016-12-22",33.93
"380","2016-12-23",34.990002
"381","2016-12-27",35.419998
"382","2016-12-28",35.080002
"383","2016-12-29",34.599998
"384","2016-12-30",34.299999
"385","2017-01-03",33.720001
"386","2017-01-04",34.200001
"387","2017-01-05",33.610001
"388","2017-01-06",36.32
"389","2017-01-09",38.349998
"390","2017-01-10",38.209999
"391","2017-01-11",38.880001
"392","2017-01-12",39.970001
"393","2017-01-13",39.48
"394","2017-01-17",38.560001
"395","2017-01-18",38.73
"396","2017-01-19",38.130001
"397","2017-01-20",38.439999
"398","2017-01-23",38
"399","2017-01-24",38.52
"400","2017-01-25",38.990002
"401","2017-01-26",38.990002
"402","2017-01-27",38.810001
"403","2017-01-30",38.049999
"404","2017-01-31",41.220001
"405","2017-02-01",41.110001
"406","2017-02-02",42.830002
"407","2017-02-03",43.59
"408","2017-02-06",43.959999
"409","2017-02-07",44.330002
"410","2017-02-08",45.099998
"411","2017-02-09",45.080002
"412","2017-02-10",44.59
"413","2017-02-13",44.669998
"414","2017-02-14",45.98
"415","2017-02-15",45.77
"416","2017-02-16",45.439999
"417","2017-02-17",45.619999
"418","2017-02-21",45.599998
"419","2017-02-22",46.099998
"420","2017-02-23",44.880001
"421","2017-02-24",46.189999
"422","2017-02-27",46.299999
"423","2017-02-28",45.5
"424","2017-03-01",45.790001
"425","2017-03-02",47.700001
"426","2017-03-03",44.709999
"427","2017-03-06",44.880001
"428","2017-03-07",44.07
"429","2017-03-08",42.43
"430","2017-03-09",45.540001
"431","2017-03-10",46.02
"432","2017-03-13",45.009998
"433","2017-03-14",44.310001
"434","2017-03-15",45.709999
"435","2017-03-16",47.759998
"436","2017-03-17",48.889999
"437","2017-03-20",48.400002
"438","2017-03-21",47.970001
"439","2017-03-22",48.259998
"440","2017-03-23",48.900002
"441","2017-03-24",50.290001
"442","2017-03-27",50.790001
"443","2017-03-28",50.25
"444","2017-03-29",50.240002
"445","2017-03-30",51.27
"446","2017-03-31",51.299999
"447","2017-04-03",52.23
"448","2017-04-04",52
"449","2017-04-05",50.450001
"450","2017-04-06",50.549999
"451","2017-04-07",51.5
"452","2017-04-10",47.580002
"453","2017-04-11",48.860001
"454","2017-04-12",47.919998
"455","2017-04-13",44.279999
"456","2017-04-17",44.57
