"","date","ORN"
"214","2008-10-24",5.91
"215","2008-10-27",5.27
"216","2008-10-28",4.78
"217","2008-10-29",4.86
"218","2008-10-30",5
"219","2008-10-31",5.18
"220","2008-11-03",5.88
"221","2008-11-04",6.05
"222","2008-11-05",5.31
"223","2008-11-06",5.1
"224","2008-11-07",5.3
"225","2008-11-10",5.6
"226","2008-11-11",5.3
"227","2008-11-12",4.79
"228","2008-11-13",5.2
"229","2008-11-14",4.52
"230","2008-11-17",4.87
"231","2008-11-18",4.64
"232","2008-11-19",4.03
"233","2008-11-20",3.57
"234","2008-11-21",4.39
"235","2008-11-24",6.29
"236","2008-11-25",5.48
"237","2008-11-26",6.88
"238","2008-11-28",7.65
"239","2008-12-01",6.26
"240","2008-12-02",7.64
"241","2008-12-03",8.49
"242","2008-12-04",7.67
"243","2008-12-05",8.2
"244","2008-12-08",8.72
"245","2008-12-09",8.65
"246","2008-12-10",8.78
"247","2008-12-11",8
"248","2008-12-12",8.2
"249","2008-12-15",8.14
"250","2008-12-16",9
"251","2008-12-17",8.99
"252","2008-12-18",9.25
"253","2008-12-19",9.19
"254","2008-12-22",9.35
"255","2008-12-23",10
"256","2008-12-24",9.79
"257","2008-12-26",9.96
"258","2008-12-29",9.25
"259","2008-12-30",8.9
"260","2008-12-31",9.66
"261","2009-01-02",9.99
"262","2009-01-05",9.4
"263","2009-01-06",9.74
"264","2009-01-07",8.59
"265","2009-01-08",8.62
"266","2009-01-09",9.14
"267","2009-01-12",8.93
"268","2009-01-13",8.75
"269","2009-01-14",8.6
"270","2009-01-15",9.2
"271","2009-01-16",8.92
"272","2009-01-20",8.48
"273","2009-01-21",8.95
"274","2009-01-22",8.54
"275","2009-01-23",8.73
"276","2009-01-26",9.54
"277","2009-01-27",9.96
"278","2009-01-28",10.28
"279","2009-01-29",9.73
"280","2009-01-30",9.9
"281","2009-02-02",9.48
"282","2009-02-03",9.68
"283","2009-02-04",9.62
"284","2009-02-05",9.75
"285","2009-02-06",10.16
"286","2009-02-09",10.14
"287","2009-02-10",9.19
"288","2009-02-11",9.74
"289","2009-02-12",9.71
"290","2009-02-13",9.73
"291","2009-02-17",9.13
"292","2009-02-18",9.34
"293","2009-02-19",9.34
"294","2009-02-20",9.11
"295","2009-02-23",9.02
"296","2009-02-24",9.01
"297","2009-02-25",8.94
"298","2009-02-26",8.8
"299","2009-02-27",8.9
"300","2009-03-02",8.37
"301","2009-03-03",7.97
"302","2009-03-04",8.17
"303","2009-03-05",9.42
"304","2009-03-06",9.69
"305","2009-03-09",9.88
"306","2009-03-10",10.75
"307","2009-03-11",10.25
"308","2009-03-12",10.89
"309","2009-03-13",11.24
"310","2009-03-16",11.41
"311","2009-03-17",11.98
"312","2009-03-18",12.25
"313","2009-03-19",11.61
"314","2009-03-20",11.78
"315","2009-03-23",12.61
"316","2009-03-24",11.98
"317","2009-03-25",12.29
"318","2009-03-26",12.77
"319","2009-03-27",12.84
"320","2009-03-30",12.82
"321","2009-03-31",13.1
"322","2009-04-01",12.98
"323","2009-04-02",13.43
"324","2009-04-03",12.98
"325","2009-04-06",12.5
"326","2009-04-07",12.17
"327","2009-04-08",12.79
"328","2009-04-09",12.97
"329","2009-04-13",12.98
"330","2009-04-14",12.06
"331","2009-04-15",12.66
"332","2009-04-16",12.62
"333","2009-04-17",13.16
"334","2009-04-20",12.85
"335","2009-04-21",13.52
"336","2009-04-22",13.29
"337","2009-04-23",12.71
"338","2009-04-24",13.22
"339","2009-04-27",13.71
"340","2009-04-28",13.73
"341","2009-04-29",14.6
"342","2009-04-30",14.98
"343","2009-05-01",14.61
"344","2009-05-04",16
"345","2009-05-05",15.97
"346","2009-05-06",15.43
"347","2009-05-07",17.120001
"348","2009-05-08",18.030001
"349","2009-05-11",18.959999
"350","2009-05-12",18.9
"351","2009-05-13",17.52
"352","2009-05-14",17.74
"353","2009-05-15",17.09
"354","2009-05-18",18.129999
"355","2009-05-19",19.219999
"356","2009-05-20",19.469999
"357","2009-05-21",19.42
"358","2009-05-22",19.200001
"359","2009-05-26",19.9
"360","2009-05-27",20.299999
"361","2009-05-28",19.700001
"362","2009-05-29",21.08
"363","2009-06-01",22
"364","2009-06-02",21.620001
"365","2009-06-03",20.799999
"366","2009-06-04",21.059999
"367","2009-06-05",20.48
"368","2009-06-08",20.389999
"369","2009-06-09",20.35
"370","2009-06-10",19.950001
"371","2009-06-11",18.9
"372","2009-06-12",17.790001
"373","2009-06-15",18.719999
"374","2009-06-16",17.74
"375","2009-06-17",18.27
"376","2009-06-18",19.030001
"377","2009-06-19",19.59
"378","2009-06-22",18.09
"379","2009-06-23",18.219999
"380","2009-06-24",18.99
"381","2009-06-25",18.5
"382","2009-06-26",19.84
"383","2009-06-29",19.83
"384","2009-06-30",19
"385","2009-07-01",19
"386","2009-07-02",17.120001
"387","2009-07-06",17.17
"388","2009-07-07",16.92
"389","2009-07-08",18.540001
"390","2009-07-09",18.610001
"391","2009-07-10",18.620001
"392","2009-07-13",19.700001
"393","2009-07-14",20.23
"394","2009-07-15",20.4
"395","2009-07-16",20.26
"396","2009-07-17",20.49
"397","2009-07-20",21.610001
"398","2009-07-21",21.690001
"399","2009-07-22",21
"400","2009-07-23",22.18
"401","2009-07-24",23.48
"402","2009-07-27",23.360001
"403","2009-07-28",23.219999
"404","2009-07-29",22.77
"405","2009-07-30",22.040001
"406","2009-07-31",22.360001
"407","2009-08-03",22.889999
"408","2009-08-04",23.049999
"409","2009-08-05",23.51
"410","2009-08-06",22.469999
"411","2009-08-07",22.42
"412","2009-08-10",19.93
"413","2009-08-11",19.379999
"414","2009-08-12",19.709999
"415","2009-08-13",21.879999
"416","2009-08-14",22.200001
"417","2009-08-17",21.610001
"418","2009-08-18",21.48
"419","2009-08-19",21.5
"420","2009-08-20",21.879999
"421","2009-08-21",22.65
"422","2009-08-24",22.870001
"423","2009-08-25",22.049999
"424","2009-08-26",21.57
"425","2009-08-27",21.620001
"426","2009-08-28",21.48
"427","2009-08-31",20.450001
"428","2009-09-01",19.59
"429","2009-09-02",19.73
"430","2009-09-03",22.309999
"431","2009-09-04",22.73
"432","2009-09-08",22.15
"433","2009-09-09",22.450001
"434","2009-09-10",22.879999
"435","2009-09-11",22.33
"436","2009-09-14",22.059999
"437","2009-09-15",22.25
"438","2009-09-16",22.51
"439","2009-09-17",22.82
"440","2009-09-18",22.01
"441","2009-09-21",20.98
"442","2009-09-22",22.299999
"443","2009-09-23",22.15
"444","2009-09-24",21.030001
"445","2009-09-25",20.620001
"446","2009-09-28",22
"447","2009-09-29",21.110001
"448","2009-09-30",20.540001
"449","2009-10-01",19.91
"450","2009-10-02",19.370001
"451","2009-10-05",19.75
"452","2009-10-06",19.68
"453","2009-10-07",20.969999
"454","2009-10-08",20.469999
"455","2009-10-09",21.530001
"456","2009-10-12",20.57
"457","2009-10-13",21.030001
"458","2009-10-14",21.18
"459","2009-10-15",21.940001
"460","2009-10-16",22.190001
"461","2009-10-19",23.92
"462","2009-10-20",23.690001
"463","2009-10-21",22.83
"464","2009-10-22",22.92
"465","2009-10-23",22.58
"466","2009-10-26",21.75
"467","2009-10-27",21.73
"468","2009-10-28",20
"469","2009-10-29",19.959999
"470","2009-10-30",19.040001
"471","2009-11-02",19.27
"472","2009-11-03",19.02
"473","2009-11-04",18.9
"474","2009-11-05",19.73
"475","2009-11-06",19.299999
"476","2009-11-09",19.1
"477","2009-11-10",18.65
"478","2009-11-11",18.469999
"479","2009-11-12",18.34
"480","2009-11-13",18.530001
"481","2009-11-16",18.83
"482","2009-11-17",19.41
"483","2009-11-18",19.58
"484","2009-11-19",19.01
"485","2009-11-20",19.08
"486","2009-11-23",19.58
"487","2009-11-24",19.66
"488","2009-11-25",19.42
"489","2009-11-27",18.9
"490","2009-11-30",18.49
"491","2009-12-01",18.860001
"492","2009-12-02",18.959999
"493","2009-12-03",18.799999
"494","2009-12-04",19.370001
"495","2009-12-07",19.690001
"496","2009-12-08",19.65
"497","2009-12-09",19.85
"498","2009-12-10",19.799999
"499","2009-12-11",20.030001
"500","2009-12-14",20.790001
"501","2009-12-15",20.450001
"502","2009-12-16",20.879999
"503","2009-12-17",20.799999
"504","2009-12-18",21.16
"505","2009-12-21",21.459999
"506","2009-12-22",21.690001
"507","2009-12-23",21.77
"508","2009-12-24",21.32
"509","2009-12-28",20.889999
"510","2009-12-29",20.77
"511","2009-12-30",20.73
"512","2009-12-31",21.059999
"513","2010-01-04",21.51
"514","2010-01-05",21.219999
"515","2010-01-06",21.5
"516","2010-01-07",21.48
"517","2010-01-08",21.74
"518","2010-01-11",21.780001
"519","2010-01-12",21.91
"520","2010-01-13",22.200001
"521","2010-01-14",22.139999
"522","2010-01-15",21.879999
"523","2010-01-19",22.07
"524","2010-01-20",21.459999
"525","2010-01-21",21.01
"526","2010-01-22",19.34
"527","2010-01-25",18.67
"528","2010-01-26",18.139999
"529","2010-01-27",18.290001
"530","2010-01-28",17.85
"531","2010-01-29",18.93
"532","2010-02-01",18.98
"533","2010-02-02",18.75
"534","2010-02-03",17.799999
"535","2010-02-04",16.870001
"536","2010-02-05",17.25
"537","2010-02-08",17.209999
"538","2010-02-09",17.700001
"539","2010-02-10",18.040001
"540","2010-02-11",17.969999
"541","2010-02-12",18.08
"542","2010-02-16",18.09
"543","2010-02-17",18.200001
"544","2010-02-18",18.190001
"545","2010-02-19",18.17
"546","2010-02-22",18.24
"547","2010-02-23",17.85
"548","2010-02-24",17.92
"549","2010-02-25",17.66
"550","2010-02-26",17.559999
"551","2010-03-01",17.799999
"552","2010-03-02",18
"553","2010-03-03",18.15
"554","2010-03-04",17.120001
"555","2010-03-05",17.49
"556","2010-03-08",17.49
"557","2010-03-09",17.700001
"558","2010-03-10",17.76
"559","2010-03-11",17.58
"560","2010-03-12",17.51
"561","2010-03-15",17.290001
"562","2010-03-16",17.709999
"563","2010-03-17",18.1
"564","2010-03-18",18.209999
"565","2010-03-19",18.110001
"566","2010-03-22",18.299999
"567","2010-03-23",18.24
"568","2010-03-24",18.120001
"569","2010-03-25",18.08
"570","2010-03-26",18.059999
"571","2010-03-29",18.25
"572","2010-03-30",18.24
"573","2010-03-31",18.049999
"574","2010-04-01",17.790001
"575","2010-04-05",18.02
"576","2010-04-06",18.77
"577","2010-04-07",18.68
"578","2010-04-08",18.6
"579","2010-04-09",18.809999
"580","2010-04-12",18.549999
"581","2010-04-13",18.77
"582","2010-04-14",18.83
"583","2010-04-15",19.190001
"584","2010-04-16",19.559999
"585","2010-04-19",19.09
"586","2010-04-20",19.379999
"587","2010-04-21",19.5
"588","2010-04-22",19.530001
"589","2010-04-23",19.610001
"590","2010-04-26",19.07
"591","2010-04-27",19.23
"592","2010-04-28",19.25
"593","2010-04-29",19.620001
"594","2010-04-30",18.959999
"595","2010-05-03",18.75
"596","2010-05-04",18.18
"597","2010-05-05",17.940001
"598","2010-05-06",17.059999
"599","2010-05-07",16.09
"600","2010-05-10",17.049999
"601","2010-05-11",16.639999
"602","2010-05-12",17.01
"603","2010-05-13",16.82
"604","2010-05-14",16.08
"605","2010-05-17",15.99
"606","2010-05-18",15.59
"607","2010-05-19",15.17
"608","2010-05-20",14
"609","2010-05-21",14.37
"610","2010-05-24",14.63
"611","2010-05-25",14.5
"612","2010-05-26",14.67
"613","2010-05-27",15.48
"614","2010-05-28",15.2
"615","2010-06-01",14.52
"616","2010-06-02",14.94
"617","2010-06-03",16.1
"618","2010-06-04",16.17
"619","2010-06-07",15.19
"620","2010-06-08",15.56
"621","2010-06-09",15.7
"622","2010-06-10",15.61
"623","2010-06-11",15.35
"624","2010-06-14",15.18
"625","2010-06-15",15.49
"626","2010-06-16",15.72
"627","2010-06-17",16.139999
"628","2010-06-18",16.08
"629","2010-06-21",16.24
"630","2010-06-22",15.37
"631","2010-06-23",15.5
"632","2010-06-24",15.22
"633","2010-06-25",15.6
"634","2010-06-28",15.16
"635","2010-06-29",14.43
"636","2010-06-30",14.2
"637","2010-07-01",13.42
"638","2010-07-02",13.07
"639","2010-07-06",12.93
"640","2010-07-07",13.12
"641","2010-07-08",13.13
"642","2010-07-09",13.2
"643","2010-07-12",12.83
"644","2010-07-13",13.17
"645","2010-07-14",13.11
"646","2010-07-15",13.23
"647","2010-07-16",12.75
"648","2010-07-19",12.71
"649","2010-07-20",12.99
"650","2010-07-21",12.55
"651","2010-07-22",12.55
"652","2010-07-23",13.15
"653","2010-07-26",13.16
"654","2010-07-27",13.06
"655","2010-07-28",12.86
"656","2010-07-29",12.7
"657","2010-07-30",12.42
"658","2010-08-02",12.94
"659","2010-08-03",12.39
"660","2010-08-04",12.42
"661","2010-08-05",11.85
"662","2010-08-06",12.62
"663","2010-08-09",12.57
"664","2010-08-10",13.15
"665","2010-08-11",12.6
"666","2010-08-12",12.53
"667","2010-08-13",12.35
"668","2010-08-16",12.22
"669","2010-08-17",12.21
"670","2010-08-18",12.29
"671","2010-08-19",11.78
"672","2010-08-20",11.82
"673","2010-08-23",11.14
"674","2010-08-24",10.95
"675","2010-08-25",11.06
"676","2010-08-26",10.97
"677","2010-08-27",11.55
"678","2010-08-30",11.28
"679","2010-08-31",11.22
"680","2010-09-01",12.38
"681","2010-09-02",12.03
"682","2010-09-03",12.38
"683","2010-09-07",12.13
"684","2010-09-08",12.04
"685","2010-09-09",11.91
"686","2010-09-10",11.81
"687","2010-09-13",12.46
"688","2010-09-14",12.33
"689","2010-09-15",12.16
"690","2010-09-16",11.65
"691","2010-09-17",11.07
"692","2010-09-20",11.2
"693","2010-09-21",11.85
"694","2010-09-22",11.65
"695","2010-09-23",11.83
"696","2010-09-24",12.28
"697","2010-09-27",12.02
"698","2010-09-28",12.19
"699","2010-09-29",12.47
"700","2010-09-30",12.41
"701","2010-10-01",12.35
"702","2010-10-04",12.39
"703","2010-10-05",12.73
"704","2010-10-06",12.7
"705","2010-10-07",12.66
"706","2010-10-08",12.76
"707","2010-10-11",12.65
"708","2010-10-12",13.7
"709","2010-10-13",14.24
"710","2010-10-14",14.01
"711","2010-10-15",13.86
"712","2010-10-18",13.52
"713","2010-10-19",13.45
"714","2010-10-20",12.71
"715","2010-10-21",12.73
"716","2010-10-22",12.69
"717","2010-10-25",12.66
"718","2010-10-26",12.35
"719","2010-10-27",12.3
"720","2010-10-28",12.16
"721","2010-10-29",12.51
"722","2010-11-01",12.75
"723","2010-11-02",13.05
"724","2010-11-03",13.01
"725","2010-11-04",13.64
"726","2010-11-05",14.25
"727","2010-11-08",14.32
"728","2010-11-09",13.99
"729","2010-11-10",14.63
"730","2010-11-11",14.45
"731","2010-11-12",13.99
"732","2010-11-15",14.24
"733","2010-11-16",13.81
"734","2010-11-17",13.6
"735","2010-11-18",13.8
"736","2010-11-19",13.72
"737","2010-11-22",13.75
"738","2010-11-23",13.6
"739","2010-11-24",13.88
"740","2010-11-26",13.68
"741","2010-11-29",13.59
"742","2010-11-30",13.44
"743","2010-12-01",13.51
"744","2010-12-02",14.31
"745","2010-12-03",14.79
"746","2010-12-06",14.85
"747","2010-12-07",15.23
"748","2010-12-08",15.26
"749","2010-12-09",15.51
"750","2010-12-10",15.7
"751","2010-12-13",15.49
"752","2010-12-14",15.61
"753","2010-12-15",15.07
"754","2010-12-16",14.52
"755","2010-12-17",14.85
"756","2010-12-20",14.74
"757","2010-12-21",11.3
"758","2010-12-22",11.2
"759","2010-12-23",11.16
"760","2010-12-27",11.17
"761","2010-12-28",11.2
"762","2010-12-29",11.21
"763","2010-12-30",11.4
"764","2010-12-31",11.6
"765","2011-01-03",11.76
"766","2011-01-04",11.64
"767","2011-01-05",11.76
"768","2011-01-06",11.78
"769","2011-01-07",11.52
"770","2011-01-10",11.68
"771","2011-01-11",11.72
"772","2011-01-12",11.99
"773","2011-01-13",12.24
"774","2011-01-14",12.64
"775","2011-01-18",12.45
"776","2011-01-19",11.97
"777","2011-01-20",11.88
"778","2011-01-21",11.94
"779","2011-01-24",12.03
"780","2011-01-25",12.04
"781","2011-01-26",12.06
"782","2011-01-27",11.95
"783","2011-01-28",11.59
"784","2011-01-31",11.72
"785","2011-02-01",11.81
"786","2011-02-02",11.9
"787","2011-02-03",11.55
"788","2011-02-04",11.65
"789","2011-02-07",11.75
"790","2011-02-08",11.92
"791","2011-02-09",11.79
"792","2011-02-10",11.97
"793","2011-02-11",12.09
"794","2011-02-14",12.4
"795","2011-02-15",12.7
"796","2011-02-16",12.69
"797","2011-02-17",12.56
"798","2011-02-18",12.79
"799","2011-02-22",12.46
"800","2011-02-23",12.29
"801","2011-02-24",12.33
"802","2011-02-25",12.5
"803","2011-02-28",12.35
"804","2011-03-01",12
"805","2011-03-02",12
"806","2011-03-03",11.43
"807","2011-03-04",11.3
"808","2011-03-07",10.99
"809","2011-03-08",11.05
"810","2011-03-09",11
"811","2011-03-10",10.5
"812","2011-03-11",10.62
"813","2011-03-14",10.58
"814","2011-03-15",10.54
"815","2011-03-16",10.49
"816","2011-03-17",10.46
"817","2011-03-18",10.59
"818","2011-03-21",10.75
"819","2011-03-22",10.58
"820","2011-03-23",10.63
"821","2011-03-24",10.75
"822","2011-03-25",10.91
"823","2011-03-28",10.96
"824","2011-03-29",11.17
"825","2011-03-30",10.98
"826","2011-03-31",10.74
"827","2011-04-01",10.93
"828","2011-04-04",10.71
"829","2011-04-05",10.42
"830","2011-04-06",10.58
"831","2011-04-07",10.55
"832","2011-04-08",10.56
"833","2011-04-11",10.49
"834","2011-04-12",10.37
"835","2011-04-13",10.05
"836","2011-04-14",9.93
"837","2011-04-15",9.98
"838","2011-04-18",9.76
"839","2011-04-19",9.6
"840","2011-04-20",9.68
"841","2011-04-21",9.87
"842","2011-04-25",9.93
"843","2011-04-26",10
"844","2011-04-27",10.09
"845","2011-04-28",10.19
"846","2011-04-29",10.33
"847","2011-05-02",10.24
"848","2011-05-03",10.31
"849","2011-05-04",10.4
"850","2011-05-05",9.75
"851","2011-05-06",10.62
"852","2011-05-09",10.33
"853","2011-05-10",10.54
"854","2011-05-11",10.49
"855","2011-05-12",10.21
"856","2011-05-13",10.16
"857","2011-05-16",10.19
"858","2011-05-17",10.28
"859","2011-05-18",10.44
"860","2011-05-19",10.41
"861","2011-05-20",10.47
"862","2011-05-23",10.3
"863","2011-05-24",10.19
"864","2011-05-25",10.13
"865","2011-05-26",10.39
"866","2011-05-27",10.4
"867","2011-05-31",10.64
"868","2011-06-01",10.21
"869","2011-06-02",10.19
"870","2011-06-03",10.07
"871","2011-06-06",9.79
"872","2011-06-07",9.6
"873","2011-06-08",9.45
"874","2011-06-09",9.68
"875","2011-06-10",9.5
"876","2011-06-13",9.46
"877","2011-06-14",9.78
"878","2011-06-15",9.59
"879","2011-06-16",9.34
"880","2011-06-17",9.41
"881","2011-06-20",9.18
"882","2011-06-21",9.23
"883","2011-06-22",8.99
"884","2011-06-23",9.02
"885","2011-06-24",9.05
"886","2011-06-27",9.2
"887","2011-06-28",9.55
"888","2011-06-29",9.5
"889","2011-06-30",9.41
"890","2011-07-01",9.77
"891","2011-07-05",9.67
"892","2011-07-06",9.7
"893","2011-07-07",9.75
"894","2011-07-08",9.59
"895","2011-07-11",9.51
"896","2011-07-12",9.36
"897","2011-07-13",9.57
"898","2011-07-14",9.14
"899","2011-07-15",9.08
"900","2011-07-18",9.04
"901","2011-07-19",9.08
"902","2011-07-20",9.05
"903","2011-07-21",9.13
"904","2011-07-22",9.34
"905","2011-07-25",9.1
"906","2011-07-26",8.86
"907","2011-07-27",8.55
"908","2011-07-28",8.48
"909","2011-07-29",8.69
"910","2011-08-01",8.28
"911","2011-08-02",7.89
"912","2011-08-03",7.97
"913","2011-08-04",6.62
"914","2011-08-05",5.96
"915","2011-08-08",5.51
"916","2011-08-09",6.35
"917","2011-08-10",5.9
"918","2011-08-11",6.52
"919","2011-08-12",6.35
"920","2011-08-15",6.5
"921","2011-08-16",6.3
"922","2011-08-17",6.3
"923","2011-08-18",5.84
"924","2011-08-19",5.98
"925","2011-08-22",5.92
"926","2011-08-23",6.11
"927","2011-08-24",6.25
"928","2011-08-25",6.15
"929","2011-08-26",6.35
"930","2011-08-29",6.63
"931","2011-08-30",6.51
"932","2011-08-31",6.43
"933","2011-09-01",6.22
"934","2011-09-02",5.98
"935","2011-09-06",6.08
"936","2011-09-07",6.42
"937","2011-09-08",6.27
"938","2011-09-09",6.14
"939","2011-09-12",6.25
"940","2011-09-13",6.3
"941","2011-09-14",6.41
"942","2011-09-15",6.79
"943","2011-09-16",6.61
"944","2011-09-19",6.36
"945","2011-09-20",6.17
"946","2011-09-21",5.84
"947","2011-09-22",5.72
"948","2011-09-23",6.04
"949","2011-09-26",6.35
"950","2011-09-27",6.26
"951","2011-09-28",6
"952","2011-09-29",6.23
"953","2011-09-30",5.77
"954","2011-10-03",5.36
"955","2011-10-04",5.84
"956","2011-10-05",5.87
"957","2011-10-06",6.01
"958","2011-10-07",5.73
"959","2011-10-10",6.08
"960","2011-10-11",6.52
"961","2011-10-12",6.7
"962","2011-10-13",6.75
"963","2011-10-14",6.9
"964","2011-10-17",6.48
"965","2011-10-18",6.66
"966","2011-10-19",6.49
"967","2011-10-20",6.38
"968","2011-10-21",6.33
"969","2011-10-24",6.61
"970","2011-10-25",6.27
"971","2011-10-26",6.61
"972","2011-10-27",6.83
"973","2011-10-28",7.07
"974","2011-10-31",6.79
"975","2011-11-01",6.37
"976","2011-11-02",6.7
"977","2011-11-03",6.26
"978","2011-11-04",6.4
"979","2011-11-07",6.38
"980","2011-11-08",6.49
"981","2011-11-09",5.97
"982","2011-11-10",6.13
"983","2011-11-11",6.48
"984","2011-11-14",6.21
"985","2011-11-15",6.32
"986","2011-11-16",6.16
"987","2011-11-17",5.96
"988","2011-11-18",5.91
"989","2011-11-21",5.71
"990","2011-11-22",5.55
"991","2011-11-23",5.41
"992","2011-11-25",5.18
"993","2011-11-28",5.51
"994","2011-11-29",5.44
"995","2011-11-30",6.01
"996","2011-12-01",5.98
